   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_438.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup
14.9631, 0, 0.37605, 0.214528, 1.41421, -0.37605, 0.214528, 0, 0.214528, 0.214528, 0.214528, 0.214528, 0.214528, 0.214528, 0.214528, 0.214528, 0.214528, 0.214528, 0.214528, 0.214528, 0.214528, 0.214528, 0.214528, 0.214528, 0.37605
14.971, 0, 0.369699, 0.210544, 1.41421, -0.369699, 0.210544, 0, 0.210544, 0.210544, 0.210544, 0.210544, 0.210544, 0.210544, 0.210544, 0.210544, 0.210544, 0.210544, 0.210544, 0.210544, 0.210544, 0.210545, 0.210544, 0.210544, 0.369699
14.9788, 0.595787, 0.362155, 0.206126, 1.61114, 0.233632, 0.206126, 0, 0.206126, 0.206126, 0.206126, 0.206126, 0.206126, 0.206126, 0.206126, 0.206126, 0.206126, 0.206126, 0.206126, 0.206126, 0.206126, 0.206127, 0.206126, 0.206126, 0.362155
14.9867, 3.40421, 0.353925, 0.201755, 2.3247, 3.05029, 0.201755, 0, 0.201755, 0.201755, 0.201755, 0.201755, 0.201755, 0.201755, 0.201755, 0.201755, 0.201755, 0.201755, 0.201755, 0.201755, 0.201755, 0.201756, 0.201755, 0.201755, 0.353925
14.9946, 0.591078, 0.347637, 0.200019, 1.60968, 0.243441, 0.200019, 0, 0.200019, 0.200019, 0.200019, 0.200019, 0.200019, 0.200019, 0.200019, 0.200019, 0.200019, 0.200019, 0.200019, 0.200019, 0.200019, 0.200019, 0.200019, 0.200019, 0.347637
15.0024, 1.40892, 0.339583, 0.197153, 1.84633, 1.06934, 0.197153, 0, 0.197153, 0.197153, 0.197153, 0.197153, 0.197153, 0.197153, 0.197153, 0.197153, 0.197153, 0.197153, 0.197153, 0.197153, 0.197153, 0.197153, 0.197153, 0.197153, 0.339583
15.0103, 1, 0.32997, 0.193292, 1.73205, 0.67003, 0.193292, 0, 0.193292, 0.193292, 0.193292, 0.193292, 0.193292, 0.193292, 0.193292, 0.193292, 0.193292, 0.193292, 0.193292, 0.193292, 0.193292, 0.193292, 0.193292, 0.193292, 0.329969
15.0182, 1, 0.319407, 0.188967, 1.73205, 0.680593, 0.188967, 0, 0.188967, 0.188967, 0.188967, 0.188967, 0.188967, 0.188967, 0.188967, 0.188967, 0.188967, 0.188967, 0.188967, 0.188967, 0.188967, 0.188968, 0.188967, 0.188967, 0.319407
15.026, 0, 0.308497, 0.184692, 1.41421, -0.308497, 0.184692, 0, 0.184692, 0.184692, 0.184692, 0.184692, 0.184692, 0.184692, 0.184692, 0.184692, 0.184692, 0.184692, 0.184692, 0.184692, 0.184692, 0.184692, 0.184692, 0.184692, 0.308497
15.0339, 1, 0.299815, 0.182946, 1.73205, 0.700185, 0.182946, 0, 0.182946, 0.182946, 0.182946, 0.182946, 0.182946, 0.182946, 0.182946, 0.182946, 0.182946, 0.182946, 0.182946, 0.182946, 0.182946, 0.182946, 0.182946, 0.182946, 0.299815
15.0417, 0, 0.28977, 0.180041, 1.41421, -0.28977, 0.180041, 0, 0.180041, 0.180041, 0.180041, 0.180041, 0.180041, 0.180041, 0.180041, 0.180041, 0.180041, 0.180041, 0.180041, 0.180041, 0.180041, 0.180041, 0.180041, 0.180041, 0.28977
15.0496, 1.1482, 0.278596, 0.176114, 1.77432, 0.869607, 0.176114, 0, 0.176114, 0.176114, 0.176114, 0.176114, 0.176114, 0.176114, 0.176114, 0.176114, 0.176114, 0.176114, 0.176114, 0.176114, 0.176114, 0.176114, 0.176114, 0.176114, 0.278596
15.0575, 0.851797, 0.266938, 0.171714, 1.68873, 0.584859, 0.171714, 0, 0.171714, 0.171714, 0.171714, 0.171714, 0.171714, 0.171714, 0.171714, 0.171714, 0.171714, 0.171714, 0.171714, 0.171714, 0.171714, 0.171714, 0.171714, 0.171714, 0.266938
15.0653, 1, 0.255413, 0.16737, 1.73205, 0.744587, 0.16737, 0, 0.16737, 0.16737, 0.16737, 0.16737, 0.16737, 0.16737, 0.16737, 0.16737, 0.16737, 0.16737, 0.16737, 0.16737, 0.16737, 0.16737, 0.16737, 0.16737, 0.255413
15.0732, 1, 0.246882, 0.165857, 1.73205, 0.753118, 0.165857, 0, 0.165857, 0.165857, 0.165857, 0.165857, 0.165857, 0.165857, 0.165857, 0.165857, 0.165857, 0.165857, 0.165857, 0.165857, 0.165857, 0.165857, 0.165857, 0.165857, 0.246882
15.0811, 0, 0.237393, 0.163145, 1.41421, -0.237393, 0.163145, 0, 0.163145, 0.163145, 0.163145, 0.163145, 0.163145, 0.163145, 0.163145, 0.163145, 0.163145, 0.163145, 0.163145, 0.163145, 0.163145, 0.163145, 0.163145, 0.163145, 0.237392
15.0889, 1, 0.227149, 0.159371, 1.73205, 0.772851, 0.159371, 0, 0.159371, 0.159371, 0.159371, 0.159371, 0.159371, 0.159371, 0.159371, 0.159371, 0.159371, 0.159371, 0.159371, 0.159371, 0.159371, 0.159371, 0.159371, 0.159371, 0.227149
15.0968, 0, 0.216782, 0.155107, 1.41421, -0.216782, 0.155107, 0, 0.155107, 0.155107, 0.155107, 0.155107, 0.155107, 0.155107, 0.155107, 0.155107, 0.155107, 0.155107, 0.155107, 0.155107, 0.155107, 0.155107, 0.155107, 0.155107, 0.216782
15.1047, 0, 0.206888, 0.1509, 1.41421, -0.206888, 0.1509, 0, 0.1509, 0.1509, 0.1509, 0.1509, 0.1509, 0.1509, 0.1509, 0.1509, 0.1509, 0.1509, 0.1509, 0.1509, 0.1509, 0.150901, 0.1509, 0.1509, 0.206888
15.1125, 1.55489, 0.200138, 0.149383, 1.88544, 1.35476, 0.149383, 0, 0.149383, 0.149383, 0.149383, 0.149383, 0.149383, 0.149383, 0.149383, 0.149383, 0.149383, 0.149383, 0.149383, 0.149383, 0.149383, 0.149383, 0.149383, 0.149383, 0.200138
15.1204, 0.445105, 0.192676, 0.146671, 1.56368, 0.252429, 0.146671, 0, 0.146671, 0.146671, 0.146671, 0.146671, 0.146671, 0.146671, 0.146671, 0.146671, 0.146671, 0.146671, 0.146671, 0.146671, 0.146671, 0.146671, 0.146671, 0.146671, 0.192676
15.1282, 1, 0.184654, 0.142897, 1.73205, 0.815346, 0.142897, 0, 0.142897, 0.142897, 0.142897, 0.142897, 0.142897, 0.142897, 0.142897, 0.142897, 0.142897, 0.142897, 0.142897, 0.142897, 0.142897, 0.142897, 0.142897, 0.142897, 0.184654
15.1361, 1, 0.17666, 0.138638, 1.73205, 0.82334, 0.138638, 0, 0.138638, 0.138638, 0.138638, 0.138638, 0.138638, 0.138638, 0.138638, 0.138638, 0.138638, 0.138638, 0.138638, 0.138638, 0.138638, 0.138638, 0.138638, 0.138638, 0.17666
15.144, 0, 0.169243, 0.134444, 1.41421, -0.169243, 0.134444, 0, 0.134444, 0.134444, 0.134444, 0.134444, 0.134444, 0.134444, 0.134444, 0.134444, 0.134444, 0.134444, 0.134444, 0.134444, 0.134444, 0.134444, 0.134444, 0.134444, 0.169243
15.1518, 0, 0.165213, 0.133129, 1.41421, -0.165213, 0.133129, 0, 0.133129, 0.133129, 0.133129, 0.133129, 0.133129, 0.133129, 0.133129, 0.133129, 0.133129, 0.133129, 0.133129, 0.133129, 0.133129, 0.133129, 0.133129, 0.133129, 0.165212
15.1597, 0, 0.160474, 0.13061, 1.41421, -0.160474, 0.13061, 0, 0.13061, 0.13061, 0.13061, 0.13061, 0.13061, 0.13061, 0.13061, 0.13061, 0.13061, 0.13061, 0.13061, 0.13061, 0.13061, 0.130611, 0.13061, 0.13061, 0.160474
15.1676, 0, 0.155139, 0.127022, 1.41421, -0.155139, 0.127022, 0, 0.127022, 0.127022, 0.127022, 0.127022, 0.127022, 0.127022, 0.127022, 0.127022, 0.127022, 0.127022, 0.127022, 0.127022, 0.127022, 0.127022, 0.127022, 0.127022, 0.155139
15.1754, 0, 0.149767, 0.122946, 1.41421, -0.149767, 0.122946, 0, 0.122946, 0.122946, 0.122946, 0.122946, 0.122946, 0.122946, 0.122946, 0.122946, 0.122946, 0.122946, 0.122946, 0.122946, 0.122946, 0.122946, 0.122946, 0.122946, 0.149767
15.1833, 1, 0.144882, 0.118937, 1.73205, 0.855118, 0.118937, 0, 0.118937, 0.118937, 0.118937, 0.118937, 0.118937, 0.118937, 0.118937, 0.118937, 0.118937, 0.118937, 0.118937, 0.118937, 0.118937, 0.118937, 0.118937, 0.118937, 0.144882
15.1912, 0, 0.143102, 0.117644, 1.41421, -0.143102, 0.117644, 0, 0.117644, 0.117644, 0.117644, 0.117644, 0.117644, 0.117644, 0.117644, 0.117644, 0.117644, 0.117644, 0.117644, 0.117644, 0.117644, 0.117644, 0.117644, 0.117644, 0.143101
15.199, 1, 0.140492, 0.115171, 1.73205, 0.859508, 0.115171, 0, 0.115171, 0.115171, 0.115171, 0.115171, 0.115171, 0.115171, 0.115171, 0.115171, 0.115171, 0.115171, 0.115171, 0.115171, 0.115171, 0.115171, 0.115171, 0.115171, 0.140491
15.2069, 0.525898, 0.137142, 0.111645, 1.58931, 0.388757, 0.111645, 0, 0.111645, 0.111645, 0.111645, 0.111645, 0.111645, 0.111645, 0.111645, 0.111645, 0.111645, 0.111645, 0.111645, 0.111645, 0.111645, 0.111645, 0.111645, 0.111645, 0.137142
15.2148, 0.474102, 0.13359, 0.107644, 1.57293, 0.340512, 0.107644, 0, 0.107644, 0.107644, 0.107644, 0.107644, 0.107644, 0.107644, 0.107644, 0.107644, 0.107644, 0.107644, 0.107644, 0.107644, 0.107644, 0.107645, 0.107644, 0.107644, 0.13359
15.2226, 0, 0.130341, 0.103717, 1.41421, -0.130341, 0.103717, 0, 0.103717, 0.103717, 0.103717, 0.103717, 0.103717, 0.103717, 0.103717, 0.103717, 0.103717, 0.103717, 0.103717, 0.103717, 0.103717, 0.103717, 0.103717, 0.103717, 0.130341
15.2305, 1, 0.130103, 0.102613, 1.73205, 0.869897, 0.102613, 0, 0.102613, 0.102613, 0.102613, 0.102613, 0.102613, 0.102613, 0.102613, 0.102613, 0.102613, 0.102613, 0.102613, 0.102613, 0.102613, 0.102614, 0.102613, 0.102613, 0.130103
15.2383, 0, 0.128841, 0.100341, 1.41421, -0.128841, 0.100341, 0, 0.100341, 0.100341, 0.100341, 0.100341, 0.100341, 0.100341, 0.100341, 0.100341, 0.100341, 0.100341, 0.100341, 0.100341, 0.100341, 0.100341, 0.100341, 0.100341, 0.128841
15.2462, 0, 0.12664, 0.0970264, 1.41421, -0.12664, 0.0970264, 0, 0.0970264, 0.0970264, 0.0970264, 0.0970264, 0.0970264, 0.0970264, 0.0970264, 0.0970264, 0.0970264, 0.0970264, 0.0970264, 0.0970264, 0.0970264, 0.0970266, 0.0970264, 0.0970264, 0.126639
15.2541, 0, 0.124032, 0.0932452, 1.41421, -0.124032, 0.0932452, 0, 0.0932452, 0.0932452, 0.0932452, 0.0932452, 0.0932452, 0.0932452, 0.0932452, 0.0932452, 0.0932452, 0.0932452, 0.0932452, 0.0932452, 0.0932452, 0.0932454, 0.0932452, 0.0932452, 0.124032
15.2619, 0, 0.121519, 0.0895392, 1.41421, -0.121519, 0.0895392, 0, 0.0895392, 0.0895392, 0.0895392, 0.0895392, 0.0895392, 0.0895392, 0.0895392, 0.0895392, 0.0895392, 0.0895392, 0.0895392, 0.0895392, 0.0895392, 0.0895394, 0.0895392, 0.0895392, 0.121519
15.2698, 0, 0.121629, 0.088475, 1.41421, -0.121629, 0.088475, 0, 0.088475, 0.088475, 0.088475, 0.088475, 0.088475, 0.088475, 0.088475, 0.088475, 0.088475, 0.088475, 0.088475, 0.088475, 0.088475, 0.0884752, 0.088475, 0.088475, 0.121629
15.2777, 0.504213, 0.120561, 0.0862863, 1.58247, 0.383652, 0.0862863, 0, 0.0862863, 0.0862863, 0.0862863, 0.0862863, 0.0862863, 0.0862863, 0.0862863, 0.0862863, 0.0862863, 0.0862863, 0.0862863, 0.0862863, 0.0862863, 0.0862865, 0.0862863, 0.0862863, 0.120561
15.2855, 0.495787, 0.118403, 0.0830962, 1.57981, 0.377384, 0.0830962, 0, 0.0830962, 0.0830962, 0.0830962, 0.0830962, 0.0830962, 0.0830962, 0.0830962, 0.0830962, 0.0830962, 0.0830962, 0.0830962, 0.0830962, 0.0830962, 0.0830964, 0.0830962, 0.0830962, 0.118403
15.2934, 0.499504, 0.115686, 0.079464, 1.58098, 0.383819, 0.079464, 0, 0.079464, 0.079464, 0.079464, 0.079464, 0.079464, 0.079464, 0.079464, 0.079464, 0.079464, 0.079464, 0.079464, 0.079464, 0.079464, 0.0794642, 0.079464, 0.079464, 0.115685
15.3013, 0.500496, 0.112905, 0.075913, 1.5813, 0.387591, 0.075913, 0, 0.075913, 0.075913, 0.075913, 0.075913, 0.075913, 0.075913, 0.075913, 0.075913, 0.075913, 0.075913, 0.075913, 0.075913, 0.075913, 0.0759132, 0.075913, 0.075913, 0.112905
15.3091, 1, 0.112598, 0.0750014, 1.73205, 0.887402, 0.0750014, 0, 0.0750014, 0.0750014, 0.0750014, 0.0750014, 0.0750014, 0.0750014, 0.0750014, 0.0750014, 0.0750014, 0.0750014, 0.0750014, 0.0750014, 0.0750014, 0.0750016, 0.0750014, 0.0750014, 0.112598
15.317, 0, 0.111028, 0.0730106, 1.41421, -0.111028, 0.0730106, 0, 0.0730106, 0.0730106, 0.0730106, 0.0730106, 0.0730106, 0.0730106, 0.0730106, 0.0730106, 0.0730106, 0.0730106, 0.0730106, 0.0730106, 0.0730106, 0.0730108, 0.0730106, 0.0730106, 0.111027
15.3249, 0, 0.108303, 0.0700622, 1.41421, -0.108303, 0.0700622, 0, 0.0700622, 0.0700622, 0.0700622, 0.0700622, 0.0700622, 0.0700622, 0.0700622, 0.0700622, 0.0700622, 0.0700622, 0.0700622, 0.0700622, 0.0700622, 0.0700624, 0.0700622, 0.0700622, 0.108302
15.3327, 0.487361, 0.104953, 0.0666951, 1.57714, 0.382407, 0.0666951, 0, 0.0666951, 0.0666951, 0.0666951, 0.0666951, 0.0666951, 0.0666951, 0.0666951, 0.0666951, 0.0666951, 0.0666951, 0.0666951, 0.0666951, 0.0666951, 0.0666953, 0.0666951, 0.0666951, 0.104953
15.3406, 0.512639, 0.101478, 0.0634109, 1.58513, 0.411162, 0.0634109, 0, 0.0634109, 0.0634109, 0.0634109, 0.0634109, 0.0634109, 0.0634109, 0.0634109, 0.0634109, 0.0634109, 0.0634109, 0.0634109, 0.0634109, 0.0634109, 0.0634111, 0.0634109, 0.0634109, 0.101477
15.3484, 0, 0.100221, 0.0625546, 1.41421, -0.100221, 0.0625546, 0, 0.0625546, 0.0625546, 0.0625546, 0.0625546, 0.0625546, 0.0625546, 0.0625546, 0.0625546, 0.0625546, 0.0625546, 0.0625546, 0.0625546, 0.0625546, 0.0625548, 0.0625546, 0.0625546, 0.100221
15.3563, 2.48017, 0.0977482, 0.060684, 2.11664, 2.38243, 0.060684, 0, 0.060684, 0.060684, 0.060684, 0.060684, 0.060684, 0.060684, 0.060684, 0.060684, 0.060684, 0.060684, 0.060684, 0.060684, 0.060684, 0.0606842, 0.060684, 0.060684, 0.097748
15.3642, 0.519827, 0.094185, 0.0579165, 1.5874, 0.425642, 0.0579165, 0, 0.0579165, 0.0579165, 0.0579165, 0.0579165, 0.0579165, 0.0579165, 0.0579165, 0.0579165, 0.0579165, 0.0579165, 0.0579165, 0.0579165, 0.0579165, 0.0579167, 0.0579165, 0.0579165, 0.0941848
15.372, 0.475217, 0.0900579, 0.0547646, 1.57328, 0.385159, 0.0547646, 0, 0.0547646, 0.0547646, 0.0547646, 0.0547646, 0.0547646, 0.0547646, 0.0547646, 0.0547646, 0.0547646, 0.0547646, 0.0547646, 0.0547646, 0.0547646, 0.0547648, 0.0547646, 0.0547646, 0.0900577
15.3799, 0.524783, 0.0858566, 0.0517009, 1.58896, 0.438926, 0.0517009, 0, 0.0517009, 0.0517009, 0.0517009, 0.0517009, 0.0517009, 0.0517009, 0.0517009, 0.0517009, 0.0517009, 0.0517009, 0.0517009, 0.0517009, 0.0517009, 0.0517011, 0.0517009, 0.0517009, 0.0858564
15.3878, 0, 0.0838519, 0.0509758, 1.41421, -0.0838519, 0.0509758, 0, 0.0509758, 0.0509758, 0.0509758, 0.0509758, 0.0509758, 0.0509758, 0.0509758, 0.0509758, 0.0509758, 0.0509758, 0.0509758, 0.0509758, 0.0509758, 0.050976, 0.0509758, 0.0509758, 0.0838517
15.3956, 1, 0.0807812, 0.0493046, 1.73205, 0.919219, 0.0493046, 0, 0.0493046, 0.0493046, 0.0493046, 0.0493046, 0.0493046, 0.0493046, 0.0493046, 0.0493046, 0.0493046, 0.0493046, 0.0493046, 0.0493046, 0.0493046, 0.0493048, 0.0493046, 0.0493046, 0.080781
15.4035, 0, 0.0767836, 0.0468018, 1.41421, -0.0767836, 0.0468018, 0, 0.0468018, 0.0468018, 0.0468018, 0.0468018, 0.0468018, 0.0468018, 0.0468018, 0.0468018, 0.0468018, 0.0468018, 0.0468018, 0.0468018, 0.0468018, 0.046802, 0.0468018, 0.0468018, 0.0767833
15.4114, 0, 0.0723662, 0.0439486, 1.41421, -0.0723662, 0.0439486, 0, 0.0439486, 0.0439486, 0.0439486, 0.0439486, 0.0439486, 0.0439486, 0.0439486, 0.0439486, 0.0439486, 0.0439486, 0.0439486, 0.0439486, 0.0439486, 0.0439488, 0.0439486, 0.0439487, 0.072366
15.4192, 0, 0.0679953, 0.0411852, 1.41421, -0.0679953, 0.0411852, 0, 0.0411852, 0.0411852, 0.0411852, 0.0411852, 0.0411852, 0.0411852, 0.0411852, 0.0411852, 0.0411852, 0.0411852, 0.0411852, 0.0411852, 0.0411852, 0.0411854, 0.0411852, 0.0411852, 0.0679951
15.4271, 0, 0.0657131, 0.0405264, 1.41421, -0.0657131, 0.0405264, 0, 0.0405264, 0.0405264, 0.0405264, 0.0405264, 0.0405264, 0.0405264, 0.0405264, 0.0405264, 0.0405264, 0.0405264, 0.0405264, 0.0405264, 0.0405264, 0.0405266, 0.0405264, 0.0405265, 0.0657129
15.4349, 0, 0.0625794, 0.0390056, 1.41421, -0.0625794, 0.0390056, 0, 0.0390056, 0.0390056, 0.0390056, 0.0390056, 0.0390056, 0.0390056, 0.0390056, 0.0390056, 0.0390056, 0.0390056, 0.0390056, 0.0390056, 0.0390056, 0.0390058, 0.0390056, 0.0390057, 0.0625792
15.4428, 0.453532, 0.0587302, 0.0367325, 1.56638, 0.394801, 0.0367325, 0, 0.0367325, 0.0367325, 0.0367325, 0.0367325, 0.0367325, 0.0367325, 0.0367325, 0.0367325, 0.0367325, 0.0367325, 0.0367325, 0.0367325, 0.0367325, 0.0367327, 0.0367325, 0.0367327, 0.0587299
15.4507, 0.546468, 0.0546348, 0.034152, 1.59577, 0.491834, 0.034152, 0, 0.034152, 0.034152, 0.034152, 0.034152, 0.034152, 0.034152, 0.034152, 0.034152, 0.034152, 0.034152, 0.034152, 0.034152, 0.034152, 0.0341522, 0.034152, 0.0341522, 0.0546345
15.4585, 0, 0.0507186, 0.0316654, 1.41421, -0.0507186, 0.0316654, 0, 0.0316654, 0.0316654, 0.0316654, 0.0316654, 0.0316654, 0.0316654, 0.0316654, 0.0316654, 0.0316654, 0.0316654, 0.0316654, 0.0316654, 0.0316654, 0.0316656, 0.0316654, 0.0316656, 0.0507182
15.4664, 0, 0.0488533, 0.0311224, 1.41421, -0.0488533, 0.0311224, 0, 0.0311224, 0.0311224, 0.0311224, 0.0311224, 0.0311224, 0.0311224, 0.0311224, 0.0311224, 0.0311224, 0.0311224, 0.0311224, 0.0311224, 0.0311224, 0.0311226, 0.0311224, 0.0311227, 0.0488528
15.4743, 0.444059, 0.0463388, 0.029803, 1.56335, 0.39772, 0.029803, 0, 0.029803, 0.029803, 0.029803, 0.029803, 0.029803, 0.029803, 0.029803, 0.029803, 0.029803, 0.029803, 0.029803, 0.029803, 0.029803, 0.0298032, 0.029803, 0.0298033, 0.0463383
15.4821, 0.555941, 0.0432992, 0.0278123, 1.59873, 0.512642, 0.0278123, 0, 0.0278123, 0.0278123, 0.0278123, 0.0278123, 0.0278123, 0.0278123, 0.0278123, 0.0278123, 0.0278123, 0.0278123, 0.0278123, 0.0278123, 0.0278123, 0.0278125, 0.0278123, 0.0278127, 0.0432986
15.49, 0, 0.0401566, 0.0255559, 1.41421, -0.0401566, 0.0255559, 0, 0.0255559, 0.0255559, 0.0255559, 0.0255559, 0.0255559, 0.0255559, 0.0255559, 0.0255559, 0.0255559, 0.0255559, 0.0255559, 0.0255559, 0.0255559, 0.0255561, 0.0255559, 0.0255565, 0.0401558
15.4979, 0, 0.037286, 0.023395, 1.41421, -0.037286, 0.023395, 0, 0.023395, 0.023395, 0.023395, 0.023395, 0.023395, 0.023395, 0.023395, 0.023395, 0.023395, 0.023395, 0.023395, 0.023395, 0.023395, 0.0233952, 0.023395, 0.0233958, 0.0372851
15.5057, 0, 0.0363006, 0.0229302, 1.41421, -0.0363006, 0.0229302, 0, 0.0229302, 0.0229302, 0.0229302, 0.0229302, 0.0229302, 0.0229302, 0.0229302, 0.0229302, 0.0229302, 0.0229302, 0.0229302, 0.0229302, 0.0229302, 0.0229304, 0.0229302, 0.0229311, 0.0362994
15.5136, 0, 0.034835, 0.021786, 1.41421, -0.034835, 0.021786, 0, 0.021786, 0.021786, 0.021786, 0.021786, 0.021786, 0.021786, 0.021786, 0.021786, 0.021786, 0.021786, 0.021786, 0.021786, 0.021786, 0.0217862, 0.021786, 0.0217872, 0.0348336
15.5215, 0, 0.0329968, 0.0200621, 1.41421, -0.0329968, 0.0200621, 0, 0.0200621, 0.0200621, 0.0200621, 0.0200621, 0.0200621, 0.0200621, 0.0200621, 0.0200621, 0.0200621, 0.0200621, 0.0200621, 0.0200621, 0.0200621, 0.0200623, 0.0200621, 0.0200636, 0.0329951
15.5293, 0, 0.0311542, 0.0181209, 1.41421, -0.0311542, 0.0181209, 0, 0.0181209, 0.0181209, 0.0181209, 0.0181209, 0.0181209, 0.0181209, 0.0181209, 0.0181209, 0.0181209, 0.0181209, 0.0181209, 0.0181209, 0.0181209, 0.0181211, 0.0181209, 0.0181228, 0.0311521
15.5372, 1, 0.0296266, 0.0162784, 1.73205, 0.970373, 0.0162784, 0, 0.0162784, 0.0162784, 0.0162784, 0.0162784, 0.0162784, 0.0162784, 0.0162784, 0.0162784, 0.0162784, 0.0162784, 0.0162784, 0.0162784, 0.0162784, 0.0162786, 0.0162784, 0.0162808, 0.029624
15.545, 1.4223, 0.0297942, 0.0159136, 1.84995, 1.39251, 0.0159136, 0, 0.0159136, 0.0159136, 0.0159136, 0.0159136, 0.0159136, 0.0159136, 0.0159136, 0.0159136, 0.0159136, 0.0159136, 0.0159136, 0.0159136, 0.0159136, 0.0159138, 0.0159136, 0.0159166, 0.029791
15.5529, 0.577695, 0.0295995, 0.0149704, 1.60552, 0.548096, 0.0149704, 0, 0.0149704, 0.0149704, 0.0149704, 0.0149704, 0.0149704, 0.0149704, 0.0149704, 0.0149704, 0.0149704, 0.0149704, 0.0149704, 0.0149704, 0.0149704, 0.0149706, 0.0149704, 0.0149742, 0.0295955
15.5608, 0, 0.029132, 0.0135422, 1.41421, -0.029132, 0.0135422, 0, 0.0135422, 0.0135422, 0.0135422, 0.0135422, 0.0135422, 0.0135422, 0.0135422, 0.0135422, 0.0135422, 0.0135422, 0.0135422, 0.0135422, 0.0135422, 0.0135424, 0.0135422, 0.0135469, 0.0291271
15.5686, 0, 0.0287014, 0.0119454, 1.41421, -0.0287014, 0.0119454, 0, 0.0119454, 0.0119454, 0.0119454, 0.0119454, 0.0119454, 0.0119454, 0.0119454, 0.0119454, 0.0119454, 0.0119454, 0.0119454, 0.0119454, 0.0119454, 0.0119456, 0.0119454, 0.0119511, 0.0286955
15.5765, 0, 0.0285677, 0.0104487, 1.41421, -0.0285677, 0.0104487, 0, 0.0104487, 0.0104487, 0.0104487, 0.0104487, 0.0104487, 0.0104487, 0.0104487, 0.0104487, 0.0104487, 0.0104487, 0.0104487, 0.0104487, 0.0104487, 0.0104489, 0.0104487, 0.0104558, 0.0285605
15.5844, 0, 0.0298307, 0.0101646, 1.41421, -0.0298307, 0.0101646, 0, 0.0101646, 0.0101646, 0.0101646, 0.0101646, 0.0101646, 0.0101646, 0.0101646, 0.0101646, 0.0101646, 0.0101646, 0.0101646, 0.0101646, 0.0101646, 0.0101648, 0.0101646, 0.0101732, 0.029822
15.5922, 0, 0.0307939, 0.00941162, 1.41421, -0.0307939, 0.00941162, 0, 0.00941162, 0.00941162, 0.00941162, 0.00941162, 0.00941162, 0.00941162, 0.00941162, 0.00941162, 0.00941162, 0.00941162, 0.00941162, 0.00941162, 0.00941162, 0.00941182, 0.00941162, 0.00942203, 0.0307833
15.6001, 0, 0.0315263, 0.00827639, 1.41421, -0.0315263, 0.00827639, 0, 0.00827639, 0.00827639, 0.00827639, 0.00827639, 0.00827639, 0.00827639, 0.00827639, 0.00827639, 0.00827639, 0.00827639, 0.00827639, 0.00827639, 0.00827639, 0.00827659, 0.00827639, 0.00828897, 0.0315135
15.608, 0, 0.0322737, 0.00702571, 1.41421, -0.0322737, 0.00702571, 0, 0.00702571, 0.00702571, 0.00702571, 0.00702571, 0.00702571, 0.00702571, 0.00702571, 0.00702571, 0.00702571, 0.00702571, 0.00702571, 0.00702571, 0.00702571, 0.00702591, 0.00702571, 0.00704085, 0.0322583
15.6158, 1, 0.0332298, 0.00587742, 1.73205, 0.96677, 0.00587742, 0, 0.00587742, 0.00587742, 0.00587742, 0.00587742, 0.00587742, 0.00587742, 0.00587742, 0.00587742, 0.00587742, 0.00587742, 0.00587742, 0.00587742, 0.00587742, 0.00587762, 0.00587742, 0.00589555, 0.0332115
15.6237, 0, 0.0352142, 0.00567675, 1.41421, -0.0352142, 0.00567675, 0, 0.00567675, 0.00567675, 0.00567675, 0.00567675, 0.00567675, 0.00567675, 0.00567675, 0.00567675, 0.00567675, 0.00567675, 0.00567675, 0.00567675, 0.00567675, 0.00567695, 0.00567675, 0.00569838, 0.0351924
15.6316, 0, 0.0368962, 0.00512165, 1.41421, -0.0368962, 0.00512165, 0, 0.00512165, 0.00512165, 0.00512165, 0.00512165, 0.00512165, 0.00512165, 0.00512165, 0.00512165, 0.00512165, 0.00512165, 0.00512165, 0.00512165, 0.00512165, 0.00512185, 0.00512165, 0.00514732, 0.0368703
15.6394, 0, 0.0383233, 0.00429117, 1.41421, -0.0383233, 0.00429117, 0, 0.00429117, 0.00429117, 0.00429117, 0.00429117, 0.00429117, 0.00429117, 0.00429117, 0.00429117, 0.00429117, 0.00429117, 0.00429117, 0.00429117, 0.00429117, 0.00429137, 0.00429117, 0.00432151, 0.0382927
15.6473, 0, 0.0396786, 0.00339986, 1.41421, -0.0396786, 0.00339986, 0, 0.00339986, 0.00339986, 0.00339986, 0.00339986, 0.00339986, 0.00339986, 0.00339986, 0.00339986, 0.00339986, 0.00339986, 0.00339986, 0.00339986, 0.00339986, 0.00340006, 0.00339986, 0.00343555, 0.0396427
15.6551, 0, 0.0410932, 0.00261218, 1.41421, -0.0410932, 0.00261218, 0, 0.00261218, 0.00261218, 0.00261218, 0.00261218, 0.00261218, 0.00261218, 0.00261218, 0.00261218, 0.00261218, 0.00261218, 0.00261218, 0.00261218, 0.00261218, 0.00261239, 0.00261218, 0.00265399, 0.0410512
