   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_436.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup
-0.00180893, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00605508, 0, 1.0303e-18, 0, 1.41421, -1.0303e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.24872e-20, 0, 0, 1.34347e-23, 0, 3.02714e-19, 0, 7.15084e-19, 0, 0
0.0139191, 0, 1.97265e-18, 0, 1.41421, -1.97265e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.37776e-20, 0, 0, 2.59758e-23, 0, 5.87214e-19, 0, 1.36163e-18, 0, 0
0.0217831, 0, 3.74479e-18, 0, 1.41421, -3.74479e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.48849e-20, 0, 0, 4.97985e-23, 0, 1.12951e-18, 0, 2.57035e-18, 0, 0
0.0296471, 0, 7.0502e-18, 0, 1.41421, -7.0502e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.4016e-20, 0, 0, 9.4683e-23, 0, 2.15489e-18, 0, 4.8112e-18, 0, 0
0.0375111, 0, 1.31664e-17, 0, 1.41421, -1.31664e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5597e-19, 0, 0, 1.78578e-22, 0, 4.07863e-18, 0, 8.93165e-18, 0, 0
0.0453751, 0, 2.43959e-17, 0, 1.41421, -2.43959e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.87224e-19, 0, 0, 3.34175e-22, 0, 7.66045e-18, 0, 1.64479e-17, 0, 0
0.0532391, 0, 4.4857e-17, 0, 1.41421, -4.4857e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.24774e-19, 0, 0, 6.2056e-22, 0, 1.42803e-17, 0, 3.00513e-17, 0, 0
0.0611031, 0, 8.18615e-17, 0, 1.41421, -8.18615e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.51403e-19, 0, 0, 1.14374e-21, 0, 2.64266e-17, 0, 5.44823e-17, 0, 0
0.0689672, 0, 1.48298e-16, 0, 1.41421, -1.48298e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.71182e-18, 0, 0, 2.09252e-21, 0, 4.85566e-17, 0, 9.80276e-17, 0, 0
0.0768312, 0, 2.66726e-16, 0, 1.41421, -2.66726e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.0571e-18, 0, 0, 3.80078e-21, 0, 8.85993e-17, 0, 1.75065e-16, 0, 0
0.0846952, 0, 4.76348e-16, 0, 1.41421, -4.76348e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.41962e-18, 0, 0, 6.85471e-21, 0, 1.60566e-16, 0, 3.10356e-16, 0, 0
0.0925592, 0, 8.44837e-16, 0, 1.41421, -8.44837e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.53863e-18, 0, 0, 1.22764e-20, 0, 2.89054e-16, 0, 5.46232e-16, 0, 0
0.100423, 0, 1.4882e-15, 0, 1.41421, -1.4882e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.66687e-17, 0, 0, 2.18357e-20, 0, 5.16972e-16, 0, 9.54539e-16, 0, 0
0.108287, 0, 2.60399e-15, 0, 1.41421, -2.60399e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.89238e-17, 0, 0, 3.85761e-20, 0, 9.18691e-16, 0, 1.65633e-15, 0, 0
0.116151, 0, 4.5264e-15, 0, 1.41421, -4.5264e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.98409e-17, 0, 0, 6.76962e-20, 0, 1.62233e-15, 0, 2.85415e-15, 0, 0
0.124015, 0, 7.81716e-15, 0, 1.41421, -7.81716e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.52955e-17, 0, 0, 1.18018e-19, 0, 2.84727e-15, 0, 4.88448e-15, 0, 0
0.131879, 0, 1.34143e-14, 0, 1.41421, -1.34143e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.4498e-16, 0, 0, 2.04415e-19, 0, 4.96683e-15, 0, 8.30231e-15, 0, 0
0.139743, 0, 2.28746e-14, 0, 1.41421, -2.28746e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.4477e-16, 0, 0, 3.51801e-19, 0, 8.61265e-15, 0, 1.40168e-14, 0, 0
0.147607, 0, 3.87649e-14, 0, 1.41421, -3.87649e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.10491e-16, 0, 0, 6.0164e-19, 0, 1.4847e-14, 0, 2.35068e-14, 0, 0
0.155471, 0, 6.52928e-14, 0, 1.41421, -6.52928e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.83865e-16, 0, 0, 1.02252e-18, 0, 2.54465e-14, 0, 3.91614e-14, 0, 0
0.163335, 0, 1.09312e-13, 0, 1.41421, -1.09312e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.13184e-15, 0, 0, 1.72717e-18, 0, 4.33652e-14, 0, 6.48137e-14, 0, 0
0.171199, 0, 1.81922e-13, 0, 1.41421, -1.81922e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.86106e-15, 0, 0, 2.89979e-18, 0, 7.34869e-14, 0, 1.06571e-13, 0, 0
0.179063, 0, 3.00987e-13, 0, 1.41421, -3.00987e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.04034e-15, 0, 0, 4.83956e-18, 0, 1.23843e-13, 0, 1.74099e-13, 0, 0
0.186927, 0, 4.95118e-13, 0, 1.41421, -4.95118e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.93503e-15, 0, 0, 8.02961e-18, 0, 2.07587e-13, 0, 2.82588e-13, 0, 0
0.194791, 0, 8.11339e-13, 0, 1.41421, -8.11339e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.96742e-15, 0, 0, 1.32761e-17, 0, 3.47148e-13, 0, 4.56211e-13, 0, 0
0.202655, 0, 1.31943e-12, 0, 1.41421, -1.31943e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.27671e-14, 0, 0, 2.17738e-17, 0, 5.75635e-13, 0, 7.31009e-13, 0, 0
0.210519, 0, 2.13394e-12, 0, 1.41421, -2.13394e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.03295e-14, 0, 0, 3.55159e-17, 0, 9.49623e-13, 0, 1.16396e-12, 0, 0
0.218383, 0, 3.43266e-12, 0, 1.41421, -3.43266e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.21691e-14, 0, 0, 5.76222e-17, 0, 1.55872e-12, 0, 1.84172e-12, 0, 0
0.226247, 0, 5.49257e-12, 0, 1.41421, -5.49257e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.05879e-14, 0, 0, 9.3004e-17, 0, 2.54592e-12, 0, 2.89597e-12, 0, 0
0.234111, 0, 8.74301e-12, 0, 1.41421, -8.74301e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.90604e-14, 0, 0, 1.4936e-16, 0, 4.13834e-12, 0, 4.52546e-12, 0, 0
0.241975, 0, 1.38464e-11, 0, 1.41421, -1.38464e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.22798e-13, 0, 0, 2.38711e-16, 0, 6.69524e-12, 0, 7.02814e-12, 0, 0
0.249839, 0, 2.18202e-11, 0, 1.41421, -2.18202e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.89565e-13, 0, 0, 3.79761e-16, 0, 1.07825e-11, 0, 1.08477e-11, 0, 0
0.257703, 0, 3.42203e-11, 0, 1.41421, -3.42203e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.90854e-13, 0, 0, 6.01528e-16, 0, 1.72882e-11, 0, 1.66407e-11, 0, 0
0.265567, 0, 5.34165e-11, 0, 1.41421, -5.34165e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.43562e-13, 0, 0, 9.48912e-16, 0, 2.76006e-11, 0, 2.53715e-11, 0, 0
0.273431, 0, 8.3005e-11, 3.92364e-44, 1.41421, -8.3005e-11, 3.92364e-44, 0, 3.92364e-44, 3.92364e-44, 3.92364e-44, 3.92364e-44, 3.92364e-44, 3.92364e-44, 3.92364e-44, 3.92364e-44, 3.92364e-44, 3.92364e-44, 6.72372e-13, 3.92364e-44, 3.92364e-44, 1.49125e-15, 3.92364e-44, 4.38832e-11, 3.92364e-44, 3.8448e-11, 3.92364e-44, 3.92364e-44
0.281295, 0, 1.28424e-10, 7.51096e-43, 1.41421, -1.28424e-10, 7.51096e-43, 0, 7.51096e-43, 7.51096e-43, 7.51096e-43, 7.51096e-43, 7.51096e-43, 7.51096e-43, 7.51096e-43, 7.51096e-43, 7.51096e-43, 7.51096e-43, 1.01311e-12, 7.51096e-43, 7.51096e-43, 2.33546e-15, 7.51096e-43, 6.94969e-11, 7.51096e-43, 5.79119e-11, 7.51096e-43, 7.51096e-43
0.289159, 0, 1.97873e-10, 1.09792e-41, 1.41421, -1.97873e-10, 1.09792e-41, 0, 1.09792e-41, 1.09792e-41, 1.09792e-41, 1.09792e-41, 1.09792e-41, 1.09792e-41, 1.09792e-41, 1.09792e-41, 1.09792e-41, 1.09792e-41, 1.51745e-12, 1.09792e-41, 1.09792e-41, 3.64621e-15, 1.09792e-41, 1.09648e-10, 1.09792e-41, 8.67036e-11, 1.09792e-41, 1.09792e-41
0.297023, 0, 3.03678e-10, 1.46137e-40, 1.41421, -3.03678e-10, 1.46137e-40, 0, 1.46137e-40, 1.46137e-40, 1.46137e-40, 1.46137e-40, 1.46137e-40, 1.46137e-40, 1.46137e-40, 1.46137e-40, 1.46137e-40, 1.46137e-40, 2.25941e-12, 1.46137e-40, 1.46137e-40, 5.67712e-15, 1.46137e-40, 1.72382e-10, 1.46137e-40, 1.29031e-10, 1.46137e-40, 1.46137e-40
0.304887, 0, 4.64332e-10, 1.74938e-39, 1.41421, -4.64332e-10, 1.74938e-39, 0, 1.74938e-39, 1.74938e-39, 1.74938e-39, 1.74938e-39, 1.74938e-39, 1.74938e-39, 1.74938e-39, 1.74938e-39, 1.74938e-39, 1.74938e-39, 3.3444e-12, 1.74938e-39, 1.74938e-39, 8.81861e-15, 1.74938e-39, 2.70102e-10, 1.74938e-39, 1.90876e-10, 1.74938e-39, 1.74938e-39
0.312751, 0, 7.07514e-10, 1.89014e-38, 1.41421, -7.07514e-10, 1.89014e-38, 0, 1.89014e-38, 1.89014e-38, 1.89014e-38, 1.89014e-38, 1.89014e-38, 1.89014e-38, 1.89014e-38, 1.89014e-38, 1.89014e-38, 1.89014e-38, 4.92158e-12, 1.89014e-38, 1.89014e-38, 1.36721e-14, 1.89014e-38, 4.21894e-10, 1.89014e-38, 2.80684e-10, 1.89014e-38, 1.89014e-38
0.320615, 0, 1.0746e-09, 1.84826e-37, 1.41421, -1.0746e-09, 1.84826e-37, 0, 1.84826e-37, 1.84826e-37, 1.84826e-37, 1.84826e-37, 1.84826e-37, 1.84826e-37, 1.84826e-37, 1.84826e-37, 1.84826e-37, 1.84826e-37, 7.20067e-12, 1.84826e-37, 1.84826e-37, 2.11646e-14, 1.84826e-37, 6.57073e-10, 1.84826e-37, 4.10305e-10, 1.84826e-37, 1.84826e-37
0.328479, 0, 1.62735e-09, 1.64614e-36, 1.41421, -1.62735e-09, 1.64614e-36, 0, 1.64614e-36, 1.64614e-36, 1.64614e-36, 1.64614e-36, 1.64614e-36, 1.64614e-36, 1.64614e-36, 1.64614e-36, 1.64614e-36, 1.64614e-36, 1.04747e-11, 1.64614e-36, 1.64614e-36, 3.27263e-14, 1.64614e-36, 1.02059e-09, 1.64614e-36, 5.96253e-10, 1.64614e-36, 1.64614e-36
0.336343, 0, 2.45788e-09, 1.34233e-35, 1.41421, -2.45788e-09, 1.34233e-35, 0, 1.34233e-35, 1.34233e-35, 1.34233e-35, 1.34233e-35, 1.34233e-35, 1.34233e-35, 1.34233e-35, 1.34233e-35, 1.34233e-35, 1.34233e-35, 1.5151e-11, 1.34233e-35, 1.34233e-35, 5.05662e-14, 1.34233e-35, 1.58129e-09, 1.34233e-35, 8.61395e-10, 1.34233e-35, 1.34233e-35
0.344207, 0, 3.70351e-09, 1.0064e-34, 1.41421, -3.70351e-09, 1.0064e-34, 0, 1.0064e-34, 1.0064e-34, 1.0064e-34, 1.0064e-34, 1.0064e-34, 1.0064e-34, 1.0064e-34, 1.0064e-34, 1.0064e-34, 1.0064e-34, 2.17918e-11, 1.0064e-34, 1.0064e-34, 7.80986e-14, 1.0064e-34, 2.44445e-09, 1.0064e-34, 1.23719e-09, 1.0064e-34, 1.0064e-34
0.352071, 0, 5.56877e-09, 6.83144e-34, 1.41421, -5.56877e-09, 6.83144e-34, 0, 6.83144e-34, 6.83144e-34, 6.83144e-34, 6.83144e-34, 6.83144e-34, 6.83144e-34, 6.83144e-34, 6.83144e-34, 6.83144e-34, 6.83144e-34, 3.1169e-11, 6.83144e-34, 6.83144e-34, 1.20605e-13, 6.83144e-34, 3.77086e-09, 6.83144e-34, 1.76662e-09, 6.83144e-34, 6.83144e-34
