   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_106.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
1.98925, 4.16192, 4.8804, 0.401381, 2.48232, -0.718481, 0.402361, 9.55299e-05, 0.401392, 0.401405, 0.401437, 0.401464, 0.401415, 0.404781, 0.40202, 0.429373, 3.93558, 1.29769, 0.401478, 0.401381, 0.401381, 0.401381, 0.401381, 0.401383, 0.412534, 0.401381, 0.405421
1.99741, 5.41663, 4.74573, 0.415898, 2.72335, 0.670894, 0.416878, 7.03482e-05, 0.415909, 0.415922, 0.415954, 0.415981, 0.415931, 0.418903, 0.416583, 0.44515, 4.14878, 0.963124, 0.415975, 0.415898, 0.415898, 0.415898, 0.415898, 0.415899, 0.427372, 0.415898, 0.41994
2.00557, 5.42145, 4.64856, 0.43083, 2.72423, 0.772891, 0.431811, 5.10818e-05, 0.430842, 0.430854, 0.430886, 0.430914, 0.430864, 0.433423, 0.431568, 0.461364, 4.27144, 0.756939, 0.430891, 0.43083, 0.43083, 0.43083, 0.43083, 0.430832, 0.442686, 0.43083, 0.434874
2.01373, 4, 4.53791, 0.446146, 2.44949, -0.537905, 0.447127, 3.65511e-05, 0.446158, 0.44617, 0.446202, 0.44623, 0.44618, 0.44833, 0.446942, 0.477981, 4.29582, 0.635827, 0.446194, 0.446146, 0.446146, 0.446146, 0.446146, 0.446148, 0.458449, 0.446146, 0.450193
2.02189, 1.57132, 4.38357, 0.461825, 1.88979, -2.81225, 0.462805, 2.57548e-05, 0.461836, 0.461849, 0.461881, 0.461908, 0.461858, 0.463622, 0.462684, 0.494981, 4.22198, 0.569502, 0.461862, 0.461825, 0.461825, 0.461825, 0.461825, 0.461826, 0.47465, 0.461825, 0.465876
2.03006, 2.42868, 4.17296, 0.477851, 2.10444, -1.74428, 0.478832, 1.78595e-05, 0.477863, 0.477875, 0.477907, 0.477935, 0.477885, 0.479297, 0.478781, 0.512348, 4.05771, 0.537512, 0.47788, 0.477851, 0.477851, 0.477851, 0.477851, 0.477853, 0.491282, 0.477851, 0.481909
2.03822, 2, 3.90725, 0.494217, 2, -1.90725, 0.495198, 1.21808e-05, 0.494229, 0.494241, 0.494273, 0.494301, 0.494251, 0.495355, 0.495222, 0.530076, 3.81758, 0.526481, 0.494239, 0.494217, 0.494217, 0.494217, 0.494217, 0.494219, 0.508343, 0.494217, 0.498285
2.04638, 1, 3.59742, 0.510917, 1.73205, -2.59742, 0.511898, 8.16645e-06, 0.510929, 0.510941, 0.510973, 0.511001, 0.510951, 0.511795, 0.512003, 0.54816, 3.52098, 0.527942, 0.510934, 0.510917, 0.510917, 0.510917, 0.510917, 0.510919, 0.525831, 0.510917, 0.514999
2.05454, 2.56166, 3.26029, 0.527946, 2.1358, -0.698624, 0.528927, 5.37931e-06, 0.527958, 0.52797, 0.528002, 0.52803, 0.52798, 0.52861, 0.529118, 0.566601, 3.18992, 0.536717, 0.527959, 0.527946, 0.527946, 0.527946, 0.527946, 0.527948, 0.543745, 0.527946, 0.532049
2.0627, 1.55683, 2.91486, 0.545302, 1.88596, -1.35803, 0.546283, 3.47985e-06, 0.545314, 0.545326, 0.545358, 0.545385, 0.545336, 0.545796, 0.546566, 0.585407, 2.84647, 0.549715, 0.545311, 0.545302, 0.545302, 0.545302, 0.545302, 0.545304, 0.562086, 0.545302, 0.549435
2.07086, 4.99514, 2.57937, 0.562982, 2.64483, 2.41577, 0.563963, 2.20986e-06, 0.562993, 0.563006, 0.563038, 0.563065, 0.563015, 0.563346, 0.564342, 0.604597, 2.51063, 0.56515, 0.562988, 0.562982, 0.562982, 0.562982, 0.562982, 0.562983, 0.58085, 0.562982, 0.567155
2.07903, 2.44083, 2.26912, 0.580984, 2.10733, 0.171706, 0.581965, 1.37716e-06, 0.580995, 0.581008, 0.581039, 0.581067, 0.581017, 0.58125, 0.582445, 0.624213, 2.19865, 0.582023, 0.580988, 0.580984, 0.580984, 0.580984, 0.580984, 0.580985, 0.600035, 0.580984, 0.585213
2.08719, 2.54956, 1.9952, 0.599304, 2.13297, 0.554359, 0.600285, 8.41996e-07, 0.599316, 0.599328, 0.59936, 0.599388, 0.599338, 0.599501, 0.600872, 0.644339, 1.92209, 0.599791, 0.599308, 0.599304, 0.599304, 0.599304, 0.599304, 0.599306, 0.619636, 0.599304, 0.603607
2.09535, 0.895979, 1.76402, 0.617942, 1.70176, -0.868043, 0.618924, 5.04923e-07, 0.617954, 0.617966, 0.617998, 0.618026, 0.617976, 0.61809, 0.619621, 0.66513, 1.68749, 0.618165, 0.617945, 0.617942, 0.617942, 0.617942, 0.617942, 0.617944, 0.63965, 0.617942, 0.62234
2.10351, 2.64164, 1.57767, 0.636896, 2.15445, 1.06396, 0.637878, 2.96923e-07, 0.636907, 0.63692, 0.636952, 0.636979, 0.63693, 0.637011, 0.638689, 0.686872, 1.4968, 0.636995, 0.636898, 0.636896, 0.636896, 0.636896, 0.636896, 0.636898, 0.660071, 0.636896, 0.641415
2.11167, 1.35836, 1.43474, 0.656163, 1.83258, -0.0763762, 0.657146, 1.71195e-07, 0.656175, 0.656187, 0.656219, 0.656246, 0.656197, 0.656257, 0.658076, 0.710058, 1.3482, 0.656206, 0.656164, 0.656163, 0.656163, 0.656163, 0.656163, 0.656165, 0.680894, 0.656163, 0.660834
2.11983, 2, 1.33147, 0.675744, 2, 0.66853, 0.676727, 9.67613e-08, 0.675755, 0.675768, 0.675799, 0.675827, 0.675777, 0.675827, 0.67778, 0.73552, 1.23713, 0.675762, 0.675744, 0.675744, 0.675744, 0.675744, 0.675744, 0.675745, 0.702119, 0.675744, 0.680602
2.128, 0, 1.26308, 0.695634, 1.41421, -1.26308, 0.69662, 5.36103e-08, 0.695646, 0.695658, 0.69569, 0.695717, 0.695668, 0.695714, 0.697799, 0.764602, 1.15748, 0.695642, 0.695635, 0.695634, 0.695634, 0.695634, 0.695634, 0.695636, 0.72374, 0.695634, 0.700718
2.13616, 2.15019, 1.225, 0.715837, 2.0372, 0.925182, 0.716825, 2.91112e-08, 0.715848, 0.715861, 0.715892, 0.71592, 0.71587, 0.715918, 0.718134, 0.799407, 1.10258, 0.71584, 0.715837, 0.715837, 0.715837, 0.715837, 0.715837, 0.715838, 0.745762, 0.715837, 0.721188
2.14432, 1.84981, 1.21402, 0.736348, 1.96209, 0.635792, 0.737341, 1.54927e-08, 0.73636, 0.736372, 0.736404, 0.736432, 0.736382, 0.736436, 0.738782, 0.843088, 1.06605, 0.736349, 0.736349, 0.736348, 0.736348, 0.736348, 0.736348, 0.73635, 0.768189, 0.736348, 0.742012
2.15248, 0, 1.22918, 0.75717, 1.41421, -1.22918, 0.758167, 8.08e-09, 0.757181, 0.757194, 0.757225, 0.757253, 0.757203, 0.757269, 0.759744, 0.900206, 1.04237, 0.75717, 0.75717, 0.75717, 0.75717, 0.75717, 0.75717, 0.757171, 0.791032, 0.75717, 0.763194
2.16064, 2.06059, 1.27243, 0.7783, 2.01509, 0.788161, 0.779306, 4.12944e-09, 0.778312, 0.778324, 0.778356, 0.778384, 0.778334, 0.778417, 0.781019, 0.977076, 1.02716, 0.7783, 0.7783, 0.7783, 0.7783, 0.7783, 0.7783, 0.778302, 0.814313, 0.7783, 0.784734
2.1688, 2.46733, 1.34906, 0.799739, 2.11361, 1.11827, 0.800755, 2.06795e-09, 0.799751, 0.799764, 0.799795, 0.799823, 0.799773, 0.799878, 0.802606, 1.08206, 1.01728, 0.799739, 0.79974, 0.799739, 0.799739, 0.799739, 0.799739, 0.799741, 0.838068, 0.799739, 0.806633
2.17697, 2.99755, 1.46768, 0.821488, 2.23552, 1.52987, 0.822517, 1.01468e-09, 0.821499, 0.821512, 0.821543, 0.821571, 0.821521, 0.821653, 0.824506, 1.22573, 1.01074, 0.821488, 0.821488, 0.821488, 0.821488, 0.821488, 0.821488, 0.821489, 0.862353, 0.821488, 0.828891
2.18513, 0.474521, 1.63994, 0.843542, 1.57306, -1.16542, 0.844589, 4.87822e-10, 0.843553, 0.843566, 0.843598, 0.843625, 0.843575, 0.84374, 0.846716, 1.42069, 1.00648, 0.843542, 0.843542, 0.843542, 0.843542, 0.843542, 0.843542, 0.843543, 0.887254, 0.843542, 0.851505
2.19329, 2, 1.87975, 0.865901, 2, 0.120254, 0.86697, 2.29715e-10, 0.865912, 0.865925, 0.865957, 0.865984, 0.865935, 0.866139, 0.869233, 1.68109, 1.00413, 0.865901, 0.865901, 0.865901, 0.865901, 0.865901, 0.865901, 0.865903, 0.912904, 0.865901, 0.874472
2.20145, 1.51825, 2.20197, 0.888563, 1.8757, -0.683727, 0.889661, 1.05888e-10, 0.888575, 0.888587, 0.888619, 0.888646, 0.888597, 0.888845, 0.892058, 2.02155, 1.00374, 0.888563, 0.888563, 0.888563, 0.888563, 0.888563, 0.888563, 0.888565, 0.939496, 0.888563, 0.89779
2.20961, 4.02934, 2.62066, 0.911525, 2.45547, 1.40867, 0.912659, 4.76981e-11, 0.911537, 0.91155, 0.911581, 0.911609, 0.911559, 0.911856, 0.915186, 2.45557, 1.00558, 0.911525, 0.911525, 0.911525, 0.911525, 0.911525, 0.911525, 0.911527, 0.967309, 0.911525, 0.921452
2.21777, 3.47931, 3.14682, 0.934786, 2.34079, 0.332484, 0.935961, 2.09247e-11, 0.934798, 0.93481, 0.934842, 0.934869, 0.93482, 0.935167, 0.938614, 2.99346, 1.00994, 0.934786, 0.934786, 0.934786, 0.934786, 0.934786, 0.934786, 0.934788, 0.996726, 0.934786, 0.945456
2.22593, 5.48412, 3.7858, 0.958338, 2.73571, 1.69832, 0.959564, 8.88213e-12, 0.95835, 0.958362, 0.958394, 0.958422, 0.958372, 0.958771, 0.962338, 3.63986, 1.01704, 0.958338, 0.958338, 0.958338, 0.958338, 0.958338, 0.958338, 0.95834, 1.02826, 0.958338, 0.969791
2.2341, 7.06663, 4.53507, 0.982182, 3.01109, 2.53157, 0.983467, 3.6171e-12, 0.982194, 0.982206, 0.982238, 0.982265, 0.982216, 0.982665, 0.986356, 4.39146, 1.02698, 0.982182, 0.982182, 0.982182, 0.982182, 0.982182, 0.982182, 0.982184, 1.06257, 0.982182, 0.994457
2.24226, 9.44714, 5.38188, 1.00631, 3.38336, 4.06526, 1.00766, 1.39059e-12, 1.00632, 1.00633, 1.00637, 1.00639, 1.00634, 1.00684, 1.01066, 5.23476, 1.03969, 1.00631, 1.00631, 1.00631, 1.00631, 1.00631, 1.00631, 1.00631, 1.10047, 1.00631, 1.01944
2.25042, 4.99799, 6.30244, 1.03072, 2.64537, -1.30446, 1.03215, 4.94408e-13, 1.03073, 1.03075, 1.03078, 1.0308, 1.03076, 1.03129, 1.03525, 6.1452, 1.05501, 1.03072, 1.03072, 1.03072, 1.03072, 1.03072, 1.03072, 1.03072, 1.14291, 1.03072, 1.04475
2.25858, 5.98275, 7.26181, 1.05541, 2.82538, -1.27907, 1.05693, 2.03667e-13, 1.05542, 1.05543, 1.05546, 1.05549, 1.05544, 1.056, 1.06012, 7.08703, 1.07265, 1.05541, 1.05541, 1.05541, 1.05541, 1.05541, 1.05541, 1.05541, 1.19095, 1.05541, 1.07036
2.26674, 10.485, 8.2159, 1.08037, 3.53341, 2.26911, 1.08199, 6.46441e-14, 1.08038, 1.08039, 1.08043, 1.08045, 1.0804, 1.08098, 1.08527, 8.01539, 1.09233, 1.08037, 1.08037, 1.08037, 1.08037, 1.08037, 1.08037, 1.08037, 1.24567, 1.08037, 1.09628
2.27491, 13.489, 9.11441, 1.1056, 3.93561, 4.37462, 1.10732, 1.89309e-14, 1.10561, 1.10562, 1.10566, 1.10568, 1.10563, 1.10621, 1.11069, 8.87934, 1.11369, 1.1056, 1.1056, 1.1056, 1.1056, 1.1056, 1.1056, 1.1056, 1.30805, 1.1056, 1.1225
2.28307, 6.97373, 9.90548, 1.13109, 2.99562, -2.93175, 1.13294, 4.87345e-15, 1.13111, 1.13112, 1.13115, 1.13118, 1.13113, 1.1317, 1.13638, 9.62653, 1.13644, 1.13109, 1.13109, 1.13109, 1.13109, 1.13109, 1.13109, 1.1311, 1.37885, 1.13109, 1.14901
2.29123, 12.439, 10.541, 1.15685, 3.79987, 1.89803, 1.15882, 1.06912e-15, 1.15686, 1.15687, 1.15691, 1.15693, 1.15688, 1.15743, 1.16232, 10.2087, 1.1603, 1.15685, 1.15685, 1.15685, 1.15685, 1.15685, 1.15685, 1.15685, 1.45844, 1.15685, 1.17581
2.29939, 11.0544, 10.9816, 1.18286, 3.61309, 0.072854, 1.18497, 1.86594e-16, 1.18287, 1.18289, 1.18292, 1.18295, 1.1829, 1.18341, 1.18853, 10.5871, 1.18503, 1.18286, 1.18286, 1.18286, 1.18286, 1.18286, 1.18286, 1.18286, 1.5466, 1.18286, 1.2029
2.30755, 9.98784, 11.2014, 1.20913, 3.46235, -1.21355, 1.21138, 3.19671e-17, 1.20914, 1.20915, 1.20918, 1.20921, 1.20916, 1.20964, 1.215, 10.7368, 1.21046, 1.20913, 1.20913, 1.20913, 1.20913, 1.20913, 1.20913, 1.20913, 1.64242, 1.20913, 1.23027
2.31571, 6.98792, 11.1906, 1.23564, 2.99799, -4.20271, 1.23804, 4.69468e-18, 1.23565, 1.23567, 1.2357, 1.23573, 1.23568, 1.2361, 1.24171, 10.6499, 1.23644, 1.23564, 1.23564, 1.23564, 1.23564, 1.23564, 1.23564, 1.23564, 1.74418, 1.23564, 1.25792
2.32387, 6.5059, 10.9567, 1.2624, 2.91649, -4.45082, 1.26496, 5.8289e-19, 1.26241, 1.26242, 1.26245, 1.26248, 1.26243, 1.26281, 1.26867, 10.3363, 1.26287, 1.2624, 1.2624, 1.2624, 1.2624, 1.2624, 1.2624, 1.2624, 1.84941, 1.2624, 1.28583
2.33204, 7.8684, 10.523, 1.2894, 3.1414, -2.65458, 1.29213, 5.84376e-20, 1.28941, 1.28942, 1.28945, 1.28948, 1.28943, 1.28976, 1.29588, 9.82275, 1.28967, 1.2894, 1.2894, 1.2894, 1.2894, 1.2894, 1.2894, 1.2894, 1.95495, 1.2894, 1.31402
2.3402, 17.499, 9.92579, 1.31663, 4.41577, 7.57321, 1.31953, 3.84456e-21, 1.31664, 1.31665, 1.31668, 1.31671, 1.31666, 1.31693, 1.32332, 9.14915, 1.31678, 1.31663, 1.31663, 1.31663, 1.31663, 1.31663, 1.31663, 1.31663, 2.05716, 1.31663, 1.34247
2.34836, 10.6037, 9.21008, 1.34409, 3.55016, 1.39359, 1.34718, 1.07929e-22, 1.3441, 1.34411, 1.34414, 1.34417, 1.34412, 1.34435, 1.35099, 8.36426, 1.34417, 1.34409, 1.34409, 1.34409, 1.34409, 1.34409, 1.34409, 1.34409, 2.15228, 1.34409, 1.37117
2.35652, 11.4627, 8.42455, 1.37177, 3.66915, 3.03815, 1.37505, 2.08268e-25, 1.37178, 1.37179, 1.37182, 1.37185, 1.3718, 1.37198, 1.37889, 7.52035, 1.37181, 1.37177, 1.37177, 1.37177, 1.37177, 1.37177, 1.37177, 1.37177, 2.23675, 1.37177, 1.40012
2.36468, 11.5181, 7.61663, 1.39967, 3.6767, 3.90147, 1.40314, 0, 1.39968, 1.39969, 1.39972, 1.39975, 1.3997, 1.39984, 1.40701, 6.66777, 1.39969, 1.39967, 1.39967, 1.39967, 1.39967, 1.39967, 1.39967, 1.39967, 2.30764, 1.39967, 1.42932
2.37285, 5.58737, 6.82868, 1.42777, 2.75452, -1.24131, 1.43145, 0, 1.42779, 1.4278, 1.42783, 1.42786, 1.42781, 1.42792, 1.43535, 5.85093, 1.42779, 1.42777, 1.42777, 1.42777, 1.42777, 1.42777, 1.42777, 1.42778, 2.36294, 1.42777, 1.45875
2.38101, 5.46281, 6.09489, 1.45608, 2.73181, -0.63208, 1.45997, 0, 1.4561, 1.45611, 1.45614, 1.45617, 1.45612, 1.4562, 1.46391, 5.10483, 1.45609, 1.45608, 1.45608, 1.45608, 1.45608, 1.45608, 1.45608, 1.45609, 2.40178, 1.45608, 1.4884
2.38917, 5.5324, 5.4398, 1.48459, 2.74452, 0.0926061, 1.48868, 0, 1.4846, 1.48461, 1.48464, 1.48467, 1.48462, 1.48468, 1.49269, 4.45361, 1.48459, 1.48459, 1.48459, 1.48459, 1.48459, 1.48459, 1.48459, 1.48459, 2.42457, 1.48459, 1.51828
2.39733, 6.83915, 4.87804, 1.51328, 2.97307, 1.96111, 1.51759, 0, 1.51329, 1.5133, 1.51333, 1.51336, 1.51331, 1.51336, 1.52172, 3.91028, 1.51328, 1.51328, 1.51328, 1.51328, 1.51328, 1.51328, 1.51328, 1.51328, 2.43291, 1.51328, 1.54836
2.40549, 7.98807, 4.41506, 1.54215, 3.16039, 3.57302, 1.54669, 0, 1.54216, 1.54217, 1.54221, 1.54223, 1.54218, 1.54222, 1.55103, 3.47764, 1.54215, 1.54215, 1.54215, 1.54215, 1.54215, 1.54215, 1.54215, 1.54215, 2.42936, 1.54215, 1.57865
2.41365, 8.98783, 4.04867, 1.57119, 3.31479, 4.93917, 1.57596, 0, 1.5712, 1.57122, 1.57125, 1.57128, 1.57123, 1.57125, 1.58071, 3.15016, 1.57119, 1.57119, 1.57119, 1.57119, 1.57119, 1.57119, 1.57119, 1.5712, 2.41721, 1.57119, 1.60914
2.42182, 11.1753, 3.77087, 1.6004, 3.62977, 7.40439, 1.60541, 0, 1.60041, 1.60043, 1.60046, 1.60049, 1.60044, 1.60045, 1.61088, 2.9161, 1.6004, 1.6004, 1.6004, 1.6004, 1.6004, 1.6004, 1.6004, 1.6004, 2.40002, 1.6004, 1.63981
2.42998, 4.99761, 3.56986, 1.62977, 2.6453, 1.42775, 1.63502, 0, 1.62978, 1.6298, 1.62983, 1.62985, 1.62981, 1.62982, 1.64176, 2.75993, 1.62977, 1.62977, 1.62977, 1.62977, 1.62977, 1.62977, 1.62977, 1.62977, 2.38132, 1.62977, 1.67066
2.43814, 3.44589, 3.43193, 1.6593, 2.33364, 0.0139608, 1.66479, 0, 1.65931, 1.65932, 1.65935, 1.65938, 1.65933, 1.65934, 1.67372, 2.66442, 1.6593, 1.6593, 1.6593, 1.6593, 1.6593, 1.6593, 1.6593, 1.6593, 2.36425, 1.6593, 1.70168
2.4463, 4.99523, 3.34307, 1.68898, 2.64485, 1.65216, 1.69473, 0, 1.68899, 1.689, 1.68903, 1.68906, 1.68901, 1.68901, 1.7073, 2.61248, 1.68898, 1.68898, 1.68898, 1.68898, 1.68898, 1.68898, 1.68898, 1.68898, 2.35133, 1.68898, 1.73289
2.45446, 3.10812, 3.29033, 1.7188, 2.26011, -0.182212, 1.72481, 0, 1.71881, 1.71883, 1.71886, 1.71888, 1.71884, 1.71884, 1.7433, 2.58854, 1.7188, 1.7188, 1.7188, 1.7188, 1.7188, 1.7188, 1.7188, 1.7188, 2.34439, 1.7188, 1.76425
2.46262, 4.88219, 3.26285, 1.74878, 2.62339, 1.61934, 1.75506, 0, 1.74879, 1.7488, 1.74884, 1.74886, 1.74881, 1.74882, 1.78286, 2.57946, 1.74878, 1.74878, 1.74878, 1.74878, 1.74878, 1.74878, 1.74878, 1.74878, 2.34455, 1.74878, 1.7958
2.47079, 3.55653, 3.25262, 1.77891, 2.35723, 0.303911, 1.78546, 0, 1.77892, 1.77893, 1.77896, 1.77899, 1.77894, 1.77894, 1.82755, 2.57507, 1.77891, 1.77891, 1.77891, 1.77891, 1.77891, 1.77891, 1.77891, 1.77891, 2.35243, 1.77891, 1.8275
2.47895, 2.43386, 3.25495, 1.80918, 2.10567, -0.82109, 1.81601, 0, 1.80919, 1.8092, 1.80924, 1.80926, 1.80921, 1.80922, 1.87938, 2.56829, 1.80918, 1.80918, 1.80918, 1.80918, 1.80918, 1.80918, 1.80918, 1.80918, 2.36837, 1.80918, 1.85938
2.48711, 5.99511, 3.26878, 1.8396, 2.82756, 2.72632, 1.84672, 0, 1.83962, 1.83963, 1.83966, 1.83969, 1.83964, 1.83964, 1.9409, 2.55499, 1.8396, 1.8396, 1.8396, 1.8396, 1.8396, 1.8396, 1.8396, 1.83961, 2.39293, 1.8396, 1.89142
2.49527, 2.99526, 3.29682, 1.87018, 2.23501, -0.301564, 1.87758, 0, 1.87019, 1.8702, 1.87023, 1.87026, 1.87021, 1.87021, 2.0151, 2.53359, 1.87018, 1.87018, 1.87018, 1.87018, 1.87018, 1.87018, 1.87018, 1.87018, 2.42739, 1.87018, 1.92363
2.50343, 2.56611, 3.3456, 1.9009, 2.13685, -0.779492, 1.9086, 0, 1.90092, 1.90093, 1.90096, 1.90099, 1.90094, 1.90094, 2.1053, 2.50452, 1.9009, 1.9009, 1.9009, 1.9009, 1.9009, 1.9009, 1.9009, 1.90091, 2.47454, 1.9009, 1.95601
2.51159, 2.99759, 3.42557, 1.93178, 2.23553, -0.427981, 1.93977, 0, 1.93179, 1.9318, 1.93183, 1.93186, 1.93181, 1.93181, 2.21494, 2.46965, 1.93178, 1.93178, 1.93178, 1.93178, 1.93178, 1.93178, 1.93178, 1.93178, 2.53951, 1.93178, 1.98856
2.51976, 1.84603, 3.55123, 1.9628, 1.96113, -1.7052, 1.97109, 0, 1.96281, 1.96282, 1.96285, 1.96288, 1.96283, 1.96283, 2.34721, 2.43167, 1.9628, 1.9628, 1.9628, 1.9628, 1.9628, 1.9628, 1.9628, 1.9628, 2.63093, 1.9628, 2.02127
2.52792, 7.67999, 3.74142, 1.99396, 3.11127, 3.93857, 2.00257, 0, 1.99398, 1.99399, 1.99402, 1.99405, 1.994, 1.994, 2.50457, 2.39352, 1.99396, 1.99396, 1.99396, 1.99396, 1.99396, 1.99396, 1.99396, 1.99397, 2.76222, 1.99396, 2.05415
2.53608, 7.14454, 4.01978, 2.02527, 3.02399, 3.12476, 2.03419, 0, 2.02528, 2.02529, 2.02533, 2.02535, 2.02531, 2.0253, 2.68825, 2.35801, 2.02527, 2.02527, 2.02527, 2.02527, 2.02527, 2.02527, 2.02527, 2.02527, 2.95298, 2.02527, 2.08718
2.54424, 5.57077, 4.41523, 2.05671, 2.7515, 1.15554, 2.06595, 0, 2.05672, 2.05674, 2.05677, 2.0568, 2.05675, 2.05675, 2.89771, 2.32743, 2.05671, 2.05671, 2.05671, 2.05671, 2.05671, 2.05671, 2.05671, 2.05671, 3.23036, 2.05671, 2.12037
2.5524, 4.99026, 4.96248, 2.08828, 2.64391, 0.0277781, 2.09784, 0, 2.0883, 2.08831, 2.08834, 2.08837, 2.08833, 2.08832, 3.13013, 2.30347, 2.08828, 2.08828, 2.08828, 2.08828, 2.08828, 2.08828, 2.08828, 2.08829, 3.63021, 2.08828, 2.15371
2.56056, 5.16617, 5.70228, 2.11998, 2.67697, -0.536108, 2.12987, 0, 2.11999, 2.12001, 2.12004, 2.12007, 2.12003, 2.12002, 3.38022, 2.28708, 2.11998, 2.11998, 2.11998, 2.11998, 2.11998, 2.11998, 2.11998, 2.11998, 4.19757, 2.11998, 2.18722
2.56873, 4.63417, 6.68064, 2.1518, 2.57569, -2.04647, 2.16202, 0, 2.15181, 2.15182, 2.15186, 2.15188, 2.15185, 2.15183, 3.64009, 2.27856, 2.1518, 2.1518, 2.1518, 2.1518, 2.1518, 2.1518, 2.1518, 2.1518, 4.98603, 2.1518, 2.22089
2.57689, 10.9855, 7.9475, 2.18373, 3.60354, 3.03797, 2.19428, 0, 2.18374, 2.18375, 2.18378, 2.18381, 2.18379, 2.18376, 3.89963, 2.27767, 2.18373, 2.18373, 2.18373, 2.18373, 2.18373, 2.18373, 2.18373, 2.18373, 6.0558, 2.18373, 2.25475
2.58505, 12.2006, 9.55321, 2.21576, 3.76836, 2.64735, 2.22665, 0, 2.21577, 2.21579, 2.21582, 2.21585, 2.21584, 2.2158, 4.14713, 2.28379, 2.21576, 2.21576, 2.21576, 2.21576, 2.21576, 2.21576, 2.21576, 2.21576, 7.46951, 2.21576, 2.28887
2.59321, 18.3933, 11.5441, 2.2479, 4.51589, 6.84917, 2.25913, 0, 2.24791, 2.24792, 2.24795, 2.24798, 2.24799, 2.24793, 4.37028, 2.29603, 2.2479, 2.2479, 2.2479, 2.2479, 2.2479, 2.2479, 2.2479, 2.2479, 9.28659, 2.2479, 2.32338
2.60137, 18.5641, 13.9554, 2.28012, 4.53476, 4.6087, 2.2917, 0, 2.28013, 2.28015, 2.28018, 2.28021, 2.28024, 2.28016, 4.55724, 2.31341, 2.28012, 2.28012, 2.28012, 2.28012, 2.28012, 2.28012, 2.28012, 2.28012, 11.5547, 2.28012, 2.35851
2.60953, 19.9659, 16.8033, 2.31244, 4.68678, 3.1626, 2.32437, 0, 2.31245, 2.31246, 2.31249, 2.31252, 2.31258, 2.31247, 4.69793, 2.33493, 2.31244, 2.31244, 2.31244, 2.31244, 2.31244, 2.31244, 2.31244, 2.31244, 14.3008, 2.31244, 2.39468
2.6177, 20.5709, 20.077, 2.34483, 4.75088, 0.493908, 2.35711, 0, 2.34484, 2.34485, 2.34488, 2.34491, 2.34501, 2.34486, 4.78509, 2.35968, 2.34483, 2.34483, 2.34483, 2.34483, 2.34483, 2.34483, 2.34483, 2.34483, 17.5214, 2.34483, 2.43265
2.62586, 20.3265, 23.7305, 2.3773, 4.7251, -3.40396, 2.38994, 0, 2.37731, 2.37732, 2.37735, 2.37738, 2.37753, 2.37733, 4.8151, 2.38689, 2.3773, 2.3773, 2.3773, 2.3773, 2.3773, 2.3773, 2.3773, 2.3773, 21.1736, 2.3773, 2.4737
2.63402, 26.9534, 27.6784, 2.40984, 5.38083, -0.724981, 2.42284, 0, 2.40985, 2.40986, 2.40989, 2.40992, 2.41013, 2.40987, 4.78835, 2.41589, 2.40984, 2.40984, 2.40984, 2.40984, 2.40984, 2.40984, 2.40984, 2.40984, 25.1702, 2.40984, 2.51989
2.64218, 32.4024, 31.7936, 2.44244, 5.86535, 0.608768, 2.45581, 0, 2.44245, 2.44246, 2.44249, 2.44252, 2.44282, 2.44247, 4.70921, 2.44617, 2.44244, 2.44244, 2.44244, 2.44244, 2.44244, 2.44244, 2.44244, 2.44244, 29.377, 2.44244, 2.57455
2.65034, 26.8924, 35.9132, 2.4751, 5.37517, -9.02081, 2.48884, 0, 2.47511, 2.47512, 2.47515, 2.47518, 2.47559, 2.47513, 4.58552, 2.47735, 2.4751, 2.4751, 2.4751, 2.4751, 2.4751, 2.4751, 2.4751, 2.4751, 33.6185, 2.4751, 2.64275
2.6585, 30.8672, 39.8477, 2.50781, 5.73299, -8.98046, 2.52193, 0, 2.50782, 2.50784, 2.50787, 2.5079, 2.50844, 2.50785, 4.42767, 2.50914, 2.50781, 2.50781, 2.50781, 2.50781, 2.50781, 2.50781, 2.50781, 2.50781, 37.6873, 2.50781, 2.73202
2.66667, 41.2747, 43.3967, 2.54057, 6.57835, -2.12204, 2.55507, 0, 2.54059, 2.5406, 2.54063, 2.54066, 2.54137, 2.54061, 4.24754, 2.54134, 2.54057, 2.54057, 2.54057, 2.54057, 2.54057, 2.54057, 2.54057, 2.54058, 41.3609, 2.54057, 2.85318
2.67483, 44.4703, 46.3694, 2.57338, 6.81691, -1.89917, 2.58826, 0, 2.57339, 2.5734, 2.57344, 2.57346, 2.57439, 2.57341, 4.05728, 2.57381, 2.57338, 2.57338, 2.57338, 2.57338, 2.57338, 2.57338, 2.57338, 2.57338, 44.4212, 2.57338, 3.02116
