   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_852.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Cr_K, Ti_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
0.246005, 0, 1.71692e-18, 0, 1.41421, -1.71692e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.58304e-21, 0, 0, 1.63379e-21, 0, 0, 1.7077e-18, 0, 0
0.25389, 0, 4.28917e-18, 0, 1.41421, -4.28917e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.89436e-20, 0, 0, 4.13385e-21, 0, 0, 4.26609e-18, 0, 0
0.261775, 0, 1.07155e-17, 0, 1.41421, -1.07155e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.73252e-20, 0, 0, 1.04978e-20, 0, 0, 1.06577e-17, 0, 0
0.269661, 0, 2.58089e-17, 0, 1.41421, -2.58089e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.13984e-19, 0, 0, 2.56257e-20, 0, 0, 2.56693e-17, 0, 0
0.277546, 0, 6.11727e-17, 0, 1.41421, -6.11727e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.70162e-19, 0, 0, 6.1586e-20, 0, 0, 6.0841e-17, 0, 0
0.285432, 0, 1.42734e-16, 0, 1.41421, -1.42734e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.30356e-19, 0, 0, 1.45772e-19, 0, 0, 1.41958e-16, 0, 0
0.293317, 0, 3.27961e-16, 0, 1.41421, -3.27961e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.44834e-18, 0, 0, 3.39946e-19, 0, 0, 3.26172e-16, 0, 0
0.301203, 0, 7.4227e-16, 0, 1.41421, -7.4227e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.27793e-18, 0, 0, 7.81303e-19, 0, 0, 7.3821e-16, 0, 0
0.309088, 0, 1.65525e-15, 0, 1.41421, -1.65525e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.30952e-18, 0, 0, 1.77023e-18, 0, 0, 1.64617e-15, 0, 0
0.316974, 0, 3.6377e-15, 0, 1.41421, -3.6377e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.60635e-17, 0, 0, 3.95506e-18, 0, 0, 3.61769e-15, 0, 0
0.324859, 0, 7.88041e-15, 0, 1.41421, -7.88041e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.47973e-17, 0, 0, 8.71629e-18, 0, 0, 7.83689e-15, 0, 0
0.332744, 0, 1.68311e-14, 0, 1.41421, -1.68311e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.43176e-17, 0, 0, 1.89527e-17, 0, 0, 1.67378e-14, 0, 0
0.34063, 0, 3.5448e-14, 0, 1.41421, -3.5448e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.56514e-16, 0, 0, 4.06711e-17, 0, 0, 3.52508e-14, 0, 0
0.348515, 0, 7.36305e-14, 0, 1.41421, -7.36305e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.25087e-16, 0, 0, 8.61579e-17, 0, 0, 7.32193e-14, 0, 0
0.356401, 0, 1.50861e-13, 0, 1.41421, -1.50861e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.66037e-16, 0, 0, 1.80232e-16, 0, 0, 1.50015e-13, 0, 0
0.364286, 0, 3.04935e-13, 0, 1.41421, -3.04935e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.34619e-15, 0, 0, 3.72429e-16, 0, 0, 3.03217e-13, 0, 0
0.372172, 0, 6.08143e-13, 0, 1.41421, -6.08143e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.68464e-15, 0, 0, 7.60494e-16, 0, 0, 6.04698e-13, 0, 0
0.380057, 0, 1.1968e-12, 9.10844e-44, 1.41421, -1.1968e-12, 0, 9.10844e-44, 9.10844e-44, 9.10844e-44, 9.10844e-44, 9.10844e-44, 9.10844e-44, 9.10844e-44, 9.10844e-44, 5.28303e-15, 9.10844e-44, 9.10844e-44, 1.53526e-15, 9.10844e-44, 9.10844e-44, 1.18998e-12, 9.10844e-44, 9.10844e-44
0.387943, 0, 2.32436e-12, 1.65914e-42, 1.41421, -2.32436e-12, 0, 1.65914e-42, 1.65914e-42, 1.65914e-42, 1.65914e-42, 1.65914e-42, 1.65914e-42, 1.65914e-42, 1.65914e-42, 1.02601e-14, 1.65914e-42, 1.65914e-42, 3.06571e-15, 1.65914e-42, 1.65914e-42, 2.31103e-12, 1.65914e-42, 1.65914e-42
0.395828, 0, 4.45551e-12, 2.45031e-41, 1.41421, -4.45551e-12, 0, 2.45031e-41, 2.45031e-41, 2.45031e-41, 2.45031e-41, 2.45031e-41, 2.45031e-41, 2.45031e-41, 2.45031e-41, 1.9667e-14, 2.45031e-41, 2.45031e-41, 6.05911e-15, 2.45031e-41, 2.45031e-41, 4.42978e-12, 2.45031e-41, 2.45031e-41
0.403713, 0, 8.43043e-12, 3.18449e-40, 1.41421, -8.43043e-12, 0, 3.18449e-40, 3.18449e-40, 3.18449e-40, 3.18449e-40, 3.18449e-40, 3.18449e-40, 3.18449e-40, 3.18449e-40, 3.7213e-14, 3.18449e-40, 3.18449e-40, 1.18612e-14, 3.18449e-40, 3.18449e-40, 8.38135e-12, 3.18449e-40, 3.18449e-40
0.411599, 0, 1.57471e-11, 3.70976e-39, 1.41421, -1.57471e-11, 0, 3.70976e-39, 3.70976e-39, 3.70976e-39, 3.70976e-39, 3.70976e-39, 3.70976e-39, 3.70976e-39, 3.70976e-39, 6.95127e-14, 3.70976e-39, 3.70976e-39, 2.3017e-14, 3.70976e-39, 3.70976e-39, 1.56546e-11, 3.70976e-39, 3.70976e-39
0.419484, 0, 2.90396e-11, 3.90379e-38, 1.41421, -2.90396e-11, 0, 3.90379e-38, 3.90379e-38, 3.90379e-38, 3.90379e-38, 3.90379e-38, 3.90379e-38, 3.90379e-38, 3.90379e-38, 1.28202e-13, 3.90379e-38, 3.90379e-38, 4.43176e-14, 3.90379e-38, 3.90379e-38, 2.88671e-11, 3.90379e-38, 3.90379e-38
0.42737, 0, 5.28767e-11, 3.73193e-37, 1.41421, -5.28767e-11, 0, 3.73193e-37, 3.73193e-37, 3.73193e-37, 3.73193e-37, 3.73193e-37, 3.73193e-37, 3.73193e-37, 3.73193e-37, 2.33473e-13, 3.73193e-37, 3.73193e-37, 8.47552e-14, 3.73193e-37, 3.73193e-37, 5.25585e-11, 3.73193e-37, 3.73193e-37
0.435255, 0, 9.50738e-11, 3.25788e-36, 1.41421, -9.50738e-11, 0, 3.25788e-36, 3.25788e-36, 3.25788e-36, 3.25788e-36, 3.25788e-36, 3.25788e-36, 3.25788e-36, 3.25788e-36, 4.19893e-13, 3.25788e-36, 3.25788e-36, 1.61179e-13, 3.25788e-36, 3.25788e-36, 9.44928e-11, 3.25788e-36, 3.25788e-36
0.443141, 0, 1.6882e-10, 2.6108e-35, 1.41421, -1.6882e-10, 0, 2.6108e-35, 2.6108e-35, 2.6108e-35, 2.6108e-35, 2.6108e-35, 2.6108e-35, 2.6108e-35, 2.6108e-35, 7.45858e-13, 2.6108e-35, 2.6108e-35, 3.05148e-13, 2.6108e-35, 2.6108e-35, 1.67769e-10, 2.6108e-35, 2.6108e-35
0.451026, 0, 2.96068e-10, 1.93011e-34, 1.41421, -2.96068e-10, 0, 1.93011e-34, 1.93011e-34, 1.93011e-34, 1.93011e-34, 1.93011e-34, 1.93011e-34, 1.93011e-34, 1.93011e-34, 1.30871e-12, 1.93011e-34, 1.93011e-34, 5.758e-13, 1.93011e-34, 1.93011e-34, 2.94183e-10, 1.93011e-34, 1.93011e-34
0.458912, 0, 5.12873e-10, 1.35205e-33, 1.41421, -5.12873e-10, 0, 1.35205e-33, 1.35205e-33, 1.35205e-33, 1.35205e-33, 1.35205e-33, 1.35205e-33, 1.35205e-33, 1.35205e-33, 2.26862e-12, 1.35205e-33, 1.35205e-33, 1.08406e-12, 1.35205e-33, 1.35205e-33, 5.0952e-10, 1.35205e-33, 1.35205e-33
0.466797, 0, 8.77656e-10, 9.24007e-33, 1.41421, -8.77656e-10, 0, 9.24007e-33, 9.24007e-33, 9.24007e-33, 9.24007e-33, 9.24007e-33, 9.24007e-33, 9.24007e-33, 9.24007e-33, 3.88578e-12, 9.24007e-33, 9.24007e-33, 2.03817e-12, 9.24007e-33, 9.24007e-33, 8.71732e-10, 9.24007e-33, 9.24007e-33
0.474682, 0, 1.48383e-09, 5.99236e-32, 1.41421, -1.48383e-09, 0, 5.99236e-32, 5.99236e-32, 5.99236e-32, 5.99236e-32, 5.99236e-32, 5.99236e-32, 5.99236e-32, 5.99236e-32, 6.57753e-12, 5.99236e-32, 5.99236e-32, 3.82913e-12, 5.99236e-32, 5.99236e-32, 1.47342e-09, 5.99236e-32, 5.99236e-32
0.482568, 0, 2.47878e-09, 3.64404e-31, 1.41421, -2.47878e-09, 0, 3.64404e-31, 3.64404e-31, 3.64404e-31, 3.64404e-31, 3.64404e-31, 3.64404e-31, 3.64404e-31, 3.64404e-31, 1.10052e-11, 3.64404e-31, 3.64404e-31, 7.1905e-12, 3.64404e-31, 3.64404e-31, 2.46059e-09, 3.64404e-31, 3.64404e-31
0.490453, 0, 4.09206e-09, 2.07949e-30, 1.41421, -4.09206e-09, 0, 2.07949e-30, 2.07949e-30, 2.07949e-30, 2.07949e-30, 2.07949e-30, 2.07949e-30, 2.07949e-30, 2.07949e-30, 1.82038e-11, 2.07949e-30, 2.07949e-30, 1.34952e-11, 2.07949e-30, 2.07949e-30, 4.06036e-09, 2.07949e-30, 2.07949e-30
0.498339, 0, 6.67657e-09, 1.11495e-29, 1.41421, -6.67657e-09, 0, 1.11495e-29, 1.11495e-29, 1.11495e-29, 1.11495e-29, 1.11495e-29, 1.11495e-29, 1.11495e-29, 1.11495e-29, 2.97753e-11, 1.11495e-29, 1.11495e-29, 2.53029e-11, 1.11495e-29, 1.11495e-29, 6.62149e-09, 1.11495e-29, 1.11495e-29
0.506224, 0, 1.07683e-08, 9.14928e-29, 1.41421, -1.07683e-08, 0, 9.14928e-29, 9.14928e-29, 9.14928e-29, 9.14928e-29, 9.14928e-29, 9.14928e-29, 9.14928e-29, 9.14928e-29, 4.81718e-11, 9.14928e-29, 9.14928e-29, 4.7404e-11, 9.14928e-29, 9.14928e-29, 1.06727e-08, 9.14928e-29, 9.14928e-29
0.51411, 0, 1.71698e-08, 4.16902e-28, 1.41421, -1.71698e-08, 0, 4.16902e-28, 4.16902e-28, 4.16902e-28, 4.16902e-28, 4.16902e-28, 4.16902e-28, 4.16902e-28, 4.16902e-28, 7.70992e-11, 4.16902e-28, 4.16902e-28, 8.84674e-11, 4.16902e-28, 4.16902e-28, 1.70042e-08, 4.16902e-28, 4.16902e-28
0.521995, 0, 2.70703e-08, 1.80625e-27, 1.41421, -2.70703e-08, 0, 1.80625e-27, 1.80625e-27, 1.80625e-27, 1.80625e-27, 1.80625e-27, 1.80625e-27, 1.80625e-27, 1.80625e-27, 1.22111e-10, 1.80625e-27, 1.80625e-27, 1.64454e-10, 1.80625e-27, 1.80625e-27, 2.67837e-08, 1.80625e-27, 1.80625e-27
0.529881, 0, 4.22097e-08, 7.46144e-27, 1.41421, -4.22097e-08, 0, 7.46144e-27, 7.46144e-27, 7.46144e-27, 7.46144e-27, 7.46144e-27, 7.46144e-27, 7.46144e-27, 7.46144e-27, 1.91442e-10, 7.46144e-27, 7.46144e-27, 3.04138e-10, 7.46144e-27, 7.46144e-27, 4.17141e-08, 7.46144e-27, 7.46144e-27
0.537766, 0, 6.51031e-08, 2.94636e-26, 1.41421, -6.51031e-08, 0, 2.94636e-26, 2.94636e-26, 2.94636e-26, 2.94636e-26, 2.94636e-26, 2.94636e-26, 2.94636e-26, 2.94636e-26, 2.97175e-10, 2.94636e-26, 2.94636e-26, 5.58895e-10, 2.94636e-26, 2.94636e-26, 6.4247e-08, 2.94636e-26, 2.94636e-26
0.545651, 0, 9.93462e-08, 1.11495e-25, 1.41421, -9.93462e-08, 0, 1.11495e-25, 1.11495e-25, 1.11495e-25, 1.11495e-25, 1.11495e-25, 1.11495e-25, 1.11495e-25, 1.11495e-25, 4.56884e-10, 1.11495e-25, 1.11495e-25, 1.01937e-09, 1.11495e-25, 1.11495e-25, 9.787e-08, 1.11495e-25, 1.11495e-25
0.553537, 0, 1.50022e-07, 4.07508e-25, 1.41421, -1.50022e-07, 0, 4.07508e-25, 4.07508e-25, 4.07508e-25, 4.07508e-25, 4.07508e-25, 4.07508e-25, 4.07508e-25, 4.07508e-25, 6.95889e-10, 4.07508e-25, 4.07508e-25, 1.8435e-09, 4.07508e-25, 4.07508e-25, 1.47483e-07, 4.07508e-25, 4.07508e-25
0.561422, 0, 2.24549e-07, 1.51781e-11, 1.41421, -2.24549e-07, 1.51781e-11, 1.51812e-11, 1.63423e-11, 1.62806e-11, 3.02964e-11, 1.73422e-10, 2.32753e-11, 3.79834e-11, 6.05407e-11, 1.06554e-09, 1.64559e-11, 1.52742e-11, 3.31803e-09, 1.52961e-11, 1.51786e-11, 2.19924e-07, 1.51781e-11, 3.37319e-11
0.569308, 0, 3.33103e-07, 6.23704e-11, 1.41421, -3.33103e-07, 6.23704e-11, 6.2383e-11, 6.70986e-11, 6.68481e-11, 1.23774e-10, 7.05084e-10, 9.52573e-11, 1.54995e-10, 2.46612e-10, 1.63382e-09, 6.75601e-11, 6.27607e-11, 5.92165e-09, 6.56449e-11, 6.23722e-11, 3.24565e-07, 6.23704e-11, 1.37727e-10
0.577193, 0, 4.90408e-07, 2.01128e-10, 1.41421, -4.90408e-07, 2.01128e-10, 2.01169e-10, 2.16276e-10, 2.15473e-10, 3.97837e-10, 2.2601e-09, 3.06484e-10, 4.97856e-10, 7.91357e-10, 2.53204e-09, 2.17754e-10, 2.02379e-10, 1.0486e-08, 2.13911e-10, 2.01134e-10, 4.74242e-07, 2.01128e-10, 4.42539e-10
0.585079, 0, 7.18027e-07, 5.91648e-10, 1.41421, -7.18027e-07, 5.91648e-10, 5.91767e-10, 6.36038e-10, 6.33686e-10, 1.16811e-09, 6.62557e-09, 9.00397e-10, 1.46122e-09, 2.32134e-09, 4.02008e-09, 6.40371e-10, 5.95313e-10, 1.84488e-08, 6.32821e-10, 5.91665e-10, 6.86335e-07, 5.91648e-10, 1.29911e-09
0.592964, 0, 1.04905e-06, 1.64786e-09, 1.41421, -1.04905e-06, 1.64786e-09, 1.64819e-09, 1.7712e-09, 1.76466e-09, 3.24955e-09, 1.84129e-08, 2.50571e-09, 4.06395e-09, 6.45377e-09, 6.64912e-09, 1.78323e-09, 1.65804e-09, 3.23087e-08, 1.76928e-09, 1.64791e-09, 9.84467e-07, 1.64786e-09, 3.61353e-09
0.60085, 0, 1.53734e-06, 4.39709e-09, 1.41421, -1.53734e-06, 4.39709e-09, 4.39796e-09, 4.72559e-09, 4.70818e-09, 8.66318e-09, 4.90507e-08, 6.68196e-09, 1.08323e-08, 1.71976e-08, 1.16336e-08, 4.75765e-09, 4.42421e-09, 5.6454e-08, 4.73563e-09, 4.39721e-09, 1.40101e-06, 4.39709e-09, 9.63263e-09
0.608735, 0, 2.27656e-06, 1.12886e-08, 1.41421, -2.27656e-06, 1.12886e-08, 1.12908e-08, 1.21305e-08, 1.20859e-08, 2.22231e-08, 1.25741e-07, 1.7145e-08, 2.77828e-08, 4.40978e-08, 2.16759e-08, 1.22127e-08, 1.13581e-08, 9.8687e-08, 1.21918e-08, 1.12889e-08, 1.98127e-06, 1.12886e-08, 2.47079e-08
0.61662, 0, 3.43884e-06, 2.79308e-08, 1.41421, -3.43884e-06, 2.79308e-08, 2.79363e-08, 3.00107e-08, 2.99006e-08, 5.49427e-08, 3.10667e-07, 4.23981e-08, 6.86772e-08, 1.08981e-07, 4.27232e-08, 3.02138e-08, 2.81025e-08, 1.73048e-07, 3.02482e-08, 2.79316e-08, 2.79094e-06, 2.79308e-08, 6.1081e-08
0.624506, 0, 5.35205e-06, 6.66593e-08, 1.41421, -5.35205e-06, 6.66593e-08, 6.66725e-08, 7.16153e-08, 7.13528e-08, 1.31021e-07, 7.40339e-07, 1.01131e-07, 1.63746e-07, 2.59777e-07, 8.75619e-08, 7.20991e-08, 6.70684e-08, 3.05034e-07, 7.23902e-08, 6.66612e-08, 3.92982e-06, 6.66593e-08, 1.45647e-07
0.632391, 0, 8.64868e-06, 1.53531e-07, 1.41421, -8.64868e-06, 1.53531e-07, 1.53561e-07, 1.64926e-07, 1.64322e-07, 3.01517e-07, 1.70252e-06, 2.32791e-07, 3.76762e-07, 5.97565e-07, 1.82844e-07, 1.66039e-07, 1.54472e-07, 5.41063e-07, 1.67206e-07, 1.53535e-07, 5.55738e-06, 1.53531e-07, 3.35146e-07
0.640277, 0, 1.45415e-05, 3.414e-07, 1.41421, -1.45415e-05, 3.414e-07, 3.41467e-07, 3.66693e-07, 3.65353e-07, 6.69875e-07, 3.77959e-06, 5.17328e-07, 8.36892e-07, 1.327e-06, 3.82206e-07, 3.69162e-07, 3.43488e-07, 9.65028e-07, 3.72908e-07, 3.4141e-07, 7.93957e-06, 3.414e-07, 7.4452e-07
0.648162, 0, 2.53126e-05, 7.33201e-07, 1.41421, -2.53126e-05, 7.33201e-07, 7.33346e-07, 7.87418e-07, 7.84545e-07, 1.43729e-06, 8.10297e-06, 1.1103e-06, 1.79529e-06, 2.84583e-06, 7.89612e-07, 7.9271e-07, 7.37677e-07, 1.72718e-06, 8.03339e-07, 7.33222e-07, 1.15326e-05, 7.33201e-07, 1.59729e-06
0.656048, 0, 4.51376e-05, 1.52133e-06, 1.41421, -4.51376e-05, 1.52133e-06, 1.52163e-06, 1.6336e-06, 1.62765e-06, 2.97927e-06, 1.67817e-05, 2.30219e-06, 3.72057e-06, 5.89589e-06, 1.59881e-06, 1.64456e-06, 1.5306e-06, 3.09126e-06, 1.67224e-06, 1.52138e-06, 1.71257e-05, 1.52133e-06, 3.31058e-06
0.663933, 0, 8.14092e-05, 3.0509e-06, 1.41421, -8.14092e-05, 3.0509e-06, 3.05149e-06, 3.27554e-06, 3.26364e-06, 5.96825e-06, 3.35871e-05, 4.6134e-06, 7.45161e-06, 1.18045e-05, 3.15667e-06, 3.29747e-06, 3.06944e-06, 5.50941e-06, 3.36486e-06, 3.05098e-06, 2.6077e-05, 3.0509e-06, 6.6312e-06
0.671819, 0, 0.00014674, 5.91547e-06, 1.41421, -0.00014674, 5.91547e-06, 5.91663e-06, 6.35002e-06, 6.327e-06, 1.15588e-05, 6.49845e-05, 8.93797e-06, 1.44282e-05, 2.28483e-05, 6.05913e-06, 6.39244e-06, 5.95135e-06, 9.73479e-06, 6.54742e-06, 5.91564e-06, 4.06787e-05, 5.91547e-06, 1.28412e-05
0.679704, 0, 0.000261826, 1.10937e-05, 1.41421, -0.000261826, 1.10937e-05, 1.10959e-05, 1.19066e-05, 1.18636e-05, 2.16506e-05, 0.000121593, 1.67479e-05, 2.70183e-05, 4.27696e-05, 1.12879e-05, 1.1986e-05, 1.11608e-05, 1.69827e-05, 1.23248e-05, 1.10941e-05, 6.47003e-05, 1.10937e-05, 2.40495e-05
0.687589, 0, 0.000459247, 2.0131e-05, 1.41421, -0.000459247, 2.0131e-05, 2.01349e-05, 2.16022e-05, 2.15242e-05, 3.92363e-05, 0.000220108, 3.03636e-05, 4.89506e-05, 7.74568e-05, 2.03924e-05, 2.17458e-05, 2.02525e-05, 2.91472e-05, 2.24533e-05, 2.01316e-05, 0.000104134, 2.0131e-05, 4.35779e-05
0.695475, 0, 0.000788148, 3.53618e-05, 1.41421, -0.000788148, 3.53618e-05, 3.53686e-05, 3.79385e-05, 3.7802e-05, 6.88253e-05, 0.000385627, 5.32845e-05, 8.58401e-05, 0.00013577, 3.57124e-05, 3.81901e-05, 3.55745e-05, 4.90737e-05, 3.96059e-05, 3.53628e-05, 0.00016817, 3.53618e-05, 7.64297e-05
0.70336, 0, 0.00131942, 6.01552e-05, 1.41421, -0.00131942, 6.01552e-05, 6.01669e-05, 6.45252e-05, 6.42937e-05, 0.000116906, 0.000654166, 9.05501e-05, 0.000145761, 0.000230435, 6.06237e-05, 6.49517e-05, 6.0516e-05, 8.08745e-05, 6.76737e-05, 6.01569e-05, 0.000270345, 6.01552e-05, 0.000129802
0.711246, 0, 0.00215064, 9.91488e-05, 1.41421, -0.00215064, 9.91488e-05, 9.9168e-05, 0.000106328, 0.000105947, 0.000192376, 0.00107496, 0.00014908, 0.000239778, 0.000378878, 9.97722e-05, 0.000107028, 9.97415e-05, 0.000130259, 0.000112067, 9.91516e-05, 0.000429776, 9.91488e-05, 0.000213561
0.719131, 0, 0.00340967, 0.000158413, 1.41421, -0.00340967, 0.000158413, 0.000158443, 0.000169842, 0.000169236, 0.000306834, 0.00171195, 0.000237906, 0.000382301, 0.000603753, 0.000159238, 0.000170957, 0.000159356, 0.000204829, 0.000179953, 0.000158417, 0.000672277, 0.000158413, 0.000340563
0.727017, 0, 0.00525531, 0.000245477, 1.41421, -0.00525531, 0.000245477, 0.000245524, 0.000263119, 0.000262185, 0.000474591, 0.00264364, 0.000368188, 0.000591087, 0.000932938, 0.000246563, 0.000264841, 0.000246933, 0.000314271, 0.000280357, 0.000245484, 0.00103108, 0.000245477, 0.000526658
