   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_638.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
14.071, 0.997522, 0.507877, 0.194943, 1.73134, 0.489645, 0.194943, 0, 0.194943, 0.194943, 0.194943, 0.194943, 0.194943, 0.194943, 0.194943, 0.194943, 0.194943, 0.194943, 0.194943, 0.194943, 0.194944, 0.194943, 0.194943, 0.507876, 0.194943
14.0789, 0.124535, 0.47377, 0.193122, 1.45758, -0.349235, 0.193122, 0, 0.193122, 0.193122, 0.193122, 0.193122, 0.193122, 0.193122, 0.193122, 0.193122, 0.193122, 0.193122, 0.193122, 0.193122, 0.193123, 0.193122, 0.193122, 0.473769, 0.193122
14.0867, 1.74151, 0.443598, 0.19131, 1.9343, 1.29791, 0.19131, 0, 0.19131, 0.19131, 0.19131, 0.19131, 0.19131, 0.19131, 0.19131, 0.19131, 0.19131, 0.19131, 0.19131, 0.19131, 0.191312, 0.19131, 0.19131, 0.443597, 0.19131
14.0946, 2.86332, 0.418753, 0.191256, 2.20529, 2.44457, 0.191256, 0, 0.191256, 0.191256, 0.191256, 0.191256, 0.191256, 0.191256, 0.191256, 0.191256, 0.191256, 0.191256, 0.191256, 0.191256, 0.191257, 0.191256, 0.191256, 0.418752, 0.191256
14.1025, 0.395167, 0.396324, 0.190436, 1.54763, -0.00115699, 0.190436, 0, 0.190436, 0.190436, 0.190436, 0.190436, 0.190436, 0.190436, 0.190436, 0.190436, 0.190436, 0.190436, 0.190436, 0.190436, 0.190437, 0.190436, 0.190436, 0.396323, 0.190436
14.1103, 0.863445, 0.376028, 0.188946, 1.69217, 0.487417, 0.188946, 0, 0.188946, 0.188946, 0.188946, 0.188946, 0.188946, 0.188946, 0.188946, 0.188946, 0.188946, 0.188946, 0.188946, 0.188946, 0.188947, 0.188946, 0.188946, 0.376027, 0.188946
14.1182, 0.997522, 0.357827, 0.187127, 1.73134, 0.639695, 0.187127, 0, 0.187127, 0.187127, 0.187127, 0.187127, 0.187127, 0.187127, 0.187127, 0.187127, 0.187127, 0.187127, 0.187127, 0.187127, 0.187128, 0.187127, 0.187127, 0.357826, 0.187127
14.126, 0.139033, 0.341708, 0.185317, 1.46254, -0.202674, 0.185317, 0, 0.185317, 0.185317, 0.185317, 0.185317, 0.185317, 0.185317, 0.185317, 0.185317, 0.185317, 0.185317, 0.185317, 0.185317, 0.185318, 0.185317, 0.185317, 0.341706, 0.185317
14.1339, 0, 0.329217, 0.185394, 1.41421, -0.329217, 0.185394, 0, 0.185394, 0.185394, 0.185394, 0.185394, 0.185394, 0.185394, 0.185394, 0.185394, 0.185394, 0.185394, 0.185394, 0.185394, 0.185395, 0.185394, 0.185394, 0.329216, 0.185394
14.1418, 0, 0.317332, 0.184633, 1.41421, -0.317332, 0.184633, 0, 0.184633, 0.184633, 0.184633, 0.184633, 0.184633, 0.184633, 0.184633, 0.184633, 0.184633, 0.184633, 0.184633, 0.184633, 0.184634, 0.184633, 0.184633, 0.317331, 0.184633
14.1496, 0, 0.305894, 0.183133, 1.41421, -0.305894, 0.183133, 0, 0.183133, 0.183133, 0.183133, 0.183133, 0.183133, 0.183133, 0.183133, 0.183133, 0.183133, 0.183133, 0.183133, 0.183133, 0.183134, 0.183133, 0.183133, 0.305893, 0.183133
14.1575, 0, 0.295054, 0.181271, 1.41421, -0.295054, 0.181271, 0, 0.181271, 0.181271, 0.181271, 0.181271, 0.181271, 0.181271, 0.181271, 0.181271, 0.181271, 0.181271, 0.181271, 0.181271, 0.181272, 0.181271, 0.181271, 0.295053, 0.181271
14.1653, 0, 0.284996, 0.179419, 1.41421, -0.284996, 0.179419, 0, 0.179419, 0.179419, 0.179419, 0.179419, 0.179419, 0.179419, 0.179419, 0.179419, 0.179419, 0.179419, 0.179419, 0.179419, 0.17942, 0.179419, 0.179419, 0.284995, 0.179419
14.1732, 0, 0.278358, 0.180361, 1.41421, -0.278358, 0.180361, 0, 0.180361, 0.180361, 0.180361, 0.180361, 0.180361, 0.180361, 0.180361, 0.180361, 0.180361, 0.180361, 0.180361, 0.180361, 0.180362, 0.180361, 0.180361, 0.278357, 0.180361
14.181, 0, 0.271479, 0.180552, 1.41421, -0.271479, 0.180552, 0, 0.180552, 0.180552, 0.180552, 0.180552, 0.180552, 0.180552, 0.180552, 0.180552, 0.180552, 0.180552, 0.180552, 0.180552, 0.180553, 0.180552, 0.180552, 0.271478, 0.180552
14.1889, 0.839281, 0.264322, 0.180044, 1.68502, 0.574959, 0.180044, 0, 0.180044, 0.180044, 0.180044, 0.180044, 0.180044, 0.180044, 0.180044, 0.180044, 0.180044, 0.180044, 0.180044, 0.180044, 0.180045, 0.180044, 0.180044, 0.264321, 0.180044
14.1968, 0.160719, 0.257184, 0.179187, 1.46994, -0.0964651, 0.179187, 0, 0.179187, 0.179187, 0.179187, 0.179187, 0.179187, 0.179187, 0.179187, 0.179187, 0.179187, 0.179187, 0.179187, 0.179187, 0.179188, 0.179187, 0.179187, 0.257183, 0.179187
14.2046, 0.834572, 0.250382, 0.178332, 1.68362, 0.584191, 0.178332, 0, 0.178332, 0.178332, 0.178332, 0.178332, 0.178332, 0.178332, 0.178332, 0.178332, 0.178332, 0.178332, 0.178332, 0.178332, 0.178333, 0.178332, 0.178332, 0.250381, 0.178332
14.2125, 0.997419, 0.245103, 0.178679, 1.73131, 0.752316, 0.178679, 0, 0.178679, 0.178679, 0.178679, 0.178679, 0.178679, 0.178679, 0.178679, 0.178679, 0.178679, 0.178679, 0.178679, 0.178679, 0.17868, 0.178679, 0.178679, 0.245101, 0.178679
14.2203, 0.168009, 0.239787, 0.178665, 1.47242, -0.0717783, 0.178665, 0, 0.178665, 0.178665, 0.178665, 0.178665, 0.178665, 0.178665, 0.178665, 0.178665, 0.178665, 0.178665, 0.178665, 0.178665, 0.178667, 0.178665, 0.178665, 0.239786, 0.178665
14.2282, 0, 0.234469, 0.178307, 1.41421, -0.234469, 0.178307, 0, 0.178307, 0.178307, 0.178307, 0.178307, 0.178307, 0.178307, 0.178307, 0.178307, 0.178307, 0.178307, 0.178307, 0.178307, 0.178308, 0.178307, 0.178307, 0.234468, 0.178307
14.2361, 0.824783, 0.229349, 0.177777, 1.68071, 0.595434, 0.177777, 0, 0.177777, 0.177777, 0.177777, 0.177777, 0.177777, 0.177777, 0.177777, 0.177777, 0.177777, 0.177777, 0.177777, 0.177777, 0.177778, 0.177777, 0.177777, 0.229348, 0.177777
14.2439, 0.175217, 0.22437, 0.176985, 1.47486, -0.0491531, 0.176985, 0, 0.176985, 0.176985, 0.176985, 0.176985, 0.176985, 0.176985, 0.176985, 0.176985, 0.176985, 0.176985, 0.176985, 0.176985, 0.176986, 0.176985, 0.176985, 0.224369, 0.176985
14.2518, 0, 0.219602, 0.175959, 1.41421, -0.219602, 0.175959, 0, 0.175959, 0.175959, 0.175959, 0.175959, 0.175959, 0.175959, 0.175959, 0.175959, 0.175959, 0.175959, 0.175959, 0.175959, 0.17596, 0.175959, 0.175959, 0.219601, 0.175959
14.2596, 1.63519, 0.215209, 0.174819, 1.90662, 1.41998, 0.174819, 0, 0.174819, 0.174819, 0.174819, 0.174819, 0.174819, 0.174819, 0.174819, 0.174819, 0.174819, 0.174819, 0.174819, 0.174819, 0.17482, 0.174819, 0.174819, 0.215207, 0.174819
14.2675, 0.364808, 0.211336, 0.173666, 1.53779, 0.153472, 0.173666, 0, 0.173666, 0.173666, 0.173666, 0.173666, 0.173666, 0.173666, 0.173666, 0.173666, 0.173666, 0.173666, 0.173666, 0.173666, 0.173667, 0.173666, 0.173666, 0.211335, 0.173666
14.2754, 0, 0.207966, 0.172434, 1.41421, -0.207966, 0.172434, 0, 0.172434, 0.172434, 0.172434, 0.172434, 0.172434, 0.172434, 0.172434, 0.172434, 0.172434, 0.172434, 0.172434, 0.172434, 0.172435, 0.172434, 0.172434, 0.207965, 0.172434
14.2832, 0, 0.205151, 0.171128, 1.41421, -0.205151, 0.171128, 0, 0.171128, 0.171128, 0.171128, 0.171128, 0.171128, 0.171128, 0.171128, 0.171128, 0.171128, 0.171128, 0.171128, 0.171128, 0.171129, 0.171128, 0.171128, 0.20515, 0.171128
14.2911, 0, 0.202804, 0.169614, 1.41421, -0.202804, 0.169614, 0, 0.169614, 0.169614, 0.169614, 0.169614, 0.169614, 0.169614, 0.169614, 0.169614, 0.169614, 0.169614, 0.169614, 0.169614, 0.169615, 0.169614, 0.169614, 0.202803, 0.169614
14.2989, 0, 0.200993, 0.167915, 1.41421, -0.200993, 0.167915, 0, 0.167915, 0.167915, 0.167915, 0.167915, 0.167915, 0.167915, 0.167915, 0.167915, 0.167915, 0.167915, 0.167915, 0.167915, 0.167917, 0.167915, 0.167915, 0.200992, 0.167915
14.3068, 0, 0.199817, 0.166087, 1.41421, -0.199817, 0.166087, 0, 0.166087, 0.166087, 0.166087, 0.166087, 0.166087, 0.166087, 0.166087, 0.166087, 0.166087, 0.166087, 0.166087, 0.166087, 0.166088, 0.166087, 0.166087, 0.199816, 0.166087
14.3146, 0, 0.199366, 0.164178, 1.41421, -0.199366, 0.164178, 0, 0.164178, 0.164178, 0.164178, 0.164178, 0.164178, 0.164178, 0.164178, 0.164178, 0.164178, 0.164178, 0.164178, 0.164178, 0.164179, 0.164178, 0.164178, 0.199365, 0.164178
14.3225, 0, 0.199725, 0.162236, 1.41421, -0.199725, 0.162236, 0, 0.162236, 0.162236, 0.162236, 0.162236, 0.162236, 0.162236, 0.162236, 0.162236, 0.162236, 0.162236, 0.162236, 0.162236, 0.162237, 0.162236, 0.162236, 0.199724, 0.162236
14.3304, 1, 0.200972, 0.160305, 1.73205, 0.799028, 0.160305, 0, 0.160305, 0.160305, 0.160305, 0.160305, 0.160305, 0.160305, 0.160305, 0.160305, 0.160305, 0.160305, 0.160305, 0.160305, 0.160306, 0.160305, 0.160305, 0.200971, 0.160305
14.3382, 0, 0.203402, 0.158656, 1.41421, -0.203402, 0.158656, 0, 0.158656, 0.158656, 0.158656, 0.158656, 0.158656, 0.158656, 0.158656, 0.158656, 0.158656, 0.158656, 0.158656, 0.158656, 0.158657, 0.158656, 0.158656, 0.203401, 0.158656
14.3461, 0.791078, 0.206552, 0.156803, 1.67065, 0.584527, 0.156803, 0, 0.156803, 0.156803, 0.156803, 0.156803, 0.156803, 0.156803, 0.156803, 0.156803, 0.156803, 0.156803, 0.156803, 0.156803, 0.156804, 0.156803, 0.156803, 0.20655, 0.156803
14.3539, 0.208922, 0.210473, 0.154791, 1.48624, -0.00155154, 0.154791, 0, 0.154791, 0.154791, 0.154791, 0.154791, 0.154791, 0.154791, 0.154791, 0.154791, 0.154791, 0.154791, 0.154791, 0.154791, 0.154792, 0.154791, 0.154791, 0.210472, 0.154791
14.3618, 2.57274, 0.215253, 0.152707, 2.1384, 2.35749, 0.152707, 0, 0.152707, 0.152707, 0.152707, 0.152707, 0.152707, 0.152707, 0.152707, 0.152707, 0.152707, 0.152707, 0.152707, 0.152707, 0.152708, 0.152707, 0.152707, 0.215252, 0.152707
14.3697, 1.21115, 0.220963, 0.150638, 1.79197, 0.990189, 0.150638, 0, 0.150638, 0.150638, 0.150638, 0.150638, 0.150638, 0.150638, 0.150638, 0.150638, 0.150638, 0.150638, 0.150638, 0.150638, 0.150639, 0.150638, 0.150638, 0.220962, 0.150638
14.3775, 0.216109, 0.228094, 0.149101, 1.48866, -0.0119852, 0.149101, 0, 0.149101, 0.149101, 0.149101, 0.149101, 0.149101, 0.149101, 0.149101, 0.149101, 0.149101, 0.149101, 0.149101, 0.149101, 0.149102, 0.149101, 0.149101, 0.228093, 0.149101
14.3854, 0, 0.235821, 0.14732, 1.41421, -0.235821, 0.14732, 0, 0.14732, 0.14732, 0.14732, 0.14732, 0.14732, 0.14732, 0.14732, 0.14732, 0.14732, 0.14732, 0.14732, 0.14732, 0.147321, 0.14732, 0.14732, 0.235819, 0.14732
14.3932, 0, 0.244139, 0.145355, 1.41421, -0.244139, 0.145355, 0, 0.145355, 0.145355, 0.145355, 0.145355, 0.145355, 0.145355, 0.145355, 0.145355, 0.145355, 0.145355, 0.145355, 0.145355, 0.145356, 0.145355, 0.145355, 0.244138, 0.145355
14.4011, 0.774226, 0.253068, 0.143306, 1.6656, 0.521157, 0.143306, 0, 0.143306, 0.143306, 0.143306, 0.143306, 0.143306, 0.143306, 0.143306, 0.143306, 0.143306, 0.143306, 0.143306, 0.143306, 0.143307, 0.143306, 0.143306, 0.253067, 0.143306
14.409, 0.225774, 0.262601, 0.141271, 1.4919, -0.0368266, 0.141271, 0, 0.141271, 0.141271, 0.141271, 0.141271, 0.141271, 0.141271, 0.141271, 0.141271, 0.141271, 0.141271, 0.141271, 0.141271, 0.141272, 0.141271, 0.141271, 0.2626, 0.141271
14.4168, 0.769393, 0.273171, 0.139804, 1.66415, 0.496221, 0.139804, 0, 0.139804, 0.139804, 0.139804, 0.139804, 0.139804, 0.139804, 0.139804, 0.139804, 0.139804, 0.139804, 0.139804, 0.139804, 0.139806, 0.139804, 0.139804, 0.27317, 0.139804
14.4247, 0.997646, 0.283805, 0.138075, 1.73137, 0.713841, 0.138075, 0, 0.138075, 0.138075, 0.138075, 0.138075, 0.138075, 0.138075, 0.138075, 0.138075, 0.138075, 0.138075, 0.138075, 0.138075, 0.138077, 0.138075, 0.138075, 0.283804, 0.138075
14.4325, 0.232962, 0.29441, 0.13615, 1.49431, -0.0614482, 0.13615, 0, 0.13615, 0.13615, 0.13615, 0.13615, 0.13615, 0.13615, 0.13615, 0.13615, 0.13615, 0.13615, 0.13615, 0.13615, 0.136151, 0.13615, 0.13615, 0.294409, 0.13615
14.4404, 1, 0.304922, 0.134134, 1.73205, 0.695078, 0.134134, 0, 0.134134, 0.134134, 0.134134, 0.134134, 0.134134, 0.134134, 0.134134, 0.134134, 0.134134, 0.134134, 0.134134, 0.134134, 0.134135, 0.134134, 0.134134, 0.304921, 0.134134
14.4482, 0.759851, 0.31526, 0.132134, 1.66128, 0.444591, 0.132134, 0, 0.132134, 0.132134, 0.132134, 0.132134, 0.132134, 0.132134, 0.132134, 0.132134, 0.132134, 0.132134, 0.132134, 0.132134, 0.132135, 0.132134, 0.132134, 0.315259, 0.132134
14.4561, 1.99752, 0.325822, 0.130738, 1.99938, 1.6717, 0.130738, 0, 0.130738, 0.130738, 0.130738, 0.130738, 0.130738, 0.130738, 0.130738, 0.130738, 0.130738, 0.130738, 0.130738, 0.130738, 0.130739, 0.130738, 0.130738, 0.325821, 0.130738
14.464, 0.997522, 0.335534, 0.12907, 1.73134, 0.661988, 0.12907, 0, 0.12907, 0.12907, 0.12907, 0.12907, 0.12907, 0.12907, 0.12907, 0.12907, 0.12907, 0.12907, 0.12907, 0.12907, 0.129071, 0.12907, 0.12907, 0.335533, 0.12907
14.4718, 0.245105, 0.344276, 0.127202, 1.49837, -0.0991706, 0.127202, 0, 0.127202, 0.127202, 0.127202, 0.127202, 0.127202, 0.127202, 0.127202, 0.127202, 0.127202, 0.127202, 0.127202, 0.127202, 0.127204, 0.127202, 0.127202, 0.344275, 0.127202
14.4797, 0.750186, 0.351967, 0.125244, 1.65837, 0.398219, 0.125244, 0, 0.125244, 0.125244, 0.125244, 0.125244, 0.125244, 0.125244, 0.125244, 0.125244, 0.125244, 0.125244, 0.125244, 0.125244, 0.125246, 0.125244, 0.125244, 0.351966, 0.125244
14.4875, 0.997522, 0.358538, 0.123301, 1.73134, 0.638983, 0.123301, 0, 0.123301, 0.123301, 0.123301, 0.123301, 0.123301, 0.123301, 0.123301, 0.123301, 0.123301, 0.123301, 0.123301, 0.123301, 0.123303, 0.123301, 0.123301, 0.358537, 0.123301
14.4954, 0.997677, 0.364422, 0.121964, 1.73138, 0.633255, 0.121964, 0, 0.121964, 0.121964, 0.121964, 0.121964, 0.121964, 0.121964, 0.121964, 0.121964, 0.121964, 0.121964, 0.121964, 0.121964, 0.121965, 0.121964, 0.121964, 0.364421, 0.121964
14.5033, 0.99749, 0.368597, 0.12035, 1.73133, 0.628893, 0.12035, 0, 0.12035, 0.12035, 0.12035, 0.12035, 0.12035, 0.12035, 0.12035, 0.12035, 0.12035, 0.12035, 0.12035, 0.12035, 0.120351, 0.12035, 0.12035, 0.368596, 0.12035
14.5111, 0.997522, 0.371029, 0.118536, 1.73134, 0.626493, 0.118536, 0, 0.118536, 0.118536, 0.118536, 0.118536, 0.118536, 0.118536, 0.118536, 0.118536, 0.118536, 0.118536, 0.118536, 0.118536, 0.118537, 0.118536, 0.118536, 0.371028, 0.118536
14.519, 0.259603, 0.371745, 0.116631, 1.5032, -0.112141, 0.116631, 0, 0.116631, 0.116631, 0.116631, 0.116631, 0.116631, 0.116631, 0.116631, 0.116631, 0.116631, 0.116631, 0.116631, 0.116631, 0.116632, 0.116631, 0.116631, 0.371744, 0.116631
14.5268, 1.47138, 0.3708, 0.114742, 1.86316, 1.10058, 0.114742, 0, 0.114742, 0.114742, 0.114742, 0.114742, 0.114742, 0.114742, 0.114742, 0.114742, 0.114742, 0.114742, 0.114742, 0.114742, 0.114743, 0.114742, 0.114742, 0.370799, 0.114742
14.5347, 1.26183, 0.368772, 0.113461, 1.80605, 0.893062, 0.113461, 0, 0.113461, 0.113461, 0.113461, 0.113461, 0.113461, 0.113461, 0.113461, 0.113461, 0.113461, 0.113461, 0.113461, 0.113461, 0.113462, 0.113461, 0.113461, 0.368771, 0.113461
14.5426, 0.266791, 0.364795, 0.111907, 1.50559, -0.0980042, 0.111907, 0, 0.111907, 0.111907, 0.111907, 0.111907, 0.111907, 0.111907, 0.111907, 0.111907, 0.111907, 0.111907, 0.111907, 0.111907, 0.111909, 0.111907, 0.111907, 0.364794, 0.111907
14.5504, 0.728377, 0.358994, 0.110156, 1.65178, 0.369383, 0.110156, 0, 0.110156, 0.110156, 0.110156, 0.110156, 0.110156, 0.110156, 0.110156, 0.110156, 0.110156, 0.110156, 0.110156, 0.110156, 0.110157, 0.110156, 0.110156, 0.358993, 0.110156
14.5583, 1.72342, 0.351561, 0.108315, 1.92962, 1.37186, 0.108315, 0, 0.108315, 0.108315, 0.108315, 0.108315, 0.108315, 0.108315, 0.108315, 0.108315, 0.108315, 0.108315, 0.108315, 0.108315, 0.108316, 0.108315, 0.108315, 0.35156, 0.108315
14.5661, 0.548203, 0.34271, 0.106489, 1.59631, 0.205493, 0.106489, 0, 0.106489, 0.106489, 0.106489, 0.106489, 0.106489, 0.106489, 0.106489, 0.106489, 0.106489, 0.106489, 0.106489, 0.106489, 0.106491, 0.106489, 0.106489, 0.342709, 0.106489
14.574, 0, 0.333145, 0.105246, 1.41421, -0.333145, 0.105246, 0, 0.105246, 0.105246, 0.105246, 0.105246, 0.105246, 0.105246, 0.105246, 0.105246, 0.105246, 0.105246, 0.105246, 0.105246, 0.105247, 0.105246, 0.105246, 0.333144, 0.105246
14.5818, 0, 0.322186, 0.103745, 1.41421, -0.322186, 0.103745, 0, 0.103745, 0.103745, 0.103745, 0.103745, 0.103745, 0.103745, 0.103745, 0.103745, 0.103745, 0.103745, 0.103745, 0.103745, 0.103747, 0.103745, 0.103745, 0.322185, 0.103745
14.5897, 0, 0.310081, 0.102062, 1.41421, -0.310081, 0.102062, 0, 0.102062, 0.102062, 0.102062, 0.102062, 0.102062, 0.102062, 0.102062, 0.102062, 0.102062, 0.102062, 0.102062, 0.102062, 0.102063, 0.102062, 0.102062, 0.31008, 0.102062
14.5976, 1, 0.297115, 0.100296, 1.73205, 0.702885, 0.100296, 0, 0.100296, 0.100296, 0.100296, 0.100296, 0.100296, 0.100296, 0.100296, 0.100296, 0.100296, 0.100296, 0.100296, 0.100296, 0.100297, 0.100296, 0.100296, 0.297114, 0.100296
14.6054, 0, 0.28358, 0.0985453, 1.41421, -0.28358, 0.0985453, 0, 0.0985453, 0.0985453, 0.0985453, 0.0985453, 0.0985453, 0.0985453, 0.0985453, 0.0985453, 0.0985453, 0.0985453, 0.0985453, 0.0985453, 0.0985465, 0.0985453, 0.0985453, 0.283579, 0.0985453
14.6133, 0, 0.2702, 0.0973357, 1.41421, -0.2702, 0.0973357, 0, 0.0973357, 0.0973357, 0.0973357, 0.0973357, 0.0973357, 0.0973357, 0.0973357, 0.0973357, 0.0973357, 0.0973357, 0.0973357, 0.0973357, 0.0973368, 0.0973357, 0.0973357, 0.270199, 0.0973357
14.6211, 0, 0.256382, 0.0958894, 1.41421, -0.256382, 0.0958894, 0, 0.0958894, 0.0958894, 0.0958894, 0.0958894, 0.0958894, 0.0958894, 0.0958894, 0.0958894, 0.0958894, 0.0958894, 0.0958894, 0.0958894, 0.0958905, 0.0958894, 0.0958894, 0.256381, 0.0958894
14.629, 0, 0.242382, 0.0942744, 1.41421, -0.242382, 0.0942744, 0, 0.0942744, 0.0942744, 0.0942744, 0.0942744, 0.0942744, 0.0942744, 0.0942744, 0.0942744, 0.0942744, 0.0942744, 0.0942744, 0.0942744, 0.0942755, 0.0942744, 0.0942744, 0.242381, 0.0942744
14.6369, 0.701983, 0.22847, 0.0925841, 1.64377, 0.473512, 0.0925841, 0, 0.0925841, 0.0925841, 0.0925841, 0.0925841, 0.0925841, 0.0925841, 0.0925841, 0.0925841, 0.0925841, 0.0925841, 0.0925841, 0.0925841, 0.0925852, 0.0925841, 0.0925841, 0.228469, 0.0925841
14.6447, 0.298017, 0.214892, 0.0909091, 1.51592, 0.0831258, 0.0909091, 0, 0.0909091, 0.0909091, 0.0909091, 0.0909091, 0.0909091, 0.0909091, 0.0909091, 0.0909091, 0.0909091, 0.0909091, 0.0909091, 0.0909091, 0.0909102, 0.0909091, 0.0909091, 0.21489, 0.0909091
14.6526, 0, 0.203341, 0.0907967, 1.41421, -0.203341, 0.0907967, 0, 0.0907967, 0.0907967, 0.0907967, 0.0907967, 0.0907967, 0.0907967, 0.0907967, 0.0907967, 0.0907967, 0.0907967, 0.0907967, 0.0907967, 0.0907978, 0.0907967, 0.0907967, 0.20334, 0.0907967
14.6604, 0, 0.192373, 0.0906731, 1.41421, -0.192373, 0.0906731, 0, 0.0906731, 0.0906731, 0.0906731, 0.0906731, 0.0906731, 0.0906731, 0.0906731, 0.0906731, 0.0906731, 0.0906731, 0.0906731, 0.0906731, 0.0906743, 0.0906731, 0.0906731, 0.192371, 0.0906731
14.6683, 0, 0.182106, 0.0905496, 1.41421, -0.182106, 0.0905496, 0, 0.0905496, 0.0905496, 0.0905496, 0.0905496, 0.0905496, 0.0905496, 0.0905496, 0.0905496, 0.0905496, 0.0905496, 0.0905496, 0.0905496, 0.0905508, 0.0905496, 0.0905496, 0.182105, 0.0905496
14.6762, 0, 0.172637, 0.0904306, 1.41421, -0.172637, 0.0904306, 0, 0.0904306, 0.0904306, 0.0904306, 0.0904306, 0.0904306, 0.0904306, 0.0904306, 0.0904306, 0.0904306, 0.0904306, 0.0904306, 0.0904306, 0.0904317, 0.0904306, 0.0904306, 0.172636, 0.0904306
14.684, 0, 0.164031, 0.0903047, 1.41421, -0.164031, 0.0903047, 0, 0.0903047, 0.0903047, 0.0903047, 0.0903047, 0.0903047, 0.0903047, 0.0903047, 0.0903047, 0.0903047, 0.0903047, 0.0903047, 0.0903047, 0.0903059, 0.0903047, 0.0903047, 0.16403, 0.0903047
14.6919, 0, 0.156345, 0.0901725, 1.41421, -0.156345, 0.0901725, 0, 0.0901725, 0.0901725, 0.0901725, 0.0901725, 0.0901725, 0.0901725, 0.0901725, 0.0901725, 0.0901725, 0.0901725, 0.0901725, 0.0901725, 0.0901737, 0.0901725, 0.0901725, 0.156344, 0.0901725
14.6997, 0.682776, 0.149625, 0.0900372, 1.63792, 0.533151, 0.0900372, 0, 0.0900372, 0.0900372, 0.0900372, 0.0900372, 0.0900372, 0.0900372, 0.0900372, 0.0900372, 0.0900372, 0.0900372, 0.0900372, 0.0900372, 0.0900384, 0.0900372, 0.0900372, 0.149624, 0.0900372
14.7076, 0.997437, 0.143906, 0.089902, 1.73131, 0.853531, 0.089902, 0, 0.089902, 0.089902, 0.089902, 0.089902, 0.089902, 0.089902, 0.089902, 0.089902, 0.089902, 0.089902, 0.089902, 0.089902, 0.0899032, 0.089902, 0.089902, 0.143905, 0.089902
14.7154, 0.319787, 0.139204, 0.089764, 1.52308, 0.180583, 0.089764, 0, 0.089764, 0.089764, 0.089764, 0.089764, 0.089764, 0.089764, 0.089764, 0.089764, 0.089764, 0.089764, 0.089764, 0.089764, 0.0897651, 0.089764, 0.089764, 0.139202, 0.089764
14.7233, 0, 0.135523, 0.0896197, 1.41421, -0.135523, 0.0896197, 0, 0.0896197, 0.0896197, 0.0896197, 0.0896197, 0.0896197, 0.0896197, 0.0896197, 0.0896197, 0.0896197, 0.0896197, 0.0896197, 0.0896197, 0.0896209, 0.0896197, 0.0896197, 0.135521, 0.0896197
14.7312, 0, 0.132869, 0.0894756, 1.41421, -0.132869, 0.0894756, 0, 0.0894756, 0.0894756, 0.0894756, 0.0894756, 0.0894756, 0.0894756, 0.0894756, 0.0894756, 0.0894756, 0.0894756, 0.0894756, 0.0894756, 0.0894767, 0.0894756, 0.0894756, 0.132868, 0.0894756
14.739, 0, 0.131243, 0.0893383, 1.41421, -0.131243, 0.0893383, 0, 0.0893383, 0.0893383, 0.0893383, 0.0893383, 0.0893383, 0.0893383, 0.0893383, 0.0893383, 0.0893383, 0.0893383, 0.0893383, 0.0893383, 0.0893394, 0.0893383, 0.0893383, 0.131242, 0.0893383
14.7469, 0.668278, 0.130615, 0.0891926, 1.63349, 0.537663, 0.0891926, 0, 0.0891926, 0.0891926, 0.0891926, 0.0891926, 0.0891926, 0.0891926, 0.0891926, 0.0891926, 0.0891926, 0.0891926, 0.0891926, 0.0891926, 0.0891937, 0.0891926, 0.0891926, 0.130614, 0.0891926
14.7547, 0.997439, 0.130949, 0.0890209, 1.73131, 0.866491, 0.0890209, 0, 0.0890209, 0.0890209, 0.0890209, 0.0890209, 0.0890209, 0.0890209, 0.0890209, 0.0890209, 0.0890209, 0.0890209, 0.0890209, 0.0890209, 0.0890221, 0.0890209, 0.0890209, 0.130947, 0.0890209
14.7626, 0.334283, 0.132231, 0.0888364, 1.52784, 0.202052, 0.0888364, 0, 0.0888364, 0.0888364, 0.0888364, 0.0888364, 0.0888364, 0.0888364, 0.0888364, 0.0888364, 0.0888364, 0.0888364, 0.0888364, 0.0888364, 0.0888376, 0.0888364, 0.0888364, 0.13223, 0.0888364
14.7705, 1.32193, 0.134445, 0.0886521, 1.82262, 1.18749, 0.0886521, 0, 0.0886521, 0.0886521, 0.0886521, 0.0886521, 0.0886521, 0.0886521, 0.0886521, 0.0886521, 0.0886521, 0.0886521, 0.0886521, 0.0886521, 0.0886533, 0.0886521, 0.0886521, 0.134444, 0.0886521
14.7783, 2.33656, 0.137637, 0.0885505, 2.08244, 2.19892, 0.0885505, 0, 0.0885505, 0.0885505, 0.0885505, 0.0885505, 0.0885505, 0.0885505, 0.0885505, 0.0885505, 0.0885505, 0.0885505, 0.0885505, 0.0885505, 0.0885516, 0.0885505, 0.0885505, 0.137636, 0.0885505
14.7862, 1.34151, 0.141649, 0.0884185, 1.82798, 1.19986, 0.0884185, 0, 0.0884185, 0.0884185, 0.0884185, 0.0884185, 0.0884185, 0.0884185, 0.0884185, 0.0884185, 0.0884185, 0.0884185, 0.0884185, 0.0884185, 0.0884197, 0.0884185, 0.0884185, 0.141648, 0.0884185
