   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_525.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.00287652, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0049858, 0, 4.8314e-18, 0, 1.41421, -4.8314e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.94967e-21, 0, 4.159e-19, 0, 4.40855e-18, 0, 0, 0
0.0128481, 0, 9.0135e-18, 0, 1.41421, -9.0135e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.31366e-20, 0, 7.90308e-19, 0, 8.21006e-18, 0, 0, 0
0.0207104, 0, 1.66837e-17, 0, 1.41421, -1.66837e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.46397e-20, 0, 1.4903e-18, 0, 1.51687e-17, 0, 0, 0
0.0285728, 0, 3.06437e-17, 0, 1.41421, -3.06437e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.58666e-20, 0, 2.7894e-18, 0, 2.78084e-17, 0, 0, 0
0.0364351, 0, 5.58615e-17, 0, 1.41421, -5.58615e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.47495e-20, 0, 5.18312e-18, 0, 5.05936e-17, 0, 0, 0
0.0442974, 0, 1.01081e-16, 0, 1.41421, -1.01081e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.55464e-19, 0, 9.5634e-18, 0, 9.13623e-17, 0, 0, 0
0.0521597, 0, 1.81582e-16, 0, 1.41421, -1.81582e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.83157e-19, 0, 1.75237e-17, 0, 1.63775e-16, 0, 0, 0
0.060022, 0, 3.23869e-16, 0, 1.41421, -3.23869e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.12131e-19, 0, 3.18931e-17, 0, 2.91464e-16, 0, 0, 0
0.0678844, 0, 5.73611e-16, 0, 1.41421, -5.73611e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.19915e-19, 0, 5.76622e-17, 0, 5.15029e-16, 0, 0, 0
0.0757467, 0, 1.00893e-15, 0, 1.41421, -1.00893e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.64124e-18, 0, 1.03578e-16, 0, 9.03712e-16, 0, 0, 0
0.083609, 0, 1.76257e-15, 0, 1.41421, -1.76257e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.90872e-18, 0, 1.84876e-16, 0, 1.57478e-15, 0, 0, 0
0.0914713, 0, 3.05852e-15, 0, 1.41421, -3.05852e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.12126e-18, 0, 3.27932e-16, 0, 2.72547e-15, 0, 0, 0
