   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_834.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup
-0.00753927, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.000327711, 0, 4.53945e-20, 0, 1.41421, -4.53945e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.05526e-23, 0, 0, 0, 1.26582e-20, 0, 3.26858e-20, 0, 0
0.00819469, 0, 9.36952e-20, 0, 1.41421, -9.36952e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.03808e-22, 0, 0, 0, 2.64722e-20, 0, 6.71192e-20, 0, 0
0.0160617, 0, 1.91324e-19, 0, 1.41421, -1.91324e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.10881e-22, 0, 0, 0, 5.47646e-20, 0, 1.36349e-19, 0, 0
0.0239286, 0, 3.86655e-19, 0, 1.41421, -3.86655e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.23948e-22, 0, 0, 0, 1.1212e-19, 0, 2.74112e-19, 0, 0
0.0317956, 0, 7.7362e-19, 0, 1.41421, -7.7362e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.43727e-22, 0, 0, 0, 2.27248e-19, 0, 5.45528e-19, 0, 0
0.0396626, 0, 1.5329e-18, 0, 1.41421, -1.5329e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.66276e-21, 0, 0, 0, 4.56147e-19, 0, 1.07509e-18, 0, 0
0.0475296, 0, 3.00888e-18, 0, 1.41421, -3.00888e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.24572e-21, 0, 0, 0, 9.0705e-19, 0, 2.09858e-18, 0, 0
0.0553966, 0, 5.85211e-18, 0, 1.41421, -5.85211e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.27699e-21, 0, 0, 0, 1.78732e-18, 0, 4.05851e-18, 0, 0
0.0632636, 0, 1.12808e-17, 0, 1.41421, -1.12808e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.20295e-20, 0, 0, 0, 3.49089e-18, 0, 7.7779e-18, 0, 0
0.0711305, 0, 2.15567e-17, 0, 1.41421, -2.15567e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.28499e-20, 0, 0, 0, 6.75984e-18, 0, 1.47741e-17, 0, 0
0.0789975, 0, 4.13951e-17, 0, 1.41421, -4.13951e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.35421e-20, 0, 0, 0, 1.31986e-17, 0, 2.8153e-17, 0, 0
0.0868645, 0, 7.76805e-17, 0, 1.41421, -7.76805e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.11923e-20, 0, 0, 0, 2.51029e-17, 0, 5.24964e-17, 0, 0
0.0947315, 0, 1.44606e-16, 0, 1.41421, -1.44606e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.50154e-19, 0, 0, 0, 4.73713e-17, 0, 9.70847e-17, 0, 0
0.102598, 0, 2.6708e-16, 0, 1.41421, -2.6708e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.75443e-19, 0, 0, 0, 8.87112e-17, 0, 1.78093e-16, 0, 0
0.110465, 0, 4.89482e-16, 0, 1.41421, -4.89482e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.01253e-19, 0, 0, 0, 1.64886e-16, 0, 3.24095e-16, 0, 0
0.118332, 0, 8.90292e-16, 0, 1.41421, -8.90292e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.05024e-19, 0, 0, 0, 3.04225e-16, 0, 5.85161e-16, 0, 0
0.126199, 0, 1.60725e-15, 0, 1.41421, -1.60725e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.62139e-18, 0, 0, 0, 5.57283e-16, 0, 1.04834e-15, 0, 0
0.134066, 0, 2.8803e-15, 0, 1.41421, -2.8803e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.88256e-18, 0, 0, 0, 1.01364e-15, 0, 1.86378e-15, 0, 0
0.141933, 0, 5.12448e-15, 0, 1.41421, -5.12448e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.08599e-18, 0, 0, 0, 1.83093e-15, 0, 3.28846e-15, 0, 0
0.1498, 0, 9.05239e-15, 0, 1.41421, -9.05239e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.90664e-18, 0, 0, 0, 3.28469e-15, 0, 5.75878e-15, 0, 0
0.157667, 0, 1.5879e-14, 0, 1.41421, -1.5879e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5482e-17, 0, 0, 0, 5.8533e-15, 0, 1.00102e-14, 0, 0
0.165534, 0, 2.76613e-14, 0, 1.41421, -2.76613e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.67144e-17, 0, 0, 0, 1.03619e-14, 0, 1.72728e-14, 0, 0
0.173401, 0, 4.78578e-14, 0, 1.41421, -4.78578e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.57613e-17, 0, 0, 0, 1.82242e-14, 0, 2.95879e-14, 0, 0
0.181268, 0, 8.22438e-14, 0, 1.41421, -8.22438e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.7824e-17, 0, 0, 0, 3.18475e-14, 0, 5.03184e-14, 0, 0
0.189135, 0, 1.40399e-13, 0, 1.41421, -1.40399e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.31406e-16, 0, 0, 0, 5.53052e-14, 0, 8.49624e-14, 0, 0
0.197002, 0, 2.38111e-13, 0, 1.41421, -2.38111e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.20307e-16, 0, 0, 0, 9.5449e-14, 0, 1.42441e-13, 0, 0
0.204869, 0, 4.01224e-13, 0, 1.41421, -4.01224e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.66754e-16, 0, 0, 0, 1.63734e-13, 0, 2.37124e-13, 0, 0
0.212736, 0, 6.71782e-13, 0, 1.41421, -6.71782e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.06282e-16, 0, 0, 0, 2.79193e-13, 0, 3.91982e-13, 0, 0
0.220603, 0, 1.11774e-12, 0, 1.41421, -1.11774e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.95285e-16, 0, 0, 0, 4.73277e-13, 0, 6.43468e-13, 0, 0
0.22847, 0, 1.84829e-12, 0, 1.41421, -1.84829e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.62261e-15, 0, 0, 0, 7.97666e-13, 0, 1.049e-12, 0, 0
0.236337, 0, 3.0378e-12, 0, 1.41421, -3.0378e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.62718e-15, 0, 0, 0, 1.33681e-12, 0, 1.69837e-12, 0, 0
0.244204, 0, 4.96315e-12, 0, 1.41421, -4.96315e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.22469e-15, 0, 0, 0, 2.22801e-12, 0, 2.73091e-12, 0, 0
0.252071, 0, 8.06148e-12, 0, 1.41421, -8.06148e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.74754e-15, 0, 0, 0, 3.69338e-12, 0, 4.36136e-12, 0, 0
0.259938, 0, 1.30193e-11, 0, 1.41421, -1.30193e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.07043e-14, 0, 0, 0, 6.0905e-12, 0, 6.91813e-12, 0, 0
0.267805, 0, 2.09092e-11, 0, 1.41421, -2.09092e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.68676e-14, 0, 0, 0, 9.9925e-12, 0, 1.08999e-11, 0, 0
0.275672, 0, 3.33988e-11, 0, 1.41421, -3.33988e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.64023e-14, 0, 0, 0, 1.63141e-11, 0, 1.70583e-11, 0, 0
0.283539, 0, 5.30689e-11, 0, 1.41421, -5.30689e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.10529e-14, 0, 0, 0, 2.65097e-11, 0, 2.65181e-11, 0, 0
0.291406, 0, 8.38973e-11, 1.35926e-43, 1.41421, -8.38973e-11, 1.35926e-43, 0, 1.35926e-43, 1.35926e-43, 1.35926e-43, 1.35926e-43, 1.35926e-43, 1.35926e-43, 1.35926e-43, 1.35926e-43, 1.35926e-43, 6.34128e-14, 1.35926e-43, 1.35926e-43, 1.35926e-43, 4.28833e-11, 1.35926e-43, 4.09506e-11, 1.35926e-43, 1.35926e-43
0.299273, 0, 1.31991e-10, 2.42845e-42, 1.41421, -1.31991e-10, 2.42845e-42, 0, 2.42845e-42, 2.42845e-42, 2.42845e-42, 2.42845e-42, 2.42845e-42, 2.42845e-42, 2.42845e-42, 2.42845e-42, 2.42845e-42, 9.73105e-14, 2.42845e-42, 2.42845e-42, 2.42845e-42, 6.90734e-11, 2.42845e-42, 6.28201e-11, 2.42845e-42, 2.42845e-42
0.30714, 0, 2.06693e-10, 3.59699e-41, 1.41421, -2.06693e-10, 3.59699e-41, 0, 3.59699e-41, 3.59699e-41, 3.59699e-41, 3.59699e-41, 3.59699e-41, 3.59699e-41, 3.59699e-41, 3.59699e-41, 3.59699e-41, 1.48358e-13, 3.59699e-41, 3.59699e-41, 3.59699e-41, 1.10809e-10, 3.59699e-41, 9.57354e-11, 3.59699e-41, 3.59699e-41
0.315007, 0, 3.22258e-10, 4.6784e-40, 1.41421, -3.22258e-10, 4.6784e-40, 0, 4.6784e-40, 4.6784e-40, 4.6784e-40, 4.6784e-40, 4.6784e-40, 4.6784e-40, 4.6784e-40, 4.6784e-40, 4.6784e-40, 2.24723e-13, 4.6784e-40, 4.6784e-40, 4.6784e-40, 1.77091e-10, 4.6784e-40, 1.44943e-10, 4.6784e-40, 4.6784e-40
0.322874, 0, 5.00375e-10, 5.45038e-39, 1.41421, -5.00375e-10, 5.45038e-39, 0, 5.45038e-39, 5.45038e-39, 5.45038e-39, 5.45038e-39, 5.45038e-39, 5.45038e-39, 5.45038e-39, 5.45038e-39, 5.45038e-39, 3.38216e-13, 5.45038e-39, 5.45038e-39, 5.45038e-39, 2.82024e-10, 5.45038e-39, 2.18013e-10, 5.45038e-39, 5.45038e-39
0.330741, 0, 7.73979e-10, 5.737e-38, 1.41421, -7.73979e-10, 5.737e-38, 0, 5.737e-38, 5.737e-38, 5.737e-38, 5.737e-38, 5.737e-38, 5.737e-38, 5.737e-38, 5.737e-38, 5.737e-38, 5.0579e-13, 5.737e-38, 5.737e-38, 5.737e-38, 4.47676e-10, 5.737e-38, 3.25797e-10, 5.737e-38, 5.737e-38
0.338608, 0, 1.193e-09, 5.4741e-37, 1.41421, -1.193e-09, 5.4741e-37, 0, 5.4741e-37, 5.4741e-37, 5.4741e-37, 5.4741e-37, 5.4741e-37, 5.4741e-37, 5.4741e-37, 5.4741e-37, 5.4741e-37, 7.51625e-13, 5.4741e-37, 5.4741e-37, 5.4741e-37, 7.08521e-10, 5.4741e-37, 4.8373e-10, 5.4741e-37, 5.4741e-37
0.346475, 0, 1.83306e-09, 4.76777e-36, 1.41421, -1.83306e-09, 4.76777e-36, 0, 4.76777e-36, 4.76777e-36, 4.76777e-36, 4.76777e-36, 4.76777e-36, 4.76777e-36, 4.76777e-36, 4.76777e-36, 4.76777e-36, 1.10997e-12, 4.76777e-36, 4.76777e-36, 4.76777e-36, 1.11833e-09, 4.76777e-36, 7.13619e-10, 4.76777e-36, 4.76777e-36
0.354342, 0, 2.80857e-09, 3.80647e-35, 1.41421, -2.80857e-09, 3.80647e-35, 0, 3.80647e-35, 3.80647e-35, 3.80647e-35, 3.80647e-35, 3.80647e-35, 3.80647e-35, 3.80647e-35, 3.80647e-35, 3.80647e-35, 1.62903e-12, 3.80647e-35, 3.80647e-35, 3.80647e-35, 1.76089e-09, 3.80647e-35, 1.04605e-09, 3.80647e-35, 3.80647e-35
0.362209, 0, 4.29259e-09, 2.79799e-34, 1.41421, -4.29259e-09, 2.79799e-34, 0, 2.79799e-34, 2.79799e-34, 2.79799e-34, 2.79799e-34, 2.79799e-34, 2.79799e-34, 2.79799e-34, 2.79799e-34, 2.79799e-34, 2.37619e-12, 2.79799e-34, 2.79799e-34, 2.79799e-34, 2.7666e-09, 2.79799e-34, 1.52362e-09, 2.79799e-34, 2.79799e-34
0.370076, 0, 6.54682e-09, 1.87439e-33, 1.41421, -6.54682e-09, 1.87439e-33, 0, 1.87439e-33, 1.87439e-33, 1.87439e-33, 1.87439e-33, 1.87439e-33, 1.87439e-33, 1.87439e-33, 1.87439e-33, 1.87439e-33, 3.44508e-12, 1.87439e-33, 1.87439e-33, 1.87439e-33, 4.33814e-09, 1.87439e-33, 2.20524e-09, 1.87439e-33, 1.87439e-33
0.377943, 0, 9.967e-09, 1.06636e-32, 1.41421, -9.967e-09, 1.06636e-32, 0, 1.06636e-32, 1.06636e-32, 1.06636e-32, 1.06636e-32, 1.06636e-32, 1.06636e-32, 1.06636e-32, 1.06636e-32, 1.06636e-32, 4.965e-12, 1.06636e-32, 1.06636e-32, 1.06636e-32, 6.79021e-09, 1.06636e-32, 3.17183e-09, 1.06636e-32, 1.06636e-32
0.38581, 0, 1.51514e-08, 6.30719e-32, 1.41421, -1.51514e-08, 6.30719e-32, 0, 6.30719e-32, 6.30719e-32, 6.30719e-32, 6.30719e-32, 6.30719e-32, 6.30719e-32, 6.30719e-32, 6.30719e-32, 6.30719e-32, 7.11334e-12, 6.30719e-32, 6.30719e-32, 6.30719e-32, 1.06106e-08, 6.30719e-32, 4.53372e-09, 6.30719e-32, 6.30719e-32
0.393677, 0, 2.30046e-08, 3.30999e-31, 1.41421, -2.30046e-08, 3.30999e-31, 0, 3.30999e-31, 3.30999e-31, 3.30999e-31, 3.30999e-31, 3.30999e-31, 3.30999e-31, 3.30999e-31, 3.30999e-31, 3.30999e-31, 1.01322e-11, 3.30999e-31, 3.30999e-31, 3.30999e-31, 1.65541e-08, 3.30999e-31, 6.44038e-09, 3.30999e-31, 3.30999e-31
0.401544, 0, 3.48932e-08, 1.71909e-30, 1.41421, -3.48932e-08, 1.71909e-30, 0, 1.71909e-30, 1.71909e-30, 1.71909e-30, 1.71909e-30, 1.71909e-30, 1.71909e-30, 1.71909e-30, 1.71909e-30, 1.71909e-30, 1.43497e-11, 1.71909e-30, 1.71909e-30, 1.71909e-30, 2.5786e-08, 1.71909e-30, 9.09282e-09, 1.71909e-30, 1.71909e-30
0.409411, 0, 5.28802e-08, 8.54285e-30, 1.41421, -5.28802e-08, 8.54285e-30, 0, 8.54285e-30, 8.54285e-30, 8.54285e-30, 8.54285e-30, 8.54285e-30, 8.54285e-30, 8.54285e-30, 8.54285e-30, 8.54285e-30, 2.02086e-11, 8.54285e-30, 8.54285e-30, 8.54285e-30, 4.01004e-08, 8.54285e-30, 1.27596e-08, 8.54285e-30, 8.54285e-30
0.417278, 0, 8.01088e-08, 8.21534e-29, 1.41421, -8.01088e-08, 8.21534e-29, 0, 8.21534e-29, 8.21534e-29, 8.21534e-29, 8.21534e-29, 8.21534e-29, 8.21534e-29, 8.21534e-29, 8.21534e-29, 8.21534e-29, 2.83034e-11, 8.21534e-29, 8.21534e-29, 8.21534e-29, 6.2283e-08, 8.21534e-29, 1.77974e-08, 8.21534e-29, 8.21534e-29
0.425145, 0, 1.21204e-07, 3.59037e-28, 1.41421, -1.21204e-07, 3.59037e-28, 0, 3.59037e-28, 3.59037e-28, 3.59037e-28, 3.59037e-28, 3.59037e-28, 3.59037e-28, 3.59037e-28, 3.59037e-28, 3.59037e-28, 3.94251e-11, 3.59037e-28, 3.59037e-28, 3.59037e-28, 9.64889e-08, 3.59037e-28, 2.46756e-08, 3.59037e-28, 3.59037e-28
