   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_144.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Cr_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.00220208, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00566932, 0, 3.66422e-19, 0, 1.41421, -3.66422e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.00791e-21, 0, 0, 4.80477e-24, 8.8697e-21, 0, 3.55539e-19, 0, 0
0.0135407, 0, 7.23416e-19, 0, 1.41421, -7.23416e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.9624e-21, 0, 0, 9.62248e-24, 1.78251e-20, 0, 7.01619e-19, 0, 0
0.0214121, 0, 1.41456e-18, 0, 1.41421, -1.41456e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.74453e-21, 0, 0, 1.90898e-23, 3.54822e-20, 0, 1.37132e-18, 0, 0
0.0292835, 0, 2.74039e-18, 0, 1.41421, -2.74039e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.49962e-20, 0, 0, 3.75269e-23, 6.99828e-20, 0, 2.65537e-18, 0, 0
0.037155, 0, 5.26103e-18, 0, 1.41421, -5.26103e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.87762e-20, 0, 0, 7.31193e-23, 1.36807e-19, 0, 5.09538e-18, 0, 0
0.0450264, 0, 1.00116e-17, 0, 1.41421, -1.00116e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.4733e-20, 0, 0, 1.41245e-22, 2.65144e-19, 0, 9.69154e-18, 0, 0
0.0528978, 0, 1.88885e-17, 0, 1.41421, -1.88885e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.03211e-19, 0, 0, 2.70557e-22, 5.09595e-19, 0, 1.82754e-17, 0, 0
0.0607692, 0, 3.53381e-17, 0, 1.41421, -3.53381e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.92993e-19, 0, 0, 5.14021e-22, 9.71487e-19, 0, 3.41731e-17, 0, 0
0.0686406, 0, 6.55719e-17, 0, 1.41421, -6.55719e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.57914e-19, 0, 0, 9.68765e-22, 1.83744e-18, 0, 6.33756e-17, 0, 0
0.076512, 0, 1.20695e-16, 0, 1.41421, -1.20695e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.58424e-19, 0, 0, 1.81153e-21, 3.44859e-18, 0, 1.16587e-16, 0, 0
0.0843834, 0, 2.20407e-16, 0, 1.41421, -2.20407e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.20167e-18, 0, 0, 3.36145e-21, 6.42392e-18, 0, 2.12778e-16, 0, 0
0.0922548, 0, 3.99377e-16, 0, 1.41421, -3.99377e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.17607e-18, 0, 0, 6.19052e-21, 1.18786e-17, 0, 3.85316e-16, 0, 0
0.100126, 0, 7.18153e-16, 0, 1.41421, -7.18153e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.91047e-18, 0, 0, 1.13163e-20, 2.18076e-17, 0, 6.92424e-16, 0, 0
0.107998, 0, 1.28167e-15, 0, 1.41421, -1.28167e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.97423e-18, 0, 0, 2.05357e-20, 3.97549e-17, 0, 1.23492e-15, 0, 0
0.115869, 0, 2.27044e-15, 0, 1.41421, -2.27044e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.23459e-17, 0, 0, 3.69992e-20, 7.19744e-17, 0, 2.18608e-15, 0, 0
0.12374, 0, 3.99263e-15, 0, 1.41421, -3.99263e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.16945e-17, 0, 0, 6.61911e-20, 1.29428e-16, 0, 3.84144e-15, 0, 0
0.131612, 0, 6.97053e-15, 0, 1.41421, -6.97053e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.78459e-17, 0, 0, 1.17592e-19, 2.31204e-16, 0, 6.70136e-15, 0, 0
0.139483, 0, 1.20827e-14, 0, 1.41421, -1.20827e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.55481e-17, 0, 0, 2.07472e-19, 4.10326e-16, 0, 1.16066e-14, 0, 0
0.147355, 0, 2.07963e-14, 0, 1.41421, -2.07963e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.12722e-16, 0, 0, 3.63579e-19, 7.23572e-16, 0, 1.99597e-14, 0, 0
0.155226, 0, 3.55442e-14, 0, 1.41421, -3.55442e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.92485e-16, 0, 0, 6.32903e-19, 1.26794e-15, 0, 3.40831e-14, 0, 0
0.163097, 0, 6.03307e-14, 0, 1.41421, -6.03307e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.264e-16, 0, 0, 1.09449e-18, 2.20814e-15, 0, 5.77951e-14, 0, 0
0.170969, 0, 1.01701e-13, 0, 1.41421, -1.01701e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.49663e-16, 0, 0, 1.88047e-18, 3.82213e-15, 0, 9.73274e-14, 0, 0
0.17884, 0, 1.70276e-13, 0, 1.41421, -1.70276e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.19302e-16, 0, 0, 3.21021e-18, 6.57619e-15, 0, 1.62777e-13, 0, 0
0.186712, 0, 2.83627e-13, 0, 1.41421, -2.83627e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.52942e-15, 0, 0, 5.46176e-18, 1.12894e-14, 0, 2.70803e-13, 0, 0
0.194583, 0, 4.68429e-13, 0, 1.41421, -4.68429e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.52291e-15, 0, 0, 9.20555e-18, 1.91925e-14, 0, 4.46705e-13, 0, 0
0.202455, 0, 7.68535e-13, 0, 1.41421, -7.68535e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.13399e-15, 0, 0, 1.54216e-17, 3.24434e-14, 0, 7.31942e-13, 0, 0
0.210326, 0, 1.25264e-12, 0, 1.41421, -1.25264e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.72892e-15, 0, 0, 2.56815e-17, 5.45379e-14, 0, 1.19135e-12, 0, 0
0.218197, 0, 2.02839e-12, 0, 1.41421, -2.02839e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.08805e-14, 0, 0, 4.25182e-17, 9.11783e-14, 0, 1.92629e-12, 0, 0
0.226069, 0, 3.26333e-12, 0, 1.41421, -3.26333e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.74782e-14, 0, 0, 6.99947e-17, 1.51617e-13, 0, 3.09416e-12, 0, 0
0.23394, 0, 5.21638e-12, 0, 1.41421, -5.21638e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.78933e-14, 0, 0, 1.14591e-16, 2.50792e-13, 0, 4.93758e-12, 0, 0
0.241812, 0, 8.28512e-12, 0, 1.41421, -8.28512e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.42261e-14, 0, 0, 1.86596e-16, 4.12706e-13, 0, 7.828e-12, 0, 0
0.249683, 0, 1.30758e-11, 0, 1.41421, -1.30758e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.967e-14, 0, 0, 3.0228e-16, 6.75742e-13, 0, 1.23301e-11, 0, 0
0.257554, 0, 2.05067e-11, 0, 1.41421, -2.05067e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.09048e-13, 0, 0, 4.87262e-16, 1.10102e-12, 0, 1.92961e-11, 0, 0
0.265426, 0, 3.19597e-11, 0, 1.41421, -3.19597e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.69593e-13, 0, 0, 7.81742e-16, 1.78542e-12, 0, 3.00039e-11, 0, 0
0.273297, 0, 4.95005e-11, 0, 1.41421, -4.95005e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.62079e-13, 0, 0, 1.24862e-15, 2.88196e-12, 0, 4.63552e-11, 0, 0
0.281169, 0, 7.61977e-11, 1.12104e-44, 1.41421, -7.61977e-11, 1.12104e-44, 0, 1.12104e-44, 1.12104e-44, 1.12104e-44, 1.12104e-44, 1.12104e-44, 1.12104e-44, 1.12104e-44, 1.12104e-44, 4.02446e-13, 1.12104e-44, 1.12104e-44, 1.98607e-15, 4.63141e-12, 1.12104e-44, 7.11619e-11, 1.12104e-44, 1.12104e-44
0.28904, 0, 1.16579e-10, 1.97583e-43, 1.41421, -1.16579e-10, 1.97583e-43, 0, 1.97583e-43, 1.97583e-43, 1.97583e-43, 1.97583e-43, 1.97583e-43, 1.97583e-43, 1.97583e-43, 1.97583e-43, 6.14114e-13, 1.97583e-43, 1.97583e-43, 3.14697e-15, 7.41126e-12, 1.97583e-43, 1.08551e-10, 1.97583e-43, 1.97583e-43
0.296911, 0, 1.77287e-10, 2.87827e-42, 1.41421, -1.77287e-10, 2.87827e-42, 0, 2.87827e-42, 2.87827e-42, 2.87827e-42, 2.87827e-42, 2.87827e-42, 2.87827e-42, 2.87827e-42, 2.87827e-42, 9.31265e-13, 2.87827e-42, 2.87827e-42, 4.96914e-15, 1.18117e-11, 2.87827e-42, 1.64539e-10, 2.87827e-42, 2.87827e-42
0.304783, 0, 2.68001e-10, 3.85343e-41, 1.41421, -2.68001e-10, 3.85343e-41, 0, 3.85343e-41, 3.85343e-41, 3.85343e-41, 3.85343e-41, 3.85343e-41, 3.85343e-41, 3.85343e-41, 3.85343e-41, 1.40345e-12, 3.85343e-41, 3.85343e-41, 7.82211e-15, 1.87526e-11, 3.85343e-41, 2.47837e-10, 3.85343e-41, 3.85343e-41
0.312654, 0, 4.02748e-10, 4.63461e-40, 1.41421, -4.02748e-10, 4.63461e-40, 0, 4.63461e-40, 4.63461e-40, 4.63461e-40, 4.63461e-40, 4.63461e-40, 4.63461e-40, 4.63461e-40, 4.63461e-40, 2.10205e-12, 4.63461e-40, 4.63461e-40, 1.22799e-14, 2.96648e-11, 4.63461e-40, 3.70969e-10, 4.63461e-40, 4.63461e-40
0.320526, 0, 6.01733e-10, 5.02456e-39, 1.41421, -6.01733e-10, 5.02456e-39, 0, 5.02456e-39, 5.02456e-39, 5.02456e-39, 5.02456e-39, 5.02456e-39, 5.02456e-39, 5.02456e-39, 5.02456e-39, 3.12918e-12, 5.02456e-39, 5.02456e-39, 1.92343e-14, 4.67682e-11, 5.02456e-39, 5.51816e-10, 5.02456e-39, 5.02456e-39
0.328397, 0, 8.93898e-10, 4.93053e-38, 1.41421, -8.93898e-10, 4.93053e-38, 0, 4.93053e-38, 4.93053e-38, 4.93053e-38, 4.93053e-38, 4.93053e-38, 4.93053e-38, 4.93053e-38, 4.93053e-38, 4.62997e-12, 4.93053e-38, 4.93053e-38, 3.0071e-14, 7.3501e-11, 4.93053e-38, 8.15737e-10, 4.93053e-38, 4.93053e-38
