   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_307.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.00964656, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00178463, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0060773, 0, 5.86589e-15, 0, 1.41421, -5.86589e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.48238e-17, 0, 0, 6.78129e-17, 0, 1.20672e-18, 0, 5.73205e-15, 0, 0
0.0139392, 0, 9.13232e-15, 0, 1.41421, -9.13232e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.00899e-16, 0, 0, 1.07529e-16, 0, 1.93702e-18, 0, 8.92196e-15, 0, 0
0.0218011, 0, 1.41528e-14, 0, 1.41421, -1.41528e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.56331e-16, 0, 0, 1.69757e-16, 0, 3.09658e-18, 0, 1.38236e-14, 0, 0
0.0296631, 0, 2.18338e-14, 0, 1.41421, -2.18338e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.4112e-16, 0, 0, 2.66839e-16, 0, 4.9303e-18, 0, 2.13209e-14, 0, 0
0.037525, 0, 3.35321e-14, 0, 1.41421, -3.35321e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.7022e-16, 0, 0, 4.17645e-16, 0, 7.81845e-18, 0, 3.27365e-14, 0, 0
0.0453869, 0, 5.12684e-14, 0, 1.41421, -5.12684e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.65902e-16, 0, 0, 6.50919e-16, 0, 1.23492e-17, 0, 5.00392e-14, 0, 0
0.0532489, 0, 7.80383e-14, 0, 1.41421, -7.80383e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.61171e-16, 0, 0, 1.01026e-15, 0, 1.94288e-17, 0, 7.61474e-14, 0, 0
0.0611108, 0, 1.18263e-13, 0, 1.41421, -1.18263e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.30472e-15, 0, 0, 1.56151e-15, 0, 3.04474e-17, 0, 1.15366e-13, 0, 0
