   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_90.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
0.00333996, 0, 5.15766e-19, 0, 1.41421, -5.15766e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.57257e-21, 0, 0, 7.69936e-24, 8.33096e-23, 0, 5.12102e-19, 0, 0
0.0112017, 0, 1.00144e-18, 0, 1.41421, -1.00144e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.93671e-21, 0, 0, 1.52088e-23, 1.64486e-22, 0, 9.94327e-19, 0, 0
0.0190635, 0, 1.92722e-18, 0, 1.41421, -1.92722e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.33493e-20, 0, 0, 2.97777e-23, 3.21938e-22, 0, 1.91352e-18, 0, 0
0.0269252, 0, 3.67684e-18, 0, 1.41421, -3.67684e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.54683e-20, 0, 0, 5.78033e-23, 6.24805e-22, 0, 3.65069e-18, 0, 0
0.034787, 0, 6.95576e-18, 0, 1.41421, -6.95576e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.81801e-20, 0, 0, 1.1127e-22, 1.20269e-21, 0, 6.90627e-18, 0, 0
0.0426488, 0, 1.30506e-17, 0, 1.41421, -1.30506e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.03964e-20, 0, 0, 2.1245e-22, 2.29669e-21, 0, 1.29577e-17, 0, 0
0.0505105, 0, 2.42887e-17, 0, 1.41421, -2.42887e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.68238e-19, 0, 0, 4.02413e-22, 4.35192e-21, 0, 2.41157e-17, 0, 0
0.0583723, 0, 4.48477e-17, 0, 1.41421, -4.48477e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.10641e-19, 0, 0, 7.56313e-22, 8.18423e-21, 0, 4.45281e-17, 0, 0
0.066234, 0, 8.21682e-17, 0, 1.41421, -8.21682e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.69142e-19, 0, 0, 1.41063e-21, 1.52782e-20, 0, 8.15824e-17, 0, 0
0.0740958, 0, 1.49402e-16, 0, 1.41421, -1.49402e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.03483e-18, 0, 0, 2.61142e-21, 2.83164e-20, 0, 1.48336e-16, 0, 0
0.0819575, 0, 2.69619e-16, 0, 1.41421, -2.69619e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.86751e-18, 0, 0, 4.79897e-21, 5.21131e-20, 0, 2.67695e-16, 0, 0
0.0898193, 0, 4.8299e-16, 0, 1.41421, -4.8299e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.34541e-18, 0, 0, 8.75554e-21, 9.5249e-20, 0, 4.7954e-16, 0, 0
0.0976811, 0, 8.58948e-16, 0, 1.41421, -8.58948e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.94944e-18, 0, 0, 1.58612e-20, 1.72919e-19, 0, 8.5281e-16, 0, 0
0.105543, 0, 1.51663e-15, 0, 1.41421, -1.51663e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.05047e-17, 0, 0, 2.85333e-20, 3.11851e-19, 0, 1.50578e-15, 0, 0
0.113405, 0, 2.65898e-15, 0, 1.41421, -2.65898e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.84171e-17, 0, 0, 5.09774e-20, 5.58769e-19, 0, 2.63996e-15, 0, 0
0.121266, 0, 4.62927e-15, 0, 1.41421, -4.62927e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.20637e-17, 0, 0, 9.04595e-20, 9.94825e-19, 0, 4.59612e-15, 0, 0
0.129128, 0, 8.00396e-15, 0, 1.41421, -8.00396e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.54376e-17, 0, 0, 1.59449e-19, 1.7601e-18, 0, 7.94661e-15, 0, 0
0.13699, 0, 1.37443e-14, 0, 1.41421, -1.37443e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.51964e-17, 0, 0, 2.79209e-19, 3.09494e-18, 0, 1.36458e-14, 0, 0
0.144852, 0, 2.34421e-14, 0, 1.41421, -2.34421e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.62364e-16, 0, 0, 4.85751e-19, 5.40914e-18, 0, 2.32738e-14, 0, 0
0.152713, 0, 3.97148e-14, 0, 1.41421, -3.97148e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.75071e-16, 0, 0, 8.39677e-19, 9.39745e-18, 0, 3.94295e-14, 0, 0
0.160575, 0, 6.68367e-14, 0, 1.41421, -6.68367e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.6292e-16, 0, 0, 1.44232e-18, 1.62306e-17, 0, 6.63561e-14, 0, 0
0.168437, 0, 1.1174e-13, 0, 1.41421, -1.1174e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.73921e-16, 0, 0, 2.46204e-18, 2.78699e-17, 0, 1.10935e-13, 0, 0
0.176299, 0, 1.85588e-13, 0, 1.41421, -1.85588e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2854e-15, 0, 0, 4.17692e-18, 4.75832e-17, 0, 1.84251e-13, 0, 0
0.18416, 0, 3.06241e-13, 0, 1.41421, -3.06241e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.12107e-15, 0, 0, 7.04337e-18, 8.0789e-17, 0, 3.04032e-13, 0, 0
0.192022, 0, 5.02071e-13, 0, 1.41421, -5.02071e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.47744e-15, 0, 0, 1.18062e-17, 1.36411e-16, 0, 4.98445e-13, 0, 0
0.199884, 0, 8.17848e-13, 0, 1.41421, -8.17848e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.66465e-15, 0, 0, 1.96739e-17, 2.2908e-16, 0, 8.11935e-13, 0, 0
0.207746, 0, 1.32374e-12, 0, 1.41421, -1.32374e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.16877e-15, 0, 0, 3.25963e-17, 3.82649e-16, 0, 1.31415e-12, 0, 0
0.215607, 0, 2.12895e-12, 0, 1.41421, -2.12895e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.47465e-14, 0, 0, 5.3703e-17, 6.35818e-16, 0, 2.11352e-12, 0, 0
0.223469, 0, 3.40236e-12, 0, 1.41421, -3.40236e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.35679e-14, 0, 0, 8.79924e-17, 1.05106e-15, 0, 3.37765e-12, 0, 0
0.231331, 0, 5.40329e-12, 0, 1.41421, -5.40329e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.74303e-14, 0, 0, 1.43407e-16, 1.72874e-15, 0, 5.36399e-12, 0, 0
0.239193, 0, 8.52727e-12, 0, 1.41421, -8.52727e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.90756e-14, 0, 0, 2.3251e-16, 2.82938e-15, 0, 8.46513e-12, 0, 0
0.247054, 0, 1.33736e-11, 0, 1.41421, -1.33736e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.26593e-14, 0, 0, 3.75097e-16, 4.60855e-15, 0, 1.3276e-11, 0, 0
0.254916, 0, 2.08442e-11, 0, 1.41421, -2.08442e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.44437e-13, 0, 0, 6.02231e-16, 7.47151e-15, 0, 2.06917e-11, 0, 0
0.262778, 0, 3.22873e-11, 0, 1.41421, -3.22873e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.23766e-13, 0, 0, 9.62505e-16, 1.20584e-14, 0, 3.20505e-11, 0, 0
0.27064, 0, 4.97045e-11, 0, 1.41421, -4.97045e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.44544e-13, 0, 0, 1.53168e-15, 1.93764e-14, 0, 4.93391e-11, 0, 0
0.278502, 0, 7.60484e-11, 0, 1.41421, -7.60484e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.27286e-13, 0, 0, 2.42764e-15, 3.10055e-14, 0, 7.54877e-11, 0, 0
