   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_159.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
15.9957, 0, 0.474628, 0.472686, 1.41421, -0.474628, 0, 0.472686, 0.472686, 0.472686, 0.472686, 0.472686, 0.472686, 0.472686, 0.472686, 0.472686, 0.472686, 0.472686, 0.472686, 0.472686, 0.472686, 0.472688, 0.472686, 0.474626, 0.472686, 0.472686
16.0036, 1.28476, 0.470693, 0.468705, 1.81239, 0.814066, 0, 0.468705, 0.468705, 0.468705, 0.468705, 0.468705, 0.468705, 0.468705, 0.468705, 0.468705, 0.468705, 0.468705, 0.468705, 0.468705, 0.468705, 0.468707, 0.468705, 0.470691, 0.468705, 0.468705
16.0114, 0.715242, 0.466773, 0.46474, 1.6478, 0.248468, 0, 0.46474, 0.46474, 0.46474, 0.46474, 0.46474, 0.46474, 0.46474, 0.46474, 0.46474, 0.46474, 0.46474, 0.46474, 0.46474, 0.46474, 0.464743, 0.46474, 0.466771, 0.46474, 0.46474
16.0193, 0, 0.467063, 0.464986, 1.41421, -0.467063, 0, 0.464986, 0.464986, 0.464986, 0.464986, 0.464986, 0.464986, 0.464986, 0.464986, 0.464986, 0.464986, 0.464986, 0.464986, 0.464986, 0.464986, 0.464988, 0.464986, 0.467061, 0.464986, 0.464986
16.0272, 1.55507, 0.465567, 0.463447, 1.88549, 1.08951, 0, 0.463447, 0.463447, 0.463447, 0.463447, 0.463447, 0.463447, 0.463447, 0.463447, 0.463447, 0.463447, 0.463447, 0.463447, 0.463447, 0.463447, 0.463449, 0.463447, 0.465565, 0.463447, 0.463447
16.035, 1.44493, 0.462514, 0.460351, 1.85605, 0.982412, 0, 0.460351, 0.460351, 0.460351, 0.460351, 0.460351, 0.460351, 0.460351, 0.460351, 0.460351, 0.460351, 0.460351, 0.460351, 0.460351, 0.460351, 0.460353, 0.460351, 0.462512, 0.460351, 0.460351
16.0429, 0, 0.458695, 0.45649, 1.41421, -0.458695, 0, 0.45649, 0.45649, 0.45649, 0.45649, 0.45649, 0.45649, 0.45649, 0.45649, 0.45649, 0.45649, 0.45649, 0.45649, 0.45649, 0.45649, 0.456492, 0.45649, 0.458693, 0.45649, 0.45649
16.0508, 0, 0.454891, 0.452645, 1.41421, -0.454891, 0, 0.452645, 0.452645, 0.452645, 0.452645, 0.452645, 0.452645, 0.452645, 0.452645, 0.452645, 0.452645, 0.452645, 0.452645, 0.452645, 0.452645, 0.452647, 0.452645, 0.454889, 0.452645, 0.452645
16.0586, 1, 0.455046, 0.452759, 1.73205, 0.544954, 0, 0.452759, 0.452759, 0.452759, 0.452759, 0.452759, 0.452759, 0.452759, 0.452759, 0.452759, 0.452759, 0.452759, 0.452759, 0.452759, 0.452759, 0.452761, 0.452759, 0.455044, 0.452759, 0.452759
16.0665, 1, 0.453515, 0.451188, 1.73205, 0.546485, 0, 0.451188, 0.451188, 0.451188, 0.451188, 0.451188, 0.451188, 0.451188, 0.451188, 0.451188, 0.451188, 0.451188, 0.451188, 0.451188, 0.451188, 0.45119, 0.451188, 0.453513, 0.451188, 0.451188
16.0744, 0, 0.450524, 0.448157, 1.41421, -0.450524, 0, 0.448157, 0.448157, 0.448157, 0.448157, 0.448157, 0.448157, 0.448157, 0.448157, 0.448157, 0.448157, 0.448157, 0.448157, 0.448157, 0.448157, 0.448159, 0.448157, 0.450522, 0.448157, 0.448157
16.0822, 1, 0.446815, 0.444409, 1.73205, 0.553185, 0, 0.444409, 0.444409, 0.444409, 0.444409, 0.444409, 0.444409, 0.444409, 0.444409, 0.444409, 0.444409, 0.444409, 0.444409, 0.444409, 0.444409, 0.444411, 0.444409, 0.446813, 0.444409, 0.444409
16.0901, 1, 0.443122, 0.440677, 1.73205, 0.556878, 0, 0.440677, 0.440677, 0.440677, 0.440677, 0.440677, 0.440677, 0.440677, 0.440677, 0.440677, 0.440677, 0.440677, 0.440677, 0.440677, 0.440677, 0.440679, 0.440677, 0.44312, 0.440677, 0.440677
16.098, 1, 0.443128, 0.440644, 1.73205, 0.556872, 0, 0.440644, 0.440644, 0.440644, 0.440644, 0.440644, 0.440644, 0.440644, 0.440644, 0.440644, 0.440644, 0.440644, 0.440644, 0.440644, 0.440644, 0.440646, 0.440644, 0.443125, 0.440644, 0.440644
16.1058, 0, 0.441571, 0.439049, 1.41421, -0.441571, 0, 0.439049, 0.439049, 0.439049, 0.439049, 0.439049, 0.439049, 0.439049, 0.439049, 0.439049, 0.439049, 0.439049, 0.439049, 0.439049, 0.439049, 0.439051, 0.439049, 0.441569, 0.439049, 0.439049
16.1137, 0.251053, 0.438656, 0.436095, 1.50035, -0.187602, 0, 0.436095, 0.436095, 0.436095, 0.436095, 0.436095, 0.436095, 0.436095, 0.436095, 0.436095, 0.436095, 0.436095, 0.436095, 0.436095, 0.436095, 0.436097, 0.436095, 0.438653, 0.436095, 0.436095
16.1216, 0.748947, 0.435073, 0.432474, 1.65799, 0.313874, 0, 0.432474, 0.432474, 0.432474, 0.432474, 0.432474, 0.432474, 0.432474, 0.432474, 0.432474, 0.432474, 0.432474, 0.432474, 0.432474, 0.432474, 0.432477, 0.432474, 0.435071, 0.432474, 0.432474
16.1295, 0, 0.431505, 0.428869, 1.41421, -0.431505, 0, 0.428869, 0.428869, 0.428869, 0.428869, 0.428869, 0.428869, 0.428869, 0.428869, 0.428869, 0.428869, 0.428869, 0.428869, 0.428869, 0.428869, 0.428871, 0.428869, 0.431503, 0.428869, 0.428869
16.1373, 1.24384, 0.431324, 0.428649, 1.80107, 0.812512, 0, 0.428649, 0.428649, 0.428649, 0.428649, 0.428649, 0.428649, 0.428649, 0.428649, 0.428649, 0.428649, 0.428649, 0.428649, 0.428649, 0.428649, 0.428652, 0.428649, 0.431322, 0.428649, 0.428649
16.1452, 3.48033, 0.429726, 0.427014, 2.34101, 3.0506, 0, 0.427014, 0.427014, 0.427014, 0.427014, 0.427014, 0.427014, 0.427014, 0.427014, 0.427014, 0.427014, 0.427014, 0.427014, 0.427014, 0.427014, 0.427016, 0.427014, 0.429724, 0.427014, 0.427014
16.1531, 2.51487, 0.426893, 0.424142, 2.12482, 2.08798, 0, 0.424142, 0.424142, 0.424142, 0.424142, 0.424142, 0.424142, 0.424142, 0.424142, 0.424142, 0.424142, 0.424142, 0.424142, 0.424142, 0.424142, 0.424144, 0.424142, 0.42689, 0.424142, 0.424142
16.1609, 1.76097, 0.423453, 0.420664, 1.93932, 1.33751, 0, 0.420664, 0.420664, 0.420664, 0.420664, 0.420664, 0.420664, 0.420664, 0.420664, 0.420664, 0.420664, 0.420664, 0.420664, 0.420664, 0.420664, 0.420666, 0.420664, 0.42345, 0.420664, 0.420664
16.1688, 1, 0.420027, 0.4172, 1.73205, 0.579973, 0, 0.4172, 0.4172, 0.4172, 0.4172, 0.4172, 0.4172, 0.4172, 0.4172, 0.4172, 0.4172, 0.4172, 0.4172, 0.4172, 0.4172, 0.417202, 0.4172, 0.420025, 0.4172, 0.4172
16.1767, 0, 0.419615, 0.416749, 1.41421, -0.419615, 0, 0.416749, 0.416749, 0.416749, 0.416749, 0.416749, 0.416749, 0.416749, 0.416749, 0.416749, 0.416749, 0.416749, 0.416749, 0.416749, 0.416749, 0.416752, 0.416749, 0.419613, 0.416749, 0.416749
16.1845, 0.22934, 0.417966, 0.415061, 1.4931, -0.188626, 0, 0.415061, 0.415061, 0.415061, 0.415061, 0.415061, 0.415061, 0.415061, 0.415061, 0.415061, 0.415061, 0.415061, 0.415061, 0.415061, 0.415061, 0.415063, 0.415061, 0.417963, 0.415061, 0.415061
16.1924, 1.99767, 0.415232, 0.412288, 1.99942, 1.58244, 0, 0.412288, 0.412288, 0.412288, 0.412288, 0.412288, 0.412288, 0.412288, 0.412288, 0.412288, 0.412288, 0.412288, 0.412288, 0.412288, 0.412288, 0.41229, 0.412288, 0.41523, 0.412288, 0.412288
16.2003, 1.22206, 0.411967, 0.408983, 1.79501, 0.81009, 0, 0.408983, 0.408983, 0.408983, 0.408983, 0.408983, 0.408983, 0.408983, 0.408983, 0.408983, 0.408983, 0.408983, 0.408983, 0.408983, 0.408983, 0.408985, 0.408983, 0.411965, 0.408983, 0.408983
16.2081, 1.77299, 0.408716, 0.405692, 1.94242, 1.36427, 0, 0.405692, 0.405692, 0.405692, 0.405692, 0.405692, 0.405692, 0.405692, 0.405692, 0.405692, 0.405692, 0.405692, 0.405692, 0.405692, 0.405692, 0.405694, 0.405692, 0.408714, 0.405692, 0.405692
16.216, 0.777943, 0.408057, 0.404992, 1.66672, 0.369886, 0, 0.404992, 0.404992, 0.404992, 0.404992, 0.404992, 0.404992, 0.404992, 0.404992, 0.404992, 0.404992, 0.404992, 0.404992, 0.404992, 0.404992, 0.404995, 0.404992, 0.408055, 0.404992, 0.404992
16.2239, 0, 0.406348, 0.403243, 1.41421, -0.406348, 0, 0.403243, 0.403243, 0.403243, 0.403243, 0.403243, 0.403243, 0.403243, 0.403243, 0.403243, 0.403243, 0.403243, 0.403243, 0.403243, 0.403243, 0.403245, 0.403243, 0.406346, 0.403243, 0.403243
16.2317, 1.21487, 0.403718, 0.400571, 1.79301, 0.811152, 0, 0.400571, 0.400571, 0.400571, 0.400571, 0.400571, 0.400571, 0.400571, 0.400571, 0.400571, 0.400571, 0.400571, 0.400571, 0.400571, 0.400571, 0.400573, 0.400571, 0.403715, 0.400571, 0.400571
16.2396, 0.997769, 0.400635, 0.397446, 1.73141, 0.597134, 0, 0.397446, 0.397446, 0.397446, 0.397446, 0.397446, 0.397446, 0.397446, 0.397446, 0.397446, 0.397446, 0.397446, 0.397446, 0.397446, 0.397446, 0.397449, 0.397446, 0.400633, 0.397446, 0.397446
16.2475, 0.787361, 0.397566, 0.394334, 1.66954, 0.389795, 0, 0.394334, 0.394334, 0.394334, 0.394334, 0.394334, 0.394334, 0.394334, 0.394334, 0.394334, 0.394334, 0.394334, 0.394334, 0.394334, 0.394334, 0.394337, 0.394334, 0.397563, 0.394334, 0.394334
16.2553, 1.41512, 0.396668, 0.393393, 1.848, 1.01845, 0, 0.393393, 0.393393, 0.393393, 0.393393, 0.393393, 0.393393, 0.393393, 0.393393, 0.393393, 0.393393, 0.393393, 0.393393, 0.393393, 0.393393, 0.393396, 0.393393, 0.396665, 0.393393, 0.393393
16.2632, 1.99554, 0.394904, 0.391587, 1.99888, 1.60063, 0, 0.391587, 0.391587, 0.391587, 0.391587, 0.391587, 0.391587, 0.391587, 0.391587, 0.391587, 0.391587, 0.391587, 0.391587, 0.391587, 0.391587, 0.391589, 0.391587, 0.394902, 0.391587, 0.391587
16.2711, 1.58934, 0.392378, 0.389016, 1.89456, 1.19697, 0, 0.389016, 0.389016, 0.389016, 0.389016, 0.389016, 0.389016, 0.389016, 0.389016, 0.389016, 0.389016, 0.389016, 0.389016, 0.389016, 0.389016, 0.389018, 0.389016, 0.392376, 0.389016, 0.389016
16.279, 2.20037, 0.389478, 0.386071, 2.04948, 1.81089, 0, 0.386071, 0.386071, 0.386071, 0.386071, 0.386071, 0.386071, 0.386071, 0.386071, 0.386071, 0.386071, 0.386071, 0.386071, 0.386071, 0.386071, 0.386074, 0.386071, 0.389476, 0.386071, 0.386071
16.2868, 1.99777, 0.38659, 0.383138, 1.99944, 1.61118, 0, 0.383138, 0.383138, 0.383138, 0.383138, 0.383138, 0.383138, 0.383138, 0.383138, 0.383138, 0.383138, 0.383138, 0.383138, 0.383138, 0.383138, 0.38314, 0.383138, 0.386588, 0.383138, 0.383138
16.2947, 1.9975, 0.385461, 0.381962, 1.99937, 1.61204, 0, 0.381962, 0.381962, 0.381962, 0.381962, 0.381962, 0.381962, 0.381962, 0.381962, 0.381962, 0.381962, 0.381962, 0.381962, 0.381962, 0.381962, 0.381965, 0.381962, 0.385459, 0.381962, 0.381962
16.3026, 1.99755, 0.383646, 0.380101, 1.99939, 1.6139, 0, 0.380101, 0.380101, 0.380101, 0.380101, 0.380101, 0.380101, 0.380101, 0.380101, 0.380101, 0.380101, 0.380101, 0.380101, 0.380101, 0.380101, 0.380103, 0.380101, 0.383644, 0.380101, 0.380101
16.3104, 0.997646, 0.381223, 0.37763, 1.73137, 0.616423, 0, 0.37763, 0.37763, 0.37763, 0.37763, 0.37763, 0.37763, 0.37763, 0.37763, 0.37763, 0.37763, 0.37763, 0.37763, 0.37763, 0.37763, 0.377632, 0.37763, 0.381221, 0.37763, 0.37763
16.3183, 0.997522, 0.378502, 0.374861, 1.73134, 0.619019, 0, 0.374861, 0.374861, 0.374861, 0.374861, 0.374861, 0.374861, 0.374861, 0.374861, 0.374861, 0.374861, 0.374861, 0.374861, 0.374861, 0.374861, 0.374864, 0.374861, 0.3785, 0.374861, 0.374861
16.3262, 0.811648, 0.375793, 0.372103, 1.6768, 0.435855, 0, 0.372103, 0.372103, 0.372103, 0.372103, 0.372103, 0.372103, 0.372103, 0.372103, 0.372103, 0.372103, 0.372103, 0.372103, 0.372103, 0.372103, 0.372105, 0.372103, 0.375791, 0.372103, 0.372103
16.334, 1, 0.374674, 0.370935, 1.73205, 0.625326, 0, 0.370935, 0.370935, 0.370935, 0.370935, 0.370935, 0.370935, 0.370935, 0.370935, 0.370935, 0.370935, 0.370935, 0.370935, 0.370935, 0.370935, 0.370937, 0.370935, 0.374672, 0.370935, 0.370935
16.3419, 0, 0.372904, 0.369114, 1.41421, -0.372904, 0, 0.369114, 0.369114, 0.369114, 0.369114, 0.369114, 0.369114, 0.369114, 0.369114, 0.369114, 0.369114, 0.369114, 0.369114, 0.369114, 0.369114, 0.369116, 0.369114, 0.372902, 0.369114, 0.369114
16.3498, 1, 0.370523, 0.366681, 1.73205, 0.629477, 0, 0.366681, 0.366681, 0.366681, 0.366681, 0.366681, 0.366681, 0.366681, 0.366681, 0.366681, 0.366681, 0.366681, 0.366681, 0.366681, 0.366681, 0.366684, 0.366681, 0.370521, 0.366681, 0.366681
16.3576, 0, 0.367844, 0.36395, 1.41421, -0.367844, 0, 0.36395, 0.36395, 0.36395, 0.36395, 0.36395, 0.36395, 0.36395, 0.36395, 0.36395, 0.36395, 0.36395, 0.36395, 0.36395, 0.36395, 0.363952, 0.36395, 0.367841, 0.36395, 0.36395
16.3655, 1, 0.365175, 0.361229, 1.73205, 0.634825, 0, 0.361229, 0.361229, 0.361229, 0.361229, 0.361229, 0.361229, 0.361229, 0.361229, 0.361229, 0.361229, 0.361229, 0.361229, 0.361229, 0.361229, 0.361232, 0.361229, 0.365173, 0.361229, 0.361229
16.3734, 0, 0.36566, 0.36166, 1.41421, -0.36566, 0, 0.36166, 0.36166, 0.36166, 0.36166, 0.36166, 0.36166, 0.36166, 0.36166, 0.36166, 0.36166, 0.36166, 0.36166, 0.36166, 0.36166, 0.361662, 0.36166, 0.365658, 0.36166, 0.36166
16.3812, 0, 0.365991, 0.361937, 1.41421, -0.365991, 0, 0.361937, 0.361937, 0.361937, 0.361937, 0.361937, 0.361937, 0.361937, 0.361937, 0.361937, 0.361937, 0.361937, 0.361937, 0.361937, 0.361937, 0.361939, 0.361937, 0.365989, 0.361937, 0.361937
16.3891, 0, 0.366208, 0.362098, 1.41421, -0.366208, 0, 0.362098, 0.362098, 0.362098, 0.362098, 0.362098, 0.362098, 0.362098, 0.362098, 0.362098, 0.362098, 0.362098, 0.362098, 0.362098, 0.362098, 0.3621, 0.362098, 0.366206, 0.362098, 0.362098
16.397, 0, 0.366367, 0.362202, 1.41421, -0.366367, 0, 0.362202, 0.362202, 0.362202, 0.362202, 0.362202, 0.362202, 0.362202, 0.362202, 0.362202, 0.362202, 0.362202, 0.362202, 0.362202, 0.362202, 0.362204, 0.362202, 0.366365, 0.362202, 0.362202
16.4049, 0.161874, 0.366528, 0.362305, 1.47033, -0.204654, 0, 0.362305, 0.362305, 0.362305, 0.362305, 0.362305, 0.362305, 0.362305, 0.362305, 0.362305, 0.362305, 0.362305, 0.362305, 0.362305, 0.362305, 0.362307, 0.362305, 0.366526, 0.362305, 0.362305
16.4127, 1.83813, 0.367011, 0.362731, 1.95911, 1.47111, 0, 0.362731, 0.362731, 0.362731, 0.362731, 0.362731, 0.362731, 0.362731, 0.362731, 0.362731, 0.362731, 0.362731, 0.362731, 0.362731, 0.362731, 0.362733, 0.362731, 0.367009, 0.362731, 0.362731
16.4206, 0, 0.367347, 0.363008, 1.41421, -0.367347, 0, 0.363008, 0.363008, 0.363008, 0.363008, 0.363008, 0.363008, 0.363008, 0.363008, 0.363008, 0.363008, 0.363008, 0.363008, 0.363008, 0.363008, 0.36301, 0.363008, 0.367345, 0.363008, 0.363008
16.4285, 1.15486, 0.36757, 0.363171, 1.77619, 0.787286, 0, 0.363171, 0.363171, 0.363171, 0.363171, 0.363171, 0.363171, 0.363171, 0.363171, 0.363171, 0.363171, 0.363171, 0.363171, 0.363171, 0.363171, 0.363173, 0.363171, 0.367568, 0.363171, 0.363171
16.4363, 0.845144, 0.367737, 0.363277, 1.68676, 0.477407, 0, 0.363277, 0.363277, 0.363277, 0.363277, 0.363277, 0.363277, 0.363277, 0.363277, 0.363277, 0.363277, 0.363277, 0.363277, 0.363277, 0.363277, 0.363279, 0.363277, 0.367734, 0.363277, 0.363277
16.4442, 1.14973, 0.367904, 0.363382, 1.77475, 0.781823, 0, 0.363382, 0.363382, 0.363382, 0.363382, 0.363382, 0.363382, 0.363382, 0.363382, 0.363382, 0.363382, 0.363382, 0.363382, 0.363382, 0.363382, 0.363385, 0.363382, 0.367902, 0.363382, 0.363382
16.4521, 0.850273, 0.368419, 0.363835, 1.68828, 0.481853, 0, 0.363835, 0.363835, 0.363835, 0.363835, 0.363835, 0.363835, 0.363835, 0.363835, 0.363835, 0.363835, 0.363835, 0.363835, 0.363835, 0.363835, 0.363837, 0.363835, 0.368417, 0.363835, 0.363835
16.4599, 0, 0.368725, 0.364077, 1.41421, -0.368725, 0, 0.364077, 0.364077, 0.364077, 0.364077, 0.364077, 0.364077, 0.364077, 0.364077, 0.364077, 0.364077, 0.364077, 0.364077, 0.364077, 0.364077, 0.36408, 0.364077, 0.368723, 0.364077, 0.364077
16.4678, 1, 0.36885, 0.364137, 1.73205, 0.63115, 0, 0.364137, 0.364137, 0.364137, 0.364137, 0.364137, 0.364137, 0.364137, 0.364137, 0.364137, 0.364137, 0.364137, 0.364137, 0.364137, 0.364137, 0.36414, 0.364137, 0.368848, 0.364137, 0.364137
16.4757, 0, 0.368885, 0.364106, 1.41421, -0.368885, 0, 0.364106, 0.364106, 0.364106, 0.364106, 0.364106, 0.364106, 0.364106, 0.364106, 0.364106, 0.364106, 0.364106, 0.364106, 0.364106, 0.364106, 0.364109, 0.364106, 0.368883, 0.364106, 0.364106
16.4835, 1, 0.368921, 0.364075, 1.73205, 0.631079, 0, 0.364075, 0.364075, 0.364075, 0.364075, 0.364075, 0.364075, 0.364075, 0.364075, 0.364075, 0.364075, 0.364075, 0.364075, 0.364075, 0.364075, 0.364078, 0.364075, 0.368918, 0.364075, 0.364075
16.4914, 1.13535, 0.369555, 0.364642, 1.77069, 0.765794, 0, 0.364642, 0.364642, 0.364642, 0.364642, 0.364642, 0.364642, 0.364642, 0.364642, 0.364642, 0.364642, 0.364642, 0.364642, 0.364642, 0.364642, 0.364645, 0.364642, 0.369553, 0.364642, 0.364642
16.4993, 3.39686, 0.369902, 0.36492, 2.32311, 3.02696, 0, 0.36492, 0.36492, 0.36492, 0.36492, 0.36492, 0.36492, 0.36492, 0.36492, 0.36492, 0.36492, 0.36492, 0.36492, 0.36492, 0.36492, 0.364922, 0.36492, 0.3699, 0.36492, 0.36492
16.5071, 4.59818, 0.370003, 0.364952, 2.56869, 4.22818, 0, 0.364952, 0.364952, 0.364952, 0.364952, 0.364952, 0.364952, 0.364952, 0.364952, 0.364952, 0.364952, 0.364952, 0.364952, 0.364952, 0.364952, 0.364954, 0.364952, 0.370001, 0.364952, 0.364952
16.515, 0.997953, 0.369983, 0.36486, 1.73146, 0.62797, 0, 0.36486, 0.36486, 0.36486, 0.36486, 0.36486, 0.36486, 0.36486, 0.36486, 0.36486, 0.36486, 0.36486, 0.36486, 0.36486, 0.36486, 0.364862, 0.36486, 0.369981, 0.36486, 0.36486
16.5229, 0.997337, 0.369964, 0.364769, 1.73128, 0.627373, 0, 0.364769, 0.364769, 0.364769, 0.364769, 0.364769, 0.364769, 0.364769, 0.364769, 0.364769, 0.364769, 0.364769, 0.364769, 0.364769, 0.364769, 0.364771, 0.364769, 0.369962, 0.364769, 0.364769
16.5307, 1.87432, 0.370632, 0.365364, 1.96833, 1.50369, 0, 0.365364, 0.365364, 0.365364, 0.365364, 0.365364, 0.365364, 0.365364, 0.365364, 0.365364, 0.365364, 0.365364, 0.365364, 0.365364, 0.365364, 0.365366, 0.365364, 0.37063, 0.365364, 0.365364
16.5386, 1.12094, 0.370919, 0.365576, 1.76662, 0.750022, 0, 0.365576, 0.365576, 0.365576, 0.365576, 0.365576, 0.365576, 0.365576, 0.365576, 0.365576, 0.365576, 0.365576, 0.365576, 0.365576, 0.365576, 0.365578, 0.365576, 0.370917, 0.365576, 0.365576
16.5465, 0.879058, 0.370881, 0.365462, 1.69678, 0.508177, 0, 0.365462, 0.365462, 0.365462, 0.365462, 0.365462, 0.365462, 0.365462, 0.365462, 0.365462, 0.365462, 0.365462, 0.365462, 0.365462, 0.365462, 0.365464, 0.365462, 0.370879, 0.365462, 0.365462
16.5544, 0, 0.370681, 0.365185, 1.41421, -0.370681, 0, 0.365185, 0.365185, 0.365185, 0.365185, 0.365185, 0.365185, 0.365185, 0.365185, 0.365185, 0.365185, 0.365185, 0.365185, 0.365185, 0.365185, 0.365188, 0.365185, 0.370679, 0.365185, 0.365185
16.5622, 0.113535, 0.370483, 0.364909, 1.4538, -0.256948, 0, 0.364909, 0.364909, 0.364909, 0.364909, 0.364909, 0.364909, 0.364909, 0.364909, 0.364909, 0.364909, 0.364909, 0.364909, 0.364909, 0.364909, 0.364911, 0.364909, 0.370481, 0.364909, 0.364909
16.5701, 0.997714, 0.371313, 0.365659, 1.73139, 0.626401, 0, 0.365659, 0.365659, 0.365659, 0.365659, 0.365659, 0.365659, 0.365659, 0.365659, 0.365659, 0.365659, 0.365659, 0.365659, 0.365659, 0.365659, 0.365662, 0.365659, 0.371311, 0.365659, 0.365659
16.578, 1.88875, 0.371658, 0.365923, 1.97199, 1.51709, 0, 0.365923, 0.365923, 0.365923, 0.365923, 0.365923, 0.365923, 0.365923, 0.365923, 0.365923, 0.365923, 0.365923, 0.365923, 0.365923, 0.365923, 0.365925, 0.365923, 0.371655, 0.365923, 0.365923
16.5858, 0.106541, 0.371587, 0.36577, 1.45139, -0.265045, 0, 0.36577, 0.36577, 0.36577, 0.36577, 0.36577, 0.36577, 0.36577, 0.36577, 0.36577, 0.36577, 0.36577, 0.36577, 0.36577, 0.36577, 0.365772, 0.36577, 0.371584, 0.36577, 0.36577
16.5937, 1.89346, 0.371309, 0.365409, 1.97318, 1.52215, 0, 0.365409, 0.365409, 0.365409, 0.365409, 0.365409, 0.365409, 0.365409, 0.365409, 0.365409, 0.365409, 0.365409, 0.365409, 0.365409, 0.365409, 0.365411, 0.365409, 0.371307, 0.365409, 0.365409
16.6016, 2.10159, 0.371033, 0.365048, 2.02524, 1.73055, 0, 0.365048, 0.365048, 0.365048, 0.365048, 0.365048, 0.365048, 0.365048, 0.365048, 0.365048, 0.365048, 0.365048, 0.365048, 0.365048, 0.365048, 0.365051, 0.365048, 0.371031, 0.365048, 0.365048
16.6094, 0.898414, 0.371874, 0.365804, 1.70247, 0.52654, 0, 0.365804, 0.365804, 0.365804, 0.365804, 0.365804, 0.365804, 0.365804, 0.365804, 0.365804, 0.365804, 0.365804, 0.365804, 0.365804, 0.365804, 0.365806, 0.365804, 0.371872, 0.365804, 0.365804
16.6173, 0, 0.372133, 0.365975, 1.41421, -0.372133, 0, 0.365975, 0.365975, 0.365975, 0.365975, 0.365975, 0.365975, 0.365975, 0.365975, 0.365975, 0.365975, 0.365975, 0.365975, 0.365975, 0.365975, 0.365977, 0.365975, 0.372131, 0.365975, 0.365975
16.6252, 0, 0.371893, 0.365645, 1.41421, -0.371893, 0, 0.365645, 0.365645, 0.365645, 0.365645, 0.365645, 0.365645, 0.365645, 0.365645, 0.365645, 0.365645, 0.365645, 0.365645, 0.365645, 0.365645, 0.365648, 0.365645, 0.37189, 0.365645, 0.365645
16.633, 1, 0.371404, 0.365067, 1.73205, 0.628596, 0, 0.365067, 0.365067, 0.365067, 0.365067, 0.365067, 0.365067, 0.365067, 0.365067, 0.365067, 0.365067, 0.365067, 0.365067, 0.365067, 0.365067, 0.365069, 0.365067, 0.371402, 0.365067, 0.365067
16.6409, 0, 0.370918, 0.364489, 1.41421, -0.370918, 0, 0.364489, 0.364489, 0.364489, 0.364489, 0.364489, 0.364489, 0.364489, 0.364489, 0.364489, 0.364489, 0.364489, 0.364489, 0.364489, 0.364489, 0.364491, 0.364489, 0.370916, 0.364489, 0.364489
16.6488, 0, 0.371934, 0.365412, 1.41421, -0.371934, 0, 0.365412, 0.365412, 0.365412, 0.365412, 0.365412, 0.365412, 0.365412, 0.365412, 0.365412, 0.365412, 0.365412, 0.365412, 0.365412, 0.365412, 0.365414, 0.365412, 0.371932, 0.365412, 0.365412
16.6566, 1, 0.372254, 0.365637, 1.73205, 0.627746, 0, 0.365637, 0.365637, 0.365637, 0.365637, 0.365637, 0.365637, 0.365637, 0.365637, 0.365637, 0.365637, 0.365637, 0.365637, 0.365637, 0.365637, 0.36564, 0.365637, 0.372252, 0.365637, 0.365637
16.6645, 1.0823, 0.37198, 0.365266, 1.75565, 0.710321, 0, 0.365266, 0.365266, 0.365266, 0.365266, 0.365266, 0.365266, 0.365266, 0.365266, 0.365266, 0.365266, 0.365266, 0.365266, 0.365266, 0.365266, 0.365269, 0.365266, 0.371977, 0.365266, 0.365266
16.6724, 0.997482, 0.371409, 0.364598, 1.73132, 0.626073, 0, 0.364598, 0.364598, 0.364598, 0.364598, 0.364598, 0.364598, 0.364598, 0.364598, 0.364598, 0.364598, 0.364598, 0.364598, 0.364598, 0.364598, 0.3646, 0.364598, 0.371407, 0.364598, 0.364598
16.6802, 1.92022, 0.37084, 0.36393, 1.97995, 1.54938, 0, 0.36393, 0.36393, 0.36393, 0.36393, 0.36393, 0.36393, 0.36393, 0.36393, 0.36393, 0.36393, 0.36393, 0.36393, 0.36393, 0.36393, 0.363932, 0.36393, 0.370838, 0.36393, 0.36393
16.6881, 0, 0.371852, 0.364841, 1.41421, -0.371852, 0, 0.364841, 0.364841, 0.364841, 0.364841, 0.364841, 0.364841, 0.364841, 0.364841, 0.364841, 0.364841, 0.364841, 0.364841, 0.364841, 0.364841, 0.364843, 0.364841, 0.37185, 0.364841, 0.364841
16.696, 0.0723847, 0.372067, 0.364952, 1.43958, -0.299682, 0, 0.364952, 0.364952, 0.364952, 0.364952, 0.364952, 0.364952, 0.364952, 0.364952, 0.364952, 0.364952, 0.364952, 0.364952, 0.364952, 0.364952, 0.364955, 0.364952, 0.372064, 0.364952, 0.364952
16.7039, 0.997982, 0.371598, 0.36438, 1.73147, 0.626383, 0, 0.36438, 0.36438, 0.36438, 0.36438, 0.36438, 0.36438, 0.36438, 0.36438, 0.36438, 0.36438, 0.36438, 0.36438, 0.36438, 0.36438, 0.364382, 0.36438, 0.371596, 0.36438, 0.36438
