   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_159.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
7.2223, 14.0974, 12.5047, 12.3105, 4.01216, 1.59269, 0, 12.3105, 12.3106, 12.3642, 12.4509, 12.3105, 12.3105, 12.3105, 12.3105, 12.3105, 12.3105, 12.3105, 12.3105, 12.3105, 12.3105, 12.3105, 12.3105, 12.3105, 12.3105, 12.3105
7.23017, 10.0126, 12.4169, 12.2288, 3.46592, -2.40431, 0, 12.2288, 12.2289, 12.2952, 12.3503, 12.2288, 12.2288, 12.2288, 12.2288, 12.2288, 12.2288, 12.2288, 12.2288, 12.2288, 12.2288, 12.2288, 12.2288, 12.2288, 12.2288, 12.2288
7.23804, 9.9876, 12.3323, 12.146, 3.46231, -2.34474, 0, 12.146, 12.1461, 12.2277, 12.2505, 12.146, 12.146, 12.146, 12.146, 12.146, 12.146, 12.146, 12.146, 12.146, 12.146, 12.146, 12.146, 12.146, 12.146, 12.146
7.2459, 15.8606, 12.2513, 12.062, 4.22618, 3.60929, 0, 12.062, 12.0621, 12.1618, 12.1514, 12.062, 12.062, 12.062, 12.062, 12.062, 12.062, 12.062, 12.062, 12.062, 12.062, 12.062, 12.062, 12.062, 12.062, 12.062
7.25377, 9.08124, 12.1743, 11.9772, 3.32885, -3.09302, 0, 11.9772, 11.9773, 12.0983, 12.053, 11.9772, 11.9772, 11.9772, 11.9772, 11.9772, 11.9772, 11.9772, 11.9772, 11.9772, 11.9772, 11.9772, 11.9772, 11.9772, 11.9772, 11.9772
7.26164, 12.8379, 12.1017, 11.8917, 3.852, 0.736194, 0, 11.8917, 11.8918, 12.0376, 11.9556, 11.8917, 11.8917, 11.8917, 11.8917, 11.8917, 11.8917, 11.8917, 11.8917, 11.8917, 11.8917, 11.8917, 11.8917, 11.8917, 11.8917, 11.8917
7.26951, 14.9765, 12.0339, 11.8055, 4.12025, 2.94254, 0, 11.8055, 11.8056, 11.9802, 11.8591, 11.8055, 11.8055, 11.8055, 11.8055, 11.8055, 11.8055, 11.8055, 11.8055, 11.8055, 11.8055, 11.8055, 11.8055, 11.8055, 11.8055, 11.8055
7.27738, 10.1425, 11.971, 11.7186, 3.48461, -1.82854, 0, 11.7186, 11.7187, 11.9263, 11.7632, 11.7186, 11.7186, 11.7186, 11.7186, 11.7186, 11.7186, 11.7186, 11.7186, 11.7186, 11.7186, 11.7186, 11.7186, 11.7186, 11.7186, 11.7186
7.28525, 13.8092, 11.9133, 11.631, 3.97608, 1.89593, 0, 11.631, 11.6311, 11.8762, 11.6679, 11.631, 11.631, 11.631, 11.631, 11.631, 11.631, 11.631, 11.631, 11.631, 11.631, 11.631, 11.631, 11.631, 11.631, 11.631
7.29312, 11.115, 11.6196, 11.3015, 3.62147, -0.504572, 0, 11.3015, 11.3016, 11.5891, 11.3319, 11.3015, 11.3015, 11.3015, 11.3015, 11.3015, 11.3015, 11.3015, 11.3015, 11.3015, 11.3015, 11.3015, 11.3015, 11.3015, 11.3015, 11.3015
7.30098, 16.081, 11.3295, 10.9696, 4.25218, 4.75151, 0, 10.9696, 10.9698, 11.3046, 10.9944, 10.9696, 10.9696, 10.9696, 10.9696, 10.9696, 10.9696, 10.9696, 10.9696, 10.9696, 10.9696, 10.9696, 10.9696, 10.9696, 10.9696, 10.9696
7.30885, 9.14133, 11.3593, 10.9515, 3.33786, -2.21794, 0, 10.9515, 10.9517, 11.3391, 10.9716, 10.9515, 10.9515, 10.9515, 10.9515, 10.9515, 10.9515, 10.9515, 10.9515, 10.9515, 10.9515, 10.9515, 10.9515, 10.9515, 10.9515, 10.9515
7.31672, 14.5659, 11.395, 10.9334, 4.07013, 3.17092, 0, 10.9335, 10.9336, 11.3787, 10.9496, 10.9334, 10.9334, 10.9334, 10.9334, 10.9334, 10.9334, 10.9334, 10.9334, 10.9334, 10.9334, 10.9334, 10.9334, 10.9334, 10.9334, 10.9334
7.32459, 9.42454, 11.4364, 10.9153, 3.38002, -2.01188, 0, 10.9153, 10.9154, 11.4233, 10.9282, 10.9153, 10.9153, 10.9153, 10.9153, 10.9153, 10.9153, 10.9153, 10.9153, 10.9153, 10.9153, 10.9153, 10.9153, 10.9153, 10.9153, 10.9153
7.33246, 11.7615, 11.4832, 10.8969, 3.70964, 0.278275, 0, 10.897, 10.8971, 11.4727, 10.9073, 10.8969, 10.8969, 10.8969, 10.8969, 10.8969, 10.8969, 10.8969, 10.8969, 10.8969, 10.8969, 10.8969, 10.8969, 10.8969, 10.8969, 10.8969
7.34033, 8.10695, 11.5345, 10.8781, 3.17914, -3.42758, 0, 10.8781, 10.8782, 11.5262, 10.8863, 10.8781, 10.8781, 10.8781, 10.8781, 10.8781, 10.8781, 10.8781, 10.8781, 10.8781, 10.8781, 10.8781, 10.8781, 10.8781, 10.8781, 10.8781
7.34819, 10.9906, 11.5899, 10.8587, 3.60424, -0.599292, 0, 10.8587, 10.8588, 11.5833, 10.8651, 10.8587, 10.8587, 10.8587, 10.8587, 10.8587, 10.8587, 10.8587, 10.8587, 10.8587, 10.8587, 10.8587, 10.8587, 10.8587, 10.8587, 10.8587
7.35606, 20.5963, 11.6488, 10.839, 4.75356, 8.94753, 0, 10.839, 10.8391, 11.6436, 10.844, 10.839, 10.839, 10.839, 10.839, 10.839, 10.839, 10.839, 10.839, 10.839, 10.839, 10.839, 10.839, 10.839, 10.839, 10.839
7.36393, 8.45225, 11.7108, 10.8193, 3.23299, -3.25856, 0, 10.8193, 10.8195, 11.7068, 10.8232, 10.8193, 10.8193, 10.8193, 10.8193, 10.8193, 10.8193, 10.8193, 10.8193, 10.8193, 10.8193, 10.8193, 10.8193, 10.8193, 10.8193, 10.8193
7.3718, 14.7814, 11.7751, 10.7998, 4.09651, 3.00634, 0, 10.7998, 10.7999, 11.7719, 10.8028, 10.7998, 10.7998, 10.7998, 10.7998, 10.7998, 10.7998, 10.7998, 10.7998, 10.7998, 10.7998, 10.7998, 10.7998, 10.7998, 10.7998, 10.7998
7.37967, 19.6944, 11.8402, 10.78, 4.65773, 7.85419, 0, 10.78, 10.7801, 11.8378, 10.7823, 10.78, 10.78, 10.78, 10.78, 10.78, 10.78, 10.78, 10.78, 10.78, 10.78, 10.78, 10.78, 10.78, 10.78, 10.78
7.38754, 12.3519, 11.905, 10.7599, 3.78839, 0.446892, 0, 10.7599, 10.76, 11.9031, 10.7616, 10.7599, 10.7599, 10.7599, 10.7599, 10.7599, 10.7599, 10.7599, 10.7599, 10.7599, 10.7599, 10.7599, 10.7599, 10.7599, 10.7599, 10.7599
7.39541, 13.0657, 11.9679, 10.7392, 3.88146, 1.09775, 0, 10.7392, 10.7393, 11.9665, 10.7405, 10.7392, 10.7392, 10.7392, 10.7392, 10.7392, 10.7392, 10.7392, 10.7392, 10.7392, 10.7392, 10.7392, 10.7392, 10.7392, 10.7392, 10.7392
7.40327, 7.91045, 12.028, 10.7182, 3.14809, -4.11756, 0, 10.7182, 10.7183, 12.0269, 10.7192, 10.7182, 10.7182, 10.7182, 10.7182, 10.7182, 10.7182, 10.7182, 10.7182, 10.7182, 10.7182, 10.7182, 10.7182, 10.7182, 10.7182, 10.7182
7.41114, 12.8225, 12.0842, 10.6972, 3.85, 0.738231, 0, 10.6973, 10.6974, 12.0833, 10.698, 10.6972, 10.6972, 10.6972, 10.6972, 10.6972, 10.6972, 10.6972, 10.6972, 10.6972, 10.6972, 10.6973, 10.6972, 10.6972, 10.6972, 10.6972
7.41901, 14.813, 12.1355, 10.6765, 4.10037, 2.67755, 0, 10.6765, 10.6766, 12.1348, 10.677, 10.6765, 10.6765, 10.6765, 10.6765, 10.6765, 10.6765, 10.6765, 10.6765, 10.6765, 10.6765, 10.6765, 10.6765, 10.6765, 10.6765, 10.6765
7.42688, 11.503, 12.18, 10.6555, 3.67464, -0.677057, 0, 10.6555, 10.6556, 12.1795, 10.6559, 10.6555, 10.6555, 10.6555, 10.6555, 10.6555, 10.6555, 10.6555, 10.6555, 10.6555, 10.6555, 10.6555, 10.6555, 10.6555, 10.6555, 10.6555
7.43475, 12.6336, 12.2169, 10.6344, 3.82539, 0.416756, 0, 10.6344, 10.6345, 12.2164, 10.6347, 10.6344, 10.6344, 10.6344, 10.6344, 10.6344, 10.6344, 10.6344, 10.6344, 10.6344, 10.6344, 10.6344, 10.6344, 10.6344, 10.6344, 10.6344
7.44262, 13.1675, 12.2444, 10.6127, 3.89454, 0.923025, 0, 10.6127, 10.6128, 12.2441, 10.6129, 10.6127, 10.6127, 10.6127, 10.6127, 10.6127, 10.6127, 10.6127, 10.6127, 10.6127, 10.6127, 10.6127, 10.6127, 10.6127, 10.6127, 10.6127
7.45049, 13.4203, 12.2621, 10.5906, 3.92687, 1.15822, 0, 10.5907, 10.5908, 12.2618, 10.5908, 10.5906, 10.5906, 10.5906, 10.5906, 10.5906, 10.5906, 10.5906, 10.5906, 10.5906, 10.5906, 10.5906, 10.5906, 10.5906, 10.5906, 10.5906
7.45835, 9.74956, 12.2694, 10.5687, 3.42776, -2.51986, 0, 10.5687, 10.5688, 12.2692, 10.5688, 10.5687, 10.5687, 10.5687, 10.5687, 10.5687, 10.5687, 10.5687, 10.5687, 10.5687, 10.5687, 10.5687, 10.5687, 10.5687, 10.5687, 10.5687
7.46622, 11.5946, 12.2662, 10.547, 3.68708, -0.67157, 0, 10.547, 10.5471, 12.2659, 10.5471, 10.547, 10.547, 10.547, 10.547, 10.547, 10.547, 10.547, 10.547, 10.547, 10.547, 10.547, 10.547, 10.547, 10.547, 10.547
7.47409, 18.7798, 12.2513, 10.525, 4.55848, 6.52845, 0, 10.525, 10.5251, 12.2511, 10.5251, 10.525, 10.525, 10.525, 10.525, 10.525, 10.525, 10.525, 10.525, 10.525, 10.525, 10.525, 10.525, 10.525, 10.525, 10.525
7.48196, 7.49988, 12.2251, 10.503, 3.08219, -4.72523, 0, 10.503, 10.5032, 12.2249, 10.5031, 10.503, 10.503, 10.503, 10.503, 10.503, 10.503, 10.503, 10.503, 10.503, 10.503, 10.503, 10.503, 10.503, 10.503, 10.503
7.48983, 9.99009, 12.1872, 10.4806, 3.46267, -2.19708, 0, 10.4806, 10.4808, 12.187, 10.4806, 10.4806, 10.4806, 10.4806, 10.4806, 10.4806, 10.4806, 10.4806, 10.4806, 10.4806, 10.4806, 10.4806, 10.4806, 10.4806, 10.4806, 10.4806
7.4977, 10.9906, 12.1379, 10.4579, 3.60424, -1.14736, 0, 10.4579, 10.458, 12.1378, 10.4579, 10.4579, 10.4579, 10.4579, 10.4579, 10.4579, 10.4579, 10.4579, 10.4579, 10.4579, 10.4579, 10.4579, 10.4579, 10.4579, 10.4579, 10.4579
7.50557, 8.21327, 12.0783, 10.4351, 3.19582, -3.86504, 0, 10.4351, 10.4353, 12.0781, 10.4352, 10.4351, 10.4351, 10.4351, 10.4351, 10.4351, 10.4351, 10.4351, 10.4351, 10.4351, 10.4351, 10.4351, 10.4351, 10.4351, 10.4351, 10.4351
7.51343, 14.3114, 12.0094, 10.4128, 4.03874, 2.30197, 0, 10.4128, 10.413, 12.0092, 10.4128, 10.4128, 10.4128, 10.4128, 10.4128, 10.4128, 10.4128, 10.4128, 10.4128, 10.4128, 10.4128, 10.4128, 10.4128, 10.4128, 10.4128, 10.4128
7.5213, 17.0971, 11.9313, 10.3901, 4.37002, 5.16575, 0, 10.3901, 10.3903, 11.9312, 10.3901, 10.3901, 10.3901, 10.3901, 10.3901, 10.3901, 10.3901, 10.3901, 10.3901, 10.3901, 10.3901, 10.3901, 10.3901, 10.3901, 10.3901, 10.3901
7.52917, 7.3396, 11.8455, 10.3675, 3.05608, -4.50589, 0, 10.3675, 10.3676, 11.8453, 10.3675, 10.3675, 10.3675, 10.3675, 10.3675, 10.3675, 10.3675, 10.3675, 10.3675, 10.3675, 10.3675, 10.3675, 10.3675, 10.3675, 10.3675, 10.3675
7.53704, 9.62695, 11.7529, 10.3447, 3.40983, -2.12598, 0, 10.3447, 10.3449, 11.7528, 10.3447, 10.3447, 10.3447, 10.3447, 10.3447, 10.3447, 10.3447, 10.3447, 10.3447, 10.3447, 10.3447, 10.3447, 10.3447, 10.3447, 10.3447, 10.3447
7.54491, 15.9831, 11.6546, 10.3215, 4.24065, 4.32852, 0, 10.3215, 10.3217, 11.6544, 10.3215, 10.3215, 10.3215, 10.3215, 10.3215, 10.3215, 10.3215, 10.3215, 10.3215, 10.3215, 10.3215, 10.3215, 10.3215, 10.3215, 10.3215, 10.3215
7.55278, 8.23532, 11.5521, 10.2984, 3.19927, -3.31674, 0, 10.2984, 10.2985, 11.5519, 10.2984, 10.2984, 10.2984, 10.2984, 10.2984, 10.2984, 10.2984, 10.2984, 10.2984, 10.2984, 10.2984, 10.2984, 10.2984, 10.2984, 10.2984, 10.2984
7.56064, 9.98765, 11.4471, 10.2757, 3.46232, -1.45949, 0, 10.2757, 10.2759, 11.447, 10.2757, 10.2757, 10.2757, 10.2757, 10.2757, 10.2757, 10.2757, 10.2757, 10.2757, 10.2757, 10.2757, 10.2757, 10.2757, 10.2757, 10.2757, 10.2757
7.56851, 13.5955, 11.3401, 10.2526, 3.94911, 2.25538, 0, 10.2526, 10.2528, 11.3399, 10.2526, 10.2526, 10.2526, 10.2526, 10.2526, 10.2526, 10.2526, 10.2526, 10.2526, 10.2526, 10.2526, 10.2526, 10.2526, 10.2526, 10.2526, 10.2526
7.57638, 10.3803, 11.2326, 10.2295, 3.51857, -0.852287, 0, 10.2295, 10.2297, 11.2324, 10.2295, 10.2295, 10.2295, 10.2295, 10.2295, 10.2295, 10.2295, 10.2295, 10.2295, 10.2295, 10.2295, 10.2295, 10.2295, 10.2295, 10.2295, 10.2295
7.58425, 17.9029, 11.126, 10.2067, 4.46126, 6.77689, 0, 10.2067, 10.2069, 11.1258, 10.2067, 10.2067, 10.2067, 10.2067, 10.2067, 10.2067, 10.2067, 10.2067, 10.2067, 10.2067, 10.2067, 10.2067, 10.2067, 10.2067, 10.2067, 10.2067
7.59212, 18.2447, 11.0205, 10.1834, 4.49941, 7.22421, 0, 10.1834, 10.1835, 11.0203, 10.1834, 10.1834, 10.1834, 10.1834, 10.1834, 10.1834, 10.1834, 10.1834, 10.1834, 10.1834, 10.1834, 10.1834, 10.1834, 10.1834, 10.1834, 10.1834
7.59999, 17.3953, 10.9175, 10.1601, 4.40401, 6.47784, 0, 10.1601, 10.1603, 10.9172, 10.1601, 10.1601, 10.1601, 10.1601, 10.1601, 10.1601, 10.1601, 10.1601, 10.1601, 10.1601, 10.1601, 10.1601, 10.1601, 10.1601, 10.1601, 10.1601
7.60786, 12.1239, 10.8182, 10.1373, 3.75818, 1.30573, 0, 10.1373, 10.1375, 10.818, 10.1373, 10.1373, 10.1373, 10.1373, 10.1373, 10.1373, 10.1373, 10.1373, 10.1373, 10.1373, 10.1373, 10.1373, 10.1373, 10.1373, 10.1373, 10.1373
7.61572, 17.2559, 10.7223, 10.1141, 4.38815, 6.5336, 0, 10.1141, 10.1143, 10.722, 10.1141, 10.1141, 10.1141, 10.1141, 10.1141, 10.1141, 10.1141, 10.1141, 10.1141, 10.1141, 10.1141, 10.1141, 10.1141, 10.1141, 10.1141, 10.1141
7.62359, 14.5622, 10.6307, 10.0909, 4.06967, 3.93154, 0, 10.0909, 10.0911, 10.6304, 10.0909, 10.0909, 10.0909, 10.0909, 10.0909, 10.0909, 10.0909, 10.0909, 10.0909, 10.0909, 10.0909, 10.0909, 10.0909, 10.0909, 10.0909, 10.0909
7.63146, 7.58095, 10.5443, 10.0682, 3.09531, -2.96335, 0, 10.0682, 10.0684, 10.544, 10.0682, 10.0682, 10.0682, 10.0682, 10.0682, 10.0682, 10.0682, 10.0682, 10.0682, 10.0682, 10.0682, 10.0682, 10.0682, 10.0682, 10.0682, 10.0682
7.63933, 10.685, 10.4623, 10.045, 3.5616, 0.222695, 0, 10.045, 10.0453, 10.462, 10.045, 10.045, 10.045, 10.045, 10.045, 10.045, 10.045, 10.045, 10.045, 10.045, 10.045, 10.045, 10.045, 10.045, 10.045, 10.045
7.6472, 11.9859, 10.3852, 10.0219, 3.73977, 1.60063, 0, 10.0219, 10.0222, 10.385, 10.0219, 10.0219, 10.0219, 10.0219, 10.0219, 10.0219, 10.0219, 10.0219, 10.0219, 10.0219, 10.0219, 10.0219, 10.0219, 10.0219, 10.0219, 10.0219
7.65507, 16.3569, 10.3138, 9.99932, 4.28449, 6.04311, 0, 9.99933, 9.99961, 10.3135, 9.99932, 9.99932, 9.99932, 9.99932, 9.99932, 9.99932, 9.99932, 9.99932, 9.99932, 9.99932, 9.99932, 9.99932, 9.99932, 9.99932, 9.99932, 9.99932
7.66294, 6.6145, 10.2466, 9.97621, 2.93505, -3.63213, 0, 9.97622, 9.97653, 10.2463, 9.97621, 9.97621, 9.97621, 9.97621, 9.97621, 9.97621, 9.97621, 9.97621, 9.97621, 9.97621, 9.97621, 9.97622, 9.97621, 9.97621, 9.97621, 9.97621
7.6708, 11.9852, 10.1842, 9.95314, 3.73968, 1.80095, 0, 9.95314, 9.95347, 10.1839, 9.95314, 9.95314, 9.95314, 9.95314, 9.95314, 9.95314, 9.95314, 9.95314, 9.95314, 9.95314, 9.95314, 9.95314, 9.95314, 9.95314, 9.95314, 9.95314
7.67867, 11.3148, 10.1698, 9.9735, 3.64895, 1.14503, 0, 9.97351, 9.97385, 10.1694, 9.9735, 9.9735, 9.9735, 9.9735, 9.9735, 9.9735, 9.9735, 9.9735, 9.9735, 9.9735, 9.9735, 9.9735, 9.9735, 9.9735, 9.9735, 9.9735
7.68654, 5.49103, 10.1591, 9.9934, 2.73697, -4.66805, 0, 9.99341, 9.99378, 10.1587, 9.9934, 9.9934, 9.9934, 9.9934, 9.9934, 9.9934, 9.9934, 9.9934, 9.9934, 9.9934, 9.9934, 9.9934, 9.9934, 9.9934, 9.9934, 9.9934
7.69441, 8.98122, 10.1523, 10.0133, 3.31379, -1.1711, 0, 10.0133, 10.0137, 10.1519, 10.0133, 10.0133, 10.0133, 10.0133, 10.0133, 10.0133, 10.0133, 10.0133, 10.0133, 10.0133, 10.0133, 10.0133, 10.0133, 10.0133, 10.0133, 10.0133
7.70228, 12.4988, 10.1495, 10.0336, 3.80772, 2.34923, 0, 10.0337, 10.0341, 10.1491, 10.0336, 10.0336, 10.0336, 10.0336, 10.0336, 10.0336, 10.0336, 10.0336, 10.0336, 10.0336, 10.0336, 10.0336, 10.0336, 10.0336, 10.0336, 10.0336
7.71015, 5.99033, 10.1497, 10.0537, 2.82672, -4.15938, 0, 10.0537, 10.0541, 10.1493, 10.0537, 10.0537, 10.0537, 10.0537, 10.0537, 10.0537, 10.0537, 10.0537, 10.0537, 10.0537, 10.0537, 10.0537, 10.0537, 10.0537, 10.0537, 10.0537
7.71802, 14.284, 10.1528, 10.0737, 4.03535, 4.13117, 0, 10.0737, 10.0742, 10.1524, 10.0737, 10.0737, 10.0737, 10.0737, 10.0737, 10.0737, 10.0737, 10.0737, 10.0737, 10.0737, 10.0737, 10.0737, 10.0737, 10.0737, 10.0737, 10.0737
7.72588, 13.1597, 10.1582, 10.0934, 3.89355, 3.00151, 0, 10.0934, 10.0939, 10.1577, 10.0934, 10.0934, 10.0934, 10.0934, 10.0934, 10.0934, 10.0934, 10.0934, 10.0934, 10.0934, 10.0934, 10.0934, 10.0934, 10.0934, 10.0934, 10.0934
7.73375, 12.9834, 10.1656, 10.1128, 3.87085, 2.81783, 0, 10.1128, 10.1133, 10.1651, 10.1128, 10.1128, 10.1128, 10.1128, 10.1128, 10.1128, 10.1128, 10.1128, 10.1128, 10.1128, 10.1128, 10.1128, 10.1128, 10.1128, 10.1128, 10.1128
7.74162, 15.1662, 10.175, 10.1322, 4.14321, 4.99117, 0, 10.1322, 10.1328, 10.1744, 10.1322, 10.1322, 10.1322, 10.1322, 10.1322, 10.1322, 10.1322, 10.1322, 10.1322, 10.1322, 10.1322, 10.1322, 10.1322, 10.1322, 10.1322, 10.1322
7.74949, 15.7996, 10.1864, 10.152, 4.21895, 5.61312, 0, 10.152, 10.1525, 10.1858, 10.152, 10.152, 10.152, 10.152, 10.152, 10.152, 10.152, 10.152, 10.152, 10.152, 10.152, 10.152, 10.152, 10.152, 10.152, 10.152
7.75736, 5.11512, 10.1991, 10.1714, 2.66742, -5.08396, 0, 10.1714, 10.172, 10.1985, 10.1714, 10.1714, 10.1714, 10.1714, 10.1714, 10.1714, 10.1714, 10.1714, 10.1714, 10.1714, 10.1714, 10.1714, 10.1714, 10.1714, 10.1714, 10.1714
7.76523, 3.99752, 10.2129, 10.1908, 2.44898, -6.21539, 0, 10.1908, 10.1915, 10.2123, 10.1908, 10.1908, 10.1908, 10.1908, 10.1908, 10.1908, 10.1908, 10.1908, 10.1908, 10.1908, 10.1908, 10.1908, 10.1908, 10.1908, 10.1908, 10.1908
7.77309, 13.0305, 10.2272, 10.2097, 3.87692, 2.80325, 0, 10.2097, 10.2103, 10.2266, 10.2097, 10.2097, 10.2097, 10.2097, 10.2097, 10.2097, 10.2097, 10.2097, 10.2097, 10.2097, 10.2097, 10.2097, 10.2097, 10.2097, 10.2097, 10.2097
7.78096, 16.0064, 10.2422, 10.2283, 4.24339, 5.76422, 0, 10.2283, 10.2289, 10.2415, 10.2283, 10.2283, 10.2283, 10.2283, 10.2283, 10.2283, 10.2283, 10.2283, 10.2283, 10.2283, 10.2283, 10.2283, 10.2283, 10.2283, 10.2283, 10.2283
7.78883, 15.9646, 10.2578, 10.2468, 4.23847, 5.70677, 0, 10.2468, 10.2475, 10.2572, 10.2468, 10.2468, 10.2468, 10.2468, 10.2468, 10.2468, 10.2468, 10.2468, 10.2468, 10.2468, 10.2468, 10.2468, 10.2468, 10.2468, 10.2468, 10.2468
7.7967, 14.7845, 10.2744, 10.2657, 4.09689, 4.5101, 0, 10.2657, 10.2664, 10.2737, 10.2657, 10.2657, 10.2657, 10.2657, 10.2657, 10.2657, 10.2657, 10.2657, 10.2657, 10.2657, 10.2657, 10.2657, 10.2657, 10.2657, 10.2657, 10.2657
7.80457, 19.9679, 10.2912, 10.2843, 4.687, 9.67678, 0, 10.2843, 10.285, 10.2904, 10.2843, 10.2843, 10.2843, 10.2843, 10.2843, 10.2843, 10.2843, 10.2843, 10.2843, 10.2843, 10.2843, 10.2843, 10.2843, 10.2843, 10.2843, 10.2843
7.81244, 8.02615, 10.3081, 10.3027, 3.16641, -2.28195, 0, 10.3027, 10.3034, 10.3074, 10.3027, 10.3027, 10.3027, 10.3027, 10.3027, 10.3027, 10.3027, 10.3027, 10.3027, 10.3027, 10.3027, 10.3027, 10.3027, 10.3027, 10.3027, 10.3027
7.82031, 10.1634, 10.3248, 10.3204, 3.48761, -0.161308, 0, 10.3204, 10.3212, 10.324, 10.3204, 10.3204, 10.3204, 10.3204, 10.3204, 10.3204, 10.3204, 10.3204, 10.3204, 10.3204, 10.3204, 10.3204, 10.3204, 10.3204, 10.3204, 10.3204
7.82817, 8.56491, 10.3414, 10.3379, 3.25037, -1.77646, 0, 10.3379, 10.3386, 10.3406, 10.3379, 10.3379, 10.3379, 10.3379, 10.3379, 10.3379, 10.3379, 10.3379, 10.3379, 10.3379, 10.3379, 10.3379, 10.3379, 10.3379, 10.3379, 10.3379
7.83604, 12.1933, 10.3582, 10.3554, 3.7674, 1.83512, 0, 10.3554, 10.3561, 10.3575, 10.3554, 10.3554, 10.3554, 10.3554, 10.3554, 10.3554, 10.3554, 10.3554, 10.3554, 10.3554, 10.3554, 10.3554, 10.3554, 10.3554, 10.3554, 10.3554
7.84391, 13.1224, 10.3754, 10.3731, 3.88875, 2.74698, 0, 10.3731, 10.3738, 10.3746, 10.3731, 10.3731, 10.3731, 10.3731, 10.3731, 10.3731, 10.3731, 10.3731, 10.3731, 10.3731, 10.3731, 10.3731, 10.3731, 10.3731, 10.3731, 10.3731
7.85178, 10.2791, 10.3925, 10.3906, 3.50415, -0.113406, 0, 10.3906, 10.3913, 10.3917, 10.3906, 10.3906, 10.3906, 10.3906, 10.3906, 10.3906, 10.3906, 10.3906, 10.3906, 10.3906, 10.3906, 10.3906, 10.3906, 10.3906, 10.3906, 10.3906
7.85965, 15.2081, 10.4092, 10.4076, 4.14827, 4.79887, 0, 10.4076, 10.4083, 10.4085, 10.4076, 10.4076, 10.4076, 10.4076, 10.4076, 10.4076, 10.4076, 10.4076, 10.4076, 10.4076, 10.4076, 10.4076, 10.4076, 10.4076, 10.4076, 10.4076
7.86752, 8.99009, 10.4255, 10.4241, 3.31513, -1.4354, 0, 10.4241, 10.4248, 10.4248, 10.4241, 10.4241, 10.4241, 10.4241, 10.4241, 10.4241, 10.4241, 10.4241, 10.4241, 10.4241, 10.4241, 10.4241, 10.4241, 10.4241, 10.4241, 10.4241
7.87538, 11.7658, 10.4415, 10.4402, 3.71023, 1.32431, 0, 10.4402, 10.4409, 10.4408, 10.4402, 10.4402, 10.4402, 10.4402, 10.4402, 10.4402, 10.4402, 10.4402, 10.4402, 10.4402, 10.4402, 10.4402, 10.4402, 10.4402, 10.4402, 10.4402
7.88325, 16.3977, 10.4575, 10.4564, 4.28925, 5.94014, 0, 10.4564, 10.457, 10.4569, 10.4564, 10.4564, 10.4564, 10.4564, 10.4564, 10.4564, 10.4564, 10.4564, 10.4564, 10.4564, 10.4564, 10.4564, 10.4564, 10.4564, 10.4564, 10.4564
7.89112, 15.3482, 10.4738, 10.4726, 4.16511, 4.87439, 0, 10.4726, 10.4733, 10.4731, 10.4726, 10.4726, 10.4726, 10.4726, 10.4726, 10.4726, 10.4726, 10.4726, 10.4726, 10.4726, 10.4726, 10.4726, 10.4726, 10.4726, 10.4727, 10.4726
7.89899, 9.21791, 10.4898, 10.4887, 3.34931, -1.27193, 0, 10.4887, 10.4893, 10.4892, 10.4887, 10.4887, 10.4887, 10.4887, 10.4887, 10.4887, 10.4887, 10.4887, 10.4887, 10.4887, 10.4887, 10.4887, 10.4887, 10.4887, 10.4887, 10.4887
7.90686, 9.51912, 10.5054, 10.5043, 3.39398, -0.986271, 0, 10.5043, 10.5049, 10.5048, 10.5043, 10.5043, 10.5043, 10.5043, 10.5043, 10.5043, 10.5043, 10.5043, 10.5043, 10.5043, 10.5043, 10.5043, 10.5043, 10.5043, 10.5043, 10.5043
7.91473, 16.5093, 10.5204, 10.5192, 4.30224, 5.98889, 0, 10.5192, 10.5197, 10.5197, 10.5192, 10.5192, 10.5192, 10.5192, 10.5192, 10.5192, 10.5192, 10.5192, 10.5192, 10.5192, 10.5192, 10.5192, 10.5192, 10.5192, 10.5192, 10.5192
7.9226, 9.93538, 10.5351, 10.5338, 3.45476, -0.599701, 0, 10.5338, 10.5343, 10.5345, 10.5338, 10.5338, 10.5338, 10.5338, 10.5338, 10.5338, 10.5338, 10.5338, 10.5338, 10.5338, 10.5338, 10.5338, 10.5338, 10.5338, 10.5338, 10.5338
7.93046, 9.4715, 10.5499, 10.5484, 3.38696, -1.07835, 0, 10.5484, 10.5489, 10.5493, 10.5484, 10.5484, 10.5484, 10.5484, 10.5484, 10.5484, 10.5484, 10.5484, 10.5484, 10.5484, 10.5484, 10.5484, 10.5484, 10.5484, 10.5484, 10.5484
7.93833, 11.2603, 10.5647, 10.563, 3.64147, 0.695574, 0, 10.563, 10.5635, 10.5642, 10.563, 10.563, 10.563, 10.563, 10.563, 10.563, 10.563, 10.563, 10.563, 10.563, 10.563, 10.563, 10.563, 10.563, 10.5631, 10.563
