   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_757.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.000822086, 0, 3.05295e-14, 0, 1.41421, -3.05295e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.18477e-16, 0, 0, 2.54996e-16, 0, 8.40637e-18, 0, 2.99476e-14, 0, 0, 0
0.00867566, 0, 4.65993e-14, 0, 1.41421, -4.65993e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.86033e-16, 0, 0, 3.96556e-16, 0, 1.32367e-17, 0, 4.57034e-14, 0, 0, 0
0.0165292, 0, 7.08253e-14, 0, 1.41421, -7.08253e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.38587e-16, 0, 0, 6.14202e-16, 0, 2.07626e-17, 0, 6.94517e-14, 0, 0, 0
0.0243828, 0, 1.07191e-13, 0, 1.41421, -1.07191e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.11763e-15, 0, 0, 9.47488e-16, 0, 3.24434e-17, 0, 1.05094e-13, 0, 0, 0
0.0322364, 0, 1.61548e-13, 0, 1.41421, -1.61548e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.68408e-15, 0, 0, 1.45584e-15, 0, 5.05047e-17, 0, 1.58358e-13, 0, 0, 0
0.0400899, 0, 2.42453e-13, 0, 1.41421, -2.42453e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.52703e-15, 0, 0, 2.22818e-15, 0, 7.83295e-17, 0, 2.3762e-13, 0, 0, 0
0.0479435, 0, 3.62364e-13, 0, 1.41421, -3.62364e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.77612e-15, 0, 0, 3.39709e-15, 0, 1.21034e-16, 0, 3.5507e-13, 0, 0, 0
0.0557971, 0, 5.39341e-13, 0, 1.41421, -5.39341e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.61929e-15, 0, 0, 5.1595e-15, 0, 1.86332e-16, 0, 5.28376e-13, 0, 0, 0
0.0636506, 0, 7.99448e-13, 0, 1.41421, -7.99448e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.32768e-15, 0, 0, 7.80686e-15, 0, 2.85813e-16, 0, 7.83027e-13, 0, 0, 0
0.0715042, 0, 1.18014e-12, 0, 1.41421, -1.18014e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.22909e-14, 0, 0, 1.17698e-14, 0, 4.3682e-16, 0, 1.15565e-12, 0, 0, 0
0.0793578, 0, 1.73502e-12, 0, 1.41421, -1.73502e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.80661e-14, 0, 0, 1.76806e-14, 0, 6.65219e-16, 0, 1.6986e-12, 0, 0, 0
0.0872113, 0, 2.54041e-12, 0, 1.41421, -2.54041e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.64469e-14, 0, 0, 2.64664e-14, 0, 1.00944e-15, 0, 2.48649e-12, 0, 0, 0
0.0950649, 0, 3.70461e-12, 0, 1.41421, -3.70461e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.85587e-14, 0, 0, 3.94823e-14, 0, 1.52639e-15, 0, 3.62504e-12, 0, 0, 0
