   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_314.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.0161855, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00832702, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.000468491, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00739004, 0, 2.0447e-17, 0, 1.41421, -2.0447e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.17882e-19, 0, 0, 5.5656e-20, 0, 0, 2.02735e-17, 0, 0
0.0152486, 0, 3.59158e-17, 0, 1.41421, -3.59158e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.07054e-19, 0, 0, 9.93565e-20, 0, 0, 3.56094e-17, 0, 0
0.0231071, 0, 6.26791e-17, 0, 1.41421, -6.26791e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.61328e-19, 0, 0, 1.76249e-19, 0, 0, 6.21415e-17, 0, 0
0.0309656, 0, 1.0869e-16, 0, 1.41421, -1.0869e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.26537e-19, 0, 0, 3.1071e-19, 0, 0, 1.07752e-16, 0, 0
0.0388241, 0, 1.87294e-16, 0, 1.41421, -1.87294e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0796e-18, 0, 0, 5.4441e-19, 0, 0, 1.8567e-16, 0, 0
0.0466827, 0, 3.2075e-16, 0, 1.41421, -3.2075e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.84877e-18, 0, 0, 9.48159e-19, 0, 0, 3.17953e-16, 0, 0
0.0545412, 0, 5.45953e-16, 0, 1.41421, -5.45953e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.14665e-18, 0, 0, 1.64158e-18, 0, 0, 5.41165e-16, 0, 0
0.0623997, 0, 9.23679e-16, 0, 1.41421, -9.23679e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.32343e-18, 0, 0, 2.82555e-18, 0, 0, 9.1553e-16, 0, 0
0.0702583, 0, 1.55344e-15, 0, 1.41421, -1.55344e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.95242e-18, 0, 0, 4.83547e-18, 0, 0, 1.53965e-15, 0, 0
