   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_820.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.287119, 0, 1.13943e-09, 8.18737e-38, 1.41421, -1.13943e-09, 0, 8.18737e-38, 8.18737e-38, 8.18737e-38, 8.18737e-38, 8.18737e-38, 8.18737e-38, 8.18737e-38, 8.18737e-38, 8.18737e-38, 8.18737e-38, 1.35742e-11, 8.18737e-38, 8.18737e-38, 2.64933e-11, 8.18737e-38, 8.18737e-38, 1.09937e-09, 8.18737e-38, 8.18737e-38, 8.18737e-38
0.294986, 0, 1.57925e-09, 7.3873e-37, 1.41421, -1.57925e-09, 0, 7.3873e-37, 7.3873e-37, 7.3873e-37, 7.3873e-37, 7.3873e-37, 7.3873e-37, 7.3873e-37, 7.3873e-37, 7.3873e-37, 7.3873e-37, 1.88091e-11, 7.3873e-37, 7.3873e-37, 3.92832e-11, 7.3873e-37, 7.3873e-37, 1.52116e-09, 7.3873e-37, 7.3873e-37, 7.3873e-37
0.302852, 0, 2.17955e-09, 2.30187e-35, 1.41421, -2.17955e-09, 0, 2.30187e-35, 2.30187e-35, 2.30187e-35, 2.30187e-35, 2.30187e-35, 2.30187e-35, 2.30187e-35, 2.30187e-35, 2.30187e-35, 2.30187e-35, 2.59507e-11, 2.30187e-35, 2.30187e-35, 5.83603e-11, 2.30187e-35, 2.30187e-35, 2.09524e-09, 2.30187e-35, 2.30187e-35, 2.30187e-35
0.310719, 0, 2.99492e-09, 1.59178e-34, 1.41421, -2.99492e-09, 0, 1.59178e-34, 1.59178e-34, 1.59178e-34, 1.59178e-34, 1.59178e-34, 1.59178e-34, 1.59178e-34, 1.59178e-34, 1.59178e-34, 1.59178e-34, 3.56468e-11, 1.59178e-34, 1.59178e-34, 8.65732e-11, 1.59178e-34, 1.59178e-34, 2.8727e-09, 1.59178e-34, 1.59178e-34, 1.59178e-34
0.318585, 0, 4.09804e-09, 1.07031e-33, 1.41421, -4.09804e-09, 0, 1.07031e-33, 1.07031e-33, 1.07031e-33, 1.07031e-33, 1.07031e-33, 1.07031e-33, 1.07031e-33, 1.07031e-33, 1.07031e-33, 1.07031e-33, 4.87567e-11, 1.07031e-33, 1.07031e-33, 1.28476e-10, 1.07031e-33, 1.07031e-33, 3.92081e-09, 1.07031e-33, 1.07031e-33, 1.07031e-33
0.326452, 0, 5.58435e-09, 6.92212e-33, 1.41421, -5.58435e-09, 0, 6.92212e-33, 6.92212e-33, 6.92212e-33, 6.92212e-33, 6.92212e-33, 6.92212e-33, 6.92212e-33, 6.92212e-33, 6.92212e-33, 6.92212e-33, 6.64068e-11, 6.92212e-33, 6.92212e-33, 1.9074e-10, 6.92212e-33, 6.92212e-33, 5.3272e-09, 6.92212e-33, 6.92212e-33, 6.92212e-33
0.334318, 0, 7.57895e-09, 4.2462e-32, 1.41421, -7.57895e-09, 0, 4.2462e-32, 4.2462e-32, 4.2462e-32, 4.2462e-32, 4.2462e-32, 4.2462e-32, 4.2462e-32, 4.2462e-32, 4.2462e-32, 4.2462e-32, 9.00694e-11, 4.2462e-32, 4.2462e-32, 2.83281e-10, 4.2462e-32, 4.2462e-32, 7.2056e-09, 4.2462e-32, 4.2462e-32, 4.2462e-32
0.342185, 0, 1.02454e-08, 2.41569e-31, 1.41421, -1.02454e-08, 0, 2.41569e-31, 2.41569e-31, 2.41569e-31, 2.41569e-31, 2.41569e-31, 2.41569e-31, 2.41569e-31, 2.41569e-31, 2.41569e-31, 2.41569e-31, 1.21662e-10, 2.41569e-31, 2.41569e-31, 4.2083e-10, 2.41569e-31, 2.41569e-31, 9.70289e-09, 2.41569e-31, 2.41569e-31, 2.41569e-31
0.350052, 0, 1.37966e-08, 1.29222e-30, 1.41421, -1.37966e-08, 0, 1.29222e-30, 1.29222e-30, 1.29222e-30, 1.29222e-30, 1.29222e-30, 1.29222e-30, 1.29222e-30, 1.29222e-30, 1.29222e-30, 1.29222e-30, 1.63671e-10, 1.29222e-30, 1.29222e-30, 6.25223e-10, 1.29222e-30, 1.29222e-30, 1.30077e-08, 1.29222e-30, 1.29222e-30, 1.29222e-30
0.357918, 0, 1.85095e-08, 6.491e-30, 1.41421, -1.85095e-08, 0, 6.491e-30, 6.491e-30, 6.491e-30, 6.491e-30, 6.491e-30, 6.491e-30, 6.491e-30, 6.491e-30, 6.491e-30, 6.491e-30, 2.19306e-10, 6.491e-30, 6.491e-30, 9.28766e-10, 6.491e-30, 6.491e-30, 1.73614e-08, 6.491e-30, 6.491e-30, 6.491e-30
0.365785, 0, 2.47427e-08, 3.06889e-29, 1.41421, -2.47427e-08, 0, 3.06889e-29, 3.06889e-29, 3.06889e-29, 3.06889e-29, 3.06889e-29, 3.06889e-29, 3.06889e-29, 3.06889e-29, 3.06889e-29, 3.06889e-29, 2.92701e-10, 3.06889e-29, 3.06889e-29, 1.37914e-09, 3.06889e-29, 3.06889e-29, 2.30709e-08, 3.06889e-29, 3.06889e-29, 3.06889e-29
0.373651, 0, 3.29603e-08, 1.37345e-28, 1.41421, -3.29603e-08, 0, 1.37345e-28, 1.37345e-28, 1.37345e-28, 1.37345e-28, 1.37345e-28, 1.37345e-28, 1.37345e-28, 1.37345e-28, 1.37345e-28, 1.37345e-28, 3.89151e-10, 1.37345e-28, 1.37345e-28, 2.0465e-09, 1.37345e-28, 1.37345e-28, 3.05247e-08, 1.37345e-28, 1.37345e-28, 1.37345e-28
0.381518, 0, 4.37614e-08, 5.82387e-28, 1.41421, -4.37614e-08, 0, 5.82387e-28, 5.82387e-28, 5.82387e-28, 5.82387e-28, 5.82387e-28, 5.82387e-28, 5.82387e-28, 5.82387e-28, 5.82387e-28, 5.82387e-28, 5.1542e-10, 5.82387e-28, 5.82387e-28, 3.03371e-09, 5.82387e-28, 5.82387e-28, 4.02123e-08, 5.82387e-28, 5.82387e-28, 5.82387e-28
0.389385, 0, 5.79188e-08, 2.34477e-27, 1.41421, -5.79188e-08, 0, 2.34477e-27, 2.34477e-27, 2.34477e-27, 2.34477e-27, 2.34477e-27, 2.34477e-27, 2.34477e-27, 2.34477e-27, 2.34477e-27, 2.34477e-27, 6.80116e-10, 2.34477e-27, 2.34477e-27, 4.49106e-09, 2.34477e-27, 2.34477e-27, 5.27476e-08, 2.34477e-27, 2.34477e-27, 2.34477e-27
0.397251, 0, 7.64279e-08, 8.98499e-27, 1.41421, -7.64279e-08, 0, 8.98499e-27, 8.98499e-27, 8.98499e-27, 8.98499e-27, 8.98499e-27, 8.98499e-27, 8.98499e-27, 8.98499e-27, 8.98499e-27, 8.98499e-27, 8.94151e-10, 8.98499e-27, 8.98499e-27, 6.63722e-09, 8.98499e-27, 8.98499e-27, 6.88965e-08, 8.98499e-27, 8.98499e-27, 8.98499e-27
0.405118, 0, 1.00571e-07, 3.28484e-26, 1.41421, -1.00571e-07, 0, 3.28484e-26, 3.28484e-26, 3.28484e-26, 3.28484e-26, 3.28484e-26, 3.28484e-26, 6.06275e-13, 3.28484e-26, 3.28484e-26, 3.28484e-26, 1.17131e-09, 3.28484e-26, 3.28484e-26, 9.7889e-09, 3.28484e-26, 3.28484e-26, 8.96098e-08, 3.28484e-26, 3.28484e-26, 3.28484e-26
0.412984, 0, 1.31997e-07, 1.14846e-25, 1.41421, -1.31997e-07, 0, 1.14846e-25, 1.14846e-25, 1.14846e-25, 1.14846e-25, 1.14846e-25, 1.14846e-25, 1.82966e-12, 1.14846e-25, 1.14846e-25, 1.14846e-25, 1.52895e-09, 1.14846e-25, 1.14846e-25, 1.44028e-08, 1.14846e-25, 1.14846e-25, 1.16063e-07, 1.14846e-25, 1.14846e-25, 1.14846e-25
0.420851, 0, 1.73498e-07, 3.89111e-25, 1.41421, -1.73498e-07, 0, 5.84073e-15, 4.54254e-12, 1.42578e-11, 4.55817e-11, 1.90876e-10, 1.79238e-11, 3.10375e-11, 9.8228e-11, 1.81723e-11, 2.16509e-10, 1.98888e-09, 5.75258e-12, 2.57279e-13, 2.11341e-08, 1.22926e-13, 6.64243e-16, 1.49717e-07, 3.89111e-25, 3.89111e-25, 1.42418e-11
0.428718, 0, 2.27877e-07, 6.23355e-11, 1.41421, -2.27877e-07, 6.23355e-11, 6.23531e-11, 7.59992e-11, 1.05222e-10, 1.99443e-10, 6.36482e-10, 1.1625e-10, 1.51879e-10, 3.578e-10, 1.16997e-10, 7.13583e-10, 2.64065e-09, 7.9639e-11, 6.31094e-11, 3.09815e-08, 6.35643e-11, 6.23375e-11, 1.92404e-07, 6.23355e-11, 6.23355e-11, 1.05174e-10
0.436584, 0, 2.99297e-07, 1.87983e-10, 1.41421, -2.99297e-07, 1.87983e-10, 1.88024e-10, 2.19671e-10, 2.87443e-10, 5.05953e-10, 1.5195e-09, 3.13017e-10, 3.92873e-10, 8.73204e-10, 3.1475e-10, 1.69831e-09, 3.51915e-09, 2.28112e-10, 1.89778e-10, 4.52751e-08, 1.92666e-10, 1.87988e-10, 2.463e-07, 1.87983e-10, 1.87983e-10, 2.87332e-10
0.444451, 0, 3.93589e-07, 4.35916e-10, 1.41421, -3.93589e-07, 4.35916e-10, 4.36002e-10, 5.02681e-10, 6.45471e-10, 1.10586e-09, 3.24134e-09, 6.99354e-10, 8.6478e-10, 1.87963e-09, 7.03006e-10, 3.61808e-09, 4.72544e-09, 5.20466e-10, 4.39698e-10, 6.59498e-08, 4.48134e-10, 4.35926e-10, 3.14138e-07, 4.35916e-10, 4.35916e-10, 6.45237e-10
0.452317, 0, 5.18946e-07, 9.17676e-10, 1.41421, -5.18946e-07, 9.17676e-10, 9.17848e-10, 1.05169e-09, 1.33831e-09, 2.26243e-09, 6.54892e-09, 1.44647e-09, 1.77502e-09, 3.8156e-09, 1.4538e-09, 7.30513e-09, 6.42313e-09, 1.08739e-09, 9.25266e-10, 9.5753e-08, 9.45395e-10, 9.17695e-10, 3.99241e-07, 9.17676e-10, 9.17676e-10, 1.33784e-09
0.460184, 0, 6.87233e-07, 1.84055e-09, 1.41421, -6.87233e-07, 1.84055e-09, 1.84088e-09, 2.1016e-09, 2.65993e-09, 4.4601e-09, 1.28101e-08, 2.87062e-09, 3.50498e-09, 7.48565e-09, 2.8849e-09, 1.42832e-08, 8.88364e-09, 2.17114e-09, 1.85533e-09, 1.38572e-07, 1.89903e-09, 1.84059e-09, 5.05739e-07, 1.84055e-09, 1.84055e-09, 2.65902e-09
0.468051, 0, 9.16215e-07, 3.58338e-09, 1.41421, -9.16215e-07, 3.58338e-09, 3.58402e-09, 4.08094e-09, 5.14507e-09, 8.57609e-09, 2.44907e-08, 5.54663e-09, 6.99764e-09, 1.43426e-08, 5.57385e-09, 2.72983e-08, 1.25646e-08, 4.21348e-09, 3.61156e-09, 1.99902e-07, 3.70139e-09, 3.58345e-09, 6.38777e-07, 3.58338e-09, 3.58338e-09, 5.14333e-09
0.475917, 0, 1.2325e-06, 6.82694e-09, 1.41421, -1.2325e-06, 6.82694e-09, 6.82814e-09, 7.75838e-09, 9.75048e-09, 1.61734e-08, 4.59659e-08, 1.05022e-08, 1.37344e-08, 2.69685e-08, 1.05532e-08, 5.12218e-08, 1.82429e-08, 8.0065e-09, 6.87969e-09, 2.87481e-07, 7.05785e-09, 6.82707e-09, 8.04855e-07, 6.82694e-09, 6.82694e-09, 9.7472e-09
0.483784, 0, 1.68205e-06, 1.27758e-08, 1.41421, -1.68205e-06, 1.27758e-08, 1.2778e-08, 1.44917e-08, 1.81616e-08, 2.9994e-08, 8.48783e-08, 1.95464e-08, 3.15674e-08, 4.98809e-08, 1.96403e-08, 9.45608e-08, 2.72407e-08, 1.49488e-08, 1.2873e-08, 4.12217e-07, 1.32172e-08, 1.27761e-08, 1.01232e-06, 1.27758e-08, 1.27758e-08, 1.81556e-08
0.49165, 0, 2.32798e-06, 2.35276e-08, 1.41421, -2.32798e-06, 2.35276e-08, 2.35316e-08, 2.66413e-08, 3.33007e-08, 5.4772e-08, 1.54366e-07, 3.58136e-08, 6.49982e-08, 9.08589e-08, 3.59839e-08, 1.71936e-07, 4.17979e-08, 2.74707e-08, 2.37039e-08, 5.89524e-07, 2.43551e-08, 2.3528e-08, 1.27208e-06, 2.35276e-08, 2.35276e-08, 3.32897e-08
0.499517, 0, 3.27381e-06, 4.26803e-08, 1.41421, -3.27381e-06, 4.26803e-08, 4.26875e-08, 4.82489e-08, 6.01585e-08, 9.85575e-08, 2.7667e-07, 6.46526e-08, 1.2687e-07, 1.63095e-07, 6.49572e-08, 3.08092e-07, 6.56852e-08, 4.97322e-08, 4.29957e-08, 8.41141e-07, 4.42058e-08, 4.26811e-08, 1.59881e-06, 4.26803e-08, 4.26803e-08, 6.01389e-08
0.507384, 0, 4.68201e-06, 7.63043e-08, 1.41421, -4.68201e-06, 7.63043e-08, 7.63169e-08, 8.61217e-08, 1.07118e-07, 1.74816e-07, 4.88829e-07, 1.15042e-07, 2.39452e-07, 2.88596e-07, 1.15579e-07, 5.44226e-07, 1.05181e-07, 8.87369e-08, 7.68603e-08, 1.19724e-06, 7.90732e-08, 7.63057e-08, 2.0126e-06, 7.63043e-08, 7.63043e-08, 1.07084e-07
0.51525, 0, 6.80574e-06, 1.34483e-07, 1.41421, -6.80574e-06, 1.34483e-07, 1.34505e-07, 1.51549e-07, 1.88047e-07, 3.05725e-07, 8.51571e-07, 2.0182e-07, 4.37979e-07, 5.03508e-07, 2.02753e-07, 9.47868e-07, 1.70619e-07, 1.56095e-07, 1.3545e-07, 1.7008e-06, 1.39436e-07, 1.34486e-07, 2.54176e-06, 1.34483e-07, 1.34483e-07, 1.87987e-07
0.523117, 0, 1.00488e-05, 2.33699e-07, 1.41421, -1.00488e-05, 2.33699e-07, 2.33736e-07, 2.62951e-07, 3.25513e-07, 5.27225e-07, 1.46286e-06, 3.4912e-07, 7.89917e-07, 8.66245e-07, 3.50721e-07, 1.62792e-06, 2.7878e-07, 2.70743e-07, 2.35355e-07, 2.41222e-06, 2.42432e-07, 2.33703e-07, 3.22677e-06, 2.33699e-07, 2.33699e-07, 3.2541e-07
0.530983, 0, 1.50395e-05, 4.00461e-07, 1.41421, -1.50395e-05, 4.00461e-07, 4.00525e-07, 4.49908e-07, 5.55662e-07, 8.96635e-07, 2.47823e-06, 5.95569e-07, 1.40794e-06, 1.46971e-06, 5.98274e-07, 2.75724e-06, 4.56537e-07, 4.6308e-07, 4.03262e-07, 3.41656e-06, 4.1565e-07, 4.00468e-07, 4.1266e-06, 4.00461e-07, 4.00461e-07, 5.55489e-07
0.53885, 0, 2.27496e-05, 6.76721e-07, 1.41421, -2.27496e-05, 6.76721e-07, 6.76827e-07, 7.59154e-07, 9.35455e-07, 1.50389e-06, 4.14055e-06, 1.00198e-06, 2.48011e-06, 2.45926e-06, 1.00649e-06, 4.6057e-06, 7.46268e-07, 7.81112e-07, 6.81389e-07, 4.83353e-06, 7.02781e-07, 6.76733e-07, 5.32747e-06, 6.76721e-07, 6.76721e-07, 9.35166e-07
0.546717, 0, 3.46695e-05, 1.1278e-06, 1.41421, -3.46695e-05, 1.1278e-06, 1.12798e-06, 1.26334e-06, 1.55322e-06, 2.48785e-06, 6.82309e-06, 1.66261e-06, 4.31757e-06, 4.05868e-06, 1.67002e-06, 7.5879e-06, 1.21381e-06, 1.29944e-06, 1.13548e-06, 6.83138e-06, 1.17192e-06, 1.12782e-06, 6.95725e-06, 1.1278e-06, 1.1278e-06, 1.55274e-06
0.554583, 0, 5.30568e-05, 1.85376e-06, 1.41421, -5.30568e-05, 1.85376e-06, 1.85404e-06, 2.07357e-06, 2.54368e-06, 4.0594e-06, 1.109e-05, 2.72107e-06, 7.42828e-06, 6.60688e-06, 2.7331e-06, 1.23304e-05, 1.95984e-06, 2.13212e-06, 1.86621e-06, 9.64602e-06, 1.92744e-06, 1.85379e-06, 9.202e-06, 1.85376e-06, 1.85376e-06, 2.5429e-06
0.56245, 0, 8.12952e-05, 3.00532e-06, 1.41421, -8.12952e-05, 3.00532e-06, 3.00578e-06, 3.35694e-06, 4.10894e-06, 6.53357e-06, 1.77801e-05, 4.39272e-06, 1.263e-05, 1.06086e-05, 4.41195e-06, 1.97642e-05, 3.13582e-06, 3.4506e-06, 3.02524e-06, 1.36069e-05, 3.12678e-06, 3.00538e-06, 1.23345e-05, 3.00532e-06, 3.00532e-06, 4.10771e-06
0.570316, 0, 0.000124392, 4.80584e-06, 1.41421, -0.000124392, 4.80584e-06, 4.80655e-06, 5.36066e-06, 6.54728e-06, 1.03732e-05, 2.81195e-05, 6.99505e-06, 2.1221e-05, 1.68033e-05, 7.0254e-06, 3.12502e-05, 4.96598e-06, 5.50845e-06, 4.83726e-06, 1.91721e-05, 5.00343e-06, 4.80592e-06, 1.67506e-05, 4.80584e-06, 4.80584e-06, 6.54533e-06
0.578183, 0, 0.000189663, 7.58071e-06, 1.41421, -0.000189663, 7.58071e-06, 7.58182e-06, 8.44435e-06, 1.02914e-05, 1.62469e-05, 4.38708e-05, 1.09885e-05, 3.52337e-05, 2.62561e-05, 1.10357e-05, 4.87442e-05, 7.77677e-06, 8.67439e-06, 7.62963e-06, 2.69745e-05, 7.898e-06, 7.58083e-06, 2.30187e-05, 7.58071e-06, 7.58071e-06, 1.02885e-05
