   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_229.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
6.83828, 163.981, 208.131, 207.978, 12.8834, -44.15, 0, 207.978, 207.995, 207.981, 208.11, 207.978, 207.978, 207.978, 207.978, 207.978, 207.978, 207.978, 207.978, 207.978, 207.978, 207.978
6.84616, 153.054, 208.137, 207.966, 12.4521, -55.0825, 0, 207.966, 207.983, 207.969, 208.116, 207.966, 207.966, 207.966, 207.966, 207.966, 207.966, 207.966, 207.966, 207.966, 207.966, 207.966
6.85405, 168.736, 208.14, 207.949, 13.0666, -39.404, 0, 207.949, 207.967, 207.952, 208.119, 207.949, 207.949, 207.949, 207.949, 207.949, 207.949, 207.949, 207.949, 207.949, 207.949, 207.949
6.86193, 168.995, 208.141, 207.928, 13.0765, -39.1459, 0, 207.928, 207.946, 207.931, 208.119, 207.928, 207.928, 207.928, 207.928, 207.928, 207.928, 207.928, 207.928, 207.928, 207.928, 207.928
6.86981, 155.732, 208.139, 207.903, 12.5591, -52.4065, 0, 207.903, 207.921, 207.906, 208.117, 207.903, 207.903, 207.903, 207.903, 207.903, 207.903, 207.903, 207.903, 207.903, 207.903, 207.903
6.8777, 155.822, 208.134, 207.872, 12.5627, -52.3121, 0, 207.873, 207.891, 207.876, 208.111, 207.872, 207.872, 207.872, 207.872, 207.872, 207.872, 207.872, 207.872, 207.872, 207.872, 207.872
6.88558, 161.721, 208.126, 207.838, 12.7954, -46.4043, 0, 207.838, 207.856, 207.841, 208.103, 207.838, 207.838, 207.838, 207.838, 207.838, 207.838, 207.838, 207.838, 207.838, 207.838, 207.838
6.89346, 173.158, 208.114, 207.798, 13.2347, -34.956, 0, 207.798, 207.816, 207.801, 208.092, 207.798, 207.798, 207.798, 207.798, 207.798, 207.798, 207.798, 207.798, 207.798, 207.798, 207.798
6.90135, 158.809, 208.099, 207.753, 12.6811, -49.2892, 0, 207.753, 207.771, 207.756, 208.076, 207.753, 207.753, 207.753, 207.753, 207.753, 207.753, 207.753, 207.753, 207.753, 207.753, 207.753
6.90923, 177.304, 208.079, 207.703, 13.3905, -30.7749, 0, 207.703, 207.721, 207.706, 208.057, 207.703, 207.703, 207.703, 207.703, 207.703, 207.703, 207.703, 207.703, 207.703, 207.703, 207.703
6.91711, 155.185, 208.055, 207.647, 12.5373, -52.8703, 0, 207.647, 207.665, 207.651, 208.034, 207.647, 207.647, 207.647, 207.647, 207.647, 207.647, 207.647, 207.647, 207.647, 207.647, 207.647
6.925, 158.962, 208.027, 207.586, 12.6871, -49.0649, 0, 207.586, 207.603, 207.589, 208.005, 207.586, 207.586, 207.586, 207.586, 207.586, 207.586, 207.586, 207.586, 207.586, 207.586, 207.586
6.93288, 173.948, 207.993, 207.519, 13.2645, -34.0445, 0, 207.519, 207.536, 207.522, 207.972, 207.519, 207.519, 207.519, 207.519, 207.519, 207.519, 207.519, 207.519, 207.519, 207.519, 207.519
6.94076, 172.358, 207.953, 207.446, 13.2045, -35.5954, 0, 207.446, 207.462, 207.45, 207.932, 207.446, 207.446, 207.446, 207.446, 207.446, 207.446, 207.446, 207.446, 207.446, 207.446, 207.446
6.94865, 161.378, 207.907, 207.367, 12.7819, -46.5292, 0, 207.367, 207.383, 207.371, 207.887, 207.367, 207.367, 207.367, 207.367, 207.367, 207.367, 207.367, 207.367, 207.367, 207.367, 207.367
6.95653, 185.353, 207.855, 207.281, 13.6877, -22.5016, 0, 207.281, 207.297, 207.285, 207.835, 207.281, 207.281, 207.281, 207.281, 207.281, 207.281, 207.281, 207.281, 207.281, 207.281, 207.281
6.96441, 171.377, 207.795, 207.189, 13.1673, -36.4187, 0, 207.189, 207.204, 207.194, 207.776, 207.189, 207.189, 207.189, 207.189, 207.189, 207.189, 207.189, 207.189, 207.189, 207.189, 207.189
6.9723, 170.499, 207.728, 207.091, 13.1339, -37.2289, 0, 207.091, 207.105, 207.096, 207.709, 207.091, 207.091, 207.091, 207.091, 207.091, 207.091, 207.091, 207.091, 207.091, 207.091, 207.091
6.98018, 203.209, 207.653, 206.986, 14.3251, -4.44385, 0, 206.986, 207, 206.992, 207.634, 206.986, 206.986, 206.986, 206.986, 206.986, 206.986, 206.986, 206.986, 206.986, 206.986, 206.986
6.98806, 173.54, 207.57, 206.875, 13.2491, -34.0305, 0, 206.875, 206.887, 206.881, 207.551, 206.875, 206.875, 206.875, 206.875, 206.875, 206.875, 206.875, 206.875, 206.875, 206.875, 206.875
6.99595, 174.712, 207.304, 206.582, 13.2933, -32.5921, 0, 206.582, 206.594, 206.589, 207.284, 206.582, 206.582, 206.582, 206.582, 206.582, 206.582, 206.582, 206.582, 206.582, 206.582, 206.582
7.00383, 175.766, 206.04, 205.294, 13.3329, -30.2739, 0, 205.295, 205.306, 205.303, 206.02, 205.294, 205.294, 205.294, 205.294, 205.294, 205.294, 205.294, 205.294, 205.294, 205.294, 205.294
7.01171, 180.509, 204.804, 204.037, 13.5096, -24.2946, 0, 204.037, 204.047, 204.047, 204.783, 204.037, 204.037, 204.037, 204.037, 204.037, 204.037, 204.037, 204.037, 204.037, 204.037, 204.037
7.0196, 165.683, 203.571, 202.785, 12.9493, -37.8878, 0, 202.785, 202.795, 202.797, 203.549, 202.785, 202.785, 202.785, 202.785, 202.785, 202.785, 202.785, 202.785, 202.785, 202.785, 202.785
7.02748, 187.545, 202.341, 201.539, 13.7675, -14.796, 0, 201.539, 201.548, 201.553, 202.318, 201.539, 201.539, 201.539, 201.539, 201.539, 201.539, 201.539, 201.539, 201.539, 201.539, 201.539
7.03536, 189.097, 201.115, 200.299, 13.8238, -12.0179, 0, 200.299, 200.307, 200.317, 201.089, 200.299, 200.299, 200.299, 200.299, 200.299, 200.299, 200.299, 200.299, 200.299, 200.299, 200.299
7.04325, 177.334, 199.894, 199.067, 13.3916, -22.5598, 0, 199.067, 199.074, 199.089, 199.864, 199.067, 199.067, 199.067, 199.067, 199.067, 199.067, 199.067, 199.067, 199.067, 199.067, 199.067
7.05113, 157.996, 198.679, 197.844, 12.649, -40.6831, 0, 197.844, 197.851, 197.872, 198.644, 197.844, 197.844, 197.844, 197.844, 197.844, 197.844, 197.844, 197.844, 197.844, 197.844, 197.844
7.05901, 162.769, 197.471, 196.63, 12.8362, -34.7016, 0, 196.63, 196.636, 196.664, 197.43, 196.63, 196.63, 196.63, 196.63, 196.63, 196.63, 196.63, 196.63, 196.63, 196.63, 196.63
7.0669, 165.976, 196.269, 195.424, 12.9606, -30.2928, 0, 195.424, 195.43, 195.467, 196.22, 195.424, 195.424, 195.424, 195.424, 195.424, 195.424, 195.424, 195.424, 195.424, 195.424, 195.424
7.07478, 170.054, 195.075, 194.227, 13.1169, -25.0208, 0, 194.227, 194.233, 194.281, 195.016, 194.227, 194.227, 194.227, 194.227, 194.227, 194.227, 194.227, 194.227, 194.227, 194.227, 194.227
7.08266, 202.734, 193.889, 193.04, 14.3085, 8.84473, 0, 193.041, 193.045, 193.107, 193.817, 193.04, 193.04, 193.04, 193.04, 193.04, 193.04, 193.04, 193.04, 193.04, 193.04, 193.04
7.09055, 192.583, 192.714, 191.864, 13.9493, -0.131088, 0, 191.864, 191.868, 191.947, 192.626, 191.864, 191.864, 191.864, 191.864, 191.864, 191.864, 191.864, 191.864, 191.864, 191.864, 191.864
7.09843, 183.41, 191.548, 190.696, 13.6165, -8.13847, 0, 190.697, 190.7, 190.8, 191.441, 190.696, 190.696, 190.696, 190.696, 190.696, 190.696, 190.696, 190.696, 190.696, 190.696, 190.696
7.10631, 169.261, 190.395, 189.54, 13.0867, -21.1345, 0, 189.54, 189.543, 189.669, 190.263, 189.54, 189.54, 189.54, 189.54, 189.54, 189.54, 189.54, 189.54, 189.54, 189.54, 189.54
7.1142, 198.562, 189.255, 188.393, 14.162, 9.30637, 0, 188.393, 188.396, 188.553, 189.093, 188.393, 188.393, 188.393, 188.393, 188.393, 188.393, 188.393, 188.393, 188.393, 188.393, 188.393
7.12208, 186.66, 188.13, 187.258, 13.7354, -1.47023, 0, 187.258, 187.261, 187.454, 187.931, 187.258, 187.258, 187.258, 187.258, 187.258, 187.258, 187.258, 187.258, 187.258, 187.258, 187.258
7.12996, 164.979, 187.023, 186.134, 12.922, -22.0443, 0, 186.134, 186.137, 186.375, 186.78, 186.134, 186.134, 186.134, 186.134, 186.134, 186.134, 186.134, 186.134, 186.134, 186.134, 186.134
7.13785, 192.768, 185.934, 185.022, 13.9559, 6.83406, 0, 185.022, 185.024, 185.316, 185.638, 185.022, 185.022, 185.022, 185.022, 185.022, 185.022, 185.022, 185.022, 185.022, 185.022, 185.022
7.14573, 180.757, 184.865, 183.922, 13.5188, -4.10829, 0, 183.922, 183.924, 184.279, 184.506, 183.922, 183.922, 183.922, 183.922, 183.922, 183.922, 183.922, 183.922, 183.922, 183.922, 183.922
7.15361, 179.792, 183.819, 182.833, 13.483, -4.02722, 0, 182.833, 182.835, 183.265, 183.386, 182.833, 182.833, 182.833, 182.833, 182.833, 182.833, 182.833, 182.833, 182.833, 182.833, 182.833
7.1615, 181.768, 182.798, 181.757, 13.5561, -1.03061, 0, 181.757, 181.758, 182.277, 182.276, 181.757, 181.757, 181.757, 181.757, 181.757, 181.757, 181.757, 181.757, 181.757, 181.757, 181.757
7.16938, 170.8, 181.804, 180.692, 13.1454, -11.0039, 0, 180.692, 180.694, 181.316, 181.179, 180.692, 180.692, 180.692, 180.692, 180.692, 180.692, 180.692, 180.692, 180.692, 180.692, 180.692
7.17726, 178.704, 180.839, 179.639, 13.4426, -2.13443, 0, 179.639, 179.64, 180.384, 180.093, 179.639, 179.639, 179.639, 179.639, 179.639, 179.639, 179.639, 179.639, 179.639, 179.639, 179.639
7.18515, 206.738, 179.904, 178.597, 14.4478, 26.8338, 0, 178.597, 178.598, 179.482, 179.018, 178.597, 178.597, 178.597, 178.597, 178.597, 178.597, 178.597, 178.597, 178.597, 178.597, 178.597
7.19303, 172.817, 179.002, 177.566, 13.2218, -6.18512, 0, 177.566, 177.567, 178.611, 177.955, 177.566, 177.566, 177.566, 177.566, 177.566, 177.566, 177.566, 177.566, 177.566, 177.566, 177.566
7.20091, 171.736, 178.134, 176.544, 13.1809, -6.39844, 0, 176.544, 176.545, 177.775, 176.902, 176.544, 176.544, 176.544, 176.544, 176.544, 176.544, 176.544, 176.544, 176.544, 176.544, 176.544
7.2088, 165.971, 177.303, 175.533, 12.9603, -11.3325, 0, 175.533, 175.534, 176.974, 175.861, 175.533, 175.533, 175.533, 175.533, 175.533, 175.533, 175.533, 175.533, 175.533, 175.533, 175.533
7.21668, 192.292, 176.511, 174.532, 13.9389, 15.7812, 0, 174.532, 174.533, 176.212, 174.83, 174.532, 174.532, 174.532, 174.532, 174.532, 174.532, 174.532, 174.532, 174.532, 174.532, 174.532
7.22457, 174.109, 175.761, 173.541, 13.2706, -1.65274, 0, 173.541, 173.542, 175.49, 173.812, 173.541, 173.541, 173.541, 173.541, 173.541, 173.541, 173.541, 173.541, 173.541, 173.541, 173.541
7.23245, 172.196, 175.055, 172.56, 13.1983, -2.8598, 0, 172.56, 172.561, 174.81, 172.805, 172.56, 172.56, 172.56, 172.56, 172.56, 172.56, 172.56, 172.56, 172.56, 172.56, 172.56
7.24033, 181.162, 174.395, 171.589, 13.5337, 6.76735, 0, 171.589, 171.59, 174.174, 171.809, 171.589, 171.589, 171.589, 171.589, 171.589, 171.589, 171.589, 171.589, 171.589, 171.589, 171.589
7.24821, 174.806, 173.78, 170.627, 13.2968, 1.02586, 0, 170.627, 170.628, 173.583, 170.824, 170.627, 170.627, 170.627, 170.627, 170.627, 170.627, 170.627, 170.627, 170.627, 170.627, 170.627
7.2561, 159.435, 173.214, 169.674, 12.7057, -13.779, 0, 169.675, 169.675, 173.037, 169.85, 169.674, 169.674, 169.674, 169.674, 169.674, 169.674, 169.674, 169.674, 169.674, 169.674, 169.674
7.26398, 147.981, 172.695, 168.73, 12.2467, -24.7145, 0, 168.73, 168.731, 172.539, 168.886, 168.73, 168.73, 168.73, 168.73, 168.73, 168.73, 168.73, 168.73, 168.73, 168.73, 168.73
7.27186, 170.117, 172.226, 167.795, 13.1193, -2.10912, 0, 167.795, 167.796, 172.088, 167.933, 167.795, 167.795, 167.795, 167.795, 167.795, 167.795, 167.795, 167.795, 167.795, 167.795, 167.795
7.27975, 161.055, 171.806, 166.869, 12.7693, -10.751, 0, 166.869, 166.87, 171.685, 166.99, 166.869, 166.869, 166.869, 166.869, 166.869, 166.869, 166.869, 166.869, 166.869, 166.869, 166.869
7.28763, 167.756, 171.433, 165.951, 13.029, -3.67738, 0, 165.951, 165.951, 171.327, 166.057, 165.951, 165.951, 165.951, 165.951, 165.951, 165.951, 165.951, 165.951, 165.951, 165.951, 165.951
7.29552, 164.005, 171.151, 165.085, 12.8843, -7.14635, 0, 165.085, 165.085, 171.058, 165.177, 165.085, 165.085, 165.085, 165.085, 165.085, 165.085, 165.085, 165.085, 165.085, 165.085, 165.085
7.3034, 163.848, 172.489, 165.803, 12.8782, -8.64128, 0, 165.803, 165.804, 172.409, 165.883, 165.803, 165.803, 165.803, 165.803, 165.803, 165.803, 165.803, 165.803, 165.803, 165.803, 165.803
7.31128, 176.102, 173.148, 165.808, 13.3455, 2.95435, 0, 165.808, 165.808, 173.078, 165.877, 165.808, 165.808, 165.808, 165.808, 165.808, 165.808, 165.808, 165.808, 165.808, 165.808, 165.808
7.31917, 188.765, 173.834, 165.81, 13.8118, 14.9306, 0, 165.811, 165.811, 173.774, 165.87, 165.81, 165.81, 165.81, 165.81, 165.81, 165.81, 165.81, 165.81, 165.81, 165.81, 165.81
7.32705, 165.063, 174.546, 165.812, 12.9253, -9.48291, 0, 165.812, 165.813, 174.494, 165.863, 165.812, 165.812, 165.812, 165.812, 165.812, 165.812, 165.812, 165.812, 165.812, 165.812, 165.812
7.33493, 169.172, 175.277, 165.812, 13.0833, -6.1051, 0, 165.812, 165.812, 175.233, 165.855, 165.812, 165.812, 165.812, 165.812, 165.812, 165.812, 165.812, 165.812, 165.812, 165.812, 165.812
7.34281, 176.457, 176.022, 165.809, 13.3588, 0.435318, 0, 165.809, 165.81, 175.984, 165.846, 165.809, 165.809, 165.809, 165.809, 165.809, 165.809, 165.809, 165.809, 165.809, 165.809, 165.809
7.3507, 194.049, 176.774, 165.804, 14.0017, 17.2751, 0, 165.805, 165.805, 176.742, 165.836, 165.804, 165.804, 165.804, 165.804, 165.804, 165.804, 165.804, 165.804, 165.804, 165.804, 165.804
7.35858, 172.154, 177.527, 165.798, 13.1967, -5.37358, 0, 165.798, 165.799, 177.5, 165.824, 165.798, 165.798, 165.798, 165.798, 165.798, 165.798, 165.798, 165.798, 165.798, 165.798, 165.798
7.36647, 158.021, 178.274, 165.789, 12.65, -20.2523, 0, 165.789, 165.79, 178.251, 165.811, 165.789, 165.789, 165.789, 165.789, 165.789, 165.789, 165.789, 165.789, 165.789, 165.789, 165.789
7.37435, 176.66, 179.006, 165.778, 13.3664, -2.34583, 0, 165.778, 165.778, 178.987, 165.796, 165.778, 165.778, 165.778, 165.778, 165.778, 165.778, 165.778, 165.778, 165.778, 165.778, 165.778
7.38223, 198.913, 179.716, 165.764, 14.1744, 19.1968, 0, 165.764, 165.765, 179.7, 165.779, 165.764, 165.764, 165.764, 165.764, 165.764, 165.764, 165.764, 165.764, 165.764, 165.764, 165.764
7.39012, 166.064, 180.396, 165.748, 12.964, -14.3315, 0, 165.748, 165.749, 180.382, 165.761, 165.748, 165.748, 165.748, 165.748, 165.748, 165.748, 165.748, 165.748, 165.748, 165.748, 165.748
7.398, 174.332, 181.038, 165.729, 13.279, -6.7052, 0, 165.73, 165.73, 181.026, 165.74, 165.729, 165.729, 165.729, 165.729, 165.729, 165.729, 165.729, 165.729, 165.729, 165.729, 165.729
7.40588, 184.387, 181.633, 165.709, 13.6524, 2.75351, 0, 165.709, 165.709, 181.624, 165.717, 165.709, 165.709, 165.709, 165.709, 165.709, 165.709, 165.709, 165.709, 165.709, 165.709, 165.709
7.41377, 195.57, 182.176, 165.686, 14.056, 13.3939, 0, 165.686, 165.686, 182.168, 165.693, 165.686, 165.686, 165.686, 165.686, 165.686, 165.686, 165.686, 165.686, 165.686, 165.686, 165.686
7.42165, 161.278, 182.658, 165.66, 12.778, -21.3805, 0, 165.661, 165.661, 182.652, 165.666, 165.66, 165.66, 165.66, 165.66, 165.66, 165.66, 165.66, 165.66, 165.66, 165.66, 165.66
7.42953, 187.036, 183.074, 165.633, 13.7491, 3.9622, 0, 165.633, 165.634, 183.069, 165.638, 165.633, 165.633, 165.633, 165.633, 165.633, 165.633, 165.633, 165.633, 165.633, 165.633, 165.633
7.43742, 162.271, 183.418, 165.604, 12.8168, -21.1472, 0, 165.604, 165.605, 183.414, 165.608, 165.604, 165.604, 165.604, 165.604, 165.604, 165.604, 165.604, 165.604, 165.604, 165.604, 165.604
7.4453, 153.821, 183.685, 165.573, 12.4828, -29.864, 0, 165.574, 165.574, 183.681, 165.576, 165.573, 165.573, 165.573, 165.573, 165.573, 165.573, 165.573, 165.573, 165.573, 165.573, 165.573
7.45318, 188.24, 183.872, 165.541, 13.7927, 4.36812, 0, 165.541, 165.542, 183.868, 165.543, 165.541, 165.541, 165.541, 165.541, 165.541, 165.541, 165.541, 165.541, 165.541, 165.541, 165.541
7.46107, 182.66, 183.975, 165.507, 13.5889, -1.31523, 0, 165.507, 165.507, 183.972, 165.508, 165.507, 165.507, 165.507, 165.507, 165.507, 165.507, 165.507, 165.507, 165.507, 165.507, 165.507
7.46895, 185.303, 183.993, 165.471, 13.6859, 1.30995, 0, 165.471, 165.472, 183.991, 165.472, 165.471, 165.471, 165.471, 165.471, 165.471, 165.471, 165.471, 165.471, 165.471, 165.471, 165.471
7.47683, 179.581, 183.926, 165.434, 13.4752, -4.34503, 0, 165.434, 165.435, 183.924, 165.435, 165.434, 165.434, 165.434, 165.434, 165.434, 165.434, 165.434, 165.434, 165.434, 165.434, 165.434
7.48472, 183.86, 183.774, 165.396, 13.633, 0.0852051, 0, 165.396, 165.396, 183.773, 165.397, 165.396, 165.396, 165.396, 165.396, 165.396, 165.396, 165.396, 165.396, 165.396, 165.396, 165.396
7.4926, 190.892, 183.54, 165.356, 13.8886, 7.35219, 0, 165.356, 165.357, 183.538, 165.357, 165.356, 165.356, 165.356, 165.356, 165.356, 165.356, 165.356, 165.356, 165.356, 165.356, 165.356
7.50048, 173.253, 183.225, 165.315, 13.2383, -9.97191, 0, 165.316, 165.316, 183.224, 165.316, 165.315, 165.315, 165.315, 165.315, 165.315, 165.315, 165.315, 165.315, 165.315, 165.315, 165.315
7.50837, 205.424, 182.834, 165.273, 14.4022, 22.5901, 0, 165.273, 165.274, 182.833, 165.274, 165.273, 165.273, 165.273, 165.273, 165.273, 165.273, 165.273, 165.273, 165.273, 165.273, 165.273
7.51625, 204.286, 182.371, 165.23, 14.3626, 21.9146, 0, 165.23, 165.231, 182.37, 165.23, 165.23, 165.23, 165.23, 165.23, 165.23, 165.23, 165.23, 165.23, 165.23, 165.23, 165.23
7.52413, 193.207, 181.842, 165.185, 13.9717, 11.3649, 0, 165.185, 165.186, 181.841, 165.186, 165.185, 165.185, 165.185, 165.185, 165.185, 165.185, 165.185, 165.185, 165.185, 165.185, 165.185
7.53202, 179.234, 181.254, 165.14, 13.4623, -2.02008, 0, 165.14, 165.141, 181.253, 165.14, 165.14, 165.14, 165.14, 165.14, 165.14, 165.14, 165.14, 165.14, 165.14, 165.14, 165.14
7.5399, 181.545, 180.613, 165.094, 13.5479, 0.932037, 0, 165.094, 165.094, 180.612, 165.094, 165.094, 165.094, 165.094, 165.094, 165.094, 165.094, 165.094, 165.094, 165.094, 165.094, 165.094
7.54778, 191.562, 179.927, 165.046, 13.9126, 11.6346, 0, 165.046, 165.047, 179.926, 165.046, 165.046, 165.046, 165.046, 165.046, 165.046, 165.046, 165.046, 165.046, 165.046, 165.046, 165.046
7.55567, 149.826, 179.203, 164.998, 12.3218, -29.377, 0, 164.998, 164.999, 179.201, 164.998, 164.998, 164.998, 164.998, 164.998, 164.998, 164.998, 164.998, 164.998, 164.998, 164.998, 164.998
7.56355, 185.567, 178.448, 164.949, 13.6955, 7.11861, 0, 164.949, 164.95, 178.447, 164.949, 164.949, 164.949, 164.949, 164.949, 164.949, 164.949, 164.949, 164.949, 164.949, 164.949, 164.949
7.57143, 197.726, 177.671, 164.898, 14.1325, 20.0555, 0, 164.898, 164.899, 177.669, 164.898, 164.898, 164.898, 164.898, 164.898, 164.898, 164.898, 164.898, 164.898, 164.898, 164.898, 164.898
7.57932, 178.231, 176.878, 164.847, 13.425, 1.35216, 0, 164.847, 164.848, 176.877, 164.847, 164.847, 164.847, 164.847, 164.847, 164.847, 164.847, 164.847, 164.847, 164.847, 164.847, 164.847
7.5872, 171.527, 176.078, 164.794, 13.1729, -4.55183, 0, 164.795, 164.796, 176.077, 164.795, 164.794, 164.794, 164.794, 164.794, 164.794, 164.794, 164.794, 164.795, 164.794, 164.794, 164.794
7.59508, 196.109, 175.278, 164.742, 14.0751, 20.8309, 0, 164.742, 164.743, 175.276, 164.742, 164.742, 164.742, 164.742, 164.742, 164.742, 164.742, 164.742, 164.742, 164.742, 164.742, 164.742
7.60297, 173.742, 174.483, 164.688, 13.2568, -0.740997, 0, 164.688, 164.689, 174.481, 164.688, 164.688, 164.688, 164.688, 164.688, 164.688, 164.688, 164.688, 164.688, 164.688, 164.688, 164.688
7.61085, 197.27, 173.699, 164.633, 14.1163, 23.5714, 0, 164.633, 164.634, 173.697, 164.633, 164.633, 164.633, 164.633, 164.633, 164.633, 164.633, 164.633, 164.633, 164.633, 164.633, 164.633
7.61873, 174.753, 172.932, 164.577, 13.2948, 1.82108, 0, 164.577, 164.578, 172.93, 164.577, 164.577, 164.577, 164.577, 164.577, 164.577, 164.577, 164.577, 164.577, 164.577, 164.577, 164.577
7.62662, 178.884, 172.186, 164.52, 13.4493, 6.69827, 0, 164.52, 164.521, 172.184, 164.52, 164.52, 164.52, 164.52, 164.52, 164.52, 164.52, 164.52, 164.52, 164.52, 164.52, 164.52
7.6345, 175.448, 171.465, 164.462, 13.3209, 3.98254, 0, 164.462, 164.463, 171.463, 164.462, 164.462, 164.462, 164.462, 164.462, 164.462, 164.462, 164.462, 164.462, 164.462, 164.462, 164.462
7.64238, 172.362, 170.773, 164.402, 13.2046, 1.58937, 0, 164.402, 164.404, 170.771, 164.402, 164.402, 164.402, 164.402, 164.402, 164.402, 164.402, 164.402, 164.402, 164.402, 164.402, 164.402
7.65027, 193.646, 170.111, 164.341, 13.9874, 23.5346, 0, 164.342, 164.343, 170.11, 164.341, 164.341, 164.341, 164.341, 164.341, 164.341, 164.341, 164.341, 164.341, 164.341, 164.341, 164.341
7.65815, 182.103, 169.483, 164.28, 13.5685, 12.62, 0, 164.28, 164.281, 169.481, 164.28, 164.28, 164.28, 164.28, 164.28, 164.28, 164.28, 164.28, 164.28, 164.28, 164.28, 164.28
7.66603, 179.354, 168.889, 164.217, 13.4668, 10.4642, 0, 164.217, 164.219, 168.887, 164.217, 164.217, 164.217, 164.217, 164.217, 164.217, 164.217, 164.217, 164.217, 164.217, 164.217, 164.217
7.67392, 169.841, 168.331, 164.153, 13.1088, 1.51062, 0, 164.154, 164.155, 168.329, 164.153, 164.153, 164.153, 164.153, 164.153, 164.153, 164.153, 164.153, 164.153, 164.153, 164.153, 164.153
7.6818, 173.267, 167.808, 164.089, 13.2388, 5.4586, 0, 164.089, 164.091, 167.806, 164.089, 164.089, 164.089, 164.089, 164.089, 164.089, 164.089, 164.089, 164.089, 164.089, 164.089, 164.089
7.68968, 174.277, 167.321, 164.024, 13.2769, 6.95662, 0, 164.024, 164.026, 167.318, 164.024, 164.024, 164.024, 164.024, 164.024, 164.024, 164.024, 164.024, 164.024, 164.024, 164.024, 164.024
7.69757, 186.474, 166.867, 163.957, 13.7286, 19.607, 0, 163.957, 163.959, 166.865, 163.957, 163.957, 163.957, 163.957, 163.957, 163.957, 163.957, 163.957, 163.957, 163.957, 163.957, 163.957
7.70545, 165.455, 166.447, 163.889, 12.9404, -0.99234, 0, 163.889, 163.891, 166.445, 163.889, 163.889, 163.889, 163.889, 163.889, 163.889, 163.889, 163.889, 163.889, 163.889, 163.889, 163.889
7.71333, 151.654, 166.059, 163.82, 12.3957, -14.4053, 0, 163.82, 163.823, 166.057, 163.82, 163.82, 163.82, 163.82, 163.82, 163.82, 163.82, 163.82, 163.82, 163.82, 163.82, 163.82
7.72122, 187.931, 165.701, 163.75, 13.7815, 22.2296, 0, 163.75, 163.752, 165.699, 163.75, 163.75, 163.75, 163.75, 163.75, 163.75, 163.75, 163.75, 163.75, 163.75, 163.75, 163.75
7.7291, 191.73, 165.372, 163.678, 13.9187, 26.358, 0, 163.678, 163.681, 165.37, 163.678, 163.678, 163.678, 163.678, 163.678, 163.678, 163.678, 163.678, 163.678, 163.678, 163.678, 163.678
7.73698, 180.85, 165.07, 163.606, 13.5222, 15.7802, 0, 163.606, 163.608, 165.067, 163.606, 163.606, 163.606, 163.606, 163.606, 163.606, 163.606, 163.606, 163.606, 163.606, 163.606, 163.606
7.74487, 175.976, 164.793, 163.532, 13.3407, 11.1826, 0, 163.532, 163.535, 164.79, 163.532, 163.532, 163.532, 163.532, 163.532, 163.532, 163.532, 163.532, 163.532, 163.532, 163.532, 163.532
7.75275, 178.84, 164.539, 163.458, 13.4477, 14.3013, 0, 163.459, 163.461, 164.536, 163.458, 163.458, 163.458, 163.458, 163.458, 163.458, 163.458, 163.458, 163.458, 163.458, 163.458, 163.458
7.76063, 167.905, 164.307, 163.384, 13.0348, 3.59814, 0, 163.384, 163.387, 164.304, 163.384, 163.384, 163.384, 163.384, 163.384, 163.384, 163.384, 163.384, 163.384, 163.384, 163.384, 163.384
7.76852, 160.083, 164.093, 163.309, 12.7312, -4.0103, 0, 163.309, 163.312, 164.09, 163.309, 163.309, 163.309, 163.309, 163.309, 163.309, 163.309, 163.309, 163.309, 163.309, 163.309, 163.309
7.7764, 148.055, 163.898, 163.233, 12.2497, -15.8431, 0, 163.233, 163.236, 163.895, 163.233, 163.233, 163.233, 163.233, 163.233, 163.233, 163.233, 163.233, 163.233, 163.233, 163.233, 163.233
7.78428, 156.173, 163.718, 163.157, 12.5767, -7.54518, 0, 163.157, 163.16, 163.715, 163.157, 163.157, 163.157, 163.157, 163.157, 163.157, 163.157, 163.157, 163.157, 163.157, 163.157, 163.157
7.79217, 147.873, 163.552, 163.08, 12.2423, -15.6784, 0, 163.08, 163.083, 163.548, 163.08, 163.08, 163.08, 163.08, 163.08, 163.08, 163.08, 163.08, 163.08, 163.08, 163.08, 163.08
7.80005, 165.832, 163.398, 163.002, 12.955, 2.43365, 0, 163.003, 163.006, 163.395, 163.002, 163.002, 163.002, 163.002, 163.002, 163.002, 163.002, 163.002, 163.002, 163.002, 163.002, 163.002
7.80793, 173.572, 163.256, 162.925, 13.2504, 10.3165, 0, 162.925, 162.928, 163.252, 162.925, 162.925, 162.925, 162.925, 162.925, 162.925, 162.925, 162.925, 162.925, 162.925, 162.925, 162.925
7.81582, 164.984, 163.124, 162.848, 12.9222, 1.86046, 0, 162.848, 162.851, 163.12, 162.848, 162.848, 162.848, 162.848, 162.848, 162.848, 162.848, 162.848, 162.848, 162.848, 162.848, 162.848
7.8237, 177.427, 163, 162.77, 13.395, 14.4267, 0, 162.771, 162.774, 162.996, 162.77, 162.77, 162.77, 162.77, 162.77, 162.77, 162.77, 162.77, 162.77, 162.77, 162.77, 162.77
