   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_425.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.304118, 0, 9.68867e-11, 7.21669e-43, 1.41421, -9.68867e-11, 7.21669e-43, 0, 7.21669e-43, 7.21669e-43, 7.21669e-43, 7.21669e-43, 7.21669e-43, 7.21669e-43, 7.21669e-43, 7.21669e-43, 7.21669e-43, 7.21669e-43, 7.21669e-43, 7.21669e-43, 7.21669e-43, 2.66099e-11, 7.21669e-43, 7.02769e-11, 7.21669e-43, 7.21669e-43, 7.21669e-43
0.311978, 0, 1.52034e-10, 1.07171e-41, 1.41421, -1.52034e-10, 1.07171e-41, 0, 1.07171e-41, 1.07171e-41, 1.07171e-41, 1.07171e-41, 1.07171e-41, 1.07171e-41, 1.07171e-41, 1.07171e-41, 1.07171e-41, 1.07171e-41, 1.07171e-41, 1.07171e-41, 1.07171e-41, 4.32858e-11, 1.07171e-41, 1.08748e-10, 1.07171e-41, 1.07171e-41, 1.07171e-41
0.319839, 0, 2.37239e-10, 1.45553e-40, 1.41421, -2.37239e-10, 1.45553e-40, 0, 1.45553e-40, 1.45553e-40, 1.45553e-40, 1.45553e-40, 1.45553e-40, 1.45553e-40, 1.45553e-40, 1.45553e-40, 1.45553e-40, 1.45553e-40, 1.45553e-40, 1.45553e-40, 1.45553e-40, 7.01202e-11, 1.45553e-40, 1.67119e-10, 1.45553e-40, 1.45553e-40, 1.45553e-40
0.3277, 0, 3.68206e-10, 1.77522e-39, 1.41421, -3.68206e-10, 1.77522e-39, 0, 1.77522e-39, 1.77522e-39, 1.77522e-39, 1.77522e-39, 1.77522e-39, 1.77522e-39, 1.77522e-39, 1.77522e-39, 1.77522e-39, 1.77522e-39, 1.77522e-39, 1.77522e-39, 1.77522e-39, 1.13152e-10, 1.77522e-39, 2.55055e-10, 1.77522e-39, 1.77522e-39, 1.77522e-39
0.33556, 0, 5.68539e-10, 1.95178e-38, 1.41421, -5.68539e-10, 1.95178e-38, 0, 1.95178e-38, 1.95178e-38, 1.95178e-38, 1.95178e-38, 1.95178e-38, 1.95178e-38, 1.95178e-38, 1.95178e-38, 1.95178e-38, 1.95178e-38, 1.95178e-38, 1.95178e-38, 1.95178e-38, 1.81939e-10, 1.95178e-38, 3.866e-10, 1.95178e-38, 1.95178e-38, 1.95178e-38
0.343421, 0, 8.73598e-10, 1.94121e-37, 1.41421, -8.73598e-10, 1.94121e-37, 0, 1.94121e-37, 1.94121e-37, 1.94121e-37, 1.94121e-37, 1.94121e-37, 1.94121e-37, 1.94121e-37, 1.94121e-37, 1.94121e-37, 1.94121e-37, 1.94121e-37, 1.94121e-37, 1.94121e-37, 2.91592e-10, 1.94121e-37, 5.82005e-10, 1.94121e-37, 1.94121e-37, 1.94121e-37
0.351282, 0, 1.33621e-09, 1.75661e-36, 1.41421, -1.33621e-09, 1.75661e-36, 0, 1.75661e-36, 1.75661e-36, 1.75661e-36, 1.75661e-36, 1.75661e-36, 1.75661e-36, 1.75661e-36, 1.75661e-36, 1.75661e-36, 1.75661e-36, 1.75661e-36, 1.75661e-36, 1.75661e-36, 4.65959e-10, 1.75661e-36, 8.70249e-10, 1.75661e-36, 1.75661e-36, 1.75661e-36
0.359143, 0, 2.03514e-09, 1.45432e-35, 1.41421, -2.03514e-09, 1.45432e-35, 0, 1.45432e-35, 1.45432e-35, 1.45432e-35, 1.45432e-35, 1.45432e-35, 1.45432e-35, 1.45432e-35, 1.45432e-35, 1.45432e-35, 1.45432e-35, 1.45432e-35, 1.45432e-35, 1.45432e-35, 7.42641e-10, 1.45432e-35, 1.29249e-09, 1.45432e-35, 1.45432e-35, 1.45432e-35
0.367003, 0, 3.08765e-09, 1.10644e-34, 1.41421, -3.08765e-09, 1.10644e-34, 0, 1.10644e-34, 1.10644e-34, 1.10644e-34, 1.10644e-34, 1.10644e-34, 1.10644e-34, 1.10644e-34, 1.10644e-34, 1.10644e-34, 1.10644e-34, 1.10644e-34, 1.10644e-34, 1.10644e-34, 1.18087e-09, 1.10644e-34, 1.90678e-09, 1.10644e-34, 1.10644e-34, 1.10644e-34
0.374864, 0, 4.66819e-09, 7.67737e-34, 1.41421, -4.66819e-09, 7.67737e-34, 0, 7.67737e-34, 7.67737e-34, 7.67737e-34, 7.67737e-34, 7.67737e-34, 7.67737e-34, 7.67737e-34, 7.67737e-34, 7.67737e-34, 7.67737e-34, 7.67737e-34, 7.67737e-34, 7.67737e-34, 1.87388e-09, 7.67737e-34, 2.79431e-09, 7.67737e-34, 7.67737e-34, 7.67737e-34
0.382725, 0, 7.03618e-09, 5.21104e-33, 1.41421, -7.03618e-09, 5.21104e-33, 0, 5.21104e-33, 5.21104e-33, 5.21104e-33, 5.21104e-33, 5.21104e-33, 5.21104e-33, 5.21104e-33, 5.21104e-33, 5.21104e-33, 5.21104e-33, 5.21104e-33, 5.21104e-33, 5.21104e-33, 2.96827e-09, 5.21104e-33, 4.06791e-09, 5.21104e-33, 5.21104e-33, 5.21104e-33
0.390585, 0, 1.05775e-08, 3.04289e-32, 1.41421, -1.05775e-08, 3.04289e-32, 0, 3.04289e-32, 3.04289e-32, 3.04289e-32, 3.04289e-32, 3.04289e-32, 3.04289e-32, 3.04289e-32, 3.04289e-32, 3.04289e-32, 3.04289e-32, 3.04289e-32, 3.04289e-32, 3.04289e-32, 4.69439e-09, 3.04289e-32, 5.88315e-09, 3.04289e-32, 3.04289e-32, 3.04289e-32
0.398446, 0, 1.58667e-08, 1.67252e-31, 1.41421, -1.58667e-08, 1.67252e-31, 0, 1.67252e-31, 1.67252e-31, 1.67252e-31, 1.67252e-31, 1.67252e-31, 1.67252e-31, 1.67252e-31, 1.67252e-31, 1.67252e-31, 1.67252e-31, 1.67252e-31, 1.67252e-31, 1.67252e-31, 7.41368e-09, 1.67252e-31, 8.453e-09, 1.67252e-31, 1.67252e-31, 1.67252e-31
0.406307, 0, 2.37593e-08, 9.08038e-31, 1.41421, -2.37593e-08, 9.08038e-31, 0, 9.08038e-31, 9.08038e-31, 9.08038e-31, 9.08038e-31, 9.08038e-31, 9.08038e-31, 9.08038e-31, 9.08038e-31, 9.08038e-31, 9.08038e-31, 9.08038e-31, 9.08038e-31, 9.08038e-31, 1.16924e-08, 9.08038e-31, 1.20669e-08, 9.08038e-31, 9.08038e-31, 9.08038e-31
0.414168, 0, 3.5531e-08, 4.70635e-30, 1.41421, -3.5531e-08, 4.70635e-30, 0, 4.70635e-30, 4.70635e-30, 4.70635e-30, 4.70635e-30, 4.70635e-30, 4.70635e-30, 4.70635e-30, 4.70635e-30, 4.70635e-30, 4.70635e-30, 4.70635e-30, 4.70635e-30, 4.70635e-30, 1.84156e-08, 4.70635e-30, 1.71154e-08, 4.70635e-30, 4.70635e-30, 4.70635e-30
0.422028, 0, 5.30853e-08, 2.30402e-29, 1.41421, -5.30853e-08, 2.30402e-29, 0, 2.30402e-29, 2.30402e-29, 2.30402e-29, 2.30402e-29, 2.30402e-29, 2.30402e-29, 2.30402e-29, 2.30402e-29, 2.30402e-29, 2.30402e-29, 2.30402e-29, 2.30402e-29, 2.30402e-29, 2.89637e-08, 2.30402e-29, 2.41217e-08, 2.30402e-29, 2.30402e-29, 2.30402e-29
0.429889, 0, 7.92634e-08, 1.07001e-28, 1.41421, -7.92634e-08, 1.07001e-28, 0, 1.07001e-28, 1.07001e-28, 1.07001e-28, 1.07001e-28, 1.07001e-28, 1.07001e-28, 1.07001e-28, 1.07001e-28, 1.07001e-28, 1.07001e-28, 1.07001e-28, 1.07001e-28, 1.07001e-28, 4.54817e-08, 1.07001e-28, 3.37817e-08, 1.07001e-28, 1.07001e-28, 1.07001e-28
0.43775, 0, 1.18306e-07, 4.78016e-28, 1.41421, -1.18306e-07, 4.78016e-28, 0, 4.78016e-28, 4.78016e-28, 4.78016e-28, 4.78016e-28, 4.78016e-28, 4.78016e-28, 4.78016e-28, 4.78016e-28, 4.78016e-28, 4.78016e-28, 4.78016e-28, 4.78016e-28, 4.78016e-28, 7.12908e-08, 4.78016e-28, 4.70149e-08, 4.78016e-28, 4.78016e-28, 4.78016e-28
0.44561, 0, 1.76577e-07, 3.68372e-27, 1.41421, -1.76577e-07, 3.68372e-27, 0, 3.68372e-27, 3.68372e-27, 3.68372e-27, 3.68372e-27, 3.68372e-27, 3.68372e-27, 3.68372e-27, 3.68372e-27, 3.68372e-27, 3.68372e-27, 3.68372e-27, 3.68372e-27, 3.68372e-27, 1.11549e-07, 3.68372e-27, 6.50277e-08, 3.68372e-27, 3.68372e-27, 3.68372e-27
0.453471, 0, 2.63424e-07, 1.43274e-26, 1.41421, -2.63424e-07, 1.43274e-26, 0, 1.43274e-26, 1.43274e-26, 1.43274e-26, 1.43274e-26, 1.43274e-26, 1.43274e-26, 1.43274e-26, 1.43274e-26, 1.43274e-26, 1.43274e-26, 1.43274e-26, 1.43274e-26, 1.43274e-26, 1.74034e-07, 1.43274e-26, 8.93902e-08, 1.43274e-26, 1.43274e-26, 1.43274e-26
0.461332, 0, 3.92872e-07, 5.32631e-26, 1.41421, -3.92872e-07, 5.32631e-26, 0, 5.32631e-26, 5.32631e-26, 5.32631e-26, 5.32631e-26, 5.32631e-26, 5.32631e-26, 4.83297e-13, 5.32631e-26, 5.32631e-26, 5.32631e-26, 5.32631e-26, 5.32631e-26, 5.32631e-26, 2.70736e-07, 5.32631e-26, 1.22135e-07, 5.32631e-26, 5.32631e-26, 5.32631e-26
0.469193, 0, 5.8564e-07, 1.89622e-25, 1.41421, -5.8564e-07, 1.89622e-25, 0, 1.89622e-25, 1.89622e-25, 1.89622e-25, 1.89622e-25, 1.89622e-25, 1.89622e-25, 1.60625e-12, 1.89622e-25, 1.89622e-25, 1.89622e-25, 1.89622e-25, 1.89622e-25, 1.89622e-25, 4.19764e-07, 1.89622e-25, 1.65875e-07, 1.89622e-25, 1.89622e-25, 1.89622e-25
0.477053, 0, 8.73062e-07, 6.54385e-25, 1.41421, -8.73062e-07, 1.4614e-11, 0, 1.96136e-11, 1.77528e-10, 5.98402e-12, 1.20667e-10, 1.7526e-11, 1.64658e-11, 2.60971e-11, 1.41476e-10, 1.20492e-11, 1.97273e-10, 8.25387e-12, 3.18748e-13, 1.1276e-13, 6.48339e-07, 5.14406e-16, 2.23965e-07, 6.54385e-25, 6.54385e-25, 2.34725e-13
0.484914, 0, 1.30027e-06, 3.73799e-11, 1.41421, -1.30027e-06, 8.57517e-11, 3.73799e-11, 1.023e-10, 6.24992e-10, 5.71867e-11, 4.36782e-10, 9.53902e-11, 9.1881e-11, 1.19783e-10, 5.05661e-10, 7.72622e-11, 6.90346e-10, 6.46998e-11, 3.84349e-11, 3.87406e-11, 9.97124e-07, 3.73816e-11, 3.00675e-07, 3.73799e-11, 3.73799e-11, 3.81568e-11
0.492775, 0, 1.93393e-06, 1.2196e-10, 1.41421, -1.93393e-06, 2.46306e-10, 1.2196e-10, 2.88845e-10, 1.63249e-09, 1.72876e-10, 1.14867e-09, 2.71082e-10, 2.62062e-10, 3.30555e-10, 1.32574e-09, 2.24482e-10, 1.80049e-09, 1.92189e-10, 1.24672e-10, 1.2723e-10, 1.52623e-06, 1.21964e-10, 4.01377e-07, 1.2196e-10, 1.2196e-10, 1.23957e-10
0.500636, 0, 2.87156e-06, 3.10661e-10, 1.41421, -2.87156e-06, 6.02051e-10, 3.10661e-10, 7.01737e-10, 3.85041e-09, 4.29977e-10, 2.71664e-09, 6.60113e-10, 6.38973e-10, 7.95635e-10, 3.13157e-09, 5.5091e-10, 4.2441e-09, 4.75236e-10, 3.17017e-10, 3.25415e-10, 2.32387e-06, 3.10672e-10, 5.32904e-07, 3.10661e-10, 3.10661e-10, 3.15342e-10
0.508496, 0, 4.25525e-06, 7.24201e-10, 1.41421, -4.25525e-06, 1.37486e-09, 7.24201e-10, 1.59745e-09, 8.62824e-09, 9.90625e-10, 6.0966e-09, 1.5045e-09, 1.4573e-09, 1.80141e-09, 7.02311e-09, 1.26066e-09, 9.50732e-09, 1.09169e-09, 7.38393e-10, 7.60652e-10, 3.51844e-06, 7.24224e-10, 7.03824e-07, 7.24201e-10, 7.24201e-10, 7.34652e-10
0.516357, 0, 6.29146e-06, 1.61245e-09, 1.41421, -6.29146e-06, 3.01931e-09, 1.61245e-09, 3.50061e-09, 1.87028e-08, 2.18852e-09, 1.32288e-08, 3.29964e-09, 3.19758e-09, 3.93127e-09, 1.52321e-08, 2.7724e-09, 2.06035e-08, 2.40703e-09, 1.64313e-09, 1.69671e-09, 5.29521e-06, 1.6125e-09, 9.24986e-07, 1.61245e-09, 1.61245e-09, 1.63504e-09
0.524218, 0, 9.28653e-06, 3.47993e-09, 1.41421, -9.28653e-06, 6.44507e-09, 3.47993e-09, 7.45946e-09, 3.94999e-08, 4.69407e-09, 2.79628e-08, 7.0359e-09, 6.82079e-09, 8.75349e-09, 3.2185e-08, 5.92467e-09, 4.3506e-08, 5.15462e-09, 3.54461e-09, 3.66659e-09, 7.92583e-06, 3.48004e-09, 1.2102e-06, 3.47993e-09, 3.47993e-09, 3.52756e-09
0.532078, 0, 1.36651e-05, 7.32275e-09, 1.41421, -1.36651e-05, 1.34319e-08, 7.32275e-09, 1.55219e-08, 8.15359e-08, 9.82428e-09, 5.77657e-08, 1.46492e-08, 1.4206e-08, 1.86578e-08, 6.64648e-08, 1.23597e-08, 8.97898e-08, 1.07732e-08, 7.45599e-09, 7.72343e-09, 1.17774e-05, 7.32296e-09, 1.57727e-06, 7.32275e-09, 7.32275e-09, 7.42087e-09
0.539939, 0, 2.00629e-05, 1.50645e-08, 1.41421, -2.00629e-05, 2.73856e-08, 1.50645e-08, 3.16007e-08, 1.64738e-07, 2.01097e-08, 1.16798e-07, 2.98406e-08, 2.89468e-08, 4.37815e-08, 1.34343e-07, 2.52232e-08, 1.81385e-07, 2.20234e-08, 1.53333e-08, 1.59028e-08, 1.73817e-05, 1.5065e-08, 2.04953e-06, 1.50645e-08, 1.50645e-08, 1.52624e-08
0.5478, 0, 2.93887e-05, 3.03374e-08, 1.41421, -2.93887e-05, 5.4678e-08, 3.03374e-08, 6.30051e-08, 3.26022e-07, 4.03042e-08, 2.31315e-07, 5.95281e-08, 5.77622e-08, 9.50644e-08, 2.65975e-07, 5.04061e-08, 3.58908e-07, 4.40848e-08, 3.08683e-08, 3.20515e-08, 2.5475e-05, 3.03383e-08, 2.6584e-06, 3.03374e-08, 3.03374e-08, 3.07284e-08
0.555661, 0, 4.29646e-05, 5.98451e-08, 1.41421, -4.29646e-05, 1.06964e-07, 5.98451e-08, 1.23083e-07, 6.32235e-07, 7.91389e-08, 4.489e-07, 1.16353e-07, 1.12934e-07, 1.97873e-07, 5.15995e-07, 9.86943e-08, 6.95895e-07, 8.64574e-08, 6.08729e-08, 6.32762e-08, 3.70754e-05, 5.98468e-08, 3.4474e-06, 5.98451e-08, 5.98451e-08, 6.0602e-08
0.563521, 0, 6.27142e-05, 1.15682e-07, 1.41421, -6.27142e-05, 2.05082e-07, 1.15682e-07, 2.35666e-07, 1.2017e-06, 1.52288e-07, 8.5385e-07, 2.22895e-07, 2.1641e-07, 4.00316e-07, 9.81152e-07, 1.89391e-07, 1.32248e-06, 1.66174e-07, 1.17632e-07, 1.22412e-07, 5.35819e-05, 1.15685e-07, 4.47858e-06, 1.15682e-07, 1.15682e-07, 1.17118e-07
0.571382, 0, 9.14395e-05, 2.19171e-07, 1.41421, -9.14395e-05, 3.85449e-07, 2.19171e-07, 4.42333e-07, 2.23908e-06, 2.87257e-07, 1.59211e-06, 4.18581e-07, 4.06518e-07, 7.87453e-07, 1.82888e-06, 3.56266e-07, 2.46374e-06, 3.13083e-07, 2.22798e-07, 2.32113e-07, 7.69057e-05, 2.19177e-07, 5.84311e-06, 2.19171e-07, 2.19171e-07, 2.21842e-07
0.579243, 0, 0.000133248, 4.07064e-07, 1.41421, -0.000133248, 7.10276e-07, 4.07064e-07, 8.14007e-07, 4.09043e-06, 5.3122e-07, 2.91066e-06, 7.70694e-07, 7.48697e-07, 1.52493e-06, 3.34242e-06, 6.5706e-07, 4.50009e-06, 5.78315e-07, 4.13677e-07, 4.31473e-07, 0.000109648, 4.07074e-07, 7.67762e-06, 4.07064e-07, 4.07064e-07, 4.11934e-07
0.587103, 0, 0.000194154, 7.41252e-07, 1.41421, -0.000194154, 1.28342e-06, 7.41252e-07, 1.4689e-06, 7.32738e-06, 9.63253e-07, 5.21786e-06, 1.39145e-06, 1.35212e-06, 2.90767e-06, 5.98988e-06, 1.18826e-06, 8.05988e-06, 1.04746e-06, 7.53077e-07, 7.86414e-07, 0.000155337, 7.41271e-07, 1.019e-05, 7.41252e-07, 7.41252e-07, 7.4996e-07
0.594964, 0, 0.000282973, 1.32358e-06, 1.41421, -0.000282973, 2.27428e-06, 1.32358e-06, 2.59952e-06, 1.28725e-05, 1.71286e-06, 9.17341e-06, 2.46371e-06, 2.39474e-06, 5.45961e-06, 1.05272e-05, 2.10742e-06, 1.41569e-05, 1.86052e-06, 1.34432e-06, 1.40557e-06, 0.000218761, 1.32361e-06, 1.36978e-05, 1.32358e-06, 1.32358e-06, 1.33885e-06
0.602825, 0, 0.000412601, 2.31777e-06, 1.41421, -0.000412601, 3.95283e-06, 2.31777e-06, 4.51219e-06, 2.21801e-05, 2.98728e-06, 1.58183e-05, 4.27862e-06, 4.16001e-06, 1.00953e-05, 1.81465e-05, 3.66586e-06, 2.43892e-05, 3.24124e-06, 2.35343e-06, 2.46387e-06, 0.000306409, 2.31783e-06, 1.86875e-05, 2.31777e-06, 2.31777e-06, 2.34403e-06
0.610686, 0, 0.000601828, 3.98092e-06, 1.41421, -0.000601828, 6.73933e-06, 3.98092e-06, 7.683e-06, 3.74896e-05, 5.11041e-06, 2.67569e-05, 7.28897e-06, 7.08885e-06, 1.83836e-05, 3.06847e-05, 6.25521e-06, 4.12164e-05, 5.53885e-06, 4.04109e-06, 4.23646e-06, 0.00042709, 3.98102e-06, 2.58936e-05, 3.98092e-06, 3.98092e-06, 4.02523e-06
