   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_107.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.00558684, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00229652, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0101799, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0180632, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0259466, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.03383, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0417133, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0495967, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0574801, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0653634, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0732468, 0, 3.73451e-30, 0, 1.41421, -3.73451e-30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.72969e-32, 0, 0, 1.16337e-34, 4.56075e-36, 0, 3.71709e-30, 0, 0, 0
0.0811302, 0, 4.08153e-29, 0, 1.41421, -4.08153e-29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8904e-31, 0, 0, 1.27147e-33, 4.37934e-34, 0, 4.06245e-29, 0, 0, 0
0.0890135, 0, 2.7999e-28, 0, 1.41421, -2.7999e-28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.29679e-30, 0, 0, 8.7221e-33, 5.0061e-33, 0, 2.78679e-28, 0, 0, 0
0.0968969, 0, 1.53519e-27, 0, 1.41421, -1.53519e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.11032e-30, 0, 0, 4.78233e-32, 3.56348e-32, 0, 1.528e-27, 0, 0, 0
0.10478, 0, 7.33118e-27, 0, 1.41421, -7.33118e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.39546e-29, 0, 0, 2.2851e-31, 2.00633e-31, 0, 7.2968e-27, 0, 0, 0
0.112664, 0, 3.1774e-26, 0, 1.41421, -3.1774e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.47162e-28, 0, 0, 9.91772e-31, 9.77178e-31, 0, 3.16249e-26, 0, 0, 0
0.120547, 0, 1.27914e-25, 0, 1.41421, -1.27914e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.92432e-28, 0, 0, 4.00097e-30, 4.30077e-30, 0, 1.27313e-25, 0, 0, 0
0.12843, 0, 4.85252e-25, 0, 1.41421, -4.85252e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.24744e-27, 0, 0, 1.52178e-29, 1.75313e-29, 0, 4.82972e-25, 0, 0, 0
0.136314, 0, 1.75149e-24, 0, 1.41421, -1.75149e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.11199e-27, 0, 0, 5.50943e-29, 6.72142e-29, 0, 1.74326e-24, 0, 0, 0
