   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_273.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup
0.258885, 0, 1.64614e-13, 0, 1.41421, -1.64614e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.00618e-15, 0, 0, 0, 4.46304e-14, 0, 1.17977e-13, 0, 0
0.266748, 0, 2.96361e-13, 0, 1.41421, -2.96361e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.58733e-15, 0, 0, 0, 8.18145e-14, 0, 2.10959e-13, 0, 0
0.274611, 0, 5.28883e-13, 0, 1.41421, -5.28883e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.356e-15, 0, 0, 0, 1.48756e-13, 0, 3.73771e-13, 0, 0
0.282475, 0, 9.35707e-13, 0, 1.41421, -9.35707e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.11594e-14, 0, 0, 0, 2.68323e-13, 0, 6.56225e-13, 0, 0
0.290338, 0, 1.64139e-12, 0, 1.41421, -1.64139e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.94165e-14, 0, 0, 0, 4.80224e-13, 0, 1.14175e-12, 0, 0
0.298202, 0, 2.85515e-12, 0, 1.41421, -2.85515e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.34818e-14, 0, 0, 0, 8.52934e-13, 0, 1.96874e-12, 0, 0
0.306065, 0, 4.9255e-12, 0, 1.41421, -4.9255e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.72243e-14, 0, 0, 0, 1.5037e-12, 0, 3.36457e-12, 0, 0
0.313929, 0, 8.42821e-12, 0, 1.41421, -8.42821e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.69421e-14, 0, 0, 0, 2.63194e-12, 0, 5.69932e-12, 0, 0
0.321792, 0, 1.43072e-11, 0, 1.41421, -1.43072e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.62793e-13, 0, 0, 0, 4.57479e-12, 0, 9.56958e-12, 0, 0
0.329656, 0, 2.40978e-11, 1.24716e-43, 1.41421, -2.40978e-11, 1.24716e-43, 0, 1.24716e-43, 1.24716e-43, 1.24716e-43, 1.24716e-43, 1.24716e-43, 1.24716e-43, 1.24716e-43, 1.24716e-43, 1.24716e-43, 1.24716e-43, 1.24716e-43, 2.71003e-13, 1.24716e-43, 1.24716e-43, 1.24716e-43, 7.89883e-12, 1.24716e-43, 1.5928e-11, 1.24716e-43, 1.24716e-43
0.337519, 0, 4.03092e-11, 1.37327e-41, 1.41421, -4.03092e-11, 1.37327e-41, 0, 1.37327e-41, 1.37327e-41, 1.37327e-41, 1.37327e-41, 1.37327e-41, 1.37327e-41, 1.37327e-41, 1.37327e-41, 1.37327e-41, 1.37327e-41, 1.37327e-41, 4.47385e-13, 1.37327e-41, 1.37327e-41, 1.37327e-41, 1.35733e-11, 1.37327e-41, 2.62886e-11, 1.37327e-41, 1.37327e-41
0.345383, 0, 6.68805e-11, 1.8437e-40, 1.41421, -6.68805e-11, 1.8437e-40, 0, 1.8437e-40, 1.8437e-40, 1.8437e-40, 1.8437e-40, 1.8437e-40, 1.8437e-40, 1.8437e-40, 1.8437e-40, 1.8437e-40, 1.8437e-40, 1.8437e-40, 7.32013e-13, 1.8437e-40, 1.8437e-40, 1.8437e-40, 2.31467e-11, 1.8437e-40, 4.30017e-11, 1.8437e-40, 1.8437e-40
0.353246, 0, 1.10177e-10, 2.21464e-39, 1.41421, -1.10177e-10, 2.21464e-39, 0, 2.21464e-39, 2.21464e-39, 2.21464e-39, 2.21464e-39, 2.21464e-39, 2.21464e-39, 2.21464e-39, 2.21464e-39, 2.21464e-39, 2.21464e-39, 2.21464e-39, 1.18757e-12, 2.21464e-39, 2.21464e-39, 2.21464e-39, 3.92504e-11, 2.21464e-39, 6.97387e-11, 2.21464e-39, 2.21464e-39
0.361109, 0, 1.8026e-10, 2.40059e-38, 1.41421, -1.8026e-10, 2.40059e-38, 0, 2.40059e-38, 2.40059e-38, 2.40059e-38, 2.40059e-38, 2.40059e-38, 2.40059e-38, 2.40059e-38, 2.40059e-38, 2.40059e-38, 2.40059e-38, 2.40059e-38, 1.91045e-12, 2.40059e-38, 2.40059e-38, 2.40059e-38, 6.62113e-11, 2.40059e-38, 1.12139e-10, 2.40059e-38, 2.40059e-38
0.368973, 0, 2.93001e-10, 2.3574e-37, 1.41421, -2.93001e-10, 2.3574e-37, 0, 2.3574e-37, 2.3574e-37, 2.3574e-37, 2.3574e-37, 2.3574e-37, 2.3574e-37, 2.3574e-37, 2.3574e-37, 2.3574e-37, 2.3574e-37, 2.3574e-37, 3.04773e-12, 2.3574e-37, 2.3574e-37, 2.3574e-37, 1.1116e-10, 2.3574e-37, 1.78794e-10, 2.3574e-37, 2.3574e-37
0.376836, 0, 4.73324e-10, 2.11055e-36, 1.41421, -4.73324e-10, 2.11055e-36, 0, 2.11055e-36, 2.11055e-36, 2.11055e-36, 2.11055e-36, 2.11055e-36, 2.11055e-36, 2.11055e-36, 2.11055e-36, 2.11055e-36, 2.11055e-36, 2.11055e-36, 4.82186e-12, 2.11055e-36, 2.11055e-36, 2.11055e-36, 1.85828e-10, 2.11055e-36, 2.82674e-10, 2.11055e-36, 2.11055e-36
0.3847, 0, 7.60237e-10, 1.73104e-35, 1.41421, -7.60237e-10, 1.73104e-35, 0, 1.73104e-35, 1.73104e-35, 1.73104e-35, 1.73104e-35, 1.73104e-35, 1.73104e-35, 1.73104e-35, 1.73104e-35, 1.73104e-35, 1.73104e-35, 1.73104e-35, 7.56636e-12, 1.73104e-35, 1.73104e-35, 1.73104e-35, 3.09488e-10, 1.73104e-35, 4.43182e-10, 1.73104e-35, 1.73104e-35
0.392563, 0, 1.21463e-09, 1.30659e-34, 1.41421, -1.21463e-09, 1.30659e-34, 0, 1.30659e-34, 1.30659e-34, 1.30659e-34, 1.30659e-34, 1.30659e-34, 1.30659e-34, 1.30659e-34, 1.30659e-34, 1.30659e-34, 1.30659e-34, 1.30659e-34, 1.17769e-11, 1.30659e-34, 1.30659e-34, 1.30659e-34, 5.13789e-10, 1.30659e-34, 6.89068e-10, 1.30659e-34, 1.30659e-34
0.400427, 0, 1.93143e-09, 8.96897e-34, 1.41421, -1.93143e-09, 8.96897e-34, 0, 8.96897e-34, 8.96897e-34, 8.96897e-34, 8.96897e-34, 8.96897e-34, 8.96897e-34, 8.96897e-34, 8.96897e-34, 8.96897e-34, 8.96897e-34, 8.96897e-34, 1.81838e-11, 8.96897e-34, 8.96897e-34, 8.96897e-34, 8.50689e-10, 8.96897e-34, 1.06256e-09, 8.96897e-34, 8.96897e-34
0.40829, 0, 3.05845e-09, 5.36967e-33, 1.41421, -3.05845e-09, 5.36967e-33, 0, 5.36967e-33, 5.36967e-33, 5.36967e-33, 5.36967e-33, 5.36967e-33, 5.36967e-33, 5.36967e-33, 5.36967e-33, 5.36967e-33, 5.36967e-33, 5.36967e-33, 2.78546e-11, 5.36967e-33, 5.36967e-33, 5.36967e-33, 1.4055e-09, 5.36967e-33, 1.62509e-09, 5.36967e-33, 5.36967e-33
0.416154, 0, 4.82598e-09, 3.28687e-32, 1.41421, -4.82598e-09, 3.28687e-32, 0, 3.28687e-32, 3.28687e-32, 3.28687e-32, 3.28687e-32, 3.28687e-32, 3.28687e-32, 3.28687e-32, 3.28687e-32, 3.28687e-32, 3.28687e-32, 3.28687e-32, 4.23362e-11, 3.28687e-32, 3.28687e-32, 3.28687e-32, 2.31838e-09, 3.28687e-32, 2.46527e-09, 3.28687e-32, 3.28687e-32
0.424017, 0, 7.59312e-09, 1.80619e-31, 1.41421, -7.59312e-09, 1.80619e-31, 0, 1.80619e-31, 1.80619e-31, 1.80619e-31, 1.80619e-31, 1.80619e-31, 1.80619e-31, 1.80619e-31, 1.80619e-31, 1.80619e-31, 1.80619e-31, 1.80619e-31, 6.38529e-11, 1.80619e-31, 1.80619e-31, 1.80619e-31, 3.81954e-09, 1.80619e-31, 3.70972e-09, 1.80619e-31, 1.80619e-31
0.431881, 0, 1.19206e-08, 9.71532e-31, 1.41421, -1.19206e-08, 9.71532e-31, 0, 9.71532e-31, 9.71532e-31, 9.71532e-31, 9.71532e-31, 9.71532e-31, 9.71532e-31, 9.71532e-31, 9.71532e-31, 9.71532e-31, 9.71532e-31, 9.71532e-31, 9.55779e-11, 9.71532e-31, 9.71532e-31, 9.71532e-31, 6.2872e-09, 9.71532e-31, 5.5378e-09, 9.71532e-31, 9.71532e-31
0.439744, 0, 1.86856e-08, 4.98548e-30, 1.41421, -1.86856e-08, 4.98548e-30, 0, 4.98548e-30, 4.98548e-30, 4.98548e-30, 4.98548e-30, 4.98548e-30, 4.98548e-30, 4.98548e-30, 4.98548e-30, 4.98548e-30, 4.98548e-30, 4.98548e-30, 1.42004e-10, 4.98548e-30, 4.98548e-30, 4.98548e-30, 1.03423e-08, 4.98548e-30, 8.20132e-09, 4.98548e-30, 4.98548e-30
0.447607, 0, 2.92629e-08, 2.41962e-29, 1.41421, -2.92629e-08, 2.41962e-29, 0, 2.41962e-29, 2.41962e-29, 2.41962e-29, 2.41962e-29, 2.41962e-29, 2.41962e-29, 2.41962e-29, 2.41962e-29, 2.41962e-29, 2.41962e-29, 2.41962e-29, 2.09446e-10, 2.41962e-29, 2.41962e-29, 2.41962e-29, 1.70028e-08, 2.41962e-29, 1.20507e-08, 2.41962e-29, 2.41962e-29
0.455471, 0, 4.58101e-08, 1.12353e-28, 1.41421, -4.58101e-08, 1.12353e-28, 0, 1.12353e-28, 1.12353e-28, 1.12353e-28, 1.12353e-28, 1.12353e-28, 1.12353e-28, 1.12353e-28, 1.12353e-28, 1.12353e-28, 1.12353e-28, 1.12353e-28, 3.06715e-10, 1.12353e-28, 1.12353e-28, 1.12353e-28, 2.79341e-08, 1.12353e-28, 1.75692e-08, 1.12353e-28, 1.12353e-28
0.463334, 0, 7.17166e-08, 5.01813e-28, 1.41421, -7.17166e-08, 5.01813e-28, 0, 5.01813e-28, 5.01813e-28, 5.01813e-28, 5.01813e-28, 5.01813e-28, 5.01813e-28, 5.01813e-28, 5.01813e-28, 5.01813e-28, 5.01813e-28, 5.01813e-28, 4.46023e-10, 5.01813e-28, 5.01813e-28, 5.01813e-28, 4.58523e-08, 5.01813e-28, 2.54182e-08, 5.01813e-28, 5.01813e-28
0.471198, 0, 1.12306e-07, 2.14149e-27, 1.41421, -1.12306e-07, 2.14149e-27, 0, 2.14149e-27, 2.14149e-27, 2.14149e-27, 2.14149e-27, 2.14149e-27, 2.14149e-27, 2.14149e-27, 2.14149e-27, 2.14149e-27, 2.14149e-27, 2.14149e-27, 6.44176e-10, 2.14149e-27, 2.14149e-27, 2.14149e-27, 7.51681e-08, 2.14149e-27, 3.64941e-08, 2.14149e-27, 2.14149e-27
0.479061, 0, 1.75935e-07, 8.72673e-27, 1.41421, -1.75935e-07, 8.72673e-27, 0, 8.72673e-27, 8.72673e-27, 8.72673e-27, 8.72673e-27, 8.72673e-27, 8.72673e-27, 8.72673e-27, 8.72673e-27, 8.72673e-27, 8.72673e-27, 8.72673e-27, 9.24164e-10, 8.72673e-27, 8.72673e-27, 8.72673e-27, 1.23008e-07, 8.72673e-27, 5.20023e-08, 8.72673e-27, 8.72673e-27
0.486925, 0, 2.75682e-07, 3.39767e-26, 1.41421, -2.75682e-07, 3.39767e-26, 0, 3.39767e-26, 3.39767e-26, 3.39767e-26, 3.39767e-26, 3.39767e-26, 3.39767e-26, 3.39767e-26, 3.22883e-13, 3.39767e-26, 3.39767e-26, 3.39767e-26, 1.31722e-09, 3.39767e-26, 3.39767e-26, 3.39767e-26, 2.00815e-07, 3.39767e-26, 7.35501e-08, 3.39767e-26, 3.39767e-26
0.494788, 0, 4.3196e-07, 1.26572e-25, 1.41421, -4.3196e-07, 1.26572e-25, 0, 1.26572e-25, 1.26572e-25, 1.26572e-25, 1.26572e-25, 1.26572e-25, 1.26572e-25, 1.26572e-25, 1.13127e-12, 1.26572e-25, 1.26572e-25, 1.26572e-25, 1.86552e-09, 1.26572e-25, 1.26572e-25, 1.26572e-25, 3.2683e-07, 1.26572e-25, 1.03263e-07, 1.26572e-25, 1.26572e-25
0.502652, 0, 6.76453e-07, 4.52881e-25, 1.41421, -6.76453e-07, 4.52881e-25, 0, 4.52881e-25, 4.52881e-25, 4.52881e-25, 4.52881e-25, 4.52881e-25, 4.52881e-25, 4.52881e-25, 3.08587e-12, 4.52881e-25, 4.52881e-25, 4.52881e-25, 2.62566e-09, 4.52881e-25, 4.52881e-25, 4.52881e-25, 5.29897e-07, 4.52881e-25, 1.43927e-07, 4.52881e-25, 4.52881e-25
0.510515, 0, 1.05919e-06, 1.57029e-24, 1.41421, -1.05919e-06, 3.51752e-11, 0, 9.4633e-15, 3.68948e-11, 3.23817e-10, 1.21497e-11, 2.36944e-10, 4.19056e-11, 4.71721e-12, 2.36547e-11, 1.51117e-10, 1.64407e-11, 1.99158e-10, 3.67323e-09, 7.39165e-12, 3.09948e-13, 9.77186e-14, 8.55234e-07, 1.07563e-15, 1.99196e-07, 1.57029e-24, 1.57029e-24
0.518379, 0, 1.65576e-06, 7.32501e-11, 1.41421, -1.65576e-06, 1.9577e-10, 7.32501e-11, 7.3283e-11, 2.01759e-10, 1.20114e-09, 1.15569e-10, 8.98558e-10, 2.19213e-10, 8.96807e-11, 1.47066e-10, 5.9961e-10, 1.30515e-10, 7.66943e-10, 5.18153e-09, 9.89961e-11, 7.43296e-11, 7.48762e-11, 1.3731e-06, 7.32538e-11, 2.7383e-07, 7.32501e-11, 7.32501e-11
0.526242, 0, 2.58235e-06, 2.5137e-10, 1.41421, -2.58235e-06, 5.8381e-10, 2.5137e-10, 2.5146e-10, 6.00061e-10, 3.31174e-09, 3.66197e-10, 2.49072e-09, 6.47418e-10, 2.95953e-10, 4.43867e-10, 1.67957e-09, 4.0675e-10, 2.1336e-09, 7.31405e-09, 3.21229e-10, 2.543e-10, 2.57403e-10, 2.19136e-06, 2.51381e-10, 3.73905e-07, 2.5137e-10, 2.5137e-10
0.534105, 0, 4.01576e-06, 6.74439e-10, 1.41421, -4.01576e-06, 1.49715e-09, 6.74439e-10, 6.7466e-10, 1.53737e-09, 8.24819e-09, 9.58609e-10, 6.21634e-09, 1.65457e-09, 7.8477e-10, 1.14019e-09, 4.20891e-09, 1.05897e-09, 5.33255e-09, 1.03835e-08, 8.47322e-10, 6.81688e-10, 6.91657e-10, 3.47397e-06, 6.74464e-10, 5.07339e-07, 6.74439e-10, 6.74439e-10
0.541969, 0, 6.22412e-06, 1.65663e-09, 1.41421, -6.22412e-06, 3.59398e-09, 1.65663e-09, 1.65715e-09, 3.68869e-09, 1.94915e-08, 2.3258e-09, 1.47069e-08, 3.96467e-09, 1.91644e-09, 2.7352e-09, 9.97972e-09, 2.56213e-09, 1.26257e-08, 1.49286e-08, 2.06374e-09, 1.6737e-09, 1.70071e-09, 5.46836e-06, 1.65669e-09, 6.84308e-07, 1.65663e-09, 1.65663e-09
0.549832, 0, 9.61672e-06, 3.88269e-09, 1.41421, -9.61672e-06, 8.2886e-09, 3.88269e-09, 3.88388e-09, 8.50398e-09, 4.44426e-08, 5.40452e-09, 3.35614e-08, 9.13161e-09, 4.47355e-09, 6.30161e-09, 2.2811e-08, 5.94198e-09, 2.88284e-08, 2.19245e-08, 4.80854e-09, 3.92152e-09, 3.98886e-09, 8.54837e-06, 3.88283e-09, 9.18132e-07, 3.88269e-09, 3.88269e-09
0.557696, 0, 1.48004e-05, 8.79964e-09, 1.41421, -1.48004e-05, 1.85332e-08, 8.79964e-09, 8.80225e-09, 1.9009e-08, 9.84051e-08, 1.21617e-08, 7.43661e-08, 2.03956e-08, 1.0105e-08, 1.44208e-08, 5.06162e-08, 1.3349e-08, 6.39099e-08, 3.3191e-08, 1.0845e-08, 8.8854e-09, 9.04494e-09, 1.32575e-05, 8.79993e-09, 1.2265e-06, 8.79964e-09, 8.79964e-09
0.565559, 0, 2.26795e-05, 1.93835e-08, 1.41421, -2.26795e-05, 4.03247e-08, 1.93835e-08, 1.93892e-08, 4.13485e-08, 2.12164e-07, 2.66167e-08, 1.60446e-07, 4.43316e-08, 2.21919e-08, 3.28466e-08, 1.09349e-07, 2.91713e-08, 1.3795e-07, 5.21802e-08, 2.37841e-08, 1.95681e-08, 1.99321e-08, 2.03839e-05, 1.93842e-08, 1.63352e-06, 1.93835e-08, 1.93835e-08
0.573423, 0, 3.46197e-05, 4.15893e-08, 1.41421, -3.46197e-05, 8.55156e-08, 4.15893e-08, 4.16011e-08, 8.76629e-08, 4.45966e-07, 5.67617e-08, 3.37482e-07, 9.39203e-08, 4.74801e-08, 7.43951e-08, 2.30302e-07, 6.21201e-08, 2.90294e-07, 8.54514e-08, 5.08199e-08, 4.19764e-08, 4.27821e-08, 3.1079e-05, 4.15907e-08, 2.1732e-06, 4.15893e-08, 4.15893e-08
0.581286, 0, 5.26577e-05, 8.70079e-08, 1.41421, -5.26577e-05, 1.76896e-07, 8.70079e-08, 8.70321e-08, 1.81291e-07, 9.14504e-07, 1.18056e-07, 6.92507e-07, 1.94095e-07, 9.90625e-08, 1.61131e-07, 4.73179e-07, 1.29021e-07, 5.95945e-07, 1.45359e-07, 1.05897e-07, 8.78e-08, 8.95347e-08, 4.69902e-05, 8.70107e-08, 2.8953e-06, 8.70079e-08, 8.70079e-08
0.58915, 0, 7.98447e-05, 1.77582e-07, 1.41421, -7.98447e-05, 3.57096e-07, 1.77582e-07, 1.77631e-07, 3.65872e-07, 1.83015e-06, 2.39587e-07, 1.38681e-06, 3.91444e-07, 2.01656e-07, 3.38128e-07, 9.48794e-07, 2.61486e-07, 1.19397e-06, 2.54807e-07, 2.15305e-07, 1.79164e-07, 1.82804e-07, 7.04635e-05, 1.77588e-07, 3.8754e-06, 1.77582e-07, 1.77582e-07
0.597013, 0, 0.000120759, 3.53755e-07, 1.41421, -0.000120759, 7.03734e-07, 3.53755e-07, 3.53849e-07, 7.20844e-07, 3.5756e-06, 4.7464e-07, 2.71126e-06, 7.70699e-07, 4.00689e-07, 6.92202e-07, 1.85731e-06, 5.17333e-07, 2.3353e-06, 4.5544e-07, 4.27299e-07, 3.56839e-07, 3.64296e-07, 0.000104824, 3.53765e-07, 5.23164e-06, 3.53755e-07, 3.53755e-07
0.604877, 0, 0.000182269, 6.87795e-07, 1.41421, -0.000182269, 1.35395e-06, 6.87795e-07, 6.87974e-07, 1.38652e-06, 6.8203e-06, 9.17888e-07, 5.1751e-06, 1.48141e-06, 7.7713e-07, 1.38218e-06, 3.54968e-06, 9.99151e-07, 4.45949e-06, 8.21039e-07, 8.27779e-07, 6.93665e-07, 7.08564e-07, 0.000154767, 6.87815e-07, 7.1521e-06, 6.87795e-07, 6.87795e-07
