   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_135.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
2.40684, 4.44838, 4.89297, 1.75181, 2.53937, -0.444594, 1.75393, 0, 1.75182, 1.75185, 1.75218, 1.75186, 1.75589, 1.75206, 1.80105, 3.97602, 1.75181, 1.75181, 1.75181, 1.75181, 1.75181, 1.75181, 2.57972, 1.75181, 1.78466
2.41472, 1.09848, 4.60293, 1.78352, 1.76025, -3.50445, 1.78574, 0, 1.78353, 1.78356, 1.78389, 1.78357, 1.7876, 1.78373, 1.84439, 3.69344, 1.78352, 1.78352, 1.78352, 1.78352, 1.78352, 1.78352, 2.59104, 1.78352, 1.81759
2.4226, 3.78377, 4.35667, 1.81541, 2.40495, -0.572902, 1.81774, 0, 1.81542, 1.81545, 1.81578, 1.81546, 1.81949, 1.81559, 1.89284, 3.45392, 1.81541, 1.81541, 1.81541, 1.81541, 1.81541, 1.81541, 2.59831, 1.81541, 1.85073
2.43049, 6.43395, 4.15654, 1.84748, 2.90413, 2.27741, 1.84991, 0, 1.84749, 1.84752, 1.84785, 1.84753, 1.85156, 1.84764, 1.94824, 3.25615, 1.84748, 1.84748, 1.84748, 1.84748, 1.84748, 1.84748, 2.60334, 1.84748, 1.88407
2.43837, 3.66448, 4.00369, 1.87972, 2.38002, -0.339216, 1.88227, 0, 1.87973, 1.87977, 1.88009, 1.87977, 1.88381, 1.87987, 2.01289, 3.09702, 1.87972, 1.87972, 1.87972, 1.87972, 1.87972, 1.87972, 2.60809, 1.87972, 1.91759
2.44625, 3.55653, 3.89873, 1.91214, 2.35723, -0.342193, 1.91479, 0, 1.91215, 1.91218, 1.91251, 1.91219, 1.91622, 1.91227, 2.08967, 2.97212, 1.91214, 1.91214, 1.91214, 1.91214, 1.91214, 1.91214, 2.61468, 1.91214, 1.95131
2.45413, 1.43386, 3.84229, 1.94472, 1.85307, -2.40843, 1.94749, 0, 1.94473, 1.94476, 1.94509, 1.94477, 1.9488, 1.94484, 2.18203, 2.8763, 1.94472, 1.94472, 1.94472, 1.94472, 1.94472, 1.94472, 2.62544, 1.94472, 1.9852
2.46201, 2.99511, 3.8357, 1.97746, 2.23497, -0.840598, 1.98035, 0, 1.97747, 1.97751, 1.97784, 1.97752, 1.98155, 1.97758, 2.29399, 2.80422, 1.97746, 1.97746, 1.97746, 1.97746, 1.97746, 1.97746, 2.64303, 1.97746, 2.01928
2.4699, 3.13231, 3.88147, 2.01037, 2.26546, -0.749167, 2.01338, 0, 2.01038, 2.01042, 2.01075, 2.01043, 2.01446, 2.01048, 2.43006, 2.75071, 2.01037, 2.01037, 2.01037, 2.01037, 2.01037, 2.01038, 2.6706, 2.01037, 2.05354
2.47778, 1.42906, 3.98373, 2.04344, 1.85177, -2.55468, 2.04657, 0, 2.04345, 2.04349, 2.04382, 2.0435, 2.04753, 2.04355, 2.59509, 2.71111, 2.04344, 2.04344, 2.04344, 2.04344, 2.04344, 2.04344, 2.71208, 2.04344, 2.08798
2.48566, 5.27753, 4.14857, 2.07667, 2.69769, 1.12895, 2.07992, 0, 2.07668, 2.07672, 2.07704, 2.07672, 2.08076, 2.07677, 2.79409, 2.68147, 2.07667, 2.07667, 2.07667, 2.07667, 2.07667, 2.07667, 2.77252, 2.07667, 2.12259
2.49354, 5.14187, 4.38418, 2.11005, 2.67243, 0.757684, 2.11343, 0, 2.11006, 2.1101, 2.11043, 2.11011, 2.11414, 2.11016, 3.03181, 2.65868, 2.11005, 2.11005, 2.11005, 2.11005, 2.11005, 2.11006, 2.85843, 2.11005, 2.15737
2.50142, 6.41698, 4.70098, 2.14359, 2.9012, 1.716, 2.1471, 0, 2.1436, 2.14364, 2.14397, 2.14365, 2.14768, 2.14369, 3.31249, 2.64044, 2.14359, 2.14359, 2.14359, 2.14359, 2.14359, 2.1436, 2.97832, 2.14359, 2.19233
2.50931, 5.9929, 5.11146, 2.17729, 2.82717, 0.881438, 2.18092, 0, 2.17729, 2.17733, 2.17766, 2.17734, 2.18137, 2.17738, 3.63921, 2.62524, 2.17729, 2.17729, 2.17729, 2.17729, 2.17729, 2.17729, 3.14309, 2.17729, 2.22747
2.51719, 5.15867, 5.62999, 2.21113, 2.67557, -0.471325, 2.21489, 0, 2.21113, 2.21117, 2.2115, 2.21118, 2.21521, 2.21122, 4.01349, 2.61223, 2.21113, 2.21113, 2.21113, 2.21113, 2.21113, 2.21113, 3.36643, 2.21113, 2.26279
2.52507, 3.65581, 6.27255, 2.24511, 2.37819, -2.61674, 2.24901, 0, 2.24512, 2.24516, 2.24549, 2.24517, 2.2492, 2.24521, 4.43475, 2.60108, 2.24511, 2.24511, 2.24511, 2.24511, 2.24511, 2.24511, 3.66519, 2.24511, 2.2983
2.53295, 5.98823, 7.05615, 2.27924, 2.82635, -1.06792, 2.28328, 0, 2.27925, 2.27929, 2.27962, 2.2793, 2.28333, 2.27934, 4.89986, 2.59184, 2.27924, 2.27924, 2.27924, 2.27924, 2.27924, 2.27924, 4.05945, 2.27924, 2.33402
2.54083, 11.0366, 7.99831, 2.31351, 3.61062, 3.0383, 2.31769, 0, 2.31352, 2.31356, 2.31389, 2.31357, 2.3176, 2.31361, 5.4028, 2.58481, 2.31351, 2.31351, 2.31351, 2.31351, 2.31351, 2.31351, 4.5724, 2.31351, 2.37
2.54872, 12.9758, 9.11617, 2.34792, 3.86986, 3.85961, 2.35223, 0, 2.34793, 2.34796, 2.34829, 2.34797, 2.352, 2.34801, 5.93446, 2.5804, 2.34792, 2.34792, 2.34792, 2.34792, 2.34792, 2.34792, 5.22979, 2.34792, 2.40628
2.5566, 15.7613, 10.4255, 2.38245, 4.21441, 5.33578, 2.38691, 0, 2.38246, 2.3825, 2.38282, 2.3825, 2.38654, 2.38255, 6.48274, 2.57901, 2.38245, 2.38245, 2.38245, 2.38245, 2.38245, 2.38245, 6.05898, 2.38245, 2.44299
2.56448, 15.7881, 11.9398, 2.41711, 4.21759, 3.84823, 2.42171, 0, 2.41712, 2.41716, 2.41748, 2.41716, 2.42119, 2.41721, 7.03295, 2.58099, 2.41711, 2.41711, 2.41711, 2.41711, 2.41711, 2.41711, 7.08765, 2.41711, 2.48028
2.57236, 12.5784, 13.6686, 2.45189, 3.81817, -1.09019, 2.45664, 0, 2.4519, 2.45193, 2.45226, 2.45194, 2.45597, 2.45198, 7.56827, 2.58657, 2.45189, 2.45189, 2.45189, 2.45189, 2.45189, 2.45189, 8.34154, 2.45189, 2.51844
2.58024, 14.5714, 15.6161, 2.48678, 4.07079, -1.04471, 2.49168, 0, 2.48679, 2.48683, 2.48715, 2.48683, 2.49086, 2.48688, 8.0707, 2.59586, 2.48678, 2.48678, 2.48678, 2.48678, 2.48678, 2.48678, 9.8424, 2.48678, 2.55787
2.58812, 14.5757, 17.7793, 2.52178, 4.07133, -3.20356, 2.52682, 0, 2.52179, 2.52182, 2.52215, 2.52183, 2.52586, 2.52187, 8.52204, 2.60882, 2.52178, 2.52178, 2.52178, 2.52178, 2.52178, 2.52178, 11.6048, 2.52178, 2.59921
2.59601, 16.7597, 20.1471, 2.55688, 4.33124, -3.38744, 2.56208, 0, 2.55689, 2.55693, 2.55725, 2.55693, 2.56097, 2.55698, 8.90516, 2.6253, 2.55688, 2.55688, 2.55688, 2.55688, 2.55688, 2.55688, 13.634, 2.55688, 2.64341
2.60389, 22.3586, 22.6979, 2.59208, 4.93544, -0.339319, 2.59743, 0, 2.59209, 2.59213, 2.59245, 2.59213, 2.59616, 2.59218, 9.20504, 2.64505, 2.59208, 2.59208, 2.59208, 2.59208, 2.59208, 2.59208, 15.9222, 2.59208, 2.69181
2.61177, 26.295, 25.3989, 2.62737, 5.31931, 0.896189, 2.63287, 0, 2.62738, 2.62741, 2.62774, 2.62742, 2.63145, 2.62746, 9.40995, 2.66777, 2.62737, 2.62737, 2.62737, 2.62737, 2.62737, 2.62737, 18.4467, 2.62737, 2.74635
2.61965, 35.1091, 28.2057, 2.66274, 6.09172, 6.90334, 2.6684, 0, 2.66275, 2.66278, 2.66311, 2.66279, 2.66682, 2.66283, 9.5123, 2.69308, 2.66274, 2.66274, 2.66274, 2.66274, 2.66274, 2.66274, 21.1685, 2.66274, 2.80971
2.62753, 33.2431, 31.0628, 2.69819, 5.93659, 2.18025, 2.70401, 0, 2.6982, 2.69823, 2.69856, 2.69824, 2.70227, 2.69828, 9.50923, 2.72063, 2.69819, 2.69819, 2.69819, 2.69819, 2.69819, 2.69819, 24.0315, 2.69819, 2.88553
2.63542, 40.4077, 33.9044, 2.73371, 6.51212, 6.50335, 2.73969, 0, 2.73372, 2.73376, 2.73408, 2.73376, 2.73779, 2.73381, 9.40285, 2.75006, 2.73371, 2.73371, 2.73371, 2.73371, 2.73371, 2.73371, 26.9633, 2.73371, 2.97862
2.6433, 40.9121, 36.6569, 2.7693, 6.55073, 4.25514, 2.77545, 0, 2.76931, 2.76934, 2.76967, 2.76935, 2.77338, 2.76939, 9.20008, 2.78103, 2.7693, 2.7693, 2.7693, 2.7693, 2.7693, 2.7693, 29.8777, 2.7693, 3.09525
2.65118, 28.5905, 39.2427, 2.80494, 5.53087, -10.6522, 2.81126, 0, 2.80495, 2.80499, 2.80531, 2.805, 2.80903, 2.80504, 8.91216, 2.81323, 2.80494, 2.80494, 2.80494, 2.80494, 2.80494, 2.80494, 32.6779, 2.80494, 3.24326
2.65906, 41.3162, 41.5848, 2.84064, 6.5815, -0.268623, 2.84715, 0, 2.84065, 2.84069, 2.84101, 2.8407, 2.84473, 2.84074, 8.55379, 2.84641, 2.84064, 2.84064, 2.84064, 2.84064, 2.84064, 2.84064, 35.263, 2.84064, 3.43237
2.66694, 51.1972, 43.6111, 2.87638, 7.29364, 7.58607, 2.88309, 0, 2.87639, 2.87643, 2.87676, 2.87644, 2.88047, 2.87648, 8.14215, 2.88034, 2.87638, 2.87638, 2.87638, 2.87638, 2.87638, 2.87639, 37.5323, 2.87638, 3.67409
2.67483, 39.7321, 45.2607, 2.91217, 6.46004, -5.5286, 2.9191, 0, 2.91218, 2.91222, 2.91254, 2.91222, 2.91625, 2.91227, 7.69567, 2.91484, 2.91217, 2.91217, 2.91217, 2.91217, 2.91217, 2.91217, 39.3933, 2.91217, 3.9818
2.68271, 33.3253, 46.4881, 2.94798, 5.94351, -13.1628, 2.95517, 0, 2.94799, 2.94803, 2.94836, 2.94804, 2.95207, 2.94808, 7.23291, 2.94976, 2.94798, 2.94798, 2.94798, 2.94798, 2.94798, 2.94799, 40.7672, 2.94798, 4.37034
2.69059, 49.1431, 47.2677, 2.98383, 7.15144, 1.87547, 2.99134, 0, 2.98384, 2.98387, 2.9842, 2.98388, 2.98791, 2.98392, 6.77143, 2.98499, 2.98383, 2.98383, 2.98383, 2.98383, 2.98383, 2.98383, 41.5949, 2.98383, 4.8556
2.69847, 49.7704, 47.5965, 3.01968, 7.19517, 2.17389, 3.02764, 0, 3.01969, 3.01973, 3.02006, 3.01974, 3.02377, 3.01978, 6.32684, 3.02043, 3.01968, 3.01968, 3.01968, 3.01968, 3.01968, 3.01969, 41.842, 3.01968, 5.45372
2.70635, 56.1881, 47.4952, 3.05555, 7.62811, 8.69291, 3.0641, 0, 3.05556, 3.0556, 3.05592, 3.0556, 3.05964, 3.05565, 5.91223, 3.05603, 3.05555, 3.05555, 3.05555, 3.05555, 3.05555, 3.05555, 41.5004, 3.05555, 6.17996
2.71424, 53.5075, 47.0065, 3.09142, 7.45033, 6.50092, 3.10081, 0, 3.09143, 3.09146, 3.09179, 3.09147, 3.0955, 3.09152, 5.53762, 3.09171, 3.09142, 3.09142, 3.09142, 3.09142, 3.09142, 3.09142, 40.59, 3.09142, 7.04743
2.72212, 53.5285, 46.1928, 3.12728, 7.45175, 7.33574, 3.13791, 0, 3.12729, 3.12732, 3.12765, 3.12733, 3.13136, 3.12738, 5.20983, 3.12746, 3.12728, 3.12728, 3.12728, 3.12728, 3.12728, 3.12728, 39.1565, 3.12728, 8.06553
2.73, 47.3058, 45.1304, 3.16312, 7.02181, 2.17539, 3.17555, 0, 3.16313, 3.16316, 3.16349, 3.16317, 3.1672, 3.16322, 4.93257, 3.16323, 3.16312, 3.16312, 3.16312, 3.16312, 3.16312, 3.16312, 37.2687, 3.16312, 9.23818
2.73788, 44.1557, 43.9039, 3.19893, 6.7938, 0.251785, 3.214, 0, 3.19894, 3.19898, 3.1993, 3.19898, 3.20302, 3.19903, 4.70664, 3.199, 3.19893, 3.19893, 3.19893, 3.19893, 3.19893, 3.19893, 35.0129, 3.19893, 10.5624
2.74576, 36.6653, 42.5991, 3.23471, 6.21814, -5.93375, 3.25361, 0, 3.23472, 3.23475, 3.23508, 3.23476, 3.23879, 3.23481, 4.53039, 3.23474, 3.23471, 3.23471, 3.23471, 3.23471, 3.23471, 3.23471, 32.4878, 3.23471, 12.0267
2.75364, 34.6214, 41.2953, 3.27043, 6.05156, -6.67389, 3.29486, 0, 3.27044, 3.27048, 3.27081, 3.27049, 3.27452, 3.27054, 4.40011, 3.27046, 3.27043, 3.27043, 3.27043, 3.27043, 3.27043, 3.27044, 29.7967, 3.27043, 13.6102
2.76153, 43.3381, 40.0601, 3.3061, 6.73336, 3.27801, 3.3384, 0, 3.30611, 3.30615, 3.30648, 3.30616, 3.31019, 3.30621, 4.31065, 3.30612, 3.3061, 3.3061, 3.3061, 3.3061, 3.3061, 3.30611, 27.0426, 3.3061, 15.282
2.76941, 44.9195, 38.944, 3.3417, 6.84978, 5.97559, 3.38504, 0, 3.34171, 3.34174, 3.34207, 3.34175, 3.34578, 3.34181, 4.25587, 3.34171, 3.3417, 3.3417, 3.3417, 3.3417, 3.3417, 3.3417, 24.3214, 3.3417, 17.002
2.77729, 36.6851, 37.9774, 3.3772, 6.21973, -1.29229, 3.43581, 0, 3.37721, 3.37724, 3.37757, 3.37725, 3.38128, 3.37731, 4.22915, 3.3772, 3.3772, 3.3772, 3.3772, 3.3772, 3.3772, 3.3772, 21.718, 3.3772, 18.7213
2.78517, 46.6284, 37.1698, 3.41258, 6.97341, 9.45859, 3.49197, 0, 3.41259, 3.41262, 3.41295, 3.41263, 3.41666, 3.41269, 4.2238, 3.41258, 3.41258, 3.41258, 3.41258, 3.41258, 3.41258, 3.41258, 19.3023, 3.41258, 20.3848
2.79305, 39.6048, 36.5115, 3.44781, 6.45018, 3.09334, 3.555, 0, 3.44782, 3.44785, 3.44818, 3.44786, 3.45189, 3.44793, 4.23341, 3.44781, 3.44781, 3.44781, 3.44781, 3.44781, 3.44781, 3.44781, 17.1278, 3.44781, 21.934
2.80094, 33.9663, 35.9758, 3.48284, 5.99719, -2.00949, 3.62661, 0, 3.48285, 3.48289, 3.48322, 3.4829, 3.48693, 3.48297, 4.25214, 3.48284, 3.48284, 3.48284, 3.48284, 3.48284, 3.48284, 3.48284, 15.231, 3.48284, 23.3099
2.80882, 29.9002, 35.5245, 3.51761, 5.64802, -5.62433, 3.70864, 0, 3.51762, 3.51766, 3.51799, 3.51767, 3.5217, 3.51774, 4.27492, 3.51762, 3.51761, 3.51761, 3.51761, 3.51761, 3.51761, 3.51762, 13.6318, 3.51761, 24.4573
2.8167, 37.6828, 35.1126, 3.55205, 6.29943, 2.57013, 3.80306, 0, 3.55205, 3.55209, 3.55242, 3.5521, 3.55613, 3.55218, 4.29757, 3.55205, 3.55205, 3.55205, 3.55205, 3.55205, 3.55205, 3.55205, 12.3351, 3.55205, 25.3283
2.82458, 38.6701, 34.6943, 3.58602, 6.37731, 3.97573, 3.91179, 0, 3.58603, 3.58607, 3.58639, 3.58607, 3.5901, 3.58616, 4.31684, 3.58602, 3.58602, 3.58602, 3.58602, 3.58602, 3.58602, 3.58602, 11.3334, 3.58602, 25.8857
2.83246, 30.9327, 34.2277, 3.61939, 5.7387, -3.29497, 4.0366, 0, 3.6194, 3.61943, 3.61976, 3.61944, 3.62347, 3.61953, 4.33044, 3.61939, 3.61939, 3.61939, 3.61939, 3.61939, 3.61939, 3.61939, 10.6086, 3.61939, 26.1055
2.84035, 34.2362, 33.6791, 3.65196, 6.01965, 0.557095, 4.17887, 0, 3.65197, 3.652, 3.65233, 3.65201, 3.65604, 3.65211, 4.33696, 3.65196, 3.65196, 3.65196, 3.65196, 3.65196, 3.65196, 3.65196, 10.1351, 3.65196, 25.9793
2.84823, 30.6916, 33.0257, 3.68349, 5.71766, -2.33402, 4.33945, 0, 3.6835, 3.68354, 3.68386, 3.68354, 3.68758, 3.68365, 4.33578, 3.68349, 3.68349, 3.68349, 3.68349, 3.68349, 3.68349, 3.68349, 9.88195, 3.68349, 25.5142
2.85611, 32.9034, 32.2569, 3.71369, 5.90791, 0.646534, 4.51838, 0, 3.7137, 3.71373, 3.71406, 3.71374, 3.71777, 3.71385, 4.32692, 3.71369, 3.71369, 3.71369, 3.71369, 3.71369, 3.71369, 3.71369, 9.8152, 3.71369, 24.7327
2.86399, 35.2006, 31.3741, 3.74219, 6.09923, 3.82654, 4.71473, 0, 3.7422, 3.74223, 3.74256, 3.74224, 3.74627, 3.74236, 4.3109, 3.74219, 3.74219, 3.74219, 3.74219, 3.74219, 3.74219, 3.74219, 9.89962, 3.74219, 23.6706
2.87187, 33.3298, 30.389, 3.76857, 5.94389, 2.94083, 4.92639, 0, 3.76858, 3.76862, 3.76895, 3.76863, 3.77266, 3.76875, 4.28857, 3.76857, 3.76857, 3.76857, 3.76857, 3.76857, 3.76857, 3.76858, 10.1003, 3.76857, 22.3747
2.87976, 36.2784, 29.3214, 3.79237, 6.18695, 6.95695, 5.14999, 0, 3.79238, 3.79242, 3.79275, 3.79243, 3.79646, 3.79256, 4.26094, 3.79237, 3.79237, 3.79237, 3.79237, 3.79237, 3.79237, 3.79237, 10.3838, 3.79237, 20.8991
2.88764, 26.8923, 28.1961, 3.81306, 5.37516, -1.30374, 5.38086, 0, 3.81307, 3.8131, 3.81343, 3.81311, 3.81714, 3.81325, 4.22908, 3.81306, 3.81306, 3.81306, 3.81306, 3.81306, 3.81306, 3.81306, 10.7191, 3.81306, 19.3015
2.89552, 23.3707, 27.0394, 3.83006, 5.03694, -3.66871, 5.61307, 0, 3.83007, 3.83011, 3.83044, 3.83012, 3.83415, 3.83027, 4.19393, 3.83006, 3.83006, 3.83006, 3.83006, 3.83006, 3.83006, 3.83007, 11.078, 3.83006, 17.6398
2.9034, 19.6791, 25.877, 3.84281, 4.65609, -6.19787, 5.83967, 0, 3.84282, 3.84286, 3.84319, 3.84287, 3.8469, 3.84302, 4.1563, 3.84281, 3.84281, 3.84281, 3.84281, 3.84281, 3.84281, 3.84281, 11.4361, 3.84281, 15.9686
2.91128, 24.5739, 24.7307, 3.85074, 5.15499, -0.15674, 6.05299, 0, 3.85075, 3.85078, 3.85111, 3.85079, 3.85482, 3.85096, 4.11675, 3.85074, 3.85074, 3.85074, 3.85074, 3.85074, 3.85074, 3.85074, 11.7724, 3.85074, 14.3359
2.91917, 30.446, 23.6174, 3.85331, 5.69614, 6.82852, 6.24499, 0, 3.85332, 3.85335, 3.85368, 3.85336, 3.85739, 3.85354, 4.07563, 3.85331, 3.85331, 3.85331, 3.85331, 3.85331, 3.85331, 3.85331, 12.0697, 3.85331, 12.7823
2.92705, 27.7972, 22.5483, 3.85006, 5.45869, 5.24899, 6.40778, 0, 3.85007, 3.85011, 3.85044, 3.85012, 3.85415, 3.8503, 4.03306, 3.85006, 3.85006, 3.85006, 3.85006, 3.85006, 3.85006, 3.85007, 12.3144, 3.85006, 11.3384
2.93493, 17.3705, 21.5283, 3.84067, 4.4012, -4.15771, 6.53415, 0, 3.84068, 3.84071, 3.84104, 3.84072, 3.84475, 3.84092, 3.98902, 3.84067, 3.84067, 3.84067, 3.84067, 3.84067, 3.84067, 3.84067, 12.4966, 3.84067, 10.0257
2.94281, 12.4292, 20.557, 3.82491, 3.79858, -8.12782, 6.61804, 0, 3.82492, 3.82496, 3.82529, 3.82497, 3.829, 3.82518, 3.94336, 3.82491, 3.82491, 3.82491, 3.82491, 3.82491, 3.82491, 3.82492, 12.6095, 3.82491, 8.85602
2.95069, 15.9834, 19.63, 3.80277, 4.24068, -3.6466, 6.65499, 0, 3.80278, 3.80282, 3.80315, 3.80283, 3.80686, 3.80305, 3.8959, 3.80277, 3.80277, 3.80277, 3.80277, 3.80277, 3.80277, 3.80278, 12.6493, 3.80277, 7.83332
2.95858, 17.8287, 18.7398, 3.77441, 4.45294, -0.911085, 6.64253, 0, 3.77442, 3.77446, 3.77479, 3.77447, 3.7785, 3.77469, 3.84653, 3.77441, 3.77441, 3.77441, 3.77441, 3.77441, 3.77441, 3.77441, 12.6145, 3.77441, 6.95461
2.96646, 18.8576, 17.8774, 3.7402, 4.56701, 0.98023, 6.58035, 0, 3.74021, 3.74024, 3.74057, 3.74025, 3.74428, 3.74049, 3.7952, 3.7402, 3.7402, 3.7402, 3.7402, 3.7402, 3.7402, 3.7402, 12.506, 3.7402, 6.21155
2.97434, 20.263, 17.0339, 3.7007, 4.71837, 3.22911, 6.47039, 0, 3.70071, 3.70075, 3.70108, 3.70076, 3.70479, 3.70101, 3.74202, 3.7007, 3.7007, 3.7007, 3.7007, 3.7007, 3.7007, 3.70071, 12.3265, 3.7007, 5.59224
2.98222, 17.9829, 16.2014, 3.65668, 4.47022, 1.78144, 6.31666, 0, 3.65669, 3.65673, 3.65706, 3.65674, 3.66077, 3.657, 3.68725, 3.65668, 3.65668, 3.65668, 3.65668, 3.65668, 3.65668, 3.65669, 12.0801, 3.65668, 5.08261
2.9901, 17.6172, 15.3742, 3.60906, 4.42913, 2.24295, 6.12506, 0, 3.60907, 3.60911, 3.60944, 3.60912, 3.61315, 3.60939, 3.63134, 3.60906, 3.60906, 3.60906, 3.60906, 3.60906, 3.60906, 3.60906, 11.7723, 3.60906, 4.6678
2.99798, 19.3493, 14.549, 3.55887, 4.62053, 4.80024, 5.90293, 0, 3.55888, 3.55891, 3.55924, 3.55892, 3.56295, 3.55921, 3.57485, 3.55887, 3.55887, 3.55887, 3.55887, 3.55887, 3.55887, 3.55887, 11.4098, 3.55887, 4.33317
3.00587, 15.2505, 13.7254, 3.50719, 4.15337, 1.5251, 5.65851, 0, 3.5072, 3.50724, 3.50756, 3.50724, 3.51128, 3.50755, 3.51849, 3.50719, 3.50719, 3.50719, 3.50719, 3.50719, 3.50719, 3.50719, 11.0001, 3.50719, 4.06495
3.01375, 11.6552, 12.9056, 3.45514, 3.6953, -1.25036, 5.40056, 0, 3.45515, 3.45519, 3.45552, 3.4552, 3.45923, 3.45551, 3.46301, 3.45514, 3.45514, 3.45514, 3.45514, 3.45514, 3.45514, 3.45515, 10.5516, 3.45514, 3.85089
3.02163, 10.569, 12.0942, 3.40378, 3.54527, -1.52523, 5.13766, 0, 3.40379, 3.40383, 3.40415, 3.40383, 3.40787, 3.40416, 3.40917, 3.40378, 3.40378, 3.40378, 3.40378, 3.40378, 3.40378, 3.40378, 10.0734, 3.40378, 3.68037
3.02951, 12.9372, 11.2977, 3.35406, 3.86487, 1.63951, 4.87788, 0, 3.35407, 3.35411, 3.35444, 3.35412, 3.35815, 3.35446, 3.35771, 3.35406, 3.35406, 3.35406, 3.35406, 3.35406, 3.35406, 3.35406, 9.57489, 3.35406, 3.54447
3.03739, 12.4721, 10.5239, 3.3068, 3.80423, 1.94828, 4.62832, 0, 3.30681, 3.30685, 3.30718, 3.30686, 3.31089, 3.30721, 3.30923, 3.3068, 3.3068, 3.3068, 3.3068, 3.3068, 3.3068, 3.30681, 9.06581, 3.3068, 3.43593
3.04528, 9.50359, 9.78065, 3.26264, 3.39169, -0.277063, 4.39481, 0, 3.26265, 3.26268, 3.26301, 3.26269, 3.26672, 3.26306, 3.26423, 3.26264, 3.26264, 3.26264, 3.26264, 3.26264, 3.26264, 3.26264, 8.55565, 3.26264, 3.34889
3.05316, 8.48203, 9.07616, 3.22201, 3.2376, -0.594123, 4.18182, 0, 3.22202, 3.22206, 3.22238, 3.22206, 3.2261, 3.22245, 3.22304, 3.22201, 3.22201, 3.22201, 3.22201, 3.22201, 3.22201, 3.22201, 8.05356, 3.22201, 3.27877
3.06104, 7.7447, 8.41752, 3.18517, 3.12165, -0.672819, 3.99237, 0, 3.18517, 3.18521, 3.18554, 3.18522, 3.18925, 3.18561, 3.18582, 3.18517, 3.18517, 3.18517, 3.18517, 3.18517, 3.18517, 3.18517, 7.56786, 3.18517, 3.22195
3.06892, 9.99241, 7.81073, 3.15217, 3.46301, 2.18168, 3.82808, 0, 3.15218, 3.15221, 3.15254, 3.15222, 3.15625, 3.15263, 3.15258, 3.15217, 3.15217, 3.15217, 3.15217, 3.15217, 3.15217, 3.15217, 7.10589, 3.15217, 3.17566
3.0768, 7.48699, 7.26001, 3.12292, 3.0801, 0.226978, 3.68931, 0, 3.12293, 3.12296, 3.12329, 3.12297, 3.127, 3.12339, 3.12317, 3.12292, 3.12292, 3.12292, 3.12292, 3.12292, 3.12292, 3.12292, 6.67353, 3.12292, 3.13769
3.08469, 12.2337, 6.76787, 3.09719, 3.77276, 5.46586, 3.57538, 0, 3.0972, 3.09724, 3.09756, 3.09724, 3.10128, 3.09768, 3.09734, 3.09719, 3.09719, 3.09719, 3.09719, 3.09719, 3.09719, 3.09719, 6.2753, 3.09719, 3.10635
3.09257, 13.9879, 6.33489, 3.07468, 3.99849, 7.65303, 3.48474, 0, 3.07469, 3.07473, 3.07506, 3.07474, 3.07877, 3.07519, 3.07478, 3.07468, 3.07468, 3.07468, 3.07468, 3.07468, 3.07468, 3.07469, 5.91407, 3.07468, 3.08028
3.10045, 7.03356, 5.95984, 3.05505, 3.00559, 1.07372, 3.41524, 0, 3.05506, 3.0551, 3.05542, 3.0551, 3.05914, 3.05557, 3.0551, 3.05505, 3.05505, 3.05505, 3.05505, 3.05505, 3.05505, 3.05505, 5.59114, 3.05505, 3.05841
3.10833, 6.1785, 5.63988, 3.03794, 2.85981, 0.538622, 3.36431, 0, 3.03795, 3.03799, 3.03831, 3.03799, 3.04203, 3.03848, 3.03797, 3.03794, 3.03794, 3.03794, 3.03794, 3.03794, 3.03794, 3.03794, 5.30637, 3.03794, 3.03993
3.11621, 7.05053, 5.37082, 3.02304, 3.00841, 1.67971, 3.32918, 0, 3.02305, 3.02308, 3.02341, 3.02309, 3.02712, 3.02359, 3.02305, 3.02304, 3.02304, 3.02304, 3.02304, 3.02304, 3.02304, 3.02304, 5.05837, 3.02304, 3.0242
3.1241, 5.22642, 5.14749, 3.01008, 2.6882, 0.0789328, 3.30701, 0, 3.01009, 3.01012, 3.01045, 3.01013, 3.01416, 3.01065, 3.01009, 3.01008, 3.01008, 3.01008, 3.01008, 3.01008, 3.01008, 3.01008, 4.84473, 3.01008, 3.01075
3.13198, 4.99275, 4.96406, 2.99888, 2.64438, 0.0286889, 3.29507, 0, 2.99889, 2.99893, 2.99926, 2.99894, 3.00297, 2.99947, 2.99889, 2.99888, 2.99888, 2.99888, 2.99888, 2.99888, 2.99888, 2.99888, 4.66233, 2.99888, 2.99926
3.13986, 7.89921, 4.81437, 2.98934, 3.1463, 3.08484, 3.29075, 0, 2.98935, 2.98939, 2.98972, 2.9894, 2.99343, 2.98995, 2.98935, 2.98934, 2.98934, 2.98934, 2.98934, 2.98934, 2.98934, 2.98935, 4.50757, 2.98934, 2.98955
