   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_135.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
15.2938, 0.508922, 0.828748, 0.828746, 1.58396, -0.319826, 0.828746, 0, 0.828746, 0.828746, 0.828746, 0.828746, 0.828746, 0.828746, 0.828746, 0.828746, 0.828746, 0.828746, 0.828746, 0.828746, 0.828746, 0.828748, 0.828746, 0.828746, 0.828746
15.3017, 1.49108, 0.825131, 0.825129, 1.86844, 0.665947, 0.825129, 0, 0.825129, 0.825129, 0.825129, 0.825129, 0.825129, 0.825129, 0.825129, 0.825129, 0.825129, 0.825129, 0.825129, 0.825129, 0.825129, 0.825131, 0.825129, 0.825129, 0.825129
15.3095, 0, 0.820114, 0.820113, 1.41421, -0.820114, 0.820113, 0, 0.820113, 0.820113, 0.820113, 0.820113, 0.820113, 0.820113, 0.820113, 0.820113, 0.820113, 0.820113, 0.820113, 0.820113, 0.820113, 0.820114, 0.820113, 0.820113, 0.820113
15.3174, 3.00347, 0.814412, 0.814411, 2.23684, 2.18906, 0.814411, 0, 0.814411, 0.814411, 0.814411, 0.814411, 0.814411, 0.814411, 0.814411, 0.814411, 0.814411, 0.814411, 0.814411, 0.814411, 0.814411, 0.814412, 0.814411, 0.814411, 0.814411
15.3253, 2.49603, 0.80873, 0.808728, 2.12039, 1.6873, 0.808728, 0, 0.808728, 0.808728, 0.808728, 0.808728, 0.808728, 0.808728, 0.808728, 0.808728, 0.808728, 0.808728, 0.808728, 0.808728, 0.808728, 0.80873, 0.808728, 0.808728, 0.808728
15.3332, 3.99746, 0.806537, 0.806535, 2.44897, 3.19092, 0.806535, 0, 0.806535, 0.806535, 0.806535, 0.806535, 0.806535, 0.806535, 0.806535, 0.806535, 0.806535, 0.806535, 0.806535, 0.806535, 0.806535, 0.806537, 0.806535, 0.806535, 0.806535
15.3411, 2.99758, 0.802841, 0.802839, 2.23553, 2.19474, 0.802839, 0, 0.802839, 0.802839, 0.802839, 0.802839, 0.802839, 0.802839, 0.802839, 0.802839, 0.802839, 0.802839, 0.802839, 0.802839, 0.802839, 0.802841, 0.802839, 0.802839, 0.802839
15.349, 4.50545, 0.797798, 0.797796, 2.55058, 3.70765, 0.797796, 0, 0.797796, 0.797796, 0.797796, 0.797796, 0.797796, 0.797796, 0.797796, 0.797796, 0.797796, 0.797796, 0.797796, 0.797796, 0.797796, 0.797798, 0.797796, 0.797796, 0.797796
15.3568, 0, 0.792096, 0.792094, 1.41421, -0.792096, 0.792094, 0, 0.792094, 0.792094, 0.792094, 0.792094, 0.792094, 0.792094, 0.792094, 0.792094, 0.792094, 0.792094, 0.792094, 0.792094, 0.792094, 0.792096, 0.792094, 0.792094, 0.792094
15.3647, 0, 0.786415, 0.786413, 1.41421, -0.786415, 0.786413, 0, 0.786413, 0.786413, 0.786413, 0.786413, 0.786413, 0.786413, 0.786413, 0.786413, 0.786413, 0.786413, 0.786413, 0.786413, 0.786413, 0.786415, 0.786413, 0.786413, 0.786413
15.3726, 1, 0.784226, 0.784224, 1.73205, 0.215774, 0.784224, 0, 0.784224, 0.784224, 0.784224, 0.784224, 0.784224, 0.784224, 0.784224, 0.784224, 0.784224, 0.784224, 0.784224, 0.784224, 0.784224, 0.784226, 0.784224, 0.784224, 0.784224
15.3805, 0, 0.780572, 0.78057, 1.41421, -0.780572, 0.78057, 0, 0.78057, 0.78057, 0.78057, 0.78057, 0.78057, 0.78057, 0.78057, 0.78057, 0.78057, 0.78057, 0.78057, 0.78057, 0.78057, 0.780572, 0.78057, 0.78057, 0.78057
15.3884, 2, 0.775606, 0.775604, 2, 1.22439, 0.775604, 0, 0.775604, 0.775604, 0.775604, 0.775604, 0.775604, 0.775604, 0.775604, 0.775604, 0.775604, 0.775604, 0.775604, 0.775604, 0.775604, 0.775606, 0.775604, 0.775604, 0.775604
15.3962, 0, 0.769999, 0.769997, 1.41421, -0.769999, 0.769997, 0, 0.769997, 0.769997, 0.769997, 0.769997, 0.769997, 0.769997, 0.769997, 0.769997, 0.769997, 0.769997, 0.769997, 0.769997, 0.769997, 0.769999, 0.769997, 0.769997, 0.769997
15.4041, 1, 0.764412, 0.76441, 1.73205, 0.235588, 0.76441, 0, 0.76441, 0.76441, 0.76441, 0.76441, 0.76441, 0.76441, 0.76441, 0.76441, 0.76441, 0.76441, 0.76441, 0.76441, 0.76441, 0.764412, 0.76441, 0.76441, 0.76441
15.412, 2, 0.762136, 0.762134, 2, 1.23786, 0.762134, 0, 0.762134, 0.762134, 0.762134, 0.762134, 0.762134, 0.762134, 0.762134, 0.762134, 0.762134, 0.762134, 0.762134, 0.762134, 0.762134, 0.762136, 0.762134, 0.762134, 0.762134
15.4199, 0, 0.758446, 0.758444, 1.41421, -0.758446, 0.758444, 0, 0.758444, 0.758444, 0.758444, 0.758444, 0.758444, 0.758444, 0.758444, 0.758444, 0.758444, 0.758444, 0.758444, 0.758444, 0.758444, 0.758446, 0.758444, 0.758444, 0.758444
15.4278, 2, 0.753492, 0.753491, 2, 1.24651, 0.753491, 0, 0.753491, 0.753491, 0.753491, 0.753491, 0.753491, 0.753491, 0.753491, 0.753491, 0.753491, 0.753491, 0.753491, 0.753491, 0.753491, 0.753492, 0.753491, 0.753491, 0.753491
15.4357, 1.46568, 0.747922, 0.74792, 1.86163, 0.717753, 0.74792, 0, 0.74792, 0.74792, 0.74792, 0.74792, 0.74792, 0.74792, 0.74792, 0.74792, 0.74792, 0.74792, 0.74792, 0.74792, 0.74792, 0.747922, 0.74792, 0.74792, 0.74792
15.4435, 0.534325, 0.742372, 0.74237, 1.59196, -0.208048, 0.74237, 0, 0.74237, 0.74237, 0.74237, 0.74237, 0.74237, 0.74237, 0.74237, 0.74237, 0.74237, 0.74237, 0.74237, 0.74237, 0.74237, 0.742372, 0.74237, 0.74237, 0.74237
15.4514, 0, 0.740101, 0.740099, 1.41421, -0.740101, 0.740099, 0, 0.740099, 0.740099, 0.740099, 0.740099, 0.740099, 0.740099, 0.740099, 0.740099, 0.740099, 0.740099, 0.740099, 0.740099, 0.740099, 0.740101, 0.740099, 0.740099, 0.740099
15.4593, 0.458488, 0.736453, 0.736451, 1.56796, -0.277965, 0.736451, 0, 0.736451, 0.736451, 0.736451, 0.736451, 0.736451, 0.736451, 0.736451, 0.736451, 0.736451, 0.736451, 0.736451, 0.736451, 0.736451, 0.736453, 0.736451, 0.736451, 0.736451
15.4672, 2.90954, 0.73158, 0.731578, 2.21575, 2.17796, 0.731578, 0, 0.731578, 0.731578, 0.731578, 0.731578, 0.731578, 0.731578, 0.731578, 0.731578, 0.731578, 0.731578, 0.731578, 0.731578, 0.731578, 0.73158, 0.731578, 0.731578, 0.731578
15.4751, 3.0855, 0.726107, 0.726105, 2.25511, 2.35939, 0.726105, 0, 0.726105, 0.726105, 0.726105, 0.726105, 0.726105, 0.726105, 0.726105, 0.726105, 0.726105, 0.726105, 0.726105, 0.726105, 0.726105, 0.726107, 0.726105, 0.726105, 0.726105
15.4829, 0.546468, 0.720655, 0.720653, 1.59577, -0.174187, 0.720653, 0, 0.720653, 0.720653, 0.720653, 0.720653, 0.720653, 0.720653, 0.720653, 0.720653, 0.720653, 0.720653, 0.720653, 0.720653, 0.720653, 0.720655, 0.720653, 0.720653, 0.720653
15.4908, 1, 0.718339, 0.718337, 1.73205, 0.281661, 0.718337, 0, 0.718337, 0.718337, 0.718337, 0.718337, 0.718337, 0.718337, 0.718337, 0.718337, 0.718337, 0.718337, 0.718337, 0.718337, 0.718337, 0.718339, 0.718337, 0.718337, 0.718337
15.4987, 3.44634, 0.714694, 0.714692, 2.33374, 2.73165, 0.714692, 0, 0.714692, 0.714692, 0.714692, 0.714692, 0.714692, 0.714692, 0.714692, 0.714692, 0.714692, 0.714692, 0.714692, 0.714692, 0.714692, 0.714694, 0.714692, 0.714692, 0.714692
15.5066, 2.44177, 0.70987, 0.709868, 2.10755, 1.7319, 0.709868, 0, 0.709868, 0.709868, 0.709868, 0.709868, 0.709868, 0.709868, 0.709868, 0.709868, 0.709868, 0.709868, 0.709868, 0.709868, 0.709868, 0.70987, 0.709868, 0.709868, 0.709868
15.5145, 2.55339, 0.704471, 0.704468, 2.13387, 1.84892, 0.704468, 0, 0.704468, 0.704468, 0.704468, 0.704468, 0.704468, 0.704468, 0.704468, 0.704468, 0.704468, 0.704468, 0.704468, 0.704468, 0.704468, 0.70447, 0.704468, 0.704469, 0.704468
15.5224, 2.43656, 0.699092, 0.699089, 2.10631, 1.73746, 0.699089, 0, 0.699089, 0.699089, 0.699089, 0.699089, 0.699089, 0.699089, 0.699089, 0.699089, 0.699089, 0.699089, 0.699089, 0.699089, 0.699089, 0.699091, 0.699089, 0.69909, 0.699089
15.5302, 2.86914, 0.696777, 0.696774, 2.20661, 2.17237, 0.696774, 0, 0.696774, 0.696774, 0.696774, 0.696774, 0.696774, 0.696774, 0.696774, 0.696774, 0.696774, 0.696774, 0.696774, 0.696774, 0.696774, 0.696776, 0.696774, 0.696775, 0.696774
15.5381, 3.25279, 0.693174, 0.693172, 2.2919, 2.55961, 0.693172, 0, 0.693172, 0.693172, 0.693172, 0.693172, 0.693172, 0.693172, 0.693172, 0.693172, 0.693172, 0.693172, 0.693172, 0.693172, 0.693172, 0.693174, 0.693172, 0.693172, 0.693172
15.546, 2, 0.688432, 0.68843, 2, 1.31157, 0.68843, 0, 0.68843, 0.68843, 0.68843, 0.68843, 0.68843, 0.68843, 0.68843, 0.68843, 0.68843, 0.68843, 0.68843, 0.68843, 0.68843, 0.688432, 0.68843, 0.68843, 0.68843
15.5539, 0.429563, 0.683134, 0.683131, 1.55871, -0.253571, 0.683131, 0, 0.683131, 0.683131, 0.683131, 0.683131, 0.683131, 0.683131, 0.683131, 0.683131, 0.683131, 0.683131, 0.683131, 0.683131, 0.683131, 0.683133, 0.683131, 0.683132, 0.683131
15.5618, 1.57044, 0.677856, 0.677853, 1.88956, 0.892582, 0.677853, 0, 0.677853, 0.677853, 0.677853, 0.677853, 0.677853, 0.677853, 0.677853, 0.677853, 0.677853, 0.677853, 0.677853, 0.677853, 0.677853, 0.677855, 0.677853, 0.677854, 0.677853
15.5696, 1, 0.675604, 0.675602, 1.73205, 0.324396, 0.675602, 0, 0.675602, 0.675602, 0.675602, 0.675602, 0.675602, 0.675602, 0.675602, 0.675602, 0.675602, 0.675602, 0.675602, 0.675602, 0.675602, 0.675604, 0.675602, 0.675602, 0.675602
15.5775, 0.422305, 0.672068, 0.672065, 1.55638, -0.249764, 0.672065, 0, 0.672065, 0.672065, 0.672065, 0.672065, 0.672065, 0.672065, 0.672065, 0.672065, 0.672065, 0.672065, 0.672065, 0.672065, 0.672065, 0.672067, 0.672065, 0.672066, 0.672065
15.5854, 2.5777, 0.667392, 0.667389, 2.13955, 1.9103, 0.667389, 0, 0.667389, 0.667389, 0.667389, 0.667389, 0.667389, 0.667389, 0.667389, 0.667389, 0.667389, 0.667389, 0.667389, 0.667389, 0.667389, 0.667391, 0.667389, 0.66739, 0.667389
15.5933, 1, 0.66216, 0.662157, 1.73205, 0.33784, 0.662157, 0, 0.662157, 0.662157, 0.662157, 0.662157, 0.662157, 0.662157, 0.662157, 0.662157, 0.662157, 0.662157, 0.662157, 0.662157, 0.662157, 0.662158, 0.662157, 0.662158, 0.662157
15.6012, 0, 0.656949, 0.656945, 1.41421, -0.656949, 0.656945, 0, 0.656945, 0.656945, 0.656945, 0.656945, 0.656945, 0.656945, 0.656945, 0.656945, 0.656945, 0.656945, 0.656945, 0.656945, 0.656945, 0.656947, 0.656945, 0.656947, 0.656945
15.6091, 1, 0.655095, 0.655089, 1.73205, 0.344905, 0.655089, 0, 0.655089, 0.655089, 0.655089, 0.655089, 0.655089, 0.655089, 0.655089, 0.655089, 0.655089, 0.655089, 0.655089, 0.655089, 0.655089, 0.655091, 0.655089, 0.655093, 0.655089
15.6169, 0, 0.651736, 0.65173, 1.41421, -0.651736, 0.65173, 0, 0.65173, 0.65173, 0.65173, 0.65173, 0.65173, 0.65173, 0.65173, 0.65173, 0.65173, 0.65173, 0.65173, 0.65173, 0.65173, 0.651732, 0.65173, 0.651734, 0.65173
15.6248, 0, 0.647043, 0.647035, 1.41421, -0.647043, 0.647035, 0, 0.647035, 0.647035, 0.647035, 0.647035, 0.647035, 0.647035, 0.647035, 0.647035, 0.647035, 0.647035, 0.647035, 0.647035, 0.647035, 0.647037, 0.647035, 0.647041, 0.647035
15.6327, 1, 0.641698, 0.641688, 1.73205, 0.358302, 0.641688, 0, 0.641688, 0.641688, 0.641688, 0.641688, 0.641688, 0.641688, 0.641688, 0.641688, 0.641688, 0.641688, 0.641688, 0.641688, 0.641688, 0.64169, 0.641688, 0.641696, 0.641688
15.6406, 1, 0.636375, 0.636364, 1.73205, 0.363625, 0.636364, 0, 0.636364, 0.636364, 0.636364, 0.636364, 0.636364, 0.636364, 0.636364, 0.636364, 0.636364, 0.636364, 0.636364, 0.636364, 0.636364, 0.636366, 0.636364, 0.636373, 0.636364
15.6485, 0, 0.637296, 0.637282, 1.41421, -0.637296, 0.637282, 0, 0.637282, 0.637282, 0.637282, 0.637282, 0.637282, 0.637282, 0.637282, 0.637282, 0.637282, 0.637282, 0.637282, 0.637282, 0.637282, 0.637284, 0.637282, 0.637294, 0.637282
15.6563, 1, 0.636818, 0.6368, 1.73205, 0.363182, 0.6368, 0, 0.6368, 0.6368, 0.6368, 0.6368, 0.6368, 0.6368, 0.6368, 0.6368, 0.6368, 0.6368, 0.6368, 0.6368, 0.6368, 0.636802, 0.6368, 0.636816, 0.6368
15.6642, 1.79133, 0.635008, 0.634986, 1.94713, 1.15632, 0.634986, 0, 0.634986, 0.634986, 0.634986, 0.634986, 0.634986, 0.634986, 0.634986, 0.634986, 0.634986, 0.634986, 0.634986, 0.634986, 0.634986, 0.634988, 0.634986, 0.635006, 0.634986
15.6721, 1.20867, 0.632537, 0.63251, 1.79128, 0.576137, 0.63251, 0, 0.63251, 0.63251, 0.63251, 0.63251, 0.63251, 0.63251, 0.63251, 0.63251, 0.63251, 0.63251, 0.63251, 0.63251, 0.63251, 0.632512, 0.63251, 0.632535, 0.63251
15.68, 0, 0.630072, 0.630038, 1.41421, -0.630072, 0.630038, 0, 0.630038, 0.630038, 0.630038, 0.630038, 0.630038, 0.630038, 0.630038, 0.630038, 0.630038, 0.630038, 0.630038, 0.630038, 0.630038, 0.63004, 0.630038, 0.63007, 0.630038
15.6879, 1.38848, 0.629626, 0.629585, 1.84078, 0.75885, 0.629585, 0, 0.629585, 0.629585, 0.629585, 0.629585, 0.629585, 0.629585, 0.629585, 0.629585, 0.629585, 0.629585, 0.629585, 0.629585, 0.629585, 0.629587, 0.629585, 0.629624, 0.629585
15.6958, 0.611524, 0.628661, 0.628611, 1.61602, -0.0171369, 0.628611, 0, 0.628611, 0.628611, 0.628611, 0.628611, 0.628611, 0.628611, 0.628611, 0.628611, 0.628611, 0.628611, 0.628611, 0.628611, 0.628611, 0.628613, 0.628611, 0.628659, 0.628611
15.7036, 2, 0.62721, 0.627149, 2, 1.37279, 0.627149, 0, 0.627149, 0.627149, 0.627149, 0.627149, 0.627149, 0.627149, 0.627149, 0.627149, 0.627149, 0.627149, 0.627149, 0.627149, 0.627149, 0.627151, 0.627149, 0.627208, 0.627149
15.7115, 1, 0.625519, 0.625445, 1.73205, 0.374481, 0.625445, 0, 0.625445, 0.625445, 0.625445, 0.625445, 0.625445, 0.625445, 0.625445, 0.625445, 0.625445, 0.625445, 0.625445, 0.625445, 0.625445, 0.625447, 0.625445, 0.625517, 0.625445
15.7194, 2.75777, 0.623832, 0.623744, 2.18123, 2.13394, 0.623744, 0, 0.623744, 0.623744, 0.623744, 0.623744, 0.623744, 0.623744, 0.623744, 0.623744, 0.623744, 0.623744, 0.623744, 0.623744, 0.623744, 0.623746, 0.623744, 0.62383, 0.623744
15.7273, 1.24223, 0.622169, 0.622065, 1.80062, 0.620056, 0.622065, 0, 0.622065, 0.622065, 0.622065, 0.622065, 0.622065, 0.622065, 0.622065, 0.622065, 0.622065, 0.622065, 0.622065, 0.622065, 0.622065, 0.622067, 0.622065, 0.622167, 0.622065
15.7352, 1, 0.620281, 0.620157, 1.73205, 0.379719, 0.620157, 0, 0.620157, 0.620157, 0.620157, 0.620157, 0.620157, 0.620157, 0.620157, 0.620157, 0.620157, 0.620157, 0.620157, 0.620157, 0.620157, 0.620159, 0.620157, 0.620279, 0.620157
15.743, 0.371623, 0.618169, 0.618023, 1.54001, -0.246545, 0.618023, 0, 0.618023, 0.618023, 0.618023, 0.618023, 0.618023, 0.618023, 0.618023, 0.618023, 0.618023, 0.618023, 0.618023, 0.618023, 0.618023, 0.618025, 0.618023, 0.618167, 0.618023
15.7509, 0.628377, 0.615729, 0.61556, 1.62123, 0.0126476, 0.61556, 0, 0.61556, 0.61556, 0.61556, 0.61556, 0.61556, 0.61556, 0.61556, 0.61556, 0.61556, 0.61556, 0.61556, 0.61556, 0.61556, 0.615561, 0.61556, 0.615727, 0.61556
15.7588, 1.36691, 0.613022, 0.612825, 1.83492, 0.753893, 0.612825, 0, 0.612825, 0.612825, 0.612825, 0.612825, 0.612825, 0.612825, 0.612825, 0.612825, 0.612825, 0.612825, 0.612825, 0.612825, 0.612825, 0.612827, 0.612825, 0.61302, 0.612825
15.7667, 2.99748, 0.610186, 0.609959, 2.2355, 2.38729, 0.609959, 0, 0.609959, 0.609959, 0.609959, 0.609959, 0.609959, 0.609959, 0.609959, 0.609959, 0.609959, 0.609959, 0.609959, 0.609959, 0.609959, 0.609961, 0.609959, 0.610184, 0.609959
15.7746, 1.35928, 0.60736, 0.6071, 1.83283, 0.751917, 0.6071, 0, 0.6071, 0.6071, 0.6071, 0.6071, 0.6071, 0.6071, 0.6071, 0.6071, 0.6071, 0.6071, 0.6071, 0.6071, 0.6071, 0.607102, 0.6071, 0.607358, 0.6071
15.7825, 1.63594, 0.605022, 0.604726, 1.90681, 1.03091, 0.604726, 0, 0.604726, 0.604726, 0.604726, 0.604726, 0.604726, 0.604726, 0.604726, 0.604726, 0.604726, 0.604726, 0.604726, 0.604726, 0.604726, 0.604728, 0.604726, 0.60502, 0.604726
15.7903, 2.6404, 0.602292, 0.601957, 2.15416, 2.0381, 0.601957, 0, 0.601957, 0.601957, 0.601957, 0.601957, 0.601957, 0.601957, 0.601957, 0.601957, 0.601957, 0.601957, 0.601957, 0.601957, 0.601957, 0.601959, 0.601957, 0.60229, 0.601957
15.7982, 0.709294, 0.599209, 0.598832, 1.64599, 0.110085, 0.598832, 0, 0.598832, 0.598832, 0.598832, 0.598832, 0.598832, 0.598832, 0.598832, 0.598832, 0.598832, 0.598832, 0.598832, 0.598832, 0.598832, 0.598834, 0.598832, 0.599207, 0.598832
15.8061, 3.29071, 0.595956, 0.595535, 2.30015, 2.69475, 0.595535, 0, 0.595535, 0.595535, 0.595535, 0.595535, 0.595535, 0.595535, 0.595535, 0.595535, 0.595535, 0.595535, 0.595535, 0.595535, 0.595535, 0.595537, 0.595535, 0.595954, 0.595535
15.814, 0, 0.592715, 0.592246, 1.41421, -0.592715, 0.592246, 0, 0.592246, 0.592246, 0.592246, 0.592246, 0.592246, 0.592246, 0.592246, 0.592246, 0.592246, 0.592246, 0.592246, 0.592246, 0.592246, 0.592248, 0.592246, 0.592713, 0.592246
15.8219, 3, 0.590037, 0.589519, 2.23607, 2.40996, 0.589519, 0, 0.589519, 0.589519, 0.589519, 0.589519, 0.589519, 0.589519, 0.589519, 0.589519, 0.589519, 0.589519, 0.589519, 0.589519, 0.589519, 0.589521, 0.589519, 0.590035, 0.589519
15.8298, 0, 0.58702, 0.58645, 1.41421, -0.58702, 0.58645, 0, 0.58645, 0.58645, 0.58645, 0.58645, 0.58645, 0.58645, 0.58645, 0.58645, 0.58645, 0.58645, 0.58645, 0.58645, 0.58645, 0.586452, 0.58645, 0.587018, 0.58645
15.8376, 1, 0.58367, 0.583046, 1.73205, 0.41633, 0.583046, 0, 0.583046, 0.583046, 0.583046, 0.583046, 0.583046, 0.583046, 0.583046, 0.583046, 0.583046, 0.583046, 0.583046, 0.583046, 0.583046, 0.583048, 0.583046, 0.583668, 0.583046
15.8455, 1, 0.580075, 0.579396, 1.73205, 0.419925, 0.579396, 0, 0.579396, 0.579396, 0.579396, 0.579396, 0.579396, 0.579396, 0.579396, 0.579396, 0.579396, 0.579396, 0.579396, 0.579396, 0.579396, 0.579399, 0.579396, 0.580073, 0.579396
15.8534, 0.675836, 0.576324, 0.575589, 1.6358, 0.0995128, 0.575589, 0, 0.575589, 0.575589, 0.575589, 0.575589, 0.575589, 0.575589, 0.575589, 0.575589, 0.575589, 0.575589, 0.575589, 0.575589, 0.575589, 0.575591, 0.575589, 0.576322, 0.575589
15.8613, 1.32416, 0.572501, 0.571709, 1.82323, 0.751662, 0.571709, 0, 0.571709, 0.571709, 0.571709, 0.571709, 0.571709, 0.571709, 0.571709, 0.571709, 0.571709, 0.571709, 0.571709, 0.571709, 0.571709, 0.571711, 0.571709, 0.572499, 0.571709
15.8692, 0, 0.568692, 0.567843, 1.41421, -0.568692, 0.567843, 0, 0.567843, 0.567843, 0.567843, 0.567843, 0.567843, 0.567843, 0.567843, 0.567843, 0.567843, 0.567843, 0.567843, 0.567843, 0.567843, 0.567845, 0.567843, 0.56869, 0.567843
15.877, 0.66138, 0.56487, 0.563962, 1.63137, 0.0965106, 0.563962, 0, 0.563962, 0.563962, 0.563962, 0.563962, 0.563962, 0.563962, 0.563962, 0.563962, 0.563962, 0.563962, 0.563962, 0.563962, 0.563962, 0.563964, 0.563962, 0.564868, 0.563962
15.8849, 1.33862, 0.560659, 0.559695, 1.82719, 0.77796, 0.559695, 0, 0.559695, 0.559695, 0.559695, 0.559695, 0.559695, 0.559695, 0.559695, 0.559695, 0.559695, 0.559695, 0.559695, 0.559695, 0.559695, 0.559697, 0.559695, 0.560657, 0.559695
15.8928, 0, 0.556078, 0.555057, 1.41421, -0.556078, 0.555057, 0, 0.555057, 0.555057, 0.555057, 0.555057, 0.555057, 0.555057, 0.555057, 0.555057, 0.555057, 0.555057, 0.555057, 0.555057, 0.555057, 0.555059, 0.555057, 0.556076, 0.555057
15.9007, 1, 0.551322, 0.550245, 1.73205, 0.448678, 0.550245, 0, 0.550245, 0.550245, 0.550245, 0.550245, 0.550245, 0.550245, 0.550245, 0.550245, 0.550245, 0.550245, 0.550245, 0.550245, 0.550245, 0.550247, 0.550245, 0.55132, 0.550245
15.9086, 0, 0.546585, 0.545455, 1.41421, -0.546585, 0.545455, 0, 0.545455, 0.545455, 0.545455, 0.545455, 0.545455, 0.545455, 0.545455, 0.545455, 0.545455, 0.545455, 0.545455, 0.545455, 0.545455, 0.545457, 0.545455, 0.546583, 0.545455
15.9165, 0, 0.545576, 0.544392, 1.41421, -0.545576, 0.544392, 0, 0.544392, 0.544392, 0.544392, 0.544392, 0.544392, 0.544392, 0.544392, 0.544392, 0.544392, 0.544392, 0.544392, 0.544392, 0.544392, 0.544394, 0.544392, 0.545574, 0.544392
15.9243, 0.632466, 0.544566, 0.543332, 1.62249, 0.0878999, 0.543332, 0, 0.543332, 0.543332, 0.543332, 0.543332, 0.543332, 0.543332, 0.543332, 0.543332, 0.543332, 0.543332, 0.543332, 0.543332, 0.543332, 0.543334, 0.543332, 0.544564, 0.543332
15.9322, 1.36753, 0.543547, 0.542264, 1.83508, 0.823987, 0.542264, 0, 0.542264, 0.542264, 0.542264, 0.542264, 0.542264, 0.542264, 0.542264, 0.542264, 0.542264, 0.542264, 0.542264, 0.542264, 0.542264, 0.542266, 0.542264, 0.543545, 0.542264
15.9401, 1, 0.542483, 0.541153, 1.73205, 0.457517, 0.541153, 0, 0.541153, 0.541153, 0.541153, 0.541153, 0.541153, 0.541153, 0.541153, 0.541153, 0.541153, 0.541153, 0.541153, 0.541153, 0.541153, 0.541155, 0.541153, 0.542481, 0.541153
15.948, 0, 0.541331, 0.539957, 1.41421, -0.541331, 0.539957, 0, 0.539957, 0.539957, 0.539957, 0.539957, 0.539957, 0.539957, 0.539957, 0.539957, 0.539957, 0.539957, 0.539957, 0.539957, 0.539957, 0.539959, 0.539957, 0.541329, 0.539957
15.9559, 2, 0.540102, 0.538685, 2, 1.4599, 0.538685, 0, 0.538685, 0.538685, 0.538685, 0.538685, 0.538685, 0.538685, 0.538685, 0.538685, 0.538685, 0.538685, 0.538685, 0.538685, 0.538685, 0.538687, 0.538685, 0.5401, 0.538685
15.9637, 0, 0.5388, 0.537343, 1.41421, -0.5388, 0.537343, 0, 0.537343, 0.537343, 0.537343, 0.537343, 0.537343, 0.537343, 0.537343, 0.537343, 0.537343, 0.537343, 0.537343, 0.537343, 0.537343, 0.537345, 0.537343, 0.538798, 0.537343
15.9716, 0, 0.537445, 0.535949, 1.41421, -0.537445, 0.535949, 0, 0.535949, 0.535949, 0.535949, 0.535949, 0.535949, 0.535949, 0.535949, 0.535949, 0.535949, 0.535949, 0.535949, 0.535949, 0.535949, 0.535951, 0.535949, 0.537443, 0.535949
15.9795, 0, 0.536063, 0.534531, 1.41421, -0.536063, 0.534531, 0, 0.534531, 0.534531, 0.534531, 0.534531, 0.534531, 0.534531, 0.534531, 0.534531, 0.534531, 0.534531, 0.534531, 0.534531, 0.534531, 0.534533, 0.534531, 0.536061, 0.534531
15.9874, 1, 0.53466, 0.533093, 1.73205, 0.46534, 0.533093, 0, 0.533093, 0.533093, 0.533093, 0.533093, 0.533093, 0.533093, 0.533093, 0.533093, 0.533093, 0.533093, 0.533093, 0.533093, 0.533093, 0.533095, 0.533093, 0.534658, 0.533093
15.9953, 1.58885, 0.533205, 0.531606, 1.89443, 1.05564, 0.531606, 0, 0.531606, 0.531606, 0.531606, 0.531606, 0.531606, 0.531606, 0.531606, 0.531606, 0.531606, 0.531606, 0.531606, 0.531606, 0.531606, 0.531608, 0.531606, 0.533203, 0.531606
16.0032, 1.7031, 0.531726, 0.530096, 1.92434, 1.17137, 0.530096, 0, 0.530096, 0.530096, 0.530096, 0.530096, 0.530096, 0.530096, 0.530096, 0.530096, 0.530096, 0.530096, 0.530096, 0.530096, 0.530096, 0.530098, 0.530096, 0.531724, 0.530096
16.011, 2.70805, 0.530222, 0.528562, 2.16981, 2.17783, 0.528562, 0, 0.528562, 0.528562, 0.528562, 0.528562, 0.528562, 0.528562, 0.528562, 0.528562, 0.528562, 0.528562, 0.528562, 0.528562, 0.528562, 0.528564, 0.528562, 0.53022, 0.528562
16.0189, 0.287237, 0.528653, 0.526964, 1.51236, -0.241416, 0.526964, 0, 0.526964, 0.526964, 0.526964, 0.526964, 0.526964, 0.526964, 0.526964, 0.526964, 0.526964, 0.526964, 0.526964, 0.526964, 0.526964, 0.526967, 0.526964, 0.528651, 0.526964
16.0268, 1.28228, 0.527012, 0.525295, 1.81171, 0.755268, 0.525295, 0, 0.525295, 0.525295, 0.525295, 0.525295, 0.525295, 0.525295, 0.525295, 0.525295, 0.525295, 0.525295, 0.525295, 0.525295, 0.525295, 0.525297, 0.525295, 0.527009, 0.525295
16.0347, 2.71301, 0.525315, 0.523572, 2.17095, 2.1877, 0.523572, 0, 0.523572, 0.523572, 0.523572, 0.523572, 0.523572, 0.523572, 0.523572, 0.523572, 0.523572, 0.523572, 0.523572, 0.523572, 0.523572, 0.523574, 0.523572, 0.525313, 0.523572
