   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_113.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.124718, 0, 1.60751e-17, 0, 1.41421, -1.60751e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.76167e-20, 0, 0, 2.45699e-22, 2.25966e-21, 0, 1.6035e-17, 0, 0, 0
0.132662, 0, 3.19424e-17, 0, 1.41421, -3.19424e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.47467e-20, 0, 0, 4.9466e-22, 4.5723e-21, 0, 3.18626e-17, 0, 0, 0
0.140606, 0, 6.28598e-17, 0, 1.41421, -6.28598e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.47094e-19, 0, 0, 9.86575e-22, 9.1633e-21, 0, 6.27025e-17, 0, 0, 0
0.14855, 0, 1.22536e-16, 0, 1.41421, -1.22536e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.86738e-19, 0, 0, 1.94972e-21, 1.81932e-20, 0, 1.22229e-16, 0, 0, 0
0.156494, 0, 2.36658e-16, 0, 1.41421, -2.36658e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.53786e-19, 0, 0, 3.81876e-21, 3.5794e-20, 0, 2.36065e-16, 0, 0, 0
0.164438, 0, 4.5292e-16, 0, 1.41421, -4.5292e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.05984e-18, 0, 0, 7.41408e-21, 6.97989e-20, 0, 4.51783e-16, 0, 0, 0
0.172382, 0, 8.59075e-16, 0, 1.41421, -8.59075e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.01024e-18, 0, 0, 1.4271e-20, 1.34932e-19, 0, 8.56916e-16, 0, 0, 0
0.180326, 0, 1.61514e-15, 0, 1.41421, -1.61514e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.77943e-18, 0, 0, 2.72381e-20, 2.58638e-19, 0, 1.61108e-15, 0, 0, 0
0.18827, 0, 3.01037e-15, 0, 1.41421, -3.01037e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.04422e-18, 0, 0, 5.15575e-20, 4.91649e-19, 0, 3.00278e-15, 0, 0, 0
0.196215, 0, 5.56297e-15, 0, 1.41421, -5.56297e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.30172e-17, 0, 0, 9.67953e-20, 9.26997e-19, 0, 5.54893e-15, 0, 0, 0
0.204159, 0, 1.01934e-14, 0, 1.41421, -1.01934e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.38521e-17, 0, 0, 1.80268e-19, 1.73392e-18, 0, 1.01676e-14, 0, 0, 0
0.212103, 0, 1.85224e-14, 0, 1.41421, -1.85224e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.33415e-17, 0, 0, 3.33084e-19, 3.21789e-18, 0, 1.84755e-14, 0, 0, 0
0.220047, 0, 3.33796e-14, 0, 1.41421, -3.33796e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.81065e-17, 0, 0, 6.10684e-19, 5.9261e-18, 0, 3.3295e-14, 0, 0, 0
0.227991, 0, 5.9663e-14, 0, 1.41421, -5.9663e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.39608e-16, 0, 0, 1.11111e-18, 1.08313e-17, 0, 5.95114e-14, 0, 0, 0
0.235935, 0, 1.05779e-13, 0, 1.41421, -1.05779e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.47518e-16, 0, 0, 2.00647e-18, 1.96499e-17, 0, 1.0551e-13, 0, 0, 0
0.243879, 0, 1.86035e-13, 0, 1.41421, -1.86035e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.35316e-16, 0, 0, 3.59665e-18, 3.53887e-17, 0, 1.85561e-13, 0, 0, 0
0.251823, 0, 3.24576e-13, 0, 1.41421, -3.24576e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.59503e-16, 0, 0, 6.40046e-18, 6.3277e-17, 0, 3.23747e-13, 0, 0, 0
0.259767, 0, 5.61805e-13, 0, 1.41421, -5.61805e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.31464e-15, 0, 0, 1.13094e-17, 1.12346e-16, 0, 5.60366e-13, 0, 0, 0
0.267711, 0, 9.64773e-13, 0, 1.41421, -9.64773e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.25765e-15, 0, 0, 1.9845e-17, 1.98104e-16, 0, 9.62298e-13, 0, 0, 0
0.275656, 0, 1.64382e-12, 0, 1.41421, -1.64382e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.84683e-15, 0, 0, 3.45881e-17, 3.46967e-16, 0, 1.63959e-12, 0, 0, 0
0.2836, 0, 2.77902e-12, 0, 1.41421, -2.77902e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.50372e-15, 0, 0, 5.989e-17, 6.03682e-16, 0, 2.77185e-12, 0, 0, 0
0.291544, 0, 4.66178e-12, 0, 1.41421, -4.66178e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.09107e-14, 0, 0, 1.03046e-16, 1.04357e-15, 0, 4.64972e-12, 0, 0, 0
0.299488, 0, 7.7598e-12, 0, 1.41421, -7.7598e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.81634e-14, 0, 0, 1.76231e-16, 1.79271e-15, 0, 7.73967e-12, 0, 0, 0
0.307432, 0, 1.28175e-11, 0, 1.41421, -1.28175e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.00058e-14, 0, 0, 2.9966e-16, 3.06091e-15, 0, 1.27841e-11, 0, 0, 0
0.315376, 0, 2.10098e-11, 0, 1.41421, -2.10098e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.91922e-14, 0, 0, 5.06769e-16, 5.19565e-15, 0, 2.09549e-11, 0, 0, 0
0.32332, 0, 3.41757e-11, 1.03696e-43, 1.41421, -3.41757e-11, 1.03696e-43, 0, 1.03696e-43, 1.03696e-43, 1.03696e-43, 1.03696e-43, 1.03696e-43, 1.03696e-43, 1.03696e-43, 1.03696e-43, 1.03696e-43, 1.03696e-43, 8.00362e-14, 1.03696e-43, 1.03696e-43, 8.52683e-16, 8.76961e-15, 1.03696e-43, 3.4086e-11, 1.03696e-43, 1.03696e-43, 1.03696e-43
0.331264, 0, 5.51703e-11, 1.77404e-42, 1.41421, -5.51703e-11, 1.77404e-42, 0, 1.77404e-42, 1.77404e-42, 1.77404e-42, 1.77404e-42, 1.77404e-42, 1.77404e-42, 1.77404e-42, 1.77404e-42, 1.77404e-42, 1.77404e-42, 1.29239e-13, 1.77404e-42, 1.77404e-42, 1.42803e-15, 1.47228e-14, 1.77404e-42, 5.50249e-11, 1.77404e-42, 1.77404e-42, 1.77404e-42
0.339208, 0, 8.83883e-11, 2.52948e-41, 1.41421, -8.83883e-11, 2.52948e-41, 0, 2.52948e-41, 2.52948e-41, 2.52948e-41, 2.52948e-41, 2.52948e-41, 2.52948e-41, 2.52948e-41, 2.52948e-41, 2.52948e-41, 2.52948e-41, 2.07126e-13, 2.52948e-41, 2.52948e-41, 2.38151e-15, 2.45923e-14, 2.52948e-41, 8.81542e-11, 2.52948e-41, 2.52948e-41, 2.52948e-41
0.347152, 0, 1.40539e-10, 3.18445e-40, 1.41421, -1.40539e-10, 3.18445e-40, 0, 3.18445e-40, 3.18445e-40, 3.18445e-40, 3.18445e-40, 3.18445e-40, 3.18445e-40, 3.18445e-40, 3.18445e-40, 3.18445e-40, 3.18445e-40, 3.29478e-13, 3.18445e-40, 3.18445e-40, 3.95676e-15, 4.08838e-14, 3.18445e-40, 1.40165e-10, 3.18445e-40, 3.18445e-40, 3.18445e-40
0.355097, 0, 2.21782e-10, 3.59387e-39, 1.41421, -2.21782e-10, 3.59387e-39, 0, 3.59387e-39, 3.59387e-39, 3.59387e-39, 3.59387e-39, 3.59387e-39, 3.59387e-39, 3.59387e-39, 3.59387e-39, 3.59387e-39, 3.59387e-39, 5.20224e-13, 3.59387e-39, 3.59387e-39, 6.55268e-15, 6.76716e-14, 3.59387e-39, 2.21187e-10, 3.59387e-39, 3.59387e-39, 3.59387e-39
0.363041, 0, 3.47371e-10, 3.65959e-38, 1.41421, -3.47371e-10, 3.65959e-38, 0, 3.65959e-38, 3.65959e-38, 3.65959e-38, 3.65959e-38, 3.65959e-38, 3.65959e-38, 3.65959e-38, 3.65959e-38, 3.65959e-38, 3.65959e-38, 8.15355e-13, 3.65959e-38, 3.65959e-38, 1.08223e-14, 1.11568e-13, 3.65959e-38, 3.46433e-10, 3.65959e-38, 3.65959e-38, 3.65959e-38
0.370985, 0, 5.40019e-10, 3.38138e-37, 1.41421, -5.40019e-10, 3.38138e-37, 0, 3.38138e-37, 3.38138e-37, 3.38138e-37, 3.38138e-37, 3.38138e-37, 3.38138e-37, 3.38138e-37, 3.38138e-37, 3.38138e-37, 3.38138e-37, 1.26858e-12, 3.38138e-37, 3.38138e-37, 1.78348e-14, 1.8329e-13, 3.38138e-37, 5.38549e-10, 3.38138e-37, 3.38138e-37, 3.38138e-37
0.378929, 0, 8.33272e-10, 2.85071e-36, 1.41421, -8.33272e-10, 2.85071e-36, 0, 2.85071e-36, 2.85071e-36, 2.85071e-36, 2.85071e-36, 2.85071e-36, 2.85071e-36, 2.85071e-36, 2.85071e-36, 2.85071e-36, 2.85071e-36, 1.95942e-12, 2.85071e-36, 2.85071e-36, 2.93421e-14, 3.00193e-13, 2.85071e-36, 8.30983e-10, 2.85071e-36, 2.85071e-36, 2.85071e-36
0.386873, 0, 1.27626e-09, 2.204e-35, 1.41421, -1.27626e-09, 2.204e-35, 0, 2.204e-35, 2.204e-35, 2.204e-35, 2.204e-35, 2.204e-35, 2.204e-35, 2.204e-35, 2.204e-35, 2.204e-35, 2.204e-35, 3.00473e-12, 2.204e-35, 2.204e-35, 4.82164e-14, 4.90374e-13, 2.204e-35, 1.27272e-09, 2.204e-35, 2.204e-35, 2.204e-35
0.394817, 0, 1.94038e-09, 1.57007e-34, 1.41421, -1.94038e-09, 1.57007e-34, 0, 1.57007e-34, 1.57007e-34, 1.57007e-34, 1.57007e-34, 1.57007e-34, 1.57007e-34, 1.57007e-34, 1.57007e-34, 1.57007e-34, 1.57007e-34, 4.57489e-12, 1.57007e-34, 1.57007e-34, 7.91701e-14, 7.99333e-13, 1.57007e-34, 1.93492e-09, 1.57007e-34, 1.57007e-34, 1.57007e-34
0.402761, 0, 2.92843e-09, 1.0827e-33, 1.41421, -2.92843e-09, 1.0827e-33, 0, 1.0827e-33, 1.0827e-33, 1.0827e-33, 1.0827e-33, 1.0827e-33, 1.0827e-33, 1.0827e-33, 1.0827e-33, 1.0827e-33, 1.0827e-33, 6.91648e-12, 1.0827e-33, 1.0827e-33, 1.29938e-13, 1.30076e-12, 1.0827e-33, 2.92008e-09, 1.0827e-33, 1.0827e-33, 1.0827e-33
0.410705, 0, 4.38739e-09, 7.22873e-33, 1.41421, -4.38739e-09, 7.22873e-33, 0, 7.22873e-33, 7.22873e-33, 7.22873e-33, 7.22873e-33, 7.22873e-33, 7.22873e-33, 7.22873e-33, 7.22873e-33, 7.22873e-33, 7.22873e-33, 1.03838e-11, 7.22873e-33, 7.22873e-33, 2.13217e-13, 2.11409e-12, 7.22873e-33, 4.37468e-09, 7.22873e-33, 7.22873e-33, 7.22873e-33
0.418649, 0, 6.52556e-09, 4.53834e-32, 1.41421, -6.52556e-09, 4.53834e-32, 0, 4.53834e-32, 4.53834e-32, 4.53834e-32, 4.53834e-32, 4.53834e-32, 4.53834e-32, 4.53834e-32, 4.53834e-32, 4.53834e-32, 4.53834e-32, 1.54821e-11, 4.53834e-32, 4.53834e-32, 3.49841e-13, 3.43291e-12, 4.53834e-32, 6.50629e-09, 4.53834e-32, 4.53834e-32, 4.53834e-32
0.426593, 0, 9.63579e-09, 2.6624e-31, 1.41421, -9.63579e-09, 2.6624e-31, 0, 2.6624e-31, 2.6624e-31, 2.6624e-31, 2.6624e-31, 2.6624e-31, 2.6624e-31, 2.6624e-31, 2.6624e-31, 2.6624e-31, 2.6624e-31, 2.29274e-11, 2.6624e-31, 2.6624e-31, 5.73951e-13, 5.57113e-12, 2.6624e-31, 9.60672e-09, 2.6624e-31, 2.6624e-31, 2.6624e-31
0.434538, 0, 1.41265e-08, 1.46031e-30, 1.41421, -1.41265e-08, 1.46031e-30, 0, 1.46031e-30, 1.46031e-30, 1.46031e-30, 1.46031e-30, 1.46031e-30, 1.46031e-30, 1.46031e-30, 1.46031e-30, 1.46031e-30, 1.46031e-30, 3.37266e-11, 1.46031e-30, 1.46031e-30, 9.41401e-13, 9.03748e-12, 1.46031e-30, 1.40828e-08, 1.46031e-30, 1.46031e-30, 1.46031e-30
0.442482, 0, 2.05629e-08, 7.50889e-30, 1.41421, -2.05629e-08, 7.50889e-30, 0, 7.50889e-30, 7.50889e-30, 7.50889e-30, 7.50889e-30, 7.50889e-30, 7.50889e-30, 7.50889e-30, 7.50889e-30, 7.50889e-30, 7.50889e-30, 4.9287e-11, 7.50889e-30, 7.50889e-30, 1.54332e-12, 1.46558e-11, 7.50889e-30, 2.04974e-08, 7.50889e-30, 7.50889e-30, 7.50889e-30
0.450426, 0, 2.97205e-08, 3.63152e-29, 1.41421, -2.97205e-08, 3.63152e-29, 0, 3.63152e-29, 3.63152e-29, 3.63152e-29, 3.63152e-29, 3.63152e-29, 3.63152e-29, 3.63152e-29, 3.63152e-29, 3.63152e-29, 3.63152e-29, 7.15628e-11, 3.63152e-29, 3.63152e-29, 2.5279e-12, 2.37577e-11, 3.63152e-29, 2.96227e-08, 3.63152e-29, 3.63152e-29, 3.63152e-29
0.45837, 0, 4.26559e-08, 1.65719e-28, 1.41421, -4.26559e-08, 1.65719e-28, 0, 1.65719e-28, 1.65719e-28, 1.65719e-28, 1.65719e-28, 1.65719e-28, 1.65719e-28, 1.65719e-28, 1.65719e-28, 1.65719e-28, 1.65719e-28, 1.0325e-10, 1.65719e-28, 1.65719e-28, 4.13516e-12, 3.84905e-11, 1.65719e-28, 4.251e-08, 1.65719e-28, 1.65719e-28, 1.65719e-28
0.466314, 0, 6.07962e-08, 7.15765e-28, 1.41421, -6.07962e-08, 7.15765e-28, 0, 7.15765e-28, 7.15765e-28, 7.15765e-28, 7.15765e-28, 7.15765e-28, 7.15765e-28, 7.15765e-28, 7.15765e-28, 7.15765e-28, 7.15765e-28, 1.48047e-10, 7.15765e-28, 7.15765e-28, 6.75189e-12, 6.23047e-11, 7.15765e-28, 6.05791e-08, 7.15765e-28, 7.15765e-28, 7.15765e-28
0.474258, 0, 8.60551e-08, 2.9348e-27, 1.41421, -8.60551e-08, 2.9348e-27, 0, 2.9348e-27, 2.9348e-27, 2.9348e-27, 2.9348e-27, 2.9348e-27, 2.9348e-27, 2.9348e-27, 2.9348e-27, 2.9348e-27, 2.9348e-27, 2.10993e-10, 2.9348e-27, 2.9348e-27, 1.09982e-11, 1.00721e-10, 2.9348e-27, 8.57324e-08, 2.9348e-27, 2.9348e-27, 2.9348e-27
0.482202, 0, 1.20979e-07, 1.14555e-26, 1.41421, -1.20979e-07, 1.14555e-26, 0, 1.14555e-26, 1.14555e-26, 1.14555e-26, 1.14555e-26, 1.14555e-26, 1.14555e-26, 1.14555e-26, 1.14555e-26, 1.14555e-26, 1.14555e-26, 2.98919e-10, 1.14555e-26, 1.14555e-26, 1.78622e-11, 1.62527e-10, 1.14555e-26, 1.205e-07, 1.14555e-26, 1.14555e-26, 1.14555e-26
0.490146, 0, 1.68929e-07, 4.26805e-26, 1.41421, -1.68929e-07, 4.26805e-26, 0, 4.26805e-26, 4.26805e-26, 4.26805e-26, 4.26805e-26, 4.26805e-26, 4.26805e-26, 1.64953e-13, 4.26805e-26, 4.26805e-26, 4.26805e-26, 4.21029e-10, 4.26805e-26, 4.26805e-26, 2.89081e-11, 2.61619e-10, 4.26805e-26, 1.68218e-07, 4.26805e-26, 4.26805e-26, 4.26805e-26
0.49809, 0, 2.34313e-07, 1.52169e-25, 1.41421, -2.34313e-07, 1.52169e-25, 0, 1.52169e-25, 1.52169e-25, 1.52169e-25, 1.52169e-25, 1.52169e-25, 1.52169e-25, 5.59361e-13, 1.52169e-25, 1.52169e-25, 1.52169e-25, 5.89653e-10, 1.52169e-25, 1.52169e-25, 4.65952e-11, 4.19829e-10, 1.52169e-25, 2.33256e-07, 1.52169e-25, 1.52169e-25, 1.52169e-25
0.506034, 0, 3.25537e-07, 5.26114e-25, 1.41421, -3.25537e-07, 2.16658e-12, 0, 8.02282e-15, 7.2901e-14, 9.29204e-14, 5.05599e-13, 4.24237e-13, 1.3174e-13, 8.7772e-12, 8.85792e-12, 7.41156e-12, 2.57043e-09, 8.21236e-10, 1.77876e-12, 1.2294e-13, 7.47616e-11, 6.71171e-10, 1.99484e-15, 3.21344e-07, 5.26114e-25, 5.26114e-25, 2.56765e-11
0.513979, 0, 4.51981e-07, 9.59963e-10, 1.41421, -4.51981e-07, 9.67288e-10, 9.59963e-10, 9.5999e-10, 9.60209e-10, 9.60277e-10, 9.61672e-10, 9.61397e-10, 9.60408e-10, 9.88207e-10, 9.89911e-10, 9.85021e-10, 9.65062e-09, 2.09749e-09, 9.65977e-10, 9.60378e-10, 1.07933e-09, 2.02818e-09, 9.5997e-10, 4.40777e-07, 9.59963e-10, 9.59963e-10, 1.04678e-09
0.521923, 0, 6.28252e-07, 3.25232e-09, 1.41421, -6.28252e-07, 3.27164e-09, 3.25232e-09, 3.2524e-09, 3.25297e-09, 3.25315e-09, 3.25683e-09, 3.25611e-09, 3.2535e-09, 3.32559e-09, 3.33129e-09, 3.31839e-09, 2.61663e-08, 4.81951e-09, 3.26818e-09, 3.25342e-09, 3.44187e-09, 4.94375e-09, 3.25234e-09, 6.01395e-07, 3.25232e-09, 3.25232e-09, 3.48122e-09
0.529867, 0, 8.7861e-07, 8.58763e-09, 1.41421, -8.7861e-07, 8.63415e-09, 8.58763e-09, 8.5878e-09, 8.58919e-09, 8.58962e-09, 8.59848e-09, 8.59673e-09, 8.59045e-09, 8.7626e-09, 8.77783e-09, 8.74677e-09, 6.37817e-08, 1.07354e-08, 8.62582e-09, 8.59027e-09, 8.88688e-09, 1.12504e-08, 8.58767e-09, 8.17116e-07, 8.58763e-09, 8.58763e-09, 9.13897e-09
0.537811, 0, 1.2442e-06, 2.07028e-08, 1.41421, -1.2442e-06, 2.08097e-08, 2.07028e-08, 2.07032e-08, 2.07064e-08, 2.07074e-08, 2.07278e-08, 2.07238e-08, 2.07093e-08, 2.11023e-08, 2.11397e-08, 2.10683e-08, 1.47458e-07, 2.36308e-08, 2.07906e-08, 2.07089e-08, 2.11724e-08, 2.48685e-08, 2.07029e-08, 1.10715e-06, 2.07028e-08, 2.07028e-08, 2.1969e-08
0.545755, 0, 1.7983e-06, 4.75661e-08, 1.41421, -1.7983e-06, 4.78035e-08, 4.75661e-08, 4.7567e-08, 4.75741e-08, 4.75763e-08, 4.76215e-08, 4.76126e-08, 4.75805e-08, 4.84494e-08, 4.85369e-08, 4.83784e-08, 3.29293e-07, 5.15372e-08, 4.7761e-08, 4.75796e-08, 4.82982e-08, 5.40411e-08, 4.75663e-08, 1.49933e-06, 4.75661e-08, 4.75661e-08, 5.03803e-08
0.553699, 0, 2.67515e-06, 1.05744e-07, 1.41421, -2.67515e-06, 1.06258e-07, 1.05744e-07, 1.05746e-07, 1.05761e-07, 1.05766e-07, 1.05864e-07, 1.05845e-07, 1.05775e-07, 1.07783e-07, 1.07845e-07, 1.07502e-07, 7.15334e-07, 1.11103e-07, 1.06166e-07, 1.05773e-07, 1.06878e-07, 1.15743e-07, 1.05745e-07, 2.03583e-06, 1.05744e-07, 1.05744e-07, 1.11833e-07
0.561643, 0, 4.12362e-06, 2.28838e-07, 1.41421, -4.12362e-06, 2.29923e-07, 2.28838e-07, 2.28842e-07, 2.28875e-07, 2.28885e-07, 2.29091e-07, 2.29051e-07, 2.28904e-07, 2.33709e-07, 2.33274e-07, 2.3255e-07, 1.51609e-06, 2.36032e-07, 2.29729e-07, 2.289e-07, 2.30583e-07, 2.44152e-07, 2.28839e-07, 2.78358e-06, 2.28838e-07, 2.28838e-07, 2.41697e-07
0.569587, 0, 6.6052e-06, 4.83285e-07, 1.41421, -6.6052e-06, 4.85523e-07, 4.83285e-07, 4.83293e-07, 4.8336e-07, 4.83381e-07, 4.83807e-07, 4.83723e-07, 4.83421e-07, 4.95123e-07, 4.92436e-07, 4.90942e-07, 3.13896e-06, 4.92894e-07, 4.85122e-07, 4.83412e-07, 4.85949e-07, 5.06557e-07, 4.83287e-07, 3.85333e-06, 4.83285e-07, 4.83285e-07, 5.09813e-07
0.577531, 0, 1.09657e-05, 9.97144e-07, 1.41421, -1.09657e-05, 1.00166e-06, 9.97144e-07, 9.9716e-07, 9.97296e-07, 9.97337e-07, 9.98197e-07, 9.98028e-07, 9.97418e-07, 1.02368e-06, 1.0156e-06, 1.01259e-06, 6.35254e-06, 1.00992e-06, 1.00085e-06, 9.974e-07, 1.00119e-06, 1.03223e-06, 9.97148e-07, 5.43339e-06, 9.97144e-07, 9.97144e-07, 1.05064e-06
0.585475, 0, 1.87346e-05, 2.01105e-06, 1.41421, -1.87346e-05, 2.01995e-06, 2.01105e-06, 2.01108e-06, 2.01135e-06, 2.01143e-06, 2.01313e-06, 2.01279e-06, 2.01159e-06, 2.06801e-06, 2.04744e-06, 2.04149e-06, 1.25703e-05, 2.02794e-06, 2.01836e-06, 2.01155e-06, 2.01714e-06, 2.06353e-06, 2.01106e-06, 7.84884e-06, 2.01105e-06, 2.01105e-06, 2.11653e-06
0.59342, 0, 3.26241e-05, 3.96566e-06, 1.41421, -3.26241e-05, 3.98282e-06, 3.96566e-06, 3.96572e-06, 3.96623e-06, 3.96639e-06, 3.96966e-06, 3.96902e-06, 3.9667e-06, 4.08467e-06, 4.03582e-06, 4.02436e-06, 2.4325e-05, 3.9879e-06, 3.97975e-06, 3.96663e-06, 3.97477e-06, 4.04356e-06, 3.96567e-06, 1.16622e-05, 3.96566e-06, 3.96566e-06, 4.16903e-06
