   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_146.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Cr_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
0.0912002, 0, 7.02167e-17, 0, 1.41421, -7.02167e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.41604e-19, 0, 0, 1.23511e-21, 0, 1.31049e-18, 0, 6.85634e-17, 0, 0
0.0990731, 0, 1.32629e-16, 0, 1.41421, -1.32629e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.44998e-19, 0, 0, 2.36865e-21, 0, 2.52388e-18, 0, 1.29458e-16, 0, 0
0.106946, 0, 2.48363e-16, 0, 1.41421, -2.48363e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.20736e-18, 0, 0, 4.50463e-21, 0, 4.82069e-18, 0, 2.4233e-16, 0, 0
0.114819, 0, 4.61159e-16, 0, 1.41421, -4.61159e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.24092e-18, 0, 0, 8.49677e-21, 0, 9.13351e-18, 0, 4.49776e-16, 0, 0
0.122692, 0, 8.49157e-16, 0, 1.41421, -8.49157e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.12459e-18, 0, 0, 1.5898e-20, 0, 1.71684e-17, 0, 8.27848e-16, 0, 0
0.130565, 0, 1.55079e-15, 0, 1.41421, -1.55079e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.52931e-18, 0, 0, 2.95113e-20, 0, 3.20227e-17, 0, 1.51121e-15, 0, 0
0.138438, 0, 2.80928e-15, 0, 1.41421, -2.80928e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.36331e-17, 0, 0, 5.43547e-20, 0, 5.92773e-17, 0, 2.73632e-15, 0, 0
0.146311, 0, 5.04847e-15, 0, 1.41421, -5.04847e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.44878e-17, 0, 0, 9.9344e-20, 0, 1.08915e-16, 0, 4.91496e-15, 0, 0
0.154184, 0, 9.00099e-15, 0, 1.41421, -9.00099e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.36375e-17, 0, 0, 1.80198e-19, 0, 1.98661e-16, 0, 8.75851e-15, 0, 0
0.162057, 0, 1.5923e-14, 0, 1.41421, -1.5923e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.71547e-17, 0, 0, 3.24425e-19, 0, 3.59772e-16, 0, 1.54858e-14, 0, 0
0.16993, 0, 2.79514e-14, 0, 1.41421, -2.79514e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.35362e-16, 0, 0, 5.79804e-19, 0, 6.4697e-16, 0, 2.71685e-14, 0, 0
0.177802, 0, 4.86921e-14, 0, 1.41421, -4.86921e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.35664e-16, 0, 0, 1.02872e-18, 0, 1.15541e-15, 0, 4.73e-14, 0, 0
0.185675, 0, 8.41826e-14, 0, 1.41421, -8.41826e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.07178e-16, 0, 0, 1.81218e-18, 0, 2.04946e-15, 0, 8.17241e-14, 0, 0
0.193548, 0, 1.44453e-13, 0, 1.41421, -1.44453e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.98233e-16, 0, 0, 3.16988e-18, 0, 3.6111e-15, 0, 1.4014e-13, 0, 0
0.201421, 0, 2.46035e-13, 0, 1.41421, -2.46035e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.18841e-15, 0, 0, 5.5064e-18, 0, 6.32101e-15, 0, 2.3852e-13, 0, 0
0.209294, 0, 4.15972e-13, 0, 1.41421, -4.15972e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.00776e-15, 0, 0, 9.49999e-18, 0, 1.09933e-14, 0, 4.02961e-13, 0, 0
0.217167, 0, 6.98155e-13, 0, 1.41421, -6.98155e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.36711e-15, 0, 0, 1.62803e-17, 0, 1.89995e-14, 0, 6.75772e-13, 0, 0
0.22504, 0, 1.16328e-12, 0, 1.41421, -1.16328e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.60569e-15, 0, 0, 2.77165e-17, 0, 3.26334e-14, 0, 1.12502e-12, 0, 0
0.232913, 0, 1.92436e-12, 0, 1.41421, -1.92436e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.26502e-15, 0, 0, 4.68825e-17, 0, 5.5711e-14, 0, 1.85934e-12, 0, 0
0.240786, 0, 3.16067e-12, 0, 1.41421, -3.16067e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.52031e-14, 0, 0, 7.88035e-17, 0, 9.45436e-14, 0, 3.05085e-12, 0, 0
0.248659, 0, 5.15449e-12, 0, 1.41421, -5.15449e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.47687e-14, 0, 0, 1.31652e-16, 0, 1.59512e-13, 0, 4.97008e-12, 0, 0
0.256532, 0, 8.34695e-12, 0, 1.41421, -8.34695e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.00668e-14, 0, 0, 2.1864e-16, 0, 2.67602e-13, 0, 8.03906e-12, 0, 0
0.264405, 0, 1.34222e-11, 0, 1.41421, -1.34222e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.43564e-14, 0, 0, 3.61033e-16, 0, 4.46454e-13, 0, 1.29111e-11, 0, 0
0.272278, 0, 2.14338e-11, 0, 1.41421, -2.14338e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.02647e-13, 0, 0, 5.92899e-16, 0, 7.40852e-13, 0, 2.05897e-11, 0, 0
0.280151, 0, 3.39917e-11, 0, 1.41421, -3.39917e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.62578e-13, 0, 0, 9.68601e-16, 0, 1.223e-12, 0, 3.26052e-11, 0, 0
0.288024, 0, 5.35388e-11, 0, 1.41421, -5.35388e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.55717e-13, 0, 0, 1.5746e-15, 0, 2.00882e-12, 0, 5.12727e-11, 0, 0
0.295896, 0, 8.37544e-11, 1.12104e-44, 1.41421, -8.37544e-11, 1.12104e-44, 0, 1.12104e-44, 1.12104e-44, 1.12104e-44, 1.12104e-44, 1.12104e-44, 1.12104e-44, 1.12104e-44, 1.12104e-44, 3.9945e-13, 1.12104e-44, 1.12104e-44, 2.54798e-15, 1.12104e-44, 3.28373e-12, 1.12104e-44, 8.00686e-11, 1.12104e-44, 1.12104e-44
0.303769, 0, 1.30142e-10, 2.38221e-43, 1.41421, -1.30142e-10, 2.38221e-43, 0, 2.38221e-43, 2.38221e-43, 2.38221e-43, 2.38221e-43, 2.38221e-43, 2.38221e-43, 2.38221e-43, 2.38221e-43, 6.19708e-13, 2.38221e-43, 2.38221e-43, 4.10564e-15, 2.38221e-43, 5.34319e-12, 2.38221e-43, 1.24175e-10, 2.38221e-43, 2.38221e-43
0.311642, 0, 2.00872e-10, 3.54669e-42, 1.41421, -2.00872e-10, 3.54669e-42, 0, 3.54669e-42, 3.54669e-42, 3.54669e-42, 3.54669e-42, 3.54669e-42, 3.54669e-42, 3.54669e-42, 3.54669e-42, 9.5489e-13, 3.54669e-42, 3.54669e-42, 6.59015e-15, 3.54669e-42, 8.65655e-12, 3.54669e-42, 1.91253e-10, 3.54669e-42, 3.54669e-42
0.319515, 0, 3.07995e-10, 4.8384e-41, 1.41421, -3.07995e-10, 4.8384e-41, 0, 4.8384e-41, 4.8384e-41, 4.8384e-41, 4.8384e-41, 4.8384e-41, 4.8384e-41, 4.8384e-41, 4.8384e-41, 1.46145e-12, 4.8384e-41, 4.8384e-41, 1.0542e-14, 4.8384e-41, 1.39673e-11, 4.8384e-41, 2.92556e-10, 4.8384e-41, 4.8384e-41
0.327388, 0, 4.69161e-10, 5.92381e-40, 1.41421, -4.69161e-10, 5.92381e-40, 0, 5.92381e-40, 5.92381e-40, 5.92381e-40, 5.92381e-40, 5.92381e-40, 5.92381e-40, 5.92381e-40, 5.92381e-40, 2.22179e-12, 5.92381e-40, 5.92381e-40, 1.68136e-14, 5.92381e-40, 2.245e-11, 5.92381e-40, 4.44473e-10, 5.92381e-40, 5.92381e-40
0.335261, 0, 7.10049e-10, 6.53292e-39, 1.41421, -7.10049e-10, 6.53292e-39, 0, 6.53292e-39, 6.53292e-39, 6.53292e-39, 6.53292e-39, 6.53292e-39, 6.53292e-39, 6.53292e-39, 6.53292e-39, 3.3553e-12, 6.53292e-39, 6.53292e-39, 2.6749e-14, 6.53292e-39, 3.59574e-11, 6.53292e-39, 6.70709e-10, 6.53292e-39, 6.53292e-39
0.343134, 0, 1.06777e-09, 6.5165e-38, 1.41421, -1.06777e-09, 6.5165e-38, 0, 6.5165e-38, 6.5165e-38, 6.5165e-38, 6.5165e-38, 6.5165e-38, 6.5165e-38, 6.5165e-38, 6.5165e-38, 5.03382e-12, 6.5165e-38, 6.5165e-38, 4.24688e-14, 6.5165e-38, 5.7405e-11, 6.5165e-38, 1.00529e-09, 6.5165e-38, 6.5165e-38
0.351007, 0, 1.59564e-09, 5.9116e-37, 1.41421, -1.59564e-09, 5.9116e-37, 0, 5.9116e-37, 5.9116e-37, 5.9116e-37, 5.9116e-37, 5.9116e-37, 5.9116e-37, 5.9116e-37, 5.9116e-37, 7.50287e-12, 5.9116e-37, 5.9116e-37, 6.73205e-14, 5.9116e-37, 9.13761e-11, 5.9116e-37, 1.49669e-09, 5.9116e-37, 5.9116e-37
0.35888, 0, 2.36975e-09, 4.90252e-36, 1.41421, -2.36975e-09, 4.90252e-36, 0, 4.90252e-36, 4.90252e-36, 4.90252e-36, 4.90252e-36, 4.90252e-36, 4.90252e-36, 4.90252e-36, 4.90252e-36, 1.11109e-11, 4.90252e-36, 4.90252e-36, 1.06593e-13, 4.90252e-36, 1.45065e-10, 4.90252e-36, 2.21347e-09, 4.90252e-36, 4.90252e-36
0.366753, 0, 3.49859e-09, 1.15147e-34, 1.41421, -3.49859e-09, 1.15147e-34, 0, 1.15147e-34, 1.15147e-34, 1.15147e-34, 1.15147e-34, 1.15147e-34, 1.15147e-34, 1.15147e-34, 1.15147e-34, 1.63505e-11, 1.15147e-34, 1.15147e-34, 1.68921e-13, 1.15147e-34, 2.30058e-10, 1.15147e-34, 3.25202e-09, 1.15147e-34, 1.15147e-34
0.374626, 0, 5.13393e-09, 7.91772e-34, 1.41421, -5.13393e-09, 7.91772e-34, 0, 7.91772e-34, 7.91772e-34, 7.91772e-34, 7.91772e-34, 7.91772e-34, 7.91772e-34, 7.91772e-34, 7.91772e-34, 2.39076e-11, 7.91772e-34, 7.91772e-34, 2.6714e-13, 7.91772e-34, 3.63574e-10, 7.91772e-34, 4.74619e-09, 7.91772e-34, 7.91772e-34
0.382499, 0, 7.4903e-09, 5.2528e-33, 1.41421, -7.4903e-09, 5.2528e-33, 0, 5.2528e-33, 5.2528e-33, 5.2528e-33, 5.2528e-33, 5.2528e-33, 5.2528e-33, 5.2528e-33, 5.2528e-33, 3.47408e-11, 5.2528e-33, 5.2528e-33, 4.22396e-13, 5.2528e-33, 5.73493e-10, 5.2528e-33, 6.88164e-09, 5.2528e-33, 5.2528e-33
0.390372, 0, 1.08671e-08, 3.27471e-32, 1.41421, -1.08671e-08, 3.27471e-32, 0, 3.27471e-32, 3.27471e-32, 3.27471e-32, 3.27471e-32, 3.27471e-32, 3.27471e-32, 3.27471e-32, 3.27471e-32, 5.0174e-11, 3.27471e-32, 3.27471e-32, 6.67873e-13, 3.27471e-32, 9.03075e-10, 3.27471e-32, 9.91319e-09, 3.27471e-32, 3.27471e-32
0.398245, 0, 1.56812e-08, 1.90832e-31, 1.41421, -1.56812e-08, 1.90832e-31, 0, 1.90832e-31, 1.90832e-31, 1.90832e-31, 1.90832e-31, 1.90832e-31, 1.90832e-31, 1.90832e-31, 1.90832e-31, 7.2027e-11, 1.90832e-31, 1.90832e-31, 1.05606e-12, 1.90832e-31, 1.41983e-09, 1.90832e-31, 1.41883e-08, 1.90832e-31, 1.90832e-31
0.406118, 0, 2.25108e-08, 1.04069e-30, 1.41421, -2.25108e-08, 1.04069e-30, 0, 1.04069e-30, 1.04069e-30, 1.04069e-30, 1.04069e-30, 1.04069e-30, 1.04069e-30, 1.04069e-30, 1.04069e-30, 1.02786e-10, 1.04069e-30, 1.04069e-30, 1.66985e-12, 1.04069e-30, 2.22896e-09, 1.04069e-30, 2.01774e-08, 1.04069e-30, 1.04069e-30
0.41399, 0, 3.2155e-08, 5.3253e-30, 1.41421, -3.2155e-08, 5.3253e-30, 0, 5.3253e-30, 5.3253e-30, 5.3253e-30, 5.3253e-30, 5.3253e-30, 5.3253e-30, 5.3253e-30, 5.3253e-30, 1.45827e-10, 5.3253e-30, 5.3253e-30, 2.63993e-12, 5.3253e-30, 3.49391e-09, 5.3253e-30, 2.85126e-08, 5.3253e-30, 5.3253e-30
0.421863, 0, 4.5716e-08, 2.56481e-29, 1.41421, -4.5716e-08, 2.56481e-29, 0, 2.56481e-29, 2.56481e-29, 2.56481e-29, 2.56481e-29, 2.56481e-29, 2.56481e-29, 2.56481e-29, 2.56481e-29, 2.05712e-10, 2.56481e-29, 2.56481e-29, 4.17181e-12, 2.56481e-29, 5.46813e-09, 2.56481e-29, 4.0038e-08, 2.56481e-29, 2.56481e-29
0.429736, 0, 6.47103e-08, 1.16633e-28, 1.41421, -6.47103e-08, 1.16633e-28, 0, 1.16633e-28, 1.16633e-28, 1.16633e-28, 1.16633e-28, 1.16633e-28, 1.16633e-28, 1.16633e-28, 1.16633e-28, 2.88567e-10, 1.16633e-28, 1.16633e-28, 6.58755e-12, 1.16633e-28, 8.54307e-09, 1.16633e-28, 5.58721e-08, 1.16633e-28, 1.16633e-28
0.437609, 0, 9.12213e-08, 5.02309e-28, 1.41421, -9.12213e-08, 5.02309e-28, 0, 5.02309e-28, 5.02309e-28, 5.02309e-28, 5.02309e-28, 5.02309e-28, 5.02309e-28, 5.02309e-28, 5.02309e-28, 4.02577e-10, 5.02309e-28, 5.02309e-28, 1.039e-11, 5.02309e-28, 1.33211e-08, 5.02309e-28, 7.74872e-08, 5.02309e-28, 5.02309e-28
0.445482, 0, 1.28108e-07, 2.05457e-27, 1.41421, -1.28108e-07, 2.05457e-27, 0, 2.05457e-27, 2.05457e-27, 2.05457e-27, 2.05457e-27, 2.05457e-27, 2.05457e-27, 2.05457e-27, 2.05457e-27, 5.58621e-10, 2.05457e-27, 2.05457e-27, 1.63605e-11, 2.05457e-27, 2.07249e-08, 2.05457e-27, 1.06808e-07, 2.05457e-27, 2.05457e-27
0.453355, 0, 1.7929e-07, 8.00322e-27, 1.41421, -1.7929e-07, 8.00322e-27, 0, 8.00322e-27, 8.00322e-27, 8.00322e-27, 8.00322e-27, 8.00322e-27, 8.00322e-27, 8.00322e-27, 8.00322e-27, 7.71085e-10, 8.00322e-27, 8.00322e-27, 2.57071e-11, 8.00322e-27, 3.216e-08, 8.00322e-27, 1.46333e-07, 8.00322e-27, 8.00322e-27
0.461228, 0, 2.50139e-07, 2.97654e-26, 1.41421, -2.50139e-07, 2.97654e-26, 0, 2.97654e-26, 2.97654e-26, 2.97654e-26, 2.97654e-26, 1.46969e-14, 2.97654e-26, 2.97654e-26, 2.97654e-26, 1.0589e-09, 2.97654e-26, 2.97654e-26, 4.02874e-11, 2.97654e-26, 4.97554e-08, 2.97654e-26, 1.99284e-07, 2.97654e-26, 2.97654e-26
0.469101, 0, 3.48013e-07, 1.05952e-25, 1.41421, -3.48013e-07, 1.05952e-25, 0, 1.05952e-25, 1.05952e-25, 1.05952e-25, 1.05952e-25, 4.85373e-14, 1.05952e-25, 1.05952e-25, 1.05952e-25, 1.44684e-09, 1.05952e-25, 1.05952e-25, 6.29399e-11, 1.05952e-25, 7.67147e-08, 1.05952e-25, 2.69789e-07, 1.05952e-25, 1.05952e-25
0.476974, 0, 4.83986e-07, 3.65862e-25, 1.41421, -4.83986e-07, 4.71279e-12, 0, 1.11355e-14, 5.0207e-14, 7.9047e-12, 2.47802e-12, 7.94746e-13, 3.85583e-12, 2.42391e-12, 9.25066e-10, 1.96723e-09, 3.88941e-13, 2.45515e-14, 9.79742e-11, 3.10627e-14, 1.17824e-07, 1.34061e-15, 3.63138e-07, 3.65862e-25, 1.15826e-11
0.484847, 0, 6.72656e-07, 5.26597e-10, 1.41421, -6.72656e-07, 5.42097e-10, 5.26597e-10, 5.26633e-10, 5.26762e-10, 5.52595e-10, 5.34747e-10, 5.29092e-10, 5.39278e-10, 5.34569e-10, 3.56911e-09, 3.1885e-09, 5.27876e-10, 5.26677e-10, 6.78495e-10, 5.26998e-10, 1.80709e-07, 5.26601e-10, 4.86504e-07, 5.26597e-10, 5.64692e-10
0.49272, 0, 9.34538e-07, 1.72934e-09, 1.41421, -9.34538e-07, 1.7689e-09, 1.72934e-09, 1.72943e-09, 1.72976e-09, 1.7957e-09, 1.75014e-09, 1.73561e-09, 1.76171e-09, 1.74969e-09, 9.49462e-09, 5.31419e-09, 1.73261e-09, 1.72955e-09, 1.96379e-09, 1.73086e-09, 2.75956e-07, 1.72935e-09, 6.48439e-07, 1.72934e-09, 1.82657e-09
0.500593, 0, 1.29941e-06, 4.40484e-09, 1.41421, -1.29941e-06, 4.49684e-09, 4.40484e-09, 4.40506e-09, 4.40582e-09, 4.55915e-09, 4.45321e-09, 4.41931e-09, 4.48011e-09, 4.45216e-09, 2.2463e-08, 9.21016e-09, 4.41243e-09, 4.40532e-09, 4.76493e-09, 4.40903e-09, 4.19578e-07, 4.40487e-09, 8.60345e-07, 4.40484e-09, 4.63094e-09
0.508466, 0, 1.81058e-06, 1.02269e-08, 1.41421, -1.81058e-06, 1.04307e-08, 1.02269e-08, 1.02274e-08, 1.0229e-08, 1.05687e-08, 1.0334e-08, 1.02588e-08, 1.03936e-08, 1.03317e-08, 5.02321e-08, 1.66387e-08, 1.02437e-08, 1.02279e-08, 1.0777e-08, 1.02371e-08, 6.35278e-07, 1.02269e-08, 1.13707e-06, 1.02269e-08, 1.07278e-08
0.516339, 0, 2.53241e-06, 2.26238e-08, 1.41421, -2.53241e-06, 2.3061e-08, 2.26238e-08, 2.26249e-08, 2.26285e-08, 2.33571e-08, 2.28537e-08, 2.26919e-08, 2.29815e-08, 2.28487e-08, 1.08437e-07, 3.11404e-08, 2.26599e-08, 2.26261e-08, 2.34598e-08, 2.26473e-08, 9.58123e-07, 2.26239e-08, 1.49856e-06, 2.26238e-08, 2.36983e-08
0.524212, 0, 3.56345e-06, 4.84682e-08, 1.41421, -3.56345e-06, 4.93823e-08, 4.84682e-08, 4.84703e-08, 4.84779e-08, 5.00014e-08, 4.89488e-08, 4.86224e-08, 4.92161e-08, 4.89383e-08, 2.27901e-07, 5.97298e-08, 4.85436e-08, 4.84729e-08, 4.97309e-08, 4.85197e-08, 1.44086e-06, 4.84684e-08, 1.97241e-06, 4.84682e-08, 5.07148e-08
0.532084, 0, 5.05312e-06, 1.01229e-07, 1.41421, -5.05312e-06, 1.03097e-07, 1.01229e-07, 1.01233e-07, 1.01249e-07, 1.04363e-07, 1.02211e-07, 1.01558e-07, 1.02758e-07, 1.0219e-07, 4.68043e-07, 1.16054e-07, 1.01383e-07, 1.01238e-07, 1.03125e-07, 1.01338e-07, 2.15887e-06, 1.01229e-07, 2.59824e-06, 1.01229e-07, 1.05822e-07
0.539957, 0, 7.23948e-06, 2.06718e-07, 1.41421, -7.23948e-06, 2.10458e-07, 2.06718e-07, 2.06727e-07, 2.06758e-07, 2.12992e-07, 2.08685e-07, 2.07557e-07, 2.09778e-07, 2.08642e-07, 9.40875e-07, 2.26149e-07, 2.07027e-07, 2.06738e-07, 2.09547e-07, 2.06946e-07, 3.22689e-06, 2.06719e-07, 3.43529e-06, 2.06718e-07, 2.1591e-07
0.54783, 0, 1.05012e-05, 4.13306e-07, 1.41421, -1.05012e-05, 4.2064e-07, 4.13306e-07, 4.13323e-07, 4.13384e-07, 4.25607e-07, 4.17162e-07, 4.15193e-07, 4.19306e-07, 4.17078e-07, 1.85287e-06, 4.38662e-07, 4.13911e-07, 4.13344e-07, 4.17502e-07, 4.13768e-07, 4.81571e-06, 4.13308e-07, 4.57531e-06, 4.13306e-07, 4.3133e-07
0.555703, 0, 1.54477e-05, 8.09612e-07, 1.41421, -1.54477e-05, 8.23706e-07, 8.09612e-07, 8.09645e-07, 8.09762e-07, 8.33252e-07, 8.17023e-07, 8.13621e-07, 8.21143e-07, 8.16861e-07, 3.57615e-06, 8.42557e-07, 8.10775e-07, 8.09685e-07, 8.15795e-07, 8.10529e-07, 7.18212e-06, 8.09616e-07, 6.16458e-06, 8.09612e-07, 8.44251e-07
0.563576, 0, 2.30625e-05, 1.55438e-06, 1.41421, -2.30625e-05, 1.58094e-06, 1.55438e-06, 1.55445e-06, 1.55467e-06, 1.59892e-06, 1.56834e-06, 1.56261e-06, 1.57611e-06, 1.56804e-06, 6.76649e-06, 1.59701e-06, 1.55657e-06, 1.55452e-06, 1.56343e-06, 1.55617e-06, 1.07144e-05, 1.55439e-06, 8.44031e-06, 1.55438e-06, 1.61964e-06
0.571449, 0, 3.49304e-05, 2.92561e-06, 1.41421, -3.49304e-05, 2.97466e-06, 2.92561e-06, 2.92572e-06, 2.92613e-06, 3.00788e-06, 2.9514e-06, 2.94195e-06, 2.96574e-06, 2.95084e-06, 1.25536e-05, 2.98053e-06, 2.92966e-06, 2.92586e-06, 2.93877e-06, 2.92902e-06, 1.60018e-05, 2.92562e-06, 1.17904e-05, 2.92561e-06, 3.04616e-06
0.579322, 0, 5.3589e-05, 5.39913e-06, 1.41421, -5.3589e-05, 5.48798e-06, 5.39913e-06, 5.39934e-06, 5.40008e-06, 5.54816e-06, 5.44585e-06, 5.43109e-06, 5.47183e-06, 5.44483e-06, 2.28399e-05, 5.46961e-06, 5.40646e-06, 5.39959e-06, 5.41816e-06, 5.40551e-06, 2.39409e-05, 5.39916e-06, 1.68482e-05, 5.39913e-06, 5.6175e-06
0.587195, 0, 8.30594e-05, 9.77109e-06, 1.41421, -8.30594e-05, 9.92895e-06, 9.77109e-06, 9.77146e-06, 9.77277e-06, 1.00359e-05, 9.85409e-06, 9.83269e-06, 9.90024e-06, 9.85228e-06, 4.07567e-05, 9.86118e-06, 9.78412e-06, 9.77191e-06, 9.79842e-06, 9.78281e-06, 3.58943e-05, 9.77114e-06, 2.464e-05, 9.77109e-06, 1.01591e-05
0.595068, 0, 0.000129633, 1.73433e-05, 1.41421, -0.000129633, 1.76184e-05, 1.73433e-05, 1.7344e-05, 1.73463e-05, 1.78048e-05, 1.7488e-05, 1.74603e-05, 1.75684e-05, 1.74848e-05, 7.13413e-05, 1.74581e-05, 1.7366e-05, 1.73448e-05, 1.73823e-05, 1.73645e-05, 5.39255e-05, 1.73434e-05, 3.68096e-05, 1.73433e-05, 1.80194e-05
0.602941, 0, 0.000202992, 3.01955e-05, 1.41421, -0.000202992, 3.06658e-05, 3.01955e-05, 3.01966e-05, 3.02005e-05, 3.09843e-05, 3.04428e-05, 3.04142e-05, 3.05803e-05, 3.04374e-05, 0.000122509, 3.03411e-05, 3.02343e-05, 3.01979e-05, 3.02508e-05, 3.02329e-05, 8.1138e-05, 3.01956e-05, 5.59424e-05, 3.01955e-05, 3.13513e-05
0.610814, 0, 0.000317784, 5.15734e-05, 1.41421, -0.000317784, 5.23622e-05, 5.15734e-05, 5.15753e-05, 5.15818e-05, 5.28965e-05, 5.19882e-05, 5.19762e-05, 5.22188e-05, 5.19791e-05, 0.000206414, 5.17576e-05, 5.16385e-05, 5.15775e-05, 5.16515e-05, 5.16384e-05, 0.000122156, 5.15736e-05, 8.60343e-05, 5.15734e-05, 5.35121e-05
0.618687, 0, 0.000495745, 8.6425e-05, 1.41421, -0.000495745, 8.77234e-05, 8.6425e-05, 8.64281e-05, 8.64388e-05, 8.86027e-05, 8.71077e-05, 8.71555e-05, 8.74873e-05, 8.70928e-05, 0.00034128, 8.66574e-05, 8.65322e-05, 8.64318e-05, 8.65346e-05, 8.65359e-05, 0.000183782, 8.64254e-05, 0.000133139, 8.6425e-05, 8.9616e-05
