   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_67.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
15.8393, 1, 0.585872, 0.585087, 1.73205, 0.414128, 0.585087, 0, 0.585087, 0.585087, 0.585087, 0.585087, 0.585087, 0.585087, 0.585087, 0.585087, 0.585087, 0.585087, 0.585087, 0.585087, 0.585087, 0.585087, 0.585087, 0.585087, 0.585088, 0.585087, 0.58587, 0.585087, 0.585087
15.8473, 0.383643, 0.582787, 0.58193, 1.54391, -0.199144, 0.58193, 0, 0.58193, 0.58193, 0.58193, 0.58193, 0.58193, 0.58193, 0.58193, 0.58193, 0.58193, 0.58193, 0.58193, 0.58193, 0.58193, 0.58193, 0.58193, 0.58193, 0.581931, 0.58193, 0.582785, 0.58193, 0.58193
15.8552, 0.616357, 0.578837, 0.577907, 1.61752, 0.03752, 0.577907, 0, 0.577907, 0.577907, 0.577907, 0.577907, 0.577907, 0.577907, 0.577907, 0.577907, 0.577907, 0.577907, 0.577907, 0.577907, 0.577907, 0.577907, 0.577907, 0.577907, 0.577908, 0.577907, 0.578836, 0.577907, 0.577907
15.8632, 0, 0.574902, 0.573898, 1.41421, -0.574902, 0.573898, 0, 0.573898, 0.573898, 0.573898, 0.573898, 0.573898, 0.573898, 0.573898, 0.573898, 0.573898, 0.573898, 0.573898, 0.573898, 0.573898, 0.573898, 0.573898, 0.573898, 0.573899, 0.573898, 0.574901, 0.573898, 0.573898
15.8712, 0, 0.575671, 0.574591, 1.41421, -0.575671, 0.574591, 0, 0.574591, 0.574591, 0.574591, 0.574591, 0.574591, 0.574591, 0.574591, 0.574591, 0.574591, 0.574591, 0.574591, 0.574591, 0.574591, 0.574591, 0.574591, 0.574591, 0.574592, 0.574591, 0.575669, 0.574591, 0.574591
15.8791, 1.3741, 0.57439, 0.573235, 1.83687, 0.799712, 0.573235, 0, 0.573235, 0.573235, 0.573235, 0.573235, 0.573235, 0.573235, 0.573235, 0.573235, 0.573235, 0.573235, 0.573235, 0.573235, 0.573235, 0.573235, 0.573235, 0.573235, 0.573236, 0.573235, 0.574388, 0.573235, 0.573235
15.8871, 2.99752, 0.571317, 0.570088, 2.23551, 2.4262, 0.570088, 0, 0.570088, 0.570088, 0.570088, 0.570088, 0.570088, 0.570088, 0.570088, 0.570088, 0.570088, 0.570088, 0.570088, 0.570088, 0.570088, 0.570088, 0.570088, 0.570088, 0.570089, 0.570088, 0.571316, 0.570088, 0.570088
15.895, 1.62838, 0.56736, 0.566057, 1.90483, 1.06102, 0.566057, 0, 0.566057, 0.566057, 0.566057, 0.566057, 0.566057, 0.566057, 0.566057, 0.566057, 0.566057, 0.566057, 0.566057, 0.566057, 0.566057, 0.566057, 0.566057, 0.566057, 0.566059, 0.566057, 0.567359, 0.566057, 0.566057
15.903, 1.36691, 0.563416, 0.562041, 1.83492, 0.803499, 0.562041, 0, 0.562041, 0.562041, 0.562041, 0.562041, 0.562041, 0.562041, 0.562041, 0.562041, 0.562041, 0.562041, 0.562041, 0.562041, 0.562041, 0.562041, 0.562041, 0.562041, 0.562042, 0.562041, 0.563414, 0.562041, 0.562041
15.911, 2.36187, 0.564214, 0.562769, 2.08851, 1.79765, 0.562769, 0, 0.562769, 0.562769, 0.562769, 0.562769, 0.562769, 0.562769, 0.562769, 0.562769, 0.562769, 0.562769, 0.562769, 0.562769, 0.562769, 0.562769, 0.562769, 0.562769, 0.562771, 0.562769, 0.564213, 0.562769, 0.562769
15.9189, 2.63305, 0.562926, 0.561414, 2.15245, 2.07013, 0.561414, 0, 0.561414, 0.561414, 0.561414, 0.561414, 0.561414, 0.561414, 0.561414, 0.561414, 0.561414, 0.561414, 0.561414, 0.561414, 0.561414, 0.561414, 0.561414, 0.561414, 0.561415, 0.561414, 0.562925, 0.561414, 0.561414
15.9269, 1.63817, 0.559813, 0.558236, 1.9074, 1.07835, 0.558236, 0, 0.558236, 0.558236, 0.558236, 0.558236, 0.558236, 0.558236, 0.558236, 0.558236, 0.558236, 0.558236, 0.558236, 0.558236, 0.558236, 0.558236, 0.558236, 0.558236, 0.558237, 0.558236, 0.559812, 0.558236, 0.558236
15.9349, 1, 0.555797, 0.554158, 1.73205, 0.444203, 0.554158, 0, 0.554158, 0.554158, 0.554158, 0.554158, 0.554158, 0.554158, 0.554158, 0.554158, 0.554158, 0.554158, 0.554158, 0.554158, 0.554158, 0.554158, 0.554158, 0.554158, 0.55416, 0.554158, 0.555796, 0.554158, 0.554158
15.9428, 1, 0.551793, 0.550096, 1.73205, 0.448207, 0.550096, 0, 0.550096, 0.550096, 0.550096, 0.550096, 0.550096, 0.550096, 0.550096, 0.550096, 0.550096, 0.550096, 0.550096, 0.550096, 0.550096, 0.550096, 0.550096, 0.550096, 0.550097, 0.550096, 0.551792, 0.550096, 0.550096
15.9508, 1.05725, 0.552661, 0.550908, 1.7485, 0.504588, 0.550908, 0, 0.550908, 0.550908, 0.550908, 0.550908, 0.550908, 0.550908, 0.550908, 0.550908, 0.550908, 0.550908, 0.550908, 0.550908, 0.550908, 0.550908, 0.550908, 0.550908, 0.550909, 0.550908, 0.55266, 0.550908, 0.550908
15.9587, 4.29269, 0.551404, 0.549599, 2.50852, 3.74128, 0.549599, 0, 0.549599, 0.549599, 0.549599, 0.549599, 0.549599, 0.549599, 0.549599, 0.549599, 0.549599, 0.549599, 0.549599, 0.549599, 0.549599, 0.549599, 0.549599, 0.549599, 0.5496, 0.549599, 0.551403, 0.549599, 0.549599
15.9667, 1.34498, 0.548286, 0.546432, 1.82893, 0.796695, 0.546432, 0, 0.546432, 0.546432, 0.546432, 0.546432, 0.546432, 0.546432, 0.546432, 0.546432, 0.546432, 0.546432, 0.546432, 0.546432, 0.546432, 0.546432, 0.546432, 0.546432, 0.546433, 0.546432, 0.548285, 0.546432, 0.546432
15.9747, 1.65027, 0.544248, 0.542347, 1.91057, 1.10602, 0.542347, 0, 0.542347, 0.542347, 0.542347, 0.542347, 0.542347, 0.542347, 0.542347, 0.542347, 0.542347, 0.542347, 0.542347, 0.542347, 0.542347, 0.542347, 0.542347, 0.542347, 0.542349, 0.542347, 0.544247, 0.542347, 0.542347
15.9826, 2.34007, 0.540223, 0.538279, 2.08328, 1.79984, 0.538279, 0, 0.538279, 0.538279, 0.538279, 0.538279, 0.538279, 0.538279, 0.538279, 0.538279, 0.538279, 0.538279, 0.538279, 0.538279, 0.538279, 0.538279, 0.538279, 0.538279, 0.53828, 0.538279, 0.540222, 0.538279, 0.538279
15.9906, 2.31475, 0.541111, 0.539125, 2.0772, 1.77364, 0.539125, 0, 0.539125, 0.539125, 0.539125, 0.539125, 0.539125, 0.539125, 0.539125, 0.539125, 0.539125, 0.539125, 0.539125, 0.539125, 0.539125, 0.539125, 0.539125, 0.539125, 0.539126, 0.539125, 0.541109, 0.539125, 0.539125
15.9986, 0.337918, 0.539841, 0.537816, 1.52903, -0.201923, 0.537816, 0, 0.537816, 0.537816, 0.537816, 0.537816, 0.537816, 0.537816, 0.537816, 0.537816, 0.537816, 0.537816, 0.537816, 0.537816, 0.537816, 0.537816, 0.537816, 0.537816, 0.537817, 0.537816, 0.539839, 0.537816, 0.537816
16.0065, 0.662082, 0.536679, 0.534618, 1.63159, 0.125402, 0.534618, 0, 0.534618, 0.534618, 0.534618, 0.534618, 0.534618, 0.534618, 0.534618, 0.534618, 0.534618, 0.534618, 0.534618, 0.534618, 0.534618, 0.534618, 0.534618, 0.534618, 0.534619, 0.534618, 0.536678, 0.534618, 0.534618
16.0145, 1.33309, 0.532585, 0.530487, 1.82567, 0.800501, 0.530487, 0, 0.530487, 0.530487, 0.530487, 0.530487, 0.530487, 0.530487, 0.530487, 0.530487, 0.530487, 0.530487, 0.530487, 0.530487, 0.530487, 0.530487, 0.530487, 0.530487, 0.530489, 0.530487, 0.532583, 0.530487, 0.530487
16.0225, 0.997605, 0.528504, 0.526373, 1.73136, 0.4691, 0.526373, 0, 0.526373, 0.526373, 0.526373, 0.526373, 0.526373, 0.526373, 0.526373, 0.526373, 0.526373, 0.526373, 0.526373, 0.526373, 0.526373, 0.526373, 0.526373, 0.526373, 0.526374, 0.526373, 0.528503, 0.526373, 0.526373
16.0304, 0.997439, 0.529467, 0.527303, 1.73131, 0.467972, 0.527303, 0, 0.527303, 0.527303, 0.527303, 0.527303, 0.527303, 0.527303, 0.527303, 0.527303, 0.527303, 0.527303, 0.527303, 0.527303, 0.527303, 0.527303, 0.527303, 0.527303, 0.527304, 0.527303, 0.529466, 0.527303, 0.527303
16.0384, 1.32342, 0.528237, 0.52604, 1.82302, 0.795183, 0.52604, 0, 0.52604, 0.52604, 0.52604, 0.52604, 0.52604, 0.52604, 0.52604, 0.52604, 0.52604, 0.52604, 0.52604, 0.52604, 0.52604, 0.52604, 0.52604, 0.52604, 0.526042, 0.52604, 0.528235, 0.52604, 0.52604
16.0463, 3.67187, 0.525082, 0.522854, 2.38157, 3.14679, 0.522854, 0, 0.522854, 0.522854, 0.522854, 0.522854, 0.522854, 0.522854, 0.522854, 0.522854, 0.522854, 0.522854, 0.522854, 0.522854, 0.522854, 0.522854, 0.522854, 0.522854, 0.522856, 0.522854, 0.525081, 0.522854, 0.522854
16.0543, 1.99752, 0.520978, 0.518719, 1.99938, 1.47654, 0.518719, 0, 0.518719, 0.518719, 0.518719, 0.518719, 0.518719, 0.518719, 0.518719, 0.518719, 0.518719, 0.518719, 0.518719, 0.518719, 0.518719, 0.518719, 0.518719, 0.518719, 0.518721, 0.518719, 0.520977, 0.518719, 0.518719
16.0623, 0.997646, 0.516891, 0.514601, 1.73137, 0.480755, 0.514601, 0, 0.514601, 0.514601, 0.514601, 0.514601, 0.514601, 0.514601, 0.514601, 0.514601, 0.514601, 0.514601, 0.514601, 0.514601, 0.514601, 0.514601, 0.514601, 0.514601, 0.514602, 0.514601, 0.516889, 0.514601, 0.514601
16.0702, 1.99765, 0.517886, 0.515565, 1.99941, 1.47976, 0.515565, 0, 0.515565, 0.515565, 0.515565, 0.515565, 0.515565, 0.515565, 0.515565, 0.515565, 0.515565, 0.515565, 0.515565, 0.515565, 0.515565, 0.515565, 0.515565, 0.515565, 0.515566, 0.515565, 0.517884, 0.515565, 0.515565
16.0782, 0.683767, 0.516657, 0.514306, 1.63822, 0.16711, 0.514306, 0, 0.514306, 0.514306, 0.514306, 0.514306, 0.514306, 0.514306, 0.514306, 0.514306, 0.514306, 0.514306, 0.514306, 0.514306, 0.514306, 0.514306, 0.514306, 0.514306, 0.514307, 0.514306, 0.516656, 0.514306, 0.514306
16.0862, 1.31136, 0.513475, 0.511093, 1.81971, 0.797886, 0.511093, 0, 0.511093, 0.511093, 0.511093, 0.511093, 0.511093, 0.511093, 0.511093, 0.511093, 0.511093, 0.511093, 0.511093, 0.511093, 0.511093, 0.511093, 0.511093, 0.511093, 0.511094, 0.511093, 0.513474, 0.511093, 0.511093
16.0941, 1.99756, 0.509331, 0.506917, 1.99939, 1.48823, 0.506917, 0, 0.506917, 0.506917, 0.506917, 0.506917, 0.506917, 0.506917, 0.506917, 0.506917, 0.506917, 0.506917, 0.506917, 0.506917, 0.506917, 0.506917, 0.506917, 0.506917, 0.506918, 0.506917, 0.509329, 0.506917, 0.506917
16.1021, 0.691078, 0.505203, 0.502758, 1.64045, 0.185875, 0.502758, 0, 0.502758, 0.502758, 0.502758, 0.502758, 0.502758, 0.502758, 0.502758, 0.502758, 0.502758, 0.502758, 0.502758, 0.502758, 0.502758, 0.502758, 0.502758, 0.502758, 0.502759, 0.502758, 0.505202, 0.502758, 0.502758
16.1101, 1, 0.50628, 0.503804, 1.73205, 0.49372, 0.503804, 0, 0.503804, 0.503804, 0.503804, 0.503804, 0.503804, 0.503804, 0.503804, 0.503804, 0.503804, 0.503804, 0.503804, 0.503804, 0.503804, 0.503804, 0.503804, 0.503804, 0.503805, 0.503804, 0.506279, 0.503804, 0.503804
16.118, 2, 0.505099, 0.502591, 2, 1.4949, 0.502591, 0, 0.502591, 0.502591, 0.502591, 0.502591, 0.502591, 0.502591, 0.502591, 0.502591, 0.502591, 0.502591, 0.502591, 0.502591, 0.502591, 0.502591, 0.502591, 0.502591, 0.502592, 0.502591, 0.505098, 0.502591, 0.502591
16.126, 0.299257, 0.501933, 0.499392, 1.51633, -0.202676, 0.499392, 0, 0.499392, 0.499392, 0.499392, 0.499392, 0.499392, 0.499392, 0.499392, 0.499392, 0.499392, 0.499392, 0.499392, 0.499392, 0.499392, 0.499392, 0.499392, 0.499392, 0.499393, 0.499392, 0.501931, 0.499392, 0.499392
16.1339, 1.70074, 0.497788, 0.495214, 1.92373, 1.20296, 0.495214, 0, 0.495214, 0.495214, 0.495214, 0.495214, 0.495214, 0.495214, 0.495214, 0.495214, 0.495214, 0.495214, 0.495214, 0.495214, 0.495214, 0.495214, 0.495214, 0.495214, 0.495215, 0.495214, 0.497786, 0.495214, 0.495214
16.1419, 0.294424, 0.493661, 0.491053, 1.51474, -0.199237, 0.491053, 0, 0.491053, 0.491053, 0.491053, 0.491053, 0.491053, 0.491053, 0.491053, 0.491053, 0.491053, 0.491053, 0.491053, 0.491053, 0.491053, 0.491053, 0.491053, 0.491053, 0.491055, 0.491053, 0.493659, 0.491053, 0.491053
16.1499, 0.997522, 0.494777, 0.492136, 1.73134, 0.502744, 0.492136, 0, 0.492136, 0.492136, 0.492136, 0.492136, 0.492136, 0.492136, 0.492136, 0.492136, 0.492136, 0.492136, 0.492136, 0.492136, 0.492136, 0.492136, 0.492136, 0.492136, 0.492137, 0.492136, 0.494776, 0.492136, 0.492136
16.1578, 0.99777, 0.493607, 0.490932, 1.73141, 0.504163, 0.490932, 0, 0.490932, 0.490932, 0.490932, 0.490932, 0.490932, 0.490932, 0.490932, 0.490932, 0.490932, 0.490932, 0.490932, 0.490932, 0.490932, 0.490932, 0.490932, 0.490932, 0.490933, 0.490932, 0.493606, 0.490932, 0.490932
16.1658, 0.997522, 0.490424, 0.487713, 1.73134, 0.507098, 0.487713, 0, 0.487713, 0.487713, 0.487713, 0.487713, 0.487713, 0.487713, 0.487713, 0.487713, 0.487713, 0.487713, 0.487713, 0.487713, 0.487713, 0.487713, 0.487713, 0.487713, 0.487715, 0.487713, 0.490422, 0.487713, 0.487713
16.1738, 0.712763, 0.486249, 0.483503, 1.64705, 0.226515, 0.483503, 0, 0.483503, 0.483503, 0.483503, 0.483503, 0.483503, 0.483503, 0.483503, 0.483503, 0.483503, 0.483503, 0.483503, 0.483503, 0.483503, 0.483503, 0.483503, 0.483503, 0.483505, 0.483503, 0.486247, 0.483503, 0.483503
16.1817, 0, 0.482092, 0.479311, 1.41421, -0.482092, 0.479311, 0, 0.479311, 0.479311, 0.479311, 0.479311, 0.479311, 0.479311, 0.479311, 0.479311, 0.479311, 0.479311, 0.479311, 0.479311, 0.479311, 0.479311, 0.479311, 0.479311, 0.479313, 0.479311, 0.482091, 0.479311, 0.479311
16.1897, 0, 0.483288, 0.480471, 1.41421, -0.483288, 0.480471, 0, 0.480471, 0.480471, 0.480471, 0.480471, 0.480471, 0.480471, 0.480471, 0.480471, 0.480471, 0.480471, 0.480471, 0.480471, 0.480471, 0.480471, 0.480471, 0.480471, 0.480472, 0.480471, 0.483287, 0.480471, 0.480471
16.1976, 1, 0.482166, 0.479312, 1.73205, 0.517834, 0.479312, 0, 0.479312, 0.479312, 0.479312, 0.479312, 0.479312, 0.479312, 0.479312, 0.479312, 0.479312, 0.479312, 0.479312, 0.479312, 0.479312, 0.479312, 0.479312, 0.479312, 0.479313, 0.479312, 0.482165, 0.479312, 0.479312
16.2056, 1, 0.479001, 0.476109, 1.73205, 0.520999, 0.476109, 0, 0.476109, 0.476109, 0.476109, 0.476109, 0.476109, 0.476109, 0.476109, 0.476109, 0.476109, 0.476109, 0.476109, 0.476109, 0.476109, 0.476109, 0.476109, 0.476109, 0.476111, 0.476109, 0.479, 0.476109, 0.476109
16.2136, 1, 0.474831, 0.471901, 1.73205, 0.525169, 0.471901, 0, 0.471901, 0.471901, 0.471901, 0.471901, 0.471901, 0.471901, 0.471901, 0.471901, 0.471901, 0.471901, 0.471901, 0.471901, 0.471901, 0.471901, 0.471901, 0.471901, 0.471902, 0.471901, 0.474829, 0.471901, 0.471901
16.2215, 0.27026, 0.47068, 0.467711, 1.50674, -0.200419, 0.467711, 0, 0.467711, 0.467711, 0.467711, 0.467711, 0.467711, 0.467711, 0.467711, 0.467711, 0.467711, 0.467711, 0.467711, 0.467711, 0.467711, 0.467711, 0.467711, 0.467711, 0.467713, 0.467711, 0.470678, 0.467711, 0.467711
16.2295, 1.99777, 0.471918, 0.468911, 1.99944, 1.52585, 0.468911, 0, 0.468911, 0.468911, 0.468911, 0.468911, 0.468911, 0.468911, 0.468911, 0.468911, 0.468911, 0.468911, 0.468911, 0.468911, 0.468911, 0.468911, 0.468911, 0.468911, 0.468912, 0.468911, 0.471917, 0.468911, 0.468911
16.2375, 0.997522, 0.470814, 0.467767, 1.73134, 0.526708, 0.467767, 0, 0.467767, 0.467767, 0.467767, 0.467767, 0.467767, 0.467767, 0.467767, 0.467767, 0.467767, 0.467767, 0.467767, 0.467767, 0.467767, 0.467767, 0.467767, 0.467767, 0.467768, 0.467767, 0.470813, 0.467767, 0.467767
16.2454, 1.73445, 0.467643, 0.464556, 1.93247, 1.26681, 0.464556, 0, 0.464556, 0.464556, 0.464556, 0.464556, 0.464556, 0.464556, 0.464556, 0.464556, 0.464556, 0.464556, 0.464556, 0.464556, 0.464556, 0.464556, 0.464556, 0.464556, 0.464557, 0.464556, 0.467642, 0.464556, 0.464556
16.2534, 1, 0.463455, 0.460327, 1.73205, 0.536545, 0.460327, 0, 0.460327, 0.460327, 0.460327, 0.460327, 0.460327, 0.460327, 0.460327, 0.460327, 0.460327, 0.460327, 0.460327, 0.460327, 0.460327, 0.460327, 0.460327, 0.460327, 0.460328, 0.460327, 0.463454, 0.460327, 0.460327
16.2614, 0.25824, 0.459287, 0.456117, 1.50274, -0.201047, 0.456117, 0, 0.456117, 0.456117, 0.456117, 0.456117, 0.456117, 0.456117, 0.456117, 0.456117, 0.456117, 0.456117, 0.456117, 0.456117, 0.456117, 0.456117, 0.456117, 0.456117, 0.456119, 0.456117, 0.459286, 0.456117, 0.456117
16.2693, 0.74176, 0.460599, 0.457387, 1.65583, 0.281161, 0.457387, 0, 0.457387, 0.457387, 0.457387, 0.457387, 0.457387, 0.457387, 0.457387, 0.457387, 0.457387, 0.457387, 0.457387, 0.457387, 0.457387, 0.457387, 0.457387, 0.457387, 0.457388, 0.457387, 0.460598, 0.457387, 0.457387
16.2773, 0, 0.459541, 0.456286, 1.41421, -0.459541, 0.456286, 0, 0.456286, 0.456286, 0.456286, 0.456286, 0.456286, 0.456286, 0.456286, 0.456286, 0.456286, 0.456286, 0.456286, 0.456286, 0.456286, 0.456286, 0.456286, 0.456286, 0.456288, 0.456286, 0.45954, 0.456286, 0.456286
16.2852, 1, 0.456392, 0.453094, 1.73205, 0.543607, 0.453094, 0, 0.453094, 0.453094, 0.453094, 0.453094, 0.453094, 0.453094, 0.453094, 0.453094, 0.453094, 0.453094, 0.453094, 0.453094, 0.453094, 0.453094, 0.453094, 0.453094, 0.453095, 0.453094, 0.456391, 0.453094, 0.453094
16.2932, 0, 0.452214, 0.448871, 1.41421, -0.452214, 0.448871, 0, 0.448871, 0.448871, 0.448871, 0.448871, 0.448871, 0.448871, 0.448871, 0.448871, 0.448871, 0.448871, 0.448871, 0.448871, 0.448871, 0.448871, 0.448871, 0.448871, 0.448873, 0.448871, 0.452213, 0.448871, 0.448871
16.3012, 0, 0.448056, 0.444669, 1.41421, -0.448056, 0.444669, 0, 0.444669, 0.444669, 0.444669, 0.444669, 0.444669, 0.444669, 0.444669, 0.444669, 0.444669, 0.444669, 0.444669, 0.444669, 0.444669, 0.444669, 0.444669, 0.444669, 0.44467, 0.444669, 0.448055, 0.444669, 0.444669
16.3091, 0, 0.449414, 0.445981, 1.41421, -0.449414, 0.445981, 0, 0.445981, 0.445981, 0.445981, 0.445981, 0.445981, 0.445981, 0.445981, 0.445981, 0.445981, 0.445981, 0.445981, 0.445981, 0.445981, 0.445981, 0.445981, 0.445981, 0.445982, 0.445981, 0.449412, 0.445981, 0.445981
16.3171, 1.24139, 0.448382, 0.444902, 1.80039, 0.793006, 0.444902, 0, 0.444902, 0.444902, 0.444902, 0.444902, 0.444902, 0.444902, 0.444902, 0.444902, 0.444902, 0.444902, 0.444902, 0.444902, 0.444902, 0.444902, 0.444902, 0.444902, 0.444904, 0.444902, 0.44838, 0.444902, 0.444902
16.3251, 0.997646, 0.445239, 0.441712, 1.73137, 0.552407, 0.441712, 0, 0.441712, 0.441712, 0.441712, 0.441712, 0.441712, 0.441712, 0.441712, 0.441712, 0.441712, 0.441712, 0.441712, 0.441712, 0.441712, 0.441712, 0.441712, 0.441712, 0.441714, 0.441712, 0.445237, 0.441712, 0.441712
16.333, 0.760967, 0.441057, 0.437483, 1.66162, 0.319909, 0.437483, 0, 0.437483, 0.437483, 0.437483, 0.437483, 0.437483, 0.437483, 0.437483, 0.437483, 0.437483, 0.437483, 0.437483, 0.437483, 0.437483, 0.437483, 0.437483, 0.437483, 0.437485, 0.437483, 0.441056, 0.437483, 0.437483
16.341, 2.23432, 0.436897, 0.433275, 2.05775, 1.79743, 0.433275, 0, 0.433275, 0.433275, 0.433275, 0.433275, 0.433275, 0.433275, 0.433275, 0.433275, 0.433275, 0.433275, 0.433275, 0.433275, 0.433275, 0.433275, 0.433275, 0.433275, 0.433276, 0.433275, 0.436896, 0.433275, 0.433275
16.3489, 0.997522, 0.438319, 0.434648, 1.73134, 0.559202, 0.434648, 0, 0.434648, 0.434648, 0.434648, 0.434648, 0.434648, 0.434648, 0.434648, 0.434648, 0.434648, 0.434648, 0.434648, 0.434648, 0.434648, 0.434648, 0.434648, 0.434648, 0.434649, 0.434648, 0.438318, 0.434648, 0.434648
16.3569, 0.997493, 0.437332, 0.43361, 1.73133, 0.560161, 0.43361, 0, 0.43361, 0.43361, 0.43361, 0.43361, 0.43361, 0.43361, 0.43361, 0.43361, 0.43361, 0.43361, 0.43361, 0.43361, 0.43361, 0.43361, 0.43361, 0.43361, 0.433612, 0.43361, 0.437331, 0.43361, 0.43361
16.3649, 0.77066, 0.434214, 0.430442, 1.66453, 0.336446, 0.430442, 0, 0.430442, 0.430442, 0.430442, 0.430442, 0.430442, 0.430442, 0.430442, 0.430442, 0.430442, 0.430442, 0.430442, 0.430442, 0.430442, 0.430442, 0.430442, 0.430442, 0.430443, 0.430442, 0.434213, 0.430442, 0.430442
16.3728, 0, 0.430049, 0.426225, 1.41421, -0.430049, 0.426225, 0, 0.426225, 0.426225, 0.426225, 0.426225, 0.426225, 0.426225, 0.426225, 0.426225, 0.426225, 0.426225, 0.426225, 0.426225, 0.426225, 0.426225, 0.426225, 0.426225, 0.426226, 0.426225, 0.430047, 0.426225, 0.426225
16.3808, 1, 0.425905, 0.422028, 1.73205, 0.574095, 0.422028, 0, 0.422028, 0.422028, 0.422028, 0.422028, 0.422028, 0.422028, 0.422028, 0.422028, 0.422028, 0.422028, 0.422028, 0.422028, 0.422028, 0.422028, 0.422028, 0.422028, 0.42203, 0.422028, 0.425903, 0.422028, 0.422028
16.3888, 0, 0.427389, 0.423459, 1.41421, -0.427389, 0.423459, 0, 0.423459, 0.423459, 0.423459, 0.423459, 0.423459, 0.423459, 0.423459, 0.423459, 0.423459, 0.423459, 0.423459, 0.423459, 0.423459, 0.423459, 0.423459, 0.423459, 0.423461, 0.423459, 0.427387, 0.423459, 0.423459
16.3967, 1.4347, 0.42644, 0.422457, 1.85329, 1.00826, 0.422457, 0, 0.422457, 0.422457, 0.422457, 0.422457, 0.422457, 0.422457, 0.422457, 0.422457, 0.422457, 0.422457, 0.422457, 0.422457, 0.422457, 0.422457, 0.422457, 0.422457, 0.422458, 0.422457, 0.426439, 0.422457, 0.422457
16.4047, 2.78017, 0.423338, 0.4193, 2.18636, 2.35684, 0.4193, 0, 0.4193, 0.4193, 0.4193, 0.4193, 0.4193, 0.4193, 0.4193, 0.4193, 0.4193, 0.4193, 0.4193, 0.4193, 0.4193, 0.4193, 0.4193, 0.4193, 0.419301, 0.4193, 0.423336, 0.4193, 0.4193
16.4127, 0.997769, 0.419176, 0.415082, 1.73141, 0.578593, 0.415082, 0, 0.415082, 0.415082, 0.415082, 0.415082, 0.415082, 0.415082, 0.415082, 0.415082, 0.415082, 0.415082, 0.415082, 0.415082, 0.415082, 0.415082, 0.415082, 0.415082, 0.415083, 0.415082, 0.419175, 0.415082, 0.415082
16.4206, 1.20763, 0.415036, 0.410886, 1.79099, 0.792594, 0.410886, 0, 0.410886, 0.410886, 0.410886, 0.410886, 0.410886, 0.410886, 0.410886, 0.410886, 0.410886, 0.410886, 0.410886, 0.410886, 0.410886, 0.410886, 0.410886, 0.410886, 0.410887, 0.410886, 0.415035, 0.410886, 0.410886
16.4286, 1.57973, 0.416602, 0.412394, 1.89202, 1.16313, 0.412394, 0, 0.412394, 0.412394, 0.412394, 0.412394, 0.412394, 0.412394, 0.412394, 0.412394, 0.412394, 0.412394, 0.412394, 0.412394, 0.412394, 0.412394, 0.412394, 0.412394, 0.412395, 0.412394, 0.4166, 0.412394, 0.412394
16.4365, 0, 0.415701, 0.411435, 1.41421, -0.415701, 0.411435, 0, 0.411435, 0.411435, 0.411435, 0.411435, 0.411435, 0.411435, 0.411435, 0.411435, 0.411435, 0.411435, 0.411435, 0.411435, 0.411435, 0.411435, 0.411435, 0.411435, 0.411436, 0.411435, 0.4157, 0.411435, 0.411435
16.4445, 1, 0.412621, 0.408295, 1.73205, 0.587379, 0.408295, 0, 0.408295, 0.408295, 0.408295, 0.408295, 0.408295, 0.408295, 0.408295, 0.408295, 0.408295, 0.408295, 0.408295, 0.408295, 0.408295, 0.408295, 0.408295, 0.408295, 0.408296, 0.408295, 0.412619, 0.408295, 0.408295
16.4525, 0, 0.408469, 0.404083, 1.41421, -0.408469, 0.404083, 0, 0.404083, 0.404083, 0.404083, 0.404083, 0.404083, 0.404083, 0.404083, 0.404083, 0.404083, 0.404083, 0.404083, 0.404083, 0.404083, 0.404083, 0.404083, 0.404083, 0.404084, 0.404083, 0.408468, 0.404083, 0.404083
16.4604, 1, 0.40434, 0.399892, 1.73205, 0.59566, 0.399892, 0, 0.399892, 0.399892, 0.399892, 0.399892, 0.399892, 0.399892, 0.399892, 0.399892, 0.399892, 0.399892, 0.399892, 0.399892, 0.399892, 0.399892, 0.399892, 0.399892, 0.399894, 0.399892, 0.404338, 0.399892, 0.399892
16.4684, 1.39128, 0.406042, 0.401532, 1.84154, 0.985236, 0.401532, 0, 0.401532, 0.401532, 0.401532, 0.401532, 0.401532, 0.401532, 0.401532, 0.401532, 0.401532, 0.401532, 0.401532, 0.401532, 0.401532, 0.401532, 0.401532, 0.401532, 0.401533, 0.401532, 0.40604, 0.401532, 0.401532
16.4764, 1.60872, 0.405211, 0.400638, 1.89966, 1.20351, 0.400638, 0, 0.400638, 0.400638, 0.400638, 0.400638, 0.400638, 0.400638, 0.400638, 0.400638, 0.400638, 0.400638, 0.400638, 0.400638, 0.400638, 0.400638, 0.400638, 0.400638, 0.40064, 0.400638, 0.40521, 0.400638, 0.400638
