   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_137.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.00281207, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00506487, 0, 1.81181e-18, 0, 1.41421, -1.81181e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.18665e-21, 0, 0, 2.84609e-23, 1.2351e-20, 0, 1.79025e-18, 0, 0
0.0129418, 0, 3.42981e-18, 0, 1.41421, -3.42981e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.73884e-20, 0, 0, 5.46988e-23, 2.38156e-20, 0, 3.38855e-18, 0, 0
0.0208188, 0, 6.43871e-18, 0, 1.41421, -6.43871e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.26385e-20, 0, 0, 1.04268e-22, 4.5549e-20, 0, 6.36042e-18, 0, 0
0.0286957, 0, 1.19891e-17, 0, 1.41421, -1.19891e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.07656e-20, 0, 0, 1.97175e-22, 8.64288e-20, 0, 1.18417e-17, 0, 0
0.0365726, 0, 2.21469e-17, 0, 1.41421, -2.21469e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.12234e-19, 0, 0, 3.69973e-22, 1.62741e-19, 0, 2.18716e-17, 0, 0
0.0444496, 0, 4.05936e-17, 0, 1.41421, -4.05936e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.05686e-19, 0, 0, 6.88948e-22, 3.0415e-19, 0, 4.00831e-17, 0, 0
0.0523265, 0, 7.38386e-17, 0, 1.41421, -7.38386e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.74081e-19, 0, 0, 1.2734e-21, 5.643e-19, 0, 7.2899e-17, 0, 0
0.0602035, 0, 1.33308e-16, 0, 1.41421, -1.33308e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.75257e-19, 0, 0, 2.33657e-21, 1.03955e-18, 0, 1.31591e-16, 0, 0
0.0680804, 0, 2.38906e-16, 0, 1.41421, -2.38906e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.20996e-18, 0, 0, 4.25678e-21, 1.90178e-18, 0, 2.3579e-16, 0, 0
0.0759573, 0, 4.25063e-16, 0, 1.41421, -4.25063e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.15239e-18, 0, 0, 7.70073e-21, 3.45562e-18, 0, 4.19448e-16, 0, 0
0.0838343, 0, 7.50898e-16, 0, 1.41421, -7.50898e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.80165e-18, 0, 0, 1.38351e-20, 6.23741e-18, 0, 7.40846e-16, 0, 0
0.0917112, 0, 1.31721e-15, 0, 1.41421, -1.31721e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.6675e-18, 0, 0, 2.46874e-20, 1.11854e-17, 0, 1.29933e-15, 0, 0
