   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_589.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup
-0.00334938, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00451438, 0, 5.03561e-18, 0, 1.41421, -5.03561e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.14256e-20, 0, 0, 9.69981e-23, 0, 1.1894e-18, 0, 3.83469e-18, 0, 0
0.0123781, 0, 9.33785e-18, 0, 1.41421, -9.33785e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.10811e-20, 0, 0, 1.81692e-22, 0, 2.2413e-18, 0, 7.07529e-18, 0, 0
0.0202419, 0, 1.71819e-17, 0, 1.41421, -1.71819e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.85897e-20, 0, 0, 3.37712e-22, 0, 4.19142e-18, 0, 1.29516e-17, 0, 0
0.0281057, 0, 3.13769e-17, 0, 1.41421, -3.13769e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.00956e-20, 0, 0, 6.22988e-22, 0, 7.7805e-18, 0, 2.35257e-17, 0, 0
0.0359694, 0, 5.68774e-17, 0, 1.41421, -5.68774e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.26364e-19, 0, 0, 1.1408e-21, 0, 1.43393e-17, 0, 4.24106e-17, 0, 0
0.0438332, 0, 1.0236e-16, 0, 1.41421, -1.0236e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.26116e-19, 0, 0, 2.07401e-21, 0, 2.62424e-17, 0, 7.58897e-17, 0, 0
0.0516969, 0, 1.82916e-16, 0, 1.41421, -1.82916e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.01675e-19, 0, 0, 3.74404e-21, 0, 4.76993e-17, 0, 1.34811e-16, 0, 0
0.0595607, 0, 3.24613e-16, 0, 1.41421, -3.24613e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.08454e-19, 0, 0, 6.71218e-21, 0, 8.6124e-17, 0, 2.37774e-16, 0, 0
0.0674245, 0, 5.72175e-16, 0, 1.41421, -5.72175e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.24077e-18, 0, 0, 1.19518e-20, 0, 1.54492e-16, 0, 4.16431e-16, 0, 0
0.0752882, 0, 1.00184e-15, 0, 1.41421, -1.00184e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.15804e-18, 0, 0, 2.11398e-20, 0, 2.75371e-16, 0, 7.24289e-16, 0, 0
0.083152, 0, 1.74271e-15, 0, 1.41421, -1.74271e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.72788e-18, 0, 0, 3.71464e-20, 0, 4.87777e-16, 0, 1.25116e-15, 0, 0
0.0910157, 0, 3.012e-15, 0, 1.41421, -3.012e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.39642e-18, 0, 0, 6.48516e-20, 0, 8.58748e-16, 0, 2.14679e-15, 0, 0
0.0988795, 0, 5.1729e-15, 0, 1.41421, -5.1729e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.09023e-17, 0, 0, 1.125e-19, 0, 1.5028e-15, 0, 3.65909e-15, 0, 0
0.106743, 0, 8.82888e-15, 0, 1.41421, -8.82888e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.84606e-17, 0, 0, 1.93934e-19, 0, 2.61442e-15, 0, 6.19581e-15, 0, 0
0.114607, 0, 1.49765e-14, 0, 1.41421, -1.49765e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.1056e-17, 0, 0, 3.32252e-19, 0, 4.52201e-15, 0, 1.04231e-14, 0, 0
0.122471, 0, 2.52515e-14, 0, 1.41421, -2.52515e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.19096e-17, 0, 0, 5.65756e-19, 0, 7.77699e-15, 0, 1.74221e-14, 0, 0
0.130335, 0, 4.23226e-14, 0, 1.41421, -4.23226e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.62141e-17, 0, 0, 9.57582e-19, 0, 1.33e-14, 0, 2.89353e-14, 0, 0
0.138198, 0, 7.05177e-14, 0, 1.41421, -7.05177e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.42285e-16, 0, 0, 1.61117e-18, 0, 2.26199e-14, 0, 4.77539e-14, 0, 0
0.146062, 0, 1.16815e-13, 0, 1.41421, -1.16815e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.33355e-16, 0, 0, 2.69499e-18, 0, 3.82612e-14, 0, 7.83181e-14, 0, 0
0.153926, 0, 1.92402e-13, 0, 1.41421, -1.92402e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.80337e-16, 0, 0, 4.48188e-18, 0, 6.43707e-14, 0, 1.27647e-13, 0, 0
0.16179, 0, 3.15108e-13, 0, 1.41421, -3.15108e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.16076e-16, 0, 0, 7.41117e-18, 0, 1.07723e-13, 0, 2.06762e-13, 0, 0
0.169653, 0, 5.13209e-13, 0, 1.41421, -5.13209e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.91818e-16, 0, 0, 1.21863e-17, 0, 1.79347e-13, 0, 3.32858e-13, 0, 0
0.177517, 0, 8.31264e-13, 0, 1.41421, -8.31264e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.58701e-15, 0, 0, 1.99277e-17, 0, 2.97064e-13, 0, 5.32593e-13, 0, 0
0.185381, 0, 1.33914e-12, 0, 1.41421, -1.33914e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.52401e-15, 0, 0, 3.24105e-17, 0, 4.89567e-13, 0, 8.4702e-13, 0, 0
0.193245, 0, 2.14581e-12, 0, 1.41421, -2.14581e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.99009e-15, 0, 0, 5.24329e-17, 0, 8.02814e-13, 0, 1.33896e-12, 0, 0
0.201108, 0, 3.42034e-12, 0, 1.41421, -3.42034e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.27001e-15, 0, 0, 8.4386e-17, 0, 1.31007e-12, 0, 2.10391e-12, 0, 0
0.208972, 0, 5.42374e-12, 0, 1.41421, -5.42374e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.79405e-15, 0, 0, 1.35129e-16, 0, 2.12762e-12, 0, 3.28619e-12, 0, 0
0.216836, 0, 8.55692e-12, 0, 1.41421, -8.55692e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.52082e-14, 0, 0, 2.15325e-16, 0, 3.43916e-12, 0, 5.10233e-12, 0, 0
0.2247, 0, 1.34479e-11, 0, 1.41421, -1.34479e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.34865e-14, 0, 0, 3.4209e-16, 0, 5.54535e-12, 0, 7.8787e-12, 0, 0
0.232563, 0, 2.10069e-11, 0, 1.41421, -2.10069e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.60406e-14, 0, 0, 5.40067e-16, 0, 8.88192e-12, 0, 1.20884e-11, 0, 0
0.240427, 0, 3.26589e-11, 0, 1.41421, -3.26589e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.4983e-14, 0, 0, 8.48936e-16, 0, 1.41644e-11, 0, 1.84387e-11, 0, 0
0.248291, 0, 5.05394e-11, 0, 1.41421, -5.05394e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.33954e-14, 0, 0, 1.329e-15, 0, 2.24937e-11, 0, 2.7961e-11, 0, 0
0.256155, 0, 7.78585e-11, 0, 1.41421, -7.78585e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.25761e-13, 0, 0, 2.07255e-15, 0, 3.5576e-11, 0, 4.21547e-11, 0, 0
0.264018, 0, 1.19424e-10, 0, 1.41421, -1.19424e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.88562e-13, 0, 0, 3.22062e-15, 0, 5.60469e-11, 0, 6.31857e-11, 0, 0
