   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_529.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.00477487, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00308881, 0, 3.34168e-18, 0, 1.41421, -3.34168e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.10385e-21, 5.09838e-19, 0, 2.82874e-18, 0, 0, 0
0.0109525, 0, 6.26133e-18, 0, 1.41421, -6.26133e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.90498e-21, 9.70423e-19, 0, 5.285e-18, 0, 0, 0
0.0188162, 0, 1.16389e-17, 0, 1.41421, -1.16389e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.11445e-20, 1.83286e-18, 0, 9.7949e-18, 0, 0, 0
0.0266799, 0, 2.14675e-17, 0, 1.41421, -2.14675e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.08694e-20, 3.4358e-18, 0, 1.80108e-17, 0, 0, 0
0.0345436, 0, 3.92962e-17, 0, 1.41421, -3.92962e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.87831e-20, 6.39353e-18, 0, 3.28638e-17, 0, 0, 0
0.0424072, 0, 7.13986e-17, 0, 1.41421, -7.13986e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.15371e-20, 1.18127e-17, 0, 5.95143e-17, 0, 0, 0
0.0502709, 0, 1.28784e-16, 0, 1.41421, -1.28784e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.30991e-19, 2.16732e-17, 0, 1.0698e-16, 0, 0, 0
0.0581346, 0, 2.30637e-16, 0, 1.41421, -2.30637e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.38139e-19, 3.9494e-17, 0, 1.90905e-16, 0, 0, 0
0.0659983, 0, 4.10151e-16, 0, 1.41421, -4.10151e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.29889e-19, 7.14884e-17, 0, 3.38233e-16, 0, 0, 0
