   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_121.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
16.2064, 0.997522, 0.334807, 0.332186, 1.73134, 0.662714, 0.332186, 0, 0.332186, 0.332186, 0.332186, 0.332186, 0.332186, 0.332186, 0.332186, 0.332186, 0.332186, 0.332186, 0.332186, 0.332186, 0.332186, 0.332186, 0.332187, 0.332186, 0.334806, 0.332186, 0.332186
16.2143, 1.77546, 0.328197, 0.325542, 1.94306, 1.44727, 0.325542, 0, 0.325542, 0.325542, 0.325542, 0.325542, 0.325542, 0.325542, 0.325542, 0.325542, 0.325542, 0.325542, 0.325542, 0.325542, 0.325542, 0.325542, 0.325543, 0.325542, 0.328196, 0.325542, 0.325542
16.2222, 2, 0.325475, 0.322785, 2, 1.67453, 0.322785, 0, 0.322785, 0.322785, 0.322785, 0.322785, 0.322785, 0.322785, 0.322785, 0.322785, 0.322785, 0.322785, 0.322785, 0.322785, 0.322785, 0.322785, 0.322786, 0.322785, 0.325474, 0.322785, 0.322785
16.2301, 0.652045, 0.321194, 0.318469, 1.62851, 0.330851, 0.318469, 0, 0.318469, 0.318469, 0.318469, 0.318469, 0.318469, 0.318469, 0.318469, 0.318469, 0.318469, 0.318469, 0.318469, 0.318469, 0.318469, 0.318469, 0.31847, 0.318469, 0.321193, 0.318469, 0.318469
16.2379, 2.34796, 0.315423, 0.312663, 2.08518, 2.03253, 0.312663, 0, 0.312663, 0.312663, 0.312663, 0.312663, 0.312663, 0.312663, 0.312663, 0.312663, 0.312663, 0.312663, 0.312663, 0.312663, 0.312663, 0.312663, 0.312664, 0.312663, 0.315422, 0.312663, 0.312663
16.2458, 2.21264, 0.308954, 0.306158, 2.05247, 1.90369, 0.306158, 0, 0.306158, 0.306158, 0.306158, 0.306158, 0.306158, 0.306158, 0.306158, 0.306158, 0.306158, 0.306158, 0.306158, 0.306158, 0.306158, 0.306158, 0.306159, 0.306158, 0.308953, 0.306158, 0.306158
16.2537, 0.787361, 0.302555, 0.299722, 1.66954, 0.484806, 0.299722, 0, 0.299722, 0.299722, 0.299722, 0.299722, 0.299722, 0.299722, 0.299722, 0.299722, 0.299722, 0.299722, 0.299722, 0.299722, 0.299722, 0.299722, 0.299723, 0.299722, 0.302554, 0.299722, 0.299722
16.2615, 0.207559, 0.299418, 0.296548, 1.48579, -0.0918591, 0.296548, 0, 0.296548, 0.296548, 0.296548, 0.296548, 0.296548, 0.296548, 0.296548, 0.296548, 0.296548, 0.296548, 0.296548, 0.296548, 0.296548, 0.296548, 0.296549, 0.296548, 0.299417, 0.296548, 0.296548
16.2694, 0.997769, 0.294858, 0.29195, 1.73141, 0.702912, 0.29195, 0, 0.29195, 0.29195, 0.29195, 0.29195, 0.29195, 0.29195, 0.29195, 0.29195, 0.29195, 0.29195, 0.29195, 0.29195, 0.29195, 0.29195, 0.291952, 0.29195, 0.294857, 0.29195, 0.29195
16.2773, 1.79467, 0.288928, 0.285982, 1.94799, 1.50574, 0.285982, 0, 0.285982, 0.285982, 0.285982, 0.285982, 0.285982, 0.285982, 0.285982, 0.285982, 0.285982, 0.285982, 0.285982, 0.285982, 0.285982, 0.285982, 0.285983, 0.285982, 0.288927, 0.285982, 0.285982
16.2852, 1, 0.282365, 0.279381, 1.73205, 0.717635, 0.279381, 0, 0.279381, 0.279381, 0.279381, 0.279381, 0.279381, 0.279381, 0.279381, 0.279381, 0.279381, 0.279381, 0.279381, 0.279381, 0.279381, 0.279381, 0.279382, 0.279381, 0.282364, 0.279381, 0.279381
16.293, 0.198141, 0.27588, 0.272856, 1.48261, -0.077739, 0.272856, 0, 0.272856, 0.272856, 0.272856, 0.272856, 0.272856, 0.272856, 0.272856, 0.272856, 0.272856, 0.272856, 0.272856, 0.272856, 0.272856, 0.272856, 0.272857, 0.272856, 0.275879, 0.272856, 0.272856
16.3009, 0.801859, 0.272917, 0.269853, 1.67388, 0.528942, 0.269853, 0, 0.269853, 0.269853, 0.269853, 0.269853, 0.269853, 0.269853, 0.269853, 0.269853, 0.269853, 0.269853, 0.269853, 0.269853, 0.269853, 0.269853, 0.269854, 0.269853, 0.272915, 0.269853, 0.269853
16.3088, 0, 0.268584, 0.265479, 1.41421, -0.268584, 0.265479, 0, 0.265479, 0.265479, 0.265479, 0.265479, 0.265479, 0.265479, 0.265479, 0.265479, 0.265479, 0.265479, 0.265479, 0.265479, 0.265479, 0.265479, 0.265481, 0.265479, 0.268583, 0.265479, 0.265479
16.3166, 1.19083, 0.262929, 0.259784, 1.78629, 0.927901, 0.259784, 0, 0.259784, 0.259784, 0.259784, 0.259784, 0.259784, 0.259784, 0.259784, 0.259784, 0.259784, 0.259784, 0.259784, 0.259784, 0.259784, 0.259784, 0.259785, 0.259784, 0.262928, 0.259784, 0.259784
16.3245, 1.18587, 0.256667, 0.253479, 1.7849, 0.929207, 0.253479, 0, 0.253479, 0.253479, 0.253479, 0.253479, 0.253479, 0.253479, 0.253479, 0.253479, 0.253479, 0.253479, 0.253479, 0.253479, 0.253479, 0.253479, 0.25348, 0.253479, 0.256666, 0.253479, 0.253479
16.3324, 1.6233, 0.250482, 0.247252, 1.9035, 1.37281, 0.247252, 0, 0.247252, 0.247252, 0.247252, 0.247252, 0.247252, 0.247252, 0.247252, 0.247252, 0.247252, 0.247252, 0.247252, 0.247252, 0.247252, 0.247252, 0.247253, 0.247252, 0.250481, 0.247252, 0.247252
16.3403, 0, 0.246994, 0.243721, 1.41421, -0.246994, 0.243721, 0, 0.243721, 0.243721, 0.243721, 0.243721, 0.243721, 0.243721, 0.243721, 0.243721, 0.243721, 0.243721, 0.243721, 0.243721, 0.243721, 0.243721, 0.243722, 0.243721, 0.246993, 0.243721, 0.243721
16.3481, 0.181165, 0.242411, 0.239093, 1.47688, -0.0612458, 0.239093, 0, 0.239093, 0.239093, 0.239093, 0.239093, 0.239093, 0.239093, 0.239093, 0.239093, 0.239093, 0.239093, 0.239093, 0.239093, 0.239093, 0.239093, 0.239095, 0.239093, 0.242409, 0.239093, 0.239093
16.356, 1.17641, 0.236763, 0.233401, 1.78225, 0.939649, 0.233401, 0, 0.233401, 0.233401, 0.233401, 0.233401, 0.233401, 0.233401, 0.233401, 0.233401, 0.233401, 0.233401, 0.233401, 0.233401, 0.233401, 0.233401, 0.233402, 0.233401, 0.236761, 0.233401, 0.233401
16.3639, 2.81876, 0.230637, 0.22723, 2.19517, 2.58812, 0.22723, 0, 0.22723, 0.22723, 0.22723, 0.22723, 0.22723, 0.22723, 0.22723, 0.22723, 0.22723, 0.22723, 0.22723, 0.22723, 0.22723, 0.22723, 0.227231, 0.22723, 0.230636, 0.22723, 0.22723
16.3717, 0.823668, 0.224595, 0.221142, 1.68038, 0.599073, 0.221142, 0, 0.221142, 0.221142, 0.221142, 0.221142, 0.221142, 0.221142, 0.221142, 0.221142, 0.221142, 0.221142, 0.221142, 0.221142, 0.221142, 0.221142, 0.221143, 0.221142, 0.224594, 0.221142, 0.221142
16.3796, 1, 0.221059, 0.217559, 1.73205, 0.778941, 0.217559, 0, 0.217559, 0.217559, 0.217559, 0.217559, 0.217559, 0.217559, 0.217559, 0.217559, 0.217559, 0.217559, 0.217559, 0.217559, 0.217559, 0.217559, 0.21756, 0.217559, 0.221057, 0.217559, 0.217559
16.3875, 0.169227, 0.216644, 0.213097, 1.47283, -0.047417, 0.213097, 0, 0.213097, 0.213097, 0.213097, 0.213097, 0.213097, 0.213097, 0.213097, 0.213097, 0.213097, 0.213097, 0.213097, 0.213097, 0.213097, 0.213097, 0.213098, 0.213097, 0.216643, 0.213097, 0.213097
16.3954, 1.83077, 0.21138, 0.207785, 1.95724, 1.61939, 0.207785, 0, 0.207785, 0.207785, 0.207785, 0.207785, 0.207785, 0.207785, 0.207785, 0.207785, 0.207785, 0.207785, 0.207785, 0.207785, 0.207785, 0.207785, 0.207786, 0.207785, 0.211378, 0.207785, 0.207785
16.4032, 0, 0.205741, 0.202098, 1.41421, -0.205741, 0.202098, 0, 0.202098, 0.202098, 0.202098, 0.202098, 0.202098, 0.202098, 0.202098, 0.202098, 0.202098, 0.202098, 0.202098, 0.202098, 0.202098, 0.202098, 0.202099, 0.202098, 0.20574, 0.202098, 0.202098
16.4111, 0, 0.200182, 0.196489, 1.41421, -0.200182, 0.196489, 0, 0.196489, 0.196489, 0.196489, 0.196489, 0.196489, 0.196489, 0.196489, 0.196489, 0.196489, 0.196489, 0.196489, 0.196489, 0.196489, 0.196489, 0.19649, 0.196489, 0.200181, 0.196489, 0.196489
16.419, 0.319128, 0.196273, 0.19253, 1.52287, 0.122855, 0.19253, 0, 0.19253, 0.19253, 0.19253, 0.19253, 0.19253, 0.19253, 0.19253, 0.19253, 0.19253, 0.19253, 0.19253, 0.19253, 0.19253, 0.19253, 0.192531, 0.19253, 0.196272, 0.19253, 0.19253
16.4268, 2.68087, 0.19173, 0.187935, 2.16353, 2.48914, 0.187935, 0, 0.187935, 0.187935, 0.187935, 0.187935, 0.187935, 0.187935, 0.187935, 0.187935, 0.187935, 0.187935, 0.187935, 0.187935, 0.187935, 0.187935, 0.187936, 0.187935, 0.191728, 0.187935, 0.187935
16.4347, 1.15486, 0.186576, 0.182729, 1.77619, 0.96828, 0.182729, 0, 0.182729, 0.182729, 0.182729, 0.182729, 0.182729, 0.182729, 0.182729, 0.182729, 0.182729, 0.182729, 0.182729, 0.182729, 0.182729, 0.182729, 0.18273, 0.182729, 0.186575, 0.182729, 0.182729
16.4426, 2.84514, 0.181168, 0.177269, 2.20117, 2.66398, 0.177269, 0, 0.177269, 0.177269, 0.177269, 0.177269, 0.177269, 0.177269, 0.177269, 0.177269, 0.177269, 0.177269, 0.177269, 0.177269, 0.177269, 0.177269, 0.17727, 0.177269, 0.181167, 0.177269, 0.177269
16.4505, 0.149727, 0.175844, 0.171891, 1.46619, -0.0261169, 0.171891, 0, 0.171891, 0.171891, 0.171891, 0.171891, 0.171891, 0.171891, 0.171891, 0.171891, 0.171891, 0.171891, 0.171891, 0.171891, 0.171891, 0.171891, 0.171892, 0.171891, 0.175843, 0.171891, 0.171891
16.4583, 0.850273, 0.171998, 0.167991, 1.68828, 0.678275, 0.167991, 0, 0.167991, 0.167991, 0.167991, 0.167991, 0.167991, 0.167991, 0.167991, 0.167991, 0.167991, 0.167991, 0.167991, 0.167991, 0.167991, 0.167991, 0.167992, 0.167991, 0.171997, 0.167991, 0.167991
16.4662, 2, 0.16769, 0.163627, 2, 1.83231, 0.163627, 0, 0.163627, 0.163627, 0.163627, 0.163627, 0.163627, 0.163627, 0.163627, 0.163627, 0.163627, 0.163627, 0.163627, 0.163627, 0.163627, 0.163627, 0.163628, 0.163627, 0.167689, 0.163627, 0.163627
16.4741, 0, 0.162939, 0.15882, 1.41421, -0.162939, 0.15882, 0, 0.15882, 0.15882, 0.15882, 0.15882, 0.15882, 0.15882, 0.15882, 0.15882, 0.15882, 0.15882, 0.15882, 0.15882, 0.15882, 0.15882, 0.158821, 0.15882, 0.162938, 0.15882, 0.15882
16.4819, 0.14006, 0.158015, 0.153839, 1.46289, -0.0179558, 0.153839, 0, 0.153839, 0.153839, 0.153839, 0.153839, 0.153839, 0.153839, 0.153839, 0.153839, 0.153839, 0.153839, 0.153839, 0.153839, 0.153839, 0.153839, 0.15384, 0.153839, 0.158014, 0.153839, 0.153839
16.4898, 1.9977, 0.153172, 0.148937, 1.99943, 1.84453, 0.148937, 0, 0.148937, 0.148937, 0.148937, 0.148937, 0.148937, 0.148937, 0.148937, 0.148937, 0.148937, 0.148937, 0.148937, 0.148937, 0.148937, 0.148937, 0.148939, 0.148937, 0.15317, 0.148938, 0.148937
16.4977, 0.86224, 0.149151, 0.144858, 1.69182, 0.713088, 0.144858, 0, 0.144858, 0.144858, 0.144858, 0.144858, 0.144858, 0.144858, 0.144858, 0.144858, 0.144858, 0.144858, 0.144858, 0.144858, 0.144858, 0.144858, 0.14486, 0.144858, 0.14915, 0.144858, 0.144858
16.5056, 1, 0.144858, 0.140505, 1.73205, 0.855142, 0.140505, 0, 0.140505, 0.140505, 0.140505, 0.140505, 0.140505, 0.140505, 0.140505, 0.140505, 0.140505, 0.140505, 0.140505, 0.140505, 0.140505, 0.140505, 0.140506, 0.140505, 0.144857, 0.140505, 0.140505
16.5134, 1, 0.140307, 0.135893, 1.73205, 0.859693, 0.135893, 0, 0.135893, 0.135893, 0.135893, 0.135893, 0.135893, 0.135893, 0.135893, 0.135893, 0.135893, 0.135893, 0.135893, 0.135893, 0.135893, 0.135893, 0.135894, 0.135893, 0.140306, 0.135893, 0.135893
16.5213, 0, 0.135674, 0.131199, 1.41421, -0.135674, 0.131199, 0, 0.131199, 0.131199, 0.131199, 0.131199, 0.131199, 0.131199, 0.131199, 0.131199, 0.131199, 0.131199, 0.131199, 0.131199, 0.131199, 0.131199, 0.1312, 0.131199, 0.135673, 0.131199, 0.131199
16.5292, 1, 0.131125, 0.126586, 1.73205, 0.868875, 0.126586, 0, 0.126586, 0.126586, 0.126586, 0.126586, 0.126586, 0.126586, 0.126586, 0.126586, 0.126586, 0.126586, 0.126586, 0.126586, 0.126586, 0.126586, 0.126588, 0.126586, 0.131123, 0.126587, 0.126586
16.5371, 0, 0.127272, 0.12267, 1.41421, -0.127272, 0.12267, 0, 0.12267, 0.12267, 0.12267, 0.12267, 0.12267, 0.12267, 0.12267, 0.12267, 0.12267, 0.12267, 0.12267, 0.12267, 0.12267, 0.12267, 0.122671, 0.12267, 0.127271, 0.12267, 0.12267
16.5449, 0, 0.123276, 0.118609, 1.41421, -0.123276, 0.118609, 0, 0.118609, 0.118609, 0.118609, 0.118609, 0.118609, 0.118609, 0.118609, 0.118609, 0.118609, 0.118609, 0.118609, 0.118609, 0.118609, 0.118609, 0.11861, 0.118609, 0.123274, 0.118609, 0.118609
16.5528, 0.236927, 0.119145, 0.114413, 1.49564, 0.117781, 0.114413, 0, 0.114413, 0.114413, 0.114413, 0.114413, 0.114413, 0.114413, 0.114413, 0.114413, 0.114413, 0.114413, 0.114413, 0.114413, 0.114413, 0.114413, 0.114414, 0.114413, 0.119144, 0.114413, 0.114413
16.5607, 1.76307, 0.114992, 0.110193, 1.93986, 1.64808, 0.110193, 0, 0.110193, 0.110193, 0.110193, 0.110193, 0.110193, 0.110193, 0.110193, 0.110193, 0.110193, 0.110193, 0.110193, 0.110193, 0.110193, 0.110193, 0.110194, 0.110193, 0.114991, 0.110193, 0.110193
16.5685, 0, 0.110919, 0.106052, 1.41421, -0.110919, 0.106052, 0, 0.106052, 0.106052, 0.106052, 0.106052, 0.106052, 0.106052, 0.106052, 0.106052, 0.106052, 0.106052, 0.106052, 0.106052, 0.106052, 0.106052, 0.106053, 0.106052, 0.110918, 0.106052, 0.106052
16.5764, 0, 0.107078, 0.102142, 1.41421, -0.107078, 0.102142, 0, 0.102142, 0.102142, 0.102142, 0.102142, 0.102142, 0.102142, 0.102142, 0.102142, 0.102142, 0.102142, 0.102142, 0.102142, 0.102142, 0.102142, 0.102143, 0.102142, 0.107077, 0.102142, 0.102142
16.5843, 2, 0.103231, 0.0982241, 2, 1.89677, 0.0982241, 0, 0.0982241, 0.0982241, 0.0982241, 0.0982241, 0.0982241, 0.0982241, 0.0982241, 0.0982241, 0.0982241, 0.0982241, 0.0982241, 0.0982241, 0.0982241, 0.0982241, 0.0982253, 0.0982241, 0.10323, 0.0982242, 0.0982241
16.5922, 0, 0.099381, 0.094303, 1.41421, -0.099381, 0.094303, 0, 0.094303, 0.094303, 0.094303, 0.094303, 0.094303, 0.094303, 0.094303, 0.094303, 0.094303, 0.094303, 0.094303, 0.094303, 0.094303, 0.094303, 0.0943042, 0.094303, 0.0993798, 0.0943031, 0.094303
16.6, 0, 0.0955731, 0.0904227, 1.41421, -0.0955731, 0.0904227, 0, 0.0904227, 0.0904227, 0.0904227, 0.0904227, 0.0904227, 0.0904227, 0.0904227, 0.0904227, 0.0904227, 0.0904227, 0.0904227, 0.0904227, 0.0904227, 0.0904227, 0.0904239, 0.0904227, 0.0955719, 0.0904228, 0.0904227
16.6079, 0.101586, 0.0918479, 0.0866239, 1.44968, 0.00973786, 0.0866239, 0, 0.0866239, 0.0866239, 0.0866239, 0.0866239, 0.0866239, 0.0866239, 0.0866239, 0.0866239, 0.0866239, 0.0866239, 0.0866239, 0.0866239, 0.0866239, 0.0866239, 0.086625, 0.0866239, 0.0918466, 0.086624, 0.0866239
16.6158, 0.997571, 0.0882706, 0.0829718, 1.73135, 0.909301, 0.0829718, 0, 0.0829718, 0.0829718, 0.0829718, 0.0829718, 0.0829718, 0.0829718, 0.0829718, 0.0829718, 0.0829718, 0.0829718, 0.0829718, 0.0829718, 0.0829718, 0.0829718, 0.082973, 0.0829718, 0.0882693, 0.0829719, 0.0829718
16.6236, 3.99797, 0.0847731, 0.0793984, 2.44907, 3.9132, 0.0793984, 0, 0.0793984, 0.0793984, 0.0793984, 0.0793984, 0.0793984, 0.0793984, 0.0793984, 0.0793984, 0.0793984, 0.0793984, 0.0793984, 0.0793984, 0.0793984, 0.0793984, 0.0793995, 0.0793984, 0.0847719, 0.0793984, 0.0793984
16.6315, 1.99707, 0.0813555, 0.0759036, 1.99927, 1.91572, 0.0759036, 0, 0.0759036, 0.0759036, 0.0759036, 0.0759036, 0.0759036, 0.0759036, 0.0759036, 0.0759036, 0.0759036, 0.0759036, 0.0759036, 0.0759036, 0.0759036, 0.0759036, 0.0759047, 0.0759036, 0.0813543, 0.0759036, 0.0759036
16.6394, 0.905801, 0.0779623, 0.0724319, 1.70464, 0.827838, 0.0724319, 0, 0.0724319, 0.0724319, 0.0724319, 0.0724319, 0.0724319, 0.0724319, 0.0724319, 0.0724319, 0.0724319, 0.0724319, 0.0724319, 0.0724319, 0.0724319, 0.0724319, 0.0724331, 0.0724319, 0.0779611, 0.072432, 0.0724319
16.6473, 2.08974, 0.074595, 0.0689849, 2.02231, 2.01514, 0.0689849, 0, 0.0689849, 0.0689849, 0.0689849, 0.0689849, 0.0689849, 0.0689849, 0.0689849, 0.0689849, 0.0689849, 0.0689849, 0.0689849, 0.0689849, 0.0689849, 0.0689849, 0.068986, 0.0689849, 0.0745937, 0.0689849, 0.0689849
16.6551, 0.910263, 0.0712708, 0.0655798, 1.70595, 0.838992, 0.0655798, 0, 0.0655798, 0.0655798, 0.0655798, 0.0655798, 0.0655798, 0.0655798, 0.0655798, 0.0655798, 0.0655798, 0.0655798, 0.0655798, 0.0655798, 0.0655798, 0.0655798, 0.0655809, 0.0655798, 0.0712696, 0.0655798, 0.0655798
16.663, 1.08474, 0.0680067, 0.0622333, 1.75634, 1.01673, 0.0622333, 0, 0.0622333, 0.0622333, 0.0622333, 0.0622333, 0.0622333, 0.0622333, 0.0622333, 0.0622333, 0.0622333, 0.0622333, 0.0622333, 0.0622333, 0.0622333, 0.0622333, 0.0622345, 0.0622333, 0.0680055, 0.0622333, 0.0622333
16.6709, 0.997563, 0.0648181, 0.0589611, 1.73135, 0.932745, 0.0589611, 0, 0.0589611, 0.0589611, 0.0589611, 0.0589611, 0.0589611, 0.0589611, 0.0589611, 0.0589611, 0.0589611, 0.0589611, 0.0589611, 0.0589611, 0.0589611, 0.0589611, 0.0589623, 0.0589611, 0.0648169, 0.0589611, 0.0589611
16.6787, 0.9177, 0.0617192, 0.0557772, 1.70813, 0.85598, 0.0557772, 0, 0.0557772, 0.0557772, 0.0557772, 0.0557772, 0.0557772, 0.0557772, 0.0557772, 0.0557772, 0.0557772, 0.0557772, 0.0557772, 0.0557772, 0.0557772, 0.0557772, 0.0557784, 0.0557772, 0.061718, 0.0557773, 0.0557772
16.6866, 0, 0.0588433, 0.052815, 1.41421, -0.0588433, 0.052815, 0, 0.052815, 0.052815, 0.052815, 0.052815, 0.052815, 0.052815, 0.052815, 0.052815, 0.052815, 0.052815, 0.052815, 0.052815, 0.052815, 0.052815, 0.0528162, 0.052815, 0.0588421, 0.052815, 0.052815
16.6945, 1, 0.0559681, 0.049852, 1.73205, 0.944032, 0.049852, 0, 0.049852, 0.049852, 0.049852, 0.049852, 0.049852, 0.049852, 0.049852, 0.049852, 0.049852, 0.049852, 0.049852, 0.049852, 0.049852, 0.049852, 0.0498532, 0.049852, 0.0559669, 0.049852, 0.049852
16.7024, 0, 0.0531204, 0.0469152, 1.41421, -0.0531204, 0.0469152, 0, 0.0469152, 0.0469152, 0.0469152, 0.0469152, 0.0469152, 0.0469152, 0.0469152, 0.0469152, 0.0469152, 0.0469152, 0.0469152, 0.0469152, 0.0469152, 0.0469152, 0.0469164, 0.0469152, 0.0531192, 0.0469152, 0.0469152
16.7102, 0.140733, 0.0503346, 0.0440388, 1.46312, 0.0903988, 0.0440388, 0, 0.0440388, 0.0440388, 0.0440388, 0.0440388, 0.0440388, 0.0440388, 0.0440388, 0.0440388, 0.0440388, 0.0440388, 0.0440388, 0.0440388, 0.0440388, 0.0440388, 0.04404, 0.0440388, 0.0503334, 0.0440388, 0.0440388
16.7181, 2.85927, 0.0476412, 0.0412534, 2.20437, 2.81163, 0.0412534, 0, 0.0412534, 0.0412534, 0.0412534, 0.0412534, 0.0412534, 0.0412534, 0.0412534, 0.0412534, 0.0412534, 0.0412534, 0.0412534, 0.0412534, 0.0412534, 0.0412534, 0.0412545, 0.0412534, 0.04764, 0.0412534, 0.0412534
16.726, 0.0654113, 0.045226, 0.0387447, 1.43715, 0.0201853, 0.0387447, 0, 0.0387447, 0.0387447, 0.0387447, 0.0387447, 0.0387447, 0.0387447, 0.0387447, 0.0387447, 0.0387447, 0.0387447, 0.0387447, 0.0387447, 0.0387447, 0.0387447, 0.0387458, 0.0387447, 0.0452248, 0.0387447, 0.0387447
16.7338, 2.93459, 0.0427664, 0.03619, 2.22139, 2.89182, 0.03619, 0, 0.03619, 0.03619, 0.03619, 0.03619, 0.03619, 0.03619, 0.03619, 0.03619, 0.03619, 0.03619, 0.03619, 0.03619, 0.03619, 0.03619, 0.0361912, 0.03619, 0.0427652, 0.03619, 0.03619
16.7417, 0, 0.0403053, 0.0336323, 1.41421, -0.0403053, 0.0336323, 0, 0.0336323, 0.0336323, 0.0336323, 0.0336323, 0.0336323, 0.0336323, 0.0336323, 0.0336323, 0.0336323, 0.0336323, 0.0336323, 0.0336323, 0.0336323, 0.0336323, 0.0336335, 0.0336323, 0.0403041, 0.0336324, 0.0336323
16.7496, 1, 0.0378961, 0.0311251, 1.73205, 0.962104, 0.0311251, 0, 0.0311251, 0.0311251, 0.0311251, 0.0311251, 0.0311251, 0.0311251, 0.0311251, 0.0311251, 0.0311251, 0.0311251, 0.0311251, 0.0311251, 0.0311251, 0.0311251, 0.0311263, 0.0311251, 0.0378949, 0.0311251, 0.0311251
16.7575, 0.055996, 0.0355856, 0.028715, 1.43387, 0.0204104, 0.028715, 0, 0.028715, 0.028715, 0.028715, 0.028715, 0.028715, 0.028715, 0.028715, 0.028715, 0.028715, 0.028715, 0.028715, 0.028715, 0.028715, 0.028715, 0.0287161, 0.028715, 0.0355844, 0.028715, 0.028715
16.7653, 0.944004, 0.0336562, 0.0266843, 1.71581, 0.910348, 0.0266843, 0, 0.0266843, 0.0266843, 0.0266843, 0.0266843, 0.0266843, 0.0266843, 0.0266843, 0.0266843, 0.0266843, 0.0266843, 0.0266843, 0.0266843, 0.0266843, 0.0266843, 0.0266855, 0.0266843, 0.033655, 0.0266843, 0.0266843
16.7732, 0, 0.0316617, 0.0245869, 1.41421, -0.0316617, 0.0245869, 0, 0.0245869, 0.0245869, 0.0245869, 0.0245869, 0.0245869, 0.0245869, 0.0245869, 0.0245869, 0.0245869, 0.0245869, 0.0245869, 0.0245869, 0.0245869, 0.0245869, 0.0245881, 0.0245869, 0.0316606, 0.0245869, 0.0245869
16.7811, 1.14569, 0.0296536, 0.0224742, 1.77361, 1.11604, 0.0224742, 0, 0.0224742, 0.0224742, 0.0224742, 0.0224742, 0.0224742, 0.0224742, 0.0224742, 0.0224742, 0.0224742, 0.0224742, 0.0224742, 0.0224742, 0.0224742, 0.0224742, 0.0224754, 0.0224742, 0.0296524, 0.0224742, 0.0224742
16.7889, 2.85431, 0.0276938, 0.0204082, 2.20325, 2.82662, 0.0204082, 0, 0.0204082, 0.0204082, 0.0204082, 0.0204082, 0.0204082, 0.0204082, 0.0204082, 0.0204082, 0.0204082, 0.0204082, 0.0204082, 0.0204082, 0.0204082, 0.0204082, 0.0204094, 0.0204082, 0.0276926, 0.0204082, 0.0204082
16.7968, 0.0436075, 0.0258353, 0.0184418, 1.42955, 0.0177723, 0.0184418, 0, 0.0184418, 0.0184418, 0.0184418, 0.0184418, 0.0184418, 0.0184418, 0.0184418, 0.0184418, 0.0184418, 0.0184418, 0.0184418, 0.0184418, 0.0184418, 0.0184418, 0.018443, 0.0184418, 0.0258341, 0.0184418, 0.0184418
16.8047, 1.99754, 0.0243573, 0.0168542, 1.99939, 1.97319, 0.0168542, 0, 0.0168542, 0.0168542, 0.0168542, 0.0168542, 0.0168542, 0.0168542, 0.0168542, 0.0168542, 0.0168542, 0.0168542, 0.0168542, 0.0168542, 0.0168542, 0.0168542, 0.0168554, 0.0168542, 0.0243561, 0.0168542, 0.0168542
16.8126, 1.95885, 0.022809, 0.0151945, 1.98969, 1.93604, 0.0151945, 0, 0.0151945, 0.0151945, 0.0151945, 0.0151945, 0.0151945, 0.0151945, 0.0151945, 0.0151945, 0.0151945, 0.0151945, 0.0151945, 0.0151945, 0.0151945, 0.0151945, 0.0151957, 0.0151945, 0.0228078, 0.0151945, 0.0151945
16.8204, 0.0361924, 0.021247, 0.0135193, 1.42695, 0.0149454, 0.0135193, 0, 0.0135193, 0.0135193, 0.0135193, 0.0135193, 0.0135193, 0.0135193, 0.0135193, 0.0135193, 0.0135193, 0.0135193, 0.0135193, 0.0135193, 0.0135193, 0.0135193, 0.0135205, 0.0135193, 0.0212458, 0.0135193, 0.0135193
16.8283, 1.96381, 0.019737, 0.0118944, 1.99093, 1.94407, 0.0118944, 0, 0.0118944, 0.0118944, 0.0118944, 0.0118944, 0.0118944, 0.0118944, 0.0118944, 0.0118944, 0.0118944, 0.0118944, 0.0118944, 0.0118944, 0.0118944, 0.0118944, 0.0118956, 0.0118944, 0.0197358, 0.0118944, 0.0118944
16.8362, 0.0317303, 0.0183329, 0.0103735, 1.42539, 0.0133974, 0.0103735, 0, 0.0103735, 0.0103735, 0.0103735, 0.0103735, 0.0103735, 0.0103735, 0.0103735, 0.0103735, 0.0103735, 0.0103735, 0.0103735, 0.0103735, 0.0103735, 0.0103735, 0.0103747, 0.0103735, 0.0183317, 0.0103735, 0.0103735
16.844, 1.96827, 0.017302, 0.00922397, 1.99205, 1.95097, 0.00922397, 0, 0.00922397, 0.00922397, 0.00922397, 0.00922397, 0.00922397, 0.00922397, 0.00922397, 0.00922397, 0.00922397, 0.00922397, 0.00922397, 0.00922397, 0.00922397, 0.00922397, 0.00922517, 0.00922397, 0.0173008, 0.00922397, 0.00922397
16.8519, 0, 0.0162145, 0.00801595, 1.41421, -0.0162145, 0.00801595, 0, 0.00801595, 0.00801595, 0.00801595, 0.00801595, 0.00801595, 0.00801595, 0.00801595, 0.00801595, 0.00801595, 0.00801595, 0.00801595, 0.00801595, 0.00801595, 0.00801595, 0.00801714, 0.00801595, 0.0162133, 0.00801595, 0.00801595
