   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_121.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
1.52582, 12.6512, 14.0585, 0.0731464, 3.82769, -1.40729, 0.0755984, 0.0236413, 0.0731499, 0.0731574, 0.0744493, 0.0732304, 0.0731827, 0.0751051, 0.0758567, 0.0736002, 13.0031, 0.219542, 0.950345, 0.0732252, 0.0731464, 0.0731464, 0.0731467, 0.0909286, 0.0731464, 0.0731464, 0.0780051
1.53369, 14.7374, 16.5762, 0.0766172, 4.09114, -1.83877, 0.0787916, 0.0224081, 0.0766206, 0.076628, 0.0779052, 0.0767003, 0.0766531, 0.0785548, 0.0792979, 0.0771004, 15.6051, 0.213266, 0.880255, 0.076662, 0.0766172, 0.0766172, 0.0766175, 0.0938527, 0.0766172, 0.0766172, 0.0814234
1.54156, 23.4029, 20.1124, 0.0804878, 5.04013, 3.29051, 0.0824041, 0.0212161, 0.0804913, 0.0804986, 0.0817623, 0.0805702, 0.0805235, 0.0824064, 0.083142, 0.081005, 19.2315, 0.206698, 0.805222, 0.080513, 0.0804879, 0.0804878, 0.0804882, 0.0972202, 0.0804878, 0.0804878, 0.0852466
1.54944, 16.2527, 25.0649, 0.0847785, 4.27232, -8.81219, 0.08646, 0.0200647, 0.0847819, 0.0847891, 0.086041, 0.0848601, 0.0848139, 0.0866801, 0.087409, 0.0853341, 24.2769, 0.200206, 0.728195, 0.0847924, 0.0847785, 0.0847785, 0.0847788, 0.101052, 0.0847785, 0.0847785, 0.0894949
1.55731, 23.2353, 31.9439, 0.0895098, 5.02347, -8.70864, 0.0909824, 0.0189529, 0.0895132, 0.0895204, 0.0907616, 0.0895908, 0.089545, 0.0913964, 0.0921195, 0.0901085, 31.2484, 0.194129, 0.651903, 0.0895174, 0.0895099, 0.0895098, 0.0895102, 0.105369, 0.0895098, 0.0895098, 0.0941889
1.56518, 46.3816, 41.3861, 0.0947029, 6.95569, 4.99556, 0.0959932, 0.0178797, 0.0947062, 0.0947133, 0.0959453, 0.0947833, 0.0947378, 0.0965762, 0.0972946, 0.0953493, 40.7801, 0.188756, 0.578731, 0.0947069, 0.0947029, 0.0947029, 0.0947032, 0.110189, 0.0947029, 0.0947029, 0.0993491
1.57305, 57.3043, 54.1637, 0.100379, 7.70093, 3.14066, 0.101514, 0.016844, 0.100383, 0.10039, 0.101614, 0.100459, 0.100414, 0.102241, 0.102956, 0.101078, 53.6421, 0.184326, 0.510612, 0.100381, 0.100379, 0.100379, 0.10038, 0.115533, 0.100379, 0.100379, 0.104997
1.58092, 69.6292, 71.1827, 0.106561, 8.4634, -1.55348, 0.107565, 0.0158452, 0.106564, 0.106571, 0.107788, 0.106641, 0.106596, 0.108413, 0.109124, 0.107317, 70.7388, 0.18102, 0.448996, 0.106562, 0.106561, 0.106561, 0.106561, 0.121419, 0.106561, 0.106561, 0.111153
1.58879, 96.5912, 93.4701, 0.113271, 9.92931, 3.12105, 0.114167, 0.0148827, 0.113274, 0.113281, 0.114491, 0.11335, 0.113305, 0.115113, 0.115823, 0.114088, 93.0962, 0.178966, 0.394832, 0.113271, 0.113271, 0.113271, 0.113271, 0.127865, 0.113271, 0.113271, 0.11784
1.59667, 124.569, 122.141, 0.120531, 11.2503, 2.42812, 0.121339, 0.0139566, 0.120534, 0.120541, 0.121745, 0.120609, 0.120565, 0.122364, 0.123073, 0.121413, 121.829, 0.178242, 0.348608, 0.120531, 0.120531, 0.120531, 0.120531, 0.134888, 0.120531, 0.120531, 0.125079
1.60454, 151.009, 158.349, 0.128363, 12.3697, -7.34015, 0.129101, 0.0130672, 0.128366, 0.128373, 0.129571, 0.128441, 0.128397, 0.130188, 0.130897, 0.129315, 158.09, 0.178885, 0.310409, 0.128363, 0.128363, 0.128363, 0.128363, 0.142505, 0.128363, 0.128363, 0.13289
1.61241, 189.698, 203.21, 0.136788, 13.8455, -13.5126, 0.137471, 0.0122154, 0.136791, 0.136798, 0.137991, 0.136866, 0.136822, 0.138605, 0.139315, 0.137814, 202.997, 0.180897, 0.279991, 0.136788, 0.136788, 0.136788, 0.136788, 0.150733, 0.136788, 0.136788, 0.141295
1.62028, 238.13, 257.714, 0.145826, 15.4961, -19.5837, 0.146466, 0.0114023, 0.145829, 0.145836, 0.147022, 0.145903, 0.14586, 0.147634, 0.148347, 0.14693, 257.539, 0.184258, 0.256866, 0.145826, 0.145826, 0.145826, 0.145826, 0.159585, 0.145826, 0.145826, 0.150311
1.62815, 296.954, 322.604, 0.155492, 17.2903, -25.65, 0.156099, 0.0106291, 0.155495, 0.155502, 0.156681, 0.155569, 0.155525, 0.15729, 0.158009, 0.156677, 322.46, 0.188927, 0.240383, 0.155492, 0.155492, 0.155492, 0.155492, 0.169072, 0.155492, 0.155492, 0.159952
1.63602, 376.579, 398.264, 0.165798, 19.4571, -21.6847, 0.166379, 0.00989707, 0.165801, 0.165808, 0.166979, 0.165875, 0.165831, 0.167585, 0.168311, 0.167067, 398.145, 0.194853, 0.229802, 0.165798, 0.165798, 0.165798, 0.165798, 0.1792, 0.165798, 0.165798, 0.17023
1.6439, 486.539, 484.59, 0.176749, 22.1029, 1.94943, 0.17731, 0.00920731, 0.176753, 0.176759, 0.177921, 0.176826, 0.176783, 0.178523, 0.179261, 0.178106, 484.492, 0.201975, 0.224351, 0.176749, 0.176749, 0.176749, 0.17675, 0.189971, 0.176749, 0.176749, 0.18115
1.65177, 597.83, 580.889, 0.188344, 24.4914, 16.941, 0.188887, 0.00856066, 0.188347, 0.188353, 0.189505, 0.188419, 0.188377, 0.190102, 0.190855, 0.189791, 580.807, 0.210228, 0.223276, 0.188344, 0.188344, 0.188344, 0.188344, 0.201378, 0.188344, 0.188344, 0.192706
1.65964, 680.131, 685.792, 0.200567, 26.1176, -5.66174, 0.201096, 0.00795764, 0.20057, 0.200576, 0.201716, 0.200642, 0.2006, 0.202308, 0.203081, 0.202108, 685.723, 0.219537, 0.225869, 0.200567, 0.200567, 0.200567, 0.200567, 0.213403, 0.200567, 0.200567, 0.204886
1.66751, 780.162, 797.226, 0.213392, 27.9672, -17.0633, 0.213909, 0.00739824, 0.213395, 0.213401, 0.214527, 0.213466, 0.213424, 0.215112, 0.215913, 0.215028, 797.167, 0.229823, 0.231486, 0.213392, 0.213392, 0.213392, 0.213392, 0.226017, 0.213392, 0.213392, 0.217661
1.67538, 911.146, 912.417, 0.226774, 30.2183, -1.27057, 0.227281, 0.00688202, 0.226777, 0.226783, 0.227894, 0.226847, 0.226806, 0.228472, 0.229308, 0.228509, 912.365, 0.240995, 0.239554, 0.226774, 0.226774, 0.226774, 0.226774, 0.239175, 0.226774, 0.226774, 0.230987
1.68325, 1040.52, 1027.99, 0.240651, 32.2881, 12.5344, 0.241147, 0.00640796, 0.240654, 0.24066, 0.241755, 0.240723, 0.240683, 0.242324, 0.243205, 0.242488, 1027.94, 0.252949, 0.249568, 0.240651, 0.240651, 0.240651, 0.240652, 0.252812, 0.240651, 0.240651, 0.244802
1.69113, 1125.28, 1140.09, 0.254937, 33.575, -14.8088, 0.255423, 0.00597459, 0.25494, 0.254946, 0.256022, 0.255008, 0.254968, 0.256581, 0.257518, 0.256877, 1140.05, 0.265563, 0.261085, 0.254937, 0.254937, 0.254937, 0.254937, 0.266843, 0.254937, 0.254937, 0.259019
1.699, 1274.55, 1244.62, 0.269519, 35.7288, 29.9327, 0.269995, 0.00557995, 0.269522, 0.269528, 0.270586, 0.269589, 0.26955, 0.271133, 0.272141, 0.271565, 1244.58, 0.278696, 0.273711, 0.269519, 0.269519, 0.269519, 0.269519, 0.281158, 0.269519, 0.269519, 0.273527
1.70687, 1388.42, 1337.43, 0.284261, 37.2883, 50.985, 0.284726, 0.0052217, 0.284263, 0.284269, 0.285308, 0.284329, 0.284291, 0.285842, 0.286936, 0.286416, 1337.4, 0.292183, 0.287086, 0.284261, 0.284261, 0.284261, 0.284261, 0.295622, 0.284261, 0.284261, 0.288189
1.71474, 1373.36, 1414.67, 0.298996, 37.0859, -41.3074, 0.299451, 0.00489714, 0.298999, 0.299004, 0.300024, 0.299063, 0.299026, 0.300544, 0.301741, 0.301263, 1414.64, 0.305835, 0.30088, 0.298996, 0.298996, 0.298996, 0.298996, 0.310072, 0.298996, 0.298996, 0.302843
1.72261, 1502.02, 1472.99, 0.313533, 38.7817, 29.0255, 0.313978, 0.00460333, 0.313536, 0.313542, 0.314543, 0.3136, 0.313563, 0.315047, 0.316368, 0.315918, 1472.96, 0.319441, 0.314776, 0.313533, 0.313533, 0.313533, 0.313534, 0.324321, 0.313533, 0.313533, 0.317297
1.73048, 1528.83, 1509.83, 0.327659, 39.1259, 19.0087, 0.328094, 0.00433711, 0.327661, 0.327667, 0.328652, 0.327724, 0.327688, 0.329138, 0.330606, 0.330166, 1509.8, 0.332768, 0.32847, 0.327659, 0.327659, 0.327659, 0.327659, 0.338159, 0.327659, 0.327659, 0.331339
1.73836, 1527.96, 1523.57, 0.34114, 39.1148, 4.39465, 0.341565, 0.00409525, 0.341143, 0.341148, 0.34212, 0.341204, 0.341169, 0.342585, 0.344224, 0.343778, 1523.54, 0.345566, 0.341664, 0.34114, 0.34114, 0.34114, 0.34114, 0.351358, 0.34114, 0.34114, 0.344739
1.74623, 1478.42, 1513.71, 0.353736, 38.4762, -35.2915, 0.354152, 0.00387444, 0.353738, 0.353744, 0.354705, 0.353799, 0.353764, 0.355149, 0.356984, 0.356517, 1513.68, 0.35758, 0.354071, 0.353736, 0.353736, 0.353736, 0.353736, 0.363684, 0.353736, 0.353736, 0.357258
1.7541, 1533.14, 1480.85, 0.365204, 39.1808, 52.2839, 0.365612, 0.00367146, 0.365207, 0.365212, 0.366167, 0.365267, 0.365232, 0.366587, 0.368648, 0.368146, 1480.83, 0.368554, 0.365417, 0.365204, 0.365204, 0.365204, 0.365205, 0.374898, 0.365204, 0.365204, 0.368655
1.76197, 1370.9, 1426.66, 0.375316, 37.0527, -55.7573, 0.375716, 0.00348314, 0.375319, 0.375324, 0.376277, 0.375379, 0.375344, 0.376672, 0.378987, 0.378447, 1426.64, 0.378247, 0.375449, 0.375316, 0.375316, 0.375316, 0.375316, 0.384777, 0.375316, 0.375316, 0.378702
1.76984, 1333.49, 1353.73, 0.383867, 36.5444, -20.2401, 0.384261, 0.00330653, 0.38387, 0.383875, 0.384832, 0.38393, 0.383895, 0.385199, 0.387799, 0.387229, 1353.71, 0.386443, 0.38395, 0.383867, 0.383867, 0.383867, 0.383867, 0.393119, 0.383867, 0.383867, 0.387198
1.77771, 1257.16, 1265.39, 0.390692, 35.4846, -8.22717, 0.391081, 0.00313889, 0.390695, 0.3907, 0.391666, 0.390755, 0.39072, 0.392003, 0.39492, 0.394348, 1265.36, 0.392967, 0.390743, 0.390692, 0.390692, 0.390692, 0.390692, 0.399763, 0.390692, 0.390692, 0.393978
1.78558, 1162.58, 1165.41, 0.395676, 34.1259, -2.83716, 0.396062, 0.00297776, 0.395679, 0.395685, 0.396666, 0.39574, 0.395704, 0.396972, 0.400238, 0.39972, 1165.39, 0.397697, 0.395707, 0.395676, 0.395676, 0.395676, 0.395677, 0.404597, 0.395676, 0.395676, 0.398928
1.79346, 1104.7, 1057.81, 0.398768, 33.2671, 46.8892, 0.399151, 0.00282105, 0.398771, 0.398777, 0.39978, 0.398833, 0.398796, 0.400052, 0.403699, 0.403336, 1057.78, 0.400572, 0.398787, 0.398768, 0.398768, 0.398768, 0.398768, 0.40757, 0.398768, 0.398768, 0.401996
1.80133, 915.049, 946.522, 0.399984, 30.2828, -31.4731, 0.400366, 0.00266702, 0.399987, 0.399993, 0.401023, 0.40005, 0.400012, 0.40126, 0.405321, 0.405272, 946.495, 0.401603, 0.399995, 0.399984, 0.399984, 0.399984, 0.399985, 0.408699, 0.399984, 0.399984, 0.403199
1.8092, 819.405, 835.203, 0.399417, 28.6602, -15.7974, 0.399799, 0.00251437, 0.39942, 0.399426, 0.400489, 0.399484, 0.399445, 0.40069, 0.405197, 0.405701, 835.174, 0.400876, 0.399423, 0.399417, 0.399417, 0.399417, 0.399417, 0.408076, 0.399417, 0.399417, 0.40263
1.81707, 726.619, 727.046, 0.39723, 26.9929, -0.426941, 0.397614, 0.0023622, 0.397233, 0.39724, 0.398339, 0.397299, 0.397258, 0.398504, 0.403488, 0.404892, 727.016, 0.398552, 0.397234, 0.39723, 0.39723, 0.39723, 0.39723, 0.405863, 0.39723, 0.39723, 0.400451
1.82494, 646.349, 624.647, 0.393656, 25.4627, 21.7018, 0.394043, 0.00221004, 0.39366, 0.393666, 0.394807, 0.393728, 0.393685, 0.394935, 0.400427, 0.403217, 624.614, 0.394858, 0.393658, 0.393656, 0.393656, 0.393656, 0.393657, 0.402291, 0.393656, 0.393656, 0.396893
1.83281, 497.552, 529.952, 0.388986, 22.3506, -32.4008, 0.389375, 0.00205784, 0.38899, 0.388996, 0.390181, 0.389059, 0.389015, 0.390272, 0.396303, 0.401134, 529.917, 0.390081, 0.388987, 0.388986, 0.388986, 0.388986, 0.388986, 0.397647, 0.388986, 0.388986, 0.392246
1.84069, 459.209, 444.245, 0.383553, 21.4758, 14.9643, 0.383947, 0.00190589, 0.383557, 0.383564, 0.384795, 0.383629, 0.383583, 0.384851, 0.391448, 0.399189, 444.205, 0.384554, 0.383554, 0.383553, 0.383553, 0.383553, 0.383554, 0.392262, 0.383553, 0.383553, 0.386843
1.84856, 380.067, 368.197, 0.37772, 19.5465, 11.8705, 0.378118, 0.00175483, 0.377724, 0.377731, 0.379009, 0.377798, 0.37775, 0.379031, 0.386223, 0.397989, 368.152, 0.378636, 0.37772, 0.37772, 0.37772, 0.37772, 0.37772, 0.386496, 0.37772, 0.37772, 0.381043
1.85643, 322.71, 301.942, 0.371857, 18.0197, 20.7672, 0.37226, 0.00160552, 0.371862, 0.371869, 0.373194, 0.371938, 0.371888, 0.373185, 0.380998, 0.398186, 301.891, 0.372697, 0.371857, 0.371857, 0.371857, 0.371857, 0.371858, 0.380715, 0.371857, 0.371857, 0.375217
1.8643, 265.094, 245.189, 0.366328, 16.343, 19.9051, 0.366736, 0.00145902, 0.366333, 0.366341, 0.367711, 0.366411, 0.36636, 0.367674, 0.376134, 0.400453, 245.128, 0.367097, 0.366328, 0.366328, 0.366328, 0.366328, 0.366329, 0.375279, 0.366328, 0.366328, 0.369726
1.87217, 215.332, 197.319, 0.361468, 14.7422, 18.0127, 0.361882, 0.00131649, 0.361474, 0.361482, 0.362896, 0.361554, 0.361501, 0.362835, 0.371965, 0.405449, 197.248, 0.362172, 0.361469, 0.361468, 0.361468, 0.361468, 0.361469, 0.370522, 0.361468, 0.361468, 0.364904
1.88004, 178.478, 157.511, 0.357576, 13.4342, 20.9677, 0.357994, 0.00117909, 0.357581, 0.357589, 0.359045, 0.357663, 0.357609, 0.358965, 0.368787, 0.413792, 157.426, 0.358219, 0.357576, 0.357576, 0.357576, 0.357576, 0.357577, 0.366739, 0.357576, 0.357576, 0.361048
1.88792, 136.367, 124.822, 0.354896, 11.763, 11.5458, 0.355319, 0.00104794, 0.354902, 0.35491, 0.356404, 0.354985, 0.354929, 0.35631, 0.366846, 0.42602, 124.722, 0.355483, 0.354896, 0.354896, 0.354896, 0.354896, 0.354897, 0.364175, 0.354896, 0.354896, 0.358403
1.89579, 113.591, 98.2821, 0.353618, 10.7513, 15.3085, 0.354045, 0.000924052, 0.353624, 0.353632, 0.355161, 0.353709, 0.353651, 0.35506, 0.366328, 0.442555, 98.1634, 0.354153, 0.353618, 0.353618, 0.353618, 0.353618, 0.353619, 0.363015, 0.353618, 0.353618, 0.357157
1.90366, 82.9589, 76.9472, 0.353869, 9.21732, 6.01168, 0.3543, 0.000808255, 0.353875, 0.353884, 0.355444, 0.353962, 0.353903, 0.355343, 0.367361, 0.463672, 76.8067, 0.354355, 0.353869, 0.353869, 0.353869, 0.353869, 0.35387, 0.36339, 0.353869, 0.353869, 0.357439
1.91153, 52.9326, 59.9439, 0.355722, 7.41165, -7.01134, 0.356156, 0.000701189, 0.355728, 0.355736, 0.357324, 0.355816, 0.355756, 0.357232, 0.370016, 0.48946, 59.7785, 0.356161, 0.355722, 0.355722, 0.355722, 0.355722, 0.355722, 0.36537, 0.355722, 0.355722, 0.359317
1.9194, 48.1837, 46.4925, 0.359191, 7.08405, 1.69119, 0.359628, 0.000603266, 0.359197, 0.359206, 0.360817, 0.359286, 0.359226, 0.360742, 0.374308, 0.519802, 46.2992, 0.359588, 0.359191, 0.359191, 0.359191, 0.359191, 0.359192, 0.368973, 0.359191, 0.359191, 0.36281
1.92727, 31.5869, 35.9194, 0.364248, 5.79542, -4.33249, 0.364688, 0.000514679, 0.364255, 0.364264, 0.365894, 0.364344, 0.364283, 0.365847, 0.380206, 0.554351, 35.6956, 0.364605, 0.364248, 0.364248, 0.364248, 0.364248, 0.364249, 0.374171, 0.364248, 0.364248, 0.367886
1.93515, 24.9879, 27.6552, 0.370826, 5.19499, -2.66731, 0.371268, 0.000435401, 0.370832, 0.370841, 0.372489, 0.370923, 0.370861, 0.372479, 0.387643, 0.59253, 27.3988, 0.371146, 0.370826, 0.370826, 0.370826, 0.370826, 0.370827, 0.380899, 0.370826, 0.370826, 0.374481
1.94302, 26.395, 21.2296, 0.37883, 5.32869, 5.16541, 0.379273, 0.000365216, 0.378837, 0.378846, 0.380507, 0.378928, 0.378865, 0.380547, 0.396525, 0.633535, 20.939, 0.379116, 0.37883, 0.37883, 0.37883, 0.37883, 0.378831, 0.389066, 0.37883, 0.37883, 0.382499
1.95089, 18.1715, 16.2585, 0.388148, 4.49127, 1.91305, 0.388593, 0.000303739, 0.388155, 0.388164, 0.389837, 0.388247, 0.388184, 0.389938, 0.40674, 0.676365, 15.9332, 0.388403, 0.388148, 0.388148, 0.388148, 0.388148, 0.388149, 0.398565, 0.388148, 0.388148, 0.391829
1.95876, 15.0446, 12.433, 0.398659, 4.12851, 2.61156, 0.399105, 0.000250454, 0.398665, 0.398675, 0.400356, 0.398758, 0.398694, 0.400532, 0.418164, 0.719859, 12.0736, 0.398884, 0.398659, 0.398659, 0.398659, 0.398659, 0.39866, 0.409276, 0.398659, 0.398659, 0.402349
1.96663, 6.16911, 9.50597, 0.410239, 2.85816, -3.33686, 0.410686, 0.000204745, 0.410246, 0.410255, 0.411943, 0.410338, 0.410275, 0.412208, 0.430675, 0.762758, 9.114, 0.410438, 0.410239, 0.410239, 0.410239, 0.410239, 0.41024, 0.421083, 0.410239, 0.410239, 0.413937
1.9745, 8.99281, 7.28062, 0.42277, 3.31554, 1.71219, 0.423218, 0.000165936, 0.422777, 0.422786, 0.42448, 0.422869, 0.422806, 0.424847, 0.444154, 0.80377, 6.85886, 0.422944, 0.42277, 0.42277, 0.42277, 0.42277, 0.422771, 0.43387, 0.42277, 0.42277, 0.426475
1.98238, 5.99279, 5.60075, 0.436142, 2.82715, 0.392037, 0.43659, 0.000133316, 0.436148, 0.436158, 0.437856, 0.436241, 0.436177, 0.43834, 0.458493, 0.841652, 5.15311, 0.436294, 0.436142, 0.436142, 0.436142, 0.436142, 0.436143, 0.447535, 0.436142, 0.436142, 0.439854
1.99025, 3.83566, 4.34266, 0.450256, 2.41571, -0.506997, 0.450704, 0.000106172, 0.450262, 0.450272, 0.451973, 0.450356, 0.450292, 0.452591, 0.473595, 0.875285, 3.87405, 0.450388, 0.450256, 0.450256, 0.450256, 0.450256, 0.450257, 0.461982, 0.450256, 0.450256, 0.453974
1.99812, 4.42145, 3.40834, 0.465027, 2.53406, 1.01312, 0.465476, 8.38088e-05, 0.465034, 0.465043, 0.466746, 0.465127, 0.465063, 0.467514, 0.489376, 0.903753, 2.9245, 0.465142, 0.465027, 0.465027, 0.465027, 0.465027, 0.465028, 0.477134, 0.465027, 0.465027, 0.468753
2.00599, 3.14744, 2.72051, 0.480382, 2.2688, 0.426933, 0.480832, 6.55652e-05, 0.480389, 0.480399, 0.482103, 0.480483, 0.480418, 0.483036, 0.505769, 0.926398, 2.22775, 0.480481, 0.480382, 0.480382, 0.480382, 0.480382, 0.480383, 0.492922, 0.480382, 0.480382, 0.484117
2.01386, 2.9952, 2.21844, 0.496264, 2.23499, 0.776755, 0.496713, 5.08283e-05, 0.49627, 0.49628, 0.497986, 0.496364, 0.4963, 0.499101, 0.522726, 0.942871, 1.72335, 0.496349, 0.496264, 0.496264, 0.496264, 0.496264, 0.496265, 0.509292, 0.496264, 0.496264, 0.500009
2.02173, 2.42627, 1.85482, 0.512622, 2.10387, 0.571448, 0.513072, 3.90417e-05, 0.512629, 0.512638, 0.514345, 0.512722, 0.512658, 0.515658, 0.540211, 0.953146, 1.36393, 0.512695, 0.512622, 0.512622, 0.512622, 0.512622, 0.512623, 0.526203, 0.512622, 0.512622, 0.516381
2.02961, 0.431089, 1.59314, 0.52942, 1.5592, -1.16205, 0.52987, 2.97078e-05, 0.529427, 0.529436, 0.531144, 0.52952, 0.529456, 0.532672, 0.558215, 0.957518, 1.11263, 0.529482, 0.52942, 0.52942, 0.52942, 0.52942, 0.529421, 0.54362, 0.52942, 0.52942, 0.533197
2.03748, 2.56406, 1.40564, 0.546629, 2.13637, 1.15843, 0.547079, 2.23903e-05, 0.546636, 0.546645, 0.548353, 0.546729, 0.546665, 0.550112, 0.576748, 0.956577, 0.941013, 0.546681, 0.546629, 0.546629, 0.546629, 0.546629, 0.54663, 0.561518, 0.546629, 0.546629, 0.550428
2.04535, 0.997597, 1.27154, 0.564226, 1.73136, -0.273939, 0.564676, 1.67114e-05, 0.564233, 0.564242, 0.56595, 0.564326, 0.564262, 0.567956, 0.595852, 0.951155, 0.82739, 0.56427, 0.564226, 0.564226, 0.564226, 0.564226, 0.564227, 0.579879, 0.564226, 0.564226, 0.568055
2.05322, 1.43834, 1.17564, 0.582194, 1.85428, 0.262696, 0.582644, 1.23496e-05, 0.582201, 0.582211, 0.583919, 0.582295, 0.58223, 0.586188, 0.615614, 0.942262, 0.75543, 0.582231, 0.582194, 0.582194, 0.582194, 0.582194, 0.582195, 0.598689, 0.582194, 0.582194, 0.586061
2.06109, 1, 1.1071, 0.600522, 1.73205, -0.107097, 0.600972, 9.03401e-06, 0.600529, 0.600539, 0.602247, 0.600623, 0.600558, 0.604795, 0.636173, 0.931008, 0.712993, 0.600553, 0.600522, 0.600522, 0.600522, 0.600522, 0.600523, 0.617939, 0.600522, 0.600522, 0.604436
2.06896, 0, 1.0584, 0.619202, 1.41421, -1.0584, 0.619652, 6.54046e-06, 0.619209, 0.619218, 0.620926, 0.619302, 0.619238, 0.623768, 0.657751, 0.91853, 0.691205, 0.619227, 0.619202, 0.619202, 0.619202, 0.619202, 0.619203, 0.637621, 0.619202, 0.619202, 0.623175
2.07684, 1.10402, 1.0246, 0.638224, 1.76182, 0.0794213, 0.638675, 4.68548e-06, 0.638231, 0.63824, 0.639949, 0.638325, 0.63826, 0.6431, 0.680673, 0.905917, 0.683673, 0.638245, 0.638224, 0.638224, 0.638224, 0.638224, 0.638225, 0.657732, 0.638224, 0.638224, 0.642271
2.08471, 1.44555, 1.00262, 0.657586, 1.85622, 0.442922, 0.658037, 3.32066e-06, 0.657593, 0.657602, 0.659311, 0.657686, 0.657622, 0.662785, 0.705413, 0.894147, 0.685866, 0.657603, 0.657586, 0.657586, 0.657586, 0.657586, 0.657587, 0.678267, 0.657586, 0.657586, 0.661722
2.09258, 0.450434, 0.990817, 0.677284, 1.56539, -0.540384, 0.677735, 2.32773e-06, 0.67729, 0.6773, 0.679008, 0.677384, 0.67732, 0.68282, 0.732633, 0.884046, 0.69463, 0.677298, 0.677284, 0.677284, 0.677284, 0.677284, 0.677285, 0.699228, 0.677284, 0.677284, 0.681527
2.10045, 2, 0.988578, 0.697314, 2, 1.01142, 0.697766, 1.61358e-06, 0.69732, 0.69733, 0.699038, 0.697414, 0.69735, 0.703202, 0.763243, 0.876251, 0.7078, 0.697325, 0.697314, 0.697314, 0.697314, 0.697314, 0.697315, 0.720614, 0.697314, 0.697314, 0.701687
2.10832, 0.542362, 0.996124, 0.717673, 1.59448, -0.453762, 0.718126, 1.10593e-06, 0.71768, 0.717689, 0.719398, 0.717773, 0.717709, 0.723927, 0.798457, 0.871208, 0.723922, 0.717682, 0.717673, 0.717673, 0.717673, 0.717673, 0.717674, 0.74243, 0.717673, 0.717673, 0.722198
2.11619, 1.45764, 1.01435, 0.738361, 1.85947, 0.443287, 0.738815, 7.49307e-07, 0.738368, 0.738377, 0.740085, 0.738461, 0.738397, 0.744994, 0.839863, 0.869172, 0.74203, 0.738368, 0.738361, 0.738361, 0.738361, 0.738361, 0.738362, 0.764684, 0.738361, 0.738361, 0.743064
2.12407, 0.537546, 1.04474, 0.759374, 1.59297, -0.507196, 0.75983, 5.01783e-07, 0.759381, 0.75939, 0.761099, 0.759474, 0.75941, 0.766399, 0.889482, 0.870225, 0.761487, 0.75938, 0.759374, 0.759374, 0.759374, 0.759374, 0.759375, 0.787389, 0.759374, 0.759374, 0.764284
2.13194, 0.462454, 1.0894, 0.780712, 1.56922, -0.626949, 0.781171, 3.32066e-07, 0.780719, 0.780728, 0.782437, 0.780812, 0.780748, 0.788141, 0.949821, 0.874309, 0.781918, 0.780717, 0.780712, 0.780712, 0.780712, 0.780712, 0.780713, 0.810566, 0.780712, 0.780712, 0.785858
2.13981, 0.532714, 1.15094, 0.802372, 1.59145, -0.618228, 0.802834, 2.17136e-07, 0.802379, 0.802388, 0.804096, 0.802472, 0.802408, 0.810218, 1.02389, 0.881256, 0.80305, 0.802375, 0.802372, 0.802372, 0.802372, 0.802372, 0.802373, 0.834247, 0.802372, 0.802372, 0.807787
2.14768, 4.46729, 1.23254, 0.824351, 2.54309, 3.23475, 0.824817, 1.40273e-07, 0.824358, 0.824367, 0.826076, 0.824452, 0.824387, 0.832627, 1.11522, 0.890821, 0.824727, 0.824354, 0.824351, 0.824351, 0.824351, 0.824351, 0.824352, 0.858476, 0.824351, 0.824351, 0.830068
2.15555, 3.05585, 1.33786, 0.84665, 2.24852, 1.718, 0.847121, 8.9516e-08, 0.846656, 0.846666, 0.848374, 0.84675, 0.846686, 0.855367, 1.22778, 0.90272, 0.846855, 0.846652, 0.84665, 0.84665, 0.84665, 0.84665, 0.846651, 0.883317, 0.84665, 0.84665, 0.852703
2.16342, 1.46963, 1.47095, 0.869265, 1.86269, -0.00131953, 0.869742, 5.64228e-08, 0.869271, 0.869281, 0.870989, 0.869365, 0.869301, 0.878434, 1.36589, 0.916657, 0.869375, 0.869267, 0.869265, 0.869265, 0.869265, 0.869265, 0.869266, 0.908857, 0.869265, 0.869265, 0.875691
2.1713, 1.52068, 1.63605, 0.892193, 1.87635, -0.115372, 0.892678, 3.51239e-08, 0.8922, 0.892209, 0.893918, 0.892294, 0.892229, 0.901827, 1.53399, 0.932343, 0.892252, 0.892195, 0.892193, 0.892193, 0.892193, 0.892193, 0.892194, 0.93521, 0.892193, 0.892193, 0.899029
2.17917, 4.03662, 1.83738, 0.915433, 2.45695, 2.19924, 0.915928, 2.15922e-08, 0.91544, 0.91545, 0.917158, 0.915534, 0.915469, 0.925542, 1.7364, 0.949516, 0.915464, 0.915435, 0.915433, 0.915433, 0.915433, 0.915433, 0.915434, 0.962525, 0.915433, 0.915433, 0.922714
