   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_385.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0179823, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0100975, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0022127, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00567208, 0, 2.60955e-13, 0, 1.41421, -2.60955e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.45125e-16, 0, 0, 2.90081e-16, 0, 1.30191e-14, 0, 2.46801e-13, 0, 0, 0
0.0135569, 0, 3.91098e-13, 0, 1.41421, -3.91098e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.26452e-15, 0, 0, 4.42444e-16, 0, 2.01175e-14, 0, 3.69273e-13, 0, 0, 0
0.0214417, 0, 5.83855e-13, 0, 1.41421, -5.83855e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.88451e-15, 0, 0, 6.7232e-16, 0, 3.09754e-14, 0, 5.50323e-13, 0, 0, 0
0.0293264, 0, 8.68235e-13, 0, 1.41421, -8.68235e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.79738e-15, 0, 0, 1.01787e-15, 0, 4.7524e-14, 0, 8.16896e-13, 0, 0, 0
0.0372112, 0, 1.28615e-12, 0, 1.41421, -1.28615e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.13611e-15, 0, 0, 1.53542e-15, 0, 7.26564e-14, 0, 1.20782e-12, 0, 0, 0
0.045096, 0, 1.8979e-12, 0, 1.41421, -1.8979e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.09154e-15, 0, 0, 2.30784e-15, 0, 1.10691e-13, 0, 1.77881e-12, 0, 0, 0
0.0529808, 0, 2.78993e-12, 0, 1.41421, -2.78993e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.93643e-15, 0, 0, 3.4568e-15, 0, 1.68049e-13, 0, 2.60949e-12, 0, 0, 0
0.0608656, 0, 4.08566e-12, 0, 1.41421, -4.08566e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.3059e-14, 0, 0, 5.15995e-15, 0, 2.5425e-13, 0, 3.81319e-12, 0, 0, 0
0.0687504, 0, 5.96057e-12, 0, 1.41421, -5.96057e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.90095e-14, 0, 0, 7.67625e-15, 0, 3.83355e-13, 0, 5.55053e-12, 0, 0, 0
0.0766351, 0, 8.66317e-12, 0, 1.41421, -8.66317e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.75645e-14, 0, 0, 1.1382e-14, 0, 5.7606e-13, 0, 8.04816e-12, 0, 0, 0
0.0845199, 0, 1.25441e-11, 0, 1.41421, -1.25441e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.98162e-14, 0, 0, 1.68224e-14, 0, 8.62735e-13, 0, 1.16247e-11, 0, 0, 0
0.0924047, 0, 1.8096e-11, 0, 1.41421, -1.8096e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.72928e-14, 0, 0, 2.47857e-14, 0, 1.28779e-12, 0, 1.67261e-11, 0, 0, 0
0.100289, 0, 2.60084e-11, 0, 1.41421, -2.60084e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.21255e-14, 0, 0, 3.64083e-14, 0, 1.91595e-12, 0, 2.39739e-11, 0, 0, 0
0.108174, 0, 3.7243e-11, 0, 1.41421, -3.7243e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.17273e-13, 0, 0, 5.33254e-14, 0, 2.84129e-12, 0, 3.42311e-11, 0, 0, 0
0.116059, 0, 5.31352e-11, 0, 1.41421, -5.31352e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.66828e-13, 0, 0, 7.78856e-14, 0, 4.20007e-12, 0, 4.86904e-11, 0, 0, 0
0.123944, 0, 7.55328e-11, 0, 1.41421, -7.55328e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.36425e-13, 0, 0, 1.13456e-13, 0, 6.1891e-12, 0, 6.89938e-11, 0, 0, 0
0.131829, 0, 1.06983e-10, 0, 1.41421, -1.06983e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.33793e-13, 0, 0, 1.64856e-13, 0, 9.09175e-12, 0, 9.73924e-11, 0, 0, 0
