   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_15.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.0767832, 0, 3.05648e-18, 0, 1.41421, -3.05648e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.35636e-21, 0, 0, 3.34276e-23, 0, 1.62747e-21, 0, 3.04546e-18, 0, 0, 0
0.0846482, 0, 6.31137e-18, 0, 1.41421, -6.31137e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.93199e-20, 0, 0, 6.9841e-23, 0, 3.4182e-21, 0, 6.28856e-18, 0, 0, 0
0.0925132, 0, 1.28963e-17, 0, 1.41421, -1.28963e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.9477e-20, 0, 0, 1.44429e-22, 0, 7.10314e-21, 0, 1.28496e-17, 0, 0, 0
0.100378, 0, 2.60845e-17, 0, 1.41421, -2.60845e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.98465e-20, 0, 0, 2.95713e-22, 0, 1.46093e-20, 0, 2.59898e-17, 0, 0, 0
0.108243, 0, 5.22392e-17, 0, 1.41421, -5.22392e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.59906e-19, 0, 0, 5.99641e-22, 0, 2.975e-20, 0, 5.2049e-17, 0, 0, 0
0.116108, 0, 1.03614e-16, 0, 1.41421, -1.03614e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.17164e-19, 0, 0, 1.20456e-21, 0, 5.99997e-20, 0, 1.03236e-16, 0, 0, 0
0.123973, 0, 2.03586e-16, 0, 1.41421, -2.03586e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.23172e-19, 0, 0, 2.39768e-21, 0, 1.19878e-19, 0, 2.0284e-16, 0, 0, 0
0.131838, 0, 3.96346e-16, 0, 1.41421, -3.96346e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2132e-18, 0, 0, 4.7301e-21, 0, 2.3734e-19, 0, 3.94891e-16, 0, 0, 0
0.139703, 0, 7.64687e-16, 0, 1.41421, -7.64687e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.34064e-18, 0, 0, 9.25032e-21, 0, 4.65741e-19, 0, 7.61872e-16, 0, 0, 0
0.147568, 0, 1.46233e-15, 0, 1.41421, -1.46233e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.47604e-18, 0, 0, 1.79361e-20, 0, 9.0605e-19, 0, 1.45693e-15, 0, 0, 0
0.155433, 0, 2.77226e-15, 0, 1.41421, -2.77226e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.48546e-18, 0, 0, 3.44872e-20, 0, 1.74777e-18, 0, 2.76199e-15, 0, 0, 0
0.163298, 0, 5.21082e-15, 0, 1.41421, -5.21082e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.59493e-17, 0, 0, 6.57682e-20, 0, 3.34365e-18, 0, 5.19146e-15, 0, 0, 0
0.171163, 0, 9.71224e-15, 0, 1.41421, -9.71224e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.9727e-17, 0, 0, 1.24412e-19, 0, 6.3451e-18, 0, 9.67604e-15, 0, 0, 0
0.179028, 0, 1.79525e-14, 0, 1.41421, -1.79525e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.49478e-17, 0, 0, 2.33482e-19, 0, 1.19456e-17, 0, 1.78854e-14, 0, 0, 0
0.186893, 0, 3.29133e-14, 0, 1.41421, -3.29133e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.00737e-16, 0, 0, 4.34753e-19, 0, 2.23149e-17, 0, 3.27898e-14, 0, 0, 0
0.194758, 0, 5.98546e-14, 0, 1.41421, -5.98546e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.83194e-16, 0, 0, 8.03304e-19, 0, 4.13678e-17, 0, 5.96293e-14, 0, 0, 0
0.202623, 0, 1.0798e-13, 0, 1.41421, -1.0798e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.30486e-16, 0, 0, 1.47308e-18, 0, 7.61153e-17, 0, 1.07572e-13, 0, 0, 0
0.210488, 0, 1.93263e-13, 0, 1.41421, -1.93263e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.91497e-16, 0, 0, 2.68124e-18, 0, 1.39022e-16, 0, 1.9253e-13, 0, 0, 0
0.218353, 0, 3.43193e-13, 0, 1.41421, -3.43193e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.05036e-15, 0, 0, 4.84453e-18, 0, 2.52084e-16, 0, 3.41885e-13, 0, 0, 0
0.226218, 0, 6.04705e-13, 0, 1.41421, -6.04705e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.85073e-15, 0, 0, 8.69008e-18, 0, 4.53853e-16, 0, 6.02391e-13, 0, 0, 0
0.234083, 0, 1.05728e-12, 0, 1.41421, -1.05728e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.23588e-15, 0, 0, 1.54775e-17, 0, 8.11413e-16, 0, 1.05322e-12, 0, 0, 0
0.241948, 0, 1.83444e-12, 0, 1.41421, -1.83444e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.61449e-15, 0, 0, 2.73741e-17, 0, 1.44071e-15, 0, 1.82736e-12, 0, 0, 0
0.249813, 0, 3.15866e-12, 0, 1.41421, -3.15866e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.66764e-15, 0, 0, 4.80832e-17, 0, 2.54077e-15, 0, 3.14641e-12, 0, 0, 0
0.257678, 0, 5.39773e-12, 0, 1.41421, -5.39773e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.65213e-14, 0, 0, 8.38932e-17, 0, 4.45136e-15, 0, 5.37667e-12, 0, 0, 0
0.265543, 0, 9.15466e-12, 0, 1.41421, -9.15466e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.80222e-14, 0, 0, 1.45414e-16, 0, 7.74809e-15, 0, 9.11874e-12, 0, 0, 0
0.273408, 0, 1.54104e-11, 0, 1.41421, -1.54104e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.71749e-14, 0, 0, 2.50442e-16, 0, 1.34007e-14, 0, 1.53496e-11, 0, 0, 0
0.281273, 0, 2.57479e-11, 0, 1.41421, -2.57479e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.88297e-14, 0, 0, 4.28667e-16, 0, 2.30335e-14, 0, 2.56456e-11, 0, 0, 0
0.289138, 0, 4.27011e-11, 0, 1.41421, -4.27011e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.30754e-13, 0, 0, 7.29368e-16, 0, 3.93506e-14, 0, 4.25303e-11, 0, 0, 0
0.297003, 0, 7.0294e-11, 0, 1.41421, -7.0294e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.15292e-13, 0, 0, 1.23394e-15, 0, 6.68312e-14, 0, 7.00107e-11, 0, 0, 0
0.304868, 0, 1.14866e-10, 0, 1.41421, -1.14866e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.51903e-13, 0, 0, 2.07628e-15, 0, 1.12856e-13, 0, 1.14399e-10, 0, 0, 0
0.312733, 0, 1.86325e-10, 1.079e-43, 1.41421, -1.86325e-10, 1.079e-43, 0, 1.079e-43, 1.079e-43, 1.079e-43, 1.079e-43, 1.079e-43, 1.079e-43, 1.079e-43, 1.079e-43, 1.079e-43, 1.079e-43, 1.079e-43, 5.71028e-13, 1.079e-43, 1.079e-43, 3.47584e-15, 1.079e-43, 1.89529e-13, 1.079e-43, 1.85561e-10, 1.079e-43, 1.079e-43, 1.079e-43
0.320598, 0, 3.00032e-10, 2.12157e-42, 1.41421, -3.00032e-10, 2.12157e-42, 0, 2.12157e-42, 2.12157e-42, 2.12157e-42, 2.12157e-42, 2.12157e-42, 2.12157e-42, 2.12157e-42, 2.12157e-42, 2.12157e-42, 2.12157e-42, 2.12157e-42, 9.19925e-13, 2.12157e-42, 2.12157e-42, 5.79128e-15, 2.12157e-42, 3.16617e-13, 2.12157e-42, 2.98789e-10, 2.12157e-42, 2.12157e-42, 2.12157e-42
0.328463, 0, 4.79613e-10, 3.08692e-41, 1.41421, -4.79613e-10, 3.08692e-41, 0, 3.08692e-41, 3.08692e-41, 3.08692e-41, 3.08692e-41, 3.08692e-41, 3.08692e-41, 3.08692e-41, 3.08692e-41, 3.08692e-41, 3.08692e-41, 3.08692e-41, 1.47139e-12, 3.08692e-41, 3.08692e-41, 9.60724e-15, 3.08692e-41, 5.26274e-13, 3.08692e-41, 4.77605e-10, 3.08692e-41, 3.08692e-41, 3.08692e-41
0.336328, 0, 7.61117e-10, 4.09546e-40, 1.41421, -7.61117e-10, 4.09546e-40, 0, 4.09546e-40, 4.09546e-40, 4.09546e-40, 4.09546e-40, 4.09546e-40, 4.09546e-40, 4.09546e-40, 4.09546e-40, 4.09546e-40, 4.09546e-40, 4.09546e-40, 2.33669e-12, 4.09546e-40, 4.09546e-40, 1.58752e-14, 4.09546e-40, 8.70626e-13, 4.09546e-40, 7.57894e-10, 4.09546e-40, 4.09546e-40, 4.09546e-40
0.344193, 0, 1.19911e-09, 4.87861e-39, 1.41421, -1.19911e-09, 4.87861e-39, 0, 4.87861e-39, 4.87861e-39, 4.87861e-39, 4.87861e-39, 4.87861e-39, 4.87861e-39, 4.87861e-39, 4.87861e-39, 4.87861e-39, 4.87861e-39, 4.87861e-39, 3.68467e-12, 4.87861e-39, 4.87861e-39, 2.61417e-14, 4.87861e-39, 1.43394e-12, 4.87861e-39, 1.19397e-09, 4.87861e-39, 4.87861e-39, 4.87861e-39
0.352058, 0, 1.87555e-09, 5.24055e-38, 1.41421, -1.87555e-09, 5.24055e-38, 0, 5.24055e-38, 5.24055e-38, 5.24055e-38, 5.24055e-38, 5.24055e-38, 5.24055e-38, 5.24055e-38, 5.24055e-38, 5.24055e-38, 5.24055e-38, 5.24055e-38, 5.76962e-12, 5.24055e-38, 5.24055e-38, 4.292e-14, 5.24055e-38, 2.35211e-12, 5.24055e-38, 1.86738e-09, 5.24055e-38, 5.24055e-38, 5.24055e-38
0.359923, 0, 2.91251e-09, 5.0968e-37, 1.41421, -2.91251e-09, 5.0968e-37, 0, 5.0968e-37, 5.0968e-37, 5.0968e-37, 5.0968e-37, 5.0968e-37, 5.0968e-37, 5.0968e-37, 5.0968e-37, 5.0968e-37, 5.0968e-37, 5.0968e-37, 8.97168e-12, 5.0968e-37, 5.0968e-37, 7.02928e-14, 5.0968e-37, 3.84393e-12, 5.0968e-37, 2.89962e-09, 5.0968e-37, 5.0968e-37, 5.0968e-37
0.367788, 0, 4.49042e-09, 4.51273e-36, 1.41421, -4.49042e-09, 4.51273e-36, 0, 4.51273e-36, 4.51273e-36, 4.51273e-36, 4.51273e-36, 4.51273e-36, 4.51273e-36, 4.51273e-36, 4.51273e-36, 4.51273e-36, 4.51273e-36, 4.51273e-36, 1.38551e-11, 4.51273e-36, 4.51273e-36, 1.14896e-13, 4.51273e-36, 6.26119e-12, 4.51273e-36, 4.47019e-09, 4.51273e-36, 4.51273e-36, 4.51273e-36
0.375653, 0, 6.87387e-09, 3.65609e-35, 1.41421, -6.87387e-09, 3.65609e-35, 0, 3.65609e-35, 3.65609e-35, 3.65609e-35, 3.65609e-35, 3.65609e-35, 3.65609e-35, 3.65609e-35, 3.65609e-35, 3.65609e-35, 3.65609e-35, 3.65609e-35, 2.12515e-11, 3.65609e-35, 3.65609e-35, 1.87524e-13, 3.65609e-35, 1.01691e-11, 3.65609e-35, 6.84226e-09, 3.65609e-35, 3.65609e-35, 3.65609e-35
0.383518, 0, 1.04477e-08, 2.72353e-34, 1.41421, -1.04477e-08, 2.72353e-34, 0, 2.72353e-34, 2.72353e-34, 2.72353e-34, 2.72353e-34, 2.72353e-34, 2.72353e-34, 2.72353e-34, 2.72353e-34, 2.72353e-34, 2.72353e-34, 2.72353e-34, 3.23781e-11, 2.72353e-34, 2.72353e-34, 3.05744e-13, 2.72353e-34, 1.64756e-11, 2.72353e-34, 1.03986e-08, 2.72353e-34, 2.72353e-34, 2.72353e-34
0.391383, 0, 1.57675e-08, 1.87412e-33, 1.41421, -1.57675e-08, 1.87412e-33, 0, 1.87412e-33, 1.87412e-33, 1.87412e-33, 1.87412e-33, 1.87412e-33, 1.87412e-33, 1.87412e-33, 1.87412e-33, 1.87412e-33, 1.87412e-33, 1.87412e-33, 4.90049e-11, 1.87412e-33, 1.87412e-33, 4.98173e-13, 1.87412e-33, 2.66388e-11, 1.87412e-33, 1.56914e-08, 1.87412e-33, 1.87412e-33, 1.87412e-33
0.399248, 0, 2.36288e-08, 1.26668e-32, 1.41421, -2.36288e-08, 1.26668e-32, 0, 1.26668e-32, 1.26668e-32, 1.26668e-32, 1.26668e-32, 1.26668e-32, 1.26668e-32, 1.26668e-32, 1.26668e-32, 1.26668e-32, 1.26668e-32, 1.26668e-32, 7.36889e-11, 1.26668e-32, 1.26668e-32, 8.11444e-13, 1.26668e-32, 4.30018e-11, 1.26668e-32, 2.35113e-08, 1.26668e-32, 1.26668e-32, 1.26668e-32
0.407113, 0, 3.51619e-08, 8.22075e-32, 1.41421, -3.51619e-08, 8.22075e-32, 0, 8.22075e-32, 8.22075e-32, 8.22075e-32, 8.22075e-32, 8.22075e-32, 8.22075e-32, 8.22075e-32, 8.22075e-32, 8.22075e-32, 8.22075e-32, 8.22075e-32, 1.101e-10, 8.22075e-32, 8.22075e-32, 1.32155e-12, 8.22075e-32, 6.93296e-11, 8.22075e-32, 3.49811e-08, 8.22075e-32, 8.22075e-32, 8.22075e-32
0.414978, 0, 5.19604e-08, 5.01159e-31, 1.41421, -5.19604e-08, 5.01159e-31, 0, 5.01159e-31, 5.01159e-31, 5.01159e-31, 5.01159e-31, 5.01159e-31, 5.01159e-31, 5.01159e-31, 5.01159e-31, 5.01159e-31, 5.01159e-31, 5.01159e-31, 1.63476e-10, 5.01159e-31, 5.01159e-31, 2.15229e-12, 5.01159e-31, 1.11675e-10, 5.01159e-31, 5.16831e-08, 5.01159e-31, 5.01159e-31, 5.01159e-31
0.422843, 0, 7.62541e-08, 2.8586e-30, 1.41421, -7.62541e-08, 2.8586e-30, 0, 2.8586e-30, 2.8586e-30, 2.8586e-30, 2.8586e-30, 2.8586e-30, 2.8586e-30, 2.8586e-30, 2.8586e-30, 2.8586e-30, 2.8586e-30, 2.8586e-30, 2.41247e-10, 2.8586e-30, 2.8586e-30, 3.50509e-12, 2.8586e-30, 1.79766e-10, 2.8586e-30, 7.58295e-08, 2.8586e-30, 2.8586e-30, 2.8586e-30
0.430708, 0, 1.11138e-07, 1.52712e-29, 1.41421, -1.11138e-07, 1.52712e-29, 0, 1.52712e-29, 1.52712e-29, 1.52712e-29, 1.52712e-29, 1.52712e-29, 1.52712e-29, 1.52712e-29, 1.52712e-29, 1.52712e-29, 1.52712e-29, 1.52712e-29, 3.53896e-10, 1.52712e-29, 1.52712e-29, 5.70713e-12, 1.52712e-29, 2.89234e-10, 1.52712e-29, 1.1049e-07, 1.52712e-29, 1.52712e-29, 1.52712e-29
0.438573, 0, 1.60879e-07, 7.66128e-29, 1.41421, -1.60879e-07, 7.66128e-29, 0, 7.66128e-29, 7.66128e-29, 7.66128e-29, 7.66128e-29, 7.66128e-29, 7.66128e-29, 7.66128e-29, 7.66128e-29, 7.66128e-29, 7.66128e-29, 7.66128e-29, 5.16133e-10, 7.66128e-29, 7.66128e-29, 9.2885e-12, 7.66128e-29, 4.65169e-10, 7.66128e-29, 1.59888e-07, 7.66128e-29, 7.66128e-29, 7.66128e-29
0.446438, 0, 2.31309e-07, 3.62082e-28, 1.41421, -2.31309e-07, 3.62082e-28, 0, 3.62082e-28, 3.62082e-28, 3.62082e-28, 3.62082e-28, 3.62082e-28, 3.62082e-28, 3.62082e-28, 3.62082e-28, 3.62082e-28, 3.62082e-28, 3.62082e-28, 7.48501e-10, 3.62082e-28, 3.62082e-28, 1.51052e-11, 3.62082e-28, 7.47772e-10, 3.62082e-28, 2.29798e-07, 3.62082e-28, 3.62082e-28, 3.62082e-28
0.454303, 0, 3.30348e-07, 1.61722e-27, 1.41421, -3.30348e-07, 1.61722e-27, 0, 1.61722e-27, 1.61722e-27, 1.61722e-27, 1.61722e-27, 1.61722e-27, 1.61722e-27, 1.61722e-27, 1.61722e-27, 1.61722e-27, 1.61722e-27, 1.61722e-27, 1.07954e-09, 1.61722e-27, 1.61722e-27, 2.45342e-11, 1.61722e-27, 1.2013e-09, 1.61722e-27, 3.28043e-07, 1.61722e-27, 1.61722e-27, 1.61722e-27
0.462168, 0, 4.68667e-07, 6.84659e-27, 1.41421, -4.68667e-07, 6.84659e-27, 0, 6.84659e-27, 6.84659e-27, 6.84659e-27, 6.84659e-27, 6.84659e-27, 6.84659e-27, 6.84659e-27, 6.84659e-27, 6.84659e-27, 6.84659e-27, 6.84659e-27, 1.54871e-09, 6.84659e-27, 6.84659e-27, 3.97802e-11, 6.84659e-27, 1.92812e-09, 6.84659e-27, 4.6515e-07, 6.84659e-27, 6.84659e-27, 6.84659e-27
0.470033, 0, 6.60543e-07, 2.75518e-26, 1.41421, -6.60543e-07, 2.75518e-26, 0, 2.75518e-26, 2.75518e-26, 2.75518e-26, 2.75518e-26, 2.75518e-26, 2.75518e-26, 2.75518e-26, 2.75518e-26, 2.75518e-26, 2.75518e-26, 2.75518e-26, 2.21035e-09, 2.75518e-26, 2.75518e-26, 6.43547e-11, 2.75518e-26, 3.09066e-09, 2.75518e-26, 6.55178e-07, 2.75518e-26, 2.75518e-26, 2.75518e-26
0.477898, 0, 9.24943e-07, 1.05679e-25, 1.41421, -9.24943e-07, 1.05679e-25, 0, 1.05679e-25, 1.05679e-25, 1.05679e-25, 1.05679e-25, 1.05679e-25, 1.05679e-25, 1.05679e-25, 1.05679e-25, 1.05679e-25, 1.05679e-25, 1.05679e-25, 3.13888e-09, 1.05679e-25, 1.05679e-25, 1.03819e-10, 1.05679e-25, 4.9453e-09, 1.05679e-25, 9.16755e-07, 1.05679e-25, 1.05679e-25, 1.05679e-25
0.485763, 0, 1.2869e-06, 3.87342e-25, 1.41421, -1.2869e-06, 3.87342e-25, 0, 3.87342e-25, 3.87342e-25, 3.87342e-25, 3.87342e-25, 3.87342e-25, 3.87342e-25, 3.87342e-25, 1.68994e-11, 3.87342e-25, 3.87342e-25, 3.87342e-25, 4.43584e-09, 3.87342e-25, 3.87342e-25, 1.66922e-10, 3.87342e-25, 7.89443e-09, 3.87342e-25, 1.27439e-06, 3.87342e-25, 3.87342e-25, 3.87342e-25
0.493628, 0, 1.77921e-06, 1.36068e-24, 1.41421, -1.77921e-06, 1.36068e-24, 0, 1.36068e-24, 1.36068e-24, 1.36068e-24, 1.36068e-24, 1.36068e-24, 1.36068e-24, 1.36068e-24, 5.69223e-11, 1.36068e-24, 1.36068e-24, 1.36068e-24, 6.23902e-09, 1.36068e-24, 1.36068e-24, 2.67345e-10, 1.36068e-24, 1.25653e-08, 1.36068e-24, 1.76008e-06, 1.36068e-24, 1.36068e-24, 1.36068e-24
0.501493, 0, 2.4504e-06, 4.63767e-24, 1.41421, -2.4504e-06, 1.56371e-10, 0, 9.24286e-14, 2.43938e-13, 1.59464e-12, 1.04116e-11, 3.33903e-11, 3.40473e-10, 5.15996e-10, 8.91927e-10, 2.04541e-10, 4.4541e-11, 2.37804e-09, 8.73494e-09, 9.82301e-10, 8.69336e-13, 4.26313e-10, 1.84313e-12, 1.99285e-08, 2.61931e-15, 2.41565e-06, 4.63767e-24, 4.63767e-24, 1.01612e-10
0.509358, 0, 3.36746e-06, 9.64388e-09, 1.41421, -3.36746e-06, 1.01691e-08, 9.64388e-09, 9.64419e-09, 9.6447e-09, 9.64924e-09, 9.67885e-09, 9.75603e-09, 1.07874e-08, 1.13769e-08, 1.24957e-08, 1.03309e-08, 9.79348e-09, 1.76308e-08, 2.18178e-08, 1.2943e-08, 9.6468e-09, 1.03205e-08, 9.66965e-09, 4.11181e-08, 9.64389e-09, 3.30423e-06, 9.64388e-09, 9.64388e-09, 9.98515e-09
0.517223, 0, 4.6148e-06, 3.22596e-08, 1.41421, -4.6148e-06, 3.36348e-08, 3.22596e-08, 3.22605e-08, 3.22618e-08, 3.22737e-08, 3.23512e-08, 3.25533e-08, 3.52538e-08, 3.67974e-08, 3.96074e-08, 3.40584e-08, 3.26513e-08, 5.31727e-08, 4.91507e-08, 4.08982e-08, 3.22673e-08, 3.33279e-08, 3.23558e-08, 8.17288e-08, 3.22597e-08, 4.49798e-06, 3.22596e-08, 3.22596e-08, 3.31532e-08
0.525088, 0, 6.32221e-06, 8.42845e-08, 1.41421, -6.32221e-06, 8.75744e-08, 8.42845e-08, 8.42864e-08, 8.42896e-08, 8.4318e-08, 8.45035e-08, 8.4987e-08, 9.14478e-08, 9.51407e-08, 1.01715e-07, 8.85879e-08, 8.52216e-08, 1.34317e-07, 1.07616e-07, 1.04951e-07, 8.43028e-08, 8.59617e-08, 8.45534e-08, 1.61614e-07, 8.42845e-08, 6.1018e-06, 8.42845e-08, 8.42845e-08, 8.64223e-08
0.532953, 0, 8.68735e-06, 2.01366e-07, 1.41421, -8.68735e-06, 2.08874e-07, 2.01366e-07, 2.01371e-07, 2.01378e-07, 2.01443e-07, 2.01866e-07, 2.0297e-07, 2.17712e-07, 2.26139e-07, 2.40911e-07, 2.11186e-07, 2.03505e-07, 3.15534e-07, 2.33452e-07, 2.48526e-07, 2.01408e-07, 2.03984e-07, 2.02038e-07, 3.21533e-07, 2.01367e-07, 8.26324e-06, 2.01366e-07, 2.01366e-07, 2.06245e-07
0.540818, 0, 1.20291e-05, 4.59066e-07, 1.41421, -1.20291e-05, 4.75655e-07, 4.59066e-07, 4.59075e-07, 4.59091e-07, 4.59235e-07, 4.6017e-07, 4.62608e-07, 4.95186e-07, 5.13807e-07, 5.46019e-07, 4.80765e-07, 4.63791e-07, 7.11349e-07, 5.02994e-07, 5.63276e-07, 4.59158e-07, 4.63126e-07, 4.60641e-07, 6.44647e-07, 4.59066e-07, 1.12009e-05, 4.59066e-07, 4.59066e-07, 4.69845e-07
0.548683, 0, 1.68975e-05, 1.01369e-06, 1.41421, -1.68975e-05, 1.0494e-06, 1.01369e-06, 1.01371e-06, 1.01374e-06, 1.01405e-06, 1.01606e-06, 1.02131e-06, 1.09145e-06, 1.13153e-06, 1.21257e-06, 1.0604e-06, 1.02386e-06, 1.5568e-06, 1.07356e-06, 1.23803e-06, 1.01388e-06, 1.01994e-06, 1.01724e-06, 1.29851e-06, 1.01369e-06, 1.52546e-05, 1.01369e-06, 1.01369e-06, 1.03689e-06
0.556548, 0, 2.426e-05, 2.18097e-06, 1.41421, -2.426e-05, 2.25606e-06, 2.18097e-06, 2.18102e-06, 2.18109e-06, 2.18174e-06, 2.18597e-06, 2.19701e-06, 2.34447e-06, 2.42876e-06, 2.64087e-06, 2.27919e-06, 2.20236e-06, 3.32292e-06, 2.26221e-06, 2.65268e-06, 2.18139e-06, 2.19055e-06, 2.18873e-06, 2.61472e-06, 2.18097e-06, 2.0977e-05, 2.18097e-06, 2.18097e-06, 2.22977e-06
0.564413, 0, 3.59311e-05, 4.58325e-06, 1.41421, -3.59311e-05, 4.73762e-06, 4.58325e-06, 4.58334e-06, 4.58349e-06, 4.58482e-06, 4.59353e-06, 4.61621e-06, 4.91937e-06, 5.09265e-06, 5.70604e-06, 4.78517e-06, 4.62722e-06, 6.93088e-06, 4.69298e-06, 5.55299e-06, 4.58411e-06, 4.59782e-06, 4.59978e-06, 5.23887e-06, 4.58325e-06, 2.93024e-05, 4.58325e-06, 4.58325e-06, 4.68356e-06
