   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_767.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0117948, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00394843, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00389793, 0, 5.32182e-18, 0, 1.41421, -5.32182e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.14541e-20, 0, 0, 1.13875e-20, 0, 1.19197e-21, 0, 5.27778e-18, 0, 0, 0
0.0117443, 0, 9.64848e-18, 0, 1.41421, -9.64848e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.7024e-20, 0, 0, 2.10033e-20, 0, 2.20217e-21, 0, 9.56825e-18, 0, 0, 0
0.0195907, 0, 1.73668e-17, 0, 1.41421, -1.73668e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.02636e-19, 0, 0, 3.84629e-20, 0, 4.04057e-21, 0, 1.72217e-17, 0, 0, 0
0.027437, 0, 3.10389e-17, 0, 1.41421, -3.10389e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.83429e-19, 0, 0, 6.9946e-20, 0, 7.36396e-21, 0, 3.07782e-17, 0, 0, 0
0.0352834, 0, 5.50908e-17, 0, 1.41421, -5.50908e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.25553e-19, 0, 0, 1.26332e-19, 0, 1.33331e-20, 0, 5.46256e-17, 0, 0, 0
0.0431297, 0, 9.71158e-17, 0, 1.41421, -9.71158e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.73869e-19, 0, 0, 2.26648e-19, 0, 2.39866e-20, 0, 9.62913e-17, 0, 0, 0
0.0509761, 0, 1.70055e-16, 0, 1.41421, -1.70055e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.00483e-18, 0, 0, 4.03955e-19, 0, 4.28826e-20, 0, 1.68603e-16, 0, 0, 0
0.0588225, 0, 2.95816e-16, 0, 1.41421, -2.95816e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.74785e-18, 0, 0, 7.15328e-19, 0, 7.61954e-20, 0, 2.93277e-16, 0, 0, 0
0.0666688, 0, 5.11249e-16, 0, 1.41421, -5.11249e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.02059e-18, 0, 0, 1.25869e-18, 0, 1.34575e-19, 0, 5.06836e-16, 0, 0, 0
0.0745152, 0, 8.77926e-16, 0, 1.41421, -8.77926e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.18675e-18, 0, 0, 2.20096e-18, 0, 2.36286e-19, 0, 8.70302e-16, 0, 0, 0
0.0823616, 0, 1.49808e-15, 0, 1.41421, -1.49808e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.85011e-18, 0, 0, 3.82497e-18, 0, 4.12474e-19, 0, 1.48499e-15, 0, 0, 0
0.0902079, 0, 2.54037e-15, 0, 1.41421, -2.54037e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.50067e-17, 0, 0, 6.607e-18, 0, 7.15951e-19, 0, 2.51804e-15, 0, 0, 0
0.0980543, 0, 4.28127e-15, 0, 1.41421, -4.28127e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.52894e-17, 0, 0, 1.13442e-17, 0, 1.23578e-18, 0, 4.2434e-15, 0, 0, 0
0.105901, 0, 7.17122e-15, 0, 1.41421, -7.17122e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.23578e-17, 0, 0, 1.93631e-17, 0, 2.12131e-18, 0, 7.10738e-15, 0, 0, 0
0.113747, 0, 1.19394e-14, 0, 1.41421, -1.19394e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.05176e-17, 0, 0, 3.28587e-17, 0, 3.62172e-18, 0, 1.18324e-14, 0, 0, 0
0.121593, 0, 1.97591e-14, 0, 1.41421, -1.97591e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.16696e-16, 0, 0, 5.54412e-17, 0, 6.15041e-18, 0, 1.95808e-14, 0, 0, 0
0.12944, 0, 3.25063e-14, 0, 1.41421, -3.25063e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.91968e-16, 0, 0, 9.30149e-17, 0, 1.03897e-17, 0, 3.22109e-14, 0, 0, 0
0.137286, 0, 5.31623e-14, 0, 1.41421, -5.31623e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.13933e-16, 0, 0, 1.55183e-16, 0, 1.74601e-17, 0, 5.26757e-14, 0, 0, 0
0.145132, 0, 8.64361e-14, 0, 1.41421, -8.64361e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.10388e-16, 0, 0, 2.57476e-16, 0, 2.91918e-17, 0, 8.56391e-14, 0, 0, 0
0.152979, 0, 1.3972e-13, 0, 1.41421, -1.3972e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.24968e-16, 0, 0, 4.24882e-16, 0, 4.85596e-17, 0, 1.38422e-13, 0, 0, 0
0.160825, 0, 2.2455e-13, 0, 1.41421, -2.2455e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.32575e-15, 0, 0, 6.97383e-16, 0, 8.03801e-17, 0, 2.22446e-13, 0, 0, 0
0.168672, 0, 3.58814e-13, 0, 1.41421, -3.58814e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.11832e-15, 0, 0, 1.13863e-15, 0, 1.32403e-16, 0, 3.55425e-13, 0, 0, 0
0.176518, 0, 5.70091e-13, 0, 1.41421, -5.70091e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.36543e-15, 0, 0, 1.84946e-15, 0, 2.17044e-16, 0, 5.64659e-13, 0, 0, 0
0.184364, 0, 9.00635e-13, 0, 1.41421, -9.00635e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.31642e-15, 0, 0, 2.98881e-15, 0, 3.54107e-16, 0, 8.91975e-13, 0, 0, 0
0.192211, 0, 1.4148e-12, 0, 1.41421, -1.4148e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.35107e-15, 0, 0, 4.80608e-15, 0, 5.75029e-16, 0, 1.40107e-12, 0, 0, 0
0.200057, 0, 2.21001e-12, 0, 1.41421, -2.21001e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.30443e-14, 0, 0, 7.69118e-15, 0, 9.295e-16, 0, 2.18835e-12, 0, 0, 0
0.207903, 0, 3.43288e-12, 0, 1.41421, -3.43288e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.02612e-14, 0, 0, 1.22505e-14, 0, 1.49573e-15, 0, 3.39887e-12, 0, 0, 0
0.21575, 0, 5.30267e-12, 0, 1.41421, -5.30267e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.1296e-14, 0, 0, 1.94239e-14, 0, 2.39628e-15, 0, 5.24956e-12, 0, 0, 0
0.223596, 0, 8.14545e-12, 0, 1.41421, -8.14545e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.80729e-14, 0, 0, 3.0663e-14, 0, 3.82255e-15, 0, 8.06289e-12, 0, 0, 0
0.231442, 0, 1.2443e-11, 0, 1.41421, -1.2443e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.3436e-14, 0, 0, 4.82026e-14, 0, 6.07214e-15, 0, 1.23153e-11, 0, 0, 0
0.239289, 0, 1.89033e-11, 0, 1.41421, -1.89033e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.11565e-13, 0, 0, 7.54735e-14, 0, 9.60639e-15, 0, 1.87067e-11, 0, 0, 0
0.247135, 0, 2.85601e-11, 0, 1.41421, -2.85601e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.68563e-13, 0, 0, 1.1773e-13, 0, 1.51378e-14, 0, 2.82586e-11, 0, 0, 0
0.254982, 0, 4.29138e-11, 0, 1.41421, -4.29138e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.53296e-13, 0, 0, 1.83001e-13, 0, 2.37634e-14, 0, 4.24538e-11, 0, 0, 0
0.262828, 0, 6.41301e-11, 0, 1.41421, -6.41301e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.78559e-13, 0, 0, 2.83542e-13, 0, 3.71677e-14, 0, 6.34308e-11, 0, 0, 0
