   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_740.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup
-0.00284261, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00501669, 0, 3.73276e-20, 0, 1.41421, -3.73276e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.80463e-25, 0, 6.05e-21, 0, 3.12768e-20, 0, 0
0.012876, 0, 7.80541e-20, 0, 1.41421, -7.80541e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.64744e-24, 0, 1.287e-20, 0, 6.51825e-20, 0, 0
0.0207353, 0, 1.61356e-19, 0, 1.41421, -1.61356e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.43836e-24, 0, 2.70574e-20, 0, 1.34295e-19, 0, 0
0.0285946, 0, 3.29896e-19, 0, 1.41421, -3.29896e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.09832e-24, 0, 5.62462e-20, 0, 2.73643e-19, 0, 0
0.0364539, 0, 6.67329e-19, 0, 1.41421, -6.67329e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.45008e-23, 0, 1.15664e-19, 0, 5.51651e-19, 0, 0
0.0443132, 0, 1.33606e-18, 0, 1.41421, -1.33606e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.93231e-23, 0, 2.35383e-19, 0, 1.10065e-18, 0, 0
0.0521725, 0, 2.64834e-18, 0, 1.41421, -2.64834e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.8715e-23, 0, 4.74232e-19, 0, 2.17405e-18, 0, 0
0.0600318, 0, 5.19887e-18, 0, 1.41421, -5.19887e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1645e-22, 0, 9.46225e-19, 0, 4.25253e-18, 0, 0
0.0678911, 0, 1.01099e-17, 0, 1.41421, -1.01099e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.28821e-22, 0, 1.87034e-18, 0, 8.23936e-18, 0, 0
0.0757504, 0, 1.94804e-17, 0, 1.41421, -1.94804e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.45582e-22, 0, 3.66352e-18, 0, 1.58165e-17, 0, 0
0.0836097, 0, 3.72015e-17, 0, 1.41421, -3.72015e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.60068e-22, 0, 7.11288e-18, 0, 3.00878e-17, 0, 0
0.091469, 0, 7.04247e-17, 0, 1.41421, -7.04247e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.6459e-21, 0, 1.36921e-17, 0, 5.6731e-17, 0, 0
0.0993283, 0, 1.32184e-16, 0, 1.41421, -1.32184e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.12339e-21, 0, 2.6138e-17, 0, 1.06043e-16, 0, 0
0.107188, 0, 2.46036e-16, 0, 1.41421, -2.46036e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.87865e-21, 0, 4.94936e-17, 0, 1.96536e-16, 0, 0
0.115047, 0, 4.54214e-16, 0, 1.41421, -4.54214e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.09757e-20, 0, 9.29795e-17, 0, 3.61223e-16, 0, 0
0.122906, 0, 8.31822e-16, 0, 1.41421, -8.31822e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.03307e-20, 0, 1.73327e-16, 0, 6.58474e-16, 0, 0
0.130766, 0, 1.51137e-15, 0, 1.41421, -1.51137e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.73684e-20, 0, 3.20675e-16, 0, 1.19066e-15, 0, 0
0.138625, 0, 2.72486e-15, 0, 1.41421, -2.72486e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.81617e-20, 0, 5.88916e-16, 0, 2.13588e-15, 0, 0
