   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_858.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Cr_K, Ti_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0220874, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0141654, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00624349, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00167845, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0096004, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0175223, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0254443, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0333662, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0412882, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0492101, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0571321, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.065054, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.072976, 0, 1.60376e-30, 0, 1.41421, -1.60376e-30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.52736e-32, 0, 0, 2.35922e-33, 0, 0, 1.58613e-30, 0, 0, 0
0.0808979, 0, 1.77163e-29, 0, 1.41421, -1.77163e-29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.68724e-31, 0, 0, 2.60617e-32, 0, 0, 1.75215e-29, 0, 0, 0
0.0888199, 0, 1.22847e-28, 0, 1.41421, -1.22847e-28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.16995e-30, 0, 0, 1.80715e-31, 0, 0, 1.21497e-28, 0, 0, 0
0.0967418, 0, 6.80842e-28, 0, 1.41421, -6.80842e-28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.48409e-30, 0, 0, 1.00156e-30, 0, 0, 6.73357e-28, 0, 0, 0
0.104664, 0, 3.28609e-27, 0, 1.41421, -3.28609e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.12954e-29, 0, 0, 4.8407e-30, 0, 0, 3.24995e-27, 0, 0, 0
0.112586, 0, 1.4393e-26, 0, 1.41421, -1.4393e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.37072e-28, 0, 0, 2.12586e-29, 0, 0, 1.42346e-26, 0, 0, 0
0.120508, 0, 5.85473e-26, 0, 1.41421, -5.85473e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.57577e-28, 0, 0, 8.67846e-29, 0, 0, 5.7903e-26, 0, 0, 0
0.12843, 0, 2.2439e-25, 0, 1.41421, -2.2439e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.13697e-27, 0, 0, 3.34016e-28, 0, 0, 2.21919e-25, 0, 0, 0
0.136352, 0, 8.1814e-25, 0, 1.41421, -8.1814e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.79147e-27, 0, 0, 1.22355e-27, 0, 0, 8.09125e-25, 0, 0, 0
0.144274, 0, 2.85725e-24, 0, 1.41421, -2.85725e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.72105e-26, 0, 0, 4.2947e-27, 0, 0, 2.82574e-24, 0, 0, 0
0.152195, 0, 9.60643e-24, 0, 1.41421, -9.60643e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.14844e-26, 0, 0, 1.45171e-26, 0, 0, 9.50043e-24, 0, 0, 0
0.160117, 0, 3.12149e-23, 0, 1.41421, -3.12149e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.97264e-25, 0, 0, 4.74401e-26, 0, 0, 3.08701e-23, 0, 0, 0
0.168039, 0, 9.83289e-23, 0, 1.41421, -9.83289e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.36393e-25, 0, 0, 1.50335e-25, 0, 0, 9.72422e-23, 0, 0, 0
0.175961, 0, 3.01025e-22, 0, 1.41421, -3.01025e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.86665e-24, 0, 0, 4.63128e-25, 0, 0, 2.97695e-22, 0, 0, 0
0.183883, 0, 8.97444e-22, 0, 1.41421, -8.97444e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.54626e-24, 0, 0, 1.38981e-24, 0, 0, 8.87508e-22, 0, 0, 0
0.191805, 0, 2.61004e-21, 0, 1.41421, -2.61004e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.48549e-23, 0, 0, 4.06982e-24, 0, 0, 2.58112e-21, 0, 0, 0
0.199727, 0, 7.41561e-21, 0, 1.41421, -7.41561e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.06165e-23, 0, 0, 1.16463e-23, 0, 0, 7.33335e-21, 0, 0, 0
0.207649, 0, 2.06083e-20, 0, 1.41421, -2.06083e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.96244e-22, 0, 0, 3.26089e-23, 0, 0, 2.03795e-20, 0, 0, 0
0.215571, 0, 5.60789e-20, 0, 1.41421, -5.60789e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.34008e-22, 0, 0, 8.94305e-23, 0, 0, 5.54555e-20, 0, 0, 0
0.223493, 0, 1.4956e-19, 0, 1.41421, -1.4956e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.42415e-21, 0, 0, 2.4046e-22, 0, 0, 1.47895e-19, 0, 0, 0
0.231415, 0, 3.91236e-19, 0, 1.41421, -3.91236e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.72543e-21, 0, 0, 6.34399e-22, 0, 0, 3.86877e-19, 0, 0, 0
0.239337, 0, 1.00457e-18, 0, 1.41421, -1.00457e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.5656e-21, 0, 0, 1.64347e-21, 0, 0, 9.93364e-19, 0, 0, 0
0.247259, 0, 2.53343e-18, 0, 1.41421, -2.53343e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.41231e-20, 0, 0, 4.18327e-21, 0, 0, 2.50513e-18, 0, 0, 0
0.255181, 0, 6.27864e-18, 0, 1.41421, -6.27864e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.97836e-20, 0, 0, 1.04683e-20, 0, 0, 6.20838e-18, 0, 0, 0
0.263103, 0, 1.52989e-17, 0, 1.41421, -1.52989e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.45669e-19, 0, 0, 2.57666e-20, 0, 0, 1.51275e-17, 0, 0, 0
0.271025, 0, 3.6668e-17, 0, 1.41421, -3.6668e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.49129e-19, 0, 0, 6.24121e-20, 0, 0, 3.62564e-17, 0, 0, 0
0.278947, 0, 8.64795e-17, 0, 1.41421, -8.64795e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.23384e-19, 0, 0, 1.48828e-19, 0, 0, 8.55072e-17, 0, 0, 0
0.286869, 0, 2.00768e-16, 0, 1.41421, -2.00768e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.91149e-18, 0, 0, 3.49519e-19, 0, 0, 1.98507e-16, 0, 0, 0
0.294791, 0, 4.62483e-16, 0, 1.41421, -4.62483e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.4031e-18, 0, 0, 8.16353e-19, 0, 0, 4.57263e-16, 0, 0, 0
0.302712, 0, 1.04009e-15, 0, 1.41421, -1.04009e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.90188e-18, 0, 0, 1.85898e-18, 0, 0, 1.02833e-15, 0, 0, 0
0.310634, 0, 2.30486e-15, 0, 1.41421, -2.30486e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.1942e-17, 0, 0, 4.17375e-18, 0, 0, 2.27874e-15, 0, 0, 0
0.318556, 0, 5.03401e-15, 0, 1.41421, -5.03401e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.79213e-17, 0, 0, 9.2419e-18, 0, 0, 4.97684e-15, 0, 0, 0
0.326478, 0, 1.08383e-14, 0, 1.41421, -1.08383e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0317e-16, 0, 0, 2.01877e-17, 0, 0, 1.07149e-14, 0, 0, 0
0.3344, 0, 2.30071e-14, 0, 1.41421, -2.30071e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.18995e-16, 0, 0, 4.35127e-17, 0, 0, 2.27446e-14, 0, 0, 0
0.342322, 0, 4.81605e-14, 0, 1.41421, -4.81605e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.58395e-16, 0, 0, 9.25687e-17, 0, 0, 4.76095e-14, 0, 0, 0
0.350244, 0, 9.94279e-14, 0, 1.41421, -9.94279e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.46309e-16, 0, 0, 1.94424e-16, 0, 0, 9.82871e-14, 0, 0, 0
0.358166, 0, 2.02477e-13, 0, 1.41421, -2.02477e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.92697e-15, 0, 0, 4.03281e-16, 0, 0, 2.00147e-13, 0, 0, 0
0.366088, 0, 4.06771e-13, 0, 1.41421, -4.06771e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.871e-15, 0, 0, 8.26404e-16, 0, 0, 4.02073e-13, 0, 0, 0
0.37401, 0, 8.06266e-13, 1.4013e-44, 1.41421, -8.06266e-13, 0, 1.4013e-44, 1.4013e-44, 1.4013e-44, 1.4013e-44, 1.4013e-44, 1.4013e-44, 1.4013e-44, 1.4013e-44, 7.67232e-15, 1.4013e-44, 1.4013e-44, 1.67368e-15, 1.4013e-44, 1.4013e-44, 7.9692e-13, 1.4013e-44, 1.4013e-44, 1.4013e-44
0.381932, 0, 1.57693e-12, 2.90069e-43, 1.41421, -1.57693e-12, 0, 2.90069e-43, 2.90069e-43, 2.90069e-43, 2.90069e-43, 2.90069e-43, 2.90069e-43, 2.90069e-43, 2.90069e-43, 1.50051e-14, 2.90069e-43, 2.90069e-43, 3.35158e-15, 2.90069e-43, 2.90069e-43, 1.55858e-12, 2.90069e-43, 2.90069e-43, 2.90069e-43
0.389854, 0, 3.04367e-12, 4.48135e-42, 1.41421, -3.04367e-12, 0, 4.48135e-42, 4.48135e-42, 4.48135e-42, 4.48135e-42, 4.48135e-42, 4.48135e-42, 4.48135e-42, 4.48135e-42, 2.89606e-14, 4.48135e-42, 4.48135e-42, 6.63992e-15, 4.48135e-42, 4.48135e-42, 3.00807e-12, 4.48135e-42, 4.48135e-42, 4.48135e-42
0.397776, 0, 5.79799e-12, 6.27011e-41, 1.41421, -5.79799e-12, 0, 6.27011e-41, 6.27011e-41, 6.27011e-41, 6.27011e-41, 6.27011e-41, 6.27011e-41, 6.27011e-41, 6.27011e-41, 5.51667e-14, 6.27011e-41, 6.27011e-41, 1.30223e-14, 6.27011e-41, 6.27011e-41, 5.7298e-12, 6.27011e-41, 6.27011e-41, 6.27011e-41
0.405698, 0, 1.09017e-11, 7.86962e-40, 1.41421, -1.09017e-11, 0, 7.86962e-40, 7.86962e-40, 7.86962e-40, 7.86962e-40, 7.86962e-40, 7.86962e-40, 7.86962e-40, 7.86962e-40, 1.03729e-13, 7.86962e-40, 7.86962e-40, 2.53021e-14, 7.86962e-40, 7.86962e-40, 1.07727e-11, 7.86962e-40, 7.86962e-40, 7.86962e-40
