   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_727.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup
12.1216, 2.05811, 0.664474, 0.582864, 2.01447, 1.39364, 0.582864, 0, 0.603781, 0.582864, 0.582864, 0.582864, 0.582864, 0.582864, 0.582864, 0.582864, 0.582864, 0.582864, 0.582864, 0.582864, 0.582864, 0.582864, 0.582864, 0.582864, 0.582864, 0.582864, 0.582865, 0.582864, 0.582864, 0.643556
12.1294, 2, 0.662631, 0.583112, 2, 1.33737, 0.583112, 0, 0.600308, 0.583112, 0.583112, 0.583112, 0.583112, 0.583112, 0.583112, 0.583112, 0.583112, 0.583112, 0.583112, 0.583112, 0.583112, 0.583112, 0.583112, 0.583112, 0.583112, 0.583112, 0.583113, 0.583112, 0.583112, 0.645434
12.1373, 1.92739, 0.663509, 0.583361, 1.98176, 1.26388, 0.583361, 0, 0.597397, 0.583361, 0.583361, 0.583361, 0.583361, 0.583361, 0.583361, 0.583361, 0.583361, 0.583361, 0.583361, 0.583361, 0.583361, 0.583361, 0.583361, 0.583361, 0.583361, 0.583361, 0.583362, 0.583361, 0.583361, 0.649471
12.1451, 3.07261, 0.677891, 0.594442, 2.25225, 2.39472, 0.594442, 0, 0.605818, 0.594442, 0.594442, 0.594442, 0.594442, 0.594442, 0.594442, 0.594442, 0.594442, 0.594442, 0.594442, 0.594442, 0.594442, 0.594442, 0.594442, 0.594442, 0.594442, 0.594442, 0.594443, 0.594442, 0.594442, 0.666514
12.153, 0.458984, 0.690466, 0.601069, 1.56811, -0.231482, 0.601069, 0, 0.610225, 0.601069, 0.601069, 0.601069, 0.601069, 0.601069, 0.601069, 0.601069, 0.601069, 0.601069, 0.601069, 0.601069, 0.601069, 0.601069, 0.601069, 0.601069, 0.601069, 0.601069, 0.60107, 0.601069, 0.601069, 0.68131
12.1609, 1.54102, 0.701528, 0.603538, 1.88176, 0.839488, 0.603538, 0, 0.610854, 0.603538, 0.603538, 0.603538, 0.603538, 0.603538, 0.603538, 0.603538, 0.603538, 0.603538, 0.603538, 0.603538, 0.603538, 0.603538, 0.603538, 0.603538, 0.603538, 0.603538, 0.603539, 0.603538, 0.603538, 0.694212
12.1687, 1, 0.713147, 0.603917, 1.73205, 0.286853, 0.603917, 0, 0.609721, 0.603917, 0.603917, 0.603917, 0.603917, 0.603917, 0.603917, 0.603917, 0.603917, 0.603917, 0.603917, 0.603917, 0.603917, 0.603917, 0.603917, 0.603917, 0.603917, 0.603917, 0.603917, 0.603917, 0.603917, 0.707341
12.1766, 2.45174, 0.727421, 0.604295, 2.10991, 1.72432, 0.604295, 0, 0.608868, 0.604295, 0.604295, 0.604295, 0.604295, 0.604295, 0.604295, 0.604295, 0.604295, 0.604295, 0.604295, 0.604295, 0.604295, 0.604295, 0.604295, 0.604295, 0.604295, 0.604295, 0.604296, 0.604295, 0.604295, 0.722847
12.1844, 1.54826, 0.754874, 0.615194, 1.88368, 0.793386, 0.615194, 0, 0.618771, 0.615194, 0.615194, 0.615194, 0.615194, 0.615194, 0.615194, 0.615194, 0.615194, 0.615194, 0.615194, 0.615194, 0.615194, 0.615194, 0.615194, 0.615194, 0.615194, 0.615194, 0.615194, 0.615194, 0.615194, 0.751295
12.1923, 0.44684, 0.780687, 0.621805, 1.56424, -0.333847, 0.621805, 0, 0.624583, 0.621805, 0.621805, 0.621805, 0.621805, 0.621805, 0.621805, 0.621805, 0.621805, 0.621805, 0.621805, 0.621805, 0.621805, 0.621805, 0.621805, 0.621805, 0.621805, 0.621805, 0.621805, 0.621805, 0.621805, 0.777908
12.2002, 0.55316, 0.805106, 0.624411, 1.59786, -0.251946, 0.624411, 0, 0.626555, 0.624411, 0.624411, 0.624411, 0.624411, 0.624411, 0.624411, 0.624411, 0.624411, 0.624411, 0.624411, 0.624411, 0.624411, 0.624411, 0.624411, 0.624411, 0.624411, 0.624411, 0.624412, 0.624411, 0.624411, 0.802962
12.208, 0, 0.83007, 0.625004, 1.41421, -0.83007, 0.625004, 0, 0.626646, 0.625004, 0.625004, 0.625004, 0.625004, 0.625004, 0.625004, 0.625004, 0.625004, 0.625004, 0.625004, 0.625004, 0.625004, 0.625004, 0.625004, 0.625004, 0.625004, 0.625004, 0.625005, 0.625004, 0.625004, 0.828428
12.2159, 0.439777, 0.85749, 0.625598, 1.56198, -0.417713, 0.625598, 0, 0.626846, 0.625598, 0.625598, 0.625598, 0.625598, 0.625598, 0.625598, 0.625598, 0.625598, 0.625598, 0.625598, 0.625598, 0.625598, 0.625598, 0.625598, 0.625598, 0.625598, 0.625598, 0.625598, 0.625598, 0.625598, 0.856241
12.2237, 2.56022, 0.897074, 0.636027, 2.13547, 1.66315, 0.636027, 0, 0.636969, 0.636027, 0.636027, 0.636027, 0.636027, 0.636027, 0.636027, 0.636027, 0.636027, 0.636027, 0.636027, 0.636027, 0.636027, 0.636027, 0.636027, 0.636027, 0.636027, 0.636027, 0.636028, 0.636027, 0.636027, 0.89613
12.2316, 0.434696, 0.934676, 0.642321, 1.56035, -0.499979, 0.642321, 0, 0.643028, 0.642321, 0.642321, 0.642321, 0.642321, 0.642321, 0.642321, 0.642321, 0.642321, 0.642321, 0.642321, 0.642321, 0.642321, 0.642321, 0.642321, 0.642321, 0.642321, 0.642321, 0.642322, 0.642321, 0.642321, 0.933968
12.2395, 2.99777, 0.970358, 0.644759, 2.23557, 2.02741, 0.644759, 0, 0.645285, 0.644759, 0.644759, 0.644759, 0.644759, 0.644759, 0.644759, 0.644759, 0.644759, 0.644759, 0.644759, 0.644759, 0.644759, 0.644759, 0.644759, 0.644759, 0.644759, 0.644759, 0.64476, 0.644759, 0.644759, 0.969831
12.2473, 4.42751, 1.00579, 0.645258, 2.53525, 3.42172, 0.645258, 0, 0.645647, 0.645258, 0.645258, 0.645258, 0.645258, 0.645258, 0.645258, 0.645258, 0.645258, 0.645258, 0.645258, 0.645258, 0.645258, 0.645258, 0.645258, 0.645258, 0.645258, 0.645258, 0.645259, 0.645258, 0.645258, 1.0054
12.2552, 2.14002, 1.04259, 0.645757, 2.03471, 1.09743, 0.645757, 0, 0.646043, 0.645757, 0.645757, 0.645757, 0.645757, 0.645757, 0.645757, 0.645757, 0.645757, 0.645757, 0.645757, 0.645757, 0.645757, 0.645757, 0.645757, 0.645757, 0.645757, 0.645757, 0.645758, 0.645757, 0.645757, 1.0423
12.263, 1, 1.09023, 0.656033, 1.73205, -0.0902312, 0.656033, 0, 0.656242, 0.656033, 0.656033, 0.656033, 0.656033, 0.656033, 0.656033, 0.656033, 0.656033, 0.656033, 0.656033, 0.656033, 0.656033, 0.656033, 0.656033, 0.656033, 0.656033, 0.656033, 0.656034, 0.656033, 0.656033, 1.09002
12.2709, 2, 1.13457, 0.66232, 2, 0.86543, 0.66232, 0, 0.662472, 0.66232, 0.66232, 0.66232, 0.66232, 0.66232, 0.66232, 0.66232, 0.66232, 0.66232, 0.66232, 0.66232, 0.66232, 0.66232, 0.66232, 0.66232, 0.66232, 0.66232, 0.662321, 0.66232, 0.66232, 1.13442
12.2787, 3.42032, 1.17549, 0.664876, 2.32816, 2.24484, 0.664876, 0, 0.664985, 0.664876, 0.664876, 0.664876, 0.664876, 0.664876, 0.664876, 0.664876, 0.664876, 0.664876, 0.664876, 0.664876, 0.664876, 0.664876, 0.664876, 0.664876, 0.664876, 0.664876, 0.664877, 0.664876, 0.664876, 1.17538
12.2866, 2.41576, 1.21444, 0.665555, 2.10137, 1.20132, 0.665555, 0, 0.665633, 0.665555, 0.665555, 0.665555, 0.665555, 0.665555, 0.665555, 0.665555, 0.665555, 0.665555, 0.665555, 0.665555, 0.665555, 0.665555, 0.665555, 0.665555, 0.665555, 0.665555, 0.665556, 0.665555, 0.665555, 1.21436
12.2945, 2.16392, 1.25292, 0.666236, 2.04057, 0.911003, 0.666236, 0, 0.666291, 0.666236, 0.666236, 0.666236, 0.666236, 0.666236, 0.666236, 0.666236, 0.666236, 0.666236, 0.666236, 0.666236, 0.666236, 0.666236, 0.666236, 0.666236, 0.666236, 0.666236, 0.666236, 0.666236, 0.666236, 1.25286
12.3023, 1.41301, 1.29952, 0.675932, 1.84743, 0.113487, 0.675932, 0, 0.675971, 0.675932, 0.675932, 0.675932, 0.675932, 0.675932, 0.675932, 0.675932, 0.675932, 0.675932, 0.675932, 0.675932, 0.675932, 0.675932, 0.675932, 0.675932, 0.675932, 0.675932, 0.675933, 0.675932, 0.675932, 1.29948
12.3102, 0.99777, 1.34106, 0.681804, 1.73141, -0.343288, 0.681804, 0, 0.681832, 0.681804, 0.681804, 0.681804, 0.681804, 0.681804, 0.681804, 0.681804, 0.681804, 0.681804, 0.681804, 0.681804, 0.681804, 0.681804, 0.681804, 0.681804, 0.681804, 0.681804, 0.681805, 0.681804, 0.681804, 1.34103
12.318, 1.58922, 1.3774, 0.684103, 1.89452, 0.21182, 0.684103, 0, 0.684123, 0.684103, 0.684103, 0.684103, 0.684103, 0.684103, 0.684103, 0.684103, 0.684103, 0.684103, 0.684103, 0.684103, 0.684103, 0.684103, 0.684103, 0.684103, 0.684103, 0.684103, 0.684104, 0.684103, 0.684103, 1.37738
12.3259, 0.405824, 1.41, 0.684607, 1.55107, -1.00418, 0.684607, 0, 0.684621, 0.684607, 0.684607, 0.684607, 0.684607, 0.684607, 0.684607, 0.684607, 0.684607, 0.684607, 0.684607, 0.684607, 0.684607, 0.684607, 0.684607, 0.684607, 0.684607, 0.684607, 0.684608, 0.684607, 0.684607, 1.40999
12.3338, 2.59418, 1.44037, 0.685112, 2.1434, 1.15381, 0.685112, 0, 0.685122, 0.685112, 0.685112, 0.685112, 0.685112, 0.685112, 0.685112, 0.685112, 0.685112, 0.685112, 0.685112, 0.685112, 0.685112, 0.685112, 0.685112, 0.685112, 0.685112, 0.685112, 0.685113, 0.685112, 0.685112, 1.44036
12.3416, 2.80198, 1.47724, 0.694619, 2.19134, 1.32474, 0.694619, 0, 0.694626, 0.694619, 0.694619, 0.694619, 0.694619, 0.694619, 0.694619, 0.694619, 0.694619, 0.694619, 0.694619, 0.694619, 0.694619, 0.694619, 0.694619, 0.694619, 0.694619, 0.694619, 0.69462, 0.694619, 0.694619, 1.47723
12.3495, 1.59665, 1.50773, 0.700464, 1.89648, 0.088926, 0.700464, 0, 0.700469, 0.700464, 0.700464, 0.700464, 0.700464, 0.700464, 0.700464, 0.700464, 0.700464, 0.700464, 0.700464, 0.700464, 0.700464, 0.700464, 0.700464, 0.700464, 0.700464, 0.700464, 0.700465, 0.700464, 0.700464, 1.50772
12.3573, 1.60136, 1.53188, 0.702876, 1.89773, 0.0694784, 0.702876, 0, 0.702879, 0.702876, 0.702876, 0.702876, 0.702876, 0.702876, 0.702876, 0.702876, 0.702876, 0.702876, 0.702876, 0.702876, 0.702876, 0.702876, 0.702876, 0.702876, 0.702876, 0.702876, 0.702877, 0.702876, 0.702876, 1.53188
12.3652, 2.3938, 1.55127, 0.703564, 2.09614, 0.842533, 0.703564, 0, 0.703566, 0.703564, 0.703564, 0.703564, 0.703564, 0.703564, 0.703564, 0.703564, 0.703564, 0.703564, 0.703564, 0.703564, 0.703564, 0.703564, 0.703564, 0.703564, 0.703564, 0.703564, 0.703564, 0.703564, 0.703564, 1.55127
12.373, 0.997646, 1.56751, 0.704252, 1.73137, -0.56986, 0.704252, 0, 0.704254, 0.704252, 0.704252, 0.704252, 0.704252, 0.704252, 0.704252, 0.704252, 0.704252, 0.704252, 0.704252, 0.704252, 0.704252, 0.704252, 0.704252, 0.704252, 0.704252, 0.704252, 0.704253, 0.704252, 0.704252, 1.5675
12.3809, 1.99765, 1.58864, 0.713075, 1.99941, 0.40901, 0.713075, 0, 0.713077, 0.713075, 0.713075, 0.713075, 0.713075, 0.713075, 0.713075, 0.713075, 0.713075, 0.713075, 0.713075, 0.713075, 0.713075, 0.713075, 0.713075, 0.713075, 0.713075, 0.713075, 0.713076, 0.713075, 0.713075, 1.58863
12.3888, 0.997522, 1.603, 0.718418, 1.73134, -0.605478, 0.718418, 0, 0.718419, 0.718418, 0.718418, 0.718418, 0.718418, 0.718418, 0.718418, 0.718418, 0.718418, 0.718418, 0.718418, 0.718418, 0.718418, 0.718418, 0.718418, 0.718418, 0.718418, 0.718418, 0.718418, 0.718418, 0.718418, 1.603
12.3966, 1.61338, 1.61079, 0.720503, 1.90089, 0.00259471, 0.720503, 0, 0.720504, 0.720503, 0.720503, 0.720503, 0.720503, 0.720503, 0.720503, 0.720503, 0.720503, 0.720503, 0.720503, 0.720503, 0.720503, 0.720503, 0.720503, 0.720503, 0.720503, 0.720503, 0.720504, 0.720503, 0.720503, 1.61079
12.4045, 1.38178, 1.61362, 0.720953, 1.83896, -0.231833, 0.720953, 0, 0.720954, 0.720953, 0.720953, 0.720953, 0.720953, 0.720953, 0.720953, 0.720953, 0.720953, 0.720953, 0.720953, 0.720953, 0.720953, 0.720953, 0.720953, 0.720953, 0.720953, 0.720953, 0.720954, 0.720953, 0.720953, 1.61362
12.4123, 2.61822, 1.61314, 0.721403, 2.149, 1.00508, 0.721403, 0, 0.721404, 0.721403, 0.721403, 0.721403, 0.721403, 0.721403, 0.721403, 0.721403, 0.721403, 0.721403, 0.721403, 0.721403, 0.721403, 0.721403, 0.721403, 0.721403, 0.721403, 0.721403, 0.721404, 0.721403, 0.721403, 1.61313
12.4202, 2.7539, 1.6175, 0.729977, 2.18034, 1.13641, 0.729977, 0, 0.729978, 0.729977, 0.729977, 0.729977, 0.729977, 0.729977, 0.729977, 0.729977, 0.729977, 0.729977, 0.729977, 0.729977, 0.729977, 0.729977, 0.729977, 0.729977, 0.729977, 0.729977, 0.729978, 0.729977, 0.729977, 1.6175
12.4281, 2.62069, 1.61535, 0.735262, 2.14958, 1.00535, 0.735262, 0, 0.735263, 0.735262, 0.735262, 0.735262, 0.735262, 0.735262, 0.735262, 0.735262, 0.735262, 0.735262, 0.735262, 0.735262, 0.735262, 0.735262, 0.735262, 0.735262, 0.735262, 0.735262, 0.735263, 0.735262, 0.735262, 1.61535
12.4359, 1.99752, 1.60697, 0.737461, 1.99938, 0.390557, 0.737461, 0, 0.737462, 0.737461, 0.737461, 0.737461, 0.737461, 0.737461, 0.737461, 0.737461, 0.737461, 0.737461, 0.737461, 0.737461, 0.737461, 0.737461, 0.737461, 0.737461, 0.737461, 0.737461, 0.737462, 0.737461, 0.737461, 1.60696
12.4438, 1.62788, 1.594, 0.738111, 1.9047, 0.0338852, 0.738111, 0, 0.738112, 0.738111, 0.738111, 0.738111, 0.738111, 0.738111, 0.738111, 0.738111, 0.738111, 0.738111, 0.738111, 0.738111, 0.738111, 0.738111, 0.738111, 0.738111, 0.738111, 0.738111, 0.738112, 0.738111, 0.738111, 1.59399
12.4516, 0, 1.57814, 0.738761, 1.41421, -1.57814, 0.738761, 0, 0.738762, 0.738761, 0.738761, 0.738761, 0.738761, 0.738761, 0.738761, 0.738761, 0.738761, 0.738761, 0.738761, 0.738761, 0.738761, 0.738761, 0.738761, 0.738761, 0.738761, 0.738761, 0.738762, 0.738761, 0.738761, 1.57814
12.4595, 1.09442, 1.56668, 0.746523, 1.7591, -0.47226, 0.746523, 0, 0.746524, 0.746523, 0.746523, 0.746523, 0.746523, 0.746523, 0.746523, 0.746523, 0.746523, 0.746523, 0.746523, 0.746523, 0.746523, 0.746523, 0.746523, 0.746523, 0.746523, 0.746523, 0.746524, 0.746523, 0.746523, 1.56668
12.4674, 2.99331, 1.5497, 0.751219, 2.23457, 1.44361, 0.751219, 0, 0.75122, 0.751219, 0.751219, 0.751219, 0.751219, 0.751219, 0.751219, 0.751219, 0.751219, 0.751219, 0.751219, 0.751219, 0.751219, 0.751219, 0.751219, 0.751219, 0.751219, 0.751219, 0.75122, 0.751219, 0.751219, 1.5497
12.4752, 2.99257, 1.52767, 0.753048, 2.2344, 1.4649, 0.753048, 0, 0.753049, 0.753048, 0.753048, 0.753048, 0.753048, 0.753048, 0.753048, 0.753048, 0.753048, 0.753048, 0.753048, 0.753048, 0.753048, 0.753048, 0.753048, 0.753048, 0.753048, 0.753048, 0.753049, 0.753048, 0.753048, 1.52767
12.4831, 4.27732, 1.50239, 0.753438, 2.50546, 2.77493, 0.753438, 0, 0.753439, 0.753438, 0.753438, 0.753438, 0.753438, 0.753438, 0.753438, 0.753438, 0.753438, 0.753438, 0.753438, 0.753438, 0.753438, 0.753438, 0.753438, 0.753438, 0.753438, 0.753438, 0.753439, 0.753438, 0.753438, 1.50239
12.4909, 2.35316, 1.47573, 0.753829, 2.08642, 0.877425, 0.753829, 0, 0.75383, 0.753829, 0.753829, 0.753829, 0.753829, 0.753829, 0.753829, 0.753829, 0.753829, 0.753829, 0.753829, 0.753829, 0.753829, 0.753829, 0.753829, 0.753829, 0.753829, 0.753829, 0.75383, 0.753829, 0.753829, 1.47573
12.4988, 1.64213, 1.45531, 0.761317, 1.90844, 0.18682, 0.761317, 0, 0.761318, 0.761317, 0.761317, 0.761317, 0.761317, 0.761317, 0.761317, 0.761317, 0.761317, 0.761317, 0.761317, 0.761317, 0.761317, 0.761317, 0.761317, 0.761317, 0.761317, 0.761317, 0.761318, 0.761317, 0.761317, 1.45531
12.5066, 0.647088, 1.43175, 0.76594, 1.62699, -0.784666, 0.76594, 0, 0.765942, 0.76594, 0.76594, 0.76594, 0.76594, 0.76594, 0.76594, 0.76594, 0.76594, 0.76594, 0.76594, 0.76594, 0.76594, 0.76594, 0.76594, 0.76594, 0.76594, 0.76594, 0.765941, 0.76594, 0.76594, 1.43175
12.5145, 1.69616, 1.40592, 0.767876, 1.92254, 0.290236, 0.767876, 0, 0.767877, 0.767876, 0.767876, 0.767876, 0.767876, 0.767876, 0.767876, 0.767876, 0.767876, 0.767876, 0.767876, 0.767876, 0.767876, 0.767876, 0.767876, 0.767876, 0.767876, 0.767876, 0.767876, 0.767876, 0.767876, 1.40592
12.5224, 1.64944, 1.37992, 0.768462, 1.91035, 0.269518, 0.768462, 0, 0.768463, 0.768462, 0.768462, 0.768462, 0.768462, 0.768462, 0.768462, 0.768462, 0.768462, 0.768462, 0.768462, 0.768462, 0.768462, 0.768462, 0.768462, 0.768462, 0.768462, 0.768462, 0.768463, 0.768462, 0.768462, 1.37992
12.5302, 1.99752, 1.35598, 0.769049, 1.99938, 0.641543, 0.769049, 0, 0.76905, 0.769049, 0.769049, 0.769049, 0.769049, 0.769049, 0.769049, 0.769049, 0.769049, 0.769049, 0.769049, 0.769049, 0.769049, 0.769049, 0.769049, 0.769049, 0.769049, 0.769049, 0.769049, 0.769049, 0.769049, 1.35598
12.5381, 2.65688, 1.34105, 0.775661, 2.15798, 1.31583, 0.775661, 0, 0.775662, 0.775661, 0.775661, 0.775661, 0.775661, 0.775661, 0.775661, 0.775661, 0.775661, 0.775661, 0.775661, 0.775661, 0.775661, 0.775661, 0.775661, 0.775661, 0.775661, 0.775661, 0.775661, 0.775661, 0.775661, 1.34104
12.5459, 1, 1.32751, 0.779644, 1.73205, -0.327512, 0.779644, 0, 0.779645, 0.779644, 0.779644, 0.779644, 0.779644, 0.779644, 0.779644, 0.779644, 0.779644, 0.779644, 0.779644, 0.779644, 0.779644, 0.779644, 0.779644, 0.779644, 0.779644, 0.779644, 0.779644, 0.779644, 0.779644, 1.32751
12.5538, 0.335894, 1.31665, 0.781171, 1.52836, -0.980755, 0.781171, 0, 0.781172, 0.781171, 0.781171, 0.781171, 0.781171, 0.781171, 0.781171, 0.781171, 0.781171, 0.781171, 0.781171, 0.781171, 0.781171, 0.781171, 0.781171, 0.781171, 0.781171, 0.781171, 0.781171, 0.781171, 0.781171, 1.31665
12.5617, 0.664106, 1.31085, 0.781466, 1.63221, -0.646747, 0.781466, 0, 0.781467, 0.781466, 0.781466, 0.781466, 0.781466, 0.781466, 0.781466, 0.781466, 0.781466, 0.781466, 0.781466, 0.781466, 0.781466, 0.781466, 0.781466, 0.781466, 0.781466, 0.781466, 0.781467, 0.781466, 0.781466, 1.31085
12.5695, 1.3311, 1.31258, 0.781762, 1.82513, 0.0185227, 0.781762, 0, 0.781763, 0.781762, 0.781762, 0.781762, 0.781762, 0.781762, 0.781762, 0.781762, 0.781762, 0.781762, 0.781762, 0.781762, 0.781762, 0.781762, 0.781762, 0.781762, 0.781762, 0.781762, 0.781763, 0.781762, 0.781762, 1.31258
12.5774, 1.32615, 1.32912, 0.788087, 1.82377, -0.00297534, 0.788087, 0, 0.788088, 0.788087, 0.788087, 0.788087, 0.788087, 0.788087, 0.788087, 0.788087, 0.788087, 0.788087, 0.788087, 0.788087, 0.788087, 0.788087, 0.788087, 0.788087, 0.788087, 0.788087, 0.788088, 0.788087, 0.788087, 1.32912
12.5852, 1.99554, 1.3533, 0.791987, 1.99888, 0.642238, 0.791987, 0, 0.791988, 0.791987, 0.791987, 0.791987, 0.791987, 0.791987, 0.791987, 0.791987, 0.791987, 0.791987, 0.791987, 0.791987, 0.791987, 0.791987, 0.791987, 0.791987, 0.791987, 0.791987, 0.791987, 0.791987, 0.791987, 1.3533
12.5931, 1.34721, 1.38655, 0.793611, 1.82954, -0.0393367, 0.793611, 0, 0.793612, 0.793611, 0.793611, 0.793611, 0.793611, 0.793611, 0.793611, 0.793611, 0.793611, 0.793611, 0.793611, 0.793611, 0.793611, 0.793611, 0.793611, 0.793611, 0.793611, 0.793611, 0.793612, 0.793611, 0.793611, 1.38655
12.6009, 3.32156, 1.43123, 0.794095, 2.30685, 1.89033, 0.794095, 0, 0.794096, 0.794095, 0.794095, 0.794095, 0.794095, 0.794095, 0.794095, 0.794095, 0.794095, 0.794095, 0.794095, 0.794095, 0.794095, 0.794095, 0.794095, 0.794095, 0.794095, 0.794095, 0.794096, 0.794095, 0.794095, 1.43123
12.6088, 0.678439, 1.48966, 0.794579, 1.63659, -0.81122, 0.794579, 0, 0.79458, 0.794579, 0.794579, 0.794579, 0.794579, 0.794579, 0.794579, 0.794579, 0.794579, 0.794579, 0.794579, 0.794579, 0.794579, 0.794579, 0.794579, 0.794579, 0.794579, 0.794579, 0.79458, 0.794579, 0.794579, 1.48966
12.6167, 3.26676, 1.56784, 0.799996, 2.29494, 1.69892, 0.799996, 0, 0.799998, 0.799996, 0.799996, 0.799996, 0.799996, 0.799996, 0.799996, 0.799996, 0.799996, 0.799996, 0.799996, 0.799996, 0.799996, 0.799996, 0.799996, 0.799996, 0.799996, 0.799996, 0.799997, 0.799996, 0.799996, 1.56784
12.6245, 5.04749, 1.65959, 0.803226, 2.65471, 3.3879, 0.803226, 0, 0.803227, 0.803226, 0.803226, 0.803226, 0.803226, 0.803226, 0.803226, 0.803226, 0.803226, 0.803226, 0.803226, 0.803226, 0.803226, 0.803226, 0.803226, 0.803226, 0.803226, 0.803226, 0.803227, 0.803226, 0.803226, 1.65959
12.6324, 3.30954, 1.76576, 0.804416, 2.30424, 1.54378, 0.804416, 0, 0.804417, 0.804416, 0.804416, 0.804416, 0.804416, 0.804416, 0.804416, 0.804416, 0.804416, 0.804416, 0.804416, 0.804416, 0.804416, 0.804416, 0.804416, 0.804416, 0.804416, 0.804416, 0.804416, 0.804416, 0.804416, 1.76576
12.6402, 5.30446, 1.88793, 0.804583, 2.70268, 3.41653, 0.804583, 0, 0.804584, 0.804583, 0.804583, 0.804583, 0.804583, 0.804583, 0.804583, 0.804583, 0.804583, 0.804583, 0.804583, 0.804583, 0.804583, 0.804583, 0.804583, 0.804583, 0.804583, 0.804583, 0.804583, 0.804583, 0.804583, 1.88793
12.6481, 3.68587, 2.0273, 0.80475, 2.38451, 1.65858, 0.80475, 0, 0.804751, 0.80475, 0.80475, 0.80475, 0.80475, 0.80475, 0.80475, 0.80475, 0.80475, 0.80475, 0.80475, 0.80475, 0.80475, 0.80475, 0.80475, 0.80475, 0.80475, 0.80475, 0.804751, 0.80475, 0.80475, 2.0273
12.656, 2.38587, 2.18875, 0.809874, 2.09425, 0.197124, 0.809874, 0, 0.809875, 0.809874, 0.809874, 0.809874, 0.809874, 0.809874, 0.809874, 0.809874, 0.809874, 0.809874, 0.809874, 0.809874, 0.809874, 0.809874, 0.809874, 0.809874, 0.809874, 0.809874, 0.809875, 0.809874, 0.809874, 2.18875
12.6638, 2.30219, 2.36489, 0.813014, 2.07417, -0.0626943, 0.813014, 0, 0.813015, 0.813014, 0.813014, 0.813014, 0.813014, 0.813014, 0.813014, 0.813014, 0.813014, 0.813014, 0.813014, 0.813014, 0.813014, 0.813014, 0.813014, 0.813014, 0.813014, 0.813014, 0.813014, 0.813014, 0.813014, 2.36489
12.6717, 5.99756, 2.55501, 0.814292, 2.828, 3.44255, 0.814292, 0, 0.814293, 0.814292, 0.814292, 0.814292, 0.814292, 0.814292, 0.814292, 0.814292, 0.814292, 0.814292, 0.814292, 0.814292, 0.814292, 0.814292, 0.814292, 0.814292, 0.814292, 0.814292, 0.814293, 0.814292, 0.814292, 2.55501
12.6795, 1.29504, 2.75872, 0.814639, 1.81523, -1.46367, 0.814639, 0, 0.81464, 0.814639, 0.814639, 0.814639, 0.814639, 0.814639, 0.814639, 0.814639, 0.814639, 0.814639, 0.814639, 0.814639, 0.814639, 0.814639, 0.814639, 0.814639, 0.814639, 0.814639, 0.814639, 0.814639, 0.814639, 2.75871
12.6874, 3.99504, 2.97533, 0.814985, 2.44848, 1.01971, 0.814985, 0, 0.814986, 0.814985, 0.814985, 0.814985, 0.814985, 0.814985, 0.814985, 0.814985, 0.814985, 0.814985, 0.814985, 0.814985, 0.814985, 0.814985, 0.814985, 0.814985, 0.814985, 0.814985, 0.814986, 0.814985, 0.814985, 2.97533
12.6952, 3.28786, 3.20641, 0.819088, 2.29953, 0.0814512, 0.819088, 0, 0.819089, 0.819088, 0.819088, 0.819088, 0.819088, 0.819088, 0.819088, 0.819088, 0.819088, 0.819088, 0.819088, 0.819088, 0.819088, 0.819088, 0.819088, 0.819088, 0.819088, 0.819088, 0.819089, 0.819088, 0.819088, 3.2064
12.7031, 3.41252, 3.44399, 0.821522, 2.32648, -0.0314784, 0.821522, 0, 0.821523, 0.821522, 0.821522, 0.821522, 0.821522, 0.821522, 0.821522, 0.821522, 0.821522, 0.821522, 0.821522, 0.821522, 0.821522, 0.821522, 0.821522, 0.821522, 0.821522, 0.821522, 0.821523, 0.821522, 0.821522, 3.44399
12.711, 4.28525, 3.68525, 0.822374, 2.50704, 0.600002, 0.822374, 0, 0.822376, 0.822374, 0.822374, 0.822374, 0.822374, 0.822374, 0.822374, 0.822374, 0.822374, 0.822374, 0.822374, 0.822374, 0.822374, 0.822374, 0.822374, 0.822374, 0.822374, 0.822374, 0.822375, 0.822374, 0.822374, 3.68525
12.7188, 7.56654, 3.92773, 0.822435, 3.09298, 3.63881, 0.822435, 0, 0.822436, 0.822435, 0.822435, 0.822435, 0.822435, 0.822435, 0.822435, 0.822435, 0.822435, 0.822435, 0.822435, 0.822435, 0.822435, 0.822435, 0.822435, 0.822435, 0.822435, 0.822435, 0.822436, 0.822435, 0.822435, 3.92773
12.7267, 7.42397, 4.16862, 0.822495, 3.06985, 3.25535, 0.822495, 0, 0.822497, 0.822495, 0.822495, 0.822495, 0.822495, 0.822495, 0.822495, 0.822495, 0.822495, 0.822495, 0.822495, 0.822495, 0.822495, 0.822495, 0.822495, 0.822495, 0.822495, 0.822495, 0.822496, 0.822495, 0.822495, 4.16861
