   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_145.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Cr_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
16.1871, 0, 0.396775, 0.392893, 1.41421, -0.396775, 0.392893, 0, 0.392893, 0.392893, 0.392893, 0.392893, 0.392893, 0.392893, 0.392893, 0.392893, 0.392893, 0.392893, 0.392893, 0.392893, 0.392896, 0.392893, 0.396772, 0.392893
16.195, 0, 0.392061, 0.38813, 1.41421, -0.392061, 0.38813, 0, 0.38813, 0.38813, 0.38813, 0.38813, 0.38813, 0.38813, 0.38813, 0.38813, 0.38813, 0.38813, 0.38813, 0.38813, 0.388133, 0.38813, 0.392058, 0.38813
16.2029, 1, 0.387377, 0.383395, 1.73205, 0.612623, 0.383395, 0, 0.383395, 0.383395, 0.383395, 0.383395, 0.383395, 0.383395, 0.383395, 0.383395, 0.383395, 0.383395, 0.383395, 0.383395, 0.383398, 0.383395, 0.387374, 0.383395
16.2108, 0, 0.385624, 0.38159, 1.41421, -0.385624, 0.38159, 0, 0.38159, 0.38159, 0.38159, 0.38159, 0.38159, 0.38159, 0.38159, 0.38159, 0.38159, 0.38159, 0.38159, 0.38159, 0.381593, 0.38159, 0.38562, 0.38159
16.2187, 0, 0.382782, 0.378697, 1.41421, -0.382782, 0.378697, 0, 0.378697, 0.378697, 0.378697, 0.378697, 0.378697, 0.378697, 0.378697, 0.378697, 0.378697, 0.378697, 0.378697, 0.378697, 0.3787, 0.378697, 0.382779, 0.378697
16.2265, 1.22206, 0.378978, 0.37484, 1.79501, 0.843079, 0.37484, 0, 0.37484, 0.37484, 0.37484, 0.37484, 0.37484, 0.37484, 0.37484, 0.37484, 0.37484, 0.37484, 0.37484, 0.37484, 0.374843, 0.37484, 0.378974, 0.37484
16.2344, 0.777943, 0.374709, 0.370518, 1.66672, 0.403234, 0.370518, 0, 0.370518, 0.370518, 0.370518, 0.370518, 0.370518, 0.370518, 0.370518, 0.370518, 0.370518, 0.370518, 0.370518, 0.370518, 0.370521, 0.370518, 0.374706, 0.370518
16.2423, 0.217348, 0.370466, 0.366221, 1.48908, -0.153118, 0.366221, 0, 0.366221, 0.366221, 0.366221, 0.366221, 0.366221, 0.366221, 0.366221, 0.366221, 0.366221, 0.366221, 0.366221, 0.366221, 0.366224, 0.366221, 0.370463, 0.366221
16.2502, 1.78265, 0.368755, 0.364455, 1.9449, 1.4139, 0.364455, 0, 0.364455, 0.364455, 0.364455, 0.364455, 0.364455, 0.364455, 0.364455, 0.364455, 0.364455, 0.364455, 0.364455, 0.364455, 0.364458, 0.364455, 0.368752, 0.364455
16.258, 2.21264, 0.365983, 0.361626, 2.05247, 1.84666, 0.361626, 0, 0.361626, 0.361626, 0.361626, 0.361626, 0.361626, 0.361626, 0.361626, 0.361626, 0.361626, 0.361626, 0.361626, 0.361626, 0.361629, 0.361626, 0.365979, 0.361626
16.2659, 1.78736, 0.362271, 0.357858, 1.94611, 1.42509, 0.357858, 0, 0.357858, 0.357858, 0.357858, 0.357858, 0.357858, 0.357858, 0.357858, 0.357858, 0.357858, 0.357858, 0.357858, 0.357858, 0.357861, 0.357858, 0.362267, 0.357858
16.2738, 0, 0.358107, 0.353636, 1.41421, -0.358107, 0.353636, 0, 0.353636, 0.353636, 0.353636, 0.353636, 0.353636, 0.353636, 0.353636, 0.353636, 0.353636, 0.353636, 0.353636, 0.353636, 0.353639, 0.353636, 0.358103, 0.353636
16.2817, 0, 0.353968, 0.34944, 1.41421, -0.353968, 0.34944, 0, 0.34944, 0.34944, 0.34944, 0.34944, 0.34944, 0.34944, 0.34944, 0.34944, 0.34944, 0.34944, 0.34944, 0.34944, 0.349443, 0.34944, 0.353965, 0.34944
16.2896, 1, 0.352202, 0.347614, 1.73205, 0.647798, 0.347614, 0, 0.347614, 0.347614, 0.347614, 0.347614, 0.347614, 0.347614, 0.347614, 0.347614, 0.347614, 0.347614, 0.347614, 0.347614, 0.347617, 0.347614, 0.352199, 0.347614
16.2974, 0, 0.349379, 0.344731, 1.41421, -0.349379, 0.344731, 0, 0.344731, 0.344731, 0.344731, 0.344731, 0.344731, 0.344731, 0.344731, 0.344731, 0.344731, 0.344731, 0.344731, 0.344731, 0.344734, 0.344731, 0.349376, 0.344731
16.3053, 0.198141, 0.34562, 0.340911, 1.48261, -0.147478, 0.340911, 0, 0.340911, 0.340911, 0.340911, 0.340911, 0.340911, 0.340911, 0.340911, 0.340911, 0.340911, 0.340911, 0.340911, 0.340911, 0.340914, 0.340911, 0.345616, 0.340911
16.3132, 0.997497, 0.341411, 0.33664, 1.73133, 0.656087, 0.33664, 0, 0.33664, 0.33664, 0.33664, 0.33664, 0.33664, 0.33664, 0.33664, 0.33664, 0.33664, 0.33664, 0.33664, 0.33664, 0.336643, 0.33664, 0.341407, 0.33664
16.3211, 0.997546, 0.33723, 0.332396, 1.73134, 0.660316, 0.332396, 0, 0.332396, 0.332396, 0.332396, 0.332396, 0.332396, 0.332396, 0.332396, 0.332396, 0.332396, 0.332396, 0.332396, 0.332396, 0.332399, 0.332396, 0.337226, 0.332396
16.329, 0.997646, 0.33555, 0.330653, 1.73137, 0.662095, 0.330653, 0, 0.330653, 0.330653, 0.330653, 0.330653, 0.330653, 0.330653, 0.330653, 0.330653, 0.330653, 0.330653, 0.330653, 0.330653, 0.330656, 0.330653, 0.335547, 0.330653
16.3368, 1.99752, 0.332814, 0.327852, 1.99938, 1.66471, 0.327852, 0, 0.327852, 0.327852, 0.327852, 0.327852, 0.327852, 0.327852, 0.327852, 0.327852, 0.327852, 0.327852, 0.327852, 0.327852, 0.327855, 0.327852, 0.33281, 0.327852
16.3447, 1.81165, 0.329145, 0.324117, 1.95234, 1.4825, 0.324117, 0, 0.324117, 0.324117, 0.324117, 0.324117, 0.324117, 0.324117, 0.324117, 0.324117, 0.324117, 0.324117, 0.324117, 0.324117, 0.32412, 0.324117, 0.329141, 0.324117
16.3526, 0, 0.325029, 0.319934, 1.41421, -0.325029, 0.319934, 0, 0.319934, 0.319934, 0.319934, 0.319934, 0.319934, 0.319934, 0.319934, 0.319934, 0.319934, 0.319934, 0.319934, 0.319934, 0.319937, 0.319934, 0.325025, 0.319934
16.3605, 0.36233, 0.320941, 0.315778, 1.53699, 0.0413889, 0.315778, 0, 0.315778, 0.315778, 0.315778, 0.315778, 0.315778, 0.315778, 0.315778, 0.315778, 0.315778, 0.315778, 0.315778, 0.315778, 0.315782, 0.315778, 0.320937, 0.315778
16.3683, 4.81646, 0.319158, 0.313927, 2.61083, 4.4973, 0.313927, 0, 0.313927, 0.313927, 0.313927, 0.313927, 0.313927, 0.313927, 0.313927, 0.313927, 0.313927, 0.313927, 0.313927, 0.313927, 0.313931, 0.313927, 0.319155, 0.313927
16.3762, 0.821212, 0.316331, 0.31103, 1.67965, 0.50488, 0.31103, 0, 0.31103, 0.31103, 0.31103, 0.31103, 0.31103, 0.31103, 0.31103, 0.31103, 0.31103, 0.31103, 0.31103, 0.31103, 0.311034, 0.31103, 0.316328, 0.31103
16.3841, 0.173854, 0.312579, 0.307208, 1.4744, -0.138726, 0.307208, 0, 0.307208, 0.307208, 0.307208, 0.307208, 0.307208, 0.307208, 0.307208, 0.307208, 0.307208, 0.307208, 0.307208, 0.307208, 0.307211, 0.307208, 0.312576, 0.307208
16.392, 1.82615, 0.308386, 0.302942, 1.95605, 1.51776, 0.302942, 0, 0.302942, 0.302942, 0.302942, 0.302942, 0.302942, 0.302942, 0.302942, 0.302942, 0.302942, 0.302942, 0.302942, 0.302942, 0.302945, 0.302942, 0.308383, 0.302942
16.3999, 0.169227, 0.304223, 0.298706, 1.47283, -0.134996, 0.298706, 0, 0.298706, 0.298706, 0.298706, 0.298706, 0.298706, 0.298706, 0.298706, 0.298706, 0.298706, 0.298706, 0.298706, 0.298706, 0.298709, 0.298706, 0.30422, 0.298706
16.4077, 1.83077, 0.302515, 0.296923, 1.95724, 1.52826, 0.296923, 0, 0.296923, 0.296923, 0.296923, 0.296923, 0.296923, 0.296923, 0.296923, 0.296923, 0.296923, 0.296923, 0.296923, 0.296923, 0.296926, 0.296923, 0.302511, 0.296923
16.4156, 0, 0.299779, 0.294112, 1.41421, -0.299779, 0.294112, 0, 0.294112, 0.294112, 0.294112, 0.294112, 0.294112, 0.294112, 0.294112, 0.294112, 0.294112, 0.294112, 0.294112, 0.294112, 0.294115, 0.294112, 0.299775, 0.294112
16.4235, 1.16187, 0.296134, 0.29039, 1.77817, 0.86574, 0.29039, 0, 0.29039, 0.29039, 0.29039, 0.29039, 0.29039, 0.29039, 0.29039, 0.29039, 0.29039, 0.29039, 0.29039, 0.29039, 0.290394, 0.29039, 0.29613, 0.29039
16.4314, 0.838126, 0.292056, 0.286234, 1.68467, 0.54607, 0.286234, 0, 0.286234, 0.286234, 0.286234, 0.286234, 0.286234, 0.286234, 0.286234, 0.286234, 0.286234, 0.286234, 0.286234, 0.286234, 0.286238, 0.286234, 0.292052, 0.286234
16.4392, 0, 0.288009, 0.282108, 1.41421, -0.288009, 0.282108, 0, 0.282108, 0.282108, 0.282108, 0.282108, 0.282108, 0.282108, 0.282108, 0.282108, 0.282108, 0.282108, 0.282108, 0.282108, 0.282112, 0.282108, 0.288005, 0.282108
16.4471, 0, 0.28615, 0.28017, 1.41421, -0.28615, 0.28017, 0, 0.28017, 0.28017, 0.28017, 0.28017, 0.28017, 0.28017, 0.28017, 0.28017, 0.28017, 0.28017, 0.28017, 0.28017, 0.280173, 0.28017, 0.286147, 0.28017
16.455, 0, 0.283294, 0.277232, 1.41421, -0.283294, 0.277232, 0, 0.277232, 0.277232, 0.277232, 0.277232, 0.277232, 0.277232, 0.277232, 0.277232, 0.277232, 0.277232, 0.277232, 0.277232, 0.277235, 0.277232, 0.283291, 0.277232
16.4629, 0, 0.279555, 0.273409, 1.41421, -0.279555, 0.273409, 0, 0.273409, 0.273409, 0.273409, 0.273409, 0.273409, 0.273409, 0.273409, 0.273409, 0.273409, 0.273409, 0.273409, 0.273409, 0.273413, 0.273409, 0.279551, 0.273409
16.4708, 0, 0.275396, 0.269167, 1.41421, -0.275396, 0.269167, 0, 0.269167, 0.269167, 0.269167, 0.269167, 0.269167, 0.269167, 0.269167, 0.269167, 0.269167, 0.269167, 0.269167, 0.269167, 0.26917, 0.269167, 0.275393, 0.269167
16.4786, 2, 0.271272, 0.264958, 2, 1.72873, 0.264958, 0, 0.264958, 0.264958, 0.264958, 0.264958, 0.264958, 0.264958, 0.264958, 0.264958, 0.264958, 0.264958, 0.264958, 0.264958, 0.264961, 0.264958, 0.271269, 0.264958
16.4865, 0, 0.269484, 0.263082, 1.41421, -0.269484, 0.263082, 0, 0.263082, 0.263082, 0.263082, 0.263082, 0.263082, 0.263082, 0.263082, 0.263082, 0.263082, 0.263082, 0.263082, 0.263082, 0.263086, 0.263082, 0.26948, 0.263082
16.4944, 0.14006, 0.266729, 0.260239, 1.46289, -0.126669, 0.260239, 0, 0.260239, 0.260239, 0.260239, 0.260239, 0.260239, 0.260239, 0.260239, 0.260239, 0.260239, 0.260239, 0.260239, 0.260239, 0.260242, 0.260239, 0.266725, 0.260239
16.5023, 1.85994, 0.263114, 0.256535, 1.96467, 1.59683, 0.256535, 0, 0.256535, 0.256535, 0.256535, 0.256535, 0.256535, 0.256535, 0.256535, 0.256535, 0.256535, 0.256535, 0.256535, 0.256535, 0.256538, 0.256535, 0.263111, 0.256535
16.5102, 0, 0.259093, 0.252423, 1.41421, -0.259093, 0.252423, 0, 0.252423, 0.252423, 0.252423, 0.252423, 0.252423, 0.252423, 0.252423, 0.252423, 0.252423, 0.252423, 0.252423, 0.252423, 0.252427, 0.252423, 0.25909, 0.252423
16.518, 0.133053, 0.255107, 0.248345, 1.4605, -0.122055, 0.248345, 0, 0.248345, 0.248345, 0.248345, 0.248345, 0.248345, 0.248345, 0.248345, 0.248345, 0.248345, 0.248345, 0.248345, 0.248345, 0.248348, 0.248345, 0.255104, 0.248345
16.5259, 0.866947, 0.253186, 0.24633, 1.69321, 0.613761, 0.24633, 0, 0.24633, 0.24633, 0.24633, 0.24633, 0.24633, 0.24633, 0.24633, 0.24633, 0.24633, 0.24633, 0.24633, 0.24633, 0.246333, 0.24633, 0.253183, 0.24633
16.5338, 0, 0.250318, 0.243366, 1.41421, -0.250318, 0.243366, 0, 0.243366, 0.243366, 0.243366, 0.243366, 0.243366, 0.243366, 0.243366, 0.243366, 0.243366, 0.243366, 0.243366, 0.243366, 0.243369, 0.243366, 0.250314, 0.243366
16.5417, 0, 0.246604, 0.239555, 1.41421, -0.246604, 0.239555, 0, 0.239555, 0.239555, 0.239555, 0.239555, 0.239555, 0.239555, 0.239555, 0.239555, 0.239555, 0.239555, 0.239555, 0.239555, 0.239558, 0.239555, 0.246601, 0.239555
16.5495, 0, 0.242493, 0.235346, 1.41421, -0.242493, 0.235346, 0, 0.235346, 0.235346, 0.235346, 0.235346, 0.235346, 0.235346, 0.235346, 0.235346, 0.235346, 0.235346, 0.235346, 0.235346, 0.235349, 0.235346, 0.24249, 0.235346
16.5574, 0, 0.238422, 0.231174, 1.41421, -0.238422, 0.231174, 0, 0.231174, 0.231174, 0.231174, 0.231174, 0.231174, 0.231174, 0.231174, 0.231174, 0.231174, 0.231174, 0.231174, 0.231174, 0.231178, 0.231174, 0.238418, 0.231174
16.5653, 0.118463, 0.23662, 0.229271, 1.45549, -0.118156, 0.229271, 0, 0.229271, 0.229271, 0.229271, 0.229271, 0.229271, 0.229271, 0.229271, 0.229271, 0.229271, 0.229271, 0.229271, 0.229271, 0.229274, 0.229271, 0.236617, 0.229271
16.5732, 0.881537, 0.233884, 0.226432, 1.69751, 0.647653, 0.226432, 0, 0.226432, 0.226432, 0.226432, 0.226432, 0.226432, 0.226432, 0.226432, 0.226432, 0.226432, 0.226432, 0.226432, 0.226432, 0.226435, 0.226432, 0.23388, 0.226432
16.5811, 1, 0.230303, 0.222746, 1.73205, 0.769697, 0.222746, 0, 0.222746, 0.222746, 0.222746, 0.222746, 0.222746, 0.222746, 0.222746, 0.222746, 0.222746, 0.222746, 0.222746, 0.222746, 0.22275, 0.222746, 0.2303, 0.222746
16.5889, 1.11125, 0.226327, 0.218664, 1.76387, 0.884921, 0.218664, 0, 0.218664, 0.218664, 0.218664, 0.218664, 0.218664, 0.218664, 0.218664, 0.218664, 0.218664, 0.218664, 0.218664, 0.218664, 0.218667, 0.218664, 0.226324, 0.218664
16.5968, 0.888751, 0.222391, 0.214619, 1.69963, 0.66636, 0.214619, 0, 0.214619, 0.214619, 0.214619, 0.214619, 0.214619, 0.214619, 0.214619, 0.214619, 0.214619, 0.214619, 0.214619, 0.214619, 0.214622, 0.214619, 0.222388, 0.214619
16.6047, 0, 0.220471, 0.212589, 1.41421, -0.220471, 0.212589, 0, 0.212589, 0.212589, 0.212589, 0.212589, 0.212589, 0.212589, 0.212589, 0.212589, 0.212589, 0.212589, 0.212589, 0.212589, 0.212593, 0.212589, 0.220468, 0.212589
16.6126, 1.10387, 0.217638, 0.209644, 1.76178, 0.886229, 0.209644, 0, 0.209644, 0.209644, 0.209644, 0.209644, 0.209644, 0.209644, 0.209644, 0.209644, 0.209644, 0.209644, 0.209644, 0.209644, 0.209648, 0.209644, 0.217635, 0.209644
16.6204, 2.89613, 0.213977, 0.205869, 2.21272, 2.68216, 0.205869, 0, 0.205869, 0.205869, 0.205869, 0.205869, 0.205869, 0.205869, 0.205869, 0.205869, 0.205869, 0.205869, 0.205869, 0.205869, 0.205873, 0.205869, 0.213973, 0.205869
16.6283, 2, 0.209931, 0.201708, 2, 1.79007, 0.201708, 0, 0.201708, 0.201708, 0.201708, 0.201708, 0.201708, 0.201708, 0.201708, 0.201708, 0.201708, 0.201708, 0.201708, 0.201708, 0.201711, 0.201708, 0.209927, 0.201708
16.6362, 0.0971259, 0.205929, 0.197589, 1.44815, -0.108803, 0.197589, 0, 0.197589, 0.197589, 0.197589, 0.197589, 0.197589, 0.197589, 0.197589, 0.197589, 0.197589, 0.197589, 0.197589, 0.197589, 0.197593, 0.197589, 0.205926, 0.197589
16.6441, 0.997073, 0.204143, 0.195684, 1.73121, 0.792931, 0.195684, 0, 0.195684, 0.195684, 0.195684, 0.195684, 0.195684, 0.195684, 0.195684, 0.195684, 0.195684, 0.195684, 0.195684, 0.195684, 0.195687, 0.195684, 0.20414, 0.195684
16.652, 2.9058, 0.201461, 0.192881, 2.2149, 2.70434, 0.192881, 0, 0.192881, 0.192881, 0.192881, 0.192881, 0.192881, 0.192881, 0.192881, 0.192881, 0.192881, 0.192881, 0.192881, 0.192881, 0.192884, 0.192881, 0.201457, 0.192881
16.6598, 0.179474, 0.197953, 0.18925, 1.4763, -0.0184787, 0.18925, 0, 0.18925, 0.18925, 0.18925, 0.18925, 0.18925, 0.18925, 0.18925, 0.18925, 0.18925, 0.18925, 0.18925, 0.18925, 0.189254, 0.18925, 0.19795, 0.18925
16.6677, 1.82053, 0.194063, 0.185235, 1.95462, 1.62646, 0.185235, 0, 0.185235, 0.185235, 0.185235, 0.185235, 0.185235, 0.185235, 0.185235, 0.185235, 0.185235, 0.185235, 0.185235, 0.185235, 0.185239, 0.185235, 0.19406, 0.185235
16.6756, 1.08474, 0.190218, 0.181263, 1.75634, 0.894519, 0.181263, 0, 0.181263, 0.181263, 0.181263, 0.181263, 0.181263, 0.181263, 0.181263, 0.181263, 0.181263, 0.181263, 0.181263, 0.181263, 0.181267, 0.181263, 0.190215, 0.181263
16.6835, 1.07986, 0.188331, 0.179247, 1.75495, 0.891533, 0.179247, 0, 0.179247, 0.179247, 0.179247, 0.179247, 0.179247, 0.179247, 0.179247, 0.179247, 0.179247, 0.179247, 0.179247, 0.179247, 0.17925, 0.179247, 0.188327, 0.179247
16.6914, 1.91518, 0.185578, 0.176363, 1.97868, 1.7296, 0.176363, 0, 0.176363, 0.176363, 0.176363, 0.176363, 0.176363, 0.176363, 0.176363, 0.176363, 0.176363, 0.176363, 0.176363, 0.176363, 0.176366, 0.176363, 0.185575, 0.176363
16.6992, 0.997561, 0.182027, 0.172679, 1.73135, 0.815534, 0.172679, 0, 0.172679, 0.172679, 0.172679, 0.172679, 0.172679, 0.172679, 0.172679, 0.172679, 0.172679, 0.172679, 0.172679, 0.172679, 0.172682, 0.172679, 0.182024, 0.172679
16.7071, 0.922657, 0.17811, 0.168627, 1.70958, 0.744547, 0.168627, 0, 0.168627, 0.168627, 0.168627, 0.168627, 0.168627, 0.168627, 0.168627, 0.168627, 0.168627, 0.168627, 0.168627, 0.168627, 0.16863, 0.168627, 0.178107, 0.168627
16.715, 0, 0.174244, 0.164623, 1.41421, -0.174244, 0.164623, 0, 0.164623, 0.164623, 0.164623, 0.164623, 0.164623, 0.164623, 0.164623, 0.164623, 0.164623, 0.164623, 0.164623, 0.164623, 0.164626, 0.164623, 0.17424, 0.164623
16.7229, 0, 0.172495, 0.162735, 1.41421, -0.172495, 0.162735, 0, 0.162735, 0.162735, 0.162735, 0.162735, 0.162735, 0.162735, 0.162735, 0.162735, 0.162735, 0.162735, 0.162735, 0.162735, 0.162738, 0.162735, 0.172492, 0.162735
16.7307, 1.06792, 0.169909, 0.160007, 1.75155, 0.898013, 0.160007, 0, 0.160007, 0.160007, 0.160007, 0.160007, 0.160007, 0.160007, 0.160007, 0.160007, 0.160007, 0.160007, 0.160007, 0.160007, 0.16001, 0.160007, 0.169906, 0.160007
16.7386, 0.932077, 0.166537, 0.156491, 1.71233, 0.76554, 0.156491, 0, 0.156491, 0.156491, 0.156491, 0.156491, 0.156491, 0.156491, 0.156491, 0.156491, 0.156491, 0.156491, 0.156491, 0.156491, 0.156494, 0.156491, 0.166534, 0.156491
16.7465, 0, 0.162806, 0.152613, 1.41421, -0.162806, 0.152613, 0, 0.152613, 0.152613, 0.152613, 0.152613, 0.152613, 0.152613, 0.152613, 0.152613, 0.152613, 0.152613, 0.152613, 0.152613, 0.152616, 0.152613, 0.162802, 0.152613
16.7544, 1, 0.159126, 0.148784, 1.73205, 0.840874, 0.148784, 0, 0.148784, 0.148784, 0.148784, 0.148784, 0.148784, 0.148784, 0.148784, 0.148784, 0.148784, 0.148784, 0.148784, 0.148784, 0.148787, 0.148784, 0.159122, 0.148784
16.7623, 0, 0.157306, 0.146812, 1.41421, -0.157306, 0.146812, 0, 0.146812, 0.146812, 0.146812, 0.146812, 0.146812, 0.146812, 0.146812, 0.146812, 0.146812, 0.146812, 0.146812, 0.146812, 0.146816, 0.146812, 0.157302, 0.146812
16.7701, 0, 0.154688, 0.144042, 1.41421, -0.154688, 0.144042, 0, 0.144042, 0.144042, 0.144042, 0.144042, 0.144042, 0.144042, 0.144042, 0.144042, 0.144042, 0.144042, 0.144042, 0.144042, 0.144045, 0.144042, 0.154685, 0.144042
16.778, 1, 0.151322, 0.14052, 1.73205, 0.848678, 0.14052, 0, 0.14052, 0.14052, 0.14052, 0.14052, 0.14052, 0.14052, 0.14052, 0.14052, 0.14052, 0.14052, 0.14052, 0.14052, 0.140523, 0.14052, 0.151319, 0.14052
16.7859, 0.101611, 0.147619, 0.136658, 1.44969, -0.046008, 0.136658, 0, 0.136658, 0.136658, 0.136658, 0.136658, 0.136658, 0.136658, 0.136658, 0.136658, 0.136658, 0.136658, 0.136658, 0.136658, 0.136661, 0.136658, 0.147615, 0.136658
16.7938, 2.89839, 0.143972, 0.132849, 2.21323, 2.75442, 0.132849, 0, 0.132849, 0.132849, 0.132849, 0.132849, 0.132849, 0.132849, 0.132849, 0.132849, 0.132849, 0.132849, 0.132849, 0.132849, 0.132853, 0.132849, 0.143968, 0.132849
16.8017, 0.0922162, 0.1423, 0.131014, 1.44645, -0.050084, 0.131014, 0, 0.131014, 0.131014, 0.131014, 0.131014, 0.131014, 0.131014, 0.131014, 0.131014, 0.131014, 0.131014, 0.131014, 0.131014, 0.131017, 0.131014, 0.142297, 0.131014
16.8095, 1.90778, 0.139866, 0.128414, 1.97681, 1.76792, 0.128414, 0, 0.128414, 0.128414, 0.128414, 0.128414, 0.128414, 0.128414, 0.128414, 0.128414, 0.128414, 0.128414, 0.128414, 0.128414, 0.128417, 0.128414, 0.139863, 0.128414
16.8174, 0, 0.136704, 0.125083, 1.41421, -0.136704, 0.125083, 0, 0.125083, 0.125083, 0.125083, 0.125083, 0.125083, 0.125083, 0.125083, 0.125083, 0.125083, 0.125083, 0.125083, 0.125083, 0.125086, 0.125083, 0.136701, 0.125083
16.8253, 1, 0.133216, 0.121423, 1.73205, 0.866784, 0.121423, 0, 0.121423, 0.121423, 0.121423, 0.121423, 0.121423, 0.121423, 0.121423, 0.121423, 0.121423, 0.121423, 0.121423, 0.121423, 0.121426, 0.121423, 0.133212, 0.121423
16.8332, 0, 0.129785, 0.117817, 1.41421, -0.129785, 0.117817, 0, 0.117817, 0.117817, 0.117817, 0.117817, 0.117817, 0.117817, 0.117817, 0.117817, 0.117817, 0.117817, 0.117817, 0.117817, 0.117821, 0.117817, 0.129781, 0.117817
16.841, 1, 0.128054, 0.11591, 1.73205, 0.871946, 0.11591, 0, 0.11591, 0.11591, 0.11591, 0.11591, 0.11591, 0.11591, 0.11591, 0.11591, 0.11591, 0.11591, 0.11591, 0.11591, 0.115913, 0.11591, 0.12805, 0.11591
16.8489, 1, 0.125627, 0.113303, 1.73205, 0.874373, 0.113303, 0, 0.113303, 0.113303, 0.113303, 0.113303, 0.113303, 0.113303, 0.113303, 0.113303, 0.113303, 0.113303, 0.113303, 0.113303, 0.113306, 0.113303, 0.125623, 0.113303
16.8568, 0.0584737, 0.122535, 0.110028, 1.43474, -0.0640614, 0.110028, 0, 0.110028, 0.110028, 0.110028, 0.110028, 0.110028, 0.110028, 0.110028, 0.110028, 0.110028, 0.110028, 0.110028, 0.110028, 0.110032, 0.110028, 0.122532, 0.110028
16.8647, 1.9683, 0.119152, 0.106459, 1.99206, 1.84915, 0.106459, 0, 0.106459, 0.106459, 0.106459, 0.106459, 0.106459, 0.106459, 0.106459, 0.106459, 0.106459, 0.106459, 0.106459, 0.106459, 0.106463, 0.106459, 0.119148, 0.106459
16.8726, 0.973228, 0.11583, 0.102949, 1.7243, 0.857397, 0.102949, 0, 0.102949, 0.102949, 0.102949, 0.102949, 0.102949, 0.102949, 0.102949, 0.102949, 0.102949, 0.102949, 0.102949, 0.102949, 0.102953, 0.102949, 0.115827, 0.102949
16.8804, 0.0441249, 0.114152, 0.10108, 1.42973, -0.0700275, 0.10108, 0, 0.10108, 0.10108, 0.10108, 0.10108, 0.10108, 0.10108, 0.10108, 0.10108, 0.10108, 0.10108, 0.10108, 0.10108, 0.101084, 0.10108, 0.114149, 0.10108
16.8883, 1.95588, 0.111885, 0.0986181, 1.98894, 1.84399, 0.0986181, 0, 0.0986181, 0.0986181, 0.0986181, 0.0986181, 0.0986181, 0.0986181, 0.0986181, 0.0986181, 0.0986181, 0.0986181, 0.0986181, 0.0986181, 0.0986216, 0.0986181, 0.111881, 0.0986181
16.8962, 0.0173439, 0.10905, 0.0955859, 1.42033, -0.0917063, 0.0955859, 0, 0.0955859, 0.0955859, 0.0955859, 0.0955859, 0.0955859, 0.0955859, 0.0955859, 0.0955859, 0.0955859, 0.0955859, 0.0955859, 0.0955859, 0.0955894, 0.0955859, 0.109047, 0.0955859
16.9041, 0.982656, 0.105971, 0.0923062, 1.72704, 0.876685, 0.0923062, 0, 0.0923062, 0.0923062, 0.0923062, 0.0923062, 0.0923062, 0.0923062, 0.0923062, 0.0923062, 0.0923062, 0.0923062, 0.0923062, 0.0923062, 0.0923096, 0.0923062, 0.105968, 0.0923062
16.9119, 0, 0.102952, 0.0890837, 1.41421, -0.102952, 0.0890837, 0, 0.0890837, 0.0890837, 0.0890837, 0.0890837, 0.0890837, 0.0890837, 0.0890837, 0.0890837, 0.0890837, 0.0890837, 0.0890837, 0.0890837, 0.0890871, 0.0890837, 0.102949, 0.0890837
16.9198, 0, 0.101216, 0.0871403, 1.41421, -0.101216, 0.0871403, 0, 0.0871403, 0.0871403, 0.0871403, 0.0871403, 0.0871403, 0.0871403, 0.0871403, 0.0871403, 0.0871403, 0.0871403, 0.0871403, 0.0871403, 0.0871438, 0.0871403, 0.101212, 0.0871403
16.9277, 0.00768087, 0.0989907, 0.084705, 1.41693, -0.0913098, 0.084705, 0, 0.084705, 0.084705, 0.084705, 0.084705, 0.084705, 0.084705, 0.084705, 0.084705, 0.084705, 0.084705, 0.084705, 0.084705, 0.0847085, 0.084705, 0.0989872, 0.084705
16.9356, 0.992319, 0.0962989, 0.0817998, 1.72983, 0.89602, 0.0817998, 0, 0.0817998, 0.0817998, 0.0817998, 0.0817998, 0.0817998, 0.0817998, 0.0817998, 0.0817998, 0.0817998, 0.0817998, 0.0817998, 0.0817998, 0.0818033, 0.0817998, 0.0962955, 0.0817998
16.9435, 0, 0.0934139, 0.0786981, 1.41421, -0.0934139, 0.0786981, 0, 0.0786981, 0.0786981, 0.0786981, 0.0786981, 0.0786981, 0.0786981, 0.0786981, 0.0786981, 0.0786981, 0.0786981, 0.0786981, 0.0786981, 0.0787015, 0.0786981, 0.0934104, 0.0786981
16.9513, 0.000247893, 0.0905921, 0.0756563, 1.4143, -0.0903442, 0.0756563, 0, 0.0756563, 0.0756563, 0.0756563, 0.0756563, 0.0756563, 0.0756563, 0.0756563, 0.0756563, 0.0756563, 0.0756563, 0.0756563, 0.0756563, 0.0756597, 0.0756563, 0.0905886, 0.0756563
