   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_682.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.00541596, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00244859, 0, 1.10831e-22, 0, 1.41421, -1.10831e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.79735e-27, 0, 2.2021e-23, 0, 8.8808e-23, 0, 0, 0
0.0103131, 0, 2.72618e-22, 0, 1.41421, -2.72618e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.46929e-27, 0, 5.50982e-23, 0, 2.17515e-22, 0, 0, 0
0.0181777, 0, 6.58322e-22, 0, 1.41421, -6.58322e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.09123e-26, 0, 1.35219e-22, 0, 5.23092e-22, 0, 0, 0
0.0260423, 0, 1.56249e-21, 0, 1.41421, -1.56249e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.61917e-26, 0, 3.25923e-22, 0, 1.23654e-21, 0, 0, 0
0.0339068, 0, 3.64856e-21, 0, 1.41421, -3.64856e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.18596e-26, 0, 7.72428e-22, 0, 2.87607e-21, 0, 0, 0
0.0417714, 0, 8.38936e-21, 0, 1.41421, -8.38936e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.43886e-25, 0, 1.80173e-21, 0, 6.58749e-21, 0, 0, 0
0.0496359, 0, 1.90094e-20, 0, 1.41421, -1.90094e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.29855e-25, 0, 4.13983e-21, 0, 1.48693e-20, 0, 0, 0
0.0575005, 0, 4.24749e-20, 0, 1.41421, -4.24749e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.45779e-25, 0, 9.37688e-21, 0, 3.30973e-20, 0, 0, 0
0.065365, 0, 9.3643e-20, 0, 1.41421, -9.3643e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.66393e-24, 0, 2.0951e-20, 0, 7.26903e-20, 0, 0, 0
