   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_31.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0226134, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0146513, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00668927, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00127277, 0, 2.35635e-29, 0, 1.41421, -2.35635e-29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.73275e-31, 0, 0, 5.71305e-34, 1.12441e-33, 0, 2.33885e-29, 0, 0, 0
0.00923482, 0, 1.99336e-28, 0, 1.41421, -1.99336e-28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.46582e-30, 0, 0, 4.83297e-33, 1.01678e-32, 0, 1.97856e-28, 0, 0, 0
0.0171969, 0, 1.09613e-27, 0, 1.41421, -1.09613e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.06041e-30, 0, 0, 2.66758e-32, 5.85716e-32, 0, 1.08799e-27, 0, 0, 0
0.0251589, 0, 4.91836e-27, 0, 1.41421, -4.91836e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.61671e-29, 0, 0, 1.20597e-31, 2.72225e-31, 0, 4.8818e-27, 0, 0, 0
0.033121, 0, 1.94952e-26, 0, 1.41421, -1.94952e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.43358e-28, 0, 0, 4.82649e-31, 1.11006e-30, 0, 1.93503e-26, 0, 0, 0
0.041083, 0, 7.0897e-26, 0, 1.41421, -7.0897e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.21338e-28, 0, 0, 1.77394e-30, 4.13469e-30, 0, 7.03697e-26, 0, 0, 0
0.0490451, 0, 2.41619e-25, 0, 1.41421, -2.41619e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.77673e-27, 0, 0, 6.11245e-30, 1.43932e-29, 0, 2.39822e-25, 0, 0, 0
0.0570071, 0, 7.81927e-25, 0, 1.41421, -7.81927e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.74985e-27, 0, 0, 2.00017e-29, 4.7488e-29, 0, 7.76109e-25, 0, 0, 0
0.0649691, 0, 2.42411e-24, 0, 1.41421, -2.42411e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.78255e-26, 0, 0, 6.27005e-29, 1.49888e-28, 0, 2.40607e-24, 0, 0, 0
0.0729312, 0, 7.24424e-24, 0, 1.41421, -7.24424e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.32699e-26, 0, 0, 1.89464e-28, 4.55574e-28, 0, 7.19033e-24, 0, 0, 0
0.0808932, 0, 2.09643e-23, 0, 1.41421, -2.09643e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.54159e-25, 0, 0, 5.54409e-28, 1.33984e-27, 0, 2.08083e-23, 0, 0, 0
