   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_426.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.00112696, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00673429, 0, 5.30553e-24, 0, 1.41421, -5.30553e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.06878e-27, 0, 0, 9.71714e-29, 0, 5.00038e-25, 0, 4.79732e-24, 0, 0, 0
0.0145956, 0, 1.70107e-23, 0, 1.41421, -1.70107e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.57162e-26, 0, 0, 3.15536e-28, 0, 1.695e-24, 0, 1.52896e-23, 0, 0, 0
0.0224568, 0, 4.54749e-23, 0, 1.41421, -4.54749e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.85387e-26, 0, 0, 8.4955e-28, 0, 4.65556e-24, 0, 4.07499e-23, 0, 0, 0
0.0303181, 0, 1.18568e-22, 0, 1.41421, -1.18568e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.78196e-25, 0, 0, 2.23127e-27, 0, 1.24404e-23, 0, 1.05947e-22, 0, 0, 0
0.0381793, 0, 3.02186e-22, 0, 1.41421, -3.02186e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.52938e-25, 0, 0, 5.72939e-27, 0, 3.24312e-23, 0, 2.69296e-22, 0, 0, 0
0.0460406, 0, 7.54191e-22, 0, 1.41421, -7.54191e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.12754e-24, 0, 0, 1.44096e-26, 0, 8.2667e-23, 0, 6.70382e-22, 0, 0, 0
0.0539019, 0, 1.84602e-21, 0, 1.41421, -1.84602e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.75303e-24, 0, 0, 3.55499e-26, 0, 2.06405e-22, 0, 1.63683e-21, 0, 0, 0
0.0617631, 0, 4.437e-21, 0, 1.41421, -4.437e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.60117e-24, 0, 0, 8.61428e-26, 0, 5.05564e-22, 0, 3.92475e-21, 0, 0, 0
0.0696244, 0, 1.04836e-20, 0, 1.41421, -1.04836e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.55605e-23, 0, 0, 2.05244e-25, 0, 1.21633e-21, 0, 9.25153e-21, 0, 0, 0
0.0774856, 0, 2.43729e-20, 0, 1.41421, -2.43729e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.60923e-23, 0, 0, 4.81283e-25, 0, 2.87753e-21, 0, 2.14588e-20, 0, 0, 0
