   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_141.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Cr_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
2.707, 48.2408, 48.2886, 3.46628, 7.08807, -0.0477829, 3.48983, 0, 3.46629, 3.4663, 3.47021, 3.46775, 3.46634, 4.45312, 3.46666, 3.46628, 3.46628, 3.46628, 3.46628, 3.46628, 3.46628, 3.46628, 3.46628, 3.46629, 44.4998, 3.46628, 6.2388
2.71487, 43.7951, 47.8941, 3.50697, 6.7672, -4.09906, 3.53347, 0, 3.50698, 3.50699, 3.5109, 3.50844, 3.50703, 4.35943, 3.50721, 3.50697, 3.50697, 3.50697, 3.50697, 3.50697, 3.50697, 3.50697, 3.50697, 3.50697, 43.5426, 3.50697, 6.97377
2.72274, 46.6726, 47.108, 3.54767, 6.97658, -0.435356, 3.57844, 0, 3.54768, 3.54769, 3.55159, 3.54914, 3.54773, 4.28, 3.54782, 3.54767, 3.54767, 3.54767, 3.54767, 3.54767, 3.54767, 3.54767, 3.54767, 3.54767, 42.0635, 3.54767, 7.82344
2.73061, 49.1919, 46.0005, 3.58836, 7.15485, 3.1914, 3.62532, 0, 3.58837, 3.58838, 3.59229, 3.58983, 3.58842, 4.21612, 3.58846, 3.58836, 3.58836, 3.58836, 3.58836, 3.58836, 3.58836, 3.58836, 3.58836, 3.58836, 40.1302, 3.58836, 8.78841
2.73848, 39.6627, 44.6526, 3.62904, 6.45467, -4.98987, 3.67491, 0, 3.62905, 3.62906, 3.63297, 3.63051, 3.62911, 4.16819, 3.6291, 3.62904, 3.62904, 3.62904, 3.62904, 3.62904, 3.62904, 3.62904, 3.62904, 3.62905, 37.8272, 3.62904, 9.86389
2.74635, 37.0004, 43.1498, 3.6697, 6.24503, -6.14945, 3.7283, 0, 3.66971, 3.66972, 3.67363, 3.67117, 3.66976, 4.13583, 3.66974, 3.6697, 3.6697, 3.6697, 3.6697, 3.6697, 3.6697, 3.6697, 3.6697, 3.6697, 35.2506, 3.6697, 11.0387
2.75422, 45.6408, 41.5754, 3.71033, 6.90223, 4.06536, 3.78692, 0, 3.71033, 3.71034, 3.71425, 3.7118, 3.71039, 4.11802, 3.71035, 3.71033, 3.71033, 3.71033, 3.71033, 3.71033, 3.71033, 3.71033, 3.71033, 3.71033, 32.5011, 3.71033, 12.2949
2.76209, 44.9475, 40.0055, 3.7509, 6.85183, 4.94207, 3.85258, 0, 3.75091, 3.75092, 3.75483, 3.75237, 3.75097, 4.11326, 3.75091, 3.7509, 3.7509, 3.7509, 3.7509, 3.7509, 3.7509, 3.7509, 3.7509, 3.7509, 29.6793, 3.7509, 13.6075
2.76996, 46.9269, 38.5037, 3.7914, 6.99477, 8.42319, 3.92757, 0, 3.79141, 3.79142, 3.79533, 3.79287, 3.79147, 4.11972, 3.79141, 3.7914, 3.7914, 3.7914, 3.7914, 3.7914, 3.7914, 3.7914, 3.7914, 3.7914, 26.88, 3.7914, 14.9451
2.77783, 29.9541, 37.1183, 3.83181, 5.65279, -7.16423, 4.01468, 0, 3.83182, 3.83183, 3.83573, 3.83328, 3.83188, 4.13538, 3.83181, 3.83181, 3.83181, 3.83181, 3.83181, 3.83181, 3.83181, 3.83181, 3.83181, 3.83181, 24.1874, 3.83181, 16.2708
2.7857, 40.9447, 35.8807, 3.87208, 6.55322, 5.06407, 4.11721, 0, 3.87209, 3.8721, 3.87601, 3.87355, 3.87215, 4.15818, 3.87208, 3.87208, 3.87208, 3.87208, 3.87208, 3.87208, 3.87208, 3.87208, 3.87208, 3.87208, 21.6723, 3.87208, 17.5437
2.79357, 28.6377, 34.8053, 3.91217, 5.53514, -6.16758, 4.23895, 0, 3.91218, 3.91219, 3.9161, 3.91364, 3.91224, 4.1861, 3.91217, 3.91217, 3.91217, 3.91217, 3.91217, 3.91217, 3.91217, 3.91217, 3.91217, 3.91217, 19.3902, 3.91217, 18.7211
2.80144, 25.6294, 33.8917, 3.95201, 5.25636, -8.26234, 4.38412, 0, 3.95202, 3.95203, 3.95594, 3.95348, 3.95209, 4.21726, 3.95201, 3.95201, 3.95201, 3.95201, 3.95201, 3.95201, 3.95201, 3.95201, 3.95201, 3.95201, 17.3801, 3.95201, 19.7608
2.80931, 33.9167, 33.127, 3.99152, 5.99306, 0.789745, 4.55719, 0, 3.99152, 3.99153, 3.99544, 3.99299, 3.99159, 4.24998, 3.99152, 3.99152, 3.99152, 3.99152, 3.99152, 3.99152, 3.99152, 3.99152, 3.99152, 3.99152, 15.6652, 3.99152, 20.6236
2.81719, 32.9915, 32.4896, 4.03057, 5.91536, 0.50193, 4.76273, 0, 4.03058, 4.03059, 4.0345, 4.03204, 4.03065, 4.28285, 4.03057, 4.03057, 4.03057, 4.03057, 4.03057, 4.03057, 4.03057, 4.03057, 4.03057, 4.03057, 14.254, 4.03057, 21.2762
2.82506, 38.3136, 31.953, 4.06902, 6.3493, 6.36062, 5.00509, 0, 4.06903, 4.06904, 4.07295, 4.07049, 4.06911, 4.31468, 4.06902, 4.06902, 4.06902, 4.06902, 4.06902, 4.06902, 4.06902, 4.06902, 4.06902, 4.06903, 13.142, 4.06902, 21.6928
2.83293, 32.8872, 31.4895, 4.10669, 5.90654, 1.39766, 5.28799, 0, 4.10669, 4.1067, 4.11061, 4.10815, 4.10677, 4.34456, 4.10669, 4.10669, 4.10669, 4.10669, 4.10669, 4.10669, 4.10669, 4.10669, 4.10669, 4.10669, 12.3141, 4.10669, 21.8574
2.8408, 42.5853, 31.073, 4.14332, 6.67723, 11.5123, 5.61419, 0, 4.14332, 4.14333, 4.14724, 4.14478, 4.14341, 4.37181, 4.14332, 4.14332, 4.14332, 4.14332, 4.14332, 4.14332, 4.14332, 4.14332, 4.14332, 4.14332, 11.7468, 4.14332, 21.7646
2.84867, 36.4718, 30.6815, 4.17862, 6.20256, 5.79033, 5.98501, 0, 4.17863, 4.17864, 4.18255, 4.18009, 4.17872, 4.39595, 4.17862, 4.17862, 4.17862, 4.17862, 4.17862, 4.17862, 4.17862, 4.17862, 4.17862, 4.17862, 11.4107, 4.17862, 21.4202
2.85654, 29.3441, 30.298, 4.21225, 5.59858, -0.95389, 6.39982, 0, 4.21226, 4.21227, 4.21618, 4.21372, 4.21235, 4.41666, 4.21225, 4.21225, 4.21225, 4.21225, 4.21225, 4.21225, 4.21225, 4.21225, 4.21225, 4.21225, 11.2726, 4.21225, 20.8402
2.86441, 27.4635, 29.9112, 4.2438, 5.42803, -2.44772, 6.85573, 0, 4.2438, 4.24381, 4.24772, 4.24527, 4.2439, 4.43373, 4.2438, 4.2438, 4.2438, 4.2438, 4.2438, 4.2438, 4.2438, 4.2438, 4.2438, 4.2438, 11.2973, 4.2438, 20.0503
2.87228, 33.648, 29.5145, 4.27278, 5.97059, 4.1335, 7.3472, 0, 4.27279, 4.2728, 4.27671, 4.27425, 4.27289, 4.44702, 4.27278, 4.27278, 4.27278, 4.27278, 4.27278, 4.27278, 4.27278, 4.27278, 4.27278, 4.27278, 11.4494, 4.27278, 19.0837
2.88015, 27.5918, 29.1052, 4.29868, 5.43983, -1.51339, 7.86592, 0, 4.29869, 4.2987, 4.30261, 4.30015, 4.2988, 4.45643, 4.29868, 4.29868, 4.29868, 4.29868, 4.29868, 4.29868, 4.29868, 4.29868, 4.29868, 4.29869, 11.6948, 4.29868, 17.9786
2.88802, 23.1119, 28.6826, 4.32094, 5.01118, -5.57068, 8.40087, 0, 4.32095, 4.32096, 4.32487, 4.32241, 4.32106, 4.46183, 4.32094, 4.32094, 4.32094, 4.32094, 4.32094, 4.32094, 4.32094, 4.32094, 4.32094, 4.32094, 12.0011, 4.32094, 16.7761
2.89589, 29.8723, 28.2469, 4.33896, 5.64556, 1.62548, 8.93841, 0, 4.33897, 4.33898, 4.34289, 4.34043, 4.33909, 4.46307, 4.33896, 4.33896, 4.33896, 4.33896, 4.33896, 4.33896, 4.33896, 4.33896, 4.33896, 4.33896, 12.3389, 4.33896, 15.5178
2.90376, 32.4666, 27.7973, 4.35215, 5.87083, 4.66933, 9.46296, 0, 4.35216, 4.35217, 4.35608, 4.35362, 4.35228, 4.45998, 4.35215, 4.35215, 4.35215, 4.35215, 4.35215, 4.35215, 4.35215, 4.35215, 4.35215, 4.35215, 12.6822, 4.35215, 14.2431
2.91163, 27.8633, 27.3315, 4.35993, 5.46473, 0.531799, 9.95753, 0, 4.35994, 4.35995, 4.36386, 4.3614, 4.36007, 4.45231, 4.35993, 4.35993, 4.35993, 4.35993, 4.35993, 4.35993, 4.35993, 4.35993, 4.35993, 4.35994, 13.0087, 4.35993, 12.9872
2.9195, 25.7899, 26.8447, 4.3618, 5.27161, -1.05486, 10.4046, 0, 4.3618, 4.36181, 4.36572, 4.36327, 4.36194, 4.43983, 4.3618, 4.3618, 4.3618, 4.3618, 4.3618, 4.3618, 4.3618, 4.3618, 4.3618, 4.3618, 13.2996, 4.3618, 11.7805
2.92738, 26.8507, 26.3302, 4.35731, 5.37129, 0.520554, 10.7874, 0, 4.35732, 4.35733, 4.36124, 4.35878, 4.35746, 4.42232, 4.35731, 4.35731, 4.35731, 4.35731, 4.35731, 4.35731, 4.35731, 4.35731, 4.35731, 4.35731, 13.5402, 4.35731, 10.6466
2.93525, 29.2334, 25.7791, 4.34617, 5.58868, 3.45428, 11.0903, 0, 4.34618, 4.34619, 4.3501, 4.34764, 4.34632, 4.39957, 4.34617, 4.34617, 4.34617, 4.34617, 4.34617, 4.34617, 4.34617, 4.34617, 4.34617, 4.34617, 13.7193, 4.34617, 9.60289
2.94312, 22.9907, 25.182, 4.32822, 4.99907, -2.19132, 11.3007, 0, 4.32823, 4.32824, 4.33215, 4.32969, 4.32838, 4.37147, 4.32822, 4.32822, 4.32822, 4.32822, 4.32822, 4.32822, 4.32822, 4.32822, 4.32822, 4.32823, 13.8289, 4.32822, 8.66009
2.95099, 33.2602, 24.5296, 4.30349, 5.93803, 8.73065, 11.4091, 0, 4.3035, 4.30351, 4.30742, 4.30496, 4.30365, 4.33802, 4.30349, 4.30349, 4.30349, 4.30349, 4.30349, 4.30349, 4.30349, 4.30349, 4.30349, 4.30349, 13.8642, 4.30349, 7.82308
2.95886, 16.9541, 23.8138, 4.27219, 4.35363, -6.85968, 11.4104, 0, 4.2722, 4.27221, 4.27612, 4.27366, 4.27236, 4.29938, 4.27219, 4.27219, 4.27219, 4.27219, 4.27219, 4.27219, 4.27219, 4.27219, 4.27219, 4.27219, 13.8232, 4.27219, 7.09176
2.96673, 20.4478, 23.0291, 4.23475, 4.73791, -2.58137, 11.3038, 0, 4.23475, 4.23476, 4.23867, 4.23621, 4.23492, 4.25586, 4.23475, 4.23475, 4.23475, 4.23475, 4.23475, 4.23475, 4.23475, 4.23475, 4.23475, 4.23475, 13.7062, 4.23475, 6.46193
2.9746, 11.4314, 22.1733, 4.19177, 3.66489, -10.7419, 11.0933, 0, 4.19178, 4.19179, 4.1957, 4.19324, 4.19196, 4.20794, 4.19177, 4.19177, 4.19177, 4.19177, 4.19177, 4.19177, 4.19177, 4.19177, 4.19177, 4.19177, 13.5154, 4.19177, 5.92646
2.98247, 15.5397, 21.248, 4.14407, 4.18804, -5.70826, 10.787, 0, 4.14407, 4.14408, 4.14799, 4.14553, 4.14426, 4.15627, 4.14407, 4.14407, 4.14407, 4.14407, 4.14407, 4.14407, 4.14407, 4.14407, 4.14407, 4.14407, 13.255, 4.14407, 5.47634
2.99034, 22.7132, 20.2585, 4.09257, 4.97124, 2.45468, 10.3969, 0, 4.09258, 4.09259, 4.0965, 4.09404, 4.09277, 4.10166, 4.09257, 4.09257, 4.09257, 4.09257, 4.09257, 4.09257, 4.09257, 4.09257, 4.09257, 4.09257, 12.9305, 4.09257, 5.10155
2.99821, 11.258, 19.2145, 4.03834, 3.64116, -7.95652, 9.93818, 0, 4.03835, 4.03836, 4.04227, 4.03981, 4.03855, 4.04501, 4.03834, 4.03834, 4.03834, 4.03834, 4.03834, 4.03834, 4.03834, 4.03834, 4.03834, 4.03834, 12.5489, 4.03834, 4.79188
3.00608, 16.2529, 18.1287, 3.98248, 4.27234, -1.87578, 9.42783, 0, 3.98249, 3.9825, 3.98641, 3.98395, 3.9827, 3.98731, 3.98248, 3.98248, 3.98248, 3.98248, 3.98248, 3.98248, 3.98248, 3.98248, 3.98248, 3.98248, 12.1179, 3.98248, 4.53745
3.01395, 14.7786, 17.0164, 3.92611, 4.09616, -2.23782, 8.88396, 0, 3.92612, 3.92613, 3.93003, 3.92758, 3.92633, 3.92956, 3.92611, 3.92611, 3.92611, 3.92611, 3.92611, 3.92611, 3.92611, 3.92611, 3.92611, 3.92611, 11.6464, 3.92611, 4.32918
3.02182, 18.7131, 15.8948, 3.87029, 4.55117, 2.81837, 8.32471, 0, 3.8703, 3.87031, 3.87422, 3.87176, 3.87052, 3.87272, 3.87029, 3.87029, 3.87029, 3.87029, 3.87029, 3.87029, 3.87029, 3.87029, 3.87029, 3.87029, 11.1436, 3.87029, 4.159
3.02969, 23.7594, 14.7817, 3.81601, 5.07537, 8.97773, 7.76718, 0, 3.81601, 3.81602, 3.81993, 3.81747, 3.81624, 3.81769, 3.81601, 3.81601, 3.81601, 3.81601, 3.81601, 3.81601, 3.81601, 3.81601, 3.81601, 3.81601, 10.6192, 3.81601, 4.01995
3.03756, 14.971, 13.6947, 3.76409, 4.11959, 1.27631, 7.22677, 0, 3.76409, 3.7641, 3.76801, 3.76555, 3.76433, 3.76524, 3.76409, 3.76409, 3.76409, 3.76409, 3.76409, 3.76409, 3.76409, 3.76409, 3.76409, 3.76409, 10.0831, 3.76409, 3.90618
3.04544, 19.1826, 12.6503, 3.7152, 4.60245, 6.53228, 6.71648, 0, 3.71521, 3.71522, 3.71913, 3.71667, 3.71545, 3.71598, 3.7152, 3.7152, 3.7152, 3.7152, 3.7152, 3.7152, 3.7152, 3.7152, 3.7152, 3.7152, 9.54491, 3.7152, 3.81284
3.05331, 14.2661, 11.6629, 3.66984, 4.03313, 2.60324, 6.24659, 0, 3.66984, 3.66985, 3.67376, 3.67131, 3.6701, 3.67036, 3.66984, 3.66984, 3.66984, 3.66984, 3.66984, 3.66984, 3.66984, 3.66984, 3.66984, 3.66984, 9.01375, 3.66984, 3.73601
3.06118, 24.2113, 10.7445, 3.6283, 5.1197, 13.4668, 5.8245, 0, 3.62831, 3.62832, 3.63223, 3.62977, 3.62857, 3.62864, 3.6283, 3.6283, 3.6283, 3.6283, 3.6283, 3.6283, 3.6283, 3.6283, 3.6283, 3.6283, 8.49802, 3.6283, 3.67253
3.06905, 20.7274, 9.9042, 3.59071, 4.76732, 10.8232, 5.45475, 0, 3.59072, 3.59073, 3.59464, 3.59218, 3.59099, 3.59093, 3.59071, 3.59071, 3.59071, 3.59071, 3.59071, 3.59071, 3.59071, 3.59071, 3.59071, 3.59071, 8.00507, 3.59071, 3.61988
3.07692, 16.9931, 9.14788, 3.55704, 4.3581, 7.84518, 5.13918, 0, 3.55705, 3.55706, 3.56097, 3.55851, 3.55733, 3.55719, 3.55704, 3.55704, 3.55704, 3.55704, 3.55704, 3.55704, 3.55704, 3.55704, 3.55704, 3.55704, 7.54092, 3.55704, 3.57601
3.08479, 12.9592, 8.47842, 3.52714, 3.86771, 4.48073, 4.87732, 0, 3.52715, 3.52716, 3.53107, 3.52861, 3.52744, 3.52723, 3.52714, 3.52714, 3.52714, 3.52714, 3.52714, 3.52714, 3.52714, 3.52714, 3.52714, 3.52714, 7.11026, 3.52714, 3.53931
3.09266, 19.4938, 7.89569, 3.50076, 4.63614, 11.5981, 4.66673, 0, 3.50077, 3.50078, 3.50468, 3.50223, 3.50107, 3.50081, 3.50076, 3.50076, 3.50076, 3.50076, 3.50076, 3.50076, 3.50076, 3.50076, 3.50076, 3.50076, 6.71623, 3.50076, 3.50846
3.10053, 14.2649, 7.39698, 3.47761, 4.03298, 6.86795, 4.50346, 0, 3.47761, 3.47762, 3.48153, 3.47908, 3.47792, 3.47764, 3.47761, 3.47761, 3.47761, 3.47761, 3.47761, 3.47761, 3.47761, 3.47761, 3.47761, 3.47761, 6.36055, 3.47761, 3.48242
3.1084, 11.6965, 6.9773, 3.45738, 3.70087, 4.71917, 4.38244, 0, 3.45739, 3.4574, 3.46131, 3.45885, 3.45771, 3.4574, 3.45738, 3.45738, 3.45738, 3.45738, 3.45738, 3.45738, 3.45738, 3.45738, 3.45738, 3.45738, 6.04351, 3.45738, 3.46034
3.11627, 17.4487, 6.62987, 3.43979, 4.41007, 10.8188, 4.29789, 0, 3.4398, 3.43981, 3.44372, 3.44126, 3.44012, 3.4398, 3.43979, 3.43979, 3.43979, 3.43979, 3.43979, 3.43979, 3.43979, 3.43979, 3.43979, 3.43979, 5.7642, 3.43979, 3.44159
3.12414, 17.9754, 6.34665, 3.42459, 4.46938, 11.6287, 4.24369, 0, 3.42459, 3.4246, 3.42851, 3.42605, 3.42493, 3.42459, 3.42459, 3.42459, 3.42459, 3.42459, 3.42459, 3.42459, 3.42459, 3.42459, 3.42459, 3.42459, 5.5207, 3.42459, 3.42566
3.13201, 18.289, 6.11882, 3.41158, 4.50433, 12.1702, 4.21367, 0, 3.41159, 3.4116, 3.41551, 3.41305, 3.41194, 3.41159, 3.41158, 3.41158, 3.41158, 3.41158, 3.41158, 3.41158, 3.41158, 3.41158, 3.41158, 3.41158, 5.31032, 3.41158, 3.41222
3.13988, 13.3038, 5.93719, 3.40066, 3.912, 7.36656, 4.20184, 0, 3.40067, 3.40068, 3.40459, 3.40213, 3.40102, 3.40066, 3.40066, 3.40066, 3.40066, 3.40066, 3.40066, 3.40066, 3.40066, 3.40066, 3.40066, 3.40066, 5.12985, 3.40066, 3.40103
3.14775, 8.11084, 5.79267, 3.39177, 3.17975, 2.31817, 4.20262, 0, 3.39177, 3.39178, 3.39569, 3.39323, 3.39214, 3.39177, 3.39177, 3.39177, 3.39177, 3.39177, 3.39177, 3.39177, 3.39177, 3.39177, 3.39177, 3.39177, 4.97581, 3.39177, 3.39198
3.15563, 12.3132, 5.67665, 3.3849, 3.78327, 6.63652, 4.21098, 0, 3.38491, 3.38492, 3.38883, 3.38637, 3.38528, 3.3849, 3.3849, 3.3849, 3.3849, 3.3849, 3.3849, 3.3849, 3.3849, 3.3849, 3.3849, 3.3849, 4.84465, 3.3849, 3.38502
3.1635, 11.7663, 5.58123, 3.38012, 3.7103, 6.18509, 4.22251, 0, 3.38012, 3.38013, 3.38404, 3.38158, 3.38051, 3.38012, 3.38012, 3.38012, 3.38012, 3.38012, 3.38012, 3.38012, 3.38012, 3.38012, 3.38012, 3.38012, 4.73296, 3.38012, 3.38018
3.17137, 18.9878, 5.49952, 3.37749, 4.58124, 13.4882, 4.23357, 0, 3.37749, 3.3775, 3.38141, 3.37896, 3.37789, 3.37749, 3.37749, 3.37749, 3.37749, 3.37749, 3.37749, 3.37749, 3.37749, 3.37749, 3.37749, 3.37749, 4.63757, 3.37749, 3.37753
3.17924, 18.5591, 5.42572, 3.37711, 4.53422, 13.1334, 4.24129, 0, 3.37712, 3.37713, 3.38104, 3.37858, 3.37753, 3.37711, 3.37711, 3.37711, 3.37711, 3.37711, 3.37711, 3.37711, 3.37711, 3.37711, 3.37711, 3.37711, 4.55569, 3.37711, 3.37713
3.18711, 7.78067, 5.35524, 3.37906, 3.12741, 2.42543, 4.24355, 0, 3.37907, 3.37908, 3.38299, 3.38053, 3.37949, 3.37906, 3.37906, 3.37906, 3.37906, 3.37906, 3.37906, 3.37906, 3.37906, 3.37906, 3.37906, 3.37907, 4.48489, 3.37906, 3.37908
3.19498, 10.0434, 5.2847, 3.38341, 3.47037, 4.75875, 4.23904, 0, 3.38342, 3.38343, 3.38734, 3.38488, 3.38385, 3.38341, 3.38341, 3.38341, 3.38341, 3.38341, 3.38341, 3.38341, 3.38341, 3.38341, 3.38341, 3.38341, 4.4232, 3.38341, 3.38342
3.20285, 8.15421, 5.21186, 3.39018, 3.18657, 2.94235, 4.22714, 0, 3.39019, 3.3902, 3.39411, 3.39165, 3.39063, 3.39018, 3.39018, 3.39018, 3.39018, 3.39018, 3.39018, 3.39018, 3.39018, 3.39018, 3.39018, 3.39018, 4.36903, 3.39018, 3.39019
3.21072, 7.78784, 5.13555, 3.39936, 3.12855, 2.65229, 4.20789, 0, 3.39937, 3.39938, 3.40329, 3.40083, 3.39982, 3.39936, 3.39936, 3.39936, 3.39936, 3.39936, 3.39936, 3.39936, 3.39936, 3.39936, 3.39936, 3.39937, 4.32115, 3.39936, 3.39937
3.21859, 3.19766, 5.05554, 3.4109, 2.27984, -1.85788, 4.18188, 0, 3.4109, 3.41091, 3.41482, 3.41237, 3.41136, 3.4109, 3.4109, 3.4109, 3.4109, 3.4109, 3.4109, 3.4109, 3.4109, 3.4109, 3.4109, 3.4109, 4.27866, 3.4109, 3.4109
3.22646, 9.99275, 4.97229, 3.42468, 3.46306, 5.02046, 4.15016, 0, 3.42468, 3.42469, 3.4286, 3.42614, 3.42515, 3.42468, 3.42468, 3.42468, 3.42468, 3.42468, 3.42468, 3.42468, 3.42468, 3.42468, 3.42468, 3.42468, 4.24091, 3.42468, 3.42468
3.23433, 4.59751, 4.88687, 3.44056, 2.56856, -0.289358, 4.11406, 0, 3.44056, 3.44057, 3.44448, 3.44203, 3.44105, 3.44056, 3.44056, 3.44056, 3.44056, 3.44056, 3.44056, 3.44056, 3.44056, 3.44056, 3.44056, 3.44056, 4.20745, 3.44056, 3.44056
3.2422, 3.58333, 4.80069, 3.45835, 2.36291, -1.21736, 4.07515, 0, 3.45836, 3.45837, 3.46228, 3.45982, 3.45885, 3.45835, 3.45835, 3.45835, 3.45835, 3.45835, 3.45835, 3.45835, 3.45835, 3.45835, 3.45835, 3.45835, 4.17798, 3.45835, 3.45835
3.25007, 6.7975, 4.71539, 3.47785, 2.96606, 2.08211, 4.03502, 0, 3.47785, 3.47786, 3.48177, 3.47932, 3.47836, 3.47785, 3.47785, 3.47785, 3.47785, 3.47785, 3.47785, 3.47785, 3.47785, 3.47785, 3.47785, 3.47785, 4.15228, 3.47785, 3.47785
3.25794, 4.8023, 4.63261, 3.4988, 2.60812, 0.169685, 3.99525, 0, 3.4988, 3.49881, 3.50272, 3.50026, 3.49932, 3.4988, 3.4988, 3.4988, 3.4988, 3.4988, 3.4988, 3.4988, 3.4988, 3.4988, 3.4988, 3.4988, 4.13021, 3.4988, 3.4988
3.26582, 3.99524, 4.5539, 3.52095, 2.44852, -0.558656, 3.95725, 0, 3.52096, 3.52097, 3.52487, 3.52242, 3.52148, 3.52095, 3.52095, 3.52095, 3.52095, 3.52095, 3.52095, 3.52095, 3.52095, 3.52095, 3.52095, 3.52095, 4.11164, 3.52095, 3.52095
3.27369, 3.8096, 4.48058, 3.54404, 2.41031, -0.670985, 3.92223, 0, 3.54404, 3.54405, 3.54796, 3.54551, 3.54458, 3.54404, 3.54404, 3.54404, 3.54404, 3.54404, 3.54404, 3.54404, 3.54404, 3.54404, 3.54404, 3.54404, 4.09642, 3.54404, 3.54404
3.28156, 2.81444, 4.41372, 3.5678, 2.19418, -1.59928, 3.89115, 0, 3.5678, 3.56781, 3.57172, 3.56927, 3.56835, 3.5678, 3.5678, 3.5678, 3.5678, 3.5678, 3.5678, 3.5678, 3.5678, 3.5678, 3.5678, 3.5678, 4.08439, 3.5678, 3.5678
3.28943, 4.72292, 4.35404, 3.59196, 2.59286, 0.368885, 3.86465, 0, 3.59197, 3.59198, 3.59589, 3.59343, 3.59253, 3.59196, 3.59196, 3.59196, 3.59196, 3.59196, 3.59196, 3.59196, 3.59196, 3.59196, 3.59196, 3.59196, 4.07536, 3.59196, 3.59196
3.2973, 5.34696, 4.30193, 3.61628, 2.71053, 1.04504, 3.84311, 0, 3.61629, 3.6163, 3.62021, 3.61775, 3.61686, 3.61628, 3.61628, 3.61628, 3.61628, 3.61628, 3.61628, 3.61628, 3.61628, 3.61628, 3.61628, 3.61628, 4.0691, 3.61628, 3.61628
3.30517, 6.10607, 4.25746, 3.64052, 2.84712, 1.84861, 3.82662, 0, 3.64052, 3.64053, 3.64444, 3.64199, 3.64111, 3.64052, 3.64052, 3.64052, 3.64052, 3.64052, 3.64052, 3.64052, 3.64052, 3.64052, 3.64052, 3.64052, 4.06533, 3.64052, 3.64052
3.31304, 4.99755, 4.22042, 3.66445, 2.64529, 0.77713, 3.81507, 0, 3.66445, 3.66446, 3.66837, 3.66592, 3.66505, 3.66445, 3.66445, 3.66445, 3.66445, 3.66445, 3.66445, 3.66445, 3.66445, 3.66445, 3.66445, 3.66445, 4.06377, 3.66445, 3.66445
3.32091, 1.82649, 4.19038, 3.68788, 1.95614, -2.36389, 3.80813, 0, 3.68788, 3.68789, 3.6918, 3.68935, 3.6885, 3.68788, 3.68788, 3.68788, 3.68788, 3.68788, 3.68788, 3.68788, 3.68788, 3.68788, 3.68788, 3.68788, 4.06409, 3.68788, 3.68788
3.32878, 2.33741, 4.16672, 3.71064, 2.08265, -1.82931, 3.80535, 0, 3.71065, 3.71066, 3.71457, 3.71212, 3.71128, 3.71064, 3.71064, 3.71064, 3.71064, 3.71064, 3.71064, 3.71064, 3.71064, 3.71064, 3.71064, 3.71064, 4.06596, 3.71064, 3.71064
3.33665, 5.49388, 4.1487, 3.7326, 2.7375, 1.34518, 3.80618, 0, 3.73261, 3.73262, 3.73653, 3.73408, 3.73325, 3.7326, 3.7326, 3.7326, 3.7326, 3.7326, 3.7326, 3.7326, 3.7326, 3.7326, 3.7326, 3.73261, 4.06905, 3.7326, 3.7326
3.34452, 6.4964, 4.13553, 3.75366, 2.91486, 2.36087, 3.81005, 0, 3.75367, 3.75368, 3.75759, 3.75515, 3.75432, 3.75366, 3.75366, 3.75366, 3.75366, 3.75366, 3.75366, 3.75366, 3.75366, 3.75366, 3.75366, 3.75366, 4.07305, 3.75366, 3.75366
3.35239, 3.99523, 4.12642, 3.77375, 2.44852, -0.131189, 3.81638, 0, 3.77376, 3.77377, 3.77768, 3.77525, 3.77442, 3.77375, 3.77375, 3.77375, 3.77375, 3.77375, 3.77375, 3.77375, 3.77375, 3.77375, 3.77375, 3.77375, 4.07767, 3.77375, 3.77375
3.36026, 2.67708, 4.1206, 3.79286, 2.16265, -1.44353, 3.82466, 0, 3.79286, 3.79287, 3.79678, 3.79436, 3.79354, 3.79286, 3.79286, 3.79286, 3.79286, 3.79286, 3.79286, 3.79286, 3.79286, 3.79286, 3.79286, 3.79286, 4.08266, 3.79286, 3.79286
3.36813, 3.62662, 4.1174, 3.811, 2.37205, -0.490774, 3.8344, 0, 3.811, 3.81101, 3.81492, 3.81252, 3.8117, 3.811, 3.811, 3.811, 3.811, 3.811, 3.811, 3.811, 3.811, 3.811, 3.811, 3.811, 4.08782, 3.811, 3.811
3.37601, 5.6818, 4.1162, 3.82824, 2.77161, 1.5656, 3.84522, 0, 3.82824, 3.82825, 3.83216, 3.82979, 3.82895, 3.82824, 3.82824, 3.82824, 3.82824, 3.82824, 3.82824, 3.82824, 3.82824, 3.82824, 3.82824, 3.82824, 4.093, 3.82824, 3.82824
3.38388, 3.99516, 4.11654, 3.84467, 2.4485, -0.12138, 3.85684, 0, 3.84468, 3.84469, 3.8486, 3.84625, 3.84541, 3.84467, 3.84467, 3.84467, 3.84467, 3.84467, 3.84467, 3.84467, 3.84467, 3.84467, 3.84467, 3.84467, 4.09809, 3.84467, 3.84467
