   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_141.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Cr_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
15.6543, 2.57323, 0.732311, 0.732266, 2.13851, 1.84092, 0.732266, 0, 0.732266, 0.732266, 0.732266, 0.732266, 0.732266, 0.732266, 0.732266, 0.732266, 0.732266, 0.732266, 0.732266, 0.732266, 0.732266, 0.732266, 0.732266, 0.732268, 0.732266, 0.73231, 0.732266
15.6622, 2.42677, 0.727746, 0.727692, 2.10399, 1.69902, 0.727692, 0, 0.727692, 0.727692, 0.727692, 0.727692, 0.727692, 0.727692, 0.727692, 0.727692, 0.727692, 0.727692, 0.727692, 0.727692, 0.727692, 0.727692, 0.727692, 0.727694, 0.727692, 0.727744, 0.727692
15.67, 0, 0.722149, 0.722085, 1.41421, -0.722149, 0.722085, 0, 0.722085, 0.722085, 0.722085, 0.722085, 0.722085, 0.722085, 0.722085, 0.722085, 0.722085, 0.722085, 0.722085, 0.722085, 0.722085, 0.722085, 0.722085, 0.722087, 0.722085, 0.722147, 0.722085
15.6779, 1, 0.716054, 0.715979, 1.73205, 0.283946, 0.715979, 0, 0.715979, 0.715979, 0.715979, 0.715979, 0.715979, 0.715979, 0.715979, 0.715979, 0.715979, 0.715979, 0.715979, 0.715979, 0.715979, 0.715979, 0.715979, 0.715981, 0.715979, 0.716053, 0.715979
15.6858, 0, 0.709987, 0.709898, 1.41421, -0.709987, 0.709898, 0, 0.709898, 0.709898, 0.709898, 0.709898, 0.709898, 0.709898, 0.709898, 0.709898, 0.709898, 0.709898, 0.709898, 0.709898, 0.709898, 0.709898, 0.709898, 0.7099, 0.709898, 0.709985, 0.709898
15.6936, 0.381413, 0.706461, 0.706357, 1.54318, -0.325048, 0.706357, 0, 0.706357, 0.706357, 0.706357, 0.706357, 0.706357, 0.706357, 0.706357, 0.706357, 0.706357, 0.706357, 0.706357, 0.706357, 0.706357, 0.706357, 0.706357, 0.706359, 0.706357, 0.706459, 0.706357
15.7015, 1.61859, 0.701764, 0.701643, 1.90226, 0.916824, 0.701643, 0, 0.701643, 0.701643, 0.701643, 0.701643, 0.701643, 0.701643, 0.701643, 0.701643, 0.701643, 0.701643, 0.701643, 0.701643, 0.701643, 0.701643, 0.701643, 0.701645, 0.701643, 0.701762, 0.701643
15.7094, 0, 0.695986, 0.695846, 1.41421, -0.695986, 0.695846, 0, 0.695846, 0.695846, 0.695846, 0.695846, 0.695846, 0.695846, 0.695846, 0.695846, 0.695846, 0.695846, 0.695846, 0.695846, 0.695846, 0.695846, 0.695846, 0.695848, 0.695846, 0.695984, 0.695846
15.7173, 0, 0.689689, 0.689527, 1.41421, -0.689689, 0.689527, 0, 0.689527, 0.689527, 0.689527, 0.689527, 0.689527, 0.689527, 0.689527, 0.689527, 0.689527, 0.689527, 0.689527, 0.689527, 0.689527, 0.689527, 0.689527, 0.689529, 0.689527, 0.689687, 0.689527
15.7251, 0.371623, 0.683422, 0.683237, 1.54001, -0.311799, 0.683237, 0, 0.683237, 0.683237, 0.683237, 0.683237, 0.683237, 0.683237, 0.683237, 0.683237, 0.683237, 0.683237, 0.683237, 0.683237, 0.683237, 0.683237, 0.683237, 0.683239, 0.683237, 0.68342, 0.683237
15.733, 2.62838, 0.680116, 0.679905, 2.15137, 1.94826, 0.679905, 0, 0.679905, 0.679905, 0.679905, 0.679905, 0.679905, 0.679905, 0.679905, 0.679905, 0.679905, 0.679905, 0.679905, 0.679905, 0.679905, 0.679905, 0.679905, 0.679907, 0.679905, 0.680114, 0.679905
15.7409, 0.366915, 0.675568, 0.675328, 1.53848, -0.308653, 0.675328, 0, 0.675328, 0.675328, 0.675328, 0.675328, 0.675328, 0.675328, 0.675328, 0.675328, 0.675328, 0.675328, 0.675328, 0.675328, 0.675328, 0.675328, 0.675328, 0.67533, 0.675328, 0.675566, 0.675328
15.7487, 1.99748, 0.669877, 0.669606, 1.99937, 1.3276, 0.669606, 0, 0.669606, 0.669606, 0.669606, 0.669606, 0.669606, 0.669606, 0.669606, 0.669606, 0.669606, 0.669606, 0.669606, 0.669606, 0.669606, 0.669606, 0.669606, 0.669608, 0.669606, 0.669876, 0.669606
15.7566, 0.635609, 0.663637, 0.663331, 1.62346, -0.0280279, 0.663331, 0, 0.663331, 0.663331, 0.663331, 0.663331, 0.663331, 0.663331, 0.663331, 0.663331, 0.663331, 0.663331, 0.663331, 0.663331, 0.663331, 0.663331, 0.663331, 0.663333, 0.663331, 0.663635, 0.663331
15.7645, 1.71921, 0.657429, 0.657086, 1.92852, 1.06178, 0.657086, 0, 0.657086, 0.657086, 0.657086, 0.657086, 0.657086, 0.657086, 0.657086, 0.657086, 0.657086, 0.657086, 0.657086, 0.657086, 0.657086, 0.657086, 0.657086, 0.657088, 0.657086, 0.657427, 0.657086
15.7724, 1.28079, 0.654064, 0.653682, 1.8113, 0.626729, 0.653682, 0, 0.653682, 0.653682, 0.653682, 0.653682, 0.653682, 0.653682, 0.653682, 0.653682, 0.653682, 0.653682, 0.653682, 0.653682, 0.653682, 0.653682, 0.653682, 0.653684, 0.653682, 0.654062, 0.653682
15.7802, 1, 0.64941, 0.648986, 1.73205, 0.35059, 0.648986, 0, 0.648986, 0.648986, 0.648986, 0.648986, 0.648986, 0.648986, 0.648986, 0.648986, 0.648986, 0.648986, 0.648986, 0.648986, 0.648986, 0.648986, 0.648986, 0.648988, 0.648986, 0.649409, 0.648986
15.7881, 1.35242, 0.64357, 0.643101, 1.83096, 0.708846, 0.643101, 0, 0.643101, 0.643101, 0.643101, 0.643101, 0.643101, 0.643101, 0.643101, 0.643101, 0.643101, 0.643101, 0.643101, 0.643101, 0.643101, 0.643101, 0.643101, 0.643103, 0.643101, 0.643568, 0.643101
15.796, 2.99752, 0.637159, 0.636643, 2.23551, 2.36036, 0.636643, 0, 0.636643, 0.636643, 0.636643, 0.636643, 0.636643, 0.636643, 0.636643, 0.636643, 0.636643, 0.636643, 0.636643, 0.636643, 0.636643, 0.636643, 0.636643, 0.636644, 0.636643, 0.637157, 0.636643
15.8038, 1.65006, 0.630783, 0.630217, 1.91051, 1.01928, 0.630217, 0, 0.630217, 0.630217, 0.630217, 0.630217, 0.630217, 0.630217, 0.630217, 0.630217, 0.630217, 0.630217, 0.630217, 0.630217, 0.630217, 0.630217, 0.630217, 0.630219, 0.630217, 0.630781, 0.630217
15.8117, 0, 0.627649, 0.627031, 1.41421, -0.627649, 0.627031, 0, 0.627031, 0.627031, 0.627031, 0.627031, 0.627031, 0.627031, 0.627031, 0.627031, 0.627031, 0.627031, 0.627031, 0.627031, 0.627031, 0.627031, 0.627031, 0.627033, 0.627031, 0.627647, 0.627031
15.8196, 1, 0.623154, 0.622482, 1.73205, 0.376846, 0.622482, 0, 0.622482, 0.622482, 0.622482, 0.622482, 0.622482, 0.622482, 0.622482, 0.622482, 0.622482, 0.622482, 0.622482, 0.622482, 0.622482, 0.622482, 0.622482, 0.622484, 0.622482, 0.623153, 0.622482
15.8274, 1.02082, 0.61741, 0.616682, 1.73805, 0.403408, 0.616682, 0, 0.616682, 0.616682, 0.616682, 0.616682, 0.616682, 0.616682, 0.616682, 0.616682, 0.616682, 0.616682, 0.616682, 0.616682, 0.616682, 0.616682, 0.616682, 0.616684, 0.616682, 0.617408, 0.616682
15.8353, 1.97918, 0.611064, 0.610278, 1.99479, 1.36812, 0.610278, 0, 0.610278, 0.610278, 0.610278, 0.610278, 0.610278, 0.610278, 0.610278, 0.610278, 0.610278, 0.610278, 0.610278, 0.610278, 0.610278, 0.610278, 0.610278, 0.61028, 0.610278, 0.611062, 0.610278
15.8432, 0, 0.604753, 0.603908, 1.41421, -0.604753, 0.603908, 0, 0.603908, 0.603908, 0.603908, 0.603908, 0.603908, 0.603908, 0.603908, 0.603908, 0.603908, 0.603908, 0.603908, 0.603908, 0.603908, 0.603908, 0.603908, 0.60391, 0.603908, 0.604751, 0.603908
15.8511, 0.333086, 0.601581, 0.600677, 1.52744, -0.268496, 0.600677, 0, 0.600677, 0.600677, 0.600677, 0.600677, 0.600677, 0.600677, 0.600677, 0.600677, 0.600677, 0.600677, 0.600677, 0.600677, 0.600677, 0.600677, 0.600677, 0.600679, 0.600677, 0.601579, 0.600677
15.8589, 1.32829, 0.597004, 0.596038, 1.82436, 0.731291, 0.596038, 0, 0.596038, 0.596038, 0.596038, 0.596038, 0.596038, 0.596038, 0.596038, 0.596038, 0.596038, 0.596038, 0.596038, 0.596038, 0.596038, 0.596038, 0.596038, 0.59604, 0.596038, 0.597002, 0.596038
15.8668, 2.33862, 0.591132, 0.590105, 2.08294, 1.74749, 0.590105, 0, 0.590105, 0.590105, 0.590105, 0.590105, 0.590105, 0.590105, 0.590105, 0.590105, 0.590105, 0.590105, 0.590105, 0.590105, 0.590105, 0.590105, 0.590105, 0.590107, 0.590105, 0.59113, 0.590105
15.8747, 0.325774, 0.584637, 0.583549, 1.52505, -0.258863, 0.583549, 0, 0.583549, 0.583549, 0.583549, 0.583549, 0.583549, 0.583549, 0.583549, 0.583549, 0.583549, 0.583549, 0.583549, 0.583549, 0.583549, 0.583549, 0.583549, 0.583551, 0.583549, 0.584635, 0.583549
15.8825, 1.67423, 0.578179, 0.57703, 1.91683, 1.09605, 0.57703, 0, 0.57703, 0.57703, 0.57703, 0.57703, 0.57703, 0.57703, 0.57703, 0.57703, 0.57703, 0.57703, 0.57703, 0.57703, 0.57703, 0.57703, 0.57703, 0.577032, 0.57703, 0.578177, 0.57703
15.8904, 0.320942, 0.575231, 0.574021, 1.52346, -0.254289, 0.574021, 0, 0.574021, 0.574021, 0.574021, 0.574021, 0.574021, 0.574021, 0.574021, 0.574021, 0.574021, 0.574021, 0.574021, 0.574021, 0.574021, 0.574021, 0.574021, 0.574023, 0.574021, 0.575229, 0.574021
15.8983, 0.679058, 0.570807, 0.569537, 1.63678, 0.108251, 0.569537, 0, 0.569537, 0.569537, 0.569537, 0.569537, 0.569537, 0.569537, 0.569537, 0.569537, 0.569537, 0.569537, 0.569537, 0.569537, 0.569537, 0.569537, 0.569537, 0.569539, 0.569537, 0.570805, 0.569537
15.9062, 3, 0.56503, 0.563701, 2.23607, 2.43497, 0.563701, 0, 0.563701, 0.563701, 0.563701, 0.563701, 0.563701, 0.563701, 0.563701, 0.563701, 0.563701, 0.563701, 0.563701, 0.563701, 0.563701, 0.563701, 0.563701, 0.563703, 0.563701, 0.565029, 0.563701
15.914, 0.313755, 0.558602, 0.557214, 1.5211, -0.244847, 0.557214, 0, 0.557214, 0.557214, 0.557214, 0.557214, 0.557214, 0.557214, 0.557214, 0.557214, 0.557214, 0.557214, 0.557214, 0.557214, 0.557214, 0.557214, 0.557214, 0.557216, 0.557214, 0.5586, 0.557214
15.9219, 0.686245, 0.552209, 0.550764, 1.63898, 0.134036, 0.550764, 0, 0.550764, 0.550764, 0.550764, 0.550764, 0.550764, 0.550764, 0.550764, 0.550764, 0.550764, 0.550764, 0.550764, 0.550764, 0.550764, 0.550764, 0.550764, 0.550766, 0.550764, 0.552207, 0.550764
15.9298, 0, 0.549239, 0.547738, 1.41421, -0.549239, 0.547738, 0, 0.547738, 0.547738, 0.547738, 0.547738, 0.547738, 0.547738, 0.547738, 0.547738, 0.547738, 0.547738, 0.547738, 0.547738, 0.547738, 0.547738, 0.547738, 0.54774, 0.547738, 0.549237, 0.547738
15.9376, 2.30644, 0.544752, 0.543197, 2.0752, 1.76169, 0.543197, 0, 0.543197, 0.543197, 0.543197, 0.543197, 0.543197, 0.543197, 0.543197, 0.543197, 0.543197, 0.543197, 0.543197, 0.543197, 0.543197, 0.543197, 0.543197, 0.543199, 0.543197, 0.54475, 0.543197
15.9455, 2.99777, 0.538871, 0.537264, 2.23557, 2.4589, 0.537264, 0, 0.537264, 0.537264, 0.537264, 0.537264, 0.537264, 0.537264, 0.537264, 0.537264, 0.537264, 0.537264, 0.537264, 0.537264, 0.537264, 0.537264, 0.537264, 0.537266, 0.537264, 0.538869, 0.537264
15.9534, 1.69579, 0.532319, 0.530662, 1.92244, 1.16347, 0.530662, 0, 0.530662, 0.530662, 0.530662, 0.530662, 0.530662, 0.530662, 0.530662, 0.530662, 0.530662, 0.530662, 0.530662, 0.530662, 0.530662, 0.530662, 0.530662, 0.530664, 0.530662, 0.532318, 0.530662
15.9613, 2.89777, 0.525807, 0.524101, 2.21309, 2.37196, 0.524101, 0, 0.524101, 0.524101, 0.524101, 0.524101, 0.524101, 0.524101, 0.524101, 0.524101, 0.524101, 0.524101, 0.524101, 0.524101, 0.524101, 0.524101, 0.524101, 0.524103, 0.524101, 0.525806, 0.524101
15.9691, 2.39922, 0.523051, 0.521297, 2.09743, 1.87617, 0.521297, 0, 0.521297, 0.521297, 0.521297, 0.521297, 0.521297, 0.521297, 0.521297, 0.521297, 0.521297, 0.521297, 0.521297, 0.521297, 0.521297, 0.521297, 0.521297, 0.521299, 0.521297, 0.523049, 0.521297
15.977, 0.997435, 0.518716, 0.516917, 1.73131, 0.478718, 0.516917, 0, 0.516917, 0.516917, 0.516917, 0.516917, 0.516917, 0.516917, 0.516917, 0.516917, 0.516917, 0.516917, 0.516917, 0.516917, 0.516917, 0.516917, 0.516917, 0.516919, 0.516917, 0.518714, 0.516917
15.9849, 0.705576, 0.512936, 0.511093, 1.64486, 0.19264, 0.511093, 0, 0.511093, 0.511093, 0.511093, 0.511093, 0.511093, 0.511093, 0.511093, 0.511093, 0.511093, 0.511093, 0.511093, 0.511093, 0.511093, 0.511093, 0.511093, 0.511095, 0.511093, 0.512934, 0.511093
15.9927, 0.57943, 0.50646, 0.504575, 1.60606, 0.0729698, 0.504575, 0, 0.504575, 0.504575, 0.504575, 0.504575, 0.504575, 0.504575, 0.504575, 0.504575, 0.504575, 0.504575, 0.504575, 0.504575, 0.504575, 0.504575, 0.504575, 0.504577, 0.504575, 0.506458, 0.504575
16.0006, 2.42057, 0.500025, 0.498099, 2.10252, 1.92055, 0.498099, 0, 0.498099, 0.498099, 0.498099, 0.498099, 0.498099, 0.498099, 0.498099, 0.498099, 0.498099, 0.498099, 0.498099, 0.498099, 0.498099, 0.498099, 0.498099, 0.498101, 0.498099, 0.500023, 0.498099
16.0085, 0.854275, 0.497273, 0.495308, 1.68946, 0.357002, 0.495308, 0, 0.495308, 0.495308, 0.495308, 0.495308, 0.495308, 0.495308, 0.495308, 0.495308, 0.495308, 0.495308, 0.495308, 0.495308, 0.495308, 0.495308, 0.495308, 0.49531, 0.495308, 0.497272, 0.495308
16.0163, 2.42825, 0.492909, 0.490906, 2.10434, 1.93534, 0.490906, 0, 0.490906, 0.490906, 0.490906, 0.490906, 0.490906, 0.490906, 0.490906, 0.490906, 0.490906, 0.490906, 0.490906, 0.490906, 0.490906, 0.490906, 0.490906, 0.490908, 0.490906, 0.492907, 0.490906
16.0242, 1.99752, 0.487064, 0.485024, 1.99938, 1.51046, 0.485024, 0, 0.485024, 0.485024, 0.485024, 0.485024, 0.485024, 0.485024, 0.485024, 0.485024, 0.485024, 0.485024, 0.485024, 0.485024, 0.485024, 0.485024, 0.485024, 0.485026, 0.485024, 0.487062, 0.485024
16.0321, 0.71995, 0.48051, 0.478434, 1.64923, 0.239441, 0.478434, 0, 0.478434, 0.478434, 0.478434, 0.478434, 0.478434, 0.478434, 0.478434, 0.478434, 0.478434, 0.478434, 0.478434, 0.478434, 0.478434, 0.478434, 0.478434, 0.478436, 0.478434, 0.480508, 0.478434
16.04, 0, 0.473999, 0.471889, 1.41421, -0.473999, 0.471889, 0, 0.471889, 0.471889, 0.471889, 0.471889, 0.471889, 0.471889, 0.471889, 0.471889, 0.471889, 0.471889, 0.471889, 0.471889, 0.471889, 0.471889, 0.471889, 0.471891, 0.471889, 0.473998, 0.471889
16.0478, 1.27274, 0.471461, 0.469317, 1.80907, 0.801278, 0.469317, 0, 0.469317, 0.469317, 0.469317, 0.469317, 0.469317, 0.469317, 0.469317, 0.469317, 0.469317, 0.469317, 0.469317, 0.469317, 0.469317, 0.469317, 0.469317, 0.469319, 0.469317, 0.471459, 0.469317
16.0557, 1.8083, 0.467258, 0.465081, 1.95149, 1.34104, 0.465081, 0, 0.465081, 0.465081, 0.465081, 0.465081, 0.465081, 0.465081, 0.465081, 0.465081, 0.465081, 0.465081, 0.465081, 0.465081, 0.465081, 0.465081, 0.465081, 0.465083, 0.465081, 0.467256, 0.465081
16.0636, 2.91896, 0.461531, 0.459321, 2.21787, 2.45743, 0.459321, 0, 0.459321, 0.459321, 0.459321, 0.459321, 0.459321, 0.459321, 0.459321, 0.459321, 0.459321, 0.459321, 0.459321, 0.459321, 0.459321, 0.459321, 0.459321, 0.459323, 0.459321, 0.461529, 0.459321
16.0714, 1, 0.455073, 0.452831, 1.73205, 0.544927, 0.452831, 0, 0.452831, 0.452831, 0.452831, 0.452831, 0.452831, 0.452831, 0.452831, 0.452831, 0.452831, 0.452831, 0.452831, 0.452831, 0.452831, 0.452831, 0.452831, 0.452833, 0.452831, 0.455072, 0.452831
16.0793, 1, 0.448662, 0.446388, 1.73205, 0.551338, 0.446388, 0, 0.446388, 0.446388, 0.446388, 0.446388, 0.446388, 0.446388, 0.446388, 0.446388, 0.446388, 0.446388, 0.446388, 0.446388, 0.446388, 0.446388, 0.446388, 0.44639, 0.446388, 0.44866, 0.446388
16.0872, 1, 0.446164, 0.443859, 1.73205, 0.553836, 0.443859, 0, 0.443859, 0.443859, 0.443859, 0.443859, 0.443859, 0.443859, 0.443859, 0.443859, 0.443859, 0.443859, 0.443859, 0.443859, 0.443859, 0.443859, 0.443859, 0.443861, 0.443859, 0.446163, 0.443859
16.0951, 0, 0.441973, 0.439636, 1.41421, -0.441973, 0.439636, 0, 0.439636, 0.439636, 0.439636, 0.439636, 0.439636, 0.439636, 0.439636, 0.439636, 0.439636, 0.439636, 0.439636, 0.439636, 0.439636, 0.439636, 0.439636, 0.439638, 0.439636, 0.441971, 0.439636
16.1029, 2, 0.43623, 0.433861, 2, 1.56377, 0.433861, 0, 0.433861, 0.433861, 0.433861, 0.433861, 0.433861, 0.433861, 0.433861, 0.433861, 0.433861, 0.433861, 0.433861, 0.433861, 0.433861, 0.433861, 0.433861, 0.433863, 0.433861, 0.436228, 0.433861
16.1108, 1, 0.429745, 0.427345, 1.73205, 0.570255, 0.427345, 0, 0.427345, 0.427345, 0.427345, 0.427345, 0.427345, 0.427345, 0.427345, 0.427345, 0.427345, 0.427345, 0.427345, 0.427345, 0.427345, 0.427345, 0.427345, 0.427347, 0.427345, 0.429744, 0.427345
16.1187, 0, 0.42331, 0.420878, 1.41421, -0.42331, 0.420878, 0, 0.420878, 0.420878, 0.420878, 0.420878, 0.420878, 0.420878, 0.420878, 0.420878, 0.420878, 0.420878, 0.420878, 0.420878, 0.420878, 0.420878, 0.420878, 0.42088, 0.420878, 0.423308, 0.420878
16.1265, 0, 0.421024, 0.418561, 1.41421, -0.421024, 0.418561, 0, 0.418561, 0.418561, 0.418561, 0.418561, 0.418561, 0.418561, 0.418561, 0.418561, 0.418561, 0.418561, 0.418561, 0.418561, 0.418561, 0.418561, 0.418561, 0.418563, 0.418561, 0.421022, 0.418561
16.1344, 0.739033, 0.417003, 0.414507, 1.655, 0.32203, 0.414507, 0, 0.414507, 0.414507, 0.414507, 0.414507, 0.414507, 0.414507, 0.414507, 0.414507, 0.414507, 0.414507, 0.414507, 0.414507, 0.414507, 0.414507, 0.414507, 0.414509, 0.414507, 0.417001, 0.414507
16.1423, 3.26097, 0.411395, 0.408867, 2.29368, 2.84957, 0.408867, 0, 0.408867, 0.408867, 0.408867, 0.408867, 0.408867, 0.408867, 0.408867, 0.408867, 0.408867, 0.408867, 0.408867, 0.408867, 0.408867, 0.408867, 0.408867, 0.408869, 0.408867, 0.411393, 0.408867
16.1501, 1, 0.405028, 0.402468, 1.73205, 0.594972, 0.402468, 0, 0.402468, 0.402468, 0.402468, 0.402468, 0.402468, 0.402468, 0.402468, 0.402468, 0.402468, 0.402468, 0.402468, 0.402468, 0.402468, 0.402468, 0.402468, 0.40247, 0.402468, 0.405026, 0.402468
16.158, 1, 0.398713, 0.39612, 1.73205, 0.601287, 0.39612, 0, 0.39612, 0.39612, 0.39612, 0.39612, 0.39612, 0.39612, 0.39612, 0.39612, 0.39612, 0.39612, 0.39612, 0.39612, 0.39612, 0.39612, 0.39612, 0.396121, 0.39612, 0.398711, 0.39612
16.1659, 3, 0.396401, 0.393774, 2.23607, 2.6036, 0.393774, 0, 0.393774, 0.393774, 0.393774, 0.393774, 0.393774, 0.393774, 0.393774, 0.393774, 0.393774, 0.393774, 0.393774, 0.393774, 0.393774, 0.393774, 0.393774, 0.393776, 0.393774, 0.396399, 0.393774
16.1738, 0, 0.392405, 0.389745, 1.41421, -0.392405, 0.389745, 0, 0.389745, 0.389745, 0.389745, 0.389745, 0.389745, 0.389745, 0.389745, 0.389745, 0.389745, 0.389745, 0.389745, 0.389745, 0.389745, 0.389745, 0.389745, 0.389746, 0.389745, 0.392403, 0.389745
16.1816, 0, 0.386852, 0.384158, 1.41421, -0.386852, 0.384158, 0, 0.384158, 0.384158, 0.384158, 0.384158, 0.384158, 0.384158, 0.384158, 0.384158, 0.384158, 0.384158, 0.384158, 0.384158, 0.384158, 0.384158, 0.384158, 0.38416, 0.384158, 0.38685, 0.384158
16.1895, 0, 0.380558, 0.37783, 1.41421, -0.380558, 0.37783, 0, 0.37783, 0.37783, 0.37783, 0.37783, 0.37783, 0.37783, 0.37783, 0.37783, 0.37783, 0.37783, 0.37783, 0.37783, 0.37783, 0.37783, 0.37783, 0.377831, 0.37783, 0.380556, 0.37783
16.1974, 0.681041, 0.374318, 0.371554, 1.63739, 0.306723, 0.371554, 0, 0.371554, 0.371554, 0.371554, 0.371554, 0.371554, 0.371554, 0.371554, 0.371554, 0.371554, 0.371554, 0.371554, 0.371554, 0.371554, 0.371554, 0.371554, 0.371556, 0.371554, 0.374316, 0.371554
16.2052, 3.54349, 0.372055, 0.369256, 2.35446, 3.17144, 0.369256, 0, 0.369256, 0.369256, 0.369256, 0.369256, 0.369256, 0.369256, 0.369256, 0.369256, 0.369256, 0.369256, 0.369256, 0.369256, 0.369256, 0.369256, 0.369256, 0.369258, 0.369256, 0.372053, 0.369256
16.2131, 2.99752, 0.368193, 0.365358, 2.23551, 2.62933, 0.365358, 0, 0.365358, 0.365358, 0.365358, 0.365358, 0.365358, 0.365358, 0.365358, 0.365358, 0.365358, 0.365358, 0.365358, 0.365358, 0.365358, 0.365358, 0.365358, 0.36536, 0.365358, 0.368191, 0.365358
16.221, 0.99777, 0.362828, 0.359956, 1.73141, 0.634942, 0.359956, 0, 0.359956, 0.359956, 0.359956, 0.359956, 0.359956, 0.359956, 0.359956, 0.359956, 0.359956, 0.359956, 0.359956, 0.359956, 0.359956, 0.359956, 0.359956, 0.359958, 0.359956, 0.362826, 0.359956
16.2289, 1.99752, 0.356748, 0.353839, 1.99938, 1.64077, 0.353839, 0, 0.353839, 0.353839, 0.353839, 0.353839, 0.353839, 0.353839, 0.353839, 0.353839, 0.353839, 0.353839, 0.353839, 0.353839, 0.353839, 0.353839, 0.353839, 0.353841, 0.353839, 0.356746, 0.353839
16.2367, 0.997522, 0.35072, 0.347774, 1.73134, 0.646801, 0.347774, 0, 0.347774, 0.347774, 0.347774, 0.347774, 0.347774, 0.347774, 0.347774, 0.347774, 0.347774, 0.347774, 0.347774, 0.347774, 0.347774, 0.347774, 0.347774, 0.347776, 0.347774, 0.350718, 0.347774
16.2446, 0.78513, 0.348382, 0.345397, 1.66887, 0.436748, 0.345397, 0, 0.345397, 0.345397, 0.345397, 0.345397, 0.345397, 0.345397, 0.345397, 0.345397, 0.345397, 0.345397, 0.345397, 0.345397, 0.345397, 0.345397, 0.345397, 0.345399, 0.345397, 0.34838, 0.345397
16.2525, 0, 0.344556, 0.341533, 1.41421, -0.344556, 0.341533, 0, 0.341533, 0.341533, 0.341533, 0.341533, 0.341533, 0.341533, 0.341533, 0.341533, 0.341533, 0.341533, 0.341533, 0.341533, 0.341533, 0.341533, 0.341533, 0.341535, 0.341533, 0.344554, 0.341533
16.2603, 0, 0.339309, 0.336247, 1.41421, -0.339309, 0.336247, 0, 0.336247, 0.336247, 0.336247, 0.336247, 0.336247, 0.336247, 0.336247, 0.336247, 0.336247, 0.336247, 0.336247, 0.336247, 0.336247, 0.336247, 0.336247, 0.336249, 0.336247, 0.339308, 0.336247
16.2682, 1, 0.33339, 0.330288, 1.73205, 0.66661, 0.330288, 0, 0.330288, 0.330288, 0.330288, 0.330288, 0.330288, 0.330288, 0.330288, 0.330288, 0.330288, 0.330288, 0.330288, 0.330288, 0.330288, 0.330288, 0.330288, 0.330289, 0.330288, 0.333388, 0.330288
16.2761, 0, 0.327524, 0.324381, 1.41421, -0.327524, 0.324381, 0, 0.324381, 0.324381, 0.324381, 0.324381, 0.324381, 0.324381, 0.324381, 0.324381, 0.324381, 0.324381, 0.324381, 0.324381, 0.324381, 0.324381, 0.324381, 0.324383, 0.324381, 0.327522, 0.324381
16.2839, 0.200372, 0.325194, 0.322011, 1.48337, -0.124822, 0.322011, 0, 0.322011, 0.322011, 0.322011, 0.322011, 0.322011, 0.322011, 0.322011, 0.322011, 0.322011, 0.322011, 0.322011, 0.322011, 0.322011, 0.322011, 0.322011, 0.322012, 0.322011, 0.325192, 0.322011
16.2918, 1.79963, 0.321489, 0.318263, 1.94926, 1.47814, 0.318263, 0, 0.318263, 0.318263, 0.318263, 0.318263, 0.318263, 0.318263, 0.318263, 0.318263, 0.318263, 0.318263, 0.318263, 0.318263, 0.318263, 0.318263, 0.318263, 0.318265, 0.318263, 0.321487, 0.318263
16.2997, 0, 0.316447, 0.31318, 1.41421, -0.316447, 0.31318, 0, 0.31318, 0.31318, 0.31318, 0.31318, 0.31318, 0.31318, 0.31318, 0.31318, 0.31318, 0.31318, 0.31318, 0.31318, 0.31318, 0.31318, 0.31318, 0.313182, 0.31318, 0.316445, 0.31318
16.3076, 1.19318, 0.310775, 0.307465, 1.78695, 0.882409, 0.307465, 0, 0.307465, 0.307465, 0.307465, 0.307465, 0.307465, 0.307465, 0.307465, 0.307465, 0.307465, 0.307465, 0.307465, 0.307465, 0.307465, 0.307465, 0.307465, 0.307467, 0.307465, 0.310773, 0.307465
16.3154, 1.99765, 0.305157, 0.301803, 1.99941, 1.69249, 0.301803, 0, 0.301803, 0.301803, 0.301803, 0.301803, 0.301803, 0.301803, 0.301803, 0.301803, 0.301803, 0.301803, 0.301803, 0.301803, 0.301803, 0.301803, 0.301803, 0.301805, 0.301803, 0.305155, 0.301803
16.3233, 1.80917, 0.302563, 0.299165, 1.95171, 1.50661, 0.299165, 0, 0.299165, 0.299165, 0.299165, 0.299165, 0.299165, 0.299165, 0.299165, 0.299165, 0.299165, 0.299165, 0.299165, 0.299165, 0.299165, 0.299165, 0.299165, 0.299167, 0.299165, 0.302561, 0.299165
16.3312, 1.55799, 0.298841, 0.295398, 1.88626, 1.25915, 0.295398, 0, 0.295398, 0.295398, 0.295398, 0.295398, 0.295398, 0.295398, 0.295398, 0.295398, 0.295398, 0.295398, 0.295398, 0.295398, 0.295398, 0.295398, 0.295398, 0.2954, 0.295398, 0.298839, 0.295398
16.339, 2.62565, 0.294013, 0.290524, 2.15073, 2.33164, 0.290524, 0, 0.290524, 0.290524, 0.290524, 0.290524, 0.290524, 0.290524, 0.290524, 0.290524, 0.290524, 0.290524, 0.290524, 0.290524, 0.290524, 0.290524, 0.290524, 0.290526, 0.290524, 0.294011, 0.290524
