   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_164.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
5.06773, 11.1824, 8.92552, 8.89969, 3.63076, 2.25689, 0, 8.89971, 8.89972, 8.89972, 8.89998, 8.92515, 8.89969, 8.89969, 8.89969, 8.89969, 8.89969, 8.89969, 8.89969, 8.89969, 8.89969, 8.89969, 8.89969, 8.89969
5.07529, 12.1731, 8.9505, 8.93267, 3.76472, 3.22261, 0, 8.93269, 8.9327, 8.9327, 8.93296, 8.95013, 8.93267, 8.93267, 8.93267, 8.93267, 8.93267, 8.93267, 8.93267, 8.93267, 8.93267, 8.93267, 8.93267, 8.93267
5.08286, 21.1633, 8.97775, 8.96564, 4.81282, 12.1855, 0, 8.96566, 8.96568, 8.96567, 8.96594, 8.97738, 8.96564, 8.96564, 8.96564, 8.96564, 8.96564, 8.96564, 8.96564, 8.96564, 8.96565, 8.96564, 8.96564, 8.96564
5.09043, 13.9779, 9.00671, 8.9986, 3.99724, 4.97121, 0, 8.99862, 8.99864, 8.99863, 8.9989, 9.00633, 8.9986, 8.9986, 8.9986, 8.9986, 8.9986, 8.9986, 8.9986, 8.9986, 8.99861, 8.9986, 8.9986, 8.9986
5.098, 15.3933, 9.03691, 9.03154, 4.17053, 6.35641, 0, 9.03156, 9.03157, 9.03156, 9.03184, 9.03653, 9.03154, 9.03154, 9.03154, 9.03154, 9.03154, 9.03154, 9.03154, 9.03154, 9.03154, 9.03154, 9.03154, 9.03154
5.10557, 12.6493, 9.068, 9.06446, 3.82744, 3.58132, 0, 9.06447, 9.06449, 9.06448, 9.06476, 9.06762, 9.06446, 9.06446, 9.06446, 9.06446, 9.06446, 9.06446, 9.06446, 9.06446, 9.06446, 9.06446, 9.06446, 9.06446
5.11314, 7.57076, 9.09969, 9.09734, 3.09366, -1.52893, 0, 9.09736, 9.09737, 9.09736, 9.09765, 9.0993, 9.09734, 9.09734, 9.09734, 9.09734, 9.09734, 9.09734, 9.09734, 9.09734, 9.09734, 9.09734, 9.09734, 9.09734
5.12071, 9.56608, 9.13178, 9.13019, 3.40089, 0.434303, 0, 9.13021, 9.13022, 9.13021, 9.1305, 9.13139, 9.13019, 9.13019, 9.13019, 9.13019, 9.13019, 9.13019, 9.13019, 9.13019, 9.13019, 9.13019, 9.13019, 9.13019
5.12828, 17.7127, 9.16411, 9.163, 4.4399, 8.54856, 0, 9.16302, 9.16304, 9.16303, 9.16332, 9.16372, 9.163, 9.163, 9.163, 9.163, 9.163, 9.163, 9.163, 9.163, 9.16301, 9.163, 9.163, 9.163
5.13585, 20.2704, 9.1966, 9.19578, 4.71915, 11.0738, 0, 9.1958, 9.19582, 9.19581, 9.19611, 9.1962, 9.19578, 9.19578, 9.19578, 9.19578, 9.19578, 9.19578, 9.19578, 9.19578, 9.19578, 9.19578, 9.19578, 9.19578
5.14342, 16.8319, 9.22916, 9.22851, 4.33957, 7.60273, 0, 9.22853, 9.22855, 9.22854, 9.22884, 9.22875, 9.22851, 9.22851, 9.22851, 9.22851, 9.22851, 9.22851, 9.22851, 9.22851, 9.22852, 9.22851, 9.22851, 9.22851
5.15099, 14.1273, 9.26176, 9.26121, 4.01588, 4.86552, 0, 9.26122, 9.26124, 9.26123, 9.26154, 9.26134, 9.26121, 9.26121, 9.26121, 9.26121, 9.26121, 9.26121, 9.26121, 9.26121, 9.26121, 9.26121, 9.26121, 9.26121
5.15856, 15.2488, 9.29435, 9.29385, 4.15317, 5.95447, 0, 9.29387, 9.29388, 9.29388, 9.2942, 9.29393, 9.29385, 9.29385, 9.29385, 9.29385, 9.29385, 9.29385, 9.29385, 9.29385, 9.29385, 9.29385, 9.29385, 9.29385
5.16613, 12.2857, 9.32693, 9.32644, 3.77965, 2.95882, 0, 9.32646, 9.32647, 9.32647, 9.32681, 9.32648, 9.32644, 9.32644, 9.32644, 9.32644, 9.32644, 9.32644, 9.32644, 9.32644, 9.32644, 9.32644, 9.32644, 9.32644
5.1737, 18.228, 9.35949, 9.35899, 4.49755, 8.86851, 0, 9.35901, 9.35902, 9.35901, 9.35939, 9.35901, 9.35899, 9.35899, 9.35899, 9.35899, 9.35899, 9.35899, 9.35899, 9.35899, 9.35899, 9.35899, 9.35899, 9.35899
5.18127, 13.9445, 9.39201, 9.39147, 3.99306, 4.55249, 0, 9.39149, 9.3915, 9.3915, 9.39192, 9.39148, 9.39147, 9.39147, 9.39147, 9.39147, 9.39147, 9.39147, 9.39147, 9.39147, 9.39147, 9.39147, 9.39147, 9.39147
5.18884, 9.33309, 9.42451, 9.4239, 3.36646, -0.091423, 0, 9.42392, 9.42393, 9.42392, 9.42443, 9.4239, 9.4239, 9.4239, 9.4239, 9.4239, 9.4239, 9.4239, 9.4239, 9.4239, 9.4239, 9.4239, 9.4239, 9.4239
5.19641, 13.1966, 9.45701, 9.45627, 3.89828, 3.73961, 0, 9.45628, 9.4563, 9.45629, 9.45693, 9.45627, 9.45627, 9.45627, 9.45627, 9.45627, 9.45627, 9.45627, 9.45627, 9.45627, 9.45627, 9.45627, 9.45627, 9.45627
5.20398, 13.6617, 9.48954, 9.48858, 3.95749, 4.17221, 0, 9.4886, 9.48861, 9.4886, 9.48946, 9.48858, 9.48858, 9.48858, 9.48858, 9.48858, 9.48858, 9.48858, 9.48858, 9.48858, 9.48858, 9.48858, 9.48858, 9.48858
5.21155, 10.3383, 9.52215, 9.52082, 3.51259, 0.816139, 0, 9.52084, 9.52086, 9.52085, 9.52207, 9.52083, 9.52082, 9.52082, 9.52082, 9.52082, 9.52082, 9.52082, 9.52082, 9.52082, 9.52083, 9.52082, 9.52082, 9.52082
5.21912, 6.44622, 9.55492, 9.55301, 2.90624, -3.1087, 0, 9.55302, 9.55304, 9.55303, 9.55484, 9.55301, 9.55301, 9.55301, 9.55301, 9.55301, 9.55301, 9.55301, 9.55301, 9.55301, 9.55301, 9.55301, 9.55301, 9.55301
5.22669, 8.9951, 9.58798, 9.58512, 3.31589, -0.592879, 0, 9.58514, 9.58516, 9.58515, 9.5879, 9.58512, 9.58512, 9.58512, 9.58512, 9.58512, 9.58512, 9.58512, 9.58512, 9.58512, 9.58513, 9.58512, 9.58512, 9.58512
5.23426, 17.8715, 9.62149, 9.61717, 4.45775, 8.25001, 0, 9.61719, 9.6172, 9.61719, 9.62141, 9.61717, 9.61717, 9.61717, 9.61717, 9.61717, 9.61717, 9.61717, 9.61717, 9.61717, 9.61717, 9.61717, 9.61717, 9.61717
5.24183, 12.8162, 9.65573, 9.64916, 3.84919, 3.1605, 0, 9.64917, 9.64919, 9.64918, 9.65565, 9.64916, 9.64916, 9.64916, 9.64916, 9.64916, 9.64916, 9.64916, 9.64916, 9.64916, 9.64916, 9.64916, 9.64916, 9.64916
5.2494, 13.6687, 9.69102, 9.68107, 3.95837, 3.97766, 0, 9.68109, 9.68111, 9.6811, 9.69094, 9.68107, 9.68107, 9.68107, 9.68107, 9.68107, 9.68107, 9.68107, 9.68107, 9.68107, 9.68107, 9.68107, 9.68107, 9.68107
5.25697, 19.8316, 9.72782, 9.71291, 4.67243, 10.1038, 0, 9.71293, 9.71295, 9.71294, 9.72775, 9.71291, 9.71291, 9.71291, 9.71291, 9.71291, 9.71291, 9.71291, 9.71291, 9.71291, 9.71291, 9.71291, 9.71291, 9.71291
5.26454, 15.9812, 9.76672, 9.74469, 4.24042, 6.21444, 0, 9.74471, 9.74472, 9.74471, 9.76665, 9.74469, 9.74469, 9.74469, 9.74469, 9.74469, 9.74469, 9.74469, 9.74469, 9.74469, 9.74469, 9.74469, 9.74469, 9.74469
5.27211, 14.3916, 9.80844, 9.77639, 4.04865, 4.58313, 0, 9.77641, 9.77642, 9.77641, 9.80836, 9.77639, 9.77639, 9.77639, 9.77639, 9.77639, 9.77639, 9.77639, 9.77639, 9.77639, 9.77639, 9.77639, 9.77639, 9.77639
5.27968, 13.4601, 9.85382, 9.80802, 3.93193, 3.60627, 0, 9.80804, 9.80805, 9.80804, 9.85374, 9.80802, 9.80802, 9.80802, 9.80802, 9.80802, 9.80802, 9.80802, 9.80802, 9.80802, 9.80802, 9.80802, 9.80802, 9.80802
5.28725, 9.99047, 9.90381, 9.83956, 3.46273, 0.0866537, 0, 9.83958, 9.8396, 9.83959, 9.90373, 9.83956, 9.83956, 9.83956, 9.83956, 9.83956, 9.83956, 9.83956, 9.83956, 9.83956, 9.83956, 9.83956, 9.83956, 9.83956
5.29482, 11.5582, 9.95946, 9.87104, 3.68215, 1.59874, 0, 9.87106, 9.87107, 9.87107, 9.95938, 9.87104, 9.87104, 9.87104, 9.87104, 9.87104, 9.87104, 9.87104, 9.87104, 9.87104, 9.87104, 9.87104, 9.87104, 9.87104
5.30239, 10.4627, 10.0217, 9.90242, 3.53026, 0.441, 0, 9.90244, 9.90246, 9.90245, 10.0217, 9.90242, 9.90242, 9.90242, 9.90242, 9.90242, 9.90242, 9.90242, 9.90242, 9.90242, 9.90242, 9.90242, 9.90242, 9.90242
5.30996, 10.9855, 10.0916, 9.93373, 3.60354, 0.893904, 0, 9.93375, 9.93376, 9.93375, 10.0915, 9.93373, 9.93373, 9.93373, 9.93373, 9.93373, 9.93373, 9.93373, 9.93373, 9.93373, 9.93373, 9.93373, 9.93373, 9.93373
5.31753, 11.9859, 10.1697, 9.96494, 3.73977, 1.81617, 0, 9.96496, 9.96498, 9.96497, 10.1696, 9.96494, 9.96494, 9.96494, 9.96494, 9.96494, 9.96494, 9.96494, 9.96494, 9.96494, 9.96495, 9.96494, 9.96494, 9.96494
5.3251, 10.5243, 10.2564, 9.99606, 3.53898, 0.267984, 0, 9.99608, 9.9961, 9.99609, 10.2563, 9.99606, 9.99606, 9.99606, 9.99606, 9.99606, 9.99606, 9.99606, 9.99606, 9.99606, 9.99607, 9.99606, 9.99606, 9.99606
5.33267, 17.957, 10.3514, 10.0271, 4.46732, 7.60552, 0, 10.0271, 10.0271, 10.0271, 10.3514, 10.0271, 10.0271, 10.0271, 10.0271, 10.0271, 10.0271, 10.0271, 10.0271, 10.0271, 10.0271, 10.0271, 10.0271, 10.0271
5.34024, 13.4752, 10.4541, 10.058, 3.93385, 3.02105, 0, 10.058, 10.0581, 10.058, 10.4541, 10.058, 10.058, 10.058, 10.058, 10.058, 10.058, 10.058, 10.058, 10.058, 10.058, 10.058, 10.058, 10.058
5.34781, 12.491, 10.563, 10.0888, 3.8067, 1.92799, 0, 10.0889, 10.0889, 10.0889, 10.5629, 10.0888, 10.0888, 10.0888, 10.0888, 10.0888, 10.0888, 10.0888, 10.0888, 10.0888, 10.0888, 10.0888, 10.0888, 10.0888
5.35538, 13.9764, 10.6758, 10.1195, 3.99705, 3.30058, 0, 10.1196, 10.1196, 10.1196, 10.6758, 10.1195, 10.1195, 10.1195, 10.1195, 10.1195, 10.1195, 10.1195, 10.1195, 10.1195, 10.1195, 10.1195, 10.1195, 10.1195
5.36295, 13.4874, 10.7899, 10.1501, 3.9354, 2.6975, 0, 10.1502, 10.1502, 10.1502, 10.7898, 10.1501, 10.1501, 10.1501, 10.1501, 10.1501, 10.1501, 10.1501, 10.1501, 10.1501, 10.1501, 10.1501, 10.1501, 10.1501
5.37052, 9.4891, 10.9017, 10.1806, 3.38956, -1.41258, 0, 10.1806, 10.1807, 10.1806, 10.9016, 10.1806, 10.1806, 10.1806, 10.1806, 10.1806, 10.1806, 10.1806, 10.1806, 10.1806, 10.1806, 10.1806, 10.1806, 10.1806
5.37809, 11.4995, 11.0076, 10.211, 3.67417, 0.49186, 0, 10.211, 10.211, 10.211, 11.0076, 10.211, 10.211, 10.211, 10.211, 10.211, 10.211, 10.211, 10.211, 10.211, 10.211, 10.211, 10.211, 10.211
5.38566, 13.9698, 11.104, 10.2412, 3.99623, 2.8658, 0, 10.2412, 10.2413, 10.2412, 11.1039, 10.2412, 10.2412, 10.2412, 10.2412, 10.2412, 10.2412, 10.2412, 10.2412, 10.2412, 10.2412, 10.2412, 10.2412, 10.2412
5.39323, 11.0032, 11.1874, 10.2713, 3.60599, -0.184202, 0, 10.2714, 10.2714, 10.2714, 11.1873, 10.2713, 10.2713, 10.2713, 10.2713, 10.2713, 10.2713, 10.2713, 10.2713, 10.2713, 10.2713, 10.2713, 10.2713, 10.2713
5.4008, 8.45623, 11.2547, 10.3013, 3.23361, -2.79847, 0, 10.3014, 10.3014, 10.3014, 11.2546, 10.3013, 10.3013, 10.3013, 10.3013, 10.3013, 10.3013, 10.3013, 10.3013, 10.3013, 10.3013, 10.3013, 10.3013, 10.3013
5.40837, 15.4424, 11.304, 10.3312, 4.17641, 4.13845, 0, 10.3312, 10.3312, 10.3312, 11.3039, 10.3312, 10.3312, 10.3312, 10.3312, 10.3312, 10.3312, 10.3312, 10.3312, 10.3312, 10.3312, 10.3312, 10.3312, 10.3312
5.41594, 14.0404, 11.334, 10.3609, 4.00505, 2.70638, 0, 10.361, 10.361, 10.361, 11.3339, 10.3609, 10.3609, 10.3609, 10.3609, 10.3609, 10.3609, 10.3609, 10.3609, 10.3609, 10.3609, 10.3609, 10.3609, 10.3609
5.42351, 10.0591, 11.3449, 10.3905, 3.47262, -1.28579, 0, 10.3906, 10.3906, 10.3906, 11.3448, 10.3905, 10.3905, 10.3905, 10.3905, 10.3905, 10.3905, 10.3905, 10.3905, 10.3905, 10.3905, 10.3905, 10.3905, 10.3905
5.43108, 10.9952, 11.3377, 10.42, 3.60488, -0.342575, 0, 10.42, 10.42, 10.42, 11.3377, 10.42, 10.42, 10.42, 10.42, 10.42, 10.42, 10.42, 10.42, 10.42, 10.42, 10.42, 10.42, 10.42
5.43865, 9.42563, 11.3147, 10.4493, 3.38018, -1.88903, 0, 10.4493, 10.4494, 10.4494, 11.3146, 10.4493, 10.4493, 10.4493, 10.4493, 10.4493, 10.4493, 10.4493, 10.4493, 10.4493, 10.4493, 10.4493, 10.4493, 10.4493
5.44622, 9.4621, 11.2786, 10.4785, 3.38557, -1.81647, 0, 10.4785, 10.4786, 10.4785, 11.2785, 10.4785, 10.4785, 10.4785, 10.4785, 10.4785, 10.4785, 10.4785, 10.4785, 10.4785, 10.4785, 10.4785, 10.4785, 10.4785
5.45379, 12.0415, 11.2329, 10.5076, 3.7472, 0.808584, 0, 10.5076, 10.5076, 10.5076, 11.2329, 10.5076, 10.5076, 10.5076, 10.5076, 10.5076, 10.5076, 10.5076, 10.5076, 10.5076, 10.5076, 10.5076, 10.5076, 10.5076
5.46136, 11.8685, 11.1814, 10.5365, 3.72405, 0.687125, 0, 10.5365, 10.5365, 10.5365, 11.1813, 10.5365, 10.5365, 10.5365, 10.5365, 10.5365, 10.5365, 10.5365, 10.5365, 10.5365, 10.5365, 10.5365, 10.5365, 10.5365
5.46893, 9.57937, 11.1276, 10.5653, 3.40285, -1.5482, 0, 10.5653, 10.5653, 10.5653, 11.1275, 10.5653, 10.5653, 10.5653, 10.5653, 10.5653, 10.5653, 10.5653, 10.5653, 10.5653, 10.5653, 10.5653, 10.5653, 10.5653
5.4765, 11.382, 11.0747, 10.5939, 3.65814, 0.307247, 0, 10.5939, 10.5939, 10.5939, 11.0746, 10.5939, 10.5939, 10.5939, 10.5939, 10.5939, 10.5939, 10.5939, 10.5939, 10.5939, 10.5939, 10.5939, 10.5939, 10.5939
5.48407, 13.4435, 11.0256, 10.6224, 3.92982, 2.41786, 0, 10.6224, 10.6224, 10.6224, 11.0256, 10.6224, 10.6224, 10.6224, 10.6224, 10.6224, 10.6224, 10.6224, 10.6224, 10.6224, 10.6224, 10.6224, 10.6224, 10.6224
5.49164, 11.1388, 10.9824, 10.6507, 3.62474, 0.156349, 0, 10.6507, 10.6507, 10.6507, 10.9823, 10.6507, 10.6507, 10.6507, 10.6507, 10.6507, 10.6507, 10.6507, 10.6507, 10.6507, 10.6507, 10.6507, 10.6507, 10.6507
5.49921, 7.44488, 10.9465, 10.6788, 3.07325, -3.50164, 0, 10.6789, 10.6789, 10.6789, 10.9464, 10.6788, 10.6788, 10.6788, 10.6788, 10.6788, 10.6788, 10.6788, 10.6788, 10.6788, 10.6788, 10.6788, 10.6788, 10.6788
5.50678, 11.9857, 10.9187, 10.7069, 3.73975, 1.06698, 0, 10.7069, 10.7069, 10.7069, 10.9186, 10.7069, 10.7069, 10.7069, 10.7069, 10.7069, 10.7069, 10.7069, 10.7069, 10.7069, 10.7069, 10.7069, 10.7069, 10.7069
5.51435, 9.08034, 10.8992, 10.7347, 3.32871, -1.81887, 0, 10.7347, 10.7347, 10.7347, 10.8991, 10.7347, 10.7347, 10.7347, 10.7347, 10.7347, 10.7347, 10.7347, 10.7347, 10.7347, 10.7347, 10.7347, 10.7347, 10.7347
5.52192, 10.3406, 10.8877, 10.7624, 3.51293, -0.547072, 0, 10.7624, 10.7624, 10.7624, 10.8876, 10.7624, 10.7624, 10.7624, 10.7624, 10.7624, 10.7624, 10.7624, 10.7624, 10.7624, 10.7624, 10.7624, 10.7624, 10.7624
5.52949, 12.9835, 10.8836, 10.7899, 3.87086, 2.09993, 0, 10.79, 10.79, 10.79, 10.8835, 10.7899, 10.7899, 10.7899, 10.7899, 10.7899, 10.7899, 10.7899, 10.7899, 10.7899, 10.7899, 10.7899, 10.7899, 10.7899
5.53706, 9.31066, 10.886, 10.8173, 3.36313, -1.57533, 0, 10.8173, 10.8173, 10.8173, 10.8859, 10.8173, 10.8173, 10.8173, 10.8173, 10.8173, 10.8173, 10.8173, 10.8173, 10.8173, 10.8173, 10.8173, 10.8173, 10.8173
5.54462, 7.88362, 10.8939, 10.8445, 3.14382, -3.01031, 0, 10.8445, 10.8445, 10.8446, 10.8938, 10.8445, 10.8445, 10.8445, 10.8445, 10.8445, 10.8445, 10.8445, 10.8445, 10.8445, 10.8445, 10.8445, 10.8445, 10.8445
5.5522, 6.55206, 10.9065, 10.8715, 2.92439, -4.35439, 0, 10.8715, 10.8715, 10.8716, 10.9063, 10.8715, 10.8715, 10.8715, 10.8715, 10.8715, 10.8715, 10.8715, 10.8715, 10.8715, 10.8715, 10.8715, 10.8715, 10.8715
5.55976, 9.18624, 10.9226, 10.8983, 3.34458, -1.73637, 0, 10.8984, 10.8984, 10.8984, 10.9225, 10.8983, 10.8983, 10.8983, 10.8983, 10.8983, 10.8983, 10.8983, 10.8983, 10.8983, 10.8983, 10.8983, 10.8983, 10.8983
5.56733, 13.6756, 10.9416, 10.925, 3.95924, 2.73401, 0, 10.925, 10.925, 10.9251, 10.9414, 10.925, 10.925, 10.925, 10.925, 10.925, 10.925, 10.925, 10.925, 10.925, 10.925, 10.925, 10.925, 10.925
5.5749, 6.42367, 10.9626, 10.9515, 2.90236, -4.53898, 0, 10.9515, 10.9515, 10.9517, 10.9624, 10.9515, 10.9515, 10.9515, 10.9515, 10.9515, 10.9515, 10.9515, 10.9515, 10.9515, 10.9515, 10.9515, 10.9515, 10.9515
5.58247, 14.8502, 10.9852, 10.9778, 4.1049, 3.86497, 0, 10.9778, 10.9778, 10.978, 10.985, 10.9778, 10.9778, 10.9778, 10.9778, 10.9778, 10.9778, 10.9778, 10.9778, 10.9778, 10.9778, 10.9778, 10.9778, 10.9778
5.59004, 13.5545, 11.0088, 11.0039, 3.94392, 2.54569, 0, 11.0039, 11.004, 11.0042, 11.0085, 11.0039, 11.0039, 11.0039, 11.0039, 11.0039, 11.0039, 11.0039, 11.0039, 11.0039, 11.0039, 11.0039, 11.0039, 11.0039
5.59761, 5.70698, 11.0331, 11.0299, 2.77615, -5.32615, 0, 11.0299, 11.0299, 11.0302, 11.0328, 11.0299, 11.0299, 11.0299, 11.0299, 11.0299, 11.0299, 11.0299, 11.0299, 11.0299, 11.0299, 11.0299, 11.0299, 11.0299
5.60518, 10.264, 11.0579, 11.0556, 3.502, -0.793839, 0, 11.0556, 11.0556, 11.056, 11.0574, 11.0556, 11.0556, 11.0556, 11.0556, 11.0556, 11.0556, 11.0556, 11.0556, 11.0556, 11.0556, 11.0556, 11.0556, 11.0556
5.61275, 12.5644, 11.0828, 11.0812, 3.81633, 1.48156, 0, 11.0812, 11.0812, 11.0816, 11.0823, 11.0812, 11.0812, 11.0812, 11.0812, 11.0812, 11.0812, 11.0812, 11.0812, 11.0812, 11.0812, 11.0812, 11.0812, 11.0812
5.62032, 15.6628, 11.1078, 11.1065, 4.20271, 4.55493, 0, 11.1065, 11.1065, 11.1071, 11.1072, 11.1065, 11.1065, 11.1065, 11.1065, 11.1065, 11.1065, 11.1065, 11.1065, 11.1065, 11.1065, 11.1065, 11.1065, 11.1065
5.62789, 13.7294, 11.1329, 11.1317, 3.96603, 2.59649, 0, 11.1317, 11.1317, 11.1324, 11.1321, 11.1317, 11.1317, 11.1317, 11.1317, 11.1317, 11.1317, 11.1317, 11.1317, 11.1317, 11.1317, 11.1317, 11.1317, 11.1317
5.63546, 12.5717, 11.1579, 11.1566, 3.8173, 1.4139, 0, 11.1567, 11.1567, 11.1575, 11.1569, 11.1566, 11.1566, 11.1566, 11.1566, 11.1566, 11.1566, 11.1566, 11.1566, 11.1566, 11.1566, 11.1566, 11.1566, 11.1566
5.64303, 8.75266, 11.1827, 11.1814, 3.27913, -2.43004, 0, 11.1814, 11.1814, 11.1825, 11.1816, 11.1814, 11.1814, 11.1814, 11.1814, 11.1814, 11.1814, 11.1814, 11.1814, 11.1814, 11.1814, 11.1814, 11.1814, 11.1814
5.6506, 8.45085, 11.2074, 11.206, 3.23278, -2.75658, 0, 11.206, 11.206, 11.2073, 11.2061, 11.206, 11.206, 11.206, 11.206, 11.206, 11.206, 11.206, 11.206, 11.206, 11.206, 11.206, 11.206, 11.206
5.65817, 12.3534, 11.232, 11.2303, 3.78858, 1.12137, 0, 11.2303, 11.2304, 11.2319, 11.2304, 11.2303, 11.2303, 11.2303, 11.2303, 11.2303, 11.2303, 11.2303, 11.2303, 11.2303, 11.2303, 11.2303, 11.2303, 11.2303
5.66574, 11.0124, 11.2564, 11.2545, 3.60727, -0.243968, 0, 11.2545, 11.2545, 11.2563, 11.2545, 11.2545, 11.2545, 11.2545, 11.2545, 11.2545, 11.2545, 11.2545, 11.2545, 11.2545, 11.2545, 11.2545, 11.2545, 11.2545
5.67331, 9.56602, 11.2806, 11.2784, 3.40089, -1.71455, 0, 11.2784, 11.2784, 11.2805, 11.2785, 11.2784, 11.2784, 11.2784, 11.2784, 11.2784, 11.2784, 11.2784, 11.2784, 11.2784, 11.2784, 11.2784, 11.2784, 11.2784
5.68088, 10.9929, 11.3046, 11.3021, 3.60457, -0.311625, 0, 11.3022, 11.3022, 11.3045, 11.3022, 11.3021, 11.3021, 11.3021, 11.3021, 11.3021, 11.3021, 11.3021, 11.3021, 11.3021, 11.3021, 11.3021, 11.3021, 11.3021
5.68845, 8.78717, 11.3283, 11.3256, 3.28438, -2.54115, 0, 11.3257, 11.3257, 11.3282, 11.3257, 11.3256, 11.3256, 11.3256, 11.3256, 11.3256, 11.3256, 11.3256, 11.3256, 11.3256, 11.3256, 11.3256, 11.3256, 11.3256
5.69602, 9.19833, 11.3519, 11.3489, 3.34639, -2.15353, 0, 11.3489, 11.349, 11.3518, 11.349, 11.3489, 11.3489, 11.3489, 11.3489, 11.3489, 11.3489, 11.3489, 11.3489, 11.3489, 11.3489, 11.3489, 11.3489, 11.3489
5.70359, 6.7777, 11.3751, 11.372, 2.96272, -4.59745, 0, 11.372, 11.372, 11.375, 11.372, 11.372, 11.372, 11.372, 11.372, 11.372, 11.372, 11.372, 11.372, 11.372, 11.372, 11.372, 11.372, 11.372
5.71116, 13.2078, 11.3982, 11.3948, 3.89972, 1.80963, 0, 11.3949, 11.3949, 11.3981, 11.3949, 11.3948, 11.3948, 11.3948, 11.3948, 11.3948, 11.3948, 11.3948, 11.3948, 11.3948, 11.3948, 11.3948, 11.3948, 11.3948
5.71873, 10.3802, 11.4209, 11.4174, 3.51855, -1.04072, 0, 11.4175, 11.4175, 11.4208, 11.4175, 11.4174, 11.4174, 11.4174, 11.4174, 11.4174, 11.4174, 11.4174, 11.4174, 11.4174, 11.4174, 11.4174, 11.4174, 11.4174
5.7263, 6.22017, 11.4434, 11.4398, 2.86708, -5.22323, 0, 11.4398, 11.4398, 11.4433, 11.4399, 11.4398, 11.4398, 11.4398, 11.4398, 11.4398, 11.4398, 11.4398, 11.4398, 11.4398, 11.4398, 11.4398, 11.4398, 11.4398
5.73387, 8.52639, 11.4656, 11.4619, 3.24444, -2.9392, 0, 11.462, 11.462, 11.4654, 11.4621, 11.4619, 11.4619, 11.4619, 11.4619, 11.4619, 11.4619, 11.4619, 11.4619, 11.4619, 11.462, 11.4619, 11.4619, 11.4619
5.74144, 11.7457, 11.4875, 11.4838, 3.70752, 0.258211, 0, 11.4839, 11.4839, 11.4873, 11.484, 11.4838, 11.4838, 11.4838, 11.4838, 11.4838, 11.4838, 11.4838, 11.4838, 11.4838, 11.4838, 11.4838, 11.4838, 11.4838
5.74901, 11.3589, 11.5092, 11.5055, 3.65498, -0.150267, 0, 11.5055, 11.5055, 11.5088, 11.5058, 11.5055, 11.5055, 11.5055, 11.5055, 11.5055, 11.5055, 11.5055, 11.5055, 11.5055, 11.5055, 11.5055, 11.5055, 11.5055
5.75658, 14.3498, 11.5306, 11.5269, 4.04349, 2.81921, 0, 11.5269, 11.5269, 11.5301, 11.5273, 11.5269, 11.5269, 11.5269, 11.5269, 11.5269, 11.5269, 11.5269, 11.5269, 11.5269, 11.5269, 11.5269, 11.5269, 11.5269
5.76415, 6.36809, 11.5518, 11.548, 2.89277, -5.18366, 0, 11.548, 11.548, 11.551, 11.5487, 11.548, 11.548, 11.548, 11.548, 11.548, 11.548, 11.548, 11.548, 11.548, 11.548, 11.548, 11.548, 11.548
5.77172, 7.10488, 11.5728, 11.5689, 3.01743, -4.46788, 0, 11.5689, 11.5689, 11.5717, 11.5699, 11.5689, 11.5689, 11.5689, 11.5689, 11.5689, 11.5689, 11.5689, 11.5689, 11.5689, 11.5689, 11.5689, 11.5689, 11.5689
5.77929, 10.6174, 11.5937, 11.5895, 3.55209, -0.976304, 0, 11.5895, 11.5895, 11.5921, 11.5911, 11.5895, 11.5895, 11.5895, 11.5895, 11.5895, 11.5895, 11.5895, 11.5895, 11.5895, 11.5895, 11.5895, 11.5895, 11.5895
5.78686, 9.98792, 11.6145, 11.6099, 3.46236, -1.62661, 0, 11.6099, 11.6099, 11.6121, 11.6122, 11.6099, 11.6099, 11.6099, 11.6099, 11.6099, 11.6099, 11.6099, 11.6099, 11.6099, 11.6099, 11.6099, 11.6099, 11.6099
5.79443, 7.26103, 11.6354, 11.6299, 3.04319, -4.37442, 0, 11.6299, 11.63, 11.6319, 11.6334, 11.6299, 11.6299, 11.6299, 11.6299, 11.6299, 11.6299, 11.6299, 11.6299, 11.6299, 11.6299, 11.6299, 11.6299, 11.6299
5.802, 7.07607, 11.6565, 11.6497, 3.01265, -4.58047, 0, 11.6497, 11.6498, 11.6515, 11.6547, 11.6497, 11.6497, 11.6497, 11.6497, 11.6497, 11.6497, 11.6497, 11.6497, 11.6497, 11.6497, 11.6497, 11.6497, 11.6497
5.80957, 9.62665, 11.6779, 11.6692, 3.40979, -2.05129, 0, 11.6693, 11.6693, 11.6707, 11.6764, 11.6692, 11.6692, 11.6692, 11.6692, 11.6692, 11.6692, 11.6692, 11.6692, 11.6692, 11.6692, 11.6692, 11.6692, 11.6692
