   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_164.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
11.5551, 2.99529, 3.24032, 3.23984, 2.23501, -0.24503, 0, 3.24032, 3.23984, 3.23984, 3.23984, 3.23984, 3.23984, 3.23984, 3.23984, 3.23984, 3.23984, 3.23984, 3.23984, 3.23984, 3.23984, 3.23984, 3.23984, 3.23984
11.5627, 1.94226, 3.23156, 3.23103, 1.98551, -1.28931, 0, 3.23156, 3.23103, 3.23103, 3.23103, 3.23103, 3.23103, 3.23103, 3.23103, 3.23103, 3.23103, 3.23103, 3.23103, 3.23103, 3.23103, 3.23103, 3.23103, 3.23103
11.5702, 4, 3.22283, 3.22223, 2.44949, 0.777174, 0, 3.22282, 3.22223, 3.22223, 3.22223, 3.22223, 3.22223, 3.22223, 3.22223, 3.22223, 3.22223, 3.22223, 3.22223, 3.22223, 3.22223, 3.22223, 3.22223, 3.22223
11.5778, 2.52169, 3.22095, 3.22028, 2.12643, -0.699263, 0, 3.22095, 3.22028, 3.22028, 3.22028, 3.22028, 3.22028, 3.22028, 3.22028, 3.22028, 3.22028, 3.22028, 3.22028, 3.22028, 3.22028, 3.22028, 3.22028, 3.22028
11.5854, 2.47831, 3.21609, 3.21531, 2.1162, -0.737774, 0, 3.21609, 3.21531, 3.21531, 3.21531, 3.21531, 3.21531, 3.21531, 3.21531, 3.21531, 3.21531, 3.21531, 3.21531, 3.21531, 3.21532, 3.21531, 3.21531, 3.21531
11.5929, 3.03346, 3.20868, 3.20777, 2.24354, -0.175227, 0, 3.20868, 3.20777, 3.20777, 3.20777, 3.20777, 3.20777, 3.20777, 3.20777, 3.20777, 3.20777, 3.20777, 3.20777, 3.20777, 3.20778, 3.20777, 3.20777, 3.20777
11.6005, 4.96654, 3.20005, 3.19895, 2.63942, 1.76649, 0, 3.20005, 3.19895, 3.19895, 3.19895, 3.19895, 3.19895, 3.19895, 3.19895, 3.19895, 3.19895, 3.19895, 3.19895, 3.19895, 3.19896, 3.19895, 3.19895, 3.19895
11.6081, 4.04758, 3.19149, 3.19015, 2.45918, 0.85609, 0, 3.19149, 3.19015, 3.19015, 3.19015, 3.19015, 3.19015, 3.19015, 3.19015, 3.19015, 3.19015, 3.19015, 3.19015, 3.19015, 3.19015, 3.19015, 3.19015, 3.19015
11.6156, 3.97175, 3.18902, 3.18731, 2.44372, 0.78273, 0, 3.18902, 3.18731, 3.18731, 3.18731, 3.18731, 3.18731, 3.18731, 3.18731, 3.18731, 3.18731, 3.18731, 3.18731, 3.18731, 3.18732, 3.18731, 3.18731, 3.18731
11.6232, 3.50223, 3.18427, 3.18207, 2.34568, 0.317958, 0, 3.18427, 3.18207, 3.18207, 3.18207, 3.18207, 3.18207, 3.18207, 3.18207, 3.18207, 3.18207, 3.18207, 3.18207, 3.18207, 3.18208, 3.18207, 3.18207, 3.18207
11.6308, 7.48773, 3.17769, 3.17479, 3.08022, 4.31004, 0, 3.17769, 3.17479, 3.17479, 3.17479, 3.17479, 3.17479, 3.17479, 3.17479, 3.17479, 3.17479, 3.17479, 3.17479, 3.17479, 3.1748, 3.17479, 3.17479, 3.17479
11.6384, 7.50719, 3.17038, 3.1665, 3.08337, 4.33681, 0, 3.17038, 3.1665, 3.1665, 3.1665, 3.1665, 3.1665, 3.1665, 3.1665, 3.1665, 3.1665, 3.1665, 3.1665, 3.1665, 3.1665, 3.1665, 3.1665, 3.1665
11.6459, 6.48278, 3.16347, 3.15822, 2.91252, 3.31931, 0, 3.16346, 3.15822, 3.15822, 3.15822, 3.15822, 3.15822, 3.15822, 3.15822, 3.15822, 3.15822, 3.15822, 3.15822, 3.15822, 3.15822, 3.15822, 3.15822, 3.15822
11.6535, 4.99554, 3.16054, 3.15339, 2.64491, 1.835, 0, 3.16054, 3.15339, 3.15339, 3.15339, 3.15339, 3.15339, 3.15339, 3.15339, 3.15339, 3.15339, 3.15339, 3.15339, 3.15339, 3.15339, 3.15339, 3.15339, 3.15339
11.6611, 4.49071, 3.1569, 3.14712, 2.54769, 1.33381, 0, 3.15689, 3.14712, 3.14712, 3.14712, 3.14712, 3.14712, 3.14712, 3.14712, 3.14712, 3.14712, 3.14712, 3.14712, 3.14712, 3.14712, 3.14712, 3.14712, 3.14712
11.6686, 4.48525, 3.15313, 3.13977, 2.54662, 1.33212, 0, 3.15313, 3.13977, 3.13977, 3.13977, 3.13977, 3.13977, 3.13977, 3.13977, 3.13977, 3.13977, 3.13977, 3.13977, 3.13977, 3.13977, 3.13977, 3.13977, 3.13977
11.6762, 2.51945, 3.1501, 3.13187, 2.1259, -0.630647, 0, 3.1501, 3.13187, 3.13187, 3.13187, 3.13187, 3.13187, 3.13187, 3.13187, 3.13187, 3.13187, 3.13187, 3.13187, 3.13187, 3.13188, 3.13187, 3.13187, 3.13187
11.6838, 4.46171, 3.14874, 3.12399, 2.54199, 1.31297, 0, 3.14873, 3.12399, 3.12399, 3.12399, 3.12399, 3.12399, 3.12399, 3.12399, 3.12399, 3.12399, 3.12399, 3.12399, 3.12399, 3.12399, 3.12399, 3.12399, 3.12399
11.6913, 4.01896, 3.15092, 3.11754, 2.45336, 0.868047, 0, 3.15091, 3.11754, 3.11754, 3.11754, 3.11754, 3.11754, 3.11754, 3.11754, 3.11754, 3.11754, 3.11754, 3.11754, 3.11754, 3.11754, 3.11754, 3.11754, 3.11754
11.6989, 2.51202, 3.15514, 3.11045, 2.12415, -0.643125, 0, 3.15514, 3.11045, 3.11045, 3.11045, 3.11045, 3.11045, 3.11045, 3.11045, 3.11045, 3.11045, 3.11045, 3.11045, 3.11045, 3.11045, 3.11045, 3.11045, 3.11045
11.7065, 4.95911, 3.16271, 3.10337, 2.63801, 1.7964, 0, 3.16271, 3.10337, 3.10337, 3.10337, 3.10337, 3.10337, 3.10337, 3.10337, 3.10337, 3.10337, 3.10337, 3.10337, 3.10337, 3.10337, 3.10337, 3.10337, 3.10337
11.714, 5.51437, 3.1746, 3.09652, 2.74124, 2.33978, 0, 3.1746, 3.09652, 3.09652, 3.09652, 3.09652, 3.09652, 3.09652, 3.09652, 3.09652, 3.09652, 3.09652, 3.09652, 3.09652, 3.09652, 3.09652, 3.09652, 3.09652
11.7216, 4.47113, 3.19075, 3.089, 2.54384, 1.28038, 0, 3.19075, 3.089, 3.089, 3.089, 3.089, 3.089, 3.089, 3.089, 3.089, 3.089, 3.089, 3.089, 3.089, 3.089, 3.089, 3.089, 3.089
11.7292, 4.04597, 3.21211, 3.0808, 2.45886, 0.833864, 0, 3.21211, 3.0808, 3.0808, 3.0808, 3.0808, 3.0808, 3.0808, 3.0808, 3.0808, 3.0808, 3.0808, 3.0808, 3.0808, 3.0808, 3.0808, 3.0808, 3.0808
11.7368, 4.88124, 3.24002, 3.07228, 2.62321, 1.64122, 0, 3.24002, 3.07228, 3.07228, 3.07228, 3.07228, 3.07228, 3.07228, 3.07228, 3.07228, 3.07228, 3.07228, 3.07228, 3.07228, 3.07228, 3.07228, 3.07228, 3.07228
11.7443, 5.9879, 3.27587, 3.06377, 2.82629, 2.71203, 0, 3.27587, 3.06377, 3.06377, 3.06377, 3.06377, 3.06377, 3.06377, 3.06377, 3.06377, 3.06377, 3.06377, 3.06377, 3.06377, 3.06377, 3.06377, 3.06377, 3.06377
11.7519, 7.05589, 3.3207, 3.05529, 3.0093, 3.73518, 0, 3.3207, 3.05529, 3.05529, 3.05529, 3.05529, 3.05529, 3.05529, 3.05529, 3.05529, 3.05529, 3.05529, 3.05529, 3.05529, 3.05529, 3.05529, 3.05529, 3.05529
11.7595, 7.06518, 3.37518, 3.04649, 3.01084, 3.69, 0, 3.37518, 3.04649, 3.04649, 3.04649, 3.04649, 3.04649, 3.04649, 3.04649, 3.04649, 3.04649, 3.04649, 3.04649, 3.04649, 3.04649, 3.04649, 3.04649, 3.04649
11.767, 5.38166, 3.44051, 3.03771, 2.71692, 1.94115, 0, 3.44051, 3.03771, 3.03771, 3.03771, 3.03771, 3.03771, 3.03771, 3.03771, 3.03771, 3.03771, 3.03771, 3.03771, 3.03771, 3.03771, 3.03771, 3.03771, 3.03771
11.7746, 6.07261, 3.5188, 3.03036, 2.84123, 2.55382, 0, 3.5188, 3.03036, 3.03036, 3.03036, 3.03036, 3.03036, 3.03036, 3.03036, 3.03036, 3.03036, 3.03036, 3.03036, 3.03036, 3.03036, 3.03036, 3.03036, 3.03036
11.7822, 3.99504, 3.60852, 3.02243, 2.44848, 0.386527, 0, 3.60851, 3.02243, 3.02243, 3.02243, 3.02243, 3.02243, 3.02243, 3.02243, 3.02243, 3.02243, 3.02243, 3.02243, 3.02243, 3.02243, 3.02243, 3.02243, 3.02243
11.7897, 2.54114, 3.70896, 3.01306, 2.131, -1.16782, 0, 3.70896, 3.01306, 3.01306, 3.01306, 3.01306, 3.01306, 3.01306, 3.01306, 3.01306, 3.01306, 3.01306, 3.01306, 3.01306, 3.01306, 3.01306, 3.01306, 3.01306
11.7973, 1.99759, 3.82061, 3.00299, 1.9994, -1.82302, 0, 3.82061, 3.00299, 3.00299, 3.00299, 3.00299, 3.00299, 3.00299, 3.00299, 3.00299, 3.00299, 3.00299, 3.00299, 3.00299, 3.00299, 3.00299, 3.00299, 3.00299
11.8049, 5.54826, 3.94354, 2.99292, 2.74741, 1.60472, 0, 3.94353, 2.99292, 2.99292, 2.99292, 2.99292, 2.99292, 2.99292, 2.99292, 2.99292, 2.99292, 2.99292, 2.99292, 2.99292, 2.99293, 2.99292, 2.99292, 2.99292
11.8125, 5.34052, 4.08077, 2.98709, 2.70934, 1.25975, 0, 4.08077, 2.98709, 2.98709, 2.98709, 2.98709, 2.98709, 2.98709, 2.98709, 2.98709, 2.98709, 2.98709, 2.98709, 2.98709, 2.98709, 2.98709, 2.98709, 2.98709
11.82, 4.65948, 4.22421, 2.97909, 2.5806, 0.435272, 0, 4.22421, 2.97909, 2.97909, 2.97909, 2.97909, 2.97909, 2.97909, 2.97909, 2.97909, 2.97909, 2.97909, 2.97909, 2.97909, 2.97909, 2.97909, 2.97909, 2.97909
11.8276, 1.32602, 4.37168, 2.96894, 1.82374, -3.04566, 0, 4.37168, 2.96894, 2.96894, 2.96894, 2.96894, 2.96894, 2.96894, 2.96894, 2.96894, 2.96894, 2.96894, 2.96894, 2.96894, 2.96894, 2.96894, 2.96894, 2.96894
11.8352, 3.11375, 4.5216, 2.95773, 2.26136, -1.40785, 0, 4.5216, 2.95773, 2.95773, 2.95773, 2.95773, 2.95773, 2.95773, 2.95773, 2.95773, 2.95773, 2.95773, 2.95773, 2.95773, 2.95773, 2.95773, 2.95773, 2.95773
11.8427, 3.99747, 4.67189, 2.94653, 2.44897, -0.674424, 0, 4.67189, 2.94653, 2.94653, 2.94653, 2.94653, 2.94653, 2.94653, 2.94653, 2.94653, 2.94653, 2.94653, 2.94653, 2.94653, 2.94653, 2.94653, 2.94653, 2.94653
11.8503, 8.43215, 4.82496, 2.94128, 3.22988, 3.60718, 0, 4.82496, 2.94128, 2.94128, 2.94128, 2.94128, 2.94128, 2.94128, 2.94128, 2.94128, 2.94128, 2.94128, 2.94128, 2.94128, 2.94128, 2.94128, 2.94128, 2.94128
11.8579, 3.56307, 4.96866, 2.93351, 2.35862, -1.40559, 0, 4.96866, 2.93351, 2.93351, 2.93351, 2.93351, 2.93351, 2.93351, 2.93351, 2.93351, 2.93351, 2.93351, 2.93351, 2.93351, 2.93351, 2.93351, 2.93351, 2.93351
11.8654, 1.56753, 5.09922, 2.9233, 1.88879, -3.53169, 0, 5.09922, 2.9233, 2.9233, 2.9233, 2.9233, 2.9233, 2.9233, 2.9233, 2.9233, 2.9233, 2.9233, 2.9233, 2.9233, 2.9233, 2.9233, 2.9233, 2.9233
11.873, 7.28253, 5.21406, 2.91189, 3.04672, 2.06847, 0, 5.21405, 2.91189, 2.91189, 2.91189, 2.91189, 2.91189, 2.91189, 2.91189, 2.91189, 2.91189, 2.91189, 2.91189, 2.91189, 2.91189, 2.91189, 2.91189, 2.91189
11.8806, 5.71747, 5.31091, 2.9005, 2.77803, 0.406566, 0, 5.3109, 2.9005, 2.9005, 2.9005, 2.9005, 2.9005, 2.9005, 2.9005, 2.9005, 2.9005, 2.9005, 2.9005, 2.9005, 2.9005, 2.9005, 2.9005, 2.9005
11.8882, 5.6912, 5.39269, 2.89527, 2.7733, 0.298509, 0, 5.39269, 2.89527, 2.89527, 2.89527, 2.89527, 2.89527, 2.89527, 2.89527, 2.89527, 2.89527, 2.89527, 2.89527, 2.89527, 2.89527, 2.89527, 2.89527, 2.89527
11.8957, 6.72912, 5.44784, 2.88725, 2.95451, 1.28128, 0, 5.44783, 2.88725, 2.88725, 2.88725, 2.88725, 2.88725, 2.88725, 2.88725, 2.88725, 2.88725, 2.88725, 2.88725, 2.88725, 2.88725, 2.88725, 2.88725, 2.88725
11.9033, 3.8338, 5.47453, 2.8766, 2.41533, -1.64073, 0, 5.47452, 2.8766, 2.8766, 2.8766, 2.8766, 2.8766, 2.8766, 2.8766, 2.8766, 2.8766, 2.8766, 2.8766, 2.8766, 2.8766, 2.8766, 2.8766, 2.8766
11.9109, 9.99235, 5.47289, 2.86464, 3.463, 4.51946, 0, 5.47289, 2.86464, 2.86464, 2.86464, 2.86464, 2.86464, 2.86464, 2.86464, 2.86464, 2.86464, 2.86464, 2.86464, 2.86464, 2.86464, 2.86464, 2.86464, 2.86464
11.9184, 8.40558, 5.4439, 2.85271, 3.22577, 2.96167, 0, 5.4439, 2.85271, 2.85271, 2.85271, 2.85271, 2.85271, 2.85271, 2.85271, 2.85271, 2.85271, 2.85271, 2.85271, 2.85271, 2.85271, 2.85271, 2.85271, 2.85271
11.926, 5.81264, 5.39522, 2.84797, 2.79511, 0.417424, 0, 5.39521, 2.84797, 2.84797, 2.84797, 2.84797, 2.84797, 2.84797, 2.84797, 2.84797, 2.84797, 2.84797, 2.84797, 2.84797, 2.84797, 2.84797, 2.84797, 2.84797
11.9336, 4.94362, 5.31789, 2.84016, 2.63507, -0.374276, 0, 5.31789, 2.84016, 2.84016, 2.84016, 2.84016, 2.84016, 2.84016, 2.84016, 2.84016, 2.84016, 2.84016, 2.84016, 2.84016, 2.84016, 2.84016, 2.84016, 2.84016
11.9411, 5.80917, 5.21424, 2.82948, 2.79449, 0.594927, 0, 5.21424, 2.82948, 2.82948, 2.82948, 2.82948, 2.82948, 2.82948, 2.82948, 2.82948, 2.82948, 2.82948, 2.82948, 2.82948, 2.82948, 2.82948, 2.82948, 2.82948
11.9487, 4.99316, 5.08845, 2.81738, 2.64446, -0.0952892, 0, 5.08845, 2.81738, 2.81738, 2.81738, 2.81738, 2.81738, 2.81738, 2.81738, 2.81738, 2.81738, 2.81738, 2.81738, 2.81738, 2.81738, 2.81738, 2.81738, 2.81738
11.9563, 4.99234, 4.94525, 2.80531, 2.6443, 0.0470924, 0, 4.94525, 2.80531, 2.80531, 2.80531, 2.80531, 2.80531, 2.80531, 2.80531, 2.80531, 2.80531, 2.80531, 2.80531, 2.80531, 2.80531, 2.80531, 2.80531, 2.80531
11.9639, 6.99294, 4.79549, 2.80043, 2.99882, 2.19745, 0, 4.79549, 2.80043, 2.80043, 2.80043, 2.80043, 2.80043, 2.80043, 2.80043, 2.80043, 2.80043, 2.80043, 2.80043, 2.80043, 2.80043, 2.80043, 2.80043, 2.80043
11.9714, 7.59665, 4.63258, 2.7923, 3.09785, 2.96407, 0, 4.63258, 2.7923, 2.7923, 2.7923, 2.7923, 2.7923, 2.7923, 2.7923, 2.7923, 2.7923, 2.7923, 2.7923, 2.7923, 2.7923, 2.7923, 2.7923, 2.7923
11.979, 3.20743, 4.46063, 2.78119, 2.28198, -1.2532, 0, 4.46063, 2.78119, 2.78119, 2.78119, 2.78119, 2.78119, 2.78119, 2.78119, 2.78119, 2.78119, 2.78119, 2.78119, 2.78119, 2.78119, 2.78119, 2.78119, 2.78119
11.9866, 3.17435, 4.28496, 2.76859, 2.27472, -1.11061, 0, 4.28495, 2.76859, 2.76859, 2.76859, 2.76859, 2.76859, 2.76859, 2.76859, 2.76859, 2.76859, 2.76859, 2.76859, 2.76859, 2.7686, 2.76859, 2.76859, 2.76859
11.9941, 4.21475, 4.11056, 2.75603, 2.49294, 0.104182, 0, 4.11056, 2.75603, 2.75603, 2.75603, 2.75603, 2.75603, 2.75603, 2.75603, 2.75603, 2.75603, 2.75603, 2.75603, 2.75603, 2.75603, 2.75603, 2.75603, 2.75603
12.0017, 1.99752, 3.94849, 2.75145, 1.99938, -1.95097, 0, 3.94849, 2.75145, 2.75145, 2.75145, 2.75145, 2.75145, 2.75145, 2.75145, 2.75145, 2.75145, 2.75145, 2.75145, 2.75145, 2.75145, 2.75145, 2.75145, 2.75145
12.0093, 4.61338, 3.79004, 2.74349, 2.57165, 0.823339, 0, 3.79004, 2.74349, 2.74349, 2.74349, 2.74349, 2.74349, 2.74349, 2.74349, 2.74349, 2.74349, 2.74349, 2.74349, 2.74349, 2.74349, 2.74349, 2.74349, 2.74349
12.0168, 1, 3.63759, 2.73241, 1.73205, -2.63759, 0, 3.63759, 2.73241, 2.73241, 2.73241, 2.73241, 2.73241, 2.73241, 2.73241, 2.73241, 2.73241, 2.73241, 2.73241, 2.73241, 2.73241, 2.73241, 2.73241, 2.73241
12.0244, 3.13792, 3.49428, 2.71978, 2.2667, -0.356363, 0, 3.49428, 2.71978, 2.71978, 2.71978, 2.71978, 2.71978, 2.71978, 2.71978, 2.71978, 2.71978, 2.71978, 2.71978, 2.71978, 2.71978, 2.71978, 2.71978, 2.71978
12.032, 5.36989, 3.36274, 2.70719, 2.71475, 2.00714, 0, 3.36274, 2.70719, 2.70719, 2.70719, 2.70719, 2.70719, 2.70719, 2.70719, 2.70719, 2.70719, 2.70719, 2.70719, 2.70719, 2.70719, 2.70719, 2.70719, 2.70719
12.0396, 5.61598, 3.25119, 2.70227, 2.75971, 2.36479, 0, 3.25119, 2.70227, 2.70227, 2.70227, 2.70227, 2.70227, 2.70227, 2.70227, 2.70227, 2.70227, 2.70227, 2.70227, 2.70227, 2.70227, 2.70227, 2.70227, 2.70227
12.0471, 5.24833, 3.14861, 2.69393, 2.69227, 2.09972, 0, 3.1486, 2.69393, 2.69393, 2.69393, 2.69393, 2.69393, 2.69393, 2.69393, 2.69393, 2.69393, 2.69393, 2.69393, 2.69393, 2.69393, 2.69393, 2.69393, 2.69393
12.0547, 4.73704, 3.055, 2.68244, 2.59558, 1.68204, 0, 3.05499, 2.68244, 2.68244, 2.68244, 2.68244, 2.68244, 2.68244, 2.68244, 2.68244, 2.68244, 2.68244, 2.68244, 2.68244, 2.68244, 2.68244, 2.68244, 2.68244
12.0623, 7.35999, 2.97137, 2.6694, 3.05941, 4.38862, 0, 2.97137, 2.6694, 2.6694, 2.6694, 2.6694, 2.6694, 2.6694, 2.6694, 2.6694, 2.6694, 2.6694, 2.6694, 2.6694, 2.6694, 2.6694, 2.6694, 2.6694
12.0698, 2.89566, 2.89849, 2.65638, 2.21261, -0.00282979, 0, 2.89849, 2.65638, 2.65638, 2.65638, 2.65638, 2.65638, 2.65638, 2.65638, 2.65638, 2.65638, 2.65638, 2.65638, 2.65638, 2.65638, 2.65638, 2.65638, 2.65638
12.0774, 1.63519, 2.84366, 2.65165, 1.90662, -1.20847, 0, 2.84366, 2.65165, 2.65165, 2.65165, 2.65165, 2.65165, 2.65165, 2.65165, 2.65165, 2.65165, 2.65165, 2.65165, 2.65165, 2.65165, 2.65165, 2.65165, 2.65165
12.085, 2.0803, 2.79407, 2.64343, 2.01997, -0.713777, 0, 2.79407, 2.64343, 2.64343, 2.64343, 2.64343, 2.64343, 2.64343, 2.64343, 2.64343, 2.64343, 2.64343, 2.64343, 2.64343, 2.64344, 2.64343, 2.64343, 2.64343
12.0925, 5.63494, 2.74892, 2.63202, 2.76314, 2.88602, 0, 2.74892, 2.63202, 2.63202, 2.63202, 2.63202, 2.63202, 2.63202, 2.63202, 2.63202, 2.63202, 2.63202, 2.63202, 2.63202, 2.63202, 2.63202, 2.63202, 2.63202
12.1001, 2.64015, 2.70876, 2.61902, 2.1541, -0.0686138, 0, 2.70876, 2.61902, 2.61902, 2.61902, 2.61902, 2.61902, 2.61902, 2.61902, 2.61902, 2.61902, 2.61902, 2.61902, 2.61902, 2.61902, 2.61902, 2.61902, 2.61902
12.1077, 8.40917, 2.6742, 2.60606, 3.22632, 5.73497, 0, 2.6742, 2.60606, 2.60606, 2.60606, 2.60606, 2.60606, 2.60606, 2.60606, 2.60606, 2.60606, 2.60606, 2.60606, 2.60606, 2.60606, 2.60606, 2.60606, 2.60606
12.1153, 7.58583, 2.65212, 2.60093, 3.0961, 4.93371, 0, 2.65211, 2.60093, 2.60093, 2.60093, 2.60093, 2.60093, 2.60093, 2.60093, 2.60093, 2.60093, 2.60093, 2.60093, 2.60093, 2.60093, 2.60093, 2.60093, 2.60093
12.1228, 5.04193, 2.63035, 2.59233, 2.65366, 2.41157, 0, 2.63035, 2.59233, 2.59233, 2.59233, 2.59233, 2.59233, 2.59233, 2.59233, 2.59233, 2.59233, 2.59233, 2.59233, 2.59233, 2.59233, 2.59233, 2.59233, 2.59233
12.1304, 5.33569, 2.60845, 2.58051, 2.70845, 2.72723, 0, 2.60845, 2.58051, 2.58051, 2.58051, 2.58051, 2.58051, 2.58051, 2.58051, 2.58051, 2.58051, 2.58051, 2.58051, 2.58051, 2.58051, 2.58051, 2.58051, 2.58051
12.138, 5.61512, 2.58742, 2.56711, 2.75955, 3.0277, 0, 2.58742, 2.56711, 2.56711, 2.56711, 2.56711, 2.56711, 2.56711, 2.56711, 2.56711, 2.56711, 2.56711, 2.56711, 2.56711, 2.56711, 2.56711, 2.56711, 2.56711
12.1455, 1.99777, 2.56835, 2.55374, 1.99944, -0.570578, 0, 2.56835, 2.55374, 2.55374, 2.55374, 2.55374, 2.55374, 2.55374, 2.55374, 2.55374, 2.55374, 2.55374, 2.55374, 2.55374, 2.55374, 2.55374, 2.55374, 2.55374
12.1531, 0.997522, 2.55918, 2.54879, 1.73134, -1.56166, 0, 2.55918, 2.54879, 2.54879, 2.54879, 2.54879, 2.54879, 2.54879, 2.54879, 2.54879, 2.54879, 2.54879, 2.54879, 2.54879, 2.54879, 2.54879, 2.54879, 2.54879
12.1607, 1.99748, 2.54762, 2.54031, 1.99937, -0.550144, 0, 2.54762, 2.54031, 2.54031, 2.54031, 2.54031, 2.54031, 2.54031, 2.54031, 2.54031, 2.54031, 2.54031, 2.54031, 2.54031, 2.54031, 2.54031, 2.54031, 2.54031
12.1682, 2.99769, 2.53367, 2.52858, 2.23555, 0.464017, 0, 2.53367, 2.52858, 2.52858, 2.52858, 2.52858, 2.52858, 2.52858, 2.52858, 2.52858, 2.52858, 2.52858, 2.52858, 2.52858, 2.52858, 2.52858, 2.52858, 2.52858
12.1758, 3.66642, 2.51875, 2.51524, 2.38042, 1.14767, 0, 2.51875, 2.51524, 2.51524, 2.51524, 2.51524, 2.51524, 2.51524, 2.51524, 2.51524, 2.51524, 2.51524, 2.51524, 2.51524, 2.51525, 2.51524, 2.51524, 2.51524
12.1834, 3.32862, 2.50434, 2.50195, 2.30838, 0.824286, 0, 2.50434, 2.50195, 2.50195, 2.50195, 2.50195, 2.50195, 2.50195, 2.50195, 2.50195, 2.50195, 2.50195, 2.50195, 2.50195, 2.50195, 2.50195, 2.50195, 2.50195
12.1909, 2.32416, 2.49821, 2.49659, 2.07946, -0.174043, 0, 2.4982, 2.49659, 2.49659, 2.49659, 2.49659, 2.49659, 2.49659, 2.49659, 2.49659, 2.49659, 2.49659, 2.49659, 2.49659, 2.49659, 2.49659, 2.49659, 2.49659
12.1985, 1.34721, 2.4888, 2.48772, 1.82954, -1.14158, 0, 2.48879, 2.48772, 2.48772, 2.48772, 2.48772, 2.48772, 2.48772, 2.48772, 2.48772, 2.48772, 2.48772, 2.48772, 2.48772, 2.48772, 2.48772, 2.48772, 2.48772
12.2061, 2.64312, 2.4763, 2.47559, 2.15479, 0.166819, 0, 2.4763, 2.47559, 2.47559, 2.47559, 2.47559, 2.47559, 2.47559, 2.47559, 2.47559, 2.47559, 2.47559, 2.47559, 2.47559, 2.47559, 2.47559, 2.47559, 2.47559
12.2137, 3.99529, 2.46233, 2.46187, 2.44853, 1.53296, 0, 2.46233, 2.46187, 2.46187, 2.46187, 2.46187, 2.46187, 2.46187, 2.46187, 2.46187, 2.46187, 2.46187, 2.46187, 2.46187, 2.46187, 2.46187, 2.46187, 2.46187
12.2212, 3.31165, 2.44848, 2.44818, 2.3047, 0.86317, 0, 2.44848, 2.44818, 2.44818, 2.44818, 2.44818, 2.44818, 2.44818, 2.44818, 2.44818, 2.44818, 2.44818, 2.44818, 2.44818, 2.44818, 2.44818, 2.44818, 2.44818
12.2288, 4.36418, 2.44319, 2.44299, 2.52273, 1.92099, 0, 2.44319, 2.44299, 2.44299, 2.44299, 2.44299, 2.44299, 2.44299, 2.44299, 2.44299, 2.44299, 2.44299, 2.44299, 2.44299, 2.44299, 2.44299, 2.44299, 2.44299
12.2364, 2.30954, 2.43438, 2.43425, 2.07594, -0.124835, 0, 2.43438, 2.43425, 2.43425, 2.43425, 2.43425, 2.43425, 2.43425, 2.43425, 2.43425, 2.43425, 2.43425, 2.43425, 2.43425, 2.43425, 2.43425, 2.43425, 2.43425
12.2439, 3.30446, 2.42231, 2.42223, 2.30314, 0.882152, 0, 2.42231, 2.42223, 2.42223, 2.42223, 2.42223, 2.42223, 2.42223, 2.42223, 2.42223, 2.42223, 2.42223, 2.42223, 2.42223, 2.42223, 2.42223, 2.42223, 2.42223
12.2515, 5.99294, 2.40865, 2.40859, 2.82718, 3.58429, 0, 2.40864, 2.40859, 2.40859, 2.40859, 2.40859, 2.40859, 2.40859, 2.40859, 2.40859, 2.40859, 2.40859, 2.40859, 2.40859, 2.40859, 2.40859, 2.40859, 2.40859
12.2591, 3.07881, 2.39503, 2.39499, 2.25362, 0.683779, 0, 2.39503, 2.39499, 2.39499, 2.39499, 2.39499, 2.39499, 2.39499, 2.39499, 2.39499, 2.39499, 2.39499, 2.39499, 2.39499, 2.395, 2.39499, 2.39499, 2.39499
12.2666, 3.30219, 2.38943, 2.3894, 2.30265, 0.912764, 0, 2.38943, 2.3894, 2.3894, 2.3894, 2.3894, 2.3894, 2.3894, 2.3894, 2.3894, 2.3894, 2.3894, 2.3894, 2.3894, 2.3894, 2.3894, 2.3894, 2.3894
12.2742, 5.29731, 2.38029, 2.38027, 2.70135, 2.91702, 0, 2.38029, 2.38027, 2.38027, 2.38027, 2.38027, 2.38027, 2.38027, 2.38027, 2.38027, 2.38027, 2.38027, 2.38027, 2.38027, 2.38027, 2.38027, 2.38027, 2.38027
12.2818, 3.29269, 2.36789, 2.36787, 2.30058, 0.9248, 0, 2.36789, 2.36787, 2.36787, 2.36787, 2.36787, 2.36787, 2.36787, 2.36787, 2.36787, 2.36787, 2.36787, 2.36787, 2.36787, 2.36788, 2.36787, 2.36787, 2.36787
12.2894, 4.10781, 2.35388, 2.35387, 2.4714, 1.75392, 0, 2.35388, 2.35387, 2.35387, 2.35387, 2.35387, 2.35387, 2.35387, 2.35387, 2.35387, 2.35387, 2.35387, 2.35387, 2.35387, 2.35387, 2.35387, 2.35387, 2.35387
