   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_86.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
0.0760436, 0, 4.60903e-16, 0, 1.41421, -4.60903e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.24725e-18, 0, 0, 5.10745e-21, 0, 8.10984e-20, 0, 4.5857e-16, 0, 0
0.0839178, 0, 8.13775e-16, 0, 1.41421, -8.13775e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.96775e-18, 0, 0, 9.17154e-21, 0, 1.4628e-19, 0, 8.09652e-16, 0, 0
0.091792, 0, 1.42676e-15, 0, 1.41421, -1.42676e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.95646e-18, 0, 0, 1.63583e-20, 0, 2.62147e-19, 0, 1.41952e-15, 0, 0
0.0996661, 0, 2.4842e-15, 0, 1.41421, -2.4842e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.21122e-17, 0, 0, 2.89823e-20, 0, 4.66814e-19, 0, 2.47159e-15, 0, 0
0.10754, 0, 4.29587e-15, 0, 1.41421, -4.29587e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.09453e-17, 0, 0, 5.10117e-20, 0, 8.26108e-19, 0, 4.27405e-15, 0, 0
0.115415, 0, 7.37866e-15, 0, 1.41421, -7.37866e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.59757e-17, 0, 0, 8.92042e-20, 0, 1.45302e-18, 0, 7.34115e-15, 0, 0
0.123289, 0, 1.25892e-14, 0, 1.41421, -1.25892e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.13802e-17, 0, 0, 1.54995e-19, 0, 2.54035e-18, 0, 1.25251e-14, 0, 0
0.131163, 0, 2.13374e-14, 0, 1.41421, -2.13374e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.04032e-16, 0, 0, 2.67616e-19, 0, 4.41517e-18, 0, 2.12286e-14, 0, 0
0.139037, 0, 3.59279e-14, 0, 1.41421, -3.59279e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.7517e-16, 0, 0, 4.59202e-19, 0, 7.62916e-18, 0, 3.57447e-14, 0, 0
0.146911, 0, 6.01035e-14, 0, 1.41421, -6.01035e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.93039e-16, 0, 0, 7.83125e-19, 0, 1.31075e-17, 0, 5.97966e-14, 0, 0
0.154785, 0, 1.00114e-13, 0, 1.41421, -1.00114e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.88114e-16, 0, 0, 1.33245e-18, 0, 2.24992e-17, 0, 9.96021e-14, 0, 0
0.16266, 0, 1.65294e-13, 0, 1.41421, -1.65294e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.05907e-16, 0, 0, 2.24438e-18, 0, 3.82091e-17, 0, 1.64448e-13, 0, 0
0.170534, 0, 2.71189e-13, 0, 1.41421, -2.71189e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.32221e-15, 0, 0, 3.75837e-18, 0, 6.45366e-17, 0, 2.69798e-13, 0, 0
0.178408, 0, 4.42135e-13, 0, 1.41421, -4.42135e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.1557e-15, 0, 0, 6.25749e-18, 0, 1.08428e-16, 0, 4.39864e-13, 0, 0
0.186282, 0, 7.16344e-13, 0, 1.41421, -7.16344e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.49272e-15, 0, 0, 1.03594e-17, 0, 1.81215e-16, 0, 7.1266e-13, 0, 0
0.194156, 0, 1.15342e-12, 0, 1.41421, -1.15342e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.62392e-15, 0, 0, 1.70549e-17, 0, 3.013e-16, 0, 1.14748e-12, 0, 0
0.20203, 0, 1.84571e-12, 0, 1.41421, -1.84571e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.99975e-15, 0, 0, 2.79246e-17, 0, 4.98414e-16, 0, 1.83619e-12, 0, 0
0.209905, 0, 2.93539e-12, 0, 1.41421, -2.93539e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.43137e-14, 0, 0, 4.54792e-17, 0, 8.20367e-16, 0, 2.92021e-12, 0, 0
0.217779, 0, 4.63987e-12, 0, 1.41421, -4.63987e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.26265e-14, 0, 0, 7.36849e-17, 0, 1.34367e-15, 0, 4.61582e-12, 0, 0
0.225653, 0, 7.28941e-12, 0, 1.41421, -7.28941e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.55498e-14, 0, 0, 1.18781e-16, 0, 2.19021e-15, 0, 7.25156e-12, 0, 0
0.233527, 0, 1.13825e-11, 0, 1.41421, -1.13825e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.55172e-14, 0, 0, 1.90543e-16, 0, 3.55331e-15, 0, 1.13233e-11, 0, 0
0.241401, 0, 1.76666e-11, 0, 1.41421, -1.76666e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.6178e-14, 0, 0, 3.04226e-16, 0, 5.73829e-15, 0, 1.75744e-11, 0, 0
0.249276, 0, 2.72551e-11, 0, 1.41421, -2.72551e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.32972e-13, 0, 0, 4.83557e-16, 0, 9.22543e-15, 0, 2.71124e-11, 0, 0
0.25715, 0, 4.17958e-11, 0, 1.41421, -4.17958e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.03953e-13, 0, 0, 7.65333e-16, 0, 1.47674e-14, 0, 4.15763e-11, 0, 0
0.265024, 0, 6.3711e-11, 0, 1.41421, -6.3711e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.10969e-13, 0, 0, 1.20647e-15, 0, 2.35394e-14, 0, 6.33752e-11, 0, 0
0.272898, 0, 9.6539e-11, 9.80909e-45, 1.41421, -9.6539e-11, 9.80909e-45, 0, 9.80909e-45, 9.80909e-45, 9.80909e-45, 9.80909e-45, 9.80909e-45, 9.80909e-45, 9.80909e-45, 9.80909e-45, 9.80909e-45, 9.80909e-45, 4.71341e-13, 9.80909e-45, 9.80909e-45, 1.89481e-15, 9.80909e-45, 3.73701e-14, 9.80909e-45, 9.60284e-11, 9.80909e-45, 9.80909e-45
0.280772, 0, 1.45415e-10, 1.63952e-43, 1.41421, -1.45415e-10, 1.63952e-43, 0, 1.63952e-43, 1.63952e-43, 1.63952e-43, 1.63952e-43, 1.63952e-43, 1.63952e-43, 1.63952e-43, 1.63952e-43, 1.63952e-43, 1.63952e-43, 7.10232e-13, 1.63952e-43, 1.63952e-43, 2.96577e-15, 1.63952e-43, 5.9097e-14, 1.63952e-43, 1.44643e-10, 1.63952e-43, 1.63952e-43
0.288646, 0, 2.17742e-10, 2.38501e-42, 1.41421, -2.17742e-10, 2.38501e-42, 0, 2.38501e-42, 2.38501e-42, 2.38501e-42, 2.38501e-42, 2.38501e-42, 2.38501e-42, 2.38501e-42, 2.38501e-42, 2.38501e-42, 2.38501e-42, 1.06396e-12, 2.38501e-42, 2.38501e-42, 4.62784e-15, 2.38501e-42, 9.31098e-14, 2.38501e-42, 2.16581e-10, 2.38501e-42, 2.38501e-42
0.296521, 0, 3.24125e-10, 3.19216e-41, 1.41421, -3.24125e-10, 3.19216e-41, 0, 3.19216e-41, 3.19216e-41, 3.19216e-41, 3.19216e-41, 3.19216e-41, 3.19216e-41, 3.19216e-41, 3.19216e-41, 3.19216e-41, 3.19216e-41, 1.58462e-12, 3.19216e-41, 3.19216e-41, 7.20184e-15, 3.19216e-41, 1.46182e-13, 3.19216e-41, 3.22387e-10, 3.19216e-41, 3.19216e-41
0.304395, 0, 4.79654e-10, 3.83598e-40, 1.41421, -4.79654e-10, 3.83598e-40, 0, 3.83598e-40, 3.83598e-40, 3.83598e-40, 3.83598e-40, 3.83598e-40, 3.83598e-40, 3.83598e-40, 3.83598e-40, 3.83598e-40, 3.83598e-40, 2.34649e-12, 3.83598e-40, 3.83598e-40, 1.11814e-14, 3.83598e-40, 2.28741e-13, 3.83598e-40, 4.77067e-10, 3.83598e-40, 3.83598e-40
0.312269, 0, 7.05668e-10, 4.15354e-39, 1.41421, -7.05668e-10, 4.15354e-39, 0, 4.15354e-39, 4.15354e-39, 4.15354e-39, 4.15354e-39, 4.15354e-39, 4.15354e-39, 4.15354e-39, 4.15354e-39, 4.15354e-39, 4.15354e-39, 3.4548e-12, 4.15354e-39, 4.15354e-39, 1.73263e-14, 4.15354e-39, 3.56812e-13, 4.15354e-39, 7.01839e-10, 4.15354e-39, 4.15354e-39
0.320143, 0, 1.03214e-09, 4.0699e-38, 1.41421, -1.03214e-09, 4.0699e-38, 0, 4.0699e-38, 4.0699e-38, 4.0699e-38, 4.0699e-38, 4.0699e-38, 4.0699e-38, 4.0699e-38, 4.0699e-38, 4.0699e-38, 4.0699e-38, 5.05773e-12, 4.0699e-38, 4.0699e-38, 2.68065e-14, 4.0699e-38, 5.54964e-13, 4.0699e-38, 1.0265e-09, 4.0699e-38, 4.0699e-38
0.328017, 0, 1.50091e-09, 3.62785e-37, 1.41421, -1.50091e-09, 3.62785e-37, 0, 3.62785e-37, 3.62785e-37, 3.62785e-37, 3.62785e-37, 3.62785e-37, 3.62785e-37, 3.62785e-37, 3.62785e-37, 3.62785e-37, 3.62785e-37, 7.36271e-12, 3.62785e-37, 3.62785e-37, 4.14251e-14, 3.62785e-37, 8.60824e-13, 3.62785e-37, 1.49264e-09, 3.62785e-37, 3.62785e-37
0.335892, 0, 2.17e-09, 2.9571e-36, 1.41421, -2.17e-09, 2.9571e-36, 0, 2.9571e-36, 2.9571e-36, 2.9571e-36, 2.9571e-36, 2.9571e-36, 2.9571e-36, 2.9571e-36, 2.9571e-36, 2.9571e-36, 2.9571e-36, 1.06584e-11, 2.9571e-36, 2.9571e-36, 6.39636e-14, 2.9571e-36, 1.33192e-12, 2.9571e-36, 2.15795e-09, 2.9571e-36, 2.9571e-36
0.343766, 0, 3.11937e-09, 2.21514e-35, 1.41421, -3.11937e-09, 2.21514e-35, 0, 2.21514e-35, 2.21514e-35, 2.21514e-35, 2.21514e-35, 2.21514e-35, 2.21514e-35, 2.21514e-35, 2.21514e-35, 2.21514e-35, 2.21514e-35, 1.53442e-11, 2.21514e-35, 2.21514e-35, 9.8716e-14, 2.21514e-35, 2.05608e-12, 2.21514e-35, 3.10187e-09, 2.21514e-35, 2.21514e-35
0.35164, 0, 4.45848e-09, 1.52636e-34, 1.41421, -4.45848e-09, 1.52636e-34, 0, 1.52636e-34, 1.52636e-34, 1.52636e-34, 1.52636e-34, 1.52636e-34, 1.52636e-34, 1.52636e-34, 1.52636e-34, 1.52636e-34, 1.52636e-34, 2.19693e-11, 1.52636e-34, 1.52636e-34, 1.52316e-13, 1.52636e-34, 3.16724e-12, 1.52636e-34, 4.43319e-09, 1.52636e-34, 1.52636e-34
0.359514, 0, 6.3363e-09, 1.03766e-33, 1.41421, -6.3363e-09, 1.03766e-33, 0, 1.03766e-33, 1.03766e-33, 1.03766e-33, 1.03766e-33, 1.03766e-33, 1.03766e-33, 1.03766e-33, 1.03766e-33, 1.03766e-33, 1.03766e-33, 3.12853e-11, 1.03766e-33, 1.03766e-33, 2.35016e-13, 1.03766e-33, 4.86936e-12, 1.03766e-33, 6.29991e-09, 1.03766e-33, 1.03766e-33
0.367388, 0, 8.9542e-09, 6.77853e-33, 1.41421, -8.9542e-09, 6.77853e-33, 0, 6.77853e-33, 6.77853e-33, 6.77853e-33, 6.77853e-33, 6.77853e-33, 6.77853e-33, 6.77853e-33, 6.77853e-33, 6.77853e-33, 6.77853e-33, 4.43143e-11, 6.77853e-33, 6.77853e-33, 3.62663e-13, 6.77853e-33, 7.47256e-12, 6.77853e-33, 8.90205e-09, 6.77853e-33, 6.77853e-33
0.375262, 0, 1.25827e-08, 4.15439e-32, 1.41421, -1.25827e-08, 4.15439e-32, 0, 4.15439e-32, 4.15439e-32, 4.15439e-32, 4.15439e-32, 4.15439e-32, 4.15439e-32, 4.15439e-32, 4.15439e-32, 4.15439e-32, 4.15439e-32, 6.24396e-11, 4.15439e-32, 4.15439e-32, 5.59735e-13, 4.15439e-32, 1.14477e-11, 4.15439e-32, 1.25083e-08, 4.15439e-32, 4.15439e-32
0.383137, 0, 1.75831e-08, 2.3791e-31, 1.41421, -1.75831e-08, 2.3791e-31, 0, 2.3791e-31, 2.3791e-31, 2.3791e-31, 2.3791e-31, 2.3791e-31, 2.3791e-31, 2.3791e-31, 2.3791e-31, 2.3791e-31, 2.3791e-31, 8.75231e-11, 2.3791e-31, 2.3791e-31, 8.64015e-13, 2.3791e-31, 1.75082e-11, 2.3791e-31, 1.74772e-08, 2.3791e-31, 2.3791e-31
0.391011, 0, 2.44346e-08, 1.27479e-30, 1.41421, -2.44346e-08, 1.27479e-30, 0, 1.27479e-30, 1.27479e-30, 1.27479e-30, 1.27479e-30, 1.27479e-30, 1.27479e-30, 1.27479e-30, 1.27479e-30, 1.27479e-30, 1.27479e-30, 1.22058e-10, 1.27479e-30, 1.27479e-30, 1.33373e-12, 1.27479e-30, 2.67328e-11, 1.27479e-30, 2.42845e-08, 1.27479e-30, 1.27479e-30
0.398885, 0, 3.37694e-08, 6.40966e-30, 1.41421, -3.37694e-08, 6.40966e-30, 0, 6.40966e-30, 6.40966e-30, 6.40966e-30, 6.40966e-30, 6.40966e-30, 6.40966e-30, 6.40966e-30, 6.40966e-30, 6.40966e-30, 6.40966e-30, 1.69368e-10, 6.40966e-30, 6.40966e-30, 2.05843e-12, 6.40966e-30, 4.07487e-11, 6.40966e-30, 3.35573e-08, 6.40966e-30, 6.40966e-30
0.406759, 0, 4.64162e-08, 3.03369e-29, 1.41421, -4.64162e-08, 3.03369e-29, 0, 3.03369e-29, 3.03369e-29, 3.03369e-29, 3.03369e-29, 3.03369e-29, 3.03369e-29, 3.03369e-29, 3.03369e-29, 3.03369e-29, 3.03369e-29, 2.33859e-10, 3.03369e-29, 3.03369e-29, 3.17547e-12, 3.03369e-29, 6.20025e-11, 3.03369e-29, 4.61171e-08, 3.03369e-29, 3.03369e-29
0.414633, 0, 6.34544e-08, 1.35588e-28, 1.41421, -6.34544e-08, 1.35588e-28, 0, 1.35588e-28, 1.35588e-28, 1.35588e-28, 1.35588e-28, 1.35588e-28, 1.35588e-28, 1.35588e-28, 1.35588e-28, 1.35588e-28, 1.35588e-28, 3.21347e-10, 1.35588e-28, 1.35588e-28, 4.89485e-12, 1.35588e-28, 9.41609e-11, 1.35588e-28, 6.3034e-08, 1.35588e-28, 1.35588e-28
0.422508, 0, 8.62821e-08, 5.73959e-28, 1.41421, -8.62821e-08, 5.73959e-28, 0, 5.73959e-28, 5.73959e-28, 5.73959e-28, 5.73959e-28, 5.73959e-28, 5.73959e-28, 5.73959e-28, 5.73959e-28, 5.73959e-28, 5.73959e-28, 4.39474e-10, 5.73959e-28, 5.73959e-28, 7.5364e-12, 5.73959e-28, 1.42697e-10, 5.73959e-28, 8.56924e-08, 5.73959e-28, 5.73959e-28
0.430382, 0, 1.16699e-07, 2.3078e-27, 1.41421, -1.16699e-07, 2.3078e-27, 0, 2.3078e-27, 2.3078e-27, 2.3078e-27, 2.3078e-27, 2.3078e-27, 2.3078e-27, 2.3078e-27, 2.3078e-27, 2.3078e-27, 2.3078e-27, 5.98236e-10, 2.3078e-27, 2.3078e-27, 1.15852e-11, 2.3078e-27, 2.15747e-10, 2.3078e-27, 1.15874e-07, 2.3078e-27, 2.3078e-27
0.438256, 0, 1.5701e-07, 8.83725e-27, 1.41421, -1.5701e-07, 8.83725e-27, 0, 8.83725e-27, 8.83725e-27, 8.83725e-27, 8.83725e-27, 8.83725e-27, 8.83725e-27, 8.83725e-27, 8.83725e-27, 8.83725e-27, 8.83725e-27, 8.10645e-10, 8.83725e-27, 8.83725e-27, 1.77736e-11, 8.83725e-27, 3.2534e-10, 8.83725e-27, 1.55856e-07, 8.83725e-27, 8.83725e-27
0.44613, 0, 2.10144e-07, 3.23122e-26, 1.41421, -2.10144e-07, 3.23122e-26, 0, 3.23122e-26, 3.23122e-26, 3.23122e-26, 3.23122e-26, 3.23122e-26, 3.23122e-26, 6.38508e-14, 3.23122e-26, 3.23122e-26, 3.23122e-26, 1.09357e-09, 3.23122e-26, 3.23122e-26, 2.72008e-11, 3.23122e-26, 4.89173e-10, 3.23122e-26, 2.08534e-07, 3.23122e-26, 3.23122e-26
0.454004, 0, 2.79811e-07, 1.13167e-25, 1.41421, -2.79811e-07, 1.13167e-25, 0, 1.13167e-25, 1.13167e-25, 1.13167e-25, 1.13167e-25, 1.13167e-25, 1.13167e-25, 2.02744e-13, 1.13167e-25, 1.13167e-25, 1.13167e-25, 1.46879e-09, 1.13167e-25, 1.13167e-25, 4.15089e-11, 1.13167e-25, 7.33128e-10, 1.13167e-25, 2.77568e-07, 1.13167e-25, 1.13167e-25
0.461878, 0, 3.72124e-07, 3.84771e-25, 1.41421, -3.72124e-07, 2.93254e-12, 0, 1.24949e-14, 3.06384e-14, 6.25755e-14, 1.23798e-13, 4.39574e-11, 1.54275e-13, 3.35649e-12, 7.53674e-12, 2.48299e-12, 1.32787e-09, 1.96433e-09, 6.49753e-13, 3.35409e-14, 6.31352e-11, 5.5164e-14, 1.09481e-09, 2.5076e-15, 3.67598e-07, 3.84771e-25, 1.46715e-11
0.469753, 0, 4.93712e-07, 5.60249e-10, 1.41421, -4.93712e-07, 5.69528e-10, 5.60249e-10, 5.60289e-10, 5.60346e-10, 5.60447e-10, 5.60641e-10, 6.9934e-10, 5.60737e-10, 5.70407e-10, 5.84097e-10, 5.68106e-10, 4.76192e-09, 3.17622e-09, 5.62305e-10, 5.60355e-10, 6.55931e-10, 5.61027e-10, 2.18876e-09, 5.60257e-10, 4.8493e-07, 5.60249e-10, 6.06673e-10
0.477627, 0, 6.53751e-07, 1.76612e-09, 1.41421, -6.53751e-07, 1.78885e-09, 1.76612e-09, 1.76622e-09, 1.76636e-09, 1.76661e-09, 1.76708e-09, 2.10688e-09, 1.76732e-09, 1.79065e-09, 1.82455e-09, 1.78537e-09, 1.20598e-08, 5.23548e-09, 1.77116e-09, 1.76638e-09, 1.91054e-09, 1.76888e-09, 4.17812e-09, 1.76614e-09, 6.36841e-07, 1.76612e-09, 1.87985e-09
0.485501, 0, 8.65668e-07, 4.31695e-09, 1.41421, -8.65668e-07, 4.36765e-09, 4.31695e-09, 4.31716e-09, 4.31748e-09, 4.31803e-09, 4.31909e-09, 5.077e-09, 4.31962e-09, 4.37126e-09, 4.44726e-09, 4.35988e-09, 2.72768e-08, 8.89928e-09, 4.32818e-09, 4.31753e-09, 4.53399e-09, 4.32423e-09, 7.87285e-09, 4.31699e-09, 8.33035e-07, 4.31695e-09, 4.57063e-09
0.493375, 0, 1.14913e-06, 9.61305e-09, 1.41421, -1.14913e-06, 9.72084e-09, 9.61305e-09, 9.61351e-09, 9.61418e-09, 9.61535e-09, 9.6176e-09, 1.12287e-08, 9.61872e-09, 9.72798e-09, 9.89007e-09, 9.70432e-09, 5.84192e-08, 1.5641e-08, 9.63694e-09, 9.61429e-09, 9.9377e-09, 9.63014e-09, 1.48298e-08, 9.61315e-09, 1.08595e-06, 9.61305e-09, 1.01523e-08
0.501249, 0, 1.53442e-06, 2.04082e-08, 1.41421, -1.53442e-06, 2.06304e-08, 2.04082e-08, 2.04092e-08, 2.04105e-08, 2.0413e-08, 2.04176e-08, 2.37378e-08, 2.04199e-08, 2.06441e-08, 2.09791e-08, 2.05963e-08, 1.2099e-07, 2.83063e-08, 2.04574e-08, 2.04108e-08, 2.08914e-08, 2.04458e-08, 2.80237e-08, 2.04084e-08, 1.41207e-06, 2.04082e-08, 2.15195e-08
0.509124, 0, 2.06994e-06, 4.2012e-08, 1.41421, -2.06994e-06, 4.2459e-08, 4.2012e-08, 4.20139e-08, 4.20166e-08, 4.20215e-08, 4.20308e-08, 4.87128e-08, 4.20355e-08, 4.25406e-08, 4.31609e-08, 4.23905e-08, 2.44433e-07, 5.23194e-08, 4.2111e-08, 4.20171e-08, 4.27274e-08, 4.20913e-08, 5.30739e-08, 4.20123e-08, 1.83375e-06, 4.2012e-08, 4.42485e-08
0.516998, 0, 2.83508e-06, 8.44706e-08, 1.41421, -2.83508e-06, 8.53521e-08, 8.44706e-08, 8.44744e-08, 8.44798e-08, 8.44894e-08, 8.45078e-08, 9.76829e-08, 8.4517e-08, 8.5687e-08, 8.67359e-08, 8.52169e-08, 4.83589e-07, 9.78697e-08, 8.46659e-08, 8.44807e-08, 8.55243e-08, 8.46333e-08, 1.0044e-07, 8.44714e-08, 2.38233e-06, 8.44706e-08, 8.88804e-08
0.524872, 0, 3.96293e-06, 1.66415e-07, 1.41421, -3.96293e-06, 1.68121e-07, 1.66415e-07, 1.66422e-07, 1.66433e-07, 1.66452e-07, 1.66487e-07, 1.91978e-07, 1.66505e-07, 1.69478e-07, 1.70798e-07, 1.67859e-07, 9.38615e-07, 1.83766e-07, 1.66793e-07, 1.66435e-07, 1.67958e-07, 1.66741e-07, 1.89335e-07, 1.66417e-07, 3.10328e-06, 1.66415e-07, 1.74947e-07
0.532746, 0, 5.67696e-06, 3.21723e-07, 1.41421, -5.67696e-06, 3.24963e-07, 3.21723e-07, 3.21737e-07, 3.21757e-07, 3.21792e-07, 3.2186e-07, 3.7029e-07, 3.21894e-07, 3.28484e-07, 3.3005e-07, 3.24467e-07, 1.78885e-06, 3.44104e-07, 3.22441e-07, 3.2176e-07, 3.23972e-07, 3.22361e-07, 3.54421e-07, 3.21726e-07, 4.06484e-06, 3.21723e-07, 3.37933e-07
0.54062, 0, 8.35403e-06, 6.10804e-07, 1.41421, -8.35403e-06, 6.16852e-07, 6.10804e-07, 6.1083e-07, 6.10867e-07, 6.10933e-07, 6.11059e-07, 7.01455e-07, 6.11122e-07, 6.24824e-07, 6.26347e-07, 6.15925e-07, 3.3492e-06, 6.39562e-07, 6.12144e-07, 6.10873e-07, 6.14061e-07, 6.12032e-07, 6.57172e-07, 6.10809e-07, 5.37217e-06, 6.10804e-07, 6.4106e-07
0.548494, 0, 1.26249e-05, 1.13924e-06, 1.41421, -1.26249e-05, 1.15033e-06, 1.13924e-06, 1.13928e-06, 1.13935e-06, 1.13947e-06, 1.13971e-06, 1.3055e-06, 1.13982e-06, 1.16734e-06, 1.16774e-06, 1.14863e-06, 6.16166e-06, 1.17605e-06, 1.14169e-06, 1.13936e-06, 1.14393e-06, 1.14156e-06, 1.20459e-06, 1.13925e-06, 7.19044e-06, 1.13924e-06, 1.19473e-06
0.556369, 0, 1.95342e-05, 2.08795e-06, 1.41421, -1.95342e-05, 2.10794e-06, 2.08795e-06, 2.08804e-06, 2.08816e-06, 2.08838e-06, 2.0888e-06, 2.38764e-06, 2.089e-06, 2.14239e-06, 2.13933e-06, 2.10488e-06, 1.11408e-05, 2.1349e-06, 2.09238e-06, 2.08818e-06, 2.09466e-06, 2.09226e-06, 2.17952e-06, 2.08797e-06, 9.78205e-06, 2.08795e-06, 2.18798e-06
0.564243, 0, 3.0789e-05, 3.76078e-06, 1.41421, -3.0789e-05, 3.7962e-06, 3.76078e-06, 3.76093e-06, 3.76115e-06, 3.76153e-06, 3.76227e-06, 4.29171e-06, 3.76264e-06, 3.86478e-06, 3.85181e-06, 3.79077e-06, 1.97992e-05, 3.82044e-06, 3.76863e-06, 3.76118e-06, 3.77033e-06, 3.76863e-06, 3.88832e-06, 3.76081e-06, 1.35645e-05, 3.76078e-06, 3.93799e-06
0.572117, 0, 4.91343e-05, 6.65791e-06, 1.41421, -4.91343e-05, 6.71959e-06, 6.65791e-06, 6.65817e-06, 6.65855e-06, 6.65922e-06, 6.66051e-06, 7.58251e-06, 6.66115e-06, 6.85382e-06, 6.81643e-06, 6.71013e-06, 3.45885e-05, 6.73346e-06, 6.67157e-06, 6.65861e-06, 6.67143e-06, 6.672e-06, 6.83455e-06, 6.65796e-06, 1.91999e-05, 6.65791e-06, 6.96651e-06
