   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_609.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0109, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00302597, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00484802, 0, 6.51184e-16, 0, 1.41421, -6.51184e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.94321e-18, 0, 0, 1.18343e-18, 0, 2.11585e-20, 0, 6.48036e-16, 0, 0, 0
0.012722, 0, 1.08515e-15, 0, 1.41421, -1.08515e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.23811e-18, 0, 0, 2.007e-18, 0, 3.61711e-20, 0, 1.07987e-15, 0, 0, 0
0.020596, 0, 1.79802e-15, 0, 1.41421, -1.79802e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.36514e-18, 0, 0, 3.38485e-18, 0, 6.15169e-20, 0, 1.78921e-15, 0, 0, 0
0.02847, 0, 2.96242e-15, 0, 1.41421, -2.96242e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.83931e-18, 0, 0, 5.67744e-18, 0, 1.04093e-19, 0, 2.9478e-15, 0, 0, 0
0.036344, 0, 4.85371e-15, 0, 1.41421, -4.85371e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.4482e-17, 0, 0, 9.47145e-18, 0, 1.75257e-19, 0, 4.82958e-15, 0, 0, 0
0.044218, 0, 7.90868e-15, 0, 1.41421, -7.90868e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.35963e-17, 0, 0, 1.57168e-17, 0, 2.93624e-19, 0, 7.86907e-15, 0, 0, 0
0.052092, 0, 1.28162e-14, 0, 1.41421, -1.28162e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.8237e-17, 0, 0, 2.59432e-17, 0, 4.89553e-19, 0, 1.27516e-14, 0, 0, 0
0.0599659, 0, 2.06569e-14, 0, 1.41421, -2.06569e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.16272e-17, 0, 0, 4.26018e-17, 0, 8.12327e-19, 0, 2.05519e-14, 0, 0, 0
0.0678399, 0, 3.31162e-14, 0, 1.41421, -3.31162e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.87939e-17, 0, 0, 6.95998e-17, 0, 1.34156e-18, 0, 3.29465e-14, 0, 0, 0
0.0757139, 0, 5.28086e-14, 0, 1.41421, -5.28086e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.57535e-16, 0, 0, 1.13133e-16, 0, 2.20527e-18, 0, 5.25357e-14, 0, 0, 0
0.0835879, 0, 8.37675e-14, 0, 1.41421, -8.37675e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.4988e-16, 0, 0, 1.82979e-16, 0, 3.60836e-18, 0, 8.3331e-14, 0, 0, 0
0.0914619, 0, 1.32181e-13, 0, 1.41421, -1.32181e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.94285e-16, 0, 0, 2.94489e-16, 0, 5.87729e-18, 0, 1.31487e-13, 0, 0, 0
0.0993359, 0, 2.07494e-13, 0, 1.41421, -2.07494e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.18911e-16, 0, 0, 4.71649e-16, 0, 9.52975e-18, 0, 2.06394e-13, 0, 0, 0
0.10721, 0, 3.24036e-13, 0, 1.41421, -3.24036e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.665e-16, 0, 0, 7.51761e-16, 0, 1.53831e-17, 0, 3.22303e-13, 0, 0, 0
0.115084, 0, 5.03443e-13, 0, 1.41421, -5.03443e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.50156e-15, 0, 0, 1.19257e-15, 0, 2.47241e-17, 0, 5.00724e-13, 0, 0, 0
