   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_131.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, S_K, Si_K, Br_L, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
11.0267, 6.16518, 4.90543, 4.9054, 2.85748, 1.25975, 0, 4.90543, 4.9054, 4.9054, 4.9054, 4.9054, 4.9054, 4.9054, 4.9054, 4.9054, 4.9054, 4.9054, 4.9054, 4.9054, 4.9054, 4.9054, 4.9054
11.0346, 5.63903, 4.89816, 4.89813, 2.76388, 0.740875, 0, 4.89816, 4.89813, 4.89813, 4.89813, 4.89813, 4.89813, 4.89813, 4.89813, 4.89813, 4.89813, 4.89813, 4.89813, 4.89813, 4.89813, 4.89813, 4.89813
11.0426, 4.16663, 4.89534, 4.89531, 2.48327, -0.728704, 0, 4.89533, 4.89531, 4.89531, 4.89531, 4.89531, 4.89531, 4.89531, 4.89531, 4.89531, 4.89531, 4.89531, 4.89531, 4.89531, 4.89531, 4.89531, 4.89531
11.0505, 6.99049, 4.89046, 4.89043, 2.99842, 2.10003, 0, 4.89046, 4.89043, 4.89043, 4.89043, 4.89043, 4.89043, 4.89043, 4.89043, 4.89043, 4.89043, 4.89043, 4.89043, 4.89043, 4.89043, 4.89043, 4.89043
11.0584, 7.99058, 4.88378, 4.88375, 3.16079, 3.10681, 0, 4.88378, 4.88375, 4.88375, 4.88375, 4.88375, 4.88375, 4.88375, 4.88375, 4.88375, 4.88375, 4.88375, 4.88375, 4.88375, 4.88375, 4.88375, 4.88375
11.0663, 6.99009, 4.8762, 4.87617, 2.99835, 2.11389, 0, 4.8762, 4.87617, 4.87617, 4.87617, 4.87617, 4.87617, 4.87617, 4.87617, 4.87617, 4.87617, 4.87617, 4.87617, 4.87617, 4.87617, 4.87617, 4.87617
11.0742, 4.36902, 4.86863, 4.8686, 2.52369, -0.499606, 0, 4.86863, 4.8686, 4.8686, 4.8686, 4.8686, 4.8686, 4.8686, 4.8686, 4.8686, 4.8686, 4.8686, 4.8686, 4.8686, 4.8686, 4.8686, 4.8686
11.0821, 3.99504, 4.86575, 4.86572, 2.44848, -0.870702, 0, 4.86574, 4.86572, 4.86572, 4.86572, 4.86572, 4.86572, 4.86572, 4.86572, 4.86572, 4.86572, 4.86572, 4.86572, 4.86572, 4.86572, 4.86572, 4.86572
11.09, 8.41276, 4.86087, 4.86084, 3.22688, 3.55189, 0, 4.86086, 4.86084, 4.86084, 4.86084, 4.86084, 4.86084, 4.86084, 4.86084, 4.86084, 4.86084, 4.86084, 4.86084, 4.86084, 4.86084, 4.86084, 4.86084
11.0979, 6.38129, 4.85422, 4.85419, 2.89505, 1.52707, 0, 4.85422, 4.85419, 4.85419, 4.85419, 4.85419, 4.85419, 4.85419, 4.85419, 4.85419, 4.85419, 4.85419, 4.85419, 4.85419, 4.85419, 4.85419, 4.85419
11.1059, 5.39009, 4.8467, 4.84667, 2.71847, 0.543386, 0, 4.8467, 4.84667, 4.84667, 4.84667, 4.84667, 4.84667, 4.84667, 4.84667, 4.84667, 4.84667, 4.84667, 4.84667, 4.84667, 4.84667, 4.84667, 4.84667
11.1138, 4.59504, 4.83918, 4.83915, 2.56808, -0.244141, 0, 4.83918, 4.83915, 4.83915, 4.83915, 4.83915, 4.83915, 4.83915, 4.83915, 4.83915, 4.83915, 4.83915, 4.83915, 4.83916, 4.83915, 4.83915, 4.83915
11.1217, 10.7898, 4.83571, 4.83568, 3.57629, 5.95413, 0, 4.83571, 4.83568, 4.83568, 4.83568, 4.83568, 4.83568, 4.83568, 4.83568, 4.83568, 4.83568, 4.83568, 4.83568, 4.83568, 4.83568, 4.83568, 4.83568
11.1296, 3.60793, 4.83033, 4.8303, 2.36811, -1.2224, 0, 4.83033, 4.8303, 4.8303, 4.8303, 4.8303, 4.8303, 4.8303, 4.8303, 4.8303, 4.8303, 4.8303, 4.8303, 4.8303, 4.8303, 4.8303, 4.8303
11.1375, 4.20595, 4.82327, 4.82324, 2.49117, -0.61732, 0, 4.82327, 4.82324, 4.82324, 4.82324, 4.82324, 4.82324, 4.82324, 4.82324, 4.82324, 4.82324, 4.82324, 4.82324, 4.82324, 4.82324, 4.82324, 4.82324
11.1454, 6.94672, 4.81538, 4.81534, 2.99111, 2.13134, 0, 4.81537, 4.81534, 4.81534, 4.81534, 4.81534, 4.81534, 4.81534, 4.81534, 4.81534, 4.81534, 4.81534, 4.81534, 4.81535, 4.81534, 4.81534, 4.81534
11.1533, 7.41359, 4.80749, 4.80746, 3.06816, 2.6061, 0, 4.80749, 4.80746, 4.80746, 4.80746, 4.80746, 4.80746, 4.80746, 4.80746, 4.80746, 4.80746, 4.80746, 4.80746, 4.80746, 4.80746, 4.80746, 4.80746
11.1612, 5.42396, 4.80398, 4.80395, 2.72469, 0.619981, 0, 4.80398, 4.80395, 4.80395, 4.80395, 4.80395, 4.80395, 4.80395, 4.80395, 4.80395, 4.80395, 4.80395, 4.80395, 4.80395, 4.80395, 4.80395, 4.80395
11.1691, 3.21574, 4.7986, 4.79857, 2.2838, -1.58286, 0, 4.7986, 4.79857, 4.79857, 4.79857, 4.79857, 4.79857, 4.79857, 4.79857, 4.79857, 4.79857, 4.79857, 4.79857, 4.79857, 4.79857, 4.79857, 4.79857
11.1771, 3.55911, 4.79158, 4.79155, 2.35778, -1.23247, 0, 4.79158, 4.79155, 4.79155, 4.79155, 4.79155, 4.79155, 4.79155, 4.79155, 4.79155, 4.79155, 4.79155, 4.79155, 4.79155, 4.79155, 4.79155, 4.79155
11.185, 5.77249, 4.78374, 4.7837, 2.78792, 0.988755, 0, 4.78373, 4.7837, 4.7837, 4.7837, 4.7837, 4.7837, 4.7837, 4.7837, 4.7837, 4.7837, 4.7837, 4.7837, 4.78371, 4.7837, 4.7837, 4.7837
11.1929, 2.44325, 4.7759, 4.77587, 2.1079, -2.33265, 0, 4.7759, 4.77587, 4.77587, 4.77587, 4.77587, 4.77587, 4.77587, 4.77587, 4.77587, 4.77587, 4.77587, 4.77587, 4.77587, 4.77587, 4.77587, 4.77587
11.2008, 10.0865, 4.77175, 4.77171, 3.47657, 5.31477, 0, 4.77174, 4.77171, 4.77171, 4.77171, 4.77171, 4.77171, 4.77171, 4.77171, 4.77171, 4.77171, 4.77171, 4.77171, 4.77171, 4.77171, 4.77171, 4.77171
11.2087, 10.758, 4.76581, 4.76578, 3.57183, 5.99217, 0, 4.76581, 4.76578, 4.76578, 4.76578, 4.76578, 4.76578, 4.76578, 4.76578, 4.76578, 4.76578, 4.76578, 4.76578, 4.76578, 4.76578, 4.76578, 4.76578
11.2166, 3.1482, 4.75831, 4.75828, 2.26897, -1.61011, 0, 4.75831, 4.75828, 4.75828, 4.75828, 4.75828, 4.75828, 4.75828, 4.75828, 4.75828, 4.75828, 4.75828, 4.75828, 4.75828, 4.75828, 4.75828, 4.75828
11.2245, 4.99752, 4.75004, 4.75001, 2.64528, 0.247481, 0, 4.75004, 4.75001, 4.75001, 4.75001, 4.75001, 4.75001, 4.75001, 4.75001, 4.75001, 4.75001, 4.75001, 4.75001, 4.75001, 4.75001, 4.75001, 4.75001
11.2324, 8.04845, 4.74178, 4.74174, 3.16993, 3.30668, 0, 4.74177, 4.74174, 4.74174, 4.74174, 4.74174, 4.74174, 4.74174, 4.74174, 4.74174, 4.74174, 4.74174, 4.74174, 4.74174, 4.74174, 4.74174, 4.74174
11.2404, 5.94684, 4.73761, 4.73758, 2.81901, 1.20923, 0, 4.73761, 4.73758, 4.73758, 4.73758, 4.73758, 4.73758, 4.73758, 4.73758, 4.73758, 4.73758, 4.73758, 4.73758, 4.73758, 4.73758, 4.73758, 4.73758
11.2483, 1.75539, 4.73169, 4.73166, 1.93788, -2.9763, 0, 4.73169, 4.73166, 4.73166, 4.73166, 4.73166, 4.73166, 4.73166, 4.73166, 4.73166, 4.73166, 4.73166, 4.73166, 4.73166, 4.73166, 4.73166, 4.73166
11.2562, 9.26183, 4.72423, 4.72419, 3.35587, 4.53761, 0, 4.72423, 4.72419, 4.72419, 4.72419, 4.72419, 4.72419, 4.72419, 4.72419, 4.72419, 4.72419, 4.72419, 4.72419, 4.7242, 4.72419, 4.72419, 4.72419
11.2641, 8.22243, 4.716, 4.71596, 3.19725, 3.50643, 0, 4.716, 4.71596, 4.71596, 4.71596, 4.71596, 4.71596, 4.71596, 4.71596, 4.71596, 4.71596, 4.71596, 4.71596, 4.71596, 4.71596, 4.71596, 4.71596
11.272, 5.25167, 4.70778, 4.70774, 2.69289, 0.543897, 0, 4.70777, 4.70774, 4.70774, 4.70774, 4.70774, 4.70774, 4.70774, 4.70774, 4.70774, 4.70774, 4.70774, 4.70774, 4.70774, 4.70774, 4.70774, 4.70774
11.2799, 6.99294, 4.70293, 4.7029, 2.99882, 2.29, 0, 4.70293, 4.7029, 4.7029, 4.7029, 4.7029, 4.7029, 4.7029, 4.7029, 4.7029, 4.7029, 4.7029, 4.7029, 4.7029, 4.7029, 4.7029, 4.7029
11.2878, 8.73879, 4.69642, 4.69638, 3.27701, 4.04237, 0, 4.69641, 4.69638, 4.69638, 4.69638, 4.69638, 4.69638, 4.69638, 4.69638, 4.69638, 4.69638, 4.69638, 4.69638, 4.69638, 4.69638, 4.69638, 4.69638
11.2957, 9.99009, 4.68843, 4.68839, 3.46267, 5.30166, 0, 4.68843, 4.68839, 4.68839, 4.68839, 4.68839, 4.68839, 4.68839, 4.68839, 4.68839, 4.68839, 4.68839, 4.68839, 4.68839, 4.68839, 4.68839, 4.68839
11.3036, 3.24994, 4.67971, 4.67967, 2.29127, -1.42978, 0, 4.67971, 4.67967, 4.67967, 4.67967, 4.67967, 4.67967, 4.67967, 4.67967, 4.67967, 4.67967, 4.67967, 4.67967, 4.67967, 4.67967, 4.67967, 4.67967
11.3116, 3.99229, 4.67101, 4.67097, 2.44792, -0.678718, 0, 4.67101, 4.67097, 4.67097, 4.67097, 4.67097, 4.67097, 4.67097, 4.67097, 4.67097, 4.67097, 4.67097, 4.67097, 4.67097, 4.67097, 4.67097, 4.67097
11.3195, 3.72853, 4.66618, 4.66614, 2.39343, -0.937657, 0, 4.66618, 4.66614, 4.66614, 4.66614, 4.66614, 4.66614, 4.66614, 4.66614, 4.66614, 4.66614, 4.66614, 4.66614, 4.66614, 4.66614, 4.66614, 4.66614
11.3274, 3.78959, 4.65969, 4.65965, 2.40616, -0.870103, 0, 4.65969, 4.65965, 4.65965, 4.65965, 4.65965, 4.65965, 4.65965, 4.65965, 4.65965, 4.65965, 4.65965, 4.65965, 4.65965, 4.65965, 4.65965, 4.65965
11.3353, 3.99752, 4.65174, 4.65169, 2.44898, -0.654218, 0, 4.65174, 4.65169, 4.65169, 4.65169, 4.65169, 4.65169, 4.65169, 4.65169, 4.65169, 4.65169, 4.65169, 4.65169, 4.65169, 4.65169, 4.65169, 4.65169
11.3432, 6.37076, 4.64306, 4.64301, 2.89323, 1.72769, 0, 4.64306, 4.64301, 4.64301, 4.64301, 4.64301, 4.64301, 4.64301, 4.64301, 4.64301, 4.64301, 4.64301, 4.64301, 4.64301, 4.64301, 4.64301, 4.64301
11.3511, 6.89789, 4.63439, 4.63433, 2.98293, 2.2635, 0, 4.63439, 4.63433, 4.63433, 4.63433, 4.63433, 4.63433, 4.63433, 4.63433, 4.63433, 4.63433, 4.63433, 4.63433, 4.63434, 4.63433, 4.63433, 4.63433
11.359, 4.17249, 4.62887, 4.62881, 2.48445, -0.456384, 0, 4.62887, 4.62881, 4.62881, 4.62881, 4.62881, 4.62881, 4.62881, 4.62881, 4.62881, 4.62881, 4.62881, 4.62881, 4.62881, 4.62881, 4.62881, 4.62881
11.3669, 7.71425, 4.62176, 4.62169, 3.11677, 3.09249, 0, 4.62176, 4.62169, 4.62169, 4.62169, 4.62169, 4.62169, 4.62169, 4.62169, 4.62169, 4.62169, 4.62169, 4.62169, 4.62169, 4.62169, 4.62169, 4.62169
11.3749, 5.27136, 4.61324, 4.61317, 2.69655, 0.658114, 0, 4.61324, 4.61317, 4.61317, 4.61317, 4.61317, 4.61317, 4.61317, 4.61317, 4.61317, 4.61317, 4.61317, 4.61317, 4.61317, 4.61317, 4.61317, 4.61317
11.3828, 6.99246, 4.60404, 4.60395, 2.99874, 2.38843, 0, 4.60403, 4.60395, 4.60395, 4.60395, 4.60395, 4.60395, 4.60395, 4.60395, 4.60395, 4.60395, 4.60395, 4.60395, 4.60395, 4.60395, 4.60395, 4.60395
11.3907, 6.99257, 4.59484, 4.59474, 2.99876, 2.39773, 0, 4.59484, 4.59474, 4.59474, 4.59474, 4.59474, 4.59474, 4.59474, 4.59474, 4.59474, 4.59474, 4.59474, 4.59474, 4.59474, 4.59474, 4.59474, 4.59474
11.3986, 4.85688, 4.58938, 4.58927, 2.61856, 0.267494, 0, 4.58938, 4.58927, 4.58927, 4.58927, 4.58927, 4.58927, 4.58927, 4.58927, 4.58927, 4.58927, 4.58927, 4.58927, 4.58927, 4.58927, 4.58927, 4.58927
11.4065, 3, 4.58232, 4.58219, 2.23607, -1.58232, 0, 4.58232, 4.58219, 4.58219, 4.58219, 4.58219, 4.58219, 4.58219, 4.58219, 4.58219, 4.58219, 4.58219, 4.58219, 4.58219, 4.58219, 4.58219, 4.58219
11.4144, 3.70719, 4.57385, 4.57369, 2.38897, -0.86666, 0, 4.57385, 4.57369, 4.57369, 4.57369, 4.57369, 4.57369, 4.57369, 4.57369, 4.57369, 4.57369, 4.57369, 4.57369, 4.57369, 4.57369, 4.57369, 4.57369
11.4223, 5.40742, 4.56469, 4.5645, 2.72166, 0.842733, 0, 4.56469, 4.5645, 4.5645, 4.5645, 4.5645, 4.5645, 4.5645, 4.5645, 4.5645, 4.5645, 4.5645, 4.5645, 4.5645, 4.5645, 4.5645, 4.5645
11.4302, 7.39716, 4.55554, 4.55532, 3.06548, 2.84162, 0, 4.55554, 4.55532, 4.55532, 4.55532, 4.55532, 4.55532, 4.55532, 4.55532, 4.55532, 4.55532, 4.55532, 4.55532, 4.55532, 4.55532, 4.55532, 4.55532
11.4381, 5.88823, 4.54942, 4.54915, 2.8086, 1.33881, 0, 4.54942, 4.54915, 4.54915, 4.54915, 4.54915, 4.54915, 4.54915, 4.54915, 4.54915, 4.54915, 4.54915, 4.54915, 4.54915, 4.54915, 4.54915, 4.54915
11.4461, 3.99529, 4.54176, 4.54142, 2.44853, -0.546465, 0, 4.54175, 4.54142, 4.54142, 4.54142, 4.54142, 4.54142, 4.54142, 4.54142, 4.54142, 4.54142, 4.54142, 4.54142, 4.54142, 4.54142, 4.54142, 4.54142
11.454, 3.38538, 4.53275, 4.53233, 2.32064, -1.14737, 0, 4.53274, 4.53233, 4.53233, 4.53233, 4.53233, 4.53233, 4.53233, 4.53233, 4.53233, 4.53233, 4.53233, 4.53233, 4.53233, 4.53233, 4.53233, 4.53233
11.4619, 6.60496, 4.52308, 4.52256, 2.93342, 2.08187, 0, 4.52308, 4.52256, 4.52256, 4.52256, 4.52256, 4.52256, 4.52256, 4.52256, 4.52256, 4.52256, 4.52256, 4.52256, 4.52256, 4.52256, 4.52256, 4.52256
11.4698, 4.99529, 4.51346, 4.51281, 2.64486, 0.481831, 0, 4.51346, 4.51281, 4.51281, 4.51281, 4.51281, 4.51281, 4.51281, 4.51281, 4.51281, 4.51281, 4.51281, 4.51281, 4.51281, 4.51281, 4.51281, 4.51281
11.4777, 4.68302, 4.50753, 4.50671, 2.58515, 0.175493, 0, 4.50753, 4.50671, 4.50671, 4.50671, 4.50671, 4.50671, 4.50671, 4.50671, 4.50671, 4.50671, 4.50671, 4.50671, 4.50671, 4.50671, 4.50671, 4.50671
11.4856, 6.30714, 4.50006, 4.49903, 2.88221, 1.80708, 0, 4.50006, 4.49903, 4.49903, 4.49903, 4.49903, 4.49903, 4.49903, 4.49903, 4.49903, 4.49903, 4.49903, 4.49903, 4.49903, 4.49903, 4.49903, 4.49903
11.4935, 8.04465, 4.49126, 4.48997, 3.16933, 3.55339, 0, 4.49126, 4.48997, 4.48997, 4.48997, 4.48997, 4.48997, 4.48997, 4.48997, 4.48997, 4.48997, 4.48997, 4.48997, 4.48997, 4.48997, 4.48997, 4.48997
11.5014, 1.58426, 4.48185, 4.48023, 1.89321, -2.89759, 0, 4.48185, 4.48023, 4.48023, 4.48023, 4.48023, 4.48023, 4.48023, 4.48023, 4.48023, 4.48023, 4.48023, 4.48023, 4.48023, 4.48023, 4.48023, 4.48023
11.5094, 4.35663, 4.47253, 4.4705, 2.52124, -0.115903, 0, 4.47253, 4.4705, 4.4705, 4.4705, 4.4705, 4.4705, 4.4705, 4.4705, 4.4705, 4.4705, 4.4705, 4.4705, 4.4705, 4.4705, 4.4705, 4.4705
11.5173, 4.67125, 4.46626, 4.46371, 2.58288, 0.20499, 0, 4.46626, 4.46371, 4.46371, 4.46371, 4.46371, 4.46371, 4.46371, 4.46371, 4.46371, 4.46371, 4.46371, 4.46371, 4.46371, 4.46371, 4.46371, 4.46371
11.5252, 5.33953, 4.45856, 4.45538, 2.70916, 0.880964, 0, 4.45856, 4.45538, 4.45538, 4.45538, 4.45538, 4.45538, 4.45538, 4.45538, 4.45538, 4.45538, 4.45538, 4.45538, 4.45538, 4.45538, 4.45538, 4.45538
11.5331, 7.97468, 4.44967, 4.4457, 3.15827, 3.52501, 0, 4.44967, 4.4457, 4.4457, 4.4457, 4.4457, 4.4457, 4.4457, 4.4457, 4.4457, 4.4457, 4.4457, 4.4457, 4.4457, 4.4457, 4.4457, 4.4457
11.541, 5.99521, 4.44028, 4.43536, 2.82758, 1.55493, 0, 4.44028, 4.43536, 4.43536, 4.43536, 4.43536, 4.43536, 4.43536, 4.43536, 4.43536, 4.43536, 4.43536, 4.43536, 4.43536, 4.43536, 4.43536, 4.43536
11.5489, 4.66121, 4.43112, 4.42503, 2.58093, 0.230098, 0, 4.43112, 4.42503, 4.42503, 4.42503, 4.42503, 4.42503, 4.42503, 4.42503, 4.42503, 4.42503, 4.42503, 4.42503, 4.42503, 4.42503, 4.42503, 4.42503
11.5568, 6.32119, 4.42586, 4.41836, 2.88465, 1.89533, 0, 4.42586, 4.41836, 4.41836, 4.41836, 4.41836, 4.41836, 4.41836, 4.41836, 4.41836, 4.41836, 4.41836, 4.41836, 4.41836, 4.41836, 4.41836, 4.41836
11.5647, 4.00322, 4.41929, 4.41009, 2.45015, -0.416072, 0, 4.41929, 4.41009, 4.41009, 4.41009, 4.41009, 4.41009, 4.41009, 4.41009, 4.41009, 4.41009, 4.41009, 4.41009, 4.41009, 4.41009, 4.41009, 4.41009
11.5726, 3.65403, 4.41169, 4.40044, 2.37782, -0.757665, 0, 4.41169, 4.40044, 4.40044, 4.40044, 4.40044, 4.40044, 4.40044, 4.40044, 4.40044, 4.40044, 4.40044, 4.40044, 4.40044, 4.40044, 4.40044, 4.40044
11.5806, 2.02305, 4.40381, 4.39011, 2.00575, -2.38076, 0, 4.4038, 4.39011, 4.39011, 4.39011, 4.39011, 4.39011, 4.39011, 4.39011, 4.39011, 4.39011, 4.39011, 4.39011, 4.39011, 4.39011, 4.39011, 4.39011
11.5885, 9.6171, 4.39639, 4.37979, 3.40839, 5.22071, 0, 4.39639, 4.37979, 4.37979, 4.37979, 4.37979, 4.37979, 4.37979, 4.37979, 4.37979, 4.37979, 4.37979, 4.37979, 4.37979, 4.37979, 4.37979, 4.37979
11.5964, 5.68633, 4.39249, 4.37247, 2.77242, 1.29384, 0, 4.39249, 4.37247, 4.37247, 4.37247, 4.37247, 4.37247, 4.37247, 4.37247, 4.37247, 4.37247, 4.37247, 4.37247, 4.37247, 4.37247, 4.37247, 4.37247
11.6043, 3.34601, 4.38761, 4.36356, 2.31214, -1.0416, 0, 4.3876, 4.36356, 4.36356, 4.36356, 4.36356, 4.36356, 4.36356, 4.36356, 4.36356, 4.36356, 4.36356, 4.36356, 4.36356, 4.36356, 4.36356, 4.36356
11.6122, 1.64449, 4.38203, 4.35329, 1.90905, -2.73755, 0, 4.38203, 4.35329, 4.35329, 4.35329, 4.35329, 4.35329, 4.35329, 4.35329, 4.35329, 4.35329, 4.35329, 4.35329, 4.35329, 4.35329, 4.35329, 4.35329
11.6201, 6.28401, 4.37655, 4.34234, 2.8782, 1.90747, 0, 4.37655, 4.34234, 4.34234, 4.34234, 4.34234, 4.34234, 4.34234, 4.34234, 4.34234, 4.34234, 4.34234, 4.34234, 4.34234, 4.34234, 4.34234, 4.34234
11.628, 3.06431, 4.37192, 4.33141, 2.2504, -1.30761, 0, 4.37192, 4.33141, 4.33141, 4.33141, 4.33141, 4.33141, 4.33141, 4.33141, 4.33141, 4.33141, 4.33141, 4.33141, 4.33141, 4.33141, 4.33141, 4.33141
11.6359, 4.91685, 4.37199, 4.32423, 2.62999, 0.544858, 0, 4.37199, 4.32423, 4.32423, 4.32423, 4.32423, 4.32423, 4.32423, 4.32423, 4.32423, 4.32423, 4.32423, 4.32423, 4.32423, 4.32423, 4.32423, 4.32423
11.6439, 8.98977, 4.37145, 4.3154, 3.31508, 4.61832, 0, 4.37145, 4.3154, 4.3154, 4.3154, 4.3154, 4.3154, 4.3154, 4.3154, 4.3154, 4.3154, 4.3154, 4.3154, 4.3154, 4.3154, 4.3154, 4.3154
11.6518, 6.72101, 4.37061, 4.30516, 2.95314, 2.3504, 0, 4.37061, 4.30516, 4.30516, 4.30516, 4.30516, 4.30516, 4.30516, 4.30516, 4.30516, 4.30516, 4.30516, 4.30516, 4.30516, 4.30516, 4.30516, 4.30516
11.6597, 4.36258, 4.3703, 4.29422, 2.52241, -0.00772142, 0, 4.3703, 4.29422, 4.29422, 4.29422, 4.29422, 4.29422, 4.29422, 4.29422, 4.29422, 4.29422, 4.29422, 4.29422, 4.29422, 4.29422, 4.29422, 4.29422
11.6676, 4.2575, 4.3713, 4.28329, 2.5015, -0.113806, 0, 4.3713, 4.28329, 4.28329, 4.28329, 4.28329, 4.28329, 4.28329, 4.28329, 4.28329, 4.28329, 4.28329, 4.28329, 4.28329, 4.28329, 4.28329, 4.28329
11.6755, 3.36555, 4.37684, 4.2755, 2.31637, -1.01128, 0, 4.37683, 4.2755, 4.2755, 4.2755, 4.2755, 4.2755, 4.2755, 4.2755, 4.2755, 4.2755, 4.2755, 4.2755, 4.2755, 4.2755, 4.2755, 4.2755
11.6834, 3.36976, 4.38218, 4.26606, 2.31728, -1.01242, 0, 4.38218, 4.26606, 4.26606, 4.26606, 4.26606, 4.26606, 4.26606, 4.26606, 4.26606, 4.26606, 4.26606, 4.26606, 4.26606, 4.26606, 4.26606, 4.26606
11.6913, 7.24349, 4.38763, 4.2552, 3.04031, 2.85587, 0, 4.38763, 4.2552, 4.2552, 4.2552, 4.2552, 4.2552, 4.2552, 4.2552, 4.2552, 4.2552, 4.2552, 4.2552, 4.25521, 4.2552, 4.2552, 4.2552
11.6992, 5.37237, 4.39395, 4.24365, 2.71521, 0.978418, 0, 4.39395, 4.24365, 4.24365, 4.24365, 4.24365, 4.24365, 4.24365, 4.24365, 4.24365, 4.24365, 4.24365, 4.24365, 4.24365, 4.24365, 4.24365, 4.24365
11.7071, 1.37688, 4.40189, 4.2321, 1.83763, -3.02501, 0, 4.40189, 4.2321, 4.2321, 4.2321, 4.2321, 4.2321, 4.2321, 4.2321, 4.2321, 4.2321, 4.2321, 4.2321, 4.2321, 4.2321, 4.2321, 4.2321
11.7151, 3.61321, 4.41538, 4.2245, 2.36922, -0.80217, 0, 4.41538, 4.2245, 4.2245, 4.2245, 4.2245, 4.2245, 4.2245, 4.2245, 4.2245, 4.2245, 4.2245, 4.2245, 4.2245, 4.2245, 4.2245, 4.2245
11.723, 4.22181, 4.42874, 4.21516, 2.49436, -0.206926, 0, 4.42873, 4.21516, 4.21516, 4.21516, 4.21516, 4.21516, 4.21516, 4.21516, 4.21516, 4.21516, 4.21516, 4.21516, 4.21516, 4.21516, 4.21516, 4.21516
11.7309, 4.76853, 4.44217, 4.20433, 2.60164, 0.326356, 0, 4.44217, 4.20433, 4.20433, 4.20433, 4.20433, 4.20433, 4.20433, 4.20433, 4.20433, 4.20433, 4.20433, 4.20433, 4.20433, 4.20433, 4.20433, 4.20433
11.7388, 6.60372, 4.45637, 4.19277, 2.93321, 2.14735, 0, 4.45637, 4.19277, 4.19277, 4.19277, 4.19277, 4.19277, 4.19277, 4.19277, 4.19277, 4.19277, 4.19277, 4.19277, 4.19277, 4.19277, 4.19277, 4.19277
11.7467, 7.38687, 4.47199, 4.18122, 3.0638, 2.91487, 0, 4.47199, 4.18122, 4.18122, 4.18122, 4.18122, 4.18122, 4.18122, 4.18122, 4.18122, 4.18122, 4.18122, 4.18122, 4.18122, 4.18122, 4.18122, 4.18122
11.7546, 4.80545, 4.49227, 4.17305, 2.60873, 0.31318, 0, 4.49227, 4.17305, 4.17305, 4.17305, 4.17305, 4.17305, 4.17305, 4.17305, 4.17305, 4.17305, 4.17305, 4.17305, 4.17305, 4.17305, 4.17305, 4.17305
11.7625, 3.78575, 4.51192, 4.16313, 2.40536, -0.726172, 0, 4.51192, 4.16313, 4.16313, 4.16313, 4.16313, 4.16313, 4.16313, 4.16313, 4.16313, 4.16313, 4.16313, 4.16313, 4.16313, 4.16313, 4.16313, 4.16313
11.7704, 8.39418, 4.53102, 4.15171, 3.224, 3.86316, 0, 4.53101, 4.15171, 4.15171, 4.15171, 4.15171, 4.15171, 4.15171, 4.15171, 4.15171, 4.15171, 4.15171, 4.15171, 4.15172, 4.15171, 4.15171, 4.15171
11.7784, 5.18761, 4.55009, 4.13956, 2.68097, 0.637514, 0, 4.55009, 4.13956, 4.13956, 4.13956, 4.13956, 4.13956, 4.13956, 4.13956, 4.13956, 4.13956, 4.13956, 4.13956, 4.13956, 4.13956, 4.13956, 4.13956
11.7863, 5.2088, 4.56967, 4.12743, 2.68492, 0.639132, 0, 4.56967, 4.12743, 4.12743, 4.12743, 4.12743, 4.12743, 4.12743, 4.12743, 4.12743, 4.12743, 4.12743, 4.12743, 4.12743, 4.12743, 4.12743, 4.12743
11.7942, 0.997646, 4.59359, 4.11944, 1.73137, -3.59594, 0, 4.59359, 4.11944, 4.11944, 4.11944, 4.11944, 4.11944, 4.11944, 4.11944, 4.11944, 4.11944, 4.11944, 4.11944, 4.11944, 4.11944, 4.11944, 4.11944
11.8021, 5.17571, 4.61559, 4.10963, 2.67875, 0.560125, 0, 4.61559, 4.10963, 4.10963, 4.10963, 4.10963, 4.10963, 4.10963, 4.10963, 4.10963, 4.10963, 4.10963, 4.10963, 4.10963, 4.10963, 4.10963, 4.10963
11.81, 4.99331, 4.63563, 4.09825, 2.64449, 0.357683, 0, 4.63562, 4.09825, 4.09825, 4.09825, 4.09825, 4.09825, 4.09825, 4.09825, 4.09825, 4.09825, 4.09825, 4.09825, 4.09825, 4.09825, 4.09825, 4.09825
11.8179, 4.57666, 4.65417, 4.08611, 2.5645, -0.0775032, 0, 4.65416, 4.08611, 4.08611, 4.08611, 4.08611, 4.08611, 4.08611, 4.08611, 4.08611, 4.08611, 4.08611, 4.08611, 4.08611, 4.08611, 4.08611, 4.08611
11.8258, 3.24453, 4.67165, 4.07398, 2.29009, -1.42713, 0, 4.67165, 4.07398, 4.07398, 4.07398, 4.07398, 4.07398, 4.07398, 4.07398, 4.07398, 4.07398, 4.07398, 4.07398, 4.07398, 4.07398, 4.07398, 4.07398
11.8337, 5.15688, 4.69136, 4.06547, 2.67523, 0.46552, 0, 4.69136, 4.06547, 4.06547, 4.06547, 4.06547, 4.06547, 4.06547, 4.06547, 4.06547, 4.06547, 4.06547, 4.06547, 4.06547, 4.06547, 4.06547, 4.06547
