   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_131.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, S_K, Si_K, Br_L, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
8.22597, 10.6642, 10.4733, 10.1907, 3.55868, 0.190965, 0, 10.1908, 10.1919, 10.472, 10.1907, 10.1907, 10.1907, 10.1907, 10.1907, 10.1907, 10.1907, 10.1907, 10.1907, 10.1907, 10.1907, 10.1907, 10.1907
8.23388, 10.6587, 10.4805, 10.1894, 3.55791, 0.178216, 0, 10.1894, 10.1909, 10.479, 10.1894, 10.1894, 10.1894, 10.1894, 10.1894, 10.1894, 10.1894, 10.1894, 10.1894, 10.1894, 10.1894, 10.1894, 10.1894
8.24179, 14.0031, 10.4861, 10.1879, 4.00039, 3.51702, 0, 10.1879, 10.1898, 10.4841, 10.1879, 10.1879, 10.1879, 10.1879, 10.1879, 10.1879, 10.1879, 10.1879, 10.1879, 10.1879, 10.1879, 10.1879, 10.1879
8.2497, 12.9444, 10.4889, 10.1853, 3.86579, 2.45549, 0, 10.1853, 10.1878, 10.4863, 10.1853, 10.1853, 10.1853, 10.1853, 10.1853, 10.1853, 10.1853, 10.1853, 10.1853, 10.1853, 10.1853, 10.1853, 10.1853
8.25761, 11.995, 10.4894, 10.1821, 3.74099, 1.50564, 0, 10.1821, 10.1854, 10.4861, 10.1821, 10.1821, 10.1821, 10.1821, 10.1821, 10.1821, 10.1821, 10.1821, 10.1821, 10.1821, 10.1821, 10.1821, 10.1821
8.26553, 13.3144, 10.4882, 10.1789, 3.91336, 2.82614, 0, 10.179, 10.1832, 10.4839, 10.1789, 10.1789, 10.1789, 10.1789, 10.1789, 10.1789, 10.1789, 10.1789, 10.1789, 10.1789, 10.1789, 10.1789, 10.1789
8.27344, 14.9835, 10.486, 10.1763, 4.12111, 4.49755, 0, 10.1763, 10.1819, 10.4803, 10.1763, 10.1763, 10.1763, 10.1763, 10.1763, 10.1763, 10.1763, 10.1763, 10.1763, 10.1763, 10.1763, 10.1763, 10.1763
8.28135, 8.32069, 10.4816, 10.1731, 3.21258, -2.16091, 0, 10.1731, 10.1804, 10.4743, 10.1731, 10.1731, 10.1731, 10.1731, 10.1731, 10.1731, 10.1731, 10.1731, 10.1731, 10.1731, 10.1731, 10.1731, 10.1731
8.28926, 12.9854, 10.4758, 10.1698, 3.8711, 2.5096, 0, 10.1698, 10.1794, 10.4662, 10.1698, 10.1698, 10.1698, 10.1698, 10.1698, 10.1698, 10.1698, 10.1698, 10.1698, 10.1698, 10.1698, 10.1698, 10.1698
8.29717, 17.6427, 10.4677, 10.1654, 4.43201, 7.17505, 0, 10.1654, 10.1778, 10.4553, 10.1654, 10.1654, 10.1654, 10.1654, 10.1654, 10.1654, 10.1654, 10.1654, 10.1654, 10.1654, 10.1654, 10.1654, 10.1654
8.30508, 15.328, 10.4582, 10.1605, 4.16269, 4.86982, 0, 10.1605, 10.1765, 10.4422, 10.1605, 10.1605, 10.1605, 10.1605, 10.1605, 10.1605, 10.1605, 10.1605, 10.1605, 10.1605, 10.1605, 10.1605, 10.1605
8.313, 15.3767, 10.4481, 10.1555, 4.16854, 4.92857, 0, 10.1555, 10.1761, 10.4275, 10.1555, 10.1555, 10.1555, 10.1555, 10.1555, 10.1555, 10.1555, 10.1555, 10.1555, 10.1555, 10.1555, 10.1555, 10.1555
8.32091, 14.5449, 10.4385, 10.1511, 4.06754, 4.1064, 0, 10.1511, 10.1775, 10.4121, 10.1511, 10.1511, 10.1511, 10.1511, 10.1511, 10.1511, 10.1511, 10.1511, 10.1511, 10.1511, 10.1511, 10.1511, 10.1511
8.32882, 12.3302, 10.4285, 10.1461, 3.78553, 1.9017, 0, 10.1461, 10.1797, 10.395, 10.1461, 10.1461, 10.1461, 10.1461, 10.1461, 10.1461, 10.1461, 10.1461, 10.1461, 10.1461, 10.1461, 10.1461, 10.1461
8.33673, 19.3364, 10.4193, 10.1411, 4.61913, 8.91706, 0, 10.1411, 10.1835, 10.3768, 10.1411, 10.1411, 10.1411, 10.1411, 10.1411, 10.1411, 10.1411, 10.1411, 10.1411, 10.1411, 10.1411, 10.1411, 10.1411
8.34464, 5.12658, 10.4103, 10.1349, 2.66957, -5.28375, 0, 10.1349, 10.1883, 10.3569, 10.1349, 10.1349, 10.1349, 10.1349, 10.1349, 10.1349, 10.1349, 10.1349, 10.1349, 10.1349, 10.1349, 10.1349, 10.1349
8.35255, 7.63767, 10.4027, 10.1282, 3.10446, -2.76506, 0, 10.1282, 10.195, 10.336, 10.1282, 10.1282, 10.1282, 10.1282, 10.1282, 10.1282, 10.1282, 10.1282, 10.1282, 10.1282, 10.1282, 10.1282, 10.1282
8.36047, 11.823, 10.3977, 10.1215, 3.71794, 1.42539, 0, 10.1215, 10.2045, 10.3147, 10.1215, 10.1215, 10.1215, 10.1215, 10.1215, 10.1215, 10.1215, 10.1215, 10.1215, 10.1215, 10.1215, 10.1215, 10.1215
8.36838, 7.80297, 10.3963, 10.1153, 3.13097, -2.59331, 0, 10.1154, 10.2178, 10.2938, 10.1153, 10.1153, 10.1153, 10.1153, 10.1153, 10.1153, 10.1153, 10.1153, 10.1153, 10.1153, 10.1153, 10.1153, 10.1153
8.37629, 16.4233, 10.3983, 10.1086, 4.29224, 6.02503, 0, 10.1086, 10.2343, 10.2726, 10.1086, 10.1086, 10.1086, 10.1086, 10.1086, 10.1086, 10.1086, 10.1086, 10.1086, 10.1086, 10.1086, 10.1086, 10.1086
8.3842, 8.93185, 10.4047, 10.1018, 3.30633, -1.47287, 0, 10.1018, 10.2551, 10.2514, 10.1018, 10.1018, 10.1018, 10.1018, 10.1018, 10.1018, 10.1018, 10.1018, 10.1018, 10.1018, 10.1018, 10.1018, 10.1018
8.39211, 12.1363, 10.4154, 10.094, 3.75983, 1.72091, 0, 10.094, 10.2797, 10.2297, 10.094, 10.094, 10.094, 10.094, 10.094, 10.094, 10.094, 10.094, 10.094, 10.094, 10.094, 10.094, 10.094
8.40002, 14.7307, 10.4315, 10.0856, 4.09032, 4.29919, 0, 10.0856, 10.3092, 10.208, 10.0856, 10.0856, 10.0856, 10.0856, 10.0856, 10.0856, 10.0856, 10.0856, 10.0856, 10.0856, 10.0856, 10.0856, 10.0856
8.40794, 9.98862, 10.4543, 10.0772, 3.46246, -0.4657, 0, 10.0773, 10.3447, 10.1869, 10.0772, 10.0772, 10.0772, 10.0772, 10.0772, 10.0772, 10.0772, 10.0772, 10.0772, 10.0772, 10.0772, 10.0772, 10.0772
8.41585, 8.36667, 10.4849, 10.0694, 3.21973, -2.1182, 0, 10.0694, 10.3873, 10.1669, 10.0694, 10.0694, 10.0694, 10.0694, 10.0694, 10.0694, 10.0694, 10.0694, 10.0694, 10.0694, 10.0694, 10.0694, 10.0694
8.42376, 10.227, 10.5228, 10.061, 3.49671, -0.295807, 0, 10.061, 10.4364, 10.1473, 10.061, 10.061, 10.061, 10.061, 10.061, 10.061, 10.061, 10.061, 10.061, 10.061, 10.061, 10.061, 10.061
8.43167, 11.7542, 10.5691, 10.0525, 3.70866, 1.18506, 0, 10.0525, 10.4931, 10.1285, 10.0525, 10.0525, 10.0525, 10.0525, 10.0525, 10.0525, 10.0525, 10.0525, 10.0525, 10.0525, 10.0525, 10.0525, 10.0525
8.43958, 17.9001, 10.6232, 10.043, 4.46096, 7.2769, 0, 10.043, 10.5568, 10.1094, 10.043, 10.043, 10.043, 10.043, 10.043, 10.043, 10.043, 10.043, 10.043, 10.043, 10.043, 10.043, 10.043
8.4475, 15.3582, 10.686, 10.033, 4.16631, 4.67212, 0, 10.033, 10.6283, 10.0907, 10.033, 10.033, 10.033, 10.033, 10.033, 10.033, 10.033, 10.033, 10.033, 10.033, 10.033, 10.033, 10.033
8.45541, 11.7125, 10.7582, 10.023, 3.70304, 0.954265, 0, 10.023, 10.7084, 10.0729, 10.023, 10.023, 10.023, 10.023, 10.023, 10.023, 10.023, 10.023, 10.023, 10.023, 10.023, 10.023, 10.023
8.46332, 13.0223, 10.8403, 10.0135, 3.87586, 2.18205, 0, 10.0135, 10.7975, 10.0563, 10.0135, 10.0135, 10.0135, 10.0135, 10.0135, 10.0135, 10.0135, 10.0135, 10.0135, 10.0135, 10.0135, 10.0135, 10.0135
8.47123, 17.9788, 10.9311, 10.0035, 4.46977, 7.04771, 0, 10.0035, 10.8946, 10.04, 10.0035, 10.0035, 10.0035, 10.0035, 10.0035, 10.0035, 10.0035, 10.0035, 10.0035, 10.0035, 10.0035, 10.0035, 10.0035
8.47914, 13.7753, 11.0307, 9.99339, 3.97182, 2.74459, 0, 9.9934, 10.9998, 10.0244, 9.99339, 9.99339, 9.99339, 9.99339, 9.99339, 9.99339, 9.99339, 9.99339, 9.99339, 9.99339, 9.99339, 9.99339, 9.99339
8.48705, 7.18488, 11.1379, 9.98234, 3.03066, -3.95299, 0, 9.98235, 11.1117, 10.0085, 9.98234, 9.98234, 9.98234, 9.98234, 9.98234, 9.98234, 9.98234, 9.98234, 9.98234, 9.98234, 9.98234, 9.98234, 9.98234
8.49497, 9.39368, 11.2522, 9.97082, 3.37545, -1.85849, 0, 9.97083, 11.2303, 9.9927, 9.97082, 9.97082, 9.97082, 9.97082, 9.97082, 9.97082, 9.97082, 9.97082, 9.97082, 9.97082, 9.97082, 9.97082, 9.97082
8.50288, 14.9657, 11.3731, 9.95931, 4.11894, 3.59255, 0, 9.95932, 11.3549, 9.97754, 9.95931, 9.95931, 9.95931, 9.95931, 9.95931, 9.95931, 9.95931, 9.95931, 9.95931, 9.95931, 9.95931, 9.95931, 9.95931
8.51079, 12.6116, 11.5, 9.9482, 3.82251, 1.11163, 0, 9.94821, 11.4849, 9.9633, 9.9482, 9.9482, 9.9482, 9.9482, 9.9482, 9.9482, 9.9482, 9.9482, 9.9482, 9.94821, 9.9482, 9.9482, 9.9482
8.5187, 11.58, 11.6305, 9.93668, 3.6851, -0.0505009, 0, 9.93669, 11.618, 9.94911, 9.93668, 9.93668, 9.93668, 9.93668, 9.93668, 9.93668, 9.93668, 9.93668, 9.93668, 9.93668, 9.93668, 9.93668, 9.93668
8.52661, 13.1627, 11.7633, 9.92502, 3.89393, 1.39943, 0, 9.92503, 11.7531, 9.93519, 9.92502, 9.92502, 9.92502, 9.92502, 9.92502, 9.92502, 9.92502, 9.92502, 9.92502, 9.92502, 9.92502, 9.92502, 9.92502
8.53452, 17.9827, 11.8959, 9.91248, 4.4702, 6.08676, 0, 9.91249, 11.8876, 9.92075, 9.91248, 9.91248, 9.91248, 9.91248, 9.91248, 9.91248, 9.91248, 9.91248, 9.91248, 9.91248, 9.91248, 9.91248, 9.91248
8.54244, 13.4011, 12.0268, 9.89951, 3.92443, 1.37427, 0, 9.89952, 12.0201, 9.9062, 9.89951, 9.89951, 9.89951, 9.89951, 9.89951, 9.89951, 9.89951, 9.89951, 9.89951, 9.89951, 9.89951, 9.89951, 9.89951
8.55035, 7.66568, 12.1545, 9.88655, 3.10897, -4.48886, 0, 9.88656, 12.1491, 9.89193, 9.88655, 9.88655, 9.88655, 9.88655, 9.88655, 9.88655, 9.88655, 9.88655, 9.88655, 9.88655, 9.88655, 9.88655, 9.88655
8.55826, 16.0374, 12.2773, 9.87395, 4.24705, 3.76014, 0, 9.87396, 12.2729, 9.87825, 9.87395, 9.87395, 9.87395, 9.87395, 9.87395, 9.87395, 9.87395, 9.87395, 9.87395, 9.87395, 9.87395, 9.87395, 9.87395
8.56617, 13.9783, 12.3922, 9.86098, 3.99729, 1.58617, 0, 9.86099, 12.3887, 9.86439, 9.86098, 9.86098, 9.86098, 9.86098, 9.86098, 9.86098, 9.86098, 9.86098, 9.86098, 9.86098, 9.86098, 9.86098, 9.86098
8.57408, 14.4061, 12.4974, 9.84785, 4.05044, 1.90866, 0, 9.84786, 12.4947, 9.85055, 9.84785, 9.84785, 9.84785, 9.84785, 9.84785, 9.84785, 9.84785, 9.84785, 9.84785, 9.84785, 9.84785, 9.84785, 9.84785
8.582, 11.4099, 12.5904, 9.83391, 3.66195, -1.18047, 0, 9.83392, 12.5883, 9.83603, 9.83391, 9.83391, 9.83391, 9.83391, 9.83391, 9.83391, 9.83391, 9.83391, 9.83391, 9.83391, 9.83391, 9.83391, 9.83391
8.58991, 12.9844, 12.6697, 9.81958, 3.87097, 0.314711, 0, 9.81958, 12.668, 9.82123, 9.81958, 9.81958, 9.81958, 9.81958, 9.81958, 9.81958, 9.81958, 9.81958, 9.81958, 9.81958, 9.81958, 9.81958, 9.81958
8.59782, 13.7204, 12.7341, 9.80525, 3.9649, 0.986388, 0, 9.80526, 12.7328, 9.80654, 9.80525, 9.80525, 9.80525, 9.80525, 9.80525, 9.80525, 9.80525, 9.80525, 9.80525, 9.80525, 9.80525, 9.80525, 9.80525
8.60573, 12.6818, 12.7824, 9.79125, 3.83168, -0.100663, 0, 9.79126, 12.7814, 9.79224, 9.79125, 9.79125, 9.79125, 9.79125, 9.79125, 9.79125, 9.79125, 9.79125, 9.79125, 9.79125, 9.79125, 9.79125, 9.79125
8.61364, 10.5475, 12.8131, 9.77691, 3.54224, -2.26562, 0, 9.77692, 12.8123, 9.77768, 9.77691, 9.77691, 9.77691, 9.77691, 9.77691, 9.77691, 9.77691, 9.77691, 9.77691, 9.77692, 9.77691, 9.77691, 9.77691
8.62155, 8.19069, 12.8253, 9.76241, 3.19229, -4.63464, 0, 9.76242, 12.8247, 9.76299, 9.76241, 9.76241, 9.76241, 9.76241, 9.76241, 9.76241, 9.76241, 9.76241, 9.76241, 9.76241, 9.76241, 9.76241, 9.76241
8.62947, 7.21798, 12.8182, 9.74717, 3.03611, -5.60017, 0, 9.74718, 12.8177, 9.74761, 9.74717, 9.74717, 9.74717, 9.74717, 9.74717, 9.74717, 9.74717, 9.74717, 9.74717, 9.74717, 9.74717, 9.74717, 9.74717
8.63738, 11.5401, 12.7918, 9.73156, 3.67969, -1.25164, 0, 9.73157, 12.7914, 9.73189, 9.73156, 9.73156, 9.73156, 9.73156, 9.73156, 9.73156, 9.73156, 9.73156, 9.73156, 9.73156, 9.73156, 9.73156, 9.73156
8.64529, 9.88055, 12.7469, 9.71596, 3.44682, -2.86631, 0, 9.71597, 12.7466, 9.71621, 9.71596, 9.71596, 9.71596, 9.71596, 9.71596, 9.71596, 9.71596, 9.71596, 9.71596, 9.71597, 9.71596, 9.71596, 9.71596
8.6532, 13.0848, 12.6842, 9.70065, 3.88391, 0.400575, 0, 9.70066, 12.684, 9.70084, 9.70065, 9.70065, 9.70065, 9.70065, 9.70065, 9.70065, 9.70065, 9.70065, 9.70065, 9.70065, 9.70065, 9.70065, 9.70065
8.66111, 12.438, 12.6041, 9.68505, 3.79974, -0.166042, 0, 9.68506, 12.6039, 9.68519, 9.68505, 9.68505, 9.68505, 9.68505, 9.68505, 9.68505, 9.68505, 9.68505, 9.68505, 9.68505, 9.68505, 9.68505, 9.68505
8.66903, 10.9847, 12.5078, 9.66926, 3.60343, -1.52311, 0, 9.66927, 12.5077, 9.66936, 9.66926, 9.66926, 9.66926, 9.66926, 9.66926, 9.66926, 9.66926, 9.66926, 9.66926, 9.66926, 9.66926, 9.66926, 9.66926
8.67694, 12.9848, 12.3964, 9.6528, 3.87102, 0.58839, 0, 9.65281, 12.3963, 9.65288, 9.6528, 9.6528, 9.6528, 9.6528, 9.6528, 9.6528, 9.6528, 9.6528, 9.6528, 9.6528, 9.6528, 9.6528, 9.6528
8.68485, 12.9086, 12.2718, 9.63602, 3.86116, 0.636799, 0, 9.63603, 12.2717, 9.63607, 9.63602, 9.63602, 9.63602, 9.63602, 9.63602, 9.63602, 9.63602, 9.63602, 9.63602, 9.63602, 9.63602, 9.63602, 9.63602
8.69276, 9.99009, 12.1361, 9.61925, 3.46267, -2.14596, 0, 9.61926, 12.136, 9.61929, 9.61925, 9.61925, 9.61925, 9.61925, 9.61925, 9.61925, 9.61925, 9.61925, 9.61925, 9.61925, 9.61925, 9.61925, 9.61925
8.70067, 10.5242, 11.9915, 9.60272, 3.53895, -1.46732, 0, 9.60273, 11.9914, 9.60275, 9.60272, 9.60272, 9.60272, 9.60272, 9.60272, 9.60272, 9.60272, 9.60272, 9.60272, 9.60272, 9.60272, 9.60272, 9.60272
8.70858, 9.05254, 11.8395, 9.58594, 3.32454, -2.78697, 0, 9.58595, 11.8395, 9.58596, 9.58594, 9.58594, 9.58594, 9.58594, 9.58594, 9.58594, 9.58594, 9.58594, 9.58594, 9.58594, 9.58594, 9.58594, 9.58594
8.7165, 10.4533, 11.6822, 9.56897, 3.52892, -1.22894, 0, 9.56898, 11.6822, 9.56898, 9.56897, 9.56897, 9.56897, 9.56897, 9.56897, 9.56897, 9.56897, 9.56897, 9.56897, 9.56897, 9.56897, 9.56897, 9.56897
8.72441, 18.6209, 11.5212, 9.5514, 4.54103, 7.09976, 0, 9.5514, 11.5212, 9.55141, 9.5514, 9.5514, 9.5514, 9.5514, 9.5514, 9.5514, 9.5514, 9.5514, 9.5514, 9.5514, 9.5514, 9.5514, 9.5514
8.73232, 15.3012, 11.3586, 9.53353, 4.15947, 3.94261, 0, 9.53354, 11.3586, 9.53354, 9.53353, 9.53353, 9.53353, 9.53353, 9.53353, 9.53353, 9.53353, 9.53353, 9.53353, 9.53353, 9.53353, 9.53353, 9.53353
8.74023, 12.0781, 11.1966, 9.51568, 3.75208, 0.881493, 0, 9.51569, 11.1966, 9.51569, 9.51568, 9.51568, 9.51568, 9.51568, 9.51568, 9.51568, 9.51568, 9.51568, 9.51568, 9.51568, 9.51568, 9.51568, 9.51568
8.74814, 17.9024, 11.0369, 9.49804, 4.46121, 6.86543, 0, 9.49805, 11.0369, 9.49805, 9.49804, 9.49804, 9.49804, 9.49804, 9.49804, 9.49804, 9.49804, 9.49804, 9.49804, 9.49804, 9.49804, 9.49804, 9.49804
8.75605, 18.5079, 10.8807, 9.48018, 4.52857, 7.62726, 0, 9.48019, 10.8807, 9.48019, 9.48018, 9.48018, 9.48018, 9.48018, 9.48018, 9.48018, 9.48018, 9.48018, 9.48018, 9.48018, 9.48018, 9.48018, 9.48018
8.76397, 10.9579, 10.7291, 9.46213, 3.5997, 0.228786, 0, 9.46214, 10.7291, 9.46213, 9.46213, 9.46213, 9.46213, 9.46213, 9.46213, 9.46213, 9.46213, 9.46213, 9.46213, 9.46213, 9.46213, 9.46213, 9.46213
8.77188, 14.5805, 10.5829, 9.44354, 4.07192, 3.99765, 0, 9.44355, 10.5829, 9.44354, 9.44354, 9.44354, 9.44354, 9.44354, 9.44354, 9.44354, 9.44354, 9.44354, 9.44354, 9.44354, 9.44354, 9.44354, 9.44354
8.77979, 18.9758, 10.4433, 9.42469, 4.57994, 8.53257, 0, 9.4247, 10.4432, 9.42469, 9.42469, 9.42469, 9.42469, 9.42469, 9.42469, 9.42469, 9.42469, 9.42469, 9.42469, 9.42469, 9.42469, 9.42469, 9.42469
8.7877, 11.4368, 10.3111, 9.40586, 3.66563, 1.12576, 0, 9.40587, 10.311, 9.40586, 9.40586, 9.40586, 9.40586, 9.40586, 9.40586, 9.40586, 9.40586, 9.40586, 9.40586, 9.40586, 9.40586, 9.40586, 9.40586
8.79561, 9.49343, 10.1869, 9.38721, 3.3902, -0.693475, 0, 9.38722, 10.1869, 9.38721, 9.38721, 9.38721, 9.38721, 9.38721, 9.38721, 9.38721, 9.38721, 9.38721, 9.38721, 9.38721, 9.38721, 9.38721, 9.38721
8.80352, 14.483, 10.0707, 9.36837, 4.05993, 4.4123, 0, 9.36838, 10.0707, 9.36837, 9.36837, 9.36837, 9.36837, 9.36837, 9.36837, 9.36837, 9.36837, 9.36837, 9.36837, 9.36837, 9.36837, 9.36837, 9.36837
8.81144, 9.98835, 9.96257, 9.34934, 3.46242, 0.0257864, 0, 9.34935, 9.96256, 9.34934, 9.34934, 9.34934, 9.34934, 9.34934, 9.34934, 9.34934, 9.34934, 9.34934, 9.34934, 9.34934, 9.34934, 9.34934, 9.34934
8.81935, 10.9875, 9.86211, 9.32983, 3.60382, 1.12538, 0, 9.32984, 9.86209, 9.32983, 9.32983, 9.32983, 9.32983, 9.32983, 9.32983, 9.32983, 9.32983, 9.32983, 9.32983, 9.32983, 9.32983, 9.32983, 9.32983
8.82726, 12.9796, 9.76941, 9.31009, 3.87034, 3.21014, 0, 9.3101, 9.7694, 9.31009, 9.31009, 9.31009, 9.31009, 9.31009, 9.31009, 9.31009, 9.31009, 9.31009, 9.31009, 9.31009, 9.31009, 9.31009, 9.31009
8.83517, 13.4758, 9.68442, 9.29038, 3.93393, 3.79142, 0, 9.29038, 9.68441, 9.29038, 9.29038, 9.29038, 9.29038, 9.29038, 9.29038, 9.29038, 9.29038, 9.29038, 9.29038, 9.29038, 9.29038, 9.29038, 9.29038
8.84308, 14.4361, 9.60688, 9.27081, 4.05415, 4.82925, 0, 9.27082, 9.60687, 9.27081, 9.27081, 9.27081, 9.27081, 9.27081, 9.27081, 9.27081, 9.27081, 9.27081, 9.27081, 9.27081, 9.27081, 9.27081, 9.27081
8.851, 18.5718, 9.53606, 9.25109, 4.53561, 9.03574, 0, 9.2511, 9.53605, 9.25109, 9.25109, 9.25109, 9.25109, 9.25109, 9.25109, 9.25109, 9.25109, 9.25109, 9.25109, 9.25109, 9.25109, 9.25109, 9.25109
8.85891, 10.9618, 9.47141, 9.23117, 3.60025, 1.49042, 0, 9.23118, 9.4714, 9.23117, 9.23117, 9.23117, 9.23117, 9.23117, 9.23117, 9.23117, 9.23117, 9.23117, 9.23117, 9.23118, 9.23117, 9.23117, 9.23117
8.86682, 13.4375, 9.4122, 9.21085, 3.92906, 4.02535, 0, 9.21086, 9.41219, 9.21085, 9.21085, 9.21085, 9.21085, 9.21085, 9.21085, 9.21085, 9.21085, 9.21085, 9.21085, 9.21085, 9.21085, 9.21085, 9.21085
8.87473, 7.09071, 9.35812, 9.19033, 3.01508, -2.26741, 0, 9.19034, 9.35811, 9.19033, 9.19033, 9.19033, 9.19033, 9.19033, 9.19033, 9.19033, 9.19033, 9.19033, 9.19033, 9.19033, 9.19033, 9.19033, 9.19033
8.88264, 7.47125, 9.30885, 9.16983, 3.07754, -1.83759, 0, 9.16984, 9.30884, 9.16983, 9.16983, 9.16983, 9.16983, 9.16983, 9.16983, 9.16983, 9.16983, 9.16983, 9.16983, 9.16983, 9.16983, 9.16983, 9.16983
8.89055, 10.4672, 9.26396, 9.14945, 3.5309, 1.20328, 0, 9.14946, 9.26395, 9.14945, 9.14945, 9.14945, 9.14945, 9.14945, 9.14945, 9.14945, 9.14945, 9.14945, 9.14945, 9.14945, 9.14945, 9.14945, 9.14945
8.89847, 10.5134, 9.22274, 9.12895, 3.53743, 1.29069, 0, 9.12896, 9.22273, 9.12895, 9.12895, 9.12895, 9.12895, 9.12895, 9.12895, 9.12895, 9.12895, 9.12895, 9.12895, 9.12895, 9.12895, 9.12895, 9.12895
8.90638, 6.46146, 9.18464, 9.10826, 2.90886, -2.72318, 0, 9.10827, 9.18463, 9.10826, 9.10826, 9.10826, 9.10826, 9.10826, 9.10826, 9.10826, 9.10826, 9.10826, 9.10826, 9.10826, 9.10826, 9.10826, 9.10826
8.91429, 9.98885, 9.14906, 9.08721, 3.46249, 0.839788, 0, 9.08722, 9.14905, 9.08721, 9.08721, 9.08721, 9.08721, 9.08721, 9.08721, 9.08721, 9.08721, 9.08721, 9.08721, 9.08721, 9.08721, 9.08721, 9.08721
8.9222, 11.4543, 9.1158, 9.06601, 3.66801, 2.33847, 0, 9.06602, 9.11579, 9.06601, 9.06601, 9.06601, 9.06601, 9.06601, 9.06601, 9.06601, 9.06601, 9.06601, 9.06601, 9.06601, 9.06601, 9.06601, 9.06601
8.93011, 6.52094, 9.0847, 9.04483, 2.91907, -2.56375, 0, 9.04484, 9.08469, 9.04483, 9.04483, 9.04483, 9.04483, 9.04483, 9.04483, 9.04483, 9.04483, 9.04483, 9.04483, 9.04483, 9.04483, 9.04483, 9.04483
8.93803, 7.45081, 9.05548, 9.02374, 3.07422, -1.60467, 0, 9.02375, 9.05547, 9.02374, 9.02374, 9.02374, 9.02374, 9.02374, 9.02374, 9.02374, 9.02374, 9.02374, 9.02374, 9.02375, 9.02374, 9.02374, 9.02374
8.94594, 10.5257, 9.02769, 9.00257, 3.53916, 1.49796, 0, 9.00257, 9.02768, 9.00257, 9.00257, 9.00257, 9.00257, 9.00257, 9.00257, 9.00257, 9.00257, 9.00257, 9.00257, 9.00257, 9.00257, 9.00257, 9.00257
8.95385, 13.3582, 9.00097, 8.9812, 3.91895, 4.35718, 0, 8.98121, 9.00097, 8.9812, 8.9812, 8.9812, 8.9812, 8.9812, 8.9812, 8.9812, 8.9812, 8.9812, 8.9812, 8.9812, 8.9812, 8.9812, 8.9812
8.96176, 13.527, 8.97502, 8.95954, 3.94043, 4.55195, 0, 8.95955, 8.97501, 8.95954, 8.95954, 8.95954, 8.95954, 8.95954, 8.95954, 8.95954, 8.95954, 8.95954, 8.95954, 8.95954, 8.95954, 8.95954, 8.95954
8.96967, 8.62615, 8.94981, 8.93775, 3.25978, -0.323659, 0, 8.93776, 8.94979, 8.93775, 8.93775, 8.93775, 8.93775, 8.93775, 8.93775, 8.93775, 8.93775, 8.93775, 8.93775, 8.93775, 8.93775, 8.93775, 8.93775
8.97758, 6.09095, 8.92532, 8.91599, 2.84446, -2.83437, 0, 8.916, 8.92531, 8.91599, 8.91599, 8.91599, 8.91599, 8.91599, 8.91599, 8.91599, 8.91599, 8.91599, 8.91599, 8.91599, 8.91599, 8.91599, 8.91599
8.9855, 6.78513, 8.90148, 8.89429, 2.96397, -2.11635, 0, 8.8943, 8.90147, 8.89429, 8.89429, 8.89429, 8.89429, 8.89429, 8.89429, 8.89429, 8.89429, 8.89429, 8.89429, 8.89429, 8.89429, 8.89429, 8.89429
8.99341, 9.65019, 8.87805, 8.87254, 3.41324, 0.772141, 0, 8.87254, 8.87804, 8.87254, 8.87254, 8.87254, 8.87254, 8.87254, 8.87254, 8.87254, 8.87254, 8.87254, 8.87254, 8.87254, 8.87254, 8.87254, 8.87254
9.00132, 9.20563, 8.85481, 8.85061, 3.34748, 0.350822, 0, 8.85062, 8.8548, 8.85061, 8.85061, 8.85061, 8.85061, 8.85061, 8.85061, 8.85061, 8.85061, 8.85061, 8.85061, 8.85061, 8.85061, 8.85061, 8.85061
9.00923, 13.5405, 8.83162, 8.82843, 3.94214, 4.70884, 0, 8.82844, 8.83162, 8.82843, 8.82843, 8.82843, 8.82843, 8.82843, 8.82843, 8.82843, 8.82843, 8.82843, 8.82843, 8.82844, 8.82843, 8.82843, 8.82843
9.01714, 7.23197, 8.80857, 8.80616, 3.03842, -1.5766, 0, 8.80616, 8.80856, 8.80616, 8.80616, 8.80616, 8.80616, 8.80616, 8.80616, 8.80616, 8.80616, 8.80616, 8.80616, 8.80616, 8.80616, 8.80616, 8.80616
9.02505, 9.86357, 8.78572, 8.7839, 3.44435, 1.07785, 0, 8.78391, 8.78571, 8.7839, 8.7839, 8.7839, 8.7839, 8.7839, 8.7839, 8.7839, 8.7839, 8.7839, 8.7839, 8.78391, 8.7839, 8.7839, 8.7839
9.03297, 6.1223, 8.76307, 8.76171, 2.84997, -2.64077, 0, 8.76172, 8.76307, 8.76171, 8.76171, 8.76171, 8.76171, 8.76171, 8.76171, 8.76171, 8.76171, 8.76171, 8.76171, 8.76171, 8.76171, 8.76171, 8.76171
