   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_705.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
15.6856, 1.61388, 0.335674, 0.322164, 1.90102, 1.2782, 0, 0.322164, 0.322164, 0.322164, 0.322164, 0.322164, 0.322164, 0.322164, 0.322164, 0.322164, 0.322164, 0.322164, 0.322164, 0.322164, 0.322164, 0.322164, 0.322164, 0.322165, 0.322164, 0.322209, 0.335628, 0.322164
15.6935, 3.38141, 0.334274, 0.320749, 2.31979, 3.04714, 0, 0.320749, 0.320749, 0.320749, 0.320749, 0.320749, 0.320749, 0.320749, 0.320749, 0.320749, 0.320749, 0.320749, 0.320749, 0.320749, 0.320749, 0.320749, 0.320749, 0.320751, 0.320749, 0.320803, 0.33422, 0.320749
15.7014, 1.99747, 0.332775, 0.319338, 1.99937, 1.6647, 0, 0.319338, 0.319338, 0.319338, 0.319338, 0.319338, 0.319338, 0.319338, 0.319338, 0.319338, 0.319338, 0.319338, 0.319338, 0.319338, 0.319338, 0.319338, 0.319338, 0.319339, 0.319338, 0.3194, 0.332711, 0.319338
15.7092, 1.62111, 0.333371, 0.320121, 1.90292, 1.28774, 0, 0.320121, 0.320121, 0.320121, 0.320121, 0.320121, 0.320121, 0.320121, 0.320121, 0.320121, 0.320121, 0.320121, 0.320121, 0.320121, 0.320121, 0.320121, 0.320121, 0.320123, 0.320121, 0.320194, 0.333297, 0.320121
15.7171, 1.7482, 0.332976, 0.32001, 1.93603, 1.41523, 0, 0.32001, 0.32001, 0.32001, 0.32001, 0.32001, 0.32001, 0.32001, 0.32001, 0.32001, 0.32001, 0.32001, 0.32001, 0.32001, 0.32001, 0.32001, 0.32001, 0.320011, 0.32001, 0.320095, 0.33289, 0.32001
15.725, 2.2518, 0.331665, 0.31907, 2.06199, 1.92013, 0, 0.31907, 0.31907, 0.31907, 0.31907, 0.31907, 0.31907, 0.31907, 0.31907, 0.31907, 0.31907, 0.31907, 0.31907, 0.31907, 0.31907, 0.31907, 0.31907, 0.319071, 0.31907, 0.319168, 0.331565, 0.31907
15.7329, 0.369145, 0.329861, 0.317717, 1.5392, 0.039284, 0, 0.317717, 0.317717, 0.317717, 0.317717, 0.317717, 0.317717, 0.317717, 0.317717, 0.317717, 0.317717, 0.317717, 0.317717, 0.317717, 0.317717, 0.317717, 0.317717, 0.317718, 0.317717, 0.31783, 0.329747, 0.317717
15.7408, 0.99777, 0.327991, 0.316368, 1.73141, 0.669779, 0, 0.316368, 0.316368, 0.316368, 0.316368, 0.316368, 0.316368, 0.316368, 0.316368, 0.316368, 0.316368, 0.316368, 0.316368, 0.316368, 0.316368, 0.316368, 0.316368, 0.316369, 0.316368, 0.316497, 0.32786, 0.316368
15.7486, 0.997477, 0.327743, 0.3167, 1.73132, 0.669733, 0, 0.3167, 0.3167, 0.3167, 0.3167, 0.3167, 0.3167, 0.3167, 0.3167, 0.3167, 0.3167, 0.3167, 0.3167, 0.3167, 0.3167, 0.3167, 0.3167, 0.316701, 0.3167, 0.316847, 0.327596, 0.3167
15.7565, 3.35928, 0.326652, 0.316234, 2.31501, 3.03262, 0, 0.316234, 0.316234, 0.316234, 0.316234, 0.316234, 0.316234, 0.316234, 0.316234, 0.316234, 0.316234, 0.316234, 0.316234, 0.316234, 0.316234, 0.316234, 0.316234, 0.316236, 0.316234, 0.316401, 0.326485, 0.316234
15.7644, 1.27633, 0.324796, 0.315037, 1.81006, 0.951536, 0, 0.315037, 0.315037, 0.315037, 0.315037, 0.315037, 0.315037, 0.315037, 0.315037, 0.315037, 0.315037, 0.315037, 0.315037, 0.315037, 0.315037, 0.315037, 0.315037, 0.315038, 0.315037, 0.315224, 0.324607, 0.315037
15.7723, 1, 0.322555, 0.313477, 1.73205, 0.677445, 0, 0.313477, 0.313477, 0.313477, 0.313477, 0.313477, 0.313477, 0.313477, 0.313477, 0.313477, 0.313477, 0.313477, 0.313477, 0.313477, 0.313477, 0.313477, 0.313477, 0.313479, 0.313477, 0.313687, 0.322344, 0.313477
15.7801, 1.70929, 0.320309, 0.311921, 1.92595, 1.38898, 0, 0.311921, 0.311921, 0.311921, 0.311921, 0.311921, 0.311921, 0.311921, 0.311921, 0.311921, 0.311921, 0.311921, 0.311921, 0.311921, 0.311921, 0.311921, 0.311921, 0.311922, 0.311921, 0.312155, 0.320074, 0.311921
15.788, 2.29071, 0.31983, 0.31213, 2.0714, 1.97088, 0, 0.31213, 0.31213, 0.31213, 0.31213, 0.31213, 0.31213, 0.31213, 0.31213, 0.31213, 0.31213, 0.31213, 0.31213, 0.31213, 0.31213, 0.31213, 0.31213, 0.312132, 0.31213, 0.31239, 0.319569, 0.31213
15.7959, 0, 0.318658, 0.311634, 1.41421, -0.318658, 0, 0.311634, 0.311634, 0.311634, 0.311634, 0.311634, 0.311634, 0.311634, 0.311634, 0.311634, 0.311634, 0.311634, 0.311634, 0.311634, 0.311634, 0.311634, 0.311634, 0.311635, 0.311634, 0.311921, 0.318369, 0.311634
15.8038, 0.34746, 0.316845, 0.310475, 1.53214, 0.0306146, 0, 0.310475, 0.310475, 0.310475, 0.310475, 0.310475, 0.310475, 0.310475, 0.310475, 0.310475, 0.310475, 0.310475, 0.310475, 0.310475, 0.310475, 0.310475, 0.310475, 0.310477, 0.310475, 0.310791, 0.316528, 0.310475
15.8116, 2.65254, 0.314734, 0.308989, 2.15697, 2.33781, 0, 0.308989, 0.308989, 0.308989, 0.308989, 0.308989, 0.308989, 0.308989, 0.308989, 0.308989, 0.308989, 0.308989, 0.308989, 0.308989, 0.308989, 0.308989, 0.308989, 0.30899, 0.308989, 0.309335, 0.314386, 0.308989
15.8195, 0, 0.312662, 0.307506, 1.41421, -0.312662, 0, 0.307506, 0.307506, 0.307506, 0.307506, 0.307506, 0.307506, 0.307506, 0.307506, 0.307506, 0.307506, 0.307506, 0.307506, 0.307506, 0.307506, 0.307506, 0.307506, 0.307508, 0.307506, 0.307884, 0.312283, 0.307506
15.8274, 0.340273, 0.311877, 0.307271, 1.52979, 0.0283951, 0, 0.307271, 0.307271, 0.307271, 0.307271, 0.307271, 0.307271, 0.307271, 0.307271, 0.307271, 0.307271, 0.307271, 0.307271, 0.307271, 0.307271, 0.307271, 0.307271, 0.307272, 0.307271, 0.307681, 0.311466, 0.307271
15.8353, 0.659727, 0.310543, 0.306441, 1.63087, 0.349185, 0, 0.306441, 0.306441, 0.306441, 0.306441, 0.306441, 0.306441, 0.306441, 0.306441, 0.306441, 0.306441, 0.306441, 0.306441, 0.306441, 0.306441, 0.306441, 0.306441, 0.306442, 0.306441, 0.306885, 0.310098, 0.306441
15.8432, 1, 0.308698, 0.305056, 1.73205, 0.691302, 0, 0.305056, 0.305056, 0.305056, 0.305056, 0.305056, 0.305056, 0.305056, 0.305056, 0.305056, 0.305056, 0.305056, 0.305056, 0.305056, 0.305056, 0.305056, 0.305056, 0.305058, 0.305056, 0.305534, 0.308219, 0.305056
15.851, 0, 0.306627, 0.303397, 1.41421, -0.306627, 0, 0.303397, 0.303397, 0.303397, 0.303397, 0.303397, 0.303397, 0.303397, 0.303397, 0.303397, 0.303397, 0.303397, 0.303397, 0.303397, 0.303397, 0.303397, 0.303397, 0.303399, 0.303397, 0.30391, 0.306113, 0.303397
15.8589, 0.33069, 0.304606, 0.301743, 1.52666, 0.0260842, 0, 0.301743, 0.301743, 0.301743, 0.301743, 0.301743, 0.301743, 0.301743, 0.301743, 0.301743, 0.301743, 0.301743, 0.301743, 0.301743, 0.301743, 0.301743, 0.301743, 0.301744, 0.301743, 0.302291, 0.304056, 0.301743
15.8668, 0.66931, 0.303869, 0.301327, 1.6338, 0.365441, 0, 0.301327, 0.301327, 0.301327, 0.301327, 0.301327, 0.301327, 0.301327, 0.301327, 0.301327, 0.301327, 0.301327, 0.301327, 0.301327, 0.301327, 0.301327, 0.301327, 0.301329, 0.301327, 0.301911, 0.303283, 0.301327
15.8747, 1, 0.302708, 0.300446, 1.73205, 0.697292, 0, 0.300446, 0.300446, 0.300446, 0.300446, 0.300446, 0.300446, 0.300446, 0.300446, 0.300446, 0.300446, 0.300446, 0.300446, 0.300446, 0.300446, 0.300446, 0.300446, 0.300447, 0.300446, 0.301065, 0.302087, 0.300446
15.8825, 1.32342, 0.301143, 0.29912, 1.82302, 1.02228, 0, 0.29912, 0.29912, 0.29912, 0.29912, 0.29912, 0.29912, 0.29912, 0.29912, 0.29912, 0.29912, 0.29912, 0.29912, 0.29912, 0.29912, 0.29912, 0.29912, 0.299121, 0.29912, 0.299775, 0.300487, 0.29912
15.8904, 0.67658, 0.299397, 0.297575, 1.63603, 0.377183, 0, 0.297575, 0.297575, 0.297575, 0.297575, 0.297575, 0.297575, 0.297575, 0.297575, 0.297575, 0.297575, 0.297575, 0.297575, 0.297575, 0.297575, 0.297575, 0.297575, 0.297576, 0.297575, 0.298266, 0.298705, 0.297575
15.8983, 0.637175, 0.297688, 0.296034, 1.62394, 0.339487, 0, 0.296034, 0.296034, 0.296034, 0.296034, 0.296034, 0.296034, 0.296034, 0.296034, 0.296034, 0.296034, 0.296034, 0.296034, 0.296034, 0.296034, 0.296034, 0.296034, 0.296036, 0.296034, 0.29676, 0.296961, 0.296034
15.9062, 2.36283, 0.296669, 0.295153, 2.08874, 2.06616, 0, 0.295153, 0.295153, 0.295153, 0.295153, 0.295153, 0.295153, 0.295153, 0.295153, 0.295153, 0.295153, 0.295153, 0.295153, 0.295153, 0.295153, 0.295153, 0.295153, 0.295155, 0.295153, 0.295914, 0.295908, 0.295153
15.914, 1, 0.295357, 0.293952, 1.73205, 0.704643, 0, 0.293952, 0.293952, 0.293952, 0.293952, 0.293952, 0.293952, 0.293952, 0.293952, 0.293952, 0.293952, 0.293952, 0.293952, 0.293952, 0.293952, 0.293952, 0.293952, 0.293953, 0.293952, 0.294746, 0.294562, 0.293952
15.9219, 0, 0.293766, 0.292449, 1.41421, -0.293766, 0, 0.292449, 0.292449, 0.292449, 0.292449, 0.292449, 0.292449, 0.292449, 0.292449, 0.292449, 0.292449, 0.292449, 0.292449, 0.292449, 0.292449, 0.292449, 0.292449, 0.29245, 0.292449, 0.293276, 0.292938, 0.292449
15.9298, 1, 0.292047, 0.290798, 1.73205, 0.707953, 0, 0.290798, 0.290798, 0.290798, 0.290798, 0.290798, 0.290798, 0.290798, 0.290798, 0.290798, 0.290798, 0.290798, 0.290798, 0.290798, 0.290798, 0.290798, 0.290798, 0.290799, 0.290798, 0.291657, 0.291187, 0.290798
15.9377, 1.30644, 0.29035, 0.289152, 1.81836, 1.01609, 0, 0.289152, 0.289152, 0.289152, 0.289152, 0.289152, 0.289152, 0.289152, 0.289152, 0.289152, 0.289152, 0.289152, 0.289152, 0.289152, 0.289152, 0.289152, 0.289152, 0.289153, 0.289152, 0.290042, 0.289459, 0.289152
15.9455, 0.997769, 0.288995, 0.287834, 1.73141, 0.708774, 0, 0.287834, 0.287834, 0.287834, 0.287834, 0.287834, 0.287834, 0.287834, 0.287834, 0.287834, 0.287834, 0.287834, 0.287834, 0.287834, 0.287834, 0.287834, 0.287834, 0.287835, 0.287834, 0.288753, 0.288075, 0.287834
15.9534, 0.695787, 0.287625, 0.286488, 1.64189, 0.408162, 0, 0.286488, 0.286488, 0.286488, 0.286488, 0.286488, 0.286488, 0.286488, 0.286488, 0.286488, 0.286488, 0.286488, 0.286488, 0.286488, 0.286488, 0.286488, 0.286488, 0.28649, 0.286488, 0.287437, 0.286676, 0.286488
15.9613, 1, 0.286238, 0.285116, 1.73205, 0.713762, 0, 0.285116, 0.285116, 0.285116, 0.285116, 0.285116, 0.285116, 0.285116, 0.285116, 0.285116, 0.285116, 0.285116, 0.285116, 0.285116, 0.285116, 0.285116, 0.285116, 0.285117, 0.285116, 0.286092, 0.285261, 0.285116
15.9692, 0, 0.284727, 0.283613, 1.41421, -0.284727, 0, 0.283613, 0.283613, 0.283613, 0.283613, 0.283613, 0.283613, 0.283613, 0.283613, 0.283613, 0.283613, 0.283613, 0.283613, 0.283613, 0.283613, 0.283613, 0.283613, 0.283614, 0.283613, 0.284615, 0.283724, 0.283613
15.9771, 0, 0.283101, 0.281988, 1.41421, -0.283101, 0, 0.281988, 0.281988, 0.281988, 0.281988, 0.281988, 0.281988, 0.281988, 0.281988, 0.281988, 0.281988, 0.281988, 0.281988, 0.281988, 0.281988, 0.281988, 0.281988, 0.281989, 0.281988, 0.283016, 0.282072, 0.281988
15.9849, 1, 0.281392, 0.280275, 1.73205, 0.718608, 0, 0.280275, 0.280275, 0.280275, 0.280275, 0.280275, 0.280275, 0.280275, 0.280275, 0.280275, 0.280275, 0.280275, 0.280275, 0.280275, 0.280275, 0.280275, 0.280275, 0.280276, 0.280275, 0.281327, 0.280339, 0.280275
15.9928, 3, 0.279632, 0.278507, 2.23607, 2.72037, 0, 0.278507, 0.278507, 0.278507, 0.278507, 0.278507, 0.278507, 0.278507, 0.278507, 0.278507, 0.278507, 0.278507, 0.278507, 0.278507, 0.278507, 0.278507, 0.278507, 0.278508, 0.278507, 0.279583, 0.278555, 0.278507
16.0007, 2, 0.277842, 0.276707, 2, 1.72216, 0, 0.276707, 0.276707, 0.276707, 0.276707, 0.276707, 0.276707, 0.276707, 0.276707, 0.276707, 0.276707, 0.276707, 0.276707, 0.276707, 0.276707, 0.276707, 0.276707, 0.276708, 0.276707, 0.277805, 0.276743, 0.276707
16.0086, 1, 0.27602, 0.274873, 1.73205, 0.72398, 0, 0.274873, 0.274873, 0.274873, 0.274873, 0.274873, 0.274873, 0.274873, 0.274873, 0.274873, 0.274873, 0.274873, 0.274873, 0.274873, 0.274873, 0.274873, 0.274873, 0.274874, 0.274873, 0.275992, 0.274899, 0.274873
16.0164, 0, 0.274165, 0.273005, 1.41421, -0.274165, 0, 0.273005, 0.273005, 0.273005, 0.273005, 0.273005, 0.273005, 0.273005, 0.273005, 0.273005, 0.273005, 0.273005, 0.273005, 0.273005, 0.273005, 0.273005, 0.273005, 0.273006, 0.273005, 0.274145, 0.273024, 0.273005
16.0243, 1, 0.272266, 0.271091, 1.73205, 0.727734, 0, 0.271091, 0.271091, 0.271091, 0.271091, 0.271091, 0.271091, 0.271091, 0.271091, 0.271091, 0.271091, 0.271091, 0.271091, 0.271091, 0.271091, 0.271091, 0.271091, 0.271092, 0.271091, 0.272251, 0.271105, 0.271091
16.0322, 0, 0.270332, 0.269142, 1.41421, -0.270332, 0, 0.269142, 0.269142, 0.269142, 0.269142, 0.269142, 0.269142, 0.269142, 0.269142, 0.269142, 0.269142, 0.269142, 0.269142, 0.269142, 0.269142, 0.269142, 0.269142, 0.269143, 0.269142, 0.270321, 0.269152, 0.269142
16.0401, 0, 0.268298, 0.267092, 1.41421, -0.268298, 0, 0.267092, 0.267092, 0.267092, 0.267092, 0.267092, 0.267092, 0.267092, 0.267092, 0.267092, 0.267092, 0.267092, 0.267092, 0.267092, 0.267092, 0.267092, 0.267092, 0.267093, 0.267092, 0.268289, 0.267099, 0.267092
16.0479, 0, 0.266174, 0.264952, 1.41421, -0.266174, 0, 0.264952, 0.264952, 0.264952, 0.264952, 0.264952, 0.264952, 0.264952, 0.264952, 0.264952, 0.264952, 0.264952, 0.264952, 0.264952, 0.264952, 0.264952, 0.264952, 0.264953, 0.264952, 0.266168, 0.264957, 0.264952
16.0558, 0.27026, 0.263989, 0.262751, 1.50674, 0.00627127, 0, 0.262751, 0.262751, 0.262751, 0.262751, 0.262751, 0.262751, 0.262751, 0.262751, 0.262751, 0.262751, 0.262751, 0.262751, 0.262751, 0.262751, 0.262751, 0.262751, 0.262752, 0.262751, 0.263984, 0.262754, 0.262751
16.0637, 0.99777, 0.261768, 0.260513, 1.73141, 0.736002, 0, 0.260513, 0.260513, 0.260513, 0.260513, 0.260513, 0.260513, 0.260513, 0.260513, 0.260513, 0.260513, 0.260513, 0.260513, 0.260513, 0.260513, 0.260513, 0.260513, 0.260514, 0.260513, 0.261764, 0.260516, 0.260513
16.0716, 1.99752, 0.259533, 0.258263, 1.99938, 1.73799, 0, 0.258263, 0.258263, 0.258263, 0.258263, 0.258263, 0.258263, 0.258263, 0.258263, 0.258263, 0.258263, 0.258263, 0.258263, 0.258263, 0.258263, 0.258263, 0.258263, 0.258264, 0.258263, 0.25953, 0.258264, 0.258263
16.0795, 0.997613, 0.257308, 0.256022, 1.73136, 0.740305, 0, 0.256022, 0.256022, 0.256022, 0.256022, 0.256022, 0.256022, 0.256022, 0.256022, 0.256022, 0.256022, 0.256022, 0.256022, 0.256022, 0.256022, 0.256022, 0.256022, 0.256023, 0.256022, 0.257306, 0.256023, 0.256022
16.0873, 2.25827, 0.255314, 0.254011, 2.06356, 2.00296, 0, 0.254011, 0.254011, 0.254011, 0.254011, 0.254011, 0.254011, 0.254011, 0.254011, 0.254011, 0.254011, 0.254011, 0.254011, 0.254011, 0.254011, 0.254011, 0.254011, 0.254012, 0.254011, 0.255312, 0.254012, 0.254011
16.0952, 3.47856, 0.253141, 0.251822, 2.34063, 3.22542, 0, 0.251822, 0.251822, 0.251822, 0.251822, 0.251822, 0.251822, 0.251822, 0.251822, 0.251822, 0.251822, 0.251822, 0.251822, 0.251822, 0.251822, 0.251822, 0.251822, 0.251824, 0.251822, 0.253139, 0.251823, 0.251822
16.1031, 0, 0.250822, 0.249487, 1.41421, -0.250822, 0, 0.249487, 0.249487, 0.249487, 0.249487, 0.249487, 0.249487, 0.249487, 0.249487, 0.249487, 0.249487, 0.249487, 0.249487, 0.249487, 0.249487, 0.249487, 0.249487, 0.249489, 0.249487, 0.250821, 0.249488, 0.249487
16.111, 0.253532, 0.248437, 0.247086, 1.50118, 0.00509432, 0, 0.247086, 0.247086, 0.247086, 0.247086, 0.247086, 0.247086, 0.247086, 0.247086, 0.247086, 0.247086, 0.247086, 0.247086, 0.247086, 0.247086, 0.247086, 0.247086, 0.247087, 0.247086, 0.248436, 0.247086, 0.247086
16.1188, 0.997522, 0.246064, 0.244696, 1.73134, 0.751458, 0, 0.244696, 0.244696, 0.244696, 0.244696, 0.244696, 0.244696, 0.244696, 0.244696, 0.244696, 0.244696, 0.244696, 0.244696, 0.244696, 0.244696, 0.244696, 0.244696, 0.244697, 0.244696, 0.246062, 0.244696, 0.244696
16.1267, 2.74895, 0.244193, 0.242809, 2.17921, 2.50475, 0, 0.242809, 0.242809, 0.242809, 0.242809, 0.242809, 0.242809, 0.242809, 0.242809, 0.242809, 0.242809, 0.242809, 0.242809, 0.242809, 0.242809, 0.242809, 0.242809, 0.24281, 0.242809, 0.244191, 0.242809, 0.242809
16.1346, 0, 0.242011, 0.240611, 1.41421, -0.242011, 0, 0.240611, 0.240611, 0.240611, 0.240611, 0.240611, 0.240611, 0.240611, 0.240611, 0.240611, 0.240611, 0.240611, 0.240611, 0.240611, 0.240611, 0.240611, 0.240611, 0.240612, 0.240611, 0.24201, 0.240611, 0.240611
16.1425, 1.24384, 0.239572, 0.238155, 1.80107, 1.00426, 0, 0.238155, 0.238155, 0.238155, 0.238155, 0.238155, 0.238155, 0.238155, 0.238155, 0.238155, 0.238155, 0.238155, 0.238155, 0.238155, 0.238155, 0.238155, 0.238155, 0.238157, 0.238155, 0.239571, 0.238155, 0.238155
16.1503, 0.756164, 0.237013, 0.235579, 1.66017, 0.519151, 0, 0.235579, 0.235579, 0.235579, 0.235579, 0.235579, 0.235579, 0.235579, 0.235579, 0.235579, 0.235579, 0.235579, 0.235579, 0.235579, 0.235579, 0.235579, 0.235579, 0.23558, 0.235579, 0.237012, 0.235579, 0.235579
16.1582, 0, 0.234468, 0.233017, 1.41421, -0.234468, 0, 0.233017, 0.233017, 0.233017, 0.233017, 0.233017, 0.233017, 0.233017, 0.233017, 0.233017, 0.233017, 0.233017, 0.233017, 0.233017, 0.233017, 0.233017, 0.233017, 0.233018, 0.233017, 0.234466, 0.233017, 0.233017
16.1661, 0, 0.23286, 0.231393, 1.41421, -0.23286, 0, 0.231393, 0.231393, 0.231393, 0.231393, 0.231393, 0.231393, 0.231393, 0.231393, 0.231393, 0.231393, 0.231393, 0.231393, 0.231393, 0.231393, 0.231393, 0.231393, 0.231394, 0.231393, 0.232859, 0.231393, 0.231393
16.174, 0, 0.230804, 0.229319, 1.41421, -0.230804, 0, 0.229319, 0.229319, 0.229319, 0.229319, 0.229319, 0.229319, 0.229319, 0.229319, 0.229319, 0.229319, 0.229319, 0.229319, 0.229319, 0.229319, 0.229319, 0.229319, 0.22932, 0.229319, 0.230802, 0.229319, 0.229319
16.1819, 0, 0.22837, 0.226868, 1.41421, -0.22837, 0, 0.226868, 0.226868, 0.226868, 0.226868, 0.226868, 0.226868, 0.226868, 0.226868, 0.226868, 0.226868, 0.226868, 0.226868, 0.226868, 0.226868, 0.226868, 0.226868, 0.226869, 0.226868, 0.228369, 0.226868, 0.226868
16.1897, 0.22934, 0.225758, 0.224238, 1.4931, 0.00358139, 0, 0.224238, 0.224238, 0.224238, 0.224238, 0.224238, 0.224238, 0.224238, 0.224238, 0.224238, 0.224238, 0.224238, 0.224238, 0.224238, 0.224238, 0.224238, 0.224238, 0.224239, 0.224238, 0.225757, 0.224238, 0.224238
16.1976, 0.77066, 0.223162, 0.221624, 1.66453, 0.547499, 0, 0.221624, 0.221624, 0.221624, 0.221624, 0.221624, 0.221624, 0.221624, 0.221624, 0.221624, 0.221624, 0.221624, 0.221624, 0.221624, 0.221624, 0.221624, 0.221624, 0.221625, 0.221624, 0.223161, 0.221624, 0.221624
16.2055, 0, 0.221666, 0.220109, 1.41421, -0.221666, 0, 0.220109, 0.220109, 0.220109, 0.220109, 0.220109, 0.220109, 0.220109, 0.220109, 0.220109, 0.220109, 0.220109, 0.220109, 0.220109, 0.220109, 0.220109, 0.220109, 0.22011, 0.220109, 0.221664, 0.220109, 0.220109
16.2134, 0.222057, 0.219622, 0.218047, 1.49066, 0.00243473, 0, 0.218047, 0.218047, 0.218047, 0.218047, 0.218047, 0.218047, 0.218047, 0.218047, 0.218047, 0.218047, 0.218047, 0.218047, 0.218047, 0.218047, 0.218047, 0.218047, 0.218048, 0.218047, 0.219621, 0.218047, 0.218047
16.2212, 0.777943, 0.217108, 0.215514, 1.66672, 0.560835, 0, 0.215514, 0.215514, 0.215514, 0.215514, 0.215514, 0.215514, 0.215514, 0.215514, 0.215514, 0.215514, 0.215514, 0.215514, 0.215514, 0.215514, 0.215514, 0.215514, 0.215515, 0.215514, 0.217107, 0.215514, 0.215514
16.2291, 1, 0.214371, 0.212758, 1.73205, 0.785629, 0, 0.212758, 0.212758, 0.212758, 0.212758, 0.212758, 0.212758, 0.212758, 0.212758, 0.212758, 0.212758, 0.212758, 0.212758, 0.212758, 0.212758, 0.212758, 0.212758, 0.212759, 0.212758, 0.21437, 0.212758, 0.212758
16.237, 0, 0.211652, 0.210019, 1.41421, -0.211652, 0, 0.210019, 0.210019, 0.210019, 0.210019, 0.210019, 0.210019, 0.210019, 0.210019, 0.210019, 0.210019, 0.210019, 0.210019, 0.210019, 0.210019, 0.210019, 0.210019, 0.21002, 0.210019, 0.211651, 0.210019, 0.210019
16.2449, 0, 0.21031, 0.208657, 1.41421, -0.21031, 0, 0.208657, 0.208657, 0.208657, 0.208657, 0.208657, 0.208657, 0.208657, 0.208657, 0.208657, 0.208657, 0.208657, 0.208657, 0.208657, 0.208657, 0.208657, 0.208657, 0.208658, 0.208657, 0.210309, 0.208657, 0.208657
16.2527, 1.21014, 0.208364, 0.20669, 1.79168, 1.00177, 0, 0.20669, 0.20669, 0.20669, 0.20669, 0.20669, 0.20669, 0.20669, 0.20669, 0.20669, 0.20669, 0.20669, 0.20669, 0.20669, 0.20669, 0.20669, 0.20669, 0.206692, 0.20669, 0.208363, 0.20669, 0.20669
16.2606, 1.99742, 0.205891, 0.204197, 1.99936, 1.79153, 0, 0.204197, 0.204197, 0.204197, 0.204197, 0.204197, 0.204197, 0.204197, 0.204197, 0.204197, 0.204197, 0.204197, 0.204197, 0.204197, 0.204197, 0.204197, 0.204197, 0.204198, 0.204197, 0.20589, 0.204197, 0.204197
16.2685, 0.792441, 0.203167, 0.201452, 1.67106, 0.589274, 0, 0.201452, 0.201452, 0.201452, 0.201452, 0.201452, 0.201452, 0.201452, 0.201452, 0.201452, 0.201452, 0.201452, 0.201452, 0.201452, 0.201452, 0.201452, 0.201452, 0.201453, 0.201452, 0.203166, 0.201452, 0.201452
16.2764, 0.20285, 0.200463, 0.198726, 1.4842, 0.00238748, 0, 0.198726, 0.198726, 0.198726, 0.198726, 0.198726, 0.198726, 0.198726, 0.198726, 0.198726, 0.198726, 0.198726, 0.198726, 0.198726, 0.198726, 0.198726, 0.198726, 0.198727, 0.198726, 0.200461, 0.198726, 0.198726
16.2843, 0.79715, 0.199151, 0.197392, 1.67247, 0.597999, 0, 0.197392, 0.197392, 0.197392, 0.197392, 0.197392, 0.197392, 0.197392, 0.197392, 0.197392, 0.197392, 0.197392, 0.197392, 0.197392, 0.197392, 0.197392, 0.197392, 0.197393, 0.197392, 0.199149, 0.197392, 0.197392
16.2921, 0.198141, 0.197208, 0.195428, 1.48261, 0.000933021, 0, 0.195428, 0.195428, 0.195428, 0.195428, 0.195428, 0.195428, 0.195428, 0.195428, 0.195428, 0.195428, 0.195428, 0.195428, 0.195428, 0.195428, 0.195428, 0.195428, 0.195429, 0.195428, 0.197207, 0.195428, 0.195428
16.3, 0.801859, 0.194711, 0.192908, 1.67388, 0.607148, 0, 0.192908, 0.192908, 0.192908, 0.192908, 0.192908, 0.192908, 0.192908, 0.192908, 0.192908, 0.192908, 0.192908, 0.192908, 0.192908, 0.192908, 0.192908, 0.192908, 0.192909, 0.192908, 0.19471, 0.192908, 0.192908
16.3079, 1, 0.191951, 0.190125, 1.73205, 0.808049, 0, 0.190125, 0.190125, 0.190125, 0.190125, 0.190125, 0.190125, 0.190125, 0.190125, 0.190125, 0.190125, 0.190125, 0.190125, 0.190125, 0.190125, 0.190125, 0.190125, 0.190126, 0.190125, 0.191949, 0.190125, 0.190125
16.3158, 2.19083, 0.189211, 0.187361, 2.04715, 2.00162, 0, 0.187361, 0.187361, 0.187361, 0.187361, 0.187361, 0.187361, 0.187361, 0.187361, 0.187361, 0.187361, 0.187361, 0.187361, 0.187361, 0.187361, 0.187361, 0.187361, 0.187363, 0.187361, 0.189209, 0.187361, 0.187361
16.3236, 0.80917, 0.188018, 0.186145, 1.67606, 0.621152, 0, 0.186145, 0.186145, 0.186145, 0.186145, 0.186145, 0.186145, 0.186145, 0.186145, 0.186145, 0.186145, 0.186145, 0.186145, 0.186145, 0.186145, 0.186145, 0.186145, 0.186146, 0.186145, 0.188016, 0.186145, 0.186145
16.3315, 0.185998, 0.186161, 0.184264, 1.47851, -0.000163883, 0, 0.184264, 0.184264, 0.184264, 0.184264, 0.184264, 0.184264, 0.184264, 0.184264, 0.184264, 0.184264, 0.184264, 0.184264, 0.184264, 0.184264, 0.184264, 0.184264, 0.184266, 0.184264, 0.18616, 0.184264, 0.184264
16.3394, 0.997646, 0.18372, 0.181799, 1.73137, 0.813925, 0, 0.181799, 0.181799, 0.181799, 0.181799, 0.181799, 0.181799, 0.181799, 0.181799, 0.181799, 0.181799, 0.181799, 0.181799, 0.181799, 0.181799, 0.181799, 0.181799, 0.1818, 0.181799, 0.183719, 0.181799, 0.181799
