   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_427.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.00221267, 0, 4.77642e-22, 0, 1.41421, -4.77642e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.82601e-27, 0, 5.41565e-23, 0, 4.23478e-22, 0, 0, 0
0.0100719, 0, 1.12642e-21, 0, 1.41421, -1.12642e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.86862e-26, 0, 1.30055e-22, 0, 9.96343e-22, 0, 0, 0
0.0179312, 0, 2.61134e-21, 0, 1.41421, -2.61134e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.38624e-26, 0, 3.06773e-22, 0, 2.30452e-21, 0, 0, 0
0.0257904, 0, 5.95736e-21, 0, 1.41421, -5.95736e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.01326e-25, 0, 7.11618e-22, 0, 5.24564e-21, 0, 0, 0
0.0336497, 0, 1.33866e-20, 0, 1.41421, -1.33866e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.30576e-25, 0, 1.62508e-21, 0, 1.17613e-20, 0, 0, 0
0.0415089, 0, 2.96521e-20, 0, 1.41421, -2.96521e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.17273e-25, 0, 3.65677e-21, 0, 2.59948e-20, 0, 0, 0
0.0493682, 0, 6.47911e-20, 0, 1.41421, -6.47911e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.14485e-24, 0, 8.11439e-21, 0, 5.66755e-20, 0, 0, 0
0.0572274, 0, 1.39739e-19, 0, 1.41421, -1.39739e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.50135e-24, 0, 1.77688e-20, 0, 1.21968e-19, 0, 0, 0
0.0650866, 0, 2.97648e-19, 0, 1.41421, -2.97648e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.39807e-24, 0, 3.84209e-20, 0, 2.59221e-19, 0, 0, 0
0.0729459, 0, 6.26443e-19, 0, 1.41421, -6.26443e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.15122e-23, 0, 8.20786e-20, 0, 5.44353e-19, 0, 0, 0
0.0808051, 0, 1.30331e-18, 0, 1.41421, -1.30331e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.42731e-23, 0, 1.73324e-19, 0, 1.12996e-18, 0, 0, 0
0.0886644, 0, 2.68145e-18, 0, 1.41421, -2.68145e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.0619e-23, 0, 3.61946e-19, 0, 2.31945e-18, 0, 0, 0
