   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_500.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, S_K, P_K, Si_K, Al_K, Mg_K, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.413775, 0, 1.93225e-09, 2.75983e-33, 1.41421, -1.93225e-09, 2.75983e-33, 0, 2.75983e-33, 2.75983e-33, 2.75983e-33, 2.75983e-33, 2.75983e-33, 2.75983e-33, 2.75983e-33, 2.75983e-33, 2.75983e-33, 2.75983e-33, 2.75983e-33, 8.70259e-10, 2.75983e-33, 1.06199e-09, 2.75983e-33, 2.75983e-33, 2.75983e-33
0.421639, 0, 3.10273e-09, 1.57126e-32, 1.41421, -3.10273e-09, 1.57126e-32, 0, 1.57126e-32, 1.57126e-32, 1.57126e-32, 1.57126e-32, 1.57126e-32, 1.57126e-32, 1.57126e-32, 1.57126e-32, 1.57126e-32, 1.57126e-32, 1.57126e-32, 1.45948e-09, 1.57126e-32, 1.64325e-09, 1.57126e-32, 1.57126e-32, 1.57126e-32
0.429503, 0, 4.9649e-09, 8.43646e-32, 1.41421, -4.9649e-09, 8.43646e-32, 0, 8.43646e-32, 8.43646e-32, 8.43646e-32, 8.43646e-32, 8.43646e-32, 8.43646e-32, 8.43646e-32, 8.43646e-32, 8.43646e-32, 8.43646e-32, 8.43646e-32, 2.4444e-09, 8.43646e-32, 2.5205e-09, 8.43646e-32, 8.43646e-32, 8.43646e-32
0.437367, 0, 7.92351e-09, 4.53925e-31, 1.41421, -7.92351e-09, 4.53925e-31, 0, 4.53925e-31, 4.53925e-31, 4.53925e-31, 4.53925e-31, 4.53925e-31, 4.53925e-31, 4.53925e-31, 4.53925e-31, 4.53925e-31, 4.53925e-31, 4.53925e-31, 4.09082e-09, 4.53925e-31, 3.83268e-09, 4.53925e-31, 4.53925e-31, 4.53925e-31
0.445231, 0, 1.26218e-08, 2.35653e-30, 1.41421, -1.26218e-08, 2.35653e-30, 0, 2.35653e-30, 2.35653e-30, 2.35653e-30, 2.35653e-30, 2.35653e-30, 2.35653e-30, 2.35653e-30, 2.35653e-30, 2.35653e-30, 2.35653e-30, 2.35653e-30, 6.84373e-09, 2.35653e-30, 5.77812e-09, 2.35653e-30, 2.35653e-30, 2.35653e-30
0.453095, 0, 2.00853e-08, 1.16257e-29, 1.41421, -2.00853e-08, 1.16257e-29, 0, 1.16257e-29, 1.16257e-29, 1.16257e-29, 1.16257e-29, 1.16257e-29, 1.16257e-29, 1.16257e-29, 1.16257e-29, 1.16257e-29, 1.16257e-29, 1.16257e-29, 1.14481e-08, 1.16257e-29, 8.63723e-09, 1.16257e-29, 1.16257e-29, 1.16257e-29
0.46096, 0, 3.19526e-08, 5.45985e-29, 1.41421, -3.19526e-08, 5.45985e-29, 0, 5.45985e-29, 5.45985e-29, 5.45985e-29, 5.45985e-29, 5.45985e-29, 5.45985e-29, 5.45985e-29, 5.45985e-29, 5.45985e-29, 5.45985e-29, 5.45985e-29, 1.91498e-08, 5.45985e-29, 1.28027e-08, 5.45985e-29, 5.45985e-29, 5.45985e-29
0.468824, 0, 5.08481e-08, 2.47908e-28, 1.41421, -5.08481e-08, 2.47908e-28, 0, 2.47908e-28, 2.47908e-28, 2.47908e-28, 2.47908e-28, 2.47908e-28, 2.47908e-28, 2.47908e-28, 2.47908e-28, 2.47908e-28, 2.47908e-28, 2.47908e-28, 3.20285e-08, 2.47908e-28, 1.88197e-08, 2.47908e-28, 2.47908e-28, 2.47908e-28
0.476688, 0, 8.09803e-08, 1.07881e-27, 1.41421, -8.09803e-08, 1.07881e-27, 0, 1.07881e-27, 1.07881e-27, 1.07881e-27, 1.07881e-27, 1.07881e-27, 1.07881e-27, 1.07881e-27, 1.07881e-27, 1.07881e-27, 1.07881e-27, 1.07881e-27, 5.3543e-08, 1.07881e-27, 2.74373e-08, 1.07881e-27, 1.07881e-27, 1.07881e-27
0.484552, 0, 1.29099e-07, 4.48333e-27, 1.41421, -1.29099e-07, 4.48333e-27, 0, 4.48333e-27, 4.48333e-27, 4.48333e-27, 4.48333e-27, 4.48333e-27, 4.48333e-27, 4.48333e-27, 4.48333e-27, 4.48333e-27, 4.48333e-27, 4.48333e-27, 8.94222e-08, 4.48333e-27, 3.96765e-08, 4.48333e-27, 4.48333e-27, 4.48333e-27
0.492416, 0, 2.06014e-07, 1.78082e-26, 1.41421, -2.06014e-07, 1.78082e-26, 0, 1.78082e-26, 1.78082e-26, 1.78082e-26, 1.78082e-26, 1.78082e-26, 1.78082e-26, 1.78082e-26, 1.78082e-26, 1.78082e-26, 1.78082e-26, 1.78082e-26, 1.49098e-07, 1.78082e-26, 5.69156e-08, 1.78082e-26, 1.78082e-26, 1.78082e-26
0.50028, 0, 3.28991e-07, 6.76791e-26, 1.41421, -3.28991e-07, 6.76791e-26, 0, 6.76791e-26, 6.76791e-26, 6.76791e-26, 6.76791e-26, 6.76791e-26, 6.76791e-26, 6.76791e-26, 6.76791e-26, 6.76791e-26, 6.76791e-26, 6.76791e-26, 2.47992e-07, 6.76791e-26, 8.09985e-08, 6.76791e-26, 6.76791e-26, 6.76791e-26
0.508145, 0, 5.25494e-07, 2.46513e-25, 1.41421, -5.25494e-07, 2.46513e-25, 0, 2.46513e-25, 2.46513e-25, 2.46513e-25, 2.46513e-25, 2.46513e-25, 2.46513e-25, 2.46513e-25, 2.46513e-25, 2.46513e-25, 2.46513e-25, 2.46513e-25, 4.11122e-07, 2.46513e-25, 1.14372e-07, 2.46513e-25, 2.46513e-25, 2.46513e-25
0.516009, 0, 8.3973e-07, 8.69214e-25, 1.41421, -8.3973e-07, 3.62149e-11, 0, 3.26568e-11, 2.73819e-10, 1.13162e-11, 2.15975e-10, 5.54352e-11, 6.84245e-11, 4.38635e-12, 6.78599e-11, 3.12717e-12, 9.21258e-14, 3.76097e-14, 6.7869e-07, 7.53793e-16, 1.6027e-07, 8.69214e-25, 8.69214e-25, 1.04214e-12
0.523873, 0, 1.34041e-06, 6.97682e-11, 1.41421, -1.34041e-06, 1.99447e-10, 6.97682e-11, 1.86706e-10, 1.05026e-09, 1.10289e-10, 8.43131e-10, 2.68271e-10, 3.14783e-10, 8.54748e-11, 3.12761e-10, 8.09659e-11, 7.0098e-11, 7.022e-11, 1.11475e-06, 6.97709e-11, 2.22963e-07, 6.97682e-11, 6.97682e-11, 7.34999e-11
0.531737, 0, 2.13549e-06, 2.44731e-10, 1.41421, -2.13549e-06, 6.07202e-10, 2.44731e-10, 5.71589e-10, 2.98536e-09, 3.57993e-10, 2.4064e-09, 7.99576e-10, 9.29584e-10, 2.88633e-10, 9.23933e-10, 2.7603e-10, 2.45653e-10, 2.46609e-10, 1.82008e-06, 2.44738e-10, 3.07947e-07, 2.44731e-10, 2.44731e-10, 2.55161e-10
0.539601, 0, 3.39296e-06, 6.74943e-10, 1.41421, -3.39296e-06, 1.59961e-09, 6.74943e-10, 1.50876e-09, 7.66632e-09, 9.63877e-10, 6.18939e-09, 2.09036e-09, 2.42201e-09, 7.86939e-10, 2.4076e-09, 7.54789e-10, 6.77295e-10, 6.8061e-10, 2.95151e-06, 6.74962e-10, 4.22449e-07, 6.74943e-10, 6.74943e-10, 7.01552e-10
0.547465, 0, 5.37241e-06, 1.70708e-09, 1.41421, -5.37241e-06, 3.95065e-09, 1.70708e-09, 3.73022e-09, 1.86706e-08, 2.40813e-09, 1.5087e-08, 5.14137e-09, 5.94608e-09, 1.97882e-09, 5.9111e-09, 1.90081e-09, 1.71279e-09, 1.7222e-09, 4.75051e-06, 1.70713e-09, 5.75873e-07, 1.70708e-09, 1.70708e-09, 1.77164e-09
0.555329, 0, 8.47262e-06, 4.11838e-09, 1.41421, -8.47262e-06, 9.37003e-09, 4.11838e-09, 8.85405e-09, 4.38259e-08, 5.75938e-09, 3.54377e-08, 1.21572e-08, 1.40409e-08, 4.75446e-09, 1.3959e-08, 4.57186e-09, 4.13174e-09, 4.15613e-09, 7.58432e-06, 4.11849e-09, 7.80674e-07, 4.11838e-09, 4.11838e-09, 4.2695e-09
0.563194, 0, 1.33179e-05, 9.59842e-09, 1.41421, -1.33179e-05, 2.15229e-08, 9.59842e-09, 2.03513e-08, 9.9759e-08, 1.33245e-08, 8.07125e-08, 2.78516e-08, 3.21286e-08, 1.10427e-08, 3.19426e-08, 1.06281e-08, 9.62876e-09, 9.68858e-09, 1.20201e-05, 9.59867e-09, 1.05366e-06, 9.59842e-09, 9.59842e-09, 9.94157e-09
0.571058, 0, 2.08209e-05, 2.17118e-08, 1.41421, -2.08209e-05, 4.80366e-08, 2.17118e-08, 4.54502e-08, 2.20752e-07, 2.99376e-08, 1.78705e-07, 6.20079e-08, 7.14499e-08, 2.49003e-08, 7.10394e-08, 2.3985e-08, 2.17788e-08, 2.19198e-08, 1.88643e-05, 2.17124e-08, 1.41821e-06, 2.17118e-08, 2.17118e-08, 2.24694e-08
0.578922, 0, 3.23991e-05, 4.77618e-08, 1.41421, -3.23991e-05, 1.04326e-07, 4.77618e-08, 9.87682e-08, 4.75439e-07, 6.54365e-08, 3.85092e-07, 1.34346e-07, 1.54634e-07, 5.46128e-08, 1.53752e-07, 5.26461e-08, 4.79057e-08, 4.82273e-08, 2.93351e-05, 4.7763e-08, 1.90811e-06, 4.77618e-08, 4.77618e-08, 4.93895e-08
0.586786, 0, 5.01883e-05, 1.0227e-07, 1.41421, -5.01883e-05, 2.20631e-07, 1.0227e-07, 2.09002e-07, 9.97193e-07, 1.39255e-07, 8.0814e-07, 2.83449e-07, 3.25902e-07, 1.16606e-07, 3.24056e-07, 1.12491e-07, 1.02572e-07, 1.03284e-07, 4.51975e-05, 1.02273e-07, 2.57431e-06, 1.0227e-07, 1.0227e-07, 1.05676e-07
0.59465, 0, 7.74174e-05, 2.13268e-07, 1.41421, -7.74174e-05, 4.54555e-07, 2.13268e-07, 4.30848e-07, 2.03763e-06, 2.88663e-07, 1.65223e-06, 5.82613e-07, 6.69156e-07, 2.42493e-07, 6.65394e-07, 2.34103e-07, 2.13882e-07, 2.15417e-07, 6.89993e-05, 2.13273e-07, 3.49659e-06, 2.13268e-07, 2.13268e-07, 2.20211e-07
0.602514, 0, 0.000118964, 4.33255e-07, 1.41421, -0.000118964, 9.12582e-07, 4.33255e-07, 8.65488e-07, 4.05742e-06, 5.83032e-07, 3.29182e-06, 1.16697e-06, 1.3389e-06, 4.91311e-07, 1.33142e-06, 4.74645e-07, 4.34475e-07, 4.37699e-07, 0.000104393, 4.33265e-07, 4.80345e-06, 4.33255e-07, 4.33255e-07, 4.47049e-07
0.610379, 0, 0.000182189, 8.57668e-07, 1.41421, -0.000182189, 1.7858e-06, 8.57668e-07, 1.69461e-06, 7.87521e-06, 1.14768e-06, 6.39275e-06, 2.27838e-06, 2.61128e-06, 9.70083e-07, 2.59681e-06, 9.37813e-07, 8.60029e-07, 8.66625e-07, 0.00015659, 8.57688e-07, 6.70529e-06, 8.57668e-07, 8.57668e-07, 8.84377e-07
0.618243, 0, 0.000278188, 1.65483e-06, 1.41421, -0.000278188, 3.40695e-06, 1.65483e-06, 3.23481e-06, 1.49026e-05, 2.20232e-06, 1.2104e-05, 4.33686e-06, 4.9653e-06, 1.86704e-06, 4.93798e-06, 1.80612e-06, 1.65928e-06, 1.67244e-06, 0.000233007, 1.65486e-06, 9.54769e-06, 1.65483e-06, 1.65483e-06, 1.70525e-06
0.626107, 0, 0.000423616, 3.11269e-06, 1.41421, -0.000423616, 6.33818e-06, 3.11269e-06, 6.02128e-06, 2.75005e-05, 4.12057e-06, 2.23486e-05, 8.05005e-06, 9.20694e-06, 3.50336e-06, 9.15665e-06, 3.39121e-06, 3.12089e-06, 3.14649e-06, 0.000344188, 3.11275e-06, 1.38947e-05, 3.11269e-06, 3.11269e-06, 3.2055e-06
0.633971, 0.993216, 0.000643354, 5.70904e-06, 1.73009, 0.992572, 1.15007e-05, 5.70904e-06, 1.09316e-05, 4.94994e-05, 7.51877e-06, 4.02487e-05, 1.45745e-05, 1.66518e-05, 6.41052e-06, 1.65615e-05, 6.20914e-06, 5.72377e-06, 5.77237e-06, 0.000505148, 5.70916e-06, 2.06537e-05, 5.70904e-06, 5.70904e-06, 5.8757e-06
0.641835, 0.00678423, 0.000974271, 1.02125e-05, 1.41661, 0.00580996, 2.03583e-05, 1.02125e-05, 1.93614e-05, 8.6924e-05, 1.33828e-05, 7.07187e-05, 2.57429e-05, 2.93819e-05, 1.14414e-05, 2.92237e-05, 1.10886e-05, 1.02383e-05, 1.03284e-05, 0.000737292, 1.02127e-05, 3.12592e-05, 1.02125e-05, 1.02125e-05, 1.05045e-05
0.649699, 0, 0.0014704, 1.78214e-05, 1.41421, -0.0014704, 3.51652e-05, 1.78214e-05, 3.34612e-05, 0.000148957, 2.32409e-05, 0.000121255, 4.43701e-05, 5.05908e-05, 1.99221e-05, 5.03204e-05, 1.9319e-05, 1.78655e-05, 1.80285e-05, 0.00107117, 1.78217e-05, 4.79155e-05, 1.78214e-05, 1.78214e-05, 1.83205e-05
0.657563, 0, 0.00220989, 3.0345e-05, 1.41421, -0.00220989, 5.92844e-05, 3.0345e-05, 5.64411e-05, 0.000249155, 3.93878e-05, 0.000202931, 7.46435e-05, 8.50232e-05, 3.38501e-05, 8.4572e-05, 3.28439e-05, 3.04186e-05, 3.07065e-05, 0.00155034, 3.03456e-05, 7.39377e-05, 3.0345e-05, 3.0345e-05, 3.11778e-05
0.665428, 0, 0.00330385, 5.04282e-05, 1.41421, -0.00330385, 9.75728e-05, 5.04282e-05, 9.29409e-05, 0.000406887, 6.51596e-05, 0.000331585, 0.000122594, 0.000139503, 5.61384e-05, 0.000138768, 5.44992e-05, 5.05482e-05, 5.10452e-05, 0.00223665, 5.04292e-05, 0.000114164, 5.04282e-05, 5.04282e-05, 5.17849e-05
0.673292, 0, 0.00490736, 8.18107e-05, 1.41421, -0.00490736, 0.000156815, 8.18107e-05, 0.000149446, 0.000648915, 0.000105247, 0.000529114, 0.000196622, 0.000223524, 9.08952e-05, 0.000222354, 8.82873e-05, 8.20015e-05, 8.284e-05, 0.00321722, 8.18123e-05, 0.000175451, 8.18107e-05, 8.18107e-05, 8.39691e-05
0.681156, 0, 0.00723209, 0.000129601, 1.41421, -0.00723209, 0.000246168, 0.000129601, 0.000234715, 0.00101096, 0.000166025, 0.00082477, 0.000308033, 0.000349842, 0.00014372, 0.000348025, 0.000139667, 0.000129898, 0.000131281, 0.00461323, 0.000129604, 0.000267223, 0.000129601, 0.000129601, 0.000132956
