   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_719.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0254288, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0175359, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00964298, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00175009, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0061428, 0, 1.87148e-14, 0, 1.41421, -1.87148e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.44209e-17, 0, 1.29114e-15, 0, 1.73392e-14, 0, 0, 0
0.0140357, 0, 2.92858e-14, 0, 1.41421, -2.92858e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.34341e-16, 0, 2.07801e-15, 0, 2.70734e-14, 0, 0, 0
0.0219286, 0, 4.56195e-14, 0, 1.41421, -4.56195e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.12822e-16, 0, 3.33035e-15, 0, 4.20763e-14, 0, 0, 0
0.0298215, 0, 7.07431e-14, 0, 1.41421, -7.07431e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.35659e-16, 0, 5.31515e-15, 0, 6.50923e-14, 0, 0, 0
0.0377144, 0, 1.09213e-13, 0, 1.41421, -1.09213e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.27081e-16, 0, 8.44782e-15, 0, 1.00238e-13, 0, 0, 0
0.0456073, 0, 1.67858e-13, 0, 1.41421, -1.67858e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.24095e-16, 0, 1.33719e-14, 0, 1.53662e-13, 0, 0, 0
0.0535001, 0, 2.5686e-13, 0, 1.41421, -2.5686e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.28298e-15, 0, 2.10802e-14, 0, 2.34497e-13, 0, 0, 0
0.061393, 0, 3.91342e-13, 0, 1.41421, -3.91342e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.98897e-15, 0, 3.31001e-14, 0, 3.56253e-13, 0, 0, 0
0.0692859, 0, 5.93657e-13, 0, 1.41421, -5.93657e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.07064e-15, 0, 5.17684e-14, 0, 5.38818e-13, 0, 0, 0
0.0771788, 0, 8.96701e-13, 0, 1.41421, -8.96701e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.72114e-15, 0, 8.06474e-14, 0, 8.11332e-13, 0, 0, 0
0.0850717, 0, 1.34867e-12, 0, 1.41421, -1.34867e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.2295e-15, 0, 1.25148e-13, 0, 1.21629e-12, 0, 0, 0
0.0929646, 0, 2.01986e-12, 0, 1.41421, -2.01986e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.10266e-14, 0, 1.93456e-13, 0, 1.81538e-12, 0, 0, 0
0.100857, 0, 3.01239e-12, 0, 1.41421, -3.01239e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.67537e-14, 0, 2.97908e-13, 0, 2.69773e-12, 0, 0, 0
