   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_683.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.00340114, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00446202, 0, 1.37378e-21, 0, 1.41421, -1.37378e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.98071e-27, 0, 1.7884e-22, 0, 1.19493e-21, 0, 0, 0
0.0123252, 0, 3.16983e-21, 0, 1.41421, -3.16983e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.85478e-26, 0, 4.20462e-22, 0, 2.74935e-21, 0, 0, 0
0.0201883, 0, 7.20073e-21, 0, 1.41421, -7.20073e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.24495e-26, 0, 9.72626e-22, 0, 6.22806e-21, 0, 0, 0
0.0280515, 0, 1.6118e-20, 0, 1.41421, -1.6118e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.57534e-26, 0, 2.21587e-21, 0, 1.39021e-20, 0, 0, 0
0.0359147, 0, 3.5577e-20, 0, 1.41421, -3.5577e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.13041e-25, 0, 4.9761e-21, 0, 3.06007e-20, 0, 0, 0
0.0437778, 0, 7.74876e-20, 0, 1.41421, -7.74876e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.67823e-25, 0, 1.10231e-20, 0, 6.64641e-20, 0, 0, 0
0.051641, 0, 1.6663e-19, 0, 1.41421, -1.6663e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.01452e-24, 0, 2.41027e-20, 0, 1.42526e-19, 0, 0, 0
0.0595041, 0, 3.53961e-19, 0, 1.41421, -3.53961e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.17382e-24, 0, 5.20511e-20, 0, 3.01907e-19, 0, 0, 0
0.0673673, 0, 7.43078e-19, 0, 1.41421, -7.43078e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.60434e-24, 0, 1.11075e-19, 0, 6.31999e-19, 0, 0, 0
0.0752304, 0, 1.5423e-18, 0, 1.41421, -1.5423e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.6442e-24, 0, 2.34328e-19, 0, 1.30796e-18, 0, 0, 0
0.0830936, 0, 3.16603e-18, 0, 1.41421, -3.16603e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9984e-23, 0, 4.88918e-19, 0, 2.6771e-18, 0, 0, 0
0.0909568, 0, 6.43012e-18, 0, 1.41421, -6.43012e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.09784e-23, 0, 1.00928e-18, 0, 5.4208e-18, 0, 0, 0
0.0988199, 0, 1.29243e-17, 0, 1.41421, -1.29243e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.31792e-23, 0, 2.06205e-18, 0, 1.08622e-17, 0, 0, 0
0.106683, 0, 2.57157e-17, 0, 1.41421, -2.57157e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.67178e-22, 0, 4.17091e-18, 0, 2.15446e-17, 0, 0, 0
0.114546, 0, 5.06638e-17, 0, 1.41421, -5.06638e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.32777e-22, 0, 8.35475e-18, 0, 4.23087e-17, 0, 0, 0
0.122409, 0, 9.88558e-17, 0, 1.41421, -9.88558e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.56199e-22, 0, 1.65775e-17, 0, 8.22777e-17, 0, 0, 0
0.130273, 0, 1.91074e-16, 0, 1.41421, -1.91074e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.28208e-21, 0, 3.25906e-17, 0, 1.58482e-16, 0, 0, 0
0.138136, 0, 3.65913e-16, 0, 1.41421, -3.65913e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.48241e-21, 0, 6.34967e-17, 0, 3.02414e-16, 0, 0, 0
0.145999, 0, 6.94396e-16, 0, 1.41421, -6.94396e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.76415e-21, 0, 1.22627e-16, 0, 5.71764e-16, 0, 0, 0
0.153862, 0, 1.30605e-15, 0, 1.41421, -1.30605e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.06403e-21, 0, 2.34794e-16, 0, 1.07125e-15, 0, 0, 0
0.161725, 0, 2.43501e-15, 0, 1.41421, -2.43501e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.7098e-20, 0, 4.4579e-16, 0, 1.98921e-15, 0, 0, 0
0.169588, 0, 4.50083e-15, 0, 1.41421, -4.50083e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.1983e-20, 0, 8.39444e-16, 0, 3.66136e-15, 0, 0, 0
0.177452, 0, 8.24884e-15, 0, 1.41421, -8.24884e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.9333e-20, 0, 1.568e-15, 0, 6.68078e-15, 0, 0, 0
0.185315, 0, 1.49918e-14, 0, 1.41421, -1.49918e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.09177e-19, 0, 2.90575e-15, 0, 1.2086e-14, 0, 0, 0
0.193178, 0, 2.70227e-14, 0, 1.41421, -2.70227e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.99289e-19, 0, 5.34314e-15, 0, 2.16794e-14, 0, 0, 0
0.201041, 0, 4.83132e-14, 0, 1.41421, -4.83132e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.60925e-19, 0, 9.75047e-15, 0, 3.85623e-14, 0, 0, 0
0.208904, 0, 8.56862e-14, 0, 1.41421, -8.56862e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.48595e-19, 0, 1.76605e-14, 0, 6.80251e-14, 0, 0, 0
0.216767, 0, 1.51121e-13, 0, 1.41421, -1.51121e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.16046e-18, 0, 3.1881e-14, 0, 1.19239e-13, 0, 0, 0
0.22463, 0, 2.63753e-13, 0, 1.41421, -2.63753e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.0533e-18, 0, 5.68872e-14, 0, 2.06864e-13, 0, 0, 0
0.232494, 0, 4.56803e-13, 0, 1.41421, -4.56803e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.60647e-18, 0, 1.008e-13, 0, 3.56e-13, 0, 0, 0
0.240357, 0, 7.85156e-13, 0, 1.41421, -7.85156e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.28887e-18, 0, 1.77381e-13, 0, 6.07768e-13, 0, 0, 0
0.24822, 0, 1.33943e-12, 0, 1.41421, -1.33943e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0889e-17, 0, 3.10043e-13, 0, 1.02938e-12, 0, 0, 0
