   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_614.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.00333828, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00452597, 0, 3.07168e-18, 0, 1.41421, -3.07168e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.63971e-20, 0, 0, 4.87131e-22, 0, 0, 3.05479e-18, 0, 0, 0
0.0123902, 0, 5.8296e-18, 0, 1.41421, -5.8296e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.11192e-20, 0, 0, 9.381e-22, 0, 0, 5.79754e-18, 0, 0, 0
0.0202545, 0, 1.09698e-17, 0, 1.41421, -1.09698e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.8558e-20, 0, 0, 1.79156e-21, 0, 0, 1.09094e-17, 0, 0, 0
0.0281187, 0, 2.04711e-17, 0, 1.41421, -2.04711e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.09277e-19, 0, 0, 3.3938e-21, 0, 0, 2.03584e-17, 0, 0, 0
0.035983, 0, 3.78923e-17, 0, 1.41421, -3.78923e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.02273e-19, 0, 0, 6.37821e-21, 0, 0, 3.76837e-17, 0, 0, 0
0.0438472, 0, 6.95832e-17, 0, 1.41421, -6.95832e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.71441e-19, 0, 0, 1.18945e-20, 0, 0, 6.91999e-17, 0, 0, 0
0.0517115, 0, 1.26784e-16, 0, 1.41421, -1.26784e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.76784e-19, 0, 0, 2.20141e-20, 0, 0, 1.26086e-16, 0, 0, 0
0.0595757, 0, 2.29245e-16, 0, 1.41421, -2.29245e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.22372e-18, 0, 0, 4.04417e-20, 0, 0, 2.27981e-16, 0, 0, 0
0.06744, 0, 4.114e-16, 0, 1.41421, -4.114e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.19607e-18, 0, 0, 7.37551e-20, 0, 0, 4.0913e-16, 0, 0, 0
