   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_377.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup
-0.000995167, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00686771, 0, 7.59548e-28, 0, 1.41421, -7.59548e-28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.46871e-30, 0, 0, 0, 1.24478e-28, 0, 6.26601e-28, 0, 0
0.0147306, 0, 3.29586e-27, 0, 1.41421, -3.29586e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.58343e-29, 0, 0, 0, 6.08644e-28, 0, 2.65138e-27, 0, 0
0.0225935, 0, 1.29402e-26, 0, 1.41421, -1.29402e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.37981e-28, 0, 0, 0, 2.59295e-27, 0, 1.02093e-26, 0, 0
0.0304563, 0, 4.7154e-26, 0, 1.41421, -4.7154e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.94939e-28, 0, 0, 0, 1.00385e-26, 0, 3.66206e-26, 0, 0
0.0383192, 0, 1.62007e-25, 0, 1.41421, -1.62007e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.678e-27, 0, 0, 0, 3.61737e-26, 0, 1.24156e-25, 0, 0
0.0461821, 0, 5.30287e-25, 0, 1.41421, -5.30287e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.42927e-27, 0, 0, 0, 1.23145e-25, 0, 4.01713e-25, 0, 0
0.054045, 0, 1.66573e-24, 0, 1.41421, -1.66573e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.68793e-26, 0, 0, 0, 3.99953e-25, 0, 1.2489e-24, 0, 0
0.0619078, 0, 5.04806e-24, 0, 1.41421, -5.04806e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.06761e-26, 0, 0, 0, 1.24785e-24, 0, 3.74953e-24, 0, 0
0.0697707, 0, 1.48189e-23, 0, 1.41421, -1.48189e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.47484e-25, 0, 0, 0, 3.75909e-24, 0, 1.09124e-23, 0, 0
0.0776336, 0, 4.22714e-23, 0, 1.41421, -4.22714e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.17325e-25, 0, 0, 0, 1.09761e-23, 0, 3.0878e-23, 0, 0
0.0854965, 0, 1.17464e-22, 0, 1.41421, -1.17464e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1509e-24, 0, 0, 0, 3.11585e-23, 0, 8.5155e-23, 0, 0
0.0933593, 0, 3.18635e-22, 0, 1.41421, -3.18635e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.09948e-24, 0, 0, 0, 8.62042e-23, 0, 2.29331e-22, 0, 0
0.101222, 0, 8.45178e-22, 0, 1.41421, -8.45178e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.16477e-24, 0, 0, 0, 2.32901e-22, 0, 6.04112e-22, 0, 0
0.109085, 0, 2.19534e-21, 0, 1.41421, -2.19534e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.10671e-23, 0, 0, 0, 6.15514e-22, 0, 1.55876e-21, 0, 0
0.116948, 0, 5.591e-21, 0, 1.41421, -5.591e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.33076e-23, 0, 0, 0, 1.59346e-21, 0, 3.94424e-21, 0, 0
0.124811, 0, 1.39757e-20, 0, 1.41421, -1.39757e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.32416e-22, 0, 0, 0, 4.04582e-21, 0, 9.79747e-21, 0, 0
0.132674, 0, 3.4336e-20, 0, 1.41421, -3.4336e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.23295e-22, 0, 0, 0, 1.0092e-20, 0, 2.39207e-20, 0, 0
