   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_474.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.488249, 0, 1.4198e-06, 6.33898e-11, 1.41421, -1.4198e-06, 7.59892e-11, 6.33898e-11, 6.35366e-11, 8.25755e-11, 2.17876e-10, 6.97296e-11, 1.86216e-10, 1.46573e-10, 6.51923e-11, 9.20755e-11, 6.82844e-11, 1.88683e-10, 6.83265e-11, 6.34537e-11, 8.71109e-10, 8.351e-07, 6.33903e-11, 5.83381e-07, 6.33898e-11, 6.33898e-11, 7.23441e-11
0.496118, 0, 2.09326e-06, 2.10664e-10, 1.41421, -2.09326e-06, 2.53226e-10, 2.10664e-10, 2.1116e-10, 2.75475e-10, 7.32528e-10, 2.32081e-10, 6.25579e-10, 4.91664e-10, 2.16135e-10, 3.07567e-10, 2.27199e-10, 6.33914e-10, 2.27341e-10, 2.1088e-10, 1.47996e-09, 1.30015e-06, 2.10666e-10, 7.90107e-07, 2.10664e-10, 2.10664e-10, 2.40913e-10
0.503987, 0, 3.08367e-06, 5.4672e-10, 1.41421, -3.08367e-06, 6.58544e-10, 5.4672e-10, 5.48023e-10, 7.17e-10, 1.91783e-09, 6.02988e-10, 1.63684e-09, 1.285e-09, 5.6056e-10, 8.01316e-10, 5.90162e-10, 1.65874e-09, 5.90536e-10, 5.47287e-10, 2.53199e-09, 2.01336e-06, 5.46725e-10, 1.06379e-06, 5.4672e-10, 5.4672e-10, 6.26193e-10
0.511855, 0, 4.53756e-06, 1.30037e-09, 1.41421, -4.53756e-06, 1.56835e-09, 1.30037e-09, 1.30349e-09, 1.70843e-09, 4.58615e-09, 1.43521e-09, 3.91277e-09, 3.06961e-09, 1.33285e-09, 1.91049e-09, 1.40447e-09, 3.96526e-09, 1.40537e-09, 1.30173e-09, 4.38964e-09, 3.09955e-06, 1.30038e-09, 1.42403e-06, 1.30037e-09, 1.30037e-09, 1.49082e-09
0.519724, 0, 6.66758e-06, 2.95553e-09, 1.41421, -6.66758e-06, 3.56735e-09, 2.95553e-09, 2.96266e-09, 3.88717e-09, 1.04572e-08, 3.26338e-09, 8.91984e-09, 6.99485e-09, 3.02855e-09, 4.34848e-09, 3.19321e-09, 9.03967e-09, 3.19525e-09, 2.95863e-09, 7.73653e-09, 4.74208e-06, 2.95555e-09, 1.89585e-06, 2.95553e-09, 2.95553e-09, 3.39034e-09
0.527593, 0, 9.78721e-06, 6.51084e-09, 1.41421, -9.78721e-06, 7.86254e-09, 6.51084e-09, 6.52659e-09, 8.56914e-09, 2.30846e-08, 7.19099e-09, 1.9688e-08, 1.54351e-08, 6.67273e-09, 9.58834e-09, 7.03595e-09, 1.99528e-08, 7.04047e-09, 6.51769e-09, 1.38673e-08, 7.21363e-06, 6.51089e-09, 2.51125e-06, 6.51084e-09, 6.51084e-09, 7.47149e-09
0.535462, 0, 1.43333e-05, 1.39771e-08, 1.41421, -1.43333e-05, 1.68853e-08, 1.39771e-08, 1.4011e-08, 1.84055e-08, 4.96354e-08, 1.54404e-08, 4.23277e-08, 3.31775e-08, 1.43498e-08, 2.05983e-08, 1.51068e-08, 4.28972e-08, 1.51166e-08, 1.39918e-08, 2.5228e-08, 1.08922e-05, 1.39772e-08, 3.31156e-06, 1.39771e-08, 1.39771e-08, 1.60439e-08
0.54333, 0, 2.09456e-05, 2.93067e-08, 1.41421, -2.09456e-05, 3.54164e-08, 2.93067e-08, 2.93779e-08, 3.86102e-08, 1.0422e-07, 3.2381e-08, 8.88677e-08, 6.96442e-08, 3.0352e-08, 4.3217e-08, 3.16802e-08, 9.00643e-08, 3.17006e-08, 2.93377e-08, 4.64057e-08, 1.63286e-05, 2.93069e-08, 4.35097e-06, 2.93067e-08, 2.93067e-08, 3.36488e-08
0.551199, 0, 3.05415e-05, 6.00849e-08, 1.41421, -3.05415e-05, 7.26346e-08, 6.00849e-08, 6.02312e-08, 7.91948e-08, 2.1396e-07, 6.63997e-08, 1.82426e-07, 1.4294e-07, 6.25801e-08, 8.86573e-08, 6.49602e-08, 1.84883e-07, 6.50022e-08, 6.01486e-08, 8.5904e-08, 2.43016e-05, 6.00854e-08, 5.70228e-06, 6.00849e-08, 6.00849e-08, 6.90039e-08
0.559068, 0, 4.44383e-05, 1.20516e-07, 1.41421, -4.44383e-05, 1.45735e-07, 1.20516e-07, 1.2081e-07, 1.58918e-07, 4.29728e-07, 1.33206e-07, 3.66359e-07, 2.87013e-07, 1.26079e-07, 1.77932e-07, 1.30313e-07, 3.71298e-07, 1.30398e-07, 1.20644e-07, 1.59265e-07, 3.59045e-05, 1.20517e-07, 7.46597e-06, 1.20516e-07, 1.20516e-07, 1.38439e-07
0.566937, 0, 6.45326e-05, 2.36564e-07, 1.41421, -6.45326e-05, 2.8616e-07, 2.36564e-07, 2.37142e-07, 3.12086e-07, 8.4467e-07, 2.6152e-07, 7.20047e-07, 5.64002e-07, 2.48473e-07, 3.49481e-07, 2.55831e-07, 7.2976e-07, 2.55997e-07, 2.36816e-07, 2.94313e-07, 5.26643e-05, 2.36566e-07, 9.78522e-06, 2.36564e-07, 2.36564e-07, 2.71812e-07
0.574806, 0, 9.35605e-05, 4.54535e-07, 1.41421, -9.35605e-05, 5.50013e-07, 4.54535e-07, 4.55648e-07, 5.99924e-07, 1.62523e-06, 5.02578e-07, 1.38531e-06, 1.0849e-06, 4.79407e-07, 6.71916e-07, 4.91627e-07, 1.40401e-06, 4.91946e-07, 4.55019e-07, 5.40024e-07, 7.67025e-05, 4.54539e-07, 1.28706e-05, 4.54535e-07, 4.54535e-07, 5.22391e-07
0.582674, 0, 0.00013548, 8.55008e-07, 1.41421, -0.00013548, 1.03497e-06, 8.55008e-07, 8.57105e-07, 1.12905e-06, 3.0616e-06, 9.45562e-07, 2.60939e-06, 2.04316e-06, 9.05644e-07, 1.26474e-06, 9.2492e-07, 2.64464e-06, 9.25522e-07, 8.5592e-07, 9.8072e-07, 0.000110955, 8.55015e-07, 1.70392e-05, 8.55008e-07, 8.55008e-07, 9.82907e-07
0.590543, 0, 0.000196037, 1.5748e-06, 1.41421, -0.000196037, 1.90697e-06, 1.5748e-06, 1.57867e-06, 2.0806e-06, 5.64758e-06, 1.74194e-06, 4.81292e-06, 3.76781e-06, 1.67621e-06, 2.33106e-06, 1.70384e-06, 4.87798e-06, 1.70495e-06, 1.57649e-06, 1.75844e-06, 0.00015948, 1.57481e-06, 2.27772e-05, 1.5748e-06, 1.5748e-06, 1.81087e-06
0.598412, 0, 0.00028358, 2.84048e-06, 1.41421, -0.00028358, 3.44092e-06, 2.84048e-06, 2.84748e-06, 3.7548e-06, 1.02027e-05, 3.14261e-06, 8.69391e-06, 6.8047e-06, 3.04025e-06, 4.20754e-06, 3.07374e-06, 8.81151e-06, 3.07575e-06, 2.84353e-06, 3.10702e-06, 0.000227878, 2.84051e-06, 3.08358e-05, 2.84048e-06, 2.84048e-06, 3.26721e-06
0.606281, 0, 0.000410255, 5.01801e-06, 1.41421, -0.000410255, 6.08118e-06, 5.01801e-06, 5.0304e-06, 6.63694e-06, 1.80539e-05, 5.55298e-06, 1.53824e-05, 1.20373e-05, 5.40499e-06, 7.43858e-06, 5.43103e-06, 1.55906e-05, 5.43459e-06, 5.0234e-06, 5.40242e-06, 0.000323889, 5.01805e-06, 4.23797e-05, 5.01801e-06, 5.01801e-06, 5.7736e-06
