   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_49.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.00358, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00429671, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0121734, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0200501, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0279268, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0358035, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0436802, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.051557, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0594337, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0673104, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0751871, 0, 4.18699e-30, 0, 1.41421, -4.18699e-30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.77462e-32, 0, 0, 6.37601e-35, 1.21762e-35, 0, 4.12917e-30, 0, 0, 0
0.0830638, 0, 4.56497e-29, 0, 1.41421, -4.56497e-29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.29574e-31, 0, 0, 6.9514e-34, 1.49902e-33, 0, 4.50179e-29, 0, 0, 0
0.0909405, 0, 3.12394e-28, 0, 1.41421, -3.12394e-28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.30827e-30, 0, 0, 4.75694e-33, 1.65933e-32, 0, 3.08064e-28, 0, 0, 0
0.0988172, 0, 1.70871e-27, 0, 1.41421, -1.70871e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.35647e-29, 0, 0, 2.60188e-32, 1.15618e-31, 0, 1.68501e-27, 0, 0, 0
0.106694, 0, 8.1401e-27, 0, 1.41421, -8.1401e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.12258e-28, 0, 0, 1.24056e-31, 6.41226e-31, 0, 8.02707e-27, 0, 0, 0
0.114571, 0, 3.5196e-26, 0, 1.41421, -3.5196e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.85377e-28, 0, 0, 5.37384e-31, 3.08725e-30, 0, 3.4707e-26, 0, 0, 0
0.122447, 0, 1.41357e-25, 0, 1.41421, -1.41357e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.94939e-27, 0, 0, 2.16398e-30, 1.34603e-29, 0, 1.39392e-25, 0, 0, 0
0.130324, 0, 5.35005e-25, 0, 1.41421, -5.35005e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.37797e-27, 0, 0, 8.21663e-30, 5.44283e-29, 0, 5.27564e-25, 0, 0, 0
0.138201, 0, 1.92667e-24, 0, 1.41421, -1.92667e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.65695e-26, 0, 0, 2.96983e-29, 2.07193e-28, 0, 1.89986e-24, 0, 0, 0
0.146077, 0, 6.64707e-24, 0, 1.41421, -6.64707e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.16652e-26, 0, 0, 1.02873e-28, 7.49943e-28, 0, 6.55456e-24, 0, 0, 0
0.153954, 0, 2.20815e-23, 0, 1.41421, -2.20815e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.04509e-25, 0, 0, 3.43224e-28, 2.59918e-27, 0, 2.1774e-23, 0, 0, 0
0.161831, 0, 7.0907e-23, 0, 1.41421, -7.0907e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.7782e-25, 0, 0, 1.10725e-27, 8.67078e-27, 0, 6.99194e-23, 0, 0, 0
0.169708, 0, 2.20773e-22, 0, 1.41421, -2.20773e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.04448e-24, 0, 0, 3.46442e-27, 2.79526e-26, 0, 2.17697e-22, 0, 0, 0
0.177584, 0, 6.68152e-22, 0, 1.41421, -6.68152e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.21385e-24, 0, 0, 1.05393e-26, 8.73565e-26, 0, 6.5884e-22, 0, 0, 0
0.185461, 0, 1.96954e-21, 0, 1.41421, -1.96954e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.716e-23, 0, 0, 3.12377e-26, 2.65325e-25, 0, 1.94209e-21, 0, 0, 0
0.193338, 0, 5.66447e-21, 0, 1.41421, -5.66447e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.81127e-23, 0, 0, 9.0359e-26, 7.84832e-25, 0, 5.58548e-21, 0, 0, 0
0.201214, 0, 1.59178e-20, 0, 1.41421, -1.59178e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.19504e-22, 0, 0, 2.5546e-25, 2.26491e-24, 0, 1.56957e-20, 0, 0, 0
0.209091, 0, 4.37593e-20, 0, 1.41421, -4.37593e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.03434e-22, 0, 0, 7.06759e-25, 6.38618e-24, 0, 4.31488e-20, 0, 0, 0
0.216968, 0, 1.17811e-19, 0, 1.41421, -1.17811e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.62459e-21, 0, 0, 1.91551e-24, 1.76156e-23, 0, 1.16167e-19, 0, 0, 0
0.224845, 0, 3.10906e-19, 0, 1.41421, -3.10906e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.28731e-21, 0, 0, 5.09056e-24, 4.75874e-23, 0, 3.06566e-19, 0, 0, 0
0.232721, 0, 8.0491e-19, 0, 1.41421, -8.0491e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.10995e-20, 0, 0, 1.32761e-23, 1.26018e-22, 0, 7.93671e-19, 0, 0, 0
0.240598, 0, 2.04573e-18, 0, 1.41421, -2.04573e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.82099e-20, 0, 0, 3.40026e-23, 3.27405e-22, 0, 2.01716e-18, 0, 0, 0
0.248475, 0, 5.21131e-18, 0, 1.41421, -5.21131e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.18617e-20, 0, 0, 8.75171e-23, 8.5622e-22, 0, 5.1385e-18, 0, 0, 0
0.256351, 0, 1.27522e-17, 0, 1.41421, -1.27522e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.75846e-19, 0, 0, 2.15958e-22, 2.1387e-21, 0, 1.2574e-17, 0, 0, 0
0.264228, 0, 3.06958e-17, 0, 1.41421, -3.06958e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.23279e-19, 0, 0, 5.24423e-22, 5.25346e-21, 0, 3.02667e-17, 0, 0, 0
0.272105, 0, 7.27118e-17, 0, 1.41421, -7.27118e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.00265e-18, 0, 0, 1.25376e-21, 1.26963e-20, 0, 7.16951e-17, 0, 0, 0
0.279982, 0, 1.69558e-16, 0, 1.41421, -1.69558e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.33809e-18, 0, 0, 2.95212e-21, 3.02017e-20, 0, 1.67186e-16, 0, 0, 0
0.287858, 0, 3.89363e-16, 0, 1.41421, -3.89363e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.36902e-18, 0, 0, 6.84838e-21, 7.07407e-20, 0, 3.83916e-16, 0, 0, 0
0.295735, 0, 8.80727e-16, 0, 1.41421, -8.80727e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.21445e-17, 0, 0, 1.56572e-20, 1.63209e-19, 0, 8.68404e-16, 0, 0, 0
0.303612, 0, 1.96287e-15, 0, 1.41421, -1.96287e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.70661e-17, 0, 0, 3.52888e-20, 3.71015e-19, 0, 1.9354e-15, 0, 0, 0
0.311488, 0, 4.31132e-15, 0, 1.41421, -4.31132e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.94484e-17, 0, 0, 7.84287e-20, 8.3127e-19, 0, 4.25096e-15, 0, 0, 0
0.319365, 0, 9.33438e-15, 0, 1.41421, -9.33438e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2871e-16, 0, 0, 1.71928e-19, 1.83616e-18, 0, 9.20366e-15, 0, 0, 0
0.327242, 0, 1.99253e-14, 0, 1.41421, -1.99253e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.74743e-16, 0, 0, 3.71846e-19, 3.99954e-18, 0, 1.96462e-14, 0, 0, 0
0.335119, 0, 4.19414e-14, 0, 1.41421, -4.19414e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.7831e-16, 0, 0, 7.93654e-19, 8.59293e-18, 0, 4.13537e-14, 0, 0, 0
