   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_322.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, S_K, P_K, Si_K, Al_K, Mg_K, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup
-0.00105593, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0068067, 0, 1.66911e-20, 0, 1.41421, -1.66911e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.9479e-21, 0, 1.07432e-20, 0, 0
0.0146693, 0, 3.52281e-20, 0, 1.41421, -3.52281e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.27048e-20, 0, 2.25232e-20, 0, 0
0.0225319, 0, 7.3509e-20, 0, 1.41421, -7.3509e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.68242e-20, 0, 4.66848e-20, 0, 0
0.0303946, 0, 1.51713e-19, 0, 1.41421, -1.51713e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.60065e-20, 0, 9.57063e-20, 0, 0
0.0382572, 0, 3.09818e-19, 0, 1.41421, -3.09818e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.15691e-19, 0, 1.94128e-19, 0, 0
0.0461198, 0, 6.26245e-19, 0, 1.41421, -6.26245e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.36522e-19, 0, 3.89723e-19, 0, 0
0.0539824, 0, 1.25335e-18, 0, 1.41421, -1.25335e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.78755e-19, 0, 7.746e-19, 0, 0
0.0618451, 0, 2.4844e-18, 0, 1.41421, -2.4844e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.59759e-19, 0, 1.52464e-18, 0, 0
0.0697077, 0, 4.87865e-18, 0, 1.41421, -4.87865e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.90608e-18, 0, 2.97256e-18, 0, 0
