   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_239.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.0775574, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0693495, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0611416, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0529337, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0447258, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0365179, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.02831, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0201022, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0118943, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00368635, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00452155, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0127294, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0209373, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0291452, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0373531, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.045561, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0537689, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0619768, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0701847, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0783926, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0866005, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0948084, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.103016, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.111224, 0, 2.36349e-28, 0, 1.41421, -2.36349e-28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.67074e-31, 0, 0, 4.71487e-34, 6.71697e-34, 2.35681e-28, 0, 0
0.119432, 0, 2.63121e-27, 0, 1.41421, -2.63121e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.42608e-30, 0, 0, 5.24874e-33, 1.04511e-31, 2.62368e-27, 0, 0
0.12764, 0, 1.84314e-26, 0, 1.41421, -1.84314e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.2018e-29, 0, 0, 3.67662e-32, 1.15109e-30, 1.83782e-26, 0, 0
0.135848, 0, 1.03345e-25, 0, 1.41421, -1.03345e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.91661e-28, 0, 0, 2.06222e-31, 8.07605e-30, 1.03045e-25, 0, 0
0.144056, 0, 5.05081e-25, 0, 1.41421, -5.05081e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.42542e-27, 0, 0, 1.00936e-30, 4.5419e-29, 5.03609e-25, 0, 0
0.152264, 0, 2.24131e-24, 0, 1.41421, -2.24131e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.32528e-27, 0, 0, 4.49001e-30, 2.22635e-28, 2.23475e-24, 0, 0
0.160472, 0, 9.48442e-24, 0, 1.41421, -9.48442e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.67661e-26, 0, 0, 1.90878e-29, 1.0319e-27, 9.45661e-24, 0, 0
0.168679, 0, 3.73477e-23, 0, 1.41421, -3.73477e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.05398e-25, 0, 0, 7.54992e-29, 4.34457e-27, 3.72378e-23, 0, 0
0.176887, 0, 1.38983e-22, 0, 1.41421, -1.38983e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.92221e-25, 0, 0, 2.82212e-28, 1.70535e-26, 1.38574e-22, 0, 0
0.185095, 0, 4.93508e-22, 0, 1.41421, -4.93508e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.39271e-24, 0, 0, 1.00664e-27, 6.33284e-26, 4.92051e-22, 0, 0
0.193303, 0, 1.68303e-21, 0, 1.41421, -1.68303e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.74959e-24, 0, 0, 3.44902e-27, 2.24549e-25, 1.67806e-21, 0, 0
0.201511, 0, 5.53878e-21, 0, 1.41421, -5.53878e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.56306e-23, 0, 0, 1.14054e-26, 7.65098e-25, 5.52237e-21, 0, 0
0.209719, 0, 1.76526e-20, 0, 1.41421, -1.76526e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.9816e-23, 0, 0, 3.65332e-26, 2.51666e-24, 1.76002e-20, 0, 0
0.217927, 0, 5.46391e-20, 0, 1.41421, -5.46391e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.54192e-22, 0, 0, 1.13674e-25, 8.02e-24, 5.44768e-20, 0, 0
0.226135, 0, 1.64622e-19, 0, 1.41421, -1.64622e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.64562e-22, 0, 0, 3.44374e-25, 2.48304e-23, 1.64132e-19, 0, 0
0.234343, 0, 4.837e-19, 0, 1.41421, -4.837e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.36499e-21, 0, 0, 1.0177e-24, 7.48574e-23, 4.82259e-19, 0, 0
0.24255, 0, 1.38821e-18, 0, 1.41421, -1.38821e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.91747e-21, 0, 0, 2.93851e-24, 2.20162e-22, 1.38406e-18, 0, 0
0.250758, 0, 3.89672e-18, 0, 1.41421, -3.89672e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.09964e-20, 0, 0, 8.3011e-24, 6.3268e-22, 3.88508e-18, 0, 0
0.258966, 0, 1.07103e-17, 0, 1.41421, -1.07103e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.0224e-20, 0, 0, 2.29692e-23, 1.77883e-21, 1.06783e-17, 0, 0
0.267174, 0, 2.88525e-17, 0, 1.41421, -2.88525e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.142e-20, 0, 0, 6.23143e-23, 4.89861e-21, 2.87661e-17, 0, 0
0.275382, 0, 7.62439e-17, 0, 1.41421, -7.62439e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.15155e-19, 0, 0, 1.65894e-22, 1.32256e-20, 7.60154e-17, 0, 0
0.28359, 0, 1.97776e-16, 0, 1.41421, -1.97776e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.58106e-19, 0, 0, 4.33706e-22, 3.50363e-20, 1.97183e-16, 0, 0
0.291798, 0, 5.03909e-16, 0, 1.41421, -5.03909e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.42198e-18, 0, 0, 1.11417e-21, 9.11332e-20, 5.02395e-16, 0, 0
0.300006, 0, 1.26174e-15, 0, 1.41421, -1.26174e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.56045e-18, 0, 0, 2.81409e-21, 2.32892e-19, 1.25794e-15, 0, 0
0.308214, 0, 3.10611e-15, 0, 1.41421, -3.10611e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.76492e-18, 0, 0, 6.99136e-21, 5.85025e-19, 3.09675e-15, 0, 0
0.316422, 0, 7.52083e-15, 0, 1.41421, -7.52083e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.12223e-17, 0, 0, 1.70925e-20, 1.44522e-18, 7.49814e-15, 0, 0
0.324629, 0, 1.79167e-14, 0, 1.41421, -1.79167e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.05565e-17, 0, 0, 4.11361e-20, 3.5124e-18, 1.78626e-14, 0, 0
0.332837, 0, 4.20072e-14, 0, 1.41421, -4.20072e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.18531e-16, 0, 0, 9.749e-20, 8.40112e-18, 4.18802e-14, 0, 0
0.341045, 0, 9.69545e-14, 0, 1.41421, -9.69545e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.73569e-16, 0, 0, 2.27584e-19, 1.97817e-17, 9.66609e-14, 0, 0
0.349253, 0, 2.20335e-13, 0, 1.41421, -2.20335e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.21687e-16, 0, 0, 5.23487e-19, 4.58674e-17, 2.19667e-13, 0, 0
0.357461, 0, 4.93127e-13, 0, 1.41421, -4.93127e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.39134e-15, 0, 0, 1.1868e-18, 1.04754e-16, 4.91629e-13, 0, 0
0.365669, 0, 1.08708e-12, 0, 1.41421, -1.08708e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.06707e-15, 0, 0, 2.65263e-18, 2.35702e-16, 1.08378e-12, 0, 0
0.373877, 0, 2.36078e-12, 0, 1.41421, -2.36078e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.66046e-15, 0, 0, 5.84696e-18, 5.22601e-16, 2.3536e-12, 0, 0
0.382085, 0, 5.05127e-12, 0, 1.41421, -5.05127e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.42507e-14, 0, 0, 1.2714e-17, 1.14205e-15, 5.03586e-12, 0, 0
0.390293, 0, 1.0663e-11, 2.96094e-42, 1.41421, -1.0663e-11, 2.96094e-42, 0, 2.96094e-42, 2.96094e-42, 2.96094e-42, 2.96094e-42, 2.96094e-42, 2.96094e-42, 2.96094e-42, 3.00823e-14, 2.96094e-42, 2.96094e-42, 2.73512e-17, 2.46533e-15, 1.06304e-11, 2.96094e-42, 2.96094e-42
0.398501, 0, 2.21488e-11, 5.02548e-41, 1.41421, -2.21488e-11, 5.02548e-41, 0, 5.02548e-41, 5.02548e-41, 5.02548e-41, 5.02548e-41, 5.02548e-41, 5.02548e-41, 5.02548e-41, 6.24855e-14, 5.02548e-41, 5.02548e-41, 5.79395e-17, 5.23533e-15, 2.2081e-11, 5.02548e-41, 5.02548e-41
0.406708, 0, 4.53447e-11, 7.40631e-40, 1.41421, -4.53447e-11, 7.40631e-40, 0, 7.40631e-40, 7.40631e-40, 7.40631e-40, 7.40631e-40, 7.40631e-40, 7.40631e-40, 7.40631e-40, 1.27928e-13, 7.40631e-40, 7.40631e-40, 1.21253e-16, 1.09657e-14, 4.52057e-11, 7.40631e-40, 7.40631e-40
0.414916, 0, 9.1504e-11, 9.67973e-39, 1.41421, -9.1504e-11, 9.67973e-39, 0, 9.67973e-39, 9.67973e-39, 9.67973e-39, 9.67973e-39, 9.67973e-39, 9.67973e-39, 9.67973e-39, 2.58167e-13, 9.67973e-39, 9.67973e-39, 2.50841e-16, 2.26602e-14, 9.1223e-11, 9.67973e-39, 9.67973e-39
0.423124, 0, 1.8202e-10, 1.13209e-37, 1.41421, -1.8202e-10, 1.13209e-37, 0, 1.13209e-37, 1.13209e-37, 1.13209e-37, 1.13209e-37, 1.13209e-37, 1.13209e-37, 1.13209e-37, 5.13602e-13, 1.13209e-37, 1.13209e-37, 5.13354e-16, 4.62118e-14, 1.8146e-10, 1.13209e-37, 1.13209e-37
0.431332, 0, 3.56942e-10, 1.19252e-36, 1.41421, -3.56942e-10, 1.19252e-36, 0, 1.19252e-36, 1.19252e-36, 1.19252e-36, 1.19252e-36, 1.19252e-36, 1.19252e-36, 1.19252e-36, 1.00735e-12, 1.19252e-36, 1.19252e-36, 1.04025e-15, 9.30385e-14, 3.55841e-10, 1.19252e-36, 1.19252e-36
0.43954, 0, 6.90081e-10, 1.13829e-35, 1.41421, -6.90081e-10, 1.13829e-35, 0, 1.13829e-35, 1.13829e-35, 1.13829e-35, 1.13829e-35, 1.13829e-35, 1.13829e-35, 1.13829e-35, 1.94806e-12, 1.13829e-35, 1.13829e-35, 2.08933e-15, 1.85007e-13, 6.87946e-10, 1.13829e-35, 1.13829e-35
0.447748, 0, 1.31538e-09, 9.90365e-35, 1.41421, -1.31538e-09, 9.90365e-35, 0, 9.90365e-35, 9.90365e-35, 9.90365e-35, 9.90365e-35, 9.90365e-35, 9.90365e-35, 9.90365e-35, 3.71476e-12, 9.90365e-35, 9.90365e-35, 4.16438e-15, 3.63563e-13, 1.3113e-09, 9.90365e-35, 9.90365e-35
0.455956, 0, 2.47223e-09, 7.89704e-34, 1.41421, -2.47223e-09, 7.89704e-34, 0, 7.89704e-34, 7.89704e-34, 7.89704e-34, 7.89704e-34, 7.89704e-34, 7.89704e-34, 7.89704e-34, 6.98587e-12, 7.89704e-34, 7.89704e-34, 8.24801e-15, 7.06568e-13, 2.46453e-09, 7.89704e-34, 7.89704e-34
0.464164, 0, 4.58177e-09, 5.93816e-33, 1.41421, -4.58177e-09, 5.93816e-33, 0, 5.93816e-33, 5.93816e-33, 5.93816e-33, 5.93816e-33, 5.93816e-33, 5.93816e-33, 5.93816e-33, 1.29574e-11, 5.93816e-33, 5.93816e-33, 1.6256e-14, 1.35926e-12, 4.56743e-09, 5.93816e-33, 5.93816e-33
0.472372, 0, 8.37371e-09, 4.34233e-32, 1.41421, -8.37371e-09, 4.34233e-32, 0, 4.34233e-32, 4.34233e-32, 4.34233e-32, 4.34233e-32, 4.34233e-32, 4.34233e-32, 4.34233e-32, 2.37076e-11, 4.34233e-32, 4.34233e-32, 3.19281e-14, 2.59135e-12, 8.34738e-09, 4.34233e-32, 4.34233e-32
0.480579, 0, 1.5093e-08, 2.99677e-31, 1.41421, -1.5093e-08, 2.99677e-31, 0, 2.99677e-31, 2.99677e-31, 2.99677e-31, 2.99677e-31, 2.99677e-31, 2.99677e-31, 2.99677e-31, 4.27954e-11, 2.99677e-31, 2.99677e-31, 6.25755e-14, 4.90264e-12, 1.50453e-08, 2.99677e-31, 2.99677e-31
0.488787, 0, 2.68314e-08, 1.93374e-30, 1.41421, -2.68314e-08, 1.93374e-30, 0, 1.93374e-30, 1.93374e-30, 1.93374e-30, 1.93374e-30, 1.93374e-30, 1.93374e-30, 1.93374e-30, 7.62299e-11, 1.93374e-30, 1.93374e-30, 1.22516e-13, 9.22027e-12, 2.67459e-08, 1.93374e-30, 1.93374e-30
0.496995, 0, 4.705e-08, 1.16555e-29, 1.41421, -4.705e-08, 1.16555e-29, 0, 1.16555e-29, 1.16555e-29, 1.16555e-29, 1.16555e-29, 1.16555e-29, 1.16555e-29, 1.16555e-29, 1.34018e-10, 1.16555e-29, 1.16555e-29, 2.39811e-13, 1.72706e-11, 4.68985e-08, 1.16555e-29, 1.16555e-29
0.505203, 0, 8.13892e-08, 6.57612e-29, 1.41421, -8.13892e-08, 6.57612e-29, 0, 6.57612e-29, 6.57612e-29, 6.57612e-29, 6.57612e-29, 6.57612e-29, 6.57612e-29, 6.57612e-29, 2.32603e-10, 6.57612e-29, 6.57612e-29, 4.69425e-13, 3.2288e-11, 8.11238e-08, 6.57612e-29, 6.57612e-29
0.513411, 0, 1.38903e-07, 3.48406e-28, 1.41421, -1.38903e-07, 3.48406e-28, 0, 3.48406e-28, 3.48406e-28, 3.48406e-28, 3.48406e-28, 3.48406e-28, 3.48406e-28, 3.48406e-28, 3.9865e-10, 3.48406e-28, 3.48406e-28, 9.18737e-13, 6.03801e-11, 1.38443e-07, 3.48406e-28, 3.48406e-28
0.521619, 0, 2.33908e-07, 1.73936e-27, 1.41421, -2.33908e-07, 1.73936e-27, 0, 1.73936e-27, 1.73936e-27, 1.73936e-27, 1.73936e-27, 1.73936e-27, 1.73936e-27, 1.73936e-27, 6.7488e-10, 1.73936e-27, 1.73936e-27, 1.79653e-12, 1.13176e-10, 2.33118e-07, 1.73936e-27, 1.73936e-27
0.529827, 0, 3.88712e-07, 8.21091e-27, 1.41421, -3.88712e-07, 8.21091e-27, 0, 8.21091e-27, 8.21091e-27, 8.21091e-27, 8.21091e-27, 8.21091e-27, 8.21091e-27, 8.21091e-27, 1.12891e-09, 8.21091e-27, 8.21091e-27, 3.50594e-12, 2.12979e-10, 3.87367e-07, 8.21091e-27, 8.21091e-27
0.538035, 0, 6.37558e-07, 3.67721e-26, 1.41421, -6.37558e-07, 3.67721e-26, 0, 3.67721e-26, 3.67721e-26, 3.67721e-26, 3.67721e-26, 3.67721e-26, 3.67721e-26, 3.67721e-26, 1.86653e-09, 3.67721e-26, 3.67721e-26, 6.81811e-12, 4.02789e-10, 6.35282e-07, 3.67721e-26, 3.67721e-26
0.546243, 0, 1.03226e-06, 1.56727e-25, 1.41421, -1.03226e-06, 1.56727e-25, 0, 1.56727e-25, 1.56727e-25, 1.56727e-25, 4.37066e-13, 1.56727e-25, 1.56727e-25, 1.56727e-25, 3.05149e-09, 1.56727e-25, 1.56727e-25, 1.31921e-11, 7.65689e-10, 1.02843e-06, 1.56727e-25, 1.56727e-25
0.554451, 0, 1.6501e-06, 6.37658e-25, 1.41421, -1.6501e-06, 6.37658e-25, 0, 6.37658e-25, 6.37658e-25, 6.37658e-25, 2.17259e-12, 6.37658e-25, 6.37658e-25, 6.37658e-25, 4.93461e-09, 6.37658e-25, 6.37658e-25, 2.53535e-11, 1.46199e-09, 1.64367e-06, 6.37658e-25, 6.37658e-25
0.562658, 0, 2.60469e-06, 2.48614e-24, 1.41421, -2.60469e-06, 2.48614e-24, 0, 2.48614e-24, 2.48614e-24, 2.48614e-24, 7.79368e-12, 2.48614e-24, 2.48614e-24, 2.48614e-24, 7.89603e-09, 2.48614e-24, 2.48614e-24, 4.8323e-11, 2.79939e-09, 2.59394e-06, 2.48614e-24, 2.48614e-24
0.570866, 0, 4.06217e-06, 9.36027e-24, 1.41421, -4.06217e-06, 2.38726e-10, 0, 7.24547e-14, 8.13212e-14, 9.87799e-13, 5.48234e-11, 3.99124e-11, 6.19575e-12, 1.12601e-10, 1.25066e-08, 4.04261e-12, 1.8028e-14, 9.12127e-11, 5.36365e-09, 4.0433e-06, 9.36027e-24, 4.5198e-10
0.579074, 0, 6.27385e-06, 1.38375e-08, 1.41421, -6.27385e-06, 1.48773e-08, 1.38375e-08, 1.38378e-08, 1.38378e-08, 1.38418e-08, 1.40433e-08, 1.40113e-08, 1.38644e-08, 1.43279e-08, 3.34515e-08, 1.38551e-08, 1.38375e-08, 1.40078e-08, 2.40946e-08, 6.23988e-06, 1.38375e-08, 1.58061e-08
0.587282, 0, 9.5986e-06, 6.0023e-08, 1.41421, -9.5986e-06, 6.36298e-08, 6.0023e-08, 6.00241e-08, 6.00242e-08, 6.00379e-08, 6.06938e-08, 6.0626e-08, 6.01166e-08, 6.17243e-08, 9.04886e-08, 6.00841e-08, 6.00233e-08, 6.03373e-08, 7.95473e-08, 9.53472e-06, 6.0023e-08, 6.68519e-08
0.59549, 0, 1.45899e-05, 2.07725e-07, 1.41421, -1.45899e-05, 2.19202e-07, 2.07725e-07, 2.07729e-07, 2.07729e-07, 2.07773e-07, 2.09771e-07, 2.09644e-07, 2.08023e-07, 2.13139e-07, 2.54601e-07, 2.07919e-07, 2.07726e-07, 2.08298e-07, 2.44622e-07, 1.44624e-05, 2.07725e-07, 2.29455e-07
0.603698, 0, 2.21484e-05, 6.59934e-07, 1.41421, -2.21484e-05, 6.94511e-07, 6.59934e-07, 6.59945e-07, 6.59946e-07, 6.60077e-07, 6.65882e-07, 6.65715e-07, 6.60831e-07, 6.76243e-07, 7.31394e-07, 6.6052e-07, 6.59937e-07, 6.60965e-07, 7.29004e-07, 2.18772e-05, 6.59934e-07, 7.25399e-07
0.611906, 0, 3.38728e-05, 1.98557e-06, 1.41421, -3.38728e-05, 2.08507e-06, 1.98557e-06, 1.9856e-06, 1.9856e-06, 1.98598e-06, 2.00221e-06, 2.0022e-06, 1.98815e-06, 2.0325e-06, 2.09351e-06, 1.98725e-06, 1.98557e-06, 1.9874e-06, 2.11354e-06, 3.32622e-05, 1.98557e-06, 2.17395e-06
0.620114, 0, 5.28732e-05, 5.70688e-06, 1.41421, -5.28732e-05, 5.98111e-06, 5.70688e-06, 5.70696e-06, 5.70697e-06, 5.70801e-06, 5.75215e-06, 5.75273e-06, 5.71399e-06, 5.83623e-06, 5.86844e-06, 5.71152e-06, 5.7069e-06, 5.71008e-06, 5.94083e-06, 5.14474e-05, 5.70688e-06, 6.22609e-06
0.628322, 0, 8.56409e-05, 1.57116e-05, 1.41421, -8.56409e-05, 1.64363e-05, 1.57116e-05, 1.57118e-05, 1.57118e-05, 1.57146e-05, 1.58351e-05, 1.58327e-05, 1.57304e-05, 1.60534e-05, 1.59512e-05, 1.57238e-05, 1.57116e-05, 1.57171e-05, 1.61334e-05, 8.22559e-05, 1.57116e-05, 1.70836e-05
0.636529, 0, 0.000146179, 4.14729e-05, 1.41421, -0.000146179, 4.33099e-05, 4.14729e-05, 4.14735e-05, 4.14735e-05, 4.14805e-05, 4.17926e-05, 4.178e-05, 4.15206e-05, 4.23394e-05, 4.18253e-05, 4.1504e-05, 4.14731e-05, 4.14824e-05, 4.22225e-05, 0.000138171, 4.14729e-05, 4.49509e-05
0.644737, 0, 0.000264806, 0.000105012, 1.41421, -0.000264806, 0.00010948, 0.000105012, 0.000105013, 0.000105013, 0.00010503, 0.000105808, 0.000105759, 0.000105128, 0.000107119, 0.000105525, 0.000105088, 0.000105012, 0.000105028, 0.000106325, 0.000246171, 0.000105012, 0.000113472
0.652945, 0, 0.000505942, 0.000255137, 1.41421, -0.000505942, 0.000265568, 0.000255137, 0.00025514, 0.000255141, 0.00025518, 0.00025706, 0.000256881, 0.000255408, 0.000260057, 0.00025588, 0.000255314, 0.000255138, 0.000255164, 0.000257405, 0.000463641, 0.000255137, 0.000274886
0.661153, 0, 0.00100216, 0.000594946, 1.41421, -0.00100216, 0.000618324, 0.000594946, 0.000594953, 0.000594954, 0.000595043, 0.000599461, 0.000598854, 0.000595553, 0.000605973, 0.000596011, 0.000595342, 0.000594948, 0.00059499, 0.00059881, 0.000908981, 0.000594946, 0.000639207
