   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_451.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.00117739, 0, 1.18382e-15, 0, 1.41421, -1.18382e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.09078e-17, 0, 0, 5.65985e-18, 0, 0, 1.16725e-15, 0, 0, 0
0.00903126, 0, 1.91299e-15, 0, 1.41421, -1.91299e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.76249e-17, 0, 0, 9.31059e-18, 0, 0, 1.88605e-15, 0, 0, 0
0.0168851, 0, 3.07578e-15, 0, 1.41421, -3.07578e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.83355e-17, 0, 0, 1.52414e-17, 0, 0, 3.0322e-15, 0, 0, 0
0.024739, 0, 4.9208e-15, 0, 1.41421, -4.9208e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.53286e-17, 0, 0, 2.48298e-17, 0, 0, 4.85064e-15, 0, 0, 0
0.0325929, 0, 7.8338e-15, 0, 1.41421, -7.8338e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.21553e-17, 0, 0, 4.0258e-17, 0, 0, 7.72138e-15, 0, 0, 0
0.0404467, 0, 1.24103e-14, 0, 1.41421, -1.24103e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.14298e-16, 0, 0, 6.49664e-17, 0, 0, 1.22311e-14, 0, 0, 0
0.0483006, 0, 1.95652e-14, 0, 1.41421, -1.95652e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.80176e-16, 0, 0, 1.04352e-16, 0, 0, 1.92807e-14, 0, 0, 0
0.0561545, 0, 3.06966e-14, 0, 1.41421, -3.06966e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.82657e-16, 0, 0, 1.66847e-16, 0, 0, 3.02471e-14, 0, 0, 0
0.0640084, 0, 4.79309e-14, 0, 1.41421, -4.79309e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.41307e-16, 0, 0, 2.65556e-16, 0, 0, 4.72241e-14, 0, 0, 0
0.0718622, 0, 7.44859e-14, 0, 1.41421, -7.44859e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.85731e-16, 0, 0, 4.20767e-16, 0, 0, 7.33794e-14, 0, 0, 0
0.0797161, 0, 1.15206e-13, 0, 1.41421, -1.15206e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0605e-15, 0, 0, 6.63738e-16, 0, 0, 1.13482e-13, 0, 0, 0
0.08757, 0, 1.77352e-13, 0, 1.41421, -1.77352e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.63238e-15, 0, 0, 1.04243e-15, 0, 0, 1.74677e-13, 0, 0, 0
0.0954238, 0, 2.71744e-13, 0, 1.41421, -2.71744e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.50092e-15, 0, 0, 1.6301e-15, 0, 0, 2.67613e-13, 0, 0, 0
0.103278, 0, 4.14438e-13, 0, 1.41421, -4.14438e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.81376e-15, 0, 0, 2.53821e-15, 0, 0, 4.08086e-13, 0, 0, 0
0.111132, 0, 6.29137e-13, 0, 1.41421, -6.29137e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.78884e-15, 0, 0, 3.93563e-15, 0, 0, 6.19412e-13, 0, 0, 0
0.118985, 0, 9.50657e-13, 0, 1.41421, -9.50657e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.74628e-15, 0, 0, 6.07754e-15, 0, 0, 9.35833e-13, 0, 0, 0
0.126839, 0, 1.4299e-12, 0, 1.41421, -1.4299e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.3154e-14, 0, 0, 9.34742e-15, 0, 0, 1.4074e-12, 0, 0, 0
0.134693, 0, 2.1409e-12, 0, 1.41421, -2.1409e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.96926e-14, 0, 0, 1.432e-14, 0, 0, 2.10688e-12, 0, 0, 0
0.142547, 0, 3.19082e-12, 0, 1.41421, -3.19082e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.9347e-14, 0, 0, 2.18538e-14, 0, 0, 3.13961e-12, 0, 0, 0
0.150401, 0, 4.73403e-12, 0, 1.41421, -4.73403e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.35362e-14, 0, 0, 3.3227e-14, 0, 0, 4.65727e-12, 0, 0, 0
0.158255, 0, 6.99183e-12, 0, 1.41421, -6.99183e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.42939e-14, 0, 0, 5.03374e-14, 0, 0, 6.8772e-12, 0, 0, 0
0.166109, 0, 1.02798e-11, 0, 1.41421, -1.02798e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.45209e-14, 0, 0, 7.59948e-14, 0, 0, 1.01093e-11, 0, 0, 0
0.173963, 0, 1.50462e-11, 0, 1.41421, -1.50462e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.38335e-13, 0, 0, 1.1435e-13, 0, 0, 1.47935e-11, 0, 0, 0
0.181816, 0, 2.19236e-11, 0, 1.41421, -2.19236e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.01553e-13, 0, 0, 1.71524e-13, 0, 0, 2.15506e-11, 0, 0, 0
