   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_72.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
12.3745, 3.29492, 2.50857, 2.50857, 2.30107, 0.786346, 0, 2.50857, 2.50857, 2.50857, 2.50857, 2.50857, 2.50857, 2.50857, 2.50857, 2.50857, 2.50857, 2.50857, 2.50857, 2.50857, 2.50857, 2.50857, 2.50857, 2.50857, 2.50857, 2.50857, 2.50857, 2.50857
12.3822, 0.705081, 2.50166, 2.50166, 1.64471, -1.79658, 0, 2.50166, 2.50166, 2.50166, 2.50166, 2.50166, 2.50166, 2.50166, 2.50166, 2.50166, 2.50166, 2.50166, 2.50166, 2.50166, 2.50166, 2.50166, 2.50166, 2.50166, 2.50166, 2.50166, 2.50166, 2.50166
12.3898, 4, 2.49476, 2.49476, 2.44949, 1.50524, 0, 2.49476, 2.49476, 2.49476, 2.49476, 2.49476, 2.49476, 2.49476, 2.49476, 2.49476, 2.49476, 2.49476, 2.49476, 2.49476, 2.49476, 2.49476, 2.49476, 2.49476, 2.49476, 2.49476, 2.49476, 2.49476
12.3974, 5.57546, 2.49457, 2.49457, 2.75236, 3.08089, 0, 2.49457, 2.49457, 2.49457, 2.49457, 2.49457, 2.49457, 2.49457, 2.49457, 2.49457, 2.49457, 2.49457, 2.49457, 2.49457, 2.49457, 2.49457, 2.49457, 2.49457, 2.49457, 2.49457, 2.49457, 2.49457
12.4051, 3.56654, 2.49155, 2.49155, 2.35935, 1.07499, 0, 2.49155, 2.49155, 2.49155, 2.49155, 2.49155, 2.49155, 2.49155, 2.49155, 2.49155, 2.49155, 2.49155, 2.49155, 2.49155, 2.49155, 2.49155, 2.49155, 2.49155, 2.49155, 2.49155, 2.49155, 2.49155
12.4127, 4.27293, 2.48608, 2.48607, 2.50458, 1.78686, 0, 2.48607, 2.48607, 2.48607, 2.48607, 2.48607, 2.48607, 2.48607, 2.48607, 2.48607, 2.48607, 2.48607, 2.48607, 2.48607, 2.48607, 2.48607, 2.48607, 2.48607, 2.48607, 2.48607, 2.48607, 2.48607
12.4203, 6.86548, 2.47938, 2.47937, 2.9775, 4.3861, 0, 2.47938, 2.47937, 2.47937, 2.47937, 2.47937, 2.47937, 2.47937, 2.47937, 2.47937, 2.47937, 2.47937, 2.47937, 2.47937, 2.47937, 2.47937, 2.47937, 2.47937, 2.47937, 2.47937, 2.47937, 2.47937
12.428, 1.27596, 2.47269, 2.47269, 1.80996, -1.19673, 0, 2.47269, 2.47269, 2.47269, 2.47269, 2.47269, 2.47269, 2.47269, 2.47269, 2.47269, 2.47269, 2.47269, 2.47269, 2.47269, 2.47269, 2.47269, 2.47269, 2.47269, 2.47269, 2.47269, 2.47269, 2.47269
12.4356, 5.27076, 2.47222, 2.47221, 2.69643, 2.79854, 0, 2.47221, 2.47221, 2.47221, 2.47221, 2.47221, 2.47221, 2.47221, 2.47221, 2.47221, 2.47221, 2.47221, 2.47221, 2.47221, 2.47221, 2.47221, 2.47221, 2.47221, 2.47221, 2.47221, 2.47221, 2.47221
12.4432, 2.71933, 2.46911, 2.46911, 2.1724, 0.250219, 0, 2.46911, 2.46911, 2.46911, 2.46911, 2.46911, 2.46911, 2.46911, 2.46911, 2.46911, 2.46911, 2.46911, 2.46911, 2.46911, 2.46911, 2.46911, 2.46911, 2.46911, 2.46911, 2.46911, 2.46911, 2.46911
12.4509, 2.45353, 2.46373, 2.46373, 2.11034, -0.0102, 0, 2.46373, 2.46373, 2.46373, 2.46373, 2.46373, 2.46373, 2.46373, 2.46373, 2.46373, 2.46373, 2.46373, 2.46373, 2.46373, 2.46373, 2.46373, 2.46373, 2.46373, 2.46373, 2.46373, 2.46373, 2.46373
12.4585, 3.07361, 2.45722, 2.45722, 2.25247, 0.616386, 0, 2.45722, 2.45722, 2.45722, 2.45722, 2.45722, 2.45722, 2.45722, 2.45722, 2.45722, 2.45722, 2.45722, 2.45722, 2.45722, 2.45722, 2.45722, 2.45722, 2.45722, 2.45722, 2.45722, 2.45722, 2.45722
12.4661, 3.99009, 2.45072, 2.45071, 2.44747, 1.53937, 0, 2.45072, 2.45071, 2.45071, 2.45071, 2.45071, 2.45071, 2.45071, 2.45071, 2.45071, 2.45071, 2.45071, 2.45071, 2.45071, 2.45071, 2.45071, 2.45071, 2.45071, 2.45071, 2.45071, 2.45071, 2.45071
12.4737, 4.2, 2.4497, 2.4497, 2.48998, 1.7503, 0, 2.4497, 2.4497, 2.4497, 2.4497, 2.4497, 2.4497, 2.4497, 2.4497, 2.4497, 2.4497, 2.4497, 2.4497, 2.4497, 2.4497, 2.4497, 2.4497, 2.4497, 2.4497, 2.4497, 2.4497, 2.4497
12.4814, 3.73631, 2.44622, 2.44621, 2.39506, 1.29009, 0, 2.44622, 2.44621, 2.44621, 2.44621, 2.44621, 2.44621, 2.44621, 2.44621, 2.44621, 2.44621, 2.44621, 2.44621, 2.44621, 2.44621, 2.44621, 2.44621, 2.44621, 2.44621, 2.44621, 2.44621, 2.44621
12.489, 4.51747, 2.4406, 2.4406, 2.55293, 2.07687, 0, 2.4406, 2.4406, 2.4406, 2.4406, 2.4406, 2.4406, 2.4406, 2.4406, 2.4406, 2.4406, 2.4406, 2.4406, 2.4406, 2.4406, 2.4406, 2.4406, 2.4406, 2.4406, 2.4406, 2.4406, 2.4406
12.4966, 3.73903, 2.43392, 2.43392, 2.39563, 1.30511, 0, 2.43392, 2.43392, 2.43392, 2.43392, 2.43392, 2.43392, 2.43392, 2.43392, 2.43392, 2.43392, 2.43392, 2.43392, 2.43392, 2.43392, 2.43392, 2.43392, 2.43392, 2.43392, 2.43392, 2.43392, 2.43392
12.5043, 1.7596, 2.42725, 2.42725, 1.93897, -0.667651, 0, 2.42725, 2.42725, 2.42725, 2.42725, 2.42725, 2.42725, 2.42725, 2.42725, 2.42725, 2.42725, 2.42725, 2.42725, 2.42725, 2.42725, 2.42725, 2.42725, 2.42725, 2.42725, 2.42725, 2.42725, 2.42725
12.5119, 8.24148, 2.42608, 2.42608, 3.20023, 5.8154, 0, 2.42608, 2.42608, 2.42608, 2.42608, 2.42608, 2.42608, 2.42608, 2.42608, 2.42608, 2.42608, 2.42608, 2.42608, 2.42608, 2.42608, 2.42608, 2.42608, 2.42608, 2.42608, 2.42608, 2.42608, 2.42608
12.5195, 6.49, 2.42256, 2.42256, 2.91376, 4.06743, 0, 2.42256, 2.42256, 2.42256, 2.42256, 2.42256, 2.42256, 2.42256, 2.42256, 2.42256, 2.42256, 2.42256, 2.42256, 2.42256, 2.42256, 2.42256, 2.42256, 2.42256, 2.42256, 2.42256, 2.42256, 2.42256
12.5272, 4.25242, 2.41702, 2.41701, 2.50048, 1.8354, 0, 2.41701, 2.41701, 2.41701, 2.41701, 2.41701, 2.41701, 2.41701, 2.41701, 2.41701, 2.41701, 2.41701, 2.41701, 2.41701, 2.41701, 2.41701, 2.41701, 2.41701, 2.41701, 2.41701, 2.41701, 2.41701
12.5348, 3.48872, 2.41046, 2.41045, 2.3428, 1.07827, 0, 2.41046, 2.41045, 2.41045, 2.41045, 2.41045, 2.41045, 2.41045, 2.41045, 2.41045, 2.41045, 2.41045, 2.41045, 2.41045, 2.41045, 2.41045, 2.41045, 2.41045, 2.41045, 2.41045, 2.41045, 2.41045
12.5424, 5.51128, 2.40391, 2.4039, 2.74067, 3.10737, 0, 2.40391, 2.4039, 2.4039, 2.4039, 2.4039, 2.4039, 2.4039, 2.4039, 2.4039, 2.4039, 2.4039, 2.4039, 2.4039, 2.4039, 2.4039, 2.4039, 2.4039, 2.4039, 2.4039, 2.4039, 2.4039
12.5501, 0.958116, 2.40214, 2.40213, 1.71992, -1.44402, 0, 2.40213, 2.40213, 2.40213, 2.40213, 2.40213, 2.40213, 2.40213, 2.40213, 2.40213, 2.40213, 2.40213, 2.40213, 2.40213, 2.40213, 2.40213, 2.40213, 2.40213, 2.40213, 2.40213, 2.40213, 2.40213
12.5577, 3.04188, 2.39816, 2.39816, 2.24541, 0.643723, 0, 2.39816, 2.39816, 2.39816, 2.39816, 2.39816, 2.39816, 2.39816, 2.39816, 2.39816, 2.39816, 2.39816, 2.39816, 2.39816, 2.39816, 2.39816, 2.39816, 2.39816, 2.39816, 2.39816, 2.39816, 2.39816
12.5653, 0.704089, 2.39229, 2.39228, 1.64441, -1.6882, 0, 2.39229, 2.39228, 2.39228, 2.39228, 2.39228, 2.39228, 2.39228, 2.39228, 2.39228, 2.39228, 2.39228, 2.39228, 2.39228, 2.39228, 2.39228, 2.39228, 2.39228, 2.39228, 2.39228, 2.39228, 2.39228
12.573, 2.29591, 2.38547, 2.38547, 2.07266, -0.0895627, 0, 2.38547, 2.38547, 2.38547, 2.38547, 2.38547, 2.38547, 2.38547, 2.38547, 2.38547, 2.38547, 2.38547, 2.38547, 2.38547, 2.38547, 2.38547, 2.38547, 2.38547, 2.38547, 2.38547, 2.38547, 2.38547
12.5806, 1.22986, 2.37867, 2.37866, 1.79718, -1.14881, 0, 2.37867, 2.37866, 2.37866, 2.37866, 2.37866, 2.37866, 2.37866, 2.37866, 2.37866, 2.37866, 2.37866, 2.37866, 2.37866, 2.37866, 2.37866, 2.37866, 2.37867, 2.37866, 2.37866, 2.37866, 2.37866
12.5882, 1.45266, 2.37678, 2.37678, 1.85813, -0.924117, 0, 2.37678, 2.37678, 2.37678, 2.37678, 2.37678, 2.37678, 2.37678, 2.37678, 2.37678, 2.37678, 2.37678, 2.37678, 2.37678, 2.37678, 2.37678, 2.37678, 2.37678, 2.37678, 2.37678, 2.37678, 2.37678
12.5959, 5.2176, 2.37279, 2.37279, 2.68656, 2.84481, 0, 2.37279, 2.37279, 2.37279, 2.37279, 2.37279, 2.37279, 2.37279, 2.37279, 2.37279, 2.37279, 2.37279, 2.37279, 2.37279, 2.37279, 2.37279, 2.37279, 2.37279, 2.37279, 2.37279, 2.37279, 2.37279
12.6035, 4.21326, 2.36698, 2.36698, 2.49264, 1.84628, 0, 2.36698, 2.36698, 2.36698, 2.36698, 2.36698, 2.36698, 2.36698, 2.36698, 2.36698, 2.36698, 2.36698, 2.36698, 2.36698, 2.36698, 2.36698, 2.36698, 2.36698, 2.36698, 2.36698, 2.36698, 2.36698
12.6111, 5.54758, 2.36027, 2.36026, 2.74729, 3.18732, 0, 2.36027, 2.36026, 2.36026, 2.36026, 2.36026, 2.36026, 2.36026, 2.36026, 2.36026, 2.36026, 2.36026, 2.36026, 2.36026, 2.36026, 2.36026, 2.36026, 2.36026, 2.36026, 2.36026, 2.36026, 2.36026
12.6187, 4.55685, 2.35356, 2.35356, 2.56063, 2.20329, 0, 2.35356, 2.35356, 2.35356, 2.35356, 2.35356, 2.35356, 2.35356, 2.35356, 2.35356, 2.35356, 2.35356, 2.35356, 2.35356, 2.35356, 2.35356, 2.35356, 2.35356, 2.35356, 2.35356, 2.35356, 2.35356
12.6264, 2.42828, 2.35104, 2.35103, 2.10435, 0.0772409, 0, 2.35104, 2.35103, 2.35103, 2.35103, 2.35103, 2.35103, 2.35103, 2.35103, 2.35103, 2.35103, 2.35103, 2.35103, 2.35103, 2.35103, 2.35103, 2.35103, 2.35104, 2.35103, 2.35103, 2.35103, 2.35103
12.634, 7.41896, 2.34653, 2.34653, 3.06903, 5.07242, 0, 2.34653, 2.34653, 2.34653, 2.34653, 2.34653, 2.34653, 2.34653, 2.34653, 2.34653, 2.34653, 2.34653, 2.34653, 2.34653, 2.34653, 2.34653, 2.34653, 2.34653, 2.34653, 2.34653, 2.34653, 2.34653
12.6416, 6.35601, 2.34033, 2.34032, 2.89068, 4.01568, 0, 2.34033, 2.34032, 2.34032, 2.34032, 2.34032, 2.34032, 2.34032, 2.34032, 2.34032, 2.34032, 2.34032, 2.34032, 2.34032, 2.34032, 2.34032, 2.34032, 2.34033, 2.34032, 2.34032, 2.34032, 2.34032
12.6493, 1.99554, 2.33328, 2.33328, 1.99888, -0.337744, 0, 2.33328, 2.33328, 2.33328, 2.33328, 2.33328, 2.33328, 2.33328, 2.33328, 2.33328, 2.33328, 2.33328, 2.33328, 2.33328, 2.33328, 2.33328, 2.33328, 2.33328, 2.33328, 2.33328, 2.33328, 2.33328
12.6569, 4.99504, 2.32625, 2.32624, 2.64481, 2.6688, 0, 2.32625, 2.32624, 2.32624, 2.32624, 2.32624, 2.32624, 2.32624, 2.32624, 2.32624, 2.32624, 2.32624, 2.32624, 2.32624, 2.32624, 2.32624, 2.32624, 2.32624, 2.32624, 2.32624, 2.32624, 2.32624
12.6645, 3.19831, 2.32365, 2.32364, 2.27998, 0.874664, 0, 2.32365, 2.32364, 2.32364, 2.32364, 2.32364, 2.32364, 2.32364, 2.32364, 2.32364, 2.32364, 2.32364, 2.32364, 2.32364, 2.32364, 2.32364, 2.32364, 2.32365, 2.32364, 2.32364, 2.32364, 2.32364
12.6722, 6.79202, 2.31915, 2.31914, 2.96513, 4.47287, 0, 2.31915, 2.31914, 2.31914, 2.31914, 2.31914, 2.31914, 2.31914, 2.31914, 2.31914, 2.31914, 2.31914, 2.31914, 2.31914, 2.31914, 2.31914, 2.31914, 2.31914, 2.31914, 2.31914, 2.31914, 2.31914
12.6798, 1.79653, 2.313, 2.313, 1.94847, -0.516471, 0, 2.313, 2.313, 2.313, 2.313, 2.313, 2.313, 2.313, 2.313, 2.313, 2.313, 2.313, 2.313, 2.313, 2.313, 2.313, 2.313, 2.313, 2.313, 2.313, 2.313, 2.313
12.6874, 1.99752, 2.30604, 2.30603, 1.99938, -0.308518, 0, 2.30604, 2.30603, 2.30603, 2.30603, 2.30603, 2.30603, 2.30603, 2.30603, 2.30603, 2.30603, 2.30603, 2.30603, 2.30603, 2.30603, 2.30603, 2.30603, 2.30604, 2.30603, 2.30603, 2.30603, 2.30603
12.6951, 4.96679, 2.29909, 2.29908, 2.63947, 2.6677, 0, 2.29909, 2.29908, 2.29908, 2.29908, 2.29908, 2.29908, 2.29908, 2.29908, 2.29908, 2.29908, 2.29908, 2.29908, 2.29908, 2.29908, 2.29908, 2.29908, 2.29908, 2.29908, 2.29908, 2.29908, 2.29908
12.7027, 6.41115, 2.29583, 2.29583, 2.9002, 4.11532, 0, 2.29583, 2.29583, 2.29583, 2.29583, 2.29583, 2.29583, 2.29583, 2.29583, 2.29583, 2.29583, 2.29583, 2.29583, 2.29583, 2.29583, 2.29583, 2.29583, 2.29583, 2.29583, 2.29583, 2.29583, 2.29583
12.7103, 4.80372, 2.29078, 2.29077, 2.60839, 2.51294, 0, 2.29078, 2.29077, 2.29077, 2.29077, 2.29077, 2.29077, 2.29077, 2.29077, 2.29077, 2.29077, 2.29077, 2.29077, 2.29077, 2.29077, 2.29077, 2.29077, 2.29077, 2.29077, 2.29077, 2.29077, 2.29077
12.718, 4.6223, 2.28418, 2.28418, 2.57338, 2.33812, 0, 2.28418, 2.28418, 2.28418, 2.28418, 2.28418, 2.28418, 2.28418, 2.28418, 2.28418, 2.28418, 2.28418, 2.28418, 2.28418, 2.28418, 2.28418, 2.28418, 2.28418, 2.28418, 2.28418, 2.28418, 2.28418
12.7256, 1.18412, 2.27682, 2.27682, 1.78441, -1.09271, 0, 2.27682, 2.27682, 2.27682, 2.27682, 2.27682, 2.27682, 2.27682, 2.27682, 2.27682, 2.27682, 2.27682, 2.27682, 2.27682, 2.27682, 2.27682, 2.27682, 2.27682, 2.27682, 2.27682, 2.27682, 2.27682
12.7332, 3.54203, 2.26948, 2.26947, 2.35415, 1.27255, 0, 2.26947, 2.26947, 2.26947, 2.26947, 2.26947, 2.26947, 2.26947, 2.26947, 2.26947, 2.26947, 2.26947, 2.26947, 2.26947, 2.26947, 2.26947, 2.26947, 2.26947, 2.26947, 2.26947, 2.26947, 2.26947
12.7409, 5.81177, 2.2662, 2.26619, 2.79495, 3.54557, 0, 2.2662, 2.26619, 2.26619, 2.26619, 2.26619, 2.26619, 2.26619, 2.26619, 2.26619, 2.26619, 2.26619, 2.26619, 2.26619, 2.26619, 2.26619, 2.26619, 2.26619, 2.26619, 2.26619, 2.26619, 2.26619
12.7485, 2.63891, 2.26117, 2.26116, 2.15381, 0.377744, 0, 2.26116, 2.26116, 2.26116, 2.26116, 2.26116, 2.26116, 2.26116, 2.26116, 2.26116, 2.26116, 2.26116, 2.26116, 2.26116, 2.26116, 2.26116, 2.26116, 2.26116, 2.26116, 2.26116, 2.26116, 2.26116
12.7561, 4.82317, 2.25462, 2.25462, 2.61212, 2.56855, 0, 2.25462, 2.25462, 2.25462, 2.25462, 2.25462, 2.25462, 2.25462, 2.25462, 2.25462, 2.25462, 2.25462, 2.25462, 2.25462, 2.25462, 2.25462, 2.25462, 2.25462, 2.25462, 2.25462, 2.25462, 2.25462
12.7637, 2.17212, 2.24733, 2.24733, 2.04258, -0.0752132, 0, 2.24733, 2.24733, 2.24733, 2.24733, 2.24733, 2.24733, 2.24733, 2.24733, 2.24733, 2.24733, 2.24733, 2.24733, 2.24733, 2.24733, 2.24733, 2.24733, 2.24733, 2.24733, 2.24733, 2.24733, 2.24733
12.7714, 0.827881, 2.24005, 2.24005, 1.68163, -1.41217, 0, 2.24005, 2.24005, 2.24005, 2.24005, 2.24005, 2.24005, 2.24005, 2.24005, 2.24005, 2.24005, 2.24005, 2.24005, 2.24005, 2.24005, 2.24005, 2.24005, 2.24005, 2.24005, 2.24005, 2.24005, 2.24005
12.779, 3, 2.23612, 2.23611, 2.23607, 0.763882, 0, 2.23612, 2.23611, 2.23611, 2.23611, 2.23611, 2.23611, 2.23611, 2.23611, 2.23611, 2.23611, 2.23611, 2.23611, 2.23611, 2.23611, 2.23611, 2.23611, 2.23611, 2.23611, 2.23611, 2.23611, 2.23611
12.7866, 2.16481, 2.23051, 2.23051, 2.04079, -0.0657051, 0, 2.23051, 2.23051, 2.23051, 2.23051, 2.23051, 2.23051, 2.23051, 2.23051, 2.23051, 2.23051, 2.23051, 2.23051, 2.23051, 2.23051, 2.23051, 2.23051, 2.23051, 2.23051, 2.23051, 2.23051, 2.23051
12.7943, 3.99752, 2.22348, 2.22348, 2.44898, 1.77404, 0, 2.22348, 2.22348, 2.22348, 2.22348, 2.22348, 2.22348, 2.22348, 2.22348, 2.22348, 2.22348, 2.22348, 2.22348, 2.22348, 2.22348, 2.22348, 2.22348, 2.22348, 2.22348, 2.22348, 2.22348, 2.22348
12.8019, 1.99765, 2.21575, 2.21574, 1.99941, -0.218102, 0, 2.21575, 2.21574, 2.21574, 2.21574, 2.21574, 2.21574, 2.21574, 2.21574, 2.21574, 2.21574, 2.21574, 2.21574, 2.21574, 2.21574, 2.21574, 2.21574, 2.21574, 2.21574, 2.21574, 2.21574, 2.21574
12.8095, 2.99765, 2.20803, 2.20802, 2.23554, 0.78962, 0, 2.20802, 2.20802, 2.20802, 2.20802, 2.20802, 2.20802, 2.20802, 2.20802, 2.20802, 2.20802, 2.20802, 2.20802, 2.20802, 2.20802, 2.20802, 2.20802, 2.20802, 2.20802, 2.20802, 2.20802, 2.20802
12.8172, 2.84238, 2.20412, 2.20411, 2.20054, 0.638262, 0, 2.20412, 2.20411, 2.20411, 2.20411, 2.20411, 2.20411, 2.20411, 2.20411, 2.20411, 2.20411, 2.20411, 2.20411, 2.20411, 2.20411, 2.20411, 2.20411, 2.20411, 2.20411, 2.20411, 2.20411, 2.20411
12.8248, 3, 2.19855, 2.19855, 2.23607, 0.801445, 0, 2.19855, 2.19855, 2.19855, 2.19855, 2.19855, 2.19855, 2.19855, 2.19855, 2.19855, 2.19855, 2.19855, 2.19855, 2.19855, 2.19855, 2.19855, 2.19855, 2.19855, 2.19855, 2.19855, 2.19855, 2.19855
12.8324, 6.15041, 2.19157, 2.19157, 2.85489, 3.95884, 0, 2.19157, 2.19157, 2.19157, 2.19157, 2.19157, 2.19157, 2.19157, 2.19157, 2.19157, 2.19157, 2.19157, 2.19157, 2.19157, 2.19157, 2.19157, 2.19157, 2.19157, 2.19157, 2.19157, 2.19157, 2.19157
12.8401, 3.99742, 2.18389, 2.18389, 2.44896, 1.81352, 0, 2.18389, 2.18389, 2.18389, 2.18389, 2.18389, 2.18389, 2.18389, 2.18389, 2.18389, 2.18389, 2.18389, 2.18389, 2.18389, 2.18389, 2.18389, 2.18389, 2.18389, 2.18389, 2.18389, 2.18389, 2.18389
12.8477, 2.2886, 2.17623, 2.17622, 2.07089, 0.112371, 0, 2.17623, 2.17622, 2.17622, 2.17622, 2.17622, 2.17622, 2.17622, 2.17622, 2.17622, 2.17622, 2.17622, 2.17622, 2.17622, 2.17622, 2.17622, 2.17622, 2.17622, 2.17622, 2.17622, 2.17622, 2.17622
12.8553, 3.84981, 2.17169, 2.17168, 2.41864, 1.67813, 0, 2.17169, 2.17168, 2.17168, 2.17168, 2.17168, 2.17168, 2.17168, 2.17168, 2.17168, 2.17168, 2.17168, 2.17168, 2.17168, 2.17168, 2.17168, 2.17168, 2.17168, 2.17168, 2.17168, 2.17168, 2.17168
12.863, 3.99504, 2.16556, 2.16555, 2.44848, 1.82948, 0, 2.16556, 2.16555, 2.16555, 2.16555, 2.16555, 2.16555, 2.16555, 2.16555, 2.16555, 2.16555, 2.16555, 2.16555, 2.16555, 2.16555, 2.16555, 2.16555, 2.16555, 2.16555, 2.16555, 2.16555, 2.16555
12.8706, 4.99554, 2.15807, 2.15806, 2.64491, 2.83747, 0, 2.15807, 2.15806, 2.15806, 2.15806, 2.15806, 2.15806, 2.15806, 2.15806, 2.15806, 2.15806, 2.15806, 2.15806, 2.15806, 2.15806, 2.15806, 2.15806, 2.15806, 2.15806, 2.15806, 2.15806, 2.15806
12.8782, 3.85909, 2.14991, 2.1499, 2.42056, 1.70918, 0, 2.14991, 2.1499, 2.1499, 2.1499, 2.1499, 2.1499, 2.1499, 2.1499, 2.1499, 2.1499, 2.1499, 2.1499, 2.1499, 2.1499, 2.1499, 2.1499, 2.1499, 2.1499, 2.1499, 2.1499, 2.1499
12.8859, 3.13075, 2.14176, 2.14176, 2.26512, 0.988986, 0, 2.14176, 2.14176, 2.14176, 2.14176, 2.14176, 2.14176, 2.14176, 2.14176, 2.14176, 2.14176, 2.14176, 2.14176, 2.14176, 2.14176, 2.14176, 2.14176, 2.14176, 2.14176, 2.14176, 2.14176, 2.14176
12.8935, 3.73333, 2.1373, 2.1373, 2.39444, 1.59603, 0, 2.1373, 2.1373, 2.1373, 2.1373, 2.1373, 2.1373, 2.1373, 2.1373, 2.1373, 2.1373, 2.1373, 2.1373, 2.1373, 2.1373, 2.1373, 2.1373, 2.1373, 2.1373, 2.1373, 2.1373, 2.1373
12.9011, 1.12862, 2.13123, 2.13123, 1.76879, -1.00261, 0, 2.13123, 2.13123, 2.13123, 2.13123, 2.13123, 2.13123, 2.13123, 2.13123, 2.13123, 2.13123, 2.13123, 2.13123, 2.13123, 2.13123, 2.13123, 2.13123, 2.13123, 2.13123, 2.13123, 2.13123, 2.13123
12.9087, 1.12367, 2.12379, 2.12379, 1.76739, -1.00012, 0, 2.12379, 2.12379, 2.12379, 2.12379, 2.12379, 2.12379, 2.12379, 2.12379, 2.12379, 2.12379, 2.12379, 2.12379, 2.12379, 2.12379, 2.12379, 2.12379, 2.12379, 2.12379, 2.12379, 2.12379, 2.12379
12.9164, 6.87162, 2.11567, 2.11567, 2.97853, 4.75595, 0, 2.11567, 2.11567, 2.11567, 2.11567, 2.11567, 2.11567, 2.11567, 2.11567, 2.11567, 2.11567, 2.11567, 2.11567, 2.11567, 2.11567, 2.11567, 2.11567, 2.11567, 2.11567, 2.11567, 2.11567, 2.11567
12.924, 3.87608, 2.10757, 2.10756, 2.42406, 1.76851, 0, 2.10757, 2.10756, 2.10756, 2.10756, 2.10756, 2.10756, 2.10756, 2.10756, 2.10756, 2.10756, 2.10756, 2.10756, 2.10756, 2.10756, 2.10756, 2.10756, 2.10757, 2.10756, 2.10756, 2.10756, 2.10756
12.9316, 2.11896, 2.10253, 2.10252, 2.02952, 0.0164313, 0, 2.10253, 2.10252, 2.10252, 2.10252, 2.10252, 2.10252, 2.10252, 2.10252, 2.10252, 2.10252, 2.10252, 2.10252, 2.10252, 2.10252, 2.10252, 2.10252, 2.10252, 2.10252, 2.10252, 2.10252, 2.10252
12.9393, 2.99776, 2.09591, 2.09591, 2.23557, 0.901842, 0, 2.09591, 2.09591, 2.09591, 2.09591, 2.09591, 2.09591, 2.09591, 2.09591, 2.09591, 2.09591, 2.09591, 2.09591, 2.09591, 2.09591, 2.09591, 2.09591, 2.09591, 2.09591, 2.09591, 2.09591, 2.09591
12.9469, 0.997412, 2.08795, 2.08795, 1.7313, -1.09054, 0, 2.08795, 2.08795, 2.08795, 2.08795, 2.08795, 2.08795, 2.08795, 2.08795, 2.08795, 2.08795, 2.08795, 2.08795, 2.08795, 2.08795, 2.08795, 2.08795, 2.08795, 2.08795, 2.08795, 2.08795, 2.08795
12.9545, 0.997522, 2.07934, 2.07933, 1.73134, -1.08181, 0, 2.07933, 2.07933, 2.07933, 2.07933, 2.07933, 2.07933, 2.07933, 2.07933, 2.07933, 2.07933, 2.07933, 2.07933, 2.07933, 2.07933, 2.07933, 2.07933, 2.07933, 2.07933, 2.07933, 2.07933, 2.07933
12.9622, 1.99777, 2.07073, 2.07073, 1.99944, -0.0729644, 0, 2.07073, 2.07073, 2.07073, 2.07073, 2.07073, 2.07073, 2.07073, 2.07073, 2.07073, 2.07073, 2.07073, 2.07073, 2.07073, 2.07073, 2.07073, 2.07073, 2.07073, 2.07073, 2.07073, 2.07073, 2.07073
12.9698, 4.31834, 2.06581, 2.0658, 2.51363, 2.25253, 0, 2.0658, 2.0658, 2.0658, 2.0658, 2.0658, 2.0658, 2.0658, 2.0658, 2.0658, 2.0658, 2.0658, 2.0658, 2.0658, 2.0658, 2.0658, 2.0658, 2.0658, 2.0658, 2.0658, 2.0658, 2.0658
12.9774, 3.57224, 2.05927, 2.05927, 2.36056, 1.51297, 0, 2.05927, 2.05927, 2.05927, 2.05927, 2.05927, 2.05927, 2.05927, 2.05927, 2.05927, 2.05927, 2.05927, 2.05927, 2.05927, 2.05927, 2.05927, 2.05927, 2.05927, 2.05927, 2.05927, 2.05927, 2.05927
12.9851, 1.20444, 2.05137, 2.05136, 1.79009, -0.846931, 0, 2.05137, 2.05136, 2.05136, 2.05136, 2.05136, 2.05136, 2.05136, 2.05136, 2.05136, 2.05136, 2.05136, 2.05136, 2.05136, 2.05136, 2.05136, 2.05136, 2.05136, 2.05136, 2.05136, 2.05136, 2.05136
12.9927, 3.89519, 2.04279, 2.04278, 2.428, 1.85241, 0, 2.04278, 2.04278, 2.04278, 2.04278, 2.04278, 2.04278, 2.04278, 2.04278, 2.04278, 2.04278, 2.04278, 2.04278, 2.04278, 2.04278, 2.04278, 2.04278, 2.04278, 2.04278, 2.04278, 2.04278, 2.04278
13.0003, 1.28947, 2.03422, 2.03422, 1.81369, -0.744756, 0, 2.03422, 2.03422, 2.03422, 2.03422, 2.03422, 2.03422, 2.03422, 2.03422, 2.03422, 2.03422, 2.03422, 2.03422, 2.03422, 2.03422, 2.03422, 2.03422, 2.03422, 2.03422, 2.03422, 2.03422, 2.03422
13.008, 5.6109, 2.02868, 2.02868, 2.75879, 3.58222, 0, 2.02868, 2.02868, 2.02868, 2.02868, 2.02868, 2.02868, 2.02868, 2.02868, 2.02868, 2.02868, 2.02868, 2.02868, 2.02868, 2.02868, 2.02868, 2.02868, 2.02868, 2.02868, 2.02868, 2.02868, 2.02868
