   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_741.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup
-0.00483805, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00302506, 0, 8.69205e-23, 0, 1.41421, -8.69205e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.21975e-28, 0, 1.81056e-23, 0, 6.88148e-23, 0, 0
0.0108882, 0, 2.14239e-22, 0, 1.41421, -2.14239e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.53195e-28, 0, 4.53681e-23, 0, 1.6887e-22, 0, 0
0.0187513, 0, 5.18387e-22, 0, 1.41421, -5.18387e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.35366e-27, 0, 1.11504e-22, 0, 4.06882e-22, 0, 0
0.0266144, 0, 1.23281e-21, 0, 1.41421, -1.23281e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.25611e-27, 0, 2.69157e-22, 0, 9.63651e-22, 0, 0
0.0344775, 0, 2.88441e-21, 0, 1.41421, -2.88441e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.70675e-27, 0, 6.38828e-22, 0, 2.24558e-21, 0, 0
0.0423406, 0, 6.64527e-21, 0, 1.41421, -6.64527e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.79638e-26, 0, 1.49228e-21, 0, 5.15298e-21, 0, 0
0.0502037, 0, 1.50867e-20, 0, 1.41421, -1.50867e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.12678e-26, 0, 3.43378e-21, 0, 1.16529e-20, 0, 0
0.0580668, 0, 3.37747e-20, 0, 1.41421, -3.37747e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.34959e-26, 0, 7.78886e-21, 0, 2.59857e-20, 0, 0
0.06593, 0, 7.46039e-20, 0, 1.41421, -7.46039e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.09027e-25, 0, 1.74279e-20, 0, 5.71758e-20, 0, 0
0.0737931, 0, 1.6268e-19, 0, 1.41421, -1.6268e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.61385e-25, 0, 3.84889e-20, 0, 1.2419e-19, 0, 0
0.0816562, 0, 3.50359e-19, 0, 1.41421, -3.50359e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.00597e-24, 0, 8.3942e-20, 0, 2.66416e-19, 0, 0
0.0895193, 0, 7.45566e-19, 0, 1.41421, -7.45566e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.16745e-24, 0, 1.80875e-19, 0, 5.64689e-19, 0, 0
0.0973824, 0, 1.56826e-18, 0, 1.41421, -1.56826e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.61658e-24, 0, 3.85233e-19, 0, 1.18302e-18, 0, 0
0.105246, 0, 3.26183e-18, 0, 1.41421, -3.26183e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.72413e-24, 0, 8.11298e-19, 0, 2.45052e-18, 0, 0
0.113109, 0, 6.71044e-18, 0, 1.41421, -6.71044e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.02617e-23, 0, 1.69006e-18, 0, 5.02036e-18, 0, 0
0.120972, 0, 1.36589e-17, 0, 1.41421, -1.36589e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.17757e-23, 0, 3.48365e-18, 0, 1.01752e-17, 0, 0
0.128835, 0, 2.75149e-17, 0, 1.41421, -2.75149e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.52523e-23, 0, 7.10726e-18, 0, 2.04076e-17, 0, 0
0.136698, 0, 5.48674e-17, 0, 1.41421, -5.48674e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.72237e-22, 0, 1.43558e-17, 0, 4.05114e-17, 0, 0
0.144561, 0, 1.08332e-16, 0, 1.41421, -1.08332e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.44583e-22, 0, 2.8717e-17, 0, 7.96148e-17, 0, 0
0.152424, 0, 2.11828e-16, 0, 1.41421, -2.11828e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.82786e-22, 0, 5.69015e-17, 0, 1.54925e-16, 0, 0
0.160287, 0, 4.10272e-16, 0, 1.41421, -4.10272e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.34023e-21, 0, 1.11706e-16, 0, 2.98565e-16, 0, 0
0.16815, 0, 7.93369e-16, 0, 1.41421, -7.93369e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.63194e-21, 0, 2.19504e-16, 0, 5.73862e-16, 0, 0
0.176014, 0, 1.5071e-15, 0, 1.41421, -1.5071e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.06698e-21, 0, 4.2283e-16, 0, 1.08426e-15, 0, 0
0.183877, 0, 2.83748e-15, 0, 1.41421, -2.83748e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.66906e-21, 0, 8.07528e-16, 0, 2.02994e-15, 0, 0
0.19174, 0, 5.29551e-15, 0, 1.41421, -5.29551e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8291e-20, 0, 1.52928e-15, 0, 3.76622e-15, 0, 0
0.199603, 0, 9.7977e-15, 0, 1.41421, -9.7977e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.43064e-20, 0, 2.87226e-15, 0, 6.92541e-15, 0, 0
0.207466, 0, 1.79736e-14, 0, 1.41421, -1.79736e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.38048e-20, 0, 5.35098e-15, 0, 1.26226e-14, 0, 0
0.215329, 0, 3.26958e-14, 0, 1.41421, -3.26958e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.17686e-19, 0, 9.88954e-15, 0, 2.28062e-14, 0, 0
0.223192, 0, 5.89853e-14, 0, 1.41421, -5.89853e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.15298e-19, 0, 1.81347e-14, 0, 4.08504e-14, 0, 0
0.231055, 0, 1.05545e-13, 0, 1.41421, -1.05545e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.90712e-19, 0, 3.29988e-14, 0, 7.25461e-14, 0, 0
0.238918, 0, 1.87336e-13, 0, 1.41421, -1.87336e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.03444e-19, 0, 5.95924e-14, 0, 1.27743e-13, 0, 0
0.246782, 0, 3.29873e-13, 0, 1.41421, -3.29873e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.25667e-18, 0, 1.06826e-13, 0, 2.23046e-13, 0, 0
0.254645, 0, 5.76314e-13, 0, 1.41421, -5.76314e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.22789e-18, 0, 1.90109e-13, 0, 3.86203e-13, 0, 0
0.262508, 0, 9.99092e-13, 0, 1.41421, -9.99092e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.92029e-18, 0, 3.35915e-13, 0, 6.63172e-13, 0, 0
0.270371, 0, 1.71884e-12, 0, 1.41421, -1.71884e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.84814e-18, 0, 5.89424e-13, 0, 1.12941e-12, 0, 0
0.278234, 0, 2.93495e-12, 0, 1.41421, -2.93495e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1878e-17, 0, 1.02723e-12, 0, 1.90771e-12, 0, 0
0.286097, 0, 4.97461e-12, 0, 1.41421, -4.97461e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.04612e-17, 0, 1.77838e-12, 0, 3.19621e-12, 0, 0
0.29396, 0, 8.37088e-12, 0, 1.41421, -8.37088e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.50142e-17, 0, 3.05909e-12, 0, 5.31176e-12, 0, 0
0.301823, 0, 1.39863e-11, 0, 1.41421, -1.39863e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.95395e-17, 0, 5.22948e-12, 0, 8.75675e-12, 0, 0
0.309686, 0, 2.32075e-11, 0, 1.41421, -2.32075e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.00635e-16, 0, 8.8865e-12, 0, 1.43209e-11, 0, 0
0.31755, 0, 3.82498e-11, 3.237e-43, 1.41421, -3.82498e-11, 3.237e-43, 0, 3.237e-43, 3.237e-43, 3.237e-43, 3.237e-43, 3.237e-43, 3.237e-43, 3.237e-43, 3.237e-43, 3.237e-43, 3.237e-43, 3.237e-43, 3.237e-43, 3.237e-43, 1.69136e-16, 3.237e-43, 1.5015e-11, 3.237e-43, 2.32347e-11, 3.237e-43, 3.237e-43
0.325413, 0, 6.26326e-11, 5.59959e-42, 1.41421, -6.26326e-11, 5.59959e-42, 0, 5.59959e-42, 5.59959e-42, 5.59959e-42, 5.59959e-42, 5.59959e-42, 5.59959e-42, 5.59959e-42, 5.59959e-42, 5.59959e-42, 5.59959e-42, 5.59959e-42, 5.59959e-42, 5.59959e-42, 2.82767e-16, 5.59959e-42, 2.52329e-11, 5.59959e-42, 3.73995e-11, 5.59959e-42, 5.59959e-42
0.333276, 0, 1.01917e-10, 8.02608e-41, 1.41421, -1.01917e-10, 8.02608e-41, 0, 8.02608e-41, 8.02608e-41, 8.02608e-41, 8.02608e-41, 8.02608e-41, 8.02608e-41, 8.02608e-41, 8.02608e-41, 8.02608e-41, 8.02608e-41, 8.02608e-41, 8.02608e-41, 8.02608e-41, 4.70457e-16, 8.02608e-41, 4.21892e-11, 8.02608e-41, 5.97272e-11, 8.02608e-41, 8.02608e-41
0.341139, 0, 1.64848e-10, 1.02089e-39, 1.41421, -1.64848e-10, 1.02089e-39, 0, 1.02089e-39, 1.02089e-39, 1.02089e-39, 1.02089e-39, 1.02089e-39, 1.02089e-39, 1.02089e-39, 1.02089e-39, 1.02089e-39, 1.02089e-39, 1.02089e-39, 1.02089e-39, 1.02089e-39, 7.79311e-16, 1.02089e-39, 7.02068e-11, 1.02089e-39, 9.46404e-11, 1.02089e-39, 1.02089e-39
0.349002, 0, 2.65125e-10, 1.16193e-38, 1.41421, -2.65125e-10, 1.16193e-38, 0, 1.16193e-38, 1.16193e-38, 1.16193e-38, 1.16193e-38, 1.16193e-38, 1.16193e-38, 1.16193e-38, 1.16193e-38, 1.16193e-38, 1.16193e-38, 1.16193e-38, 1.16193e-38, 1.16193e-38, 1.28594e-15, 1.16193e-38, 1.16324e-10, 1.16193e-38, 1.48799e-10, 1.16193e-38, 1.16193e-38
0.356865, 0, 4.24123e-10, 1.1957e-37, 1.41421, -4.24123e-10, 1.1957e-37, 0, 1.1957e-37, 1.1957e-37, 1.1957e-37, 1.1957e-37, 1.1957e-37, 1.1957e-37, 1.1957e-37, 1.1957e-37, 1.1957e-37, 1.1957e-37, 1.1957e-37, 1.1957e-37, 1.1957e-37, 2.11483e-15, 1.1957e-37, 1.91977e-10, 1.1957e-37, 2.32144e-10, 1.1957e-37, 1.1957e-37
0.364728, 0, 6.75118e-10, 1.11771e-36, 1.41421, -6.75118e-10, 1.11771e-36, 0, 1.11771e-36, 1.11771e-36, 1.11771e-36, 1.11771e-36, 1.11771e-36, 1.11771e-36, 1.11771e-36, 1.11771e-36, 1.11771e-36, 1.11771e-36, 1.11771e-36, 1.11771e-36, 1.11771e-36, 3.46824e-15, 1.11771e-36, 3.15718e-10, 1.11771e-36, 3.59396e-10, 1.11771e-36, 1.11771e-36
0.372591, 0, 1.06979e-09, 9.55137e-36, 1.41421, -1.06979e-09, 9.55137e-36, 0, 9.55137e-36, 9.55137e-36, 9.55137e-36, 9.55137e-36, 9.55137e-36, 9.55137e-36, 9.55137e-36, 9.55137e-36, 9.55137e-36, 9.55137e-36, 9.55137e-36, 9.55137e-36, 9.55137e-36, 5.67477e-15, 9.55137e-36, 5.17623e-10, 9.55137e-36, 5.52158e-10, 9.55137e-36, 9.55137e-36
0.380454, 0, 1.68829e-09, 7.49111e-35, 1.41421, -1.68829e-09, 7.49111e-35, 0, 7.49111e-35, 7.49111e-35, 7.49111e-35, 7.49111e-35, 7.49111e-35, 7.49111e-35, 7.49111e-35, 7.49111e-35, 7.49111e-35, 7.49111e-35, 7.49111e-35, 7.49111e-35, 7.49111e-35, 9.26859e-15, 7.49111e-35, 8.46402e-10, 7.49111e-35, 8.4188e-10, 7.49111e-35, 7.49111e-35
0.388318, 0, 2.6549e-09, 5.41749e-34, 1.41421, -2.6549e-09, 5.41749e-34, 0, 5.41749e-34, 5.41749e-34, 5.41749e-34, 5.41749e-34, 5.41749e-34, 5.41749e-34, 5.41749e-34, 5.41749e-34, 5.41749e-34, 5.41749e-34, 5.41749e-34, 5.41749e-34, 5.41749e-34, 1.51184e-14, 5.41749e-34, 1.38093e-09, 5.41749e-34, 1.27396e-09, 5.41749e-34, 5.41749e-34
0.396181, 0, 4.16225e-09, 3.66473e-33, 1.41421, -4.16225e-09, 3.66473e-33, 0, 3.66473e-33, 3.66473e-33, 3.66473e-33, 3.66473e-33, 3.66473e-33, 3.66473e-33, 3.66473e-33, 3.66473e-33, 3.66473e-33, 3.66473e-33, 3.66473e-33, 3.66473e-33, 3.66473e-33, 2.4637e-14, 3.66473e-33, 2.24885e-09, 3.66473e-33, 1.91337e-09, 3.66473e-33, 3.66473e-33
0.404044, 0, 6.50911e-09, 2.12884e-32, 1.41421, -6.50911e-09, 2.12884e-32, 0, 2.12884e-32, 2.12884e-32, 2.12884e-32, 2.12884e-32, 2.12884e-32, 2.12884e-32, 2.12884e-32, 2.12884e-32, 2.12884e-32, 2.12884e-32, 2.12884e-32, 2.12884e-32, 2.12884e-32, 4.01231e-14, 2.12884e-32, 3.6567e-09, 2.12884e-32, 2.85238e-09, 2.12884e-32, 2.12884e-32
0.411907, 0, 1.01592e-08, 1.25752e-31, 1.41421, -1.01592e-08, 1.25752e-31, 0, 1.25752e-31, 1.25752e-31, 1.25752e-31, 1.25752e-31, 1.25752e-31, 1.25752e-31, 1.25752e-31, 1.25752e-31, 1.25752e-31, 1.25752e-31, 1.25752e-31, 1.25752e-31, 1.25752e-31, 6.53137e-14, 1.25752e-31, 5.93829e-09, 1.25752e-31, 4.22085e-09, 1.25752e-31, 1.25752e-31
0.41977, 0, 1.58331e-08, 6.64393e-31, 1.41421, -1.58331e-08, 6.64393e-31, 0, 6.64393e-31, 6.64393e-31, 6.64393e-31, 6.64393e-31, 6.64393e-31, 6.64393e-31, 6.64393e-31, 6.64393e-31, 6.64393e-31, 6.64393e-31, 6.64393e-31, 6.64393e-31, 6.64393e-31, 1.06279e-13, 6.64393e-31, 9.63274e-09, 6.64393e-31, 6.20021e-09, 6.64393e-31, 6.64393e-31
0.427633, 0, 2.46509e-08, 3.44133e-30, 1.41421, -2.46509e-08, 3.44133e-30, 0, 3.44133e-30, 3.44133e-30, 3.44133e-30, 3.44133e-30, 3.44133e-30, 3.44133e-30, 3.44133e-30, 3.44133e-30, 3.44133e-30, 3.44133e-30, 3.44133e-30, 3.44133e-30, 3.44133e-30, 1.7286e-13, 3.44133e-30, 1.56091e-08, 3.44133e-30, 9.04169e-09, 3.44133e-30, 3.44133e-30
0.435496, 0, 3.83557e-08, 1.7027e-29, 1.41421, -3.83557e-08, 1.7027e-29, 0, 1.7027e-29, 1.7027e-29, 1.7027e-29, 1.7027e-29, 1.7027e-29, 1.7027e-29, 1.7027e-29, 1.7027e-29, 1.7027e-29, 1.7027e-29, 1.7027e-29, 1.7027e-29, 1.7027e-29, 2.80975e-13, 1.7027e-29, 2.52649e-08, 1.7027e-29, 1.30906e-08, 1.7027e-29, 1.7027e-29
0.443359, 0, 5.96855e-08, 1.53301e-28, 1.41421, -5.96855e-08, 1.53301e-28, 0, 1.53301e-28, 1.53301e-28, 1.53301e-28, 1.53301e-28, 1.53301e-28, 1.53301e-28, 1.53301e-28, 1.53301e-28, 1.53301e-28, 1.53301e-28, 1.53301e-28, 1.53301e-28, 1.53301e-28, 4.56686e-13, 1.53301e-28, 4.08673e-08, 1.53301e-28, 1.88177e-08, 1.53301e-28, 1.53301e-28
0.451222, 0, 9.28099e-08, 6.68553e-28, 1.41421, -9.28099e-08, 6.68553e-28, 0, 6.68553e-28, 6.68553e-28, 6.68553e-28, 6.68553e-28, 6.68553e-28, 6.68553e-28, 6.68553e-28, 6.68553e-28, 6.68553e-28, 6.68553e-28, 6.68553e-28, 6.68553e-28, 6.68553e-28, 7.40594e-13, 6.68553e-28, 6.595e-08, 6.68553e-28, 2.68592e-08, 6.68553e-28, 6.68553e-28
