   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_101.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Fe_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
4.27829, 6.75393, 5.72194, 5.71662, 2.9587, 1.03199, 5.71662, 0, 5.71663, 5.71666, 5.71675, 5.71828, 5.7201, 5.71663, 5.71662, 5.71662, 5.71662, 5.71662, 5.71662, 5.71662, 5.71662, 5.71662, 5.71662, 5.71662, 5.71662, 5.71662
4.28619, 4.35951, 5.75209, 5.74597, 2.52181, -1.39258, 5.74597, 0, 5.74597, 5.746, 5.7461, 5.74743, 5.75044, 5.74597, 5.74597, 5.74597, 5.74597, 5.74597, 5.74597, 5.74597, 5.74597, 5.74597, 5.74597, 5.74597, 5.74597, 5.74597
4.29408, 5.87206, 5.78293, 5.77541, 2.80572, 0.0891247, 5.77541, 0, 5.77541, 5.77544, 5.77554, 5.7767, 5.78147, 5.77541, 5.77541, 5.77541, 5.77541, 5.77541, 5.77541, 5.77541, 5.77541, 5.77541, 5.77541, 5.77541, 5.77541, 5.77541
4.30197, 4.73944, 5.81475, 5.80496, 2.59604, -1.07532, 5.80496, 0, 5.80496, 5.80499, 5.80509, 5.80608, 5.81345, 5.80496, 5.80496, 5.80496, 5.80496, 5.80496, 5.80496, 5.80496, 5.80496, 5.80496, 5.80496, 5.80496, 5.80496, 5.80496
4.30986, 3.25102, 5.84797, 5.83461, 2.29151, -2.59694, 5.83461, 0, 5.83461, 5.83464, 5.83474, 5.83559, 5.84681, 5.83461, 5.83461, 5.83461, 5.83461, 5.83461, 5.83461, 5.83461, 5.83461, 5.83461, 5.83461, 5.83461, 5.83461, 5.83461
4.31776, 8.46419, 5.88313, 5.86436, 3.23484, 2.58106, 5.86436, 0, 5.86436, 5.86439, 5.86449, 5.86521, 5.8821, 5.86436, 5.86436, 5.86436, 5.86436, 5.86436, 5.86436, 5.86436, 5.86436, 5.86436, 5.86436, 5.86436, 5.86436, 5.86436
4.32565, 7.12094, 5.92099, 5.89421, 3.02009, 1.19995, 5.89421, 0, 5.89421, 5.89424, 5.89434, 5.89495, 5.92007, 5.89421, 5.89421, 5.89421, 5.89421, 5.89421, 5.89421, 5.89421, 5.89421, 5.89421, 5.89421, 5.89421, 5.89421, 5.89421
4.33354, 5.26291, 5.96253, 5.92416, 2.69498, -0.699618, 5.92416, 0, 5.92416, 5.92419, 5.92429, 5.92481, 5.9617, 5.92416, 5.92416, 5.92416, 5.92416, 5.92416, 5.92416, 5.92416, 5.92416, 5.92416, 5.92416, 5.92416, 5.92416, 5.92416
4.34144, 6.85282, 6.009, 5.95421, 2.97537, 0.843828, 5.95421, 0, 5.95421, 5.95424, 5.95434, 5.95479, 6.00824, 5.95421, 5.95421, 5.95421, 5.95421, 5.95421, 5.95421, 5.95421, 5.95421, 5.95421, 5.95421, 5.95421, 5.95421, 5.95421
4.34933, 9.13265, 6.06191, 5.98436, 3.33656, 3.07075, 5.98436, 0, 5.98436, 5.98439, 5.98449, 5.98489, 6.0612, 5.98436, 5.98436, 5.98436, 5.98436, 5.98436, 5.98436, 5.98436, 5.98436, 5.98436, 5.98436, 5.98436, 5.98436, 5.98436
4.35722, 8.28223, 6.12306, 6.01461, 3.20659, 2.15917, 6.01461, 0, 6.01461, 6.01464, 6.01474, 6.01509, 6.1224, 6.01461, 6.01461, 6.01461, 6.01461, 6.01461, 6.01461, 6.01461, 6.01461, 6.01461, 6.01461, 6.01461, 6.01461, 6.01461
4.36511, 10.5561, 6.19452, 6.04496, 3.54346, 4.3616, 6.04496, 0, 6.04496, 6.04499, 6.04509, 6.04541, 6.19389, 6.04496, 6.04496, 6.04496, 6.04496, 6.04496, 6.04496, 6.04496, 6.04496, 6.04496, 6.04496, 6.04496, 6.04496, 6.04496
4.37301, 3.43903, 6.27855, 6.07541, 2.33217, -2.83951, 6.07541, 0, 6.07542, 6.07545, 6.07555, 6.07585, 6.27793, 6.07541, 6.07541, 6.07541, 6.07541, 6.07541, 6.07541, 6.07541, 6.07541, 6.07541, 6.07541, 6.07541, 6.07541, 6.07541
4.3809, 8.23804, 6.37744, 6.10596, 3.19969, 1.8606, 6.10596, 0, 6.10597, 6.106, 6.1061, 6.10638, 6.37684, 6.10596, 6.10596, 6.10596, 6.10596, 6.10596, 6.10596, 6.10596, 6.10596, 6.10596, 6.10596, 6.10596, 6.10596, 6.10596
4.38879, 8.13958, 6.49348, 6.13662, 3.18427, 1.64609, 6.13662, 0, 6.13663, 6.13666, 6.13676, 6.13703, 6.49288, 6.13662, 6.13662, 6.13662, 6.13662, 6.13662, 6.13662, 6.13662, 6.13662, 6.13662, 6.13662, 6.13662, 6.13662, 6.13662
4.39669, 8.14469, 6.62861, 6.16738, 3.18507, 1.51607, 6.16738, 0, 6.16739, 6.16742, 6.16753, 6.16779, 6.62801, 6.16738, 6.16738, 6.16738, 6.16738, 6.16738, 6.16738, 6.16738, 6.16738, 6.16738, 6.16738, 6.16738, 6.16738, 6.16738
4.40458, 3.46809, 6.78428, 6.19825, 2.3384, -3.31618, 6.19825, 0, 6.19825, 6.19828, 6.1984, 6.19865, 6.78367, 6.19825, 6.19825, 6.19825, 6.19825, 6.19825, 6.19825, 6.19825, 6.19825, 6.19825, 6.19825, 6.19825, 6.19825, 6.19825
4.41247, 9.35129, 6.96113, 6.22922, 3.36917, 2.39016, 6.22922, 0, 6.22922, 6.22925, 6.22938, 6.22963, 6.96051, 6.22922, 6.22922, 6.22922, 6.22922, 6.22922, 6.22922, 6.22922, 6.22922, 6.22922, 6.22922, 6.22922, 6.22922, 6.22922
4.42037, 5.31569, 7.15872, 6.26028, 2.70475, -1.84303, 6.26028, 0, 6.26029, 6.26032, 6.26046, 6.2607, 7.15809, 6.26028, 6.26028, 6.26028, 6.26028, 6.26028, 6.26028, 6.26028, 6.26028, 6.26028, 6.26028, 6.26028, 6.26028, 6.26028
4.42826, 1.32577, 7.37543, 6.29145, 1.82367, -6.04966, 6.29145, 0, 6.29146, 6.29149, 6.29165, 6.29187, 7.37477, 6.29145, 6.29145, 6.29145, 6.29145, 6.29145, 6.29145, 6.29145, 6.29145, 6.29145, 6.29146, 6.29145, 6.29145, 6.29145
4.43615, 2.99765, 7.60814, 6.32273, 2.23554, -4.61049, 6.32273, 0, 6.32273, 6.32276, 6.32295, 6.32315, 7.60745, 6.32273, 6.32273, 6.32273, 6.32273, 6.32273, 6.32273, 6.32273, 6.32273, 6.32273, 6.32273, 6.32273, 6.32273, 6.32273
4.44405, 11.7983, 7.85227, 6.35409, 3.71461, 3.94608, 6.35409, 0, 6.3541, 6.35413, 6.35435, 6.35453, 7.85153, 6.35409, 6.35409, 6.35409, 6.35409, 6.35409, 6.35409, 6.35409, 6.35409, 6.35409, 6.35409, 6.35409, 6.35409, 6.35409
4.45194, 11.1547, 8.10184, 6.38556, 3.62695, 3.05291, 6.38556, 0, 6.38557, 6.3856, 6.38586, 6.386, 8.10105, 6.38556, 6.38556, 6.38556, 6.38556, 6.38556, 6.38556, 6.38556, 6.38556, 6.38556, 6.38556, 6.38556, 6.38556, 6.38556
4.45983, 8.98352, 8.34972, 6.41713, 3.31414, 0.633801, 6.41713, 0, 6.41713, 6.41716, 6.41749, 6.41758, 8.34887, 6.41713, 6.41713, 6.41713, 6.41713, 6.41713, 6.41713, 6.41713, 6.41713, 6.41713, 6.41713, 6.41713, 6.41713, 6.41713
4.46772, 10.3397, 8.58785, 6.44879, 3.51279, 1.75186, 6.44879, 0, 6.44879, 6.44882, 6.44923, 6.44925, 8.58692, 6.44879, 6.44879, 6.44879, 6.44879, 6.44879, 6.44879, 6.44879, 6.44879, 6.44879, 6.44879, 6.44879, 6.44879, 6.44879
4.47562, 7.16878, 8.80792, 6.48055, 3.028, -1.63914, 6.48055, 0, 6.48055, 6.48058, 6.48108, 6.48101, 8.80688, 6.48055, 6.48055, 6.48055, 6.48055, 6.48055, 6.48055, 6.48055, 6.48055, 6.48055, 6.48055, 6.48055, 6.48055, 6.48055
4.48351, 10.4408, 9.00171, 6.51239, 3.52715, 1.43906, 6.51239, 0, 6.5124, 6.51243, 6.51306, 6.51287, 9.00053, 6.51239, 6.51239, 6.51239, 6.51239, 6.51239, 6.51239, 6.51239, 6.51239, 6.51239, 6.51239, 6.51239, 6.51239, 6.51239
4.4914, 8.54015, 9.16186, 6.54433, 3.24656, -0.621714, 6.54433, 0, 6.54434, 6.54437, 6.54516, 6.54482, 9.1605, 6.54433, 6.54433, 6.54433, 6.54433, 6.54433, 6.54433, 6.54433, 6.54433, 6.54433, 6.54433, 6.54433, 6.54433, 6.54433
4.4993, 7.17829, 9.28231, 6.57636, 3.02957, -2.10402, 6.57636, 0, 6.57636, 6.57639, 6.5774, 6.57685, 9.28073, 6.57636, 6.57636, 6.57636, 6.57636, 6.57636, 6.57636, 6.57636, 6.57636, 6.57636, 6.57636, 6.57636, 6.57636, 6.57636
4.50719, 9.61186, 9.35881, 6.60847, 3.40762, 0.253052, 6.60847, 0, 6.60847, 6.6085, 6.60978, 6.60897, 9.35696, 6.60847, 6.60847, 6.60847, 6.60847, 6.60847, 6.60847, 6.60847, 6.60847, 6.60847, 6.60847, 6.60847, 6.60847, 6.60847
4.51508, 12.9877, 9.3893, 6.64067, 3.87139, 3.59837, 6.64067, 0, 6.64068, 6.64071, 6.64231, 6.64118, 9.38711, 6.64067, 6.64067, 6.64067, 6.64067, 6.64067, 6.64067, 6.64067, 6.64067, 6.64067, 6.64067, 6.64067, 6.64067, 6.64067
4.52298, 8.18327, 9.37402, 6.67296, 3.19112, -1.19075, 6.67296, 0, 6.67296, 6.67299, 6.675, 6.67348, 9.37141, 6.67296, 6.67296, 6.67296, 6.67296, 6.67296, 6.67296, 6.67296, 6.67296, 6.67296, 6.67296, 6.67296, 6.67296, 6.67296
4.53087, 6.79281, 9.3155, 6.70532, 2.96527, -2.52268, 6.70532, 0, 6.70533, 6.70536, 6.70785, 6.70585, 9.31239, 6.70532, 6.70532, 6.70532, 6.70532, 6.70532, 6.70532, 6.70532, 6.70532, 6.70532, 6.70532, 6.70532, 6.70532, 6.70532
4.53876, 9.98823, 9.21834, 6.73777, 3.4624, 0.769892, 6.73777, 0, 6.73778, 6.73781, 6.74089, 6.73831, 9.21463, 6.73777, 6.73777, 6.73777, 6.73777, 6.73777, 6.73777, 6.73777, 6.73777, 6.73777, 6.73777, 6.73777, 6.73777, 6.73777
4.54665, 12.5824, 9.08881, 6.7703, 3.81869, 3.49359, 6.7703, 0, 6.77031, 6.77034, 6.77411, 6.77085, 9.08441, 6.7703, 6.7703, 6.7703, 6.7703, 6.7703, 6.7703, 6.7703, 6.7703, 6.7703, 6.7703, 6.7703, 6.7703, 6.7703
4.55455, 8.0082, 8.93441, 6.80291, 3.16357, -0.926207, 6.80291, 0, 6.80292, 6.80295, 6.80752, 6.80347, 8.9292, 6.80291, 6.80291, 6.80291, 6.80291, 6.80291, 6.80291, 6.80291, 6.80291, 6.80291, 6.80291, 6.80291, 6.80291, 6.80291
4.56244, 8.9584, 8.76319, 6.8356, 3.31035, 0.195209, 6.8356, 0, 6.83561, 6.83564, 6.84111, 6.83618, 8.75707, 6.8356, 6.8356, 6.8356, 6.8356, 6.8356, 6.8356, 6.8356, 6.8356, 6.8356, 6.8356, 6.8356, 6.8356, 6.8356
4.57033, 10.1922, 8.58333, 6.86837, 3.49173, 1.60888, 6.86837, 0, 6.86837, 6.8684, 6.87488, 6.86895, 8.57619, 6.86837, 6.86837, 6.86837, 6.86837, 6.86837, 6.86837, 6.86837, 6.86837, 6.86837, 6.86837, 6.86837, 6.86837, 6.86837
4.57823, 14.5613, 8.40251, 6.90121, 4.06955, 6.15875, 6.90121, 0, 6.90122, 6.90125, 6.90881, 6.9018, 8.39427, 6.90121, 6.90121, 6.90121, 6.90121, 6.90121, 6.90121, 6.90121, 6.90121, 6.90121, 6.90121, 6.90121, 6.90121, 6.90121
4.58612, 5.83965, 8.22747, 6.93413, 2.79994, -2.38782, 6.93413, 0, 6.93414, 6.93417, 6.94289, 6.93473, 8.21807, 6.93413, 6.93413, 6.93413, 6.93413, 6.93413, 6.93413, 6.93413, 6.93413, 6.93413, 6.93413, 6.93413, 6.93413, 6.93413
4.59401, 7.99033, 8.06387, 6.96712, 3.16075, -0.0735388, 6.96712, 0, 6.96713, 6.96716, 6.97709, 6.96774, 8.05326, 6.96712, 6.96712, 6.96712, 6.96712, 6.96712, 6.96712, 6.96712, 6.96712, 6.96712, 6.96713, 6.96712, 6.96712, 6.96712
4.60191, 9.11252, 7.91589, 7.0002, 3.33354, 1.19663, 7.0002, 0, 7.0002, 7.00023, 7.01137, 7.00082, 7.90404, 7.0002, 7.0002, 7.0002, 7.0002, 7.0002, 7.0002, 7.0002, 7.0002, 7.0002, 7.0002, 7.0002, 7.0002, 7.0002
4.6098, 14.7589, 7.78637, 7.03334, 4.09377, 6.97255, 7.03334, 0, 7.03335, 7.03338, 7.0457, 7.03398, 7.77333, 7.03334, 7.03334, 7.03334, 7.03334, 7.03334, 7.03334, 7.03334, 7.03334, 7.03334, 7.03334, 7.03334, 7.03334, 7.03334
4.61769, 9.09957, 7.67678, 7.06656, 3.3316, 1.42279, 7.06656, 0, 7.06657, 7.0666, 7.08004, 7.06721, 7.66261, 7.06656, 7.06656, 7.06656, 7.06656, 7.06656, 7.06656, 7.06656, 7.06656, 7.06656, 7.06656, 7.06656, 7.06656, 7.06656
4.62559, 9.76339, 7.58743, 7.09986, 3.42978, 2.17596, 7.09986, 0, 7.09986, 7.09989, 7.11435, 7.10051, 7.57224, 7.09986, 7.09986, 7.09986, 7.09986, 7.09986, 7.09986, 7.09986, 7.09986, 7.09986, 7.09986, 7.09986, 7.09986, 7.09986
4.63348, 7.21728, 7.51765, 7.13323, 3.036, -0.300376, 7.13323, 0, 7.13323, 7.13326, 7.14858, 7.13389, 7.50159, 7.13323, 7.13323, 7.13323, 7.13323, 7.13323, 7.13323, 7.13323, 7.13323, 7.13323, 7.13323, 7.13323, 7.13323, 7.13323
4.64137, 13.9903, 7.46609, 7.16667, 3.99879, 6.52425, 7.16667, 0, 7.16667, 7.1667, 7.18269, 7.16735, 7.44934, 7.16667, 7.16667, 7.16667, 7.16667, 7.16667, 7.16667, 7.16667, 7.16667, 7.16667, 7.16667, 7.16667, 7.16667, 7.16667
4.64926, 4.22429, 7.43086, 7.20018, 2.49485, -3.20657, 7.20018, 0, 7.20019, 7.20022, 7.21666, 7.20087, 7.41365, 7.20018, 7.20018, 7.20018, 7.20018, 7.20018, 7.20018, 7.20018, 7.20018, 7.20018, 7.20019, 7.20018, 7.20018, 7.20018
4.65716, 8.04771, 7.40986, 7.23377, 3.16981, 0.637843, 7.23377, 0, 7.23378, 7.23381, 7.25047, 7.23447, 7.39243, 7.23377, 7.23377, 7.23377, 7.23377, 7.23377, 7.23377, 7.23377, 7.23377, 7.23377, 7.23377, 7.23377, 7.23377, 7.23377
4.66505, 14.9832, 7.40092, 7.26743, 4.12107, 7.58227, 7.26743, 0, 7.26743, 7.26746, 7.28409, 7.26814, 7.3835, 7.26743, 7.26743, 7.26743, 7.26743, 7.26743, 7.26743, 7.26743, 7.26743, 7.26743, 7.26743, 7.26743, 7.26743, 7.26743
4.67294, 12.7413, 7.40192, 7.30116, 3.83945, 5.33942, 7.30116, 0, 7.30116, 7.30119, 7.31754, 7.30188, 7.38477, 7.30116, 7.30116, 7.30116, 7.30116, 7.30116, 7.30116, 7.30116, 7.30116, 7.30116, 7.30116, 7.30116, 7.30116, 7.30116
4.68084, 12.9552, 7.41093, 7.33495, 3.8672, 5.54427, 7.33495, 0, 7.33496, 7.33499, 7.35082, 7.33569, 7.39429, 7.33495, 7.33495, 7.33495, 7.33495, 7.33495, 7.33495, 7.33495, 7.33495, 7.33495, 7.33495, 7.33495, 7.33495, 7.33495
4.68873, 11.2526, 7.42626, 7.36882, 3.64041, 3.82634, 7.36882, 0, 7.36882, 7.36885, 7.38396, 7.36956, 7.41033, 7.36882, 7.36882, 7.36882, 7.36882, 7.36882, 7.36882, 7.36882, 7.36882, 7.36882, 7.36882, 7.36882, 7.36882, 7.36882
4.69662, 10.9827, 7.44648, 7.40274, 3.60314, 3.53617, 7.40274, 0, 7.40275, 7.40278, 7.41698, 7.4035, 7.43145, 7.40274, 7.40274, 7.40274, 7.40274, 7.40274, 7.40274, 7.40274, 7.40274, 7.40274, 7.40275, 7.40274, 7.40274, 7.40274
4.70451, 7.73594, 7.47043, 7.43674, 3.12025, 0.265505, 7.43674, 0, 7.43674, 7.43677, 7.44992, 7.43751, 7.45643, 7.43674, 7.43674, 7.43674, 7.43674, 7.43674, 7.43674, 7.43674, 7.43674, 7.43674, 7.43674, 7.43674, 7.43674, 7.43674
4.71241, 17.9779, 7.49721, 7.47079, 4.46967, 10.4807, 7.47079, 0, 7.4708, 7.47083, 7.48282, 7.47157, 7.48435, 7.47079, 7.47079, 7.47079, 7.47079, 7.47079, 7.47079, 7.47079, 7.47079, 7.47079, 7.47079, 7.47079, 7.47079, 7.47079
4.7203, 10.4915, 7.52612, 7.5049, 3.53434, 2.96542, 7.5049, 0, 7.50491, 7.50494, 7.51571, 7.50569, 7.51447, 7.5049, 7.5049, 7.5049, 7.5049, 7.5049, 7.5049, 7.5049, 7.5049, 7.5049, 7.5049, 7.5049, 7.5049, 7.5049
4.72819, 12.9532, 7.55671, 7.53907, 3.86694, 5.39648, 7.53907, 0, 7.53908, 7.53911, 7.54865, 7.53988, 7.54628, 7.53907, 7.53907, 7.53907, 7.53907, 7.53907, 7.53907, 7.53907, 7.53907, 7.53907, 7.53907, 7.53907, 7.53907, 7.53907
4.73609, 5.05964, 7.58865, 7.5733, 2.657, -2.52901, 7.5733, 0, 7.5733, 7.57333, 7.58166, 7.57411, 7.57942, 7.5733, 7.5733, 7.5733, 7.5733, 7.5733, 7.5733, 7.5733, 7.5733, 7.5733, 7.5733, 7.5733, 7.5733, 7.5733
4.74398, 9.94359, 7.62177, 7.60758, 3.45595, 2.32182, 7.60758, 0, 7.60758, 7.60761, 7.61477, 7.60841, 7.6137, 7.60758, 7.60758, 7.60758, 7.60758, 7.60758, 7.60758, 7.60758, 7.60758, 7.60758, 7.60758, 7.60758, 7.60758, 7.60758
4.75187, 9.04672, 7.65602, 7.64191, 3.32366, 1.3907, 7.64191, 0, 7.64191, 7.64194, 7.64801, 7.64275, 7.64903, 7.64191, 7.64191, 7.64191, 7.64191, 7.64191, 7.64191, 7.64191, 7.64191, 7.64191, 7.64191, 7.64191, 7.64191, 7.64191
4.75977, 11.46, 7.69145, 7.67628, 3.66878, 3.76853, 7.67628, 0, 7.67629, 7.67632, 7.68139, 7.67714, 7.68545, 7.67628, 7.67628, 7.67628, 7.67628, 7.67628, 7.67628, 7.67628, 7.67628, 7.67628, 7.67628, 7.67628, 7.67628, 7.67628
4.76766, 10.7203, 7.72818, 7.71071, 3.56655, 2.99208, 7.71071, 0, 7.71071, 7.71074, 7.71492, 7.71157, 7.72306, 7.71071, 7.71071, 7.71071, 7.71071, 7.71071, 7.71071, 7.71071, 7.71071, 7.71071, 7.71071, 7.71071, 7.71071, 7.71071
4.77555, 6.53276, 7.76643, 7.74518, 2.92109, -1.23366, 7.74518, 0, 7.74519, 7.74522, 7.74861, 7.74606, 7.76208, 7.74518, 7.74518, 7.74518, 7.74518, 7.74518, 7.74518, 7.74518, 7.74518, 7.74518, 7.74518, 7.74518, 7.74518, 7.74518
4.78345, 8.99289, 7.80643, 7.77969, 3.31555, 1.18645, 7.77969, 0, 7.7797, 7.77973, 7.78245, 7.78059, 7.80274, 7.77969, 7.77969, 7.77969, 7.77969, 7.77969, 7.77969, 7.77969, 7.77969, 7.77969, 7.7797, 7.77969, 7.77969, 7.77969
4.79134, 8.88358, 7.84851, 7.81425, 3.29903, 1.03507, 7.81425, 0, 7.81425, 7.81428, 7.81644, 7.81515, 7.84537, 7.81425, 7.81425, 7.81425, 7.81425, 7.81425, 7.81425, 7.81425, 7.81425, 7.81425, 7.81425, 7.81425, 7.81425, 7.81425
4.79923, 8.38154, 7.89296, 7.84884, 3.22204, 0.488584, 7.84884, 0, 7.84885, 7.84888, 7.85057, 7.84976, 7.89027, 7.84884, 7.84884, 7.84884, 7.84884, 7.84884, 7.84884, 7.84884, 7.84884, 7.84884, 7.84884, 7.84884, 7.84884, 7.84884
4.80712, 6.71313, 7.94011, 7.88347, 2.9518, -1.22697, 7.88347, 0, 7.88348, 7.88351, 7.88482, 7.8844, 7.93779, 7.88347, 7.88347, 7.88347, 7.88347, 7.88347, 7.88347, 7.88347, 7.88347, 7.88347, 7.88347, 7.88347, 7.88347, 7.88347
4.81502, 9.13941, 7.99024, 7.91814, 3.33757, 1.14916, 7.91814, 0, 7.91814, 7.91817, 7.91918, 7.91908, 7.98822, 7.91814, 7.91814, 7.91814, 7.91814, 7.91814, 7.91814, 7.91814, 7.91814, 7.91814, 7.91814, 7.91814, 7.91814, 7.91814
4.82291, 13.2721, 8.04357, 7.95283, 3.90796, 5.22855, 7.95283, 0, 7.95284, 7.95287, 7.95364, 7.95379, 8.04176, 7.95283, 7.95283, 7.95283, 7.95283, 7.95283, 7.95283, 7.95283, 7.95283, 7.95283, 7.95283, 7.95283, 7.95283, 7.95283
4.8308, 14.1198, 8.10019, 7.98756, 4.01495, 6.01965, 7.98756, 0, 7.98756, 7.98759, 7.98819, 7.98852, 8.09856, 7.98756, 7.98756, 7.98756, 7.98756, 7.98756, 7.98756, 7.98756, 7.98756, 7.98756, 7.98756, 7.98756, 7.98756, 7.98756
4.8387, 12.2728, 8.16008, 8.02231, 3.77793, 4.1127, 8.02231, 0, 8.02231, 8.02234, 8.0228, 8.02329, 8.15857, 8.02231, 8.02231, 8.02231, 8.02231, 8.02231, 8.02231, 8.02231, 8.02231, 8.02231, 8.02231, 8.02231, 8.02231, 8.02231
4.84659, 9.86544, 8.22301, 8.05708, 3.44462, 1.64243, 8.05708, 0, 8.05708, 8.05711, 8.05747, 8.05807, 8.22159, 8.05708, 8.05708, 8.05708, 8.05708, 8.05708, 8.05708, 8.05708, 8.05708, 8.05708, 8.05708, 8.05708, 8.05708, 8.05708
4.85448, 10.397, 8.28857, 8.09187, 3.52093, 2.10838, 8.09187, 0, 8.09187, 8.0919, 8.09218, 8.09287, 8.28721, 8.09187, 8.09187, 8.09187, 8.09187, 8.09187, 8.09187, 8.09187, 8.09187, 8.09187, 8.09187, 8.09187, 8.09187, 8.09187
4.86238, 13.3879, 8.35613, 8.12667, 3.92274, 5.03173, 8.12667, 0, 8.12668, 8.12671, 8.12694, 8.12769, 8.35481, 8.12667, 8.12667, 8.12667, 8.12667, 8.12667, 8.12667, 8.12667, 8.12667, 8.12667, 8.12667, 8.12667, 8.12667, 8.12667
4.87027, 12.9807, 8.42484, 8.16149, 3.87049, 4.55583, 8.16149, 0, 8.16149, 8.16152, 8.16171, 8.16252, 8.42354, 8.16149, 8.16149, 8.16149, 8.16149, 8.16149, 8.16149, 8.16149, 8.16149, 8.16149, 8.16149, 8.16149, 8.16149, 8.16149
4.87816, 16.4999, 8.49368, 8.19631, 4.30115, 8.0062, 8.19631, 0, 8.19632, 8.19635, 8.19651, 8.19735, 8.4924, 8.19631, 8.19631, 8.19631, 8.19631, 8.19631, 8.19631, 8.19631, 8.19631, 8.19631, 8.19631, 8.19631, 8.19631, 8.19631
4.88605, 5.76785, 8.56148, 8.23114, 2.78709, -2.79363, 8.23114, 0, 8.23114, 8.23117, 8.23132, 8.23219, 8.5602, 8.23114, 8.23114, 8.23114, 8.23114, 8.23114, 8.23114, 8.23114, 8.23114, 8.23114, 8.23114, 8.23114, 8.23114, 8.23114
4.89395, 11.3656, 8.627, 8.26596, 3.6559, 2.73861, 8.26596, 0, 8.26597, 8.266, 8.26613, 8.26703, 8.62572, 8.26596, 8.26596, 8.26596, 8.26596, 8.26596, 8.26596, 8.26596, 8.26596, 8.26596, 8.26596, 8.26596, 8.26596, 8.26596
4.90184, 10.2224, 8.68898, 8.30079, 3.49606, 1.53342, 8.30079, 0, 8.3008, 8.30083, 8.30095, 8.30187, 8.6877, 8.30079, 8.30079, 8.30079, 8.30079, 8.30079, 8.30079, 8.30079, 8.30079, 8.30079, 8.30079, 8.30079, 8.30079, 8.30079
4.90973, 12.4206, 8.74626, 8.33561, 3.79745, 3.67434, 8.33561, 0, 8.33561, 8.33564, 8.33577, 8.3367, 8.74496, 8.33561, 8.33561, 8.33561, 8.33561, 8.33561, 8.33561, 8.33561, 8.33561, 8.33561, 8.33561, 8.33561, 8.33561, 8.33561
4.91763, 20.0813, 8.79783, 8.37043, 4.69907, 11.2835, 8.37043, 0, 8.37043, 8.37046, 8.37059, 8.37154, 8.79652, 8.37043, 8.37043, 8.37043, 8.37043, 8.37043, 8.37043, 8.37043, 8.37043, 8.37043, 8.37043, 8.37043, 8.37043, 8.37043
4.92552, 13.8254, 8.84292, 8.40523, 3.97812, 4.98248, 8.40523, 0, 8.40524, 8.40527, 8.40539, 8.40635, 8.8416, 8.40523, 8.40523, 8.40523, 8.40523, 8.40523, 8.40523, 8.40523, 8.40523, 8.40523, 8.40523, 8.40523, 8.40523, 8.40523
4.93341, 12.6628, 8.88106, 8.44003, 3.82921, 3.78176, 8.44003, 0, 8.44004, 8.44007, 8.44019, 8.44117, 8.87972, 8.44003, 8.44003, 8.44003, 8.44003, 8.44003, 8.44003, 8.44003, 8.44003, 8.44003, 8.44003, 8.44003, 8.44003, 8.44003
4.94131, 13.9808, 8.91211, 8.47483, 3.9976, 5.06872, 8.47483, 0, 8.47484, 8.47487, 8.47499, 8.47598, 8.91076, 8.47483, 8.47483, 8.47483, 8.47483, 8.47483, 8.47483, 8.47483, 8.47483, 8.47483, 8.47483, 8.47483, 8.47483, 8.47483
4.9492, 7.28237, 8.93627, 8.50962, 3.0467, -1.65391, 8.50962, 0, 8.50963, 8.50966, 8.50979, 8.51079, 8.93491, 8.50962, 8.50962, 8.50962, 8.50962, 8.50962, 8.50962, 8.50962, 8.50962, 8.50962, 8.50962, 8.50962, 8.50962, 8.50962
4.95709, 9.99042, 8.95407, 8.54442, 3.46272, 1.03634, 8.54442, 0, 8.54442, 8.54445, 8.54458, 8.54559, 8.95269, 8.54442, 8.54442, 8.54442, 8.54442, 8.54442, 8.54442, 8.54442, 8.54442, 8.54442, 8.54442, 8.54442, 8.54442, 8.54442
4.96499, 11.6601, 8.96632, 8.57921, 3.69596, 2.69382, 8.57921, 0, 8.57922, 8.57924, 8.57938, 8.5804, 8.96492, 8.57921, 8.57921, 8.57921, 8.57921, 8.57921, 8.57921, 8.57921, 8.57921, 8.57921, 8.57921, 8.57921, 8.57921, 8.57921
4.97288, 12.6551, 8.97403, 8.61401, 3.8282, 3.68111, 8.61401, 0, 8.61401, 8.61404, 8.61417, 8.61521, 8.97261, 8.61401, 8.61401, 8.61401, 8.61401, 8.61401, 8.61401, 8.61401, 8.61401, 8.61401, 8.61401, 8.61401, 8.61401, 8.61401
4.98077, 7.32069, 8.97838, 8.64882, 3.05298, -1.65769, 8.64882, 0, 8.64882, 8.64885, 8.64899, 8.65004, 8.97694, 8.64882, 8.64882, 8.64882, 8.64882, 8.64882, 8.64882, 8.64882, 8.64882, 8.64882, 8.64882, 8.64882, 8.64882, 8.64882
