   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_34.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
0.474887, 0, 1.43929e-10, 9.39091e-35, 1.41421, -1.43929e-10, 9.39091e-35, 0, 9.39091e-35, 9.39091e-35, 9.39091e-35, 9.39091e-35, 9.39091e-35, 9.39091e-35, 9.39091e-35, 9.39091e-35, 9.39091e-35, 9.39091e-35, 9.39091e-35, 9.1295e-13, 9.39091e-35, 9.39091e-35, 1.93904e-15, 1.55143e-14, 9.39091e-35, 1.42999e-10, 9.39091e-35, 9.39091e-35
0.482773, 0, 2.71366e-10, 6.66024e-34, 1.41421, -2.71366e-10, 6.66024e-34, 0, 6.66024e-34, 6.66024e-34, 6.66024e-34, 6.66024e-34, 6.66024e-34, 6.66024e-34, 6.66024e-34, 6.66024e-34, 6.66024e-34, 6.66024e-34, 6.66024e-34, 1.72257e-12, 6.66024e-34, 6.66024e-34, 3.85161e-15, 3.03311e-14, 6.66024e-34, 2.69609e-10, 6.66024e-34, 6.66024e-34
0.490659, 0, 5.03861e-10, 4.58289e-33, 1.41421, -5.03861e-10, 4.58289e-33, 0, 4.58289e-33, 4.58289e-33, 4.58289e-33, 4.58289e-33, 4.58289e-33, 4.58289e-33, 4.58289e-33, 4.58289e-33, 4.58289e-33, 4.58289e-33, 4.58289e-33, 3.20171e-12, 4.58289e-33, 4.58289e-33, 7.61362e-15, 5.86083e-14, 4.58289e-33, 5.00593e-10, 4.58289e-33, 4.58289e-33
0.498544, 0, 9.21439e-10, 2.98983e-32, 1.41421, -9.21439e-10, 2.98983e-32, 0, 2.98983e-32, 2.98983e-32, 2.98983e-32, 2.98983e-32, 2.98983e-32, 2.98983e-32, 2.98983e-32, 2.98983e-32, 2.98983e-32, 2.98983e-32, 2.98983e-32, 5.86337e-12, 2.98983e-32, 2.98983e-32, 1.50029e-14, 1.12063e-13, 2.98983e-32, 9.15449e-10, 2.98983e-32, 2.98983e-32
0.50643, 0, 1.65989e-09, 1.83473e-31, 1.41421, -1.65989e-09, 1.83473e-31, 0, 1.83473e-31, 1.83473e-31, 1.83473e-31, 1.83473e-31, 1.83473e-31, 1.83473e-31, 1.83473e-31, 1.83473e-31, 1.83473e-31, 1.83473e-31, 1.83473e-31, 1.05822e-11, 1.83473e-31, 1.83473e-31, 2.95162e-14, 2.12353e-13, 1.83473e-31, 1.64907e-09, 1.83473e-31, 1.83473e-31
0.514316, 0, 2.9458e-09, 1.05778e-30, 1.41421, -2.9458e-09, 1.05778e-30, 0, 1.05778e-30, 1.05778e-30, 1.05778e-30, 1.05778e-30, 1.05778e-30, 1.05778e-30, 1.05778e-30, 1.05778e-30, 1.05778e-30, 1.05778e-30, 1.05778e-30, 1.88265e-11, 1.05778e-30, 1.05778e-30, 5.8045e-14, 3.9951e-13, 1.05778e-30, 2.92651e-09, 1.05778e-30, 1.05778e-30
0.522202, 0, 5.15109e-09, 5.73853e-30, 1.41421, -5.15109e-09, 5.73853e-30, 0, 5.73853e-30, 5.73853e-30, 5.73853e-30, 5.73853e-30, 5.73853e-30, 5.73853e-30, 5.73853e-30, 5.73853e-30, 5.73853e-30, 5.73853e-30, 5.73853e-30, 3.30258e-11, 5.73853e-30, 5.73853e-30, 1.1418e-13, 7.47843e-13, 5.73853e-30, 5.1172e-09, 5.73853e-30, 5.73853e-30
0.530088, 0, 8.87631e-09, 2.93703e-29, 1.41421, -8.87631e-09, 2.93703e-29, 0, 2.93703e-29, 2.93703e-29, 2.93703e-29, 2.93703e-29, 2.93703e-29, 2.93703e-29, 2.93703e-29, 2.93703e-29, 2.93703e-29, 2.93703e-29, 2.93703e-29, 5.71425e-11, 2.93703e-29, 2.93703e-29, 2.24684e-13, 1.39623e-12, 2.93703e-29, 8.81754e-09, 2.93703e-29, 2.93703e-29
0.537974, 0, 1.50755e-08, 1.42232e-28, 1.41421, -1.50755e-08, 1.42232e-28, 0, 1.42232e-28, 1.42232e-28, 1.42232e-28, 1.42232e-28, 1.42232e-28, 1.42232e-28, 1.42232e-28, 1.42232e-28, 1.42232e-28, 1.42232e-28, 1.42232e-28, 9.75513e-11, 1.42232e-28, 1.42232e-28, 4.42041e-13, 2.60661e-12, 1.42232e-28, 1.49749e-08, 1.42232e-28, 1.42232e-28
0.54586, 0, 2.52403e-08, 6.53711e-28, 1.41421, -2.52403e-08, 6.53711e-28, 0, 6.53711e-28, 6.53711e-28, 6.53711e-28, 6.53711e-28, 6.53711e-28, 6.53711e-28, 6.53711e-28, 6.53711e-28, 6.53711e-28, 6.53711e-28, 6.53711e-28, 1.64375e-10, 6.53711e-28, 6.53711e-28, 8.68505e-13, 4.87801e-12, 6.53711e-28, 2.50702e-08, 6.53711e-28, 6.53711e-28
0.553746, 0, 4.1666e-08, 2.85983e-27, 1.41421, -4.1666e-08, 2.85983e-27, 0, 2.85983e-27, 2.85983e-27, 2.85983e-27, 2.85983e-27, 2.85983e-27, 2.85983e-27, 2.85983e-27, 2.85983e-27, 2.85983e-27, 2.85983e-27, 2.85983e-27, 2.73486e-10, 2.85983e-27, 2.85983e-27, 1.70142e-12, 9.16963e-12, 2.85983e-27, 4.13817e-08, 2.85983e-27, 2.85983e-27
0.561632, 0, 6.78294e-08, 1.19415e-26, 1.41421, -6.78294e-08, 1.19415e-26, 0, 1.19415e-26, 1.19415e-26, 1.19415e-26, 1.19415e-26, 1.19415e-26, 1.19415e-26, 1.19415e-26, 1.19415e-26, 1.19415e-26, 1.19415e-26, 1.19415e-26, 4.49472e-10, 1.19415e-26, 1.19415e-26, 3.31728e-12, 1.73376e-11, 1.19415e-26, 6.73592e-08, 1.19415e-26, 1.19415e-26
0.569518, 0, 1.08916e-07, 4.77186e-26, 1.41421, -1.08916e-07, 4.77186e-26, 0, 4.77186e-26, 4.77186e-26, 4.77186e-26, 4.77186e-26, 4.77186e-26, 4.77186e-26, 4.77186e-26, 2.41047e-13, 4.77186e-26, 4.77186e-26, 4.77186e-26, 7.29983e-10, 4.77186e-26, 4.77186e-26, 6.4246e-12, 3.29843e-11, 4.77186e-26, 1.08146e-07, 4.77186e-26, 4.77186e-26
0.577404, 0, 1.72544e-07, 1.82935e-25, 1.41421, -1.72544e-07, 1.82935e-25, 0, 1.82935e-25, 1.82935e-25, 1.82935e-25, 1.82935e-25, 1.82935e-25, 1.82935e-25, 1.82935e-25, 1.0733e-12, 1.82935e-25, 1.82935e-25, 1.82935e-25, 1.17203e-09, 1.82935e-25, 1.82935e-25, 1.23369e-11, 6.3095e-11, 1.82935e-25, 1.71295e-07, 1.82935e-25, 1.82935e-25
0.585289, 0, 2.71818e-07, 6.77353e-25, 1.41421, -2.71818e-07, 1.67763e-12, 0, 1.63325e-14, 4.10822e-14, 5.27981e-14, 5.9164e-13, 2.107e-13, 9.93632e-13, 2.23708e-13, 1.4997e-11, 9.70518e-12, 9.39498e-12, 1.9878e-09, 1.86101e-09, 2.34668e-12, 7.99714e-14, 2.34498e-11, 1.2114e-10, 2.93225e-15, 2.67765e-07, 6.77353e-25, 1.88293e-11
0.593175, 0, 4.2625e-07, 8.24636e-10, 1.41421, -4.2625e-07, 8.32065e-10, 8.24636e-10, 8.24708e-10, 8.24818e-10, 8.2487e-10, 8.27256e-10, 8.25569e-10, 8.29036e-10, 8.25626e-10, 8.865e-10, 8.67616e-10, 8.66243e-10, 9.62789e-09, 3.74796e-09, 8.35028e-10, 8.2499e-10, 8.687e-10, 1.0575e-09, 8.24649e-10, 4.13989e-07, 8.24636e-10, 9.08024e-10
0.601061, 0, 6.70093e-07, 3.64293e-09, 1.41421, -6.70093e-07, 3.66905e-09, 3.64293e-09, 3.64318e-09, 3.64357e-09, 3.64375e-09, 3.65214e-09, 3.64621e-09, 3.6584e-09, 3.64641e-09, 3.85467e-09, 3.79405e-09, 3.78922e-09, 3.4595e-08, 8.187e-09, 3.67947e-09, 3.64417e-09, 3.72469e-09, 4.08976e-09, 3.64297e-09, 6.33169e-07, 3.64293e-09, 3.93612e-09
0.608947, 0, 1.07087e-06, 1.27838e-08, 1.41421, -1.07087e-06, 1.28678e-08, 1.27838e-08, 1.27847e-08, 1.27859e-08, 1.27865e-08, 1.28134e-08, 1.27944e-08, 1.28336e-08, 1.2795e-08, 1.34526e-08, 1.32696e-08, 1.3254e-08, 1.1227e-07, 1.97751e-08, 1.29013e-08, 1.27878e-08, 1.29335e-08, 1.36371e-08, 1.2784e-08, 9.60511e-07, 1.27838e-08, 1.37262e-08
0.616833, 0, 1.77466e-06, 4.10129e-08, 1.41421, -1.77466e-06, 4.12675e-08, 4.10129e-08, 4.10154e-08, 4.10191e-08, 4.10209e-08, 4.11027e-08, 4.10449e-08, 4.11637e-08, 4.10469e-08, 4.30122e-08, 4.24858e-08, 4.24388e-08, 3.427e-07, 5.16611e-08, 4.13691e-08, 4.1025e-08, 4.12832e-08, 4.26296e-08, 4.10133e-08, 1.45174e-06, 4.10129e-08, 4.38706e-08
0.624719, 0, 3.11843e-06, 1.24143e-07, 1.41421, -3.11843e-06, 1.24878e-07, 1.24143e-07, 1.2415e-07, 1.24161e-07, 1.24166e-07, 1.24402e-07, 1.24235e-07, 1.24578e-07, 1.24241e-07, 1.29841e-07, 1.28395e-07, 1.28259e-07, 9.94992e-07, 1.402e-07, 1.25171e-07, 1.24178e-07, 1.24624e-07, 1.27174e-07, 1.24144e-07, 2.20296e-06, 1.24143e-07, 1.32392e-07
0.632605, 0, 5.89529e-06, 3.57713e-07, 1.41421, -5.89529e-06, 3.59738e-07, 3.57713e-07, 3.57733e-07, 3.57763e-07, 3.57777e-07, 3.58427e-07, 3.57967e-07, 3.58913e-07, 3.57983e-07, 3.73356e-07, 3.6943e-07, 3.69056e-07, 2.75758e-06, 3.8169e-07, 3.60546e-07, 3.5781e-07, 3.58558e-07, 3.63338e-07, 3.57717e-07, 3.39601e-06, 3.57713e-07, 3.80446e-07
0.640491, 0, 1.19515e-05, 9.84117e-07, 1.41421, -1.19515e-05, 9.89452e-07, 9.84117e-07, 9.84169e-07, 9.84248e-07, 9.84285e-07, 9.85999e-07, 9.84787e-07, 9.87277e-07, 9.84829e-07, 1.02522e-06, 1.01498e-06, 1.01399e-06, 7.30541e-06, 1.01958e-06, 9.9158e-07, 9.84372e-07, 9.8558e-07, 9.944e-07, 9.84127e-07, 5.4014e-06, 9.84117e-07, 1.044e-06
0.648377, 0, 2.54613e-05, 2.58799e-06, 1.41421, -2.54613e-05, 2.60143e-06, 2.58799e-06, 2.58812e-06, 2.58832e-06, 2.58842e-06, 2.59273e-06, 2.58968e-06, 2.59595e-06, 2.58979e-06, 2.694e-06, 2.66574e-06, 2.66326e-06, 1.85127e-05, 2.63994e-06, 2.60679e-06, 2.58863e-06, 2.59049e-06, 2.60651e-06, 2.58802e-06, 9.0038e-06, 2.58799e-06, 2.73884e-06
0.656263, 0, 5.54864e-05, 6.50972e-06, 1.41421, -5.54864e-05, 6.54211e-06, 6.50972e-06, 6.51003e-06, 6.51051e-06, 6.51074e-06, 6.52114e-06, 6.51378e-06, 6.5289e-06, 6.51404e-06, 6.77042e-06, 6.69714e-06, 6.69115e-06, 4.4897e-05, 6.58514e-06, 6.55503e-06, 6.51126e-06, 6.51394e-06, 6.54257e-06, 6.50977e-06, 1.5873e-05, 6.50972e-06, 6.87334e-06
