   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_34.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.00615378, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00173213, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00961804, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0175039, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0253899, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0332758, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0411617, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0490476, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0569335, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0648194, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0727053, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0805912, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0884771, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0963631, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.104249, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.112135, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.120021, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.127907, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.135793, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.143679, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.151564, 0, 5.04015e-30, 0, 1.41421, -5.04015e-30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.1935e-32, 0, 0, 4.77836e-35, 7.54644e-36, 0, 5.00816e-30, 0, 0
0.15945, 0, 6.11559e-29, 0, 1.41421, -6.11559e-29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.87487e-31, 0, 0, 5.79788e-34, 6.76371e-34, 0, 6.07671e-29, 0, 0
0.167336, 0, 4.65715e-28, 0, 1.41421, -4.65715e-28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.95077e-30, 0, 0, 4.41518e-33, 8.5134e-33, 0, 4.62752e-28, 0, 0
0.175222, 0, 2.83066e-27, 0, 1.41421, -2.83066e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.7935e-29, 0, 0, 2.68357e-32, 6.7076e-32, 0, 2.81263e-27, 0, 0
0.183108, 0, 1.49519e-26, 0, 1.41421, -1.49519e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.47344e-29, 0, 0, 1.41796e-31, 4.18041e-31, 0, 1.48566e-26, 0, 0
0.190994, 0, 7.14945e-26, 0, 1.41421, -7.14945e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.52983e-28, 0, 0, 6.78544e-31, 2.25057e-30, 0, 7.10386e-26, 0, 0
0.19888, 0, 3.16657e-25, 0, 1.41421, -3.16657e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.00631e-27, 0, 0, 3.00884e-30, 1.09255e-29, 0, 3.14636e-25, 0, 0
0.206766, 0, 1.31788e-24, 0, 1.41421, -1.31788e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.34991e-27, 0, 0, 1.25407e-29, 4.90016e-29, 0, 1.30946e-24, 0, 0
0.214652, 0, 5.20384e-24, 0, 1.41421, -5.20384e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.29709e-26, 0, 0, 4.96043e-29, 2.06154e-28, 0, 5.17062e-24, 0, 0
0.222538, 0, 1.96305e-23, 0, 1.41421, -1.96305e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.24376e-25, 0, 0, 1.87487e-28, 8.21866e-28, 0, 1.95051e-23, 0, 0
0.230424, 0, 7.11103e-23, 0, 1.41421, -7.11103e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.50543e-25, 0, 0, 6.80624e-28, 3.12736e-27, 0, 7.06559e-23, 0, 0
0.238309, 0, 2.4834e-22, 0, 1.41421, -2.4834e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.57344e-24, 0, 0, 2.38258e-27, 1.14194e-26, 0, 2.46753e-22, 0, 0
0.246195, 0, 8.38777e-22, 0, 1.41421, -8.38777e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.31434e-24, 0, 0, 8.06798e-27, 4.01792e-26, 0, 8.33415e-22, 0, 0
0.254081, 0, 2.74691e-21, 0, 1.41421, -2.74691e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.74039e-23, 0, 0, 2.64956e-26, 1.36668e-25, 0, 2.72934e-21, 0, 0
0.261967, 0, 8.74076e-21, 0, 1.41421, -8.74076e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.53797e-23, 0, 0, 8.45642e-26, 4.50595e-25, 0, 8.68485e-21, 0, 0
0.269853, 0, 2.70725e-20, 0, 1.41421, -2.70725e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.71525e-22, 0, 0, 2.62769e-25, 1.44314e-24, 0, 2.68993e-20, 0, 0
0.277739, 0, 8.17378e-20, 0, 1.41421, -8.17378e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.17872e-22, 0, 0, 7.96126e-25, 4.49804e-24, 0, 8.12146e-20, 0, 0
0.285625, 0, 2.4087e-19, 0, 1.41421, -2.4087e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5261e-21, 0, 0, 2.35488e-24, 1.36646e-23, 0, 2.39328e-19, 0, 0
0.293511, 0, 6.93552e-19, 0, 1.41421, -6.93552e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.39417e-21, 0, 0, 6.80779e-24, 4.0513e-23, 0, 6.89111e-19, 0, 0
0.301397, 0, 1.95307e-18, 0, 1.41421, -1.95307e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.23741e-20, 0, 0, 1.92536e-23, 1.17356e-22, 0, 1.94056e-18, 0, 0
0.309283, 0, 5.38327e-18, 0, 1.41421, -5.38327e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.41069e-20, 0, 0, 5.3314e-23, 3.32469e-22, 0, 5.34878e-18, 0, 0
0.317169, 0, 1.45337e-17, 0, 1.41421, -1.45337e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.20814e-20, 0, 0, 1.44648e-22, 9.21928e-22, 0, 1.44406e-17, 0, 0
0.325054, 0, 3.84574e-17, 0, 1.41421, -3.84574e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.43653e-19, 0, 0, 3.84777e-22, 2.50418e-21, 0, 3.82109e-17, 0, 0
0.33294, 0, 9.97907e-17, 0, 1.41421, -9.97907e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.32236e-19, 0, 0, 1.0041e-21, 6.66709e-21, 0, 9.91507e-17, 0, 0
0.340826, 0, 2.54047e-16, 0, 1.41421, -2.54047e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.60953e-18, 0, 0, 2.57175e-21, 1.74083e-20, 0, 2.52417e-16, 0, 0
0.348712, 0, 6.3969e-16, 0, 1.41421, -6.3969e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.05273e-18, 0, 0, 6.52404e-21, 4.50672e-20, 0, 6.35586e-16, 0, 0
0.356598, 0, 1.56737e-15, 0, 1.41421, -1.56737e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.92989e-18, 0, 0, 1.60958e-20, 1.13157e-19, 0, 1.55732e-15, 0, 0
0.364484, 0, 3.77294e-15, 0, 1.41421, -3.77294e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.39025e-17, 0, 0, 3.9033e-20, 2.79103e-19, 0, 3.74872e-15, 0, 0
0.37237, 0, 8.92505e-15, 0, 1.41421, -8.92505e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.65412e-17, 0, 0, 9.30729e-20, 6.76483e-19, 0, 8.86774e-15, 0, 0
0.380256, 0, 2.07523e-14, 0, 1.41421, -2.07523e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.31465e-16, 0, 0, 2.18283e-19, 1.61171e-18, 0, 2.0619e-14, 0, 0
0.388142, 0, 4.74396e-14, 0, 1.41421, -4.74396e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.0052e-16, 0, 0, 5.03686e-19, 3.77553e-18, 0, 4.71348e-14, 0, 0
0.396028, 0, 1.06639e-13, 0, 1.41421, -1.06639e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.75517e-16, 0, 0, 1.14387e-18, 8.69839e-18, 0, 1.05954e-13, 0, 0
0.403914, 0, 2.3576e-13, 4.2039e-44, 1.41421, -2.3576e-13, 4.2039e-44, 0, 4.2039e-44, 4.2039e-44, 4.2039e-44, 4.2039e-44, 4.2039e-44, 4.2039e-44, 4.2039e-44, 4.2039e-44, 4.2039e-44, 4.2039e-44, 4.2039e-44, 1.49341e-15, 4.2039e-44, 4.2039e-44, 2.55749e-18, 1.97141e-17, 4.2039e-44, 2.34245e-13, 4.2039e-44, 4.2039e-44
0.411799, 0, 5.12706e-13, 7.83326e-43, 1.41421, -5.12706e-13, 7.83326e-43, 0, 7.83326e-43, 7.83326e-43, 7.83326e-43, 7.83326e-43, 7.83326e-43, 7.83326e-43, 7.83326e-43, 7.83326e-43, 7.83326e-43, 7.83326e-43, 7.83326e-43, 3.24763e-15, 7.83326e-43, 7.83326e-43, 5.63169e-18, 4.39635e-17, 7.83326e-43, 5.09409e-13, 7.83326e-43, 7.83326e-43
0.419685, 0, 1.09692e-12, 1.16546e-41, 1.41421, -1.09692e-12, 1.16546e-41, 0, 1.16546e-41, 1.16546e-41, 1.16546e-41, 1.16546e-41, 1.16546e-41, 1.16546e-41, 1.16546e-41, 1.16546e-41, 1.16546e-41, 1.16546e-41, 1.16546e-41, 6.94815e-15, 1.16546e-41, 1.16546e-41, 1.22191e-17, 9.64904e-17, 1.16546e-41, 1.08986e-12, 1.16546e-41, 1.16546e-41
0.427571, 0, 2.30911e-12, 1.5174e-40, 1.41421, -2.30911e-12, 1.5174e-40, 0, 1.5174e-40, 1.5174e-40, 1.5174e-40, 1.5174e-40, 1.5174e-40, 1.5174e-40, 1.5174e-40, 1.5174e-40, 1.5174e-40, 1.5174e-40, 1.5174e-40, 1.46266e-14, 1.5174e-40, 1.5174e-40, 2.61355e-17, 2.08479e-16, 1.5174e-40, 2.29425e-12, 1.5174e-40, 1.5174e-40
0.435457, 0, 4.78337e-12, 1.77018e-39, 1.41421, -4.78337e-12, 1.77018e-39, 0, 1.77018e-39, 1.77018e-39, 1.77018e-39, 1.77018e-39, 1.77018e-39, 1.77018e-39, 1.77018e-39, 1.77018e-39, 1.77018e-39, 1.77018e-39, 1.77018e-39, 3.03003e-14, 1.77018e-39, 1.77018e-39, 5.51426e-17, 4.4354e-16, 1.77018e-39, 4.75257e-12, 1.77018e-39, 1.77018e-39
0.443343, 0, 9.75193e-12, 1.86613e-38, 1.41421, -9.75193e-12, 1.86613e-38, 0, 1.86613e-38, 1.86613e-38, 1.86613e-38, 1.86613e-38, 1.86613e-38, 1.86613e-38, 1.86613e-38, 1.86613e-38, 1.86613e-38, 1.86613e-38, 1.86613e-38, 6.17787e-14, 1.86613e-38, 1.86613e-38, 1.14849e-16, 9.29426e-16, 1.86613e-38, 9.6891e-12, 1.86613e-38, 1.86613e-38
0.451229, 0, 1.95688e-11, 1.78876e-37, 1.41421, -1.95688e-11, 1.78876e-37, 0, 1.78876e-37, 1.78876e-37, 1.78876e-37, 1.78876e-37, 1.78876e-37, 1.78876e-37, 1.78876e-37, 1.78876e-37, 1.78876e-37, 1.78876e-37, 1.78876e-37, 1.23987e-13, 1.78876e-37, 1.78876e-37, 2.36345e-16, 1.91889e-15, 1.78876e-37, 1.94427e-11, 1.78876e-37, 1.78876e-37
0.459115, 0, 3.86546e-11, 1.56764e-36, 1.41421, -3.86546e-11, 1.56764e-36, 0, 1.56764e-36, 1.56764e-36, 1.56764e-36, 1.56764e-36, 1.56764e-36, 1.56764e-36, 1.56764e-36, 1.56764e-36, 1.56764e-36, 1.56764e-36, 1.56764e-36, 2.44971e-13, 1.56764e-36, 1.56764e-36, 4.81074e-16, 3.90483e-15, 1.56764e-36, 3.84052e-11, 1.56764e-36, 1.56764e-36
0.467001, 0, 7.51706e-11, 1.26264e-35, 1.41421, -7.51706e-11, 1.26264e-35, 0, 1.26264e-35, 1.26264e-35, 1.26264e-35, 1.26264e-35, 1.26264e-35, 1.26264e-35, 1.26264e-35, 1.26264e-35, 1.26264e-35, 1.26264e-35, 1.26264e-35, 4.7656e-13, 1.26264e-35, 1.26264e-35, 9.69797e-16, 7.83571e-15, 1.26264e-35, 7.46852e-11, 1.26264e-35, 1.26264e-35
